"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9261716",,,,"0","COMM","N","10E 4TH ST","45202","DOWNTOWN","B","COMMERCIAL","COMMERCIAL","MON-U6-GOLD",,,"2018-01-01T00:00:00.000"
"9381988",,"082610120916009610036452","96 GALLON RECYCLE","0","RES","N","2160 STAEBLER ST","45204","LOWER PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U6-GREEN","39.10390423","-84.55305211","2018-01-01T00:00:00.000"
"9465022",,,,"0","COMM","N","1034 DEPOT ST","45204","LOWER PRICE HILL","B","COMMERCIAL","COMMERCIAL","MON-U1-GREEN","39.10895268","-84.55095036","2017-12-01T00:00:00.000"
"9260494",,"170628034143009617091055","96 GALLON RECYCLE","3","COMM","N","3441 ARNOLD ST","45208",,,,,,"39.1279008","-84.41993742","2018-01-01T00:00:00.000"
"9404417",,,,"0","COMM","N","3212 YORK LN","45215","HARTWELL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U11-GOLD","39.21571403","-84.48145352","2018-01-01T00:00:00.000"
"9312419",,"021211065144009611088688","96 GALLON RECYCLE","1","RES","N","3246 GLENMORE AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GREEN","39.1461857","-84.61285215","2018-01-01T00:00:00.000"
"9502279",,,,"0","COMM","N","5161 COLERAIN AV","45223","MT. AIRY","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U9-GOLD","39.18327784","-84.56792395","2017-12-01T00:00:00.000"
"9314442",,"120610000044009610070511","96 GALLON RECYCLE","0","RES","N","245 GOODRICH LN","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.12097036","-84.69343822","2018-01-01T00:00:00.000"
"9456412",,"101710153254009610048329","96 GALLON RECYCLE","0","RES","N","1106 CALIFORNIA AV","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.17659197","-84.48026148","2017-12-01T00:00:00.000"
"9526463",,,,"0","RES","N","759 CHESTNUT ST","45203","WEST END","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.10695862","-84.52725833","2017-12-01T00:00:00.000"
"9414172",,"011311135126009611082007","96 GALLON RECYCLE","2","RES","N","5335 CHAPMAN ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.16433564","-84.38965486","2017-12-01T00:00:00.000"
"9510649",,"011511020349009611083309","96 GALLON RECYCLE","1","RES","N","7855 BOBOLINK DR","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U3-GOLD","39.2127427","-84.53598007","2017-12-01T00:00:00.000"
"9373695",,"112110111449006410012368","64 GALLON RECYCLE","3","RES","N","6143 ROBISON RD","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U2-GOLD","39.18315185","-84.41884647","2018-01-01T00:00:00.000"
"9510014",,"010611134738006411017815","64 GALLON RECYCLE","2","RES","N","6410 HAMILTON AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U8-GOLD","39.20751735","-84.54758777","2017-12-01T00:00:00.000"
"9329237",,"112210074636006410012779","64 GALLON RECYCLE","0","RES","N","4635 JOANA PL","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GREEN","39.11586956","-84.59227532","2018-01-01T00:00:00.000"
"9408706",,"102110102427009610060632","96 GALLON RECYCLE","0","RES","N","2626 STREAMSIDE CT","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GREEN","39.10244706","-84.37681564","2017-12-01T00:00:00.000"
"9296793",,"120310064802009610068523","96 GALLON RECYCLE","1","RES","N","3745 DRAKEWOOD DR","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U15-GREEN","39.14597925","-84.43428132","2018-01-01T00:00:00.000"
"9308329",,"113010100625006410016311","64 GALLON RECYCLE","1","RES","N","525 FORTUNE AV","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U15-GOLD","39.13020887","-84.5249066","2018-01-01T00:00:00.000"
"9397167",,"112510105722000035101763","35 GALLON RECYCLE","0","RES","N","3051 WESTBROOK DR","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U4-GREEN","39.13894073","-84.60316862","2018-01-01T00:00:00.000"
"9364050",,,,"0","COMM","N","3844 PRESIDENT DR","45225","VILLAGES AT ROLL HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U6-GREEN","39.15456281","-84.55835395","2018-01-01T00:00:00.000"
"9446687",,,,"0","RES","N","2326 CENTRAL PKWY","45214","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U16-GOLD","39.12583764","-84.53311983","2017-12-01T00:00:00.000"
"9429960",,"0000713","9 GALLON RECYCLE","0","RES","N","1554 RUTH AV","45207","EVANSTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U5-GREEN","39.13929406","-84.476674","2017-12-01T00:00:00.000"
"9523608",,,,"0","COMM","N","4924 HAWAIIAN TER","45223","MT. AIRY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","THU-U9-GOLD","39.18469133","-84.56216554","2017-12-01T00:00:00.000"
"9500855",,"121610114626009610078155","96 GALLON RECYCLE","0","RES","N","4108 FERGUS ST","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U14-GOLD","39.16169749","-84.53620672","2017-12-01T00:00:00.000"
"9528958",,"112010141043006410011525","64 GALLON RECYCLE","0","RES","N","914 KIRBERT AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GREEN","39.108316","-84.57530022","2017-12-01T00:00:00.000"
"9466676",,"0001227","9 GALLON RECYCLE","0","RES","N","3467 LELAND AV","45204","RIVERSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.08259449","-84.58609042","2017-12-01T00:00:00.000"
"9288039",,,,"0","COMM","N","3625 COLUMBIA PKWY","45226","EAST END","B","COMMERCIAL","COMMERCIAL - RETAIL OFFICES OVER","WED-U12-GOLD","39.11440331","-84.43608825","2018-01-01T00:00:00.000"
"9463202",,,,"0","COMM","N","805 DAYTON ST","45214","WEST END","B","COMMERCIAL","PUBLIC SERVICE","MON-U5-GOLD","39.11789328","-84.52719628","2017-12-01T00:00:00.000"
"9407414",,"101610013538009610047950","96 GALLON RECYCLE","1","RES","N","1263 AYERSHIRE AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.07605311","-84.37126045","2017-12-01T00:00:00.000"
"9520511",,"112710181825006410015205","64 GALLON RECYCLE","0","COMM","N","140 PARKWAY AV","45216","HARTWELL","B","COMMERCIAL","INSTITUTIONAL","TUE-U10-GOLD","39.2092379","-84.46953699","2017-12-01T00:00:00.000"
"9319774",,"101410200743009610046852","96 GALLON RECYCLE","0","COMM","Y","2247 HARRISON AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","THU-U1-GREEN","39.13446969","-84.57503081","2018-01-01T00:00:00.000"
"9465809",,,,"0","COMM","N","2504 GALVIN AV","45204","SEDAMSVILLE","LTU","COMMERCIAL","VACANT","MON-U3-GOLD","39.0973799","-84.55845061","2017-12-01T00:00:00.000"
"9455826",,"113010081721006410016237","64 GALLON RECYCLE","2","RES","N","6004 ELBROOK AV","45237","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U1-GOLD","39.18243346","-84.45003711","2017-12-01T00:00:00.000"
"9447614",,"140920100639006412020823","64 GALLON RECYCLE","0","RES","N","2310 ROHS ST","45219","CUF","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","MON-U12-GOLD","39.12529122","-84.52127439","2017-12-01T00:00:00.000"
"9263074",,,,"0","COMM",,"1926W 8TH ST","45204","LOWER PRICE HILL","LTU","COMMERCIAL","VACANT","MON-U6-GREEN",,,"2018-01-01T00:00:00.000"
"9423538",,"170507102016009617090898","96 GALLON RECYCLE","0","RES","N","812 DELTA AV","45226","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GOLD","39.12765426","-84.43150553","2017-12-01T00:00:00.000"
"9404468",,,,"0","COMM","N","3703 YORK LN","45215","HARTWELL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-U11-GOLD","39.21633156","-84.48051068","2018-01-01T00:00:00.000"
"9495353",,"010611113220006411017720","64 GALLON RECYCLE","0","RES","N","3236 STANHOPE AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U18-GREEN","39.14516754","-84.61421187","2017-12-01T00:00:00.000"
"9415318",,,,"0","COMM","N","4900 GLENSHADE AV","45227","MADISONVILLE","LTU","COMMERCIAL","VACANT","WED-U1-GREEN","39.15930063","-84.3878203","2017-12-01T00:00:00.000"
"9444614",,"101310034914009610045459","96 GALLON RECYCLE","2","RES","N","137 PARKER ST","45219","CUF","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U12-GOLD","39.12323222","-84.51904053","2017-12-01T00:00:00.000"
"9463560",,,,"0","COMM","N","211 FINDLAY ST","45202","OVER-THE-RHINE","B","COMMERCIAL","INSTITUTIONAL","MON-U14-GOLD","39.11617597","-84.52044064","2017-12-01T00:00:00.000"
"9300123",,,,"0","RES","N","4118 EILEEN DR","45209","OAKLEY","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U7-GREEN","39.15339943","-84.43752171","2018-01-01T00:00:00.000"
"9493198",,"120710122313009610071689","96 GALLON RECYCLE","3","RES","N","3393 GOLDRUSH CT","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U12-GREEN","39.15098918","-84.58247562","2017-12-01T00:00:00.000"
"9425586",,,,"0","RES","N","2488 GRANDIN RD","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U6-GOLD","39.12732459","-84.44579855","2017-12-01T00:00:00.000"
"9389659",,"101010011258006410009313","64 GALLON RECYCLE","0","RES","N","130 VALENCIA ST","45219","MT. AUBURN","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U13-GOLD","39.12262551","-84.51166704","2018-01-01T00:00:00.000"
"9508533",,"121710065443009610078873","96 GALLON RECYCLE","2","RES","N","8122 WOODBINE AV","45216","HARTWELL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U10-GOLD","39.20706715","-84.47019059","2017-12-01T00:00:00.000"
"9310279",,"011511053417009611083445","96 GALLON RECYCLE","2","RES","N","3416 GEROLD DR","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U2-GREEN","39.13493616","-84.61873508","2018-01-01T00:00:00.000"
"9430289",,"0000706","9 GALLON RECYCLE","0","RES","N","3111 WOODBURN AV","45207","EVANSTON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U5-GREEN","39.13515482","-84.47648006","2017-12-01T00:00:00.000"
"9485099",,"090210214927009610002836","96 GALLON RECYCLE","1","RES","N","4556 ANTHONY AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U10-GOLD","39.17201028","-84.54614782","2017-12-01T00:00:00.000"
"9333135",,"020411045104009611087486","96 GALLON RECYCLE","0","RES","N","2908 KLING AV","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14811002","-84.59447957","2018-01-01T00:00:00.000"
"9466882",,"121710042428009610078780","96 GALLON RECYCLE","1","RES","N","3810 RIVER RD","45204","RIVERSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.07765084","-84.60117015","2017-12-01T00:00:00.000"
"9308548",,"090210114513006410003108","64 GALLON RECYCLE","0","RES","Y","5632 FOXGLOVE LN","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.19678768","-84.57359793","2018-01-01T00:00:00.000"
"9499142",,"120310210307009610068766","96 GALLON RECYCLE","0","RES","N","166 WOOLPER AV","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U7-GREEN","39.15018089","-84.51397575","2017-12-01T00:00:00.000"
"9533809",,"101910144658009610021339","96 GALLON RECYCLE","0","RES","N","6453 CRAIGLAND CT","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.07872785","-84.37957917","2017-12-01T00:00:00.000"
"9342017",,"090110200841006410002687","64 GALLON RECYCLE","0","RES","Y","1614 MAIN ST","45202","OVER-THE-RHINE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U14-GOLD","39.1131801","-84.51223699","2018-01-01T00:00:00.000"
"9379683",,"120912030117006412019921","64 GALLON RECYCLE","1","RES","N","2114 SINTON AV","45206","WALNUT HILLS","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U18-GOLD","39.11878266","-84.49309095","2018-01-01T00:00:00.000"
"9260984",,,,"0","COMM","N","29E 14TH ST","45202","OVER-THE-RHINE","LTU","COMMERCIAL","VACANT","MON-U11-GOLD",,,"2018-01-01T00:00:00.000"
"9372445",,"121710175120009610079141","96 GALLON RECYCLE","0","RES","N","4294 RIVER RD","45204","RIVERSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U3-GOLD","39.07717762","-84.62061076","2018-01-01T00:00:00.000"
"9321564",,"121710233844009610079349","96 GALLON RECYCLE","0","RES","N","231 HEARNE AV","45229","AVONDALE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U3-GREEN","39.14288982","-84.50425105","2018-01-01T00:00:00.000"
"9486228",,,,"0","RES","Y","2601 CUMMINS ST","45225","NORTH FAIRMOUNT","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U9-GREEN","39.13265485","-84.54517596","2017-12-01T00:00:00.000"
"9286615",,"101610052846009610118484","96 GALLON RECYCLE","0","RES","N","5049 COAD DR","45237","BOND HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GOLD","39.17997238","-84.47995661","2018-01-01T00:00:00.000"
"9412260",,,,"0","RES","N","621 TUSCULUM AV","45226","COLUMBIA TUSCULUM","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U12-GOLD","39.11597746","-84.42925502","2017-12-01T00:00:00.000"
"9336518",,"091010030458009610044353","96 GALLON RECYCLE","1","RES","N","1032 LENOX PL","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U4-GREEN","39.15423236","-84.47709124","2018-01-01T00:00:00.000"
"9346796",,"101510212741009610047786","96 GALLON RECYCLE","0","RES","N","230W MCMILLAN ST","45219","CUF","B","COMMERCIAL","COMMERCIAL - RETAIL APARTMENTS OVER","MON-U12-GOLD",,,"2018-01-01T00:00:00.000"
"9297096",,"083010204453006410000910","64 GALLON RECYCLE","0","RES","N","1816 DUCK CREEK RD","45207","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GREEN","39.14171236","-84.46822126","2018-01-01T00:00:00.000"
"9526778",,"101710143046009610048288","96 GALLON RECYCLE","0","RES","N","5654 VOGEL RD","45239","MT. AIRY","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","THU-U15-GOLD","39.19678799","-84.57976419","2017-12-01T00:00:00.000"
"9540827",,"121810101028009610079693","96 GALLON RECYCLE","1","RES","N","2664 LEDA CT","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14418008","-84.5877448","2017-12-01T00:00:00.000"
"9482457",,,,"0","COMM","N","1759 TOWNSEND ST","45223","SOUTH CUMMINSVILLE","LTU","COMMERCIAL","VACANT","THU-U9-GREEN","39.15630387","-84.54690529","2017-12-01T00:00:00.000"
"9461758",,"112310231321009610064781","96 GALLON RECYCLE","1","RES","N","3528 LUMFORD PL","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U9-GOLD","39.1829756","-84.41535357","2017-12-01T00:00:00.000"
"9327760",,"111210234606009610061921","96 GALLON RECYCLE","0","RES","N","1728 ILIFF AV","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U10-GREEN","39.12096373","-84.57935098","2018-01-01T00:00:00.000"
"9273326",,"120710122559009610071691","96 GALLON RECYCLE","0","RES","N","3426 BIGHORN CT","45211","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U12-GREEN","39.1526932","-84.58313761","2018-01-01T00:00:00.000"
"9424775",,"101410061304009610046338","96 GALLON RECYCLE","2","RES","N","2873 LINWOOD AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GOLD","39.13446408","-84.43763573","2017-12-01T00:00:00.000"
"9424188",,"121810064759009610079573","96 GALLON RECYCLE","1","RES","N","952 RENNEL DR","45226","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GOLD","39.12651618","-84.42885139","2017-12-01T00:00:00.000"
"9474978",,"101310154917009610045897","96 GALLON RECYCLE","0","RES","N","4026W 8TH ST","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U9-GREEN",,,"2017-12-01T00:00:00.000"
"9359826",,,,"0","RES","N","5856 PAMELEEN CT","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U5-GOLD","39.20411292","-84.57771962","2018-01-01T00:00:00.000"
"9348191",,"011611032740009611084287","96 GALLON RECYCLE","0","RES","N","6917 MERWIN AV","45227","MADISONVILLE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U12-GREEN","39.15261869","-84.37643488","2018-01-01T00:00:00.000"
"9320763",,"112310010049006410013513","64 GALLON RECYCLE","0","RES","N","3546 HAVEN ST","45220","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U3-GREEN","39.14720411","-84.50515139","2018-01-01T00:00:00.000"
"9536730",,"090710201345006410007915","64 GALLON RECYCLE","0","RES","N","2618 EDEN AV","45219","CORRYVILLE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U4-GOLD","39.12966705","-84.5058865","2017-12-01T00:00:00.000"
"9515793",,,,"0","COMM","N","4892 STRATHMORE DR","45227","MADISONVILLE","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","WED-U8-GREEN","39.16818449","-84.41354106","2017-12-01T00:00:00.000"
"9488169",,"083110021707006410001132","64 GALLON RECYCLE","0","RES","N","1619 WYOMING AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GREEN","39.11752759","-84.5754571","2017-12-01T00:00:00.000"
"9315300",,"090910212237009610005086","96 GALLON RECYCLE","0","RES","N","1952 GRAND AV","45214","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GREEN","39.1204378","-84.55656101","2018-01-01T00:00:00.000"
"9260896",,"093010131715009610009672","96 GALLON RECYCLE","1","RES","Y","546E 13TH ST","45202","PENDLETON","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U9-GOLD",,,"2018-01-01T00:00:00.000"
"9534395",,"121310014421009610075465","96 GALLON RECYCLE","0","RES","Y","5316 DORA ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.16463898","-84.39783606","2017-12-01T00:00:00.000"
"9418203",,"112910094854009610022131","96 GALLON RECYCLE","1","RES","N","3665 WILSHIRE AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U17-GOLD","39.14194916","-84.41315711","2017-12-01T00:00:00.000"
"9414363",,"012011004003009611086015","96 GALLON RECYCLE","0","RES","N","5508 STEWART AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GREEN","39.1670506","-84.39634998","2017-12-01T00:00:00.000"
"9310272",,"011511052848009611083442","96 GALLON RECYCLE","1","RES","N","3396 GEROLD DR","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U2-GREEN","39.13557658","-84.61836224","2018-01-01T00:00:00.000"
"9360969",,,,"0","COMM","N","3156 PARKVIEW AV","45213","PLEASANT RIDGE","B","COMMERCIAL","PUBLIC SERVICE","TUE-U12-GOLD","39.18071039","-84.42820867","2018-01-01T00:00:00.000"
"9426830",,"112010005340006410010975","64 GALLON RECYCLE","0","RES","N","4012 TAYLOR AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U14-GREEN","39.15174707","-84.42746481","2017-12-01T00:00:00.000"
"9430712",,"083110132949009610038507","96 GALLON RECYCLE","1","RES","N","1715 DESALES LN","45206","EAST WALNUT HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U5-GREEN","39.1315684","-84.47404706","2017-12-01T00:00:00.000"
"9370579",,"112410133531009610065320","96 GALLON RECYCLE","2","RES","N","6503 REVERE AV","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GOLD","39.11094413","-84.6889862","2018-01-01T00:00:00.000"
"9275920",,"092010060552009610006787","96 GALLON RECYCLE","0","RES","N","6424 BRAMBLE AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U12-GREEN","39.15147605","-84.38607875","2018-01-01T00:00:00.000"
"9410546",,"121810121307009610079769","96 GALLON RECYCLE","2","RES","N","737 WAKEFIELD DR","45226","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U8-GOLD","39.12386146","-84.42440035","2017-12-01T00:00:00.000"
"9262800",,"090510231441009610003796","96 GALLON RECYCLE","1","COMM","N","124E 7TH ST","45202","DOWNTOWN","B","COMMERCIAL","OFFICE","THU-UZ-GOLD",,,"2018-01-01T00:00:00.000"
"9363634",,"101510104448009610047404","96 GALLON RECYCLE","1","RES","N","3063 PORTSMOUTH AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GOLD","39.14319066","-84.43067333","2018-01-01T00:00:00.000"
"9379333",,"120910030338009610072931","96 GALLON RECYCLE","2","RES","N","3068 SIDNEY AV","45225","CAMP WASHINGTON","THREE FAM","RESIDENTIAL","RESIDENTIAL - THREE FAMILY","THU-U14-GREEN","39.14012503","-84.53615362","2018-01-01T00:00:00.000"
"9462982",,"091010031219009610044359","96 GALLON RECYCLE","0","RES","N","1802 LAWN AV","45237","BOND HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U6-GOLD","39.17048425","-84.46480394","2017-12-01T00:00:00.000"
"9346769",,"113010051344006410016213","64 GALLON RECYCLE","1","RES","N","200W MCMILLAN ST","45219","CUF","B","COMMERCIAL","COMMERCIAL - RETAIL APARTMENTS OVER","MON-U12-GOLD",,,"2018-01-01T00:00:00.000"
"9492092",,"112710133006006410015044","64 GALLON RECYCLE","2","RES","N","2870 LAFEUILLE AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U3-GREEN","39.13819707","-84.59025744","2017-12-01T00:00:00.000"
"9336658",,"113010012032009610022724","96 GALLON RECYCLE","1","RES","N","5637 LESTER RD","45213","PLEASANT RIDGE","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U12-GOLD","39.17589503","-84.43202206","2018-01-01T00:00:00.000"
"9502480",,"150920103302009615089249","96 GALLON RECYCLE","0","RES","N","5596 REGIMENTAL PL","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U5-GOLD","39.19834247","-84.56873172","2017-12-01T00:00:00.000"
"9383106",,"112810162448009610066795","96 GALLON RECYCLE","0","RES","N","3323N STERLING WY","45209","OAKLEY","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U10-GREEN",,,"2018-01-01T00:00:00.000"
"9306647",,,,"0","COMM","N","6052 FERNVIEW AV","45212","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","TUE-U1-GOLD","39.17793863","-84.44199879","2018-01-01T00:00:00.000"
"9437816",,,,"0","COMM","N","119W COURT ST","45202","DOWNTOWN","B","COMMERCIAL","INSTITUTIONAL","MON-U6-GOLD",,,"2017-12-01T00:00:00.000"
"9340396",,,,"0","COMM","N","60 LYDIA ST","45214","SOUTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","MON-U13-GREEN","39.12454831","-84.5615978","2018-01-01T00:00:00.000"
"9360945",,"112810095706009610066557","96 GALLON RECYCLE","3","RES","N","3131 PARKVIEW AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GOLD","39.18034082","-84.42897813","2018-01-01T00:00:00.000"
"9485165",,,,"0","RES","Y","4664 KIRBY AV","45223","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U19-GOLD","39.17559989","-84.54884748","2017-12-01T00:00:00.000"
"9455743",,,,"0","RES","N","7877 NEWBEDFORD AV","45237","ROSELAWN","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U7-GOLD","39.20698194","-84.45776523","2017-12-01T00:00:00.000"
