"objectid","addr_guid","rfidtag","containersize","cartlifts","res_vs_comm","yn_longterm_vacant","address","zipcode","neighborhood","oesstucttype","oesclassification","land_use_desc","route_day","latitude","longitude","date"
"9315519",,,,"0","COMM","N","806 GRAND AV","45205","EAST PRICE HILL","B","COMMERCIAL","INSTITUTIONAL","MON-U6-GREEN","39.10600266","-84.56080277","2018-01-01T00:00:00.000"
"9453508",,"011411211803009611083124","96 GALLON RECYCLE","2","RES","N","708E MITCHELL AV","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U6-GREEN",,,"2017-12-01T00:00:00.000"
"9338382",,,,"0","COMM",,"11 LION HILL CIR","45226","COLUMBIA TUSCULUM","LTU","COMMERCIAL","VACANT","WED-U16-GOLD","39.122338","-84.43670508","2018-01-01T00:00:00.000"
"9338382",,,,"0","COMM",,"11 LION HILL CIR","45226","COLUMBIA TUSCULUM","LTU","COMMERCIAL","VACANT","WED-U16-GOLD","39.122338","-84.43670508","2018-01-01T00:00:00.000"
"9505585",,"00000184","9 GALLON RECYCLE","0","COMM","N","5703 LANTANA AV","45224","COLLEGE HILL","TWO FAM","RESIDENTIAL","TWO FAMILY","THU-U12-GOLD","39.19521294","-84.54273855","2017-12-01T00:00:00.000"
"9270603",,"083110090916006410001406","64 GALLON RECYCLE","2","RES","N","4312 BEECH HILL AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U11-GOLD","39.16635438","-84.53628229","2018-01-01T00:00:00.000"
"9379258",,,,"0","COMM","N","2900 SIDNEY AV","45225","CAMP WASHINGTON","B","COMMERCIAL","OFFICE","THU-U14-GREEN","39.13522407","-84.53464134","2018-01-01T00:00:00.000"
"9459316",,"113010012610006410016037","64 GALLON RECYCLE","2","RES","N","5930 BEACRAFT AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GOLD","39.17926303","-84.43020893","2017-12-01T00:00:00.000"
"9489451",,,,"0","COMM","N","2721 BAKER AV","45211","EAST WESTWOOD","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U1-GREEN","39.13460923","-84.5706058","2017-12-01T00:00:00.000"
"9517353",,,,"0","COMM","N","6443 PACE AV","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY","TUE-U2-GOLD","39.19108377","-84.41913522","2017-12-01T00:00:00.000"
"9530743",,"112410070932006410013847","64 GALLON RECYCLE","3","RES","N","2933 WEST TOWER AV","45238","WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U11-GREEN","39.13230635","-84.5988764","2017-12-01T00:00:00.000"
"9305070",,"111510000012009610062876","96 GALLON RECYCLE","0","RES","N","1764 FAIRMOUNT AV","45214","NORTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GREEN","39.13016872","-84.55259117","2018-01-01T00:00:00.000"
"9458685",,"120910074053009610023825","96 GALLON RECYCLE","2","RES","N","2885 LOSANTIVILLE AV","45213","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U8-GOLD","39.18587671","-84.43343422","2017-12-01T00:00:00.000"
"9312868",,"170507064038009617090761","96 GALLON RECYCLE","0","RES","N","3039 GLENWAY AV","45204","EAST PRICE HILL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","MON-U6-GREEN","39.1130672","-84.56202526","2018-01-01T00:00:00.000"
"9395782",,,,"0","COMM","N","846 WEHRMAN AV","45229","AVONDALE","LTU","COMMERCIAL","VACANT","TUE-U13-GREEN","39.13548118","-84.49030968","2018-01-01T00:00:00.000"
"9334343",,"010611073144006411017668","64 GALLON RECYCLE","1","RES","N","150 LAFAYETTE CIR","45220","CLIFTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U8-GREEN","39.15571564","-84.51459875","2018-01-01T00:00:00.000"
"9306809",,"090510234902006410006282","64 GALLON RECYCLE","0","RES","N","2412 FINDLATER CT","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GREEN","39.09887184","-84.3753823","2018-01-01T00:00:00.000"
"9531241",,,,"0","COMM","N","114 RION LN","45217","AVONDALE","B","COMMERCIAL","PUBLIC SERVICE","TUE-U1-GREEN","39.15936378","-84.50201799","2017-12-01T00:00:00.000"
"9400717",,"091110004942009610005824","96 GALLON RECYCLE","1","COMM","N","6729 WINDWARD ST","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U9-GREEN","39.15386476","-84.3812256","2018-01-01T00:00:00.000"
"9405311",,"101710155010009610048339","96 GALLON RECYCLE","2","RES","N","6609 COFFEY ST","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U5-GREEN","39.0957737","-84.37363979","2017-12-01T00:00:00.000"
"9509152",,"121310122705009610075869","96 GALLON RECYCLE","0","RES","N","8470 CURZON AV","45216","HARTWELL","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U11-GOLD","39.21751385","-84.463055","2017-12-01T00:00:00.000"
"9327036",,"010311235414006410016759","64 GALLON RECYCLE","0","RES","N","3850 HYDE PARK AV","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GREEN","39.14972575","-84.43761903","2018-01-01T00:00:00.000"
"9422505",,"100810211206009610014745","96 GALLON RECYCLE","0","RES","N","3578 VISTA AV","45208","EVANSTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GREEN","39.14363767","-84.45635093","2017-12-01T00:00:00.000"
"9304581",,,,"0","RES","N","1807 FAIRFAX AV","45207","EVANSTON","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","TUE-U5-GREEN","39.13512182","-84.47191221","2018-01-01T00:00:00.000"
"9266682",,"090710061251006410007418","64 GALLON RECYCLE","2","RES","N","5809 ARGUS RD","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U1-GOLD","39.19591173","-84.53578064","2018-01-01T00:00:00.000"
"9282836",,"121710201942009610079229","96 GALLON RECYCLE","0","RES","N","601 CHARDONNAY RIDGE","45226","MT. LOOKOUT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U16-GOLD",,,"2018-01-01T00:00:00.000"
"9292121",,"112510013416009610065769","96 GALLON RECYCLE","1","RES","N","4782 DALE AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U14-GREEN","39.11226228","-84.59895135","2018-01-01T00:00:00.000"
"9291548",,,,"0","COMM","N","604 CULVERT ST","45202","DOWNTOWN","LTU","COMMERCIAL","VACANT","MON-U6-GOLD","39.10461933","-84.50476942","2018-01-01T00:00:00.000"
"9400910",,,,"0","COMM","N","4815 WINNESTE AV","45232","WINTON HILLS","B","COMMERCIAL","PUBLIC SERVICE","THU-U1-GOLD","39.17920226","-84.51080474","2018-01-01T00:00:00.000"
"9464905",,,,"0","COMM","N","301W 7TH ST","45202","WEST END","B","COMMERCIAL","OFFICE","MON-U6-GOLD",,,"2017-12-01T00:00:00.000"
"9533528",,,,"0","COMM","N","2003 RIVERSIDE DR","45202","EAST END","B","COMMERCIAL","HEAVY INDUSTRIA","WED-U16-GOLD","39.12065226","-84.4766951","2017-12-01T00:00:00.000"
"9296574",,"112210070707006410012751","64 GALLON RECYCLE","0","RES","N","2950 DOUGLAS TER","45212","PLEASANT RIDGE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U12-GOLD","39.17887382","-84.43268687","2018-01-01T00:00:00.000"
"9278223",,"120810105202009610072436","96 GALLON RECYCLE","0","RES","Y","2010 BURNET AV","45219","MT. AUBURN","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U2-GOLD","39.11833678","-84.50263048","2018-01-01T00:00:00.000"
"9435008",,"112310022103006410013567","64 GALLON RECYCLE","0","RES","N","2533 PARK AV","45206","WALNUT HILLS","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U11-GOLD","39.1268178","-84.48633894","2017-12-01T00:00:00.000"
"9464986",,"161013140207009616090297","96 GALLON RECYCLE","0","COMM","N","800W 5TH ST","45203","QUEENSGATE","B","COMMERCIAL","HEAVY INDUSTRIA","MON-U3-GOLD",,,"2017-12-01T00:00:00.000"
"9477874",,"090310173235212000007462","96 GALLON RECYCLE","0","RES","N","1165 RULISON AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U7-GREEN","39.11629771","-84.60014141","2017-12-01T00:00:00.000"
"9499204",,,,"0","COMM","N","3730 CLIFTON AV","45220","CLIFTON","B","COMMERCIAL","INSTITUTIONAL","TUE-U3-GREEN","39.15050286","-84.51791913","2017-12-01T00:00:00.000"
"9379664",,,,"0","RES","N","4822 SIMPSON AV","45227","MADISONVILLE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U1-GREEN","39.15875365","-84.38929879","2018-01-01T00:00:00.000"
"9261538",,"010711140332006411018756","64 GALLON RECYCLE","0","RES","N","4209 34TH AV","45209","OAKLEY","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U7-GREEN","39.15390182","-84.43335298","2018-01-01T00:00:00.000"
"9372743",,"120310024124009610023137","96 GALLON RECYCLE","1","RES","N","7048 RIVER RD","45233","SAYLER PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GOLD","39.12027255","-84.69986862","2018-01-01T00:00:00.000"
"9296511",,"140607104214000035113246","35 GALLON RECYCLE","2","RES","N","164 DORSEY ST","45202","MT. AUBURN","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U13-GOLD","39.11712123","-84.5123349","2018-01-01T00:00:00.000"
"9391557",,,,"0","COMM","N","2917 SHORT VINE ST","45219","CORRYVILLE","B","COMMERCIAL","PUBLIC SERVICE","MON-U4-GOLD",,,"2018-01-01T00:00:00.000"
"9525521",,"122010033149009610081093","96 GALLON RECYCLE","0","RES","N","3312 NINANN CT","45211","EAST WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14466735","-84.56924829","2017-12-01T00:00:00.000"
"9418001",,"112110060646006410012164","64 GALLON RECYCLE","0","RES","N","3508 SAYBROOK AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U17-GOLD","39.1429685","-84.41862895","2017-12-01T00:00:00.000"
"9302970",,"121710071232009610024843","96 GALLON RECYCLE","0","RES","N","4607 ERIE AV","45227","MADISONVILLE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U1-GREEN","39.15670599","-84.39546138","2018-01-01T00:00:00.000"
"9485486",,,,"0","COMM","N","1430 SPRINGLAWN AV","45223","NORTHSIDE","B","COMMERCIAL","INSTITUTIONAL","THU-U10-GOLD","39.17572984","-84.53622767","2017-12-01T00:00:00.000"
"9424512",,"100210113921009610011127","96 GALLON RECYCLE","0","RES","N","1325 PAXTON AV","45208","HYDE PARK","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","WED-U15-GOLD","39.13557739","-84.43456291","2017-12-01T00:00:00.000"
"9502151",,"111410090629009610062366","96 GALLON RECYCLE","2","RES","N","1751 WEST FORK RD","45223","VILLAGES AT ROLL HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U13-GOLD","39.16257537","-84.55948042","2017-12-01T00:00:00.000"
"9330846",,"010411032114006410016890","64 GALLON RECYCLE","3","RES","Y","6660 KENNEDY AV","45213","KENNEDY HEIGHTS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U4-GOLD","39.19091319","-84.41474946","2018-01-01T00:00:00.000"
"9377950",,,,"0","RES","Y","1019 SETON AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GREEN","39.11092781","-84.57675669","2018-01-01T00:00:00.000"
"9364628",,"112410072149006410013856","64 GALLON RECYCLE","1","RES","N","374 PROBASCO ST","45220","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U16-GOLD","39.13467958","-84.52357333","2018-01-01T00:00:00.000"
"9428862",,"090410171753009610041199","96 GALLON RECYCLE","2","RES","N","2968 ANNWOOD ST","45206","EAST WALNUT HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U13-GOLD","39.13271052","-84.46709334","2017-12-01T00:00:00.000"
"9324316",,"121510211349009610077611","96 GALLON RECYCLE","3","RES","N","67 HILLSDALE AV","45216","HARTWELL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U11-GOLD","39.21711404","-84.47066696","2018-01-01T00:00:00.000"
"9273818",,,,"0","COMM","N","1716 BLEECKER LN","45225","ENGLISH WOODS","B","COMMERCIAL","PUBLIC SERVICE","THU-U9-GREEN","39.13838242","-84.553331","2018-01-01T00:00:00.000"
"9336253",,"121610050904009610077907","96 GALLON RECYCLE","0","COMM","N","4015 LEESBURG LN","45209","OAKLEY","SINGLE FAM","RESIDENTIAL","SINGLE FAMILY ATTACHED","WED-U11-GREEN","39.15266886","-84.41234516","2018-01-01T00:00:00.000"
"9502722",,"111910092435000035101179","35 GALLON RECYCLE","2","RES","N","2012 PARKHURST CT","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U5-GOLD","39.19767283","-84.55995311","2017-12-01T00:00:00.000"
"9335148",,,,"0","COMM","N","4251 LANGLAND ST","45223","NORTHSIDE","LTU","COMMERCIAL","VACANT","THU-U11-GOLD","39.16511698","-84.53842569","2018-01-01T00:00:00.000"
"9482902",,"090310074317006410003905","64 GALLON RECYCLE","0","RES","N","1744 JESTER ST","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U2-GOLD","39.16365056","-84.54613798","2017-12-01T00:00:00.000"
"9296886",,,,"0","COMM","N","1213 DRAPER ST","45214","CAMP WASHINGTON","B","COMMERCIAL","HEAVY INDUSTRIA","THU-U14-GREEN","39.12802123","-84.53850125","2018-01-01T00:00:00.000"
"9414868",,"011211203542009610081670","96 GALLON RECYCLE","0","RES","N","5017 KENWOOD RD","45227","MADISONVILLE","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","WED-U9-GREEN","39.16081444","-84.38599174","2017-12-01T00:00:00.000"
"9484608",,"082610114047009610036435","96 GALLON RECYCLE","2","RES","N","1664 BRUCE AV","45223","NORTHSIDE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U19-GOLD","39.16728674","-84.54453348","2017-12-01T00:00:00.000"
"9531427",,"101610194731009610019013","96 GALLON RECYCLE","2","RES","N","2642 ALLAIRE AV","45239","MT. AIRY","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GOLD","39.1967883","-84.57881035","2017-12-01T00:00:00.000"
"9308835",,"091910073052009610005948","96 GALLON RECYCLE","1","RES","N","771N FRED SHUTTLESWORTH CIR","45229","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U11-GREEN",,,"2018-01-01T00:00:00.000"
"9321921",,"010811003009006411019184","64 GALLON RECYCLE","1","RES","N","6327 HEITZLER AV","45224","COLLEGE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U8-GOLD","39.20607219","-84.55139963","2018-01-01T00:00:00.000"
"9336838",,,,"0","COMM","N","228E LIBERTY ST","45202","OVER-THE-RHINE","B","COMMERCIAL","COMMERCIAL","MON-U9-GOLD",,,"2018-01-01T00:00:00.000"
"9348004",,"101410092315009610046456","96 GALLON RECYCLE","0","RES","N","1212 MERIWEATHER AV","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GOLD","39.13392655","-84.43760822","2018-01-01T00:00:00.000"
"9327675",,"101810175026009610020674","96 GALLON RECYCLE","0","RES","N","1621 ILIFF AV","45205","WEST PRICE HILL","LTU","RESIDENTIAL","RESIDENTIAL - VACANT LAND","MON-U10-GREEN","39.11793299","-84.58014467","2018-01-01T00:00:00.000"
"9505323",,"120410133135009610069273","96 GALLON RECYCLE","0","COMM","N","5912 HAMILTON AV","45224","COLLEGE HILL","B","COMMERCIAL","INSTITUTIONAL","THU-U12-GOLD","39.19919153","-84.54671339","2017-12-01T00:00:00.000"
"9345231",,"121610223555009610024613","96 GALLON RECYCLE","0","RES","N","3256 MCHENRY AV","45211","EAST WESTWOOD","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","THU-U15-GREEN","39.14529607","-84.57308944","2018-01-01T00:00:00.000"
"9453606",,"091010011150009610044283","96 GALLON RECYCLE","2","RES","N","731 AVON FIELDS LN","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U6-GREEN","39.16259259","-84.48657745","2017-12-01T00:00:00.000"
"9349495",,"120910062933009610023796","96 GALLON RECYCLE","0","RES","Y","3310 MILTON CT","45229","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U11-GREEN","39.13999587","-84.49019872","2018-01-01T00:00:00.000"
"9497844",,"011511012836009611083287","96 GALLON RECYCLE","0","RES","N","3638 FOREST PARK DR","45229","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U1-GREEN","39.14920196","-84.4997665","2017-12-01T00:00:00.000"
"9286285",,"111510064421009610063137","96 GALLON RECYCLE","0","RES","N","205 CLINTON SPRINGS AV","45217","AVONDALE","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U1-GREEN","39.15735819","-84.49951634","2018-01-01T00:00:00.000"
"9388274",,"111510131727009610063387","96 GALLON RECYCLE","0","RES","N","701 TRENTON AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U12-GREEN","39.10556371","-84.58926127","2018-01-01T00:00:00.000"
"9480144",,"112410165045006410014246","64 GALLON RECYCLE","2","RES","N","1669 TUXWORTH AV","45238","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U8-GREEN","39.12054584","-84.59722948","2017-12-01T00:00:00.000"
"9366197",,,,"0","RES","Y","1990 QUEEN CITY AV","45214","SOUTH FAIRMOUNT","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U1-GREEN","39.12807694","-84.56596536","2018-01-01T00:00:00.000"
"9473376",,"120910145541009610073303","96 GALLON RECYCLE","1","COMM",,"306 CRESTLINE AV","45205","EAST PRICE HILL","B","COMMERCIAL","PUBLIC SERVICE","MON-U2-GREEN","39.0963198","-84.56777335","2017-12-01T00:00:00.000"
"9473376",,"120910145541009610073303","96 GALLON RECYCLE","1","COMM",,"306 CRESTLINE AV","45205","EAST PRICE HILL","B","COMMERCIAL","PUBLIC SERVICE","MON-U2-GREEN","39.0963198","-84.56777335","2017-12-01T00:00:00.000"
"9421940",,,,"0","RES","N","3439 ZUMSTEIN AV","45208","HYDE PARK","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","WED-U9-GOLD","39.13906803","-84.44495625","2017-12-01T00:00:00.000"
"9519985",,,,"0","COMM","N","5520 GLENWAY AV","45238","WEST PRICE HILL","B","COMMERCIAL","OFFICE","THU-U11-GREEN","39.1309863","-84.60826482","2017-12-01T00:00:00.000"
"9474392",,"111410083210009610062347","96 GALLON RECYCLE","2","RES","N","1032 WINFIELD AV","45205","WEST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U4-GREEN","39.11125304","-84.58411177","2017-12-01T00:00:00.000"
"9340827",,,,"0","COMM",,"1703 MADISON RD","45206","EAST WALNUT HILLS","B","COMMERCIAL","COMMERCIAL","WED-U10-GOLD","39.12948597","-84.47464492","2018-01-01T00:00:00.000"
"9340827",,,,"0","COMM",,"1703 MADISON RD","45206","EAST WALNUT HILLS","B","COMMERCIAL","COMMERCIAL","WED-U10-GOLD","39.12948597","-84.47464492","2018-01-01T00:00:00.000"
"9356788",,"083110214952009610002013","96 GALLON RECYCLE","0","RES","N","958 OAKLAND AV","45205","EAST PRICE HILL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U9-GREEN","39.10961485","-84.57419111","2018-01-01T00:00:00.000"
"9280577",,"090710213629006410007969","64 GALLON RECYCLE","0","RES","Y","1105 CARSON AV","45205","EAST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U3-GREEN","39.11280042","-84.57248504","2018-01-01T00:00:00.000"
"9547523",,"122010090357009610081301","96 GALLON RECYCLE","0","COMM","N","3529 SECTION RD","45237","KENNEDY HEIGHTS","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","TUE-UP-GOLD",,,"2017-12-01T00:00:00.000"
"9436287",,,,"0","COMM","N","1109 ST GREGORY ST","45202","MT. ADAMS","B","COMMERCIAL","OFFICE","MON-U10-GOLD","39.10806221","-84.49791301","2017-12-01T00:00:00.000"
"9537382",,"092710134508009610008539","96 GALLON RECYCLE","1","RES","N","541 PROSPECT PL","45229","AVONDALE","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","TUE-U3-GREEN","39.14293096","-84.49593341","2017-12-01T00:00:00.000"
"9409839",,"092710103002009610008435","96 GALLON RECYCLE","3","RES","N","5784 KELLOGG AV","45228","CALIFORNIA","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U2-GREEN","39.06810522","-84.42395419","2017-12-01T00:00:00.000"
"9425509",,"090310113612009610040471","96 GALLON RECYCLE","2","RES","N","1117 EDWARDS RD","45208","HYDE PARK","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U6-GOLD","39.13000684","-84.44459036","2017-12-01T00:00:00.000"
"9355611",,"101610094426009610018639","96 GALLON RECYCLE","0","RES","N","2768W NORTH BEND RD","45239","MT. AIRY","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U9-GOLD",,,"2018-01-01T00:00:00.000"
"9415356",,,,"0","COMM","N","6020 PRENTICE ST","45227","MADISONVILLE","TWO FAM","RESIDENTIAL","TWO FAMILY","WED-U1-GREEN","39.15961274","-84.39097873","2017-12-01T00:00:00.000"
"9443984",,"101010031414006410009391","64 GALLON RECYCLE","2","RES","N","120 DORSEY ST","45202","MT. AUBURN","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U13-GOLD","39.11788731","-84.51332217","2017-12-01T00:00:00.000"
"9479917",,"121010111455009610074031","96 GALLON RECYCLE","1","RES","N","4838 PROSPERITY PL","45238","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U8-GREEN","39.12342287","-84.59971932","2017-12-01T00:00:00.000"
"9516756",,"120910122900009610024011","96 GALLON RECYCLE","2","RES","N","2550 VESTRY AV","45219","CUF","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","MON-U15-GOLD","39.12953758","-84.52436083","2017-12-01T00:00:00.000"
"9378882",,"121010160440009610074191","96 GALLON RECYCLE","1","RES","N","26 SHEEHAN AV","45216","HARTWELL","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U11-GOLD","39.21572875","-84.47269158","2018-01-01T00:00:00.000"
"9474157",,"102110141903009610060784","96 GALLON RECYCLE","1","RES","N","4015W LIBERTY ST","45205","WEST PRICE HILL","TWO FAM","RESIDENTIAL","RESIDENTIAL - TWO FAMILY","MON-U10-GREEN",,,"2017-12-01T00:00:00.000"
"9278802",,"090610202228006410007027","64 GALLON RECYCLE","0","RES","N","1337 BURSAL AV","45230","MT. WASHINGTON","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","WED-U3-GREEN","39.07671069","-84.37417409","2018-01-01T00:00:00.000"
"9297573",,,,"0","COMM","N","3478 DURY AV","45229","AVONDALE","B","COMMERCIAL","PUBLIC SERVICE","TUE-U3-GREEN","39.14487955","-84.50520289","2018-01-01T00:00:00.000"
"9275089",,"090910201443009610044092","96 GALLON RECYCLE","1","RES","N","3039 BOUDINOT AV","45211","WESTWOOD","FOUR FAM","RESIDENTIAL","RESIDENTIAL - APARTMENTS 4 UNITS","THU-U4-GREEN","39.13975948","-84.60466408","2018-01-01T00:00:00.000"
"9453585",,"090510104548009610041819","96 GALLON RECYCLE","2","RES","N","742 AVON FIELDS LN","45229","NORTH AVONDALE - PADDOCK HILLS","SINGLE FAM","RESIDENTIAL","RESIDENTIAL - SINGLE FAMILY","TUE-U6-GREEN","39.16293602","-84.48555883","2017-12-01T00:00:00.000"
"9533417",,,,"0","COMM","N","4933 HAMILTON AV","45224","COLLEGE HILL","5+ FAM","COMMERCIAL","APARTMENTS 5+ UNITS","THU-U12-GOLD","39.18159835","-84.54591324","2017-12-01T00:00:00.000"
