"id","name","latitude","longitude","domain","asset_class","nta_code","responsible_agency","operated_by","owner","number","street","city","postcode","borough","bin","bbl","num_floors","connected_to_fiber","wireless_on_roof","fiber_pathways_in_building","landmarked","senior_center_flag","community_cornerstone_center_flag","franchise_agreement","community_board","council_district","census_tract","nta","target_neighborhood_id","target_neighborhood"
"FDNY-100334","Q7963","40.7395438","-73.87791763","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN29","Nyc Fire Department","NYCFDNY","City Owned",,"B'WAY & CORONA AVE","Queens","11373","Queens",,,,,,,,,,,"404","25","47100","Elmhurst","QN-1","Y"
"FDNY-100335","X2209","40.81361574","-73.91571885","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX39","Nyc Fire Department","NYCFDNY","City Owned",,"BROOK AVE & E 147 ST","Bronx","10455","Bronx",,,,,,,,,,,"201","8","4300","Mott Haven-Port Morris","BX-1","Y"
"FDNY-100336","R0680","40.59954224","-74.06192003","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI14","Nyc Fire Department","NYCFDNY","City Owned",,"MC CLEAN AVE & TOMPKINS AVE","Staten Island","10305","Staten Island",,,,,,,,,,,"595","50","1800","Grasmere-Arrochar-Ft. Wadsworth",,"N"
"FDNY-100337","Q4955","40.7317114","-73.81749179","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN37","Nyc Fire Department","NYCFDNY","City Owned",,"JEWEL AVE/VAN ARSDALE AVE & 152 ST","Queens","11367","Queens",,,,,,,,,,,"408","24","77906","Kew Gardens Hills","QN-2","Y"
"FDNY-100338","Q7774","40.75797628","-73.88296375","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN28","Nyc Fire Department","NYCFDNY","City Owned",,"32 AVE & 85 ST","Queens","11370","Queens",,,,,,,,,,,"403","25","33700","Jackson Heights","QN-1","Y"
"FDNY-100339","B0945","40.68023966","-73.94674916","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK61","Nyc Fire Department","NYCFDNY","City Owned",,"NEW YORK AVE & FULTON ST","Brooklyn","11216","Brooklyn",,,,,,,,,,,"303","36","24700","Crown Heights North",,"N"
"FDNY-100340","Q8902","40.67068828","-73.79917995","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN76","Nyc Fire Department","NYCFDNY","City Owned",,"131 AVE & 140 ST","Queens","11436","Queens",,,,,,,,,,,"412","28","79200","Baisley Park","QN-2","Y"
"FDNY-100341","M0903","40.7560589","-73.9616223","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN19","Nyc Fire Department","NYCFDNY","City Owned",,"SUTTON PL S & E 55 ST","Manhattan","10022","Manhattan",,,,,,,,,,,"106","4","10601","Turtle Bay-East Midtown",,"N"
"FDNY-100342","R2961","40.57696052","-74.16441336","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI24","Nyc Fire Department","NYCFDNY","City Owned",,"PLATINUM AVE & MARSH AVE/RVFD","Staten Island","10314","Staten Island",,,,,,,,,,,"502","51","27702","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"FDNY-100343","R4478","40.52747464","-74.18024803","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI01","Nyc Fire Department","NYCFDNY","City Owned",,"JANSEN ST & JANSEN CT","Staten Island","10312","Staten Island",,,,,,,,,,,"503","51","17600","Annadale-Huguenot-Prince's Bay-Eltingville",,"N"
"FDNY-100344","B0721","40.7045257","-73.92839567","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK77","Nyc Fire Department","NYCFDNY","City Owned",,"KNICKERBOCKER AVE & GEORGE ST","Brooklyn","11237","Brooklyn",,,,,,,,,,,"304","34","42700","Bushwick North","BK-1","Y"
"FDNY-100345","R2972","40.57793668","-74.15734194","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI24","Nyc Fire Department","NYCFDNY","City Owned",,"FOREST HILL RD & STONE LA/RVFD","Staten Island","10314","Staten Island",,,,,,,,,,,"502","51","27702","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"FDNY-100346","Q2009","40.67215126","-73.84317936","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN56","Nyc Fire Department","NYCFDNY","City Owned",,"PITKIN AVE & CROSS BAY BLVD","Queens","11417","Queens",,,,,,,,,,,"410","32","8800","Ozone Park","QN-2","Y"
"FDNY-100347","Q5287","40.7181386","-73.75725672","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN07","Nyc Fire Department","NYCFDNY","City Owned",,"90 AVE & FRANCIS LEWIS BLVD","Queens","11423","Queens",,,,,,,,,,,"412","23","48400","Hollis","QN-2","Y"
"FDNY-100348","X3849","40.8949221","-73.85313545","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX62","Nyc Fire Department","NYCFDNY","City Owned",,"BRONXWOOD AVE & PITMAN AVE","Bronx","10466","Bronx",,,,,,,,,,,"212","12","43600","Woodlawn-Wakefield","BX-2","Y"
"FDNY-100349","R4451","40.52809798","-74.17769592","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI01","Nyc Fire Department","NYCFDNY","City Owned",,"BERTRAM AVE & WENDY DR","Staten Island","10312","Staten Island",,,,,,,,,,,"503","51","17600","Annadale-Huguenot-Prince's Bay-Eltingville",,"N"
"FDNY-100350","Q1094","40.60533444","-73.75527385","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN15","Nyc Fire Department","NYCFDNY","City Owned",,"MOTT AVE & BEACH CHANNEL DR","Queens","11691","Queens",,,,,,,,,,,"414","31","103201","Far Rockaway-Bayswater","QN-3","Y"
"FDNY-100351","X3634","40.87836638","-73.85892378","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX44","Nyc Fire Department","NYCFDNY","City Owned",,"BRONXWOOD AVE & E 214 ST","Bronx","10469","Bronx",,,,,,,,,,,"212","12","38200","Williamsbridge-Olinville","BX-2","Y"
"FDNY-100352","Q5707","40.69288885","-73.75375229","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN08","Nyc Fire Department","NYCFDNY","City Owned",,"118 AVE & 198 ST","Queens","11412","Queens",,,,,,,,,,,"412","27","37600","St. Albans","QN-2","Y"
"FDNY-100353","Q6234","40.78379738","-73.81868716","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN49","Nyc Fire Department","NYCFDNY","City Owned",,"17 RD & 147 ST","Queens","11357","Queens",,,,,,,,,,,"407","19","103900","Whitestone",,"N"
"FDNY-100354","B0832","40.68607207","-73.91604599","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK78","Nyc Fire Department","NYCFDNY","City Owned",,"BROADWAY OPP WEIRFIELD ST","Brooklyn","11233","Brooklyn",,,,,,,,,,,"304","37","40100","Bushwick South","BK-1","Y"
"FDNY-100355","Q1373","40.5791989999999","-73.83181951","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN10","Nyc Fire Department","NYCFDNY","City Owned",,"OCEAN PROMENADE & BEACH 111 ST","Queens","11694","Queens",,,,,,,,,,,"414","32","93800","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"FDNY-100356","Q8638","40.6867468","-73.78137106","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN76","Nyc Fire Department","NYCFDNY","City Owned",,"116 AVE & 166 ST","Queens","11434","Queens",,,,,,,,,,,"412","27","27800","Baisley Park","QN-2","Y"
"FDNY-100357","B2092","40.65626087","-73.89108235","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK82","Nyc Fire Department","NYCFDNY","City Owned",,"STANLEY AVE & GEORGIA AVE","Brooklyn","11207","Brooklyn",,,,,,,,,,,"305","42","110400","East New York","BK-1","Y"
"FDNY-100358","Q9353","40.75753552","-73.86656998","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN26","Nyc Fire Department","NYCFDNY","City Owned",,"NORTHERN BLVD & 102 ST","Queens","11368","Queens",,,,,,,,,,,"403","21","37700","North Corona","QN-1","Y"
"FDNY-100359","Q8824","40.69288735","-73.80159325","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN01","Nyc Fire Department","NYCFDNY","City Owned",,"SHORE AVE & WALTHAM ST","Queens","11435","Queens",,,,,,,,,,,"412","28","19800","South Jamaica","QN-2","Y"
"FDNY-100360","Q6382","40.77013671","-73.74451618","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN45","Nyc Fire Department","NYCFDNY","City Owned",,"DEPEW AVE & STUART LA VIA 240 ST","Queens","11363","Queens",,,,,,,,,,,"411","19","147900","Douglas Manor-Douglaston-Little Neck",,"N"
"FDNY-100361","Q4644","40.74807064","-73.86332594","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN26","Nyc Fire Department","NYCFDNY","City Owned",,"102 ST & NATIONAL ST","Queens","11368","Queens",,,,,,,,,,,"404","21","40700","North Corona","QN-1","Y"
"FDNY-100362","Q9648","40.6951482","-73.83139075","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN54","Nyc Fire Department","NYCFDNY","City Owned",,"91 AVE & 116 ST","Queens","11418","Queens",,,,,,,,,,,"409","29","12200","Richmond Hill","QN-2","Y"
"FDNY-100363","R2756","40.58904175","-74.15207346","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI24","Nyc Fire Department","NYCFDNY","City Owned",,"KELLY BLVD & BRAISTED AVE","Staten Island","10314","Staten Island",,,,,,,,,,,"502","50","27705","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"FDNY-100364","B1548","40.65483921","-73.95969666","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK42","Nyc Fire Department","NYCFDNY","City Owned",,"WOODRUFF AVE & FLATBUSH AVE","Brooklyn","11226","Brooklyn",,,,,,,,,,,"314","40","50803","Flatbush","BK-1","Y"
"FDNY-100365","R8708","40.6158425","-74.1784615","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI05","Nyc Fire Department","NYCFDNY","City Owned",,"W SHORE XWAY S/B 1200' N BLOOMFIELD AVE","Staten Island","10314","Staten Island",,,,,,,,,,,"502","50","29102","New Springville-Bloomfield-Travis",,"N"
"FDNY-100366","X3955","40.91123941","-73.90008624","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX22","Nyc Fire Department","NYCFDNY","City Owned",,"TYNDALL AVE & W 262 ST","Bronx","10471","Bronx",,,,,,,,,,,"208","11","33700","North Riverdale-Fieldston-Riverdale","BX-3","Y"
"FDNY-100367","Q5254","40.71426199","-73.77712347","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN61","Nyc Fire Department","NYCFDNY","City Owned",,"HILLSIDE AVE & 184 PL","Queens","11423","Queens",,,,,,,,,,,"412","27","47000","Jamaica","QN-2","Y"
"FDNY-100368","Q9549","40.71551858","-73.85303351","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN17","Nyc Fire Department","NYCFDNY","City Owned",,"69 AVE & JUNO ST","Queens","11375","Queens",,,,,,,,,,,"406","29","72900","Forest Hills",,"N"
"FDNY-100369","B2323","40.64824326","-73.92899371","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK96","Nyc Fire Department","NYCFDNY","City Owned",,"TILDEN AVE & E 51 ST","Brooklyn","11203","Brooklyn",,,,,,,,,,,"317","45","86200","Rugby-Remsen Village","BK-1","Y"
"FDNY-100370","X3697","40.88830337","-73.8568079","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX44","Nyc Fire Department","NYCFDNY","City Owned",,"BARNES AVE & E 227 ST","Bronx","10466","Bronx",,,,,,,,,,,"212","12","40600","Williamsbridge-Olinville","BX-2","Y"
"FDNY-100371","Q4108","40.70811527","-73.90821718","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN20","Nyc Fire Department","NYCFDNY","City Owned",,"FAIRVIEW AVE & BLEECKER ST","Queens","11385","Queens",,,,,,,,,,,"405","30","59100","Ridgewood",,"N"
"FDNY-100372","R2419","40.56901683","-74.12897443","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI25","Nyc Fire Department","NYCFDNY","City Owned",,"BARBARA ST 150' W OF E BROADWAY/RVFD","Staten Island","10306","Staten Island",,,,,,,,,,,"503","50","13800","Oakwood-Oakwood Beach",,"N"
"FDNY-100373","B2316","40.65058727","-73.9225184","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK96","Nyc Fire Department","NYCFDNY","City Owned",,"SNYDER AVE & E 58 ST","Brooklyn","11203","Brooklyn",,,,,,,,,,,"317","45","93600","Rugby-Remsen Village","BK-1","Y"
"FDNY-100374","X4350","40.85918079","-73.83905872","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX31","Nyc Fire Department","NYCFDNY","City Owned",,"ASTOR AVE & KINGSLAND AVE","Bronx","10469","Bronx",,,,,,,,,,,"211","13","31000","Allerton-Pelham Gardens",,"N"
"FDNY-100375","Q1780","40.66731213","-73.85451984","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN57","Nyc Fire Department","NYCFDNY","City Owned",,"151 AVE & 80 ST","Queens","11414","Queens",,,,,,,,,,,"410","32","6202","Lindenwood-Howard Beach","QN-2","Y"
"FDNY-100376","Q2280","40.69675612","-73.80174929","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN61","Nyc Fire Department","NYCFDNY","City Owned",,"150 ST BTW 105 AVE & 106 AVES","Queens","11433","Queens",,,,,,,,,,,"412","28","20400","Jamaica","QN-2","Y"
"FDNY-100377","Q5087","40.68889077","-73.76295164","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN08","Nyc Fire Department","NYCFDNY","City Owned",,"118 RD & RIVERTON ST","Queens","11412","Queens",,,,,,,,,,,"412","27","36600","St. Albans","QN-2","Y"
"FDNY-100378","B0131","40.71680535","-73.95458645","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK73","Nyc Fire Department","NYCFDNY","City Owned",,"ROEBLING ST & N 8 ST","Brooklyn","11211","Brooklyn",,,,,,,,,,,"301","33","51900","North Side-South Side",,"N"
"FDNY-100379","Q7313","40.74649713","-73.93226763","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN31","Nyc Fire Department","NYCFDNY","City Owned",,"SKILLMAN AVE & 32 PL","Queens","11101","Queens",,,,,,,,,,,"402","26","17100","Hunters Point-Sunnyside-West Maspeth",,"N"
"FDNY-100380","Q7086","40.73456081","-73.89323494","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN30","Nyc Fire Department","NYCFDNY","City Owned",,"CALAMUS AVE & 71 ST","Queens","11377","Queens",,,,,,,,,,,"405","30","49301","Maspeth",,"N"
"FDNY-100381","X3944","40.90750665","-73.89654653","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX99","Nyc Fire Department","NYCFDNY","City Owned",,"BROADWAY & W 260 ST","Bronx","10471","Bronx",,,,,,,,,,,"226","11","43500","park-cemetery-etc-Bronx","BX-1","Y"
"FDNY-100382","B1805","40.67399166","-73.8817086","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK82","Nyc Fire Department","NYCFDNY","City Owned",,"PITKIN AVE & ESSEX ST","Brooklyn","11208","Brooklyn",,,,,,,,,,,"305","37","116600","East New York","BK-1","Y"
"FDNY-100383","X2248","40.81928533","-73.92402557","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX34","Nyc Fire Department","NYCFDNY","City Owned",,"PARK AVE & E 151 ST","Bronx","10451","Bronx",,,,,,,,,,,"201","17","6500","Melrose South-Mott Haven North","BX-1","Y"
"FDNY-100384","X3620","40.87390396","-73.85551758","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX44","Nyc Fire Department","NYCFDNY","City Owned",,"LACONIA AVE & E GUN HILL RD","Bronx","10469","Bronx",,,,,,,,,,,"212","12","36800","Williamsbridge-Olinville","BX-2","Y"
"FDNY-100385","B2857","40.61880002","-73.98348873","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK88","Nyc Fire Department","NYCFDNY","City Owned",,"20 AVE & 61 ST","Brooklyn","11204","Brooklyn",,,,,,,,,,,"311","47","24600","Borough Park",,"N"
"FDNY-100386","R1228","40.59150499","-74.07417732","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI36","Nyc Fire Department","NYCFDNY","City Owned",,"KENSINGTON AVE & OLYMPIA BLVD","Staten Island","10305","Staten Island",,,,,,,,,,,"502","50","7000","Old Town-Dongan Hills-South Beach",,"N"
"FDNY-100387","Q6599","40.71016607","-73.81882295","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN35","Nyc Fire Department","NYCFDNY","City Owned",,"E/S MAIN ST & MANTON ST","Queens","11435","Queens",,,,,,,,,,,"408","24","22002","Briarwood-Jamaica Hills","QN-2","Y"
"FDNY-100388","X2425","40.81281889","-73.89197703","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX27","Nyc Fire Department","NYCFDNY","City Owned",,"WORTHEN ST & TRUXTON ST","Bronx","10474","Bronx",,,,,,,,,,,"202","17","9300","Hunts Point","BX-1","Y"
"FDNY-100389","B1811","40.68492968","-73.88205691","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK83","Nyc Fire Department","NYCFDNY","City Owned",,"ETNA ST & HIGHLAND PL","Brooklyn","11208","Brooklyn",,,,,,,,,,,"305","37","117400","Cypress Hills-City Line","BK-1","Y"
"FDNY-100390","Q1408","40.57942111","-73.85099296","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN10","Nyc Fire Department","NYCFDNY","City Owned",,"CRONSTON AVE & BEACH 130 ST","Queens","11694","Queens",,,,,,,,,,,"414","32","92800","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"FDNY-100391","Q7440","40.76423995","-73.93700479","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN68","Nyc Fire Department","NYCFDNY","City Owned",,"34 AVE & 12 ST","Queens","11106","Queens",,,,,,,,,,,"401","26","8500","Queensbridge-Ravenswood-Long Island City","QN-1","Y"
"FDNY-100392","X4076","40.80916394","-73.80186006","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX52","Nyc Fire Department","NYCFDNY","City Owned",,"PENNYFIELD AVE TRAFFIC CIR FT SCHUYLER","Bronx","10465","Bronx",,,,,,,,,,,"210","13","11800","Schuylerville-Throgs Neck-Edgewater Park",,"N"
"FDNY-100393","B1317","40.6770784","-73.98630927","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK37","Nyc Fire Department","NYCFDNY","City Owned",,"3 AVE & CARROLL ST","Brooklyn","11215","Brooklyn",,,,,,,,,,,"306","39","11900","Park Slope-Gowanus",,"N"
"FDNY-100394","M0261","40.71858343","-73.99174683","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN27","Nyc Fire Department","NYCFDNY","City Owned",,"ELDRIDGE ST & BROOME ST","Manhattan","10002","Manhattan",,,,,,,,,,,"103","1","1800","Chinatown","MN-1","Y"
"FDNY-100395","Q9814","40.70436223","-73.81105396","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN61","Nyc Fire Department","NYCFDNY","City Owned",,"88 AVE & 145 ST","Queens","11435","Queens",,,,,,,,,,,"412","24","23800","Jamaica","QN-2","Y"
"FDNY-100396","Q9279","40.73983722","-73.8671467","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN29","Nyc Fire Department","NYCFDNY","City Owned",,"JUNCTION BLVD & CHRISTIE AVE","Queens","11373","Queens",,,,,,,,,,,"404","25","45900","Elmhurst","QN-1","Y"
"FDNY-100397","X3751","40.8860047999999","-73.91184837","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX29","Nyc Fire Department","NYCFDNY","City Owned",,"ARLINGTON AVE & W 235 ST","Bronx","10463","Bronx",,,,,,,,,,,"208","11","29700","Spuyten Duyvil-Kingsbridge","BX-3","Y"
"FDNY-100398","B1950","40.68241259","-73.8690191","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK83","Nyc Fire Department","NYCFDNY","City Owned",,"ATLANTIC AVE & LINCOLN AVE","Brooklyn","11208","Brooklyn",,,,,,,,,,,"305","37","118600","Cypress Hills-City Line","BK-1","Y"
"FDNY-100399","B0630","40.6915447999999","-73.96849273","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK69","Nyc Fire Department","NYCFDNY","City Owned",,"WILLOUGHBY AVE & CLINTON AVE","Brooklyn","11205","Brooklyn",,,,,,,,,,,"302","35","19500","Clinton Hill","BK-1","Y"
"FDNY-100400","M1479","40.80437468","-73.93741853","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN34","Nyc Fire Department","NYCFDNY","City Owned",,"LEXINGTON AV & E 125 ST\KING BLVD","Manhattan","10035","Manhattan",,,,,,,,,,,"111","9","19600","East Harlem North","MN-2","Y"
"FDNY-100401","B0464","40.69939442","-73.99207483","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK09","Nyc Fire Department","NYCFDNY","City Owned",,"HENRY ST & CRANBERRY ST","Brooklyn","11201","Brooklyn",,,,,,,,,,,"302","33","100","Brooklyn Heights-Cobble Hill",,"N"
"FDNY-100402","Q5536","40.72680968","-73.75003446","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN34","Nyc Fire Department","NYCFDNY","City Owned",,"HILLSIDE AVE & 215 ST","Queens","11427","Queens",,,,,,,,,,,"413","23","55200","Queens Village","QN-2","Y"
"FDNY-100403","R1749","40.60738777","-74.13896698","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI05","Nyc Fire Department","NYCFDNY","City Owned",,"ARDMORE AVE & SOUTH GANNON AVE","Staten Island","10314","Staten Island",,,,,,,,,,,"502","50","18902","New Springville-Bloomfield-Travis",,"N"
"FDNY-100404","B2795","40.62348994","-74.00052988","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK30","Nyc Fire Department","NYCFDNY","City Owned",,"14 AVE & 67 ST","Brooklyn","11219","Brooklyn",,,,,,,,,,,"310","43","19600","Dyker Heights",,"N"
"FDNY-100405","B3067","40.62797112","-73.95805293","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK42","Nyc Fire Department","NYCFDNY","City Owned",,"AVENUE I & E 19 ST","Brooklyn","11230","Brooklyn",,,,,,,,,,,"314","45","76400","Flatbush","BK-1","Y"
"FDNY-100406","R3038","40.5579604","-74.12395112","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI25","Nyc Fire Department","NYCFDNY","City Owned",,"PENDALE ST & MONTREAL AVE","Staten Island","10306","Staten Island",,,,,,,,,,,"503","50","12805","Oakwood-Oakwood Beach",,"N"
"FDNY-100407","B2153","40.64618202","-73.90069188","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK50","Nyc Fire Department","NYCFDNY","City Owned",,"GLENWOOD RD & E 99 ST","Brooklyn","11236","Brooklyn",,,,,,,,,,,"318","42","97400","Canarsie","BK-1","Y"
"FDNY-100408","M1033","40.76974919","-73.96060181","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN40","Nyc Fire Department","NYCFDNY","City Owned",,"3 AVE & E 72 ST","Manhattan","10021","Manhattan",,,,,,,,,,,"108","4","12800","Upper East Side-Carnegie Hill",,"N"
"FDNY-100409","X3684","40.88829971","-73.86460022","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX44","Nyc Fire Department","NYCFDNY","City Owned",,"BRONX BLVD & E 224 ST","Bronx","10466","Bronx",,,,,,,,,,,"212","12","39400","Williamsbridge-Olinville","BX-2","Y"
"FDNY-100410","B1458","40.64870738","-74.01024814","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK32","Nyc Fire Department","NYCFDNY","City Owned",,"4 AVE & 46 ST","Brooklyn","11220","Brooklyn",,,,,,,,,,,"307","38","8000","Sunset Park West","BK-1","Y"
"FDNY-100411","R3681","40.54916667","-74.16725863","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI54","Nyc Fire Department","NYCFDNY","City Owned",,"RICHMOND AVE & MEMPHIS AVE","Staten Island","10312","Staten Island",,,,,,,,,,,"503","51","14604","Great Kills",,"N"
"FDNY-100412","R2498","40.58054757","-74.11888176","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI24","Nyc Fire Department","NYCFDNY","City Owned",,"BEACON AVE & ALTAMONT ST\RICHMOND VFD","Staten Island","10304","Staten Island",,,,,,,,,,,"502","50","18100","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill",,"N"
"FDNY-100413","Q3819","40.74983909","-73.77465346","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN46","Nyc Fire Department","NYCFDNY","City Owned",,"W SVC RD CLEARVIEW XWAY & 53 AVE","Queens","11364","Queens",,,,,,,,,,,"411","20","145102","Bayside-Bayside Hills",,"N"
"FDNY-100414","B2545","40.63439528","-73.98201469","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BK88","Nyc Fire Department","NYCFDNY","City Owned",,"16 AVE & 43 ST","Brooklyn","11204","Brooklyn",,,,,,,,,,,"312","44","47800","Borough Park",,"N"
"FDNY-100415","Q9568","40.71394171","-73.84871373","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN17","Nyc Fire Department","NYCFDNY","City Owned",,"71 AVE & JUNO ST","Queens","11375","Queens",,,,,,,,,,,"406","29","72900","Forest Hills",,"N"
"FDNY-100416","R2026","40.57306188","-74.08769738","PUBLIC SAFETY","IN-SERVICE ALARM BOX","SI45","Nyc Fire Department","NYCFDNY","City Owned",,"CAPODANNO BLVD & HUNTER AVE","Staten Island","10306","Staten Island",,,,,,,,,,,"595","50","11202","New Dorp-Midland Beach",,"N"
"FDNY-100417","M1358","40.80248744","-73.95677811","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN11","Nyc Fire Department","NYCFDNY","City Owned",,"8 AVE & W 113 ST","Manhattan","10026","Manhattan",,,,,,,,,,,"110","9","21600","Central Harlem South","MN-2","Y"
"FDNY-100418","M0819","40.76098873","-73.99076377","PUBLIC SAFETY","IN-SERVICE ALARM BOX","MN15","Nyc Fire Department","NYCFDNY","City Owned",,"9 AVE & W 46 ST","Manhattan","10036","Manhattan",,,,,,,,,,,"104","3","12100","Clinton",,"N"
"FDNY-100419","Q4800","40.70778137","-73.79340154","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN61","Nyc Fire Department","NYCFDNY","City Owned",,"90 AVE & 168 ST","Queens","11432","Queens",,,,,,,,,,,"412","27","46000","Jamaica","QN-2","Y"
"FDNY-100420","Q1464","40.56212821","-73.90230596","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN10","Nyc Fire Department","NYCFDNY","City Owned",,"ROCKAWAY PT BLVD & BEACH 193 ST","Queens","11697","Queens",,,,,,,,,,,"484","32","91601","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","QN-3","Y"
"FDNY-100421","Q6665","40.7219397","-73.76184886","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN06","Nyc Fire Department","NYCFDNY","City Owned",,"204 ST 600' N OF FOOTHILL AVE","Queens","11423","Queens",,,,,,,,,,,"408","23","47800","Jamaica Estates-Holliswood","QN-2","Y"
"FDNY-100422","Q9688","40.70235748","-73.81874883","PUBLIC SAFETY","IN-SERVICE ALARM BOX","QN54","Nyc Fire Department","NYCFDNY","City Owned",,"JAMAICA AVE & 134 ST","Queens","11418","Queens",,,,,,,,,,,"409","29","14202","Richmond Hill","QN-2","Y"
"FDNY-100423","X3613","40.8753293","-73.86921534","PUBLIC SAFETY","IN-SERVICE ALARM BOX","BX44","Nyc Fire Department","NYCFDNY","City Owned",,"BARKER AVE & MAGENTA ST","Bronx","10467","Bronx",,,,,,,,,,,"212","12","37600","Williamsbridge-Olinville","BX-2","Y"
