"file_number","file_name","location_acres","decision_date","allocation_area","planning_area","location_description","use_type_1","number_of_houses_1","use_type_2","number_of_houses_2","use_type_3","number_of_houses_3","coordinates"
"SDP-06-074","LLOYDE PROPERTY","0.538","2006-04-19T00:00:00.000","Elkridge","Elkridge","E SIDE MEADOWRIDGE RD 800' S OF WESLEY LN","Single Family Detached","1",,,,,"(39.204, -76.7803)"
"SDP-02-055","THE COURTYARDS AT THE TIMBERS","16.375","2002-10-03T00:00:00.000","Senior East","Elkridge","N OF RT 100 BETWEEN MEADOWRIDGE RD & SHADY OAK LN","SFA-Age Restricted","14","APT-Age Restricted","92",,,"(39.2103, -76.7823)"
"SDP-08-109","RIVERWATCH CONDOMINIUMS (RIVERWATCH)-PH 2","4.818","2009-10-22T00:00:00.000","MIHU,Route 1","Elkridge","NE & SW OF FURNACE AVE N OF RAILROAD AVE","APT-MIHU","0","APT","0",,,"(39.2148, -76.7057)"
"SDP-03-017","EMERSON","4.44","2002-11-05T00:00:00.000","Southeast","Southeast","NW OF GERMAN RD WEST OF I-95","Single Family Detached","19",,,,,"(39.1416, -76.8603)"
"SDP-14-023","DAVID N. ELLIOTT II PROPERTY","0.49","2015-02-19T00:00:00.000","Established Communities","Columbia","E SIDE SHAKER DR N OF SENECA DR","Single Family Detached","1",,,,,"(39.1914, -76.8669)"
"SDP-12-073","Cho Property","1.535","2012-11-29T00:00:00.000","Ellicott City","Ellicott City","E SIDE ST. JOHN'S LN OPPOSITE RAMBLEWOOD RD","Single Family Detached","3",,,,,"(39.2896, -76.8302)"
"SDP-09-016","BONNIE BRANCH POINT","1.35","2009-04-29T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF BONNIE BRANCH RD S OF COLLEGE AVE","Single Family Detached","3",,,,,"(39.2455, -76.7769)"
"SDP-17-057","FAIRWAYS AT TURF VALLEY - PHASE 2","10.0797","2017-10-30T00:00:00.000","EC - Growth & Revitalization","Ellicott City","TERMINUS OF RESORT RD","Single Family Attached","33",,,,,"(39.2973, -76.8694)"
"SDP-01-107","GTW'S WAVERLY WOODS","0.149","2001-04-19T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF DORCHESTER WAY S OF DICKENS WAY","Single Family Detached","1",,,,,"(39.3097, -76.8772)"
"SDP-12-062","CLAREMONT OVERLOOK PH 3","3.92","2012-07-10T00:00:00.000","Elkridge","Elkridge","S SIDE LAWYERS HILL RD 800' S OF OLD LAWYERS HILL RD","Single Family Detached","18",,,,,"(39.2166, -76.7156)"
"SDP-04-067","EASTSIDE","0.609","2004-03-02T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF MAXINE ST 500' E OF CENTENNIAL LN","Single Family Detached","1",,,,,"(39.2454, -76.8654)"
"SDP-07-144","NORTH LAUREL PARK","1.01","2008-01-17T00:00:00.000","Southeast","Southeast","N SIDE NORFOLK AVE","Single Family Detached","4",,,,,"(39.1129, -76.8468)"
"SDP-07-068","TALBOTS WOODS I PROPERTY","2.2","2007-11-05T00:00:00.000","Elkridge","Elkridge","N SIDE OF TALBOTS LANDING RD","Single Family Detached","8",,,,,"(39.2283, -76.7732)"
"SDP-11-038","Village of Harpers Choice - Lot 5","1.51","2011-07-28T00:00:00.000","Columbia","Columbia","W SIDE MANORSTONE LN 700' S OF CLARKSVILLE PIKE","Single Family Detached","1",,,,,"(39.2289, -76.9093)"
"SDP-14-063","SHIPLEY'S GRANT - PHASE VII","0.7472","2015-11-06T00:00:00.000","Established Communities","Elkridge","RICHARDS VALLEY RD AT TALBOT DR","Single Family Attached","12","SFA-MIHU","1",,,"(39.2145, -76.8015)"
"SDP-13-037","Swartz Subdivision-Lot 3","0.41","2013-07-29T00:00:00.000","Ellicott City","Ellicott City","E SIDE SUNSET FARM RD","Single Family Detached","1",,,,,"(39.303, -76.8609)"
"SDP-11-024","Gabriel's Courtyard","2.968","2011-09-12T00:00:00.000","Southeast","Southeast","NE SIDE MISSION RD S OF PLEASANT CHASE RD","Single Family Detached","2","Single Family Attached","37",,,"(39.1653, -76.7966)"
"SDP-01-149","TREYBURN","8.034","2001-11-16T00:00:00.000","Ellicott City","Ellicott City","N SIDE OLD FREDERICK RD 1500' E OF OLD MILL RD","Single Family Detached","24",,,,,"(39.3005, -76.8486)"
"SDP-12-021","The Walter Davis Property","0.47","2012-01-11T00:00:00.000","Ellicott City","Ellicott City","INTERSECTION OF OLD COLUMBIA PIKE & HUNT AVE.___","Single Family Detached","1",,,,,"(39.2622, -76.8076)"
"SDP-12-028","Cedar Village","1","2013-01-15T00:00:00.000","Columbia","Columbia","S SIDE CLARKSVILLE PIKE 500' E OF CEDAR LN","Single Family Detached","3",,,,,"(39.2341, -76.8891)"
"SDP-08-101","COLD SPRING","0.827","2008-10-20T00:00:00.000","Southeast","Southeast","SW QUADRANT OF JONES RD & MARY LN","Single Family Detached","5",,,,,"(39.1508, -76.8126)"
"SDP-16-016","BURGESS MILL STATION PH II","3.9472","2017-09-05T00:00:00.000","Established Communities","Ellicott City","SW SIDE COURT HOUSE DR E OF FELS LN","APT-MIHU","6","APT","47",,,"(39.2728, -76.8021)"
"SDP-03-130","SPRING OAKS","6.466","2003-07-02T00:00:00.000","Elkridge","Elkridge","S SIDE OF ILCHESTER RD 400' E OF FONT RD","Single Family Detached","10",,,,,"(39.2272, -76.784)"
"SDP-12-018","HOWARD SQUARE PHASE 3 & 4","4.18","2012-11-02T00:00:00.000","Elkridge","Elkridge","E OF PORT CAPITAL DR, NW OF US RT. 1","APT","299",,,,,"(39.1732, -76.7826)"
"SDP-16-023","HARWOOD PARK","0.28","2016-05-11T00:00:00.000","Established Communities","Elkridge","BEECHFIELD AVE NORTH OF ATHOL AVE","Single Family Detached","4",,,,,"(39.1929, -76.7368)"
"SDP-10-053","Blough Property","0.941","2010-04-14T00:00:00.000","Southeast","Southeast","N SIDE WHISKEY BOTTOM RD W OF PROMISE CT","Single Family Detached","4",,,,,"(39.1269, -76.8502)"
"SDP-15-025","FUHR PROPERTY  (5814 BELLANCA DRIVE)","0.65","2015-02-19T00:00:00.000","Established Communities","Elkridge","BELLANCA DR ACROSS FROM GARDENVIEW DR","Single Family Detached","1",,,,,"(39.2116, -76.7662)"
"SDP-08-002","COYNE PROPERTY","1.094","2008-01-03T00:00:00.000","Elkridge","Elkridge","N SIDE MONTGOMERY RD 400' W OF ROCKBURN DR","Single Family Detached","1",,,,,"(39.2149, -76.7798)"
"SDP-03-081","SUMMER HAVEN","0.23","2003-04-10T00:00:00.000","Elkridge","Elkridge","TERMINUS OF WINTERS LN","Single Family Detached","1",,,,,"(39.198, -76.7253)"
"SDP-09-006","RRIG CORPORATION PROEPRTY","0.46","2009-01-20T00:00:00.000","Ellicott City","Ellicott City","SE SIDE OLD COLUMBIA PIKE OPPOSITE COOKS LN","Single Family Detached","1",,,,,"(39.2592, -76.8143)"
"SDP-06-043","TOWERS PROPERTY","2.75","2006-02-28T00:00:00.000","Columbia","Columbia","N SIDE GUILFORD RD 100' E OF HALL SHOP RD","Single Family Detached","3",,,,,"(39.1884, -76.9215)"
"SDP-12-029","Harwood Park","0.1377","2012-06-22T00:00:00.000","Elkridge","Elkridge","NE SIDE OF EUCLID AVE S OF HIGHLAND AVE","Single Family Detached","2",,,,,"(39.1954, -76.738)"
"SDP-06-114","OAKLAND PLACE  (OAKLAND MILLS PROPERTY)","2.122","2007-10-22T00:00:00.000","Columbia","Columbia","E SIDE OF OAKLAND MILLS RD 200' N OF GUILFORD RD","Single Family Attached","12","SFA-MIHU","2",,,"(39.1647, -76.8296)"
"SDP-05-092","TALBOT'S LAST VIEW","2.77","2006-04-19T00:00:00.000","Elkridge","Elkridge","TERMINUS OF TALBOT'S LANDING","Single Family Detached","4",,,,,"(39.2227, -76.7675)"
"SDP-07-074","SAUTER PROPERTY","1.18","2007-08-08T00:00:00.000","Ellicott City","Ellicott City","SE SIDE OF OLD FREDERICK RD 300' N OF ROLLING RIDGE CT","Single Family Detached","1",,,,,"(39.3063, -76.8027)"
"SDP-04-161","THE WOODS OF TIBER BRANCH","6.5","2004-10-01T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF OLD COLUMBIA PIKE 500' N OF BRITTANY DR","Single Family Detached","29",,,,,"(39.2639, -76.8109)"
"SDP-03-107","CARL A. FISCHER PROPERTY","0.365","2003-06-02T00:00:00.000","Columbia","Columbia","N SIDE OF OLD MONTGOMERY RD 380' E OF MAJORS LN","Single Family Detached","1",,,,,"(39.2017, -76.8229)"
"SDP-14-071","OXFORD SQUARE","5.639","2015-09-24T00:00:00.000","ELK - Growth & Revitalization","Elkridge","S SIDE OF ST MARGARETS BLVD AT COCA COLA DR","Single Family Attached","35","SFA-MIHU","7",,,"(39.1818, -76.7367)"
"SDP-13-060","WORTHINGTON OVERLOOK","0.73","2013-08-06T00:00:00.000","Established Communities","Elkridge","W SIDE MONTGOMERY RD N OF WORTHINGTON WAY","Single Family Detached","1",,,,,"(39.2341, -76.7958)"
"SDP-00-111","WESS HAVEN","0.41","2000-06-01T00:00:00.000","Columbia","Columbia","NW SIDE OWEN BROWN RD 100' SW OF FORTY WINKS WAY","Single Family Detached","1",,,,,"(39.202, -76.851)"
"SDP-05-065","MAPLE LAWN FARMS","1.22","2005-02-04T00:00:00.000","Southeast","Southeast","W SIDE OF LIBERTY ST","Single Family Detached","2",,,,,"(39.1626, -76.907)"
"SDP-04-094","ROBINSON SUBDIVISION","0.794","2004-07-15T00:00:00.000","Columbia","Columbia","TERMINUS OF FOXCROFT WAY","Single Family Detached","1",,,,,"(39.2193, -76.8089)"
"SDP-10-023","Emerson, Section Two, Phases 3 & 5B","6.319","2010-04-06T00:00:00.000","Southeast","Southeast","W SIDE PALACE HALL DR","Single Family Attached","86",,,,,"(39.1378, -76.8574)"
"SDP-08-096","VILLAGES AT TURF VALLEY","2.01","2013-03-28T00:00:00.000","Ellicott City","Ellicott City","NW OF TURF VALLEY RD & S OF I-70","APT","1",,,,,"(39.3043, -76.8816)"
"SDP-10-068","OAK GLEN","2.34","2010-06-01T00:00:00.000","Ellicott City","Ellicott City","N SIDE ROGERS AVE E OF OLD FREDERICK RD","Single Family Detached","4",,,,,"(39.2988, -76.812)"
"SDP-07-116","PROPERTY OF ROBERT D. WEAVER","0.58","2007-09-25T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF FREDERICK RD E OF OAKLEA CT","Single Family Detached","1",,,,,"(39.2769, -76.8553)"
"SDP-14-029","BLUE STREAM TOWNS - SECTION 2","7.6361","2015-06-02T00:00:00.000","ELK - Growth & Revitalization","Elkridge","TERMINUS OF BLUE STREAM DR","Single Family Attached","86","SFA-MIHU","19",,,"(39.1823, -76.7736)"
"SDP-01-135","ZANTI PROPERTY","2.71","2001-12-14T00:00:00.000","Ellicott City","Ellicott City","NE SIDE OF MONTGOMERY RD 300' E OF STONE HILL DR","Single Family Detached","7",,,,,"(39.2307, -76.7893)"
"SDP-05-149","METZLERS GARDEN","4.08","2005-09-15T00:00:00.000","Columbia","Columbia","N SIDE OF OWEN BROWN RD 350' W OF MARTIN RD","Single Family Detached","11",,,,,"(39.2021, -76.8703)"
"SDP-02-060","EMERSON (Formerly R-ED West)","2.14","2002-03-08T00:00:00.000","Southeast","Southeast","NW OF I-95 & GORMAN ROAD","Single Family Detached","8",,,,,"(39.1414, -76.8509)"
"SDP-04-151","GILBERT SUBDIVISION","0.555","2004-09-13T00:00:00.000","Southeast","Southeast","W SIDE OLD SCAGGSVILLE RD 900' N OF STANSFIELD RD","Single Family Detached","2",,,,,"(39.1229, -76.8648)"
"SDP-02-041","EMERSON (Formerly R-ED West)","0.911","2002-02-04T00:00:00.000","Southeast","Southeast","NW OF I-95 & GORMAN ROAD","Single Family Detached","4",,,,,"(39.1414, -76.8509)"
"SDP-00-087","VILLAGE OF RIVER HILL","0.19","2000-04-17T00:00:00.000","Columbia","Columbia","N OF SUMMER SKY PATH 300' E OF INDIAN SUMMER DR","Single Family Detached","1",,,,,"(39.2132, -76.9282)"
"SDP-11-010","RIVERSIDE OVERLOOK","0.85","2010-12-23T00:00:00.000","Southeast","Southeast","SOUTH OF LONGVIEW ROAD, WEST OF ROUTE 29","Single Family Detached","4",,,,,"(39.1719, -76.8836)"
"SDP-03-114","VELI DEMIREL PROPERTY  (HIGH POINT)","0.6","2003-08-28T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF HIGH POINT RD 300' N OF ST. JOHNS LN","Single Family Detached","1",,,,,"(39.2572, -76.8228)"
"SDP-03-072","STONE MANOR","0.66","2003-02-26T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF ROBERTS RD","Single Family Detached","2",,,,,"(39.2523, -76.8008)"
"SDP-03-080","TOWN CENTER","9.06","2003-10-16T00:00:00.000","Columbia","Columbia","S SIDE OF GOV. WARFIELD PKY OPPOSITE WINDSTREAM DR","APT-Age Restricted","156",,,,,"(39.2191, -76.8624)"
"SDP-05-035","DORTCH PROPERTY","1.75","2005-03-28T00:00:00.000","Southeast","Southeast","S SIDE OF HARDING RD 800' E OF OLD COLUMBIA PIKE","Single Family Detached","4",,,,,"(39.1329, -76.9075)"
"SDP-01-079","ROCKBURN VIEW","9.435","2001-06-01T00:00:00.000","Elkridge","Elkridge","S SIDE MONTGOMERY RD 1200' W OF BELLANCA DR","Single Family Detached","25",,,,,"(39.2124, -76.773)"
"SDP-04-036","STEVEN CURRAN PROPERTY","1.66","2004-05-28T00:00:00.000","Elkridge","Elkridge","N SIDE MONTGOMERY RD 1000' W OF PARKVIEW CT","Single Family Detached","4",,,,,"(39.2144, -76.7658)"
"SDP-02-108","THE WOODS AT PATAPSCO RIM","2.26","2002-07-23T00:00:00.000","Ellicott City","Ellicott City","SE SIDE OLD FREDERICK RD 700' N ROLLING RIDGE CT","Single Family Detached","1",,,,,"(39.3065, -76.8019)"
"SDP-05-020","EMERSON","1.658","2004-11-12T00:00:00.000","Southeast","Southeast","W SIDE STEPHENS RD S OF GORMAN RD","Single Family Detached","9",,,,,"(39.1337, -76.8483)"
"SDP-02-026","VILLAGE OF RIVER HILL","6","2002-03-27T00:00:00.000","Columbia","Columbia","NORTH SIDE OF GREAT STAR DR OPPOSITE GENTLE CALL","APT","106",,,,,"(39.2094, -76.9352)"
"SDP-03-075","S.E.A. LECT SITE","0.652","2003-03-14T00:00:00.000","Southeast","Southeast","EAST SIDE OF STANSFIELD RD 150' S OF HARDING RD","Single Family Detached","1",,,,,"(39.1338, -76.8805)"
"SDP-12-003","Cedar Acres, Lot 22","0.68","2011-10-11T00:00:00.000","Columbia","Columbia","S SIDE HILLTOP LN OPPOSITE GREEN VIEW WAY","Single Family Detached","1",,,,,"(39.2008, -76.8881)"
"SDP-12-050","MAPLE LAWN FARMS","6.5","2012-08-23T00:00:00.000","Southeast","Southeast","WEST SIDE OF US29 BETWEEN JOHNS HOPKINS ROAD & MD 216","Single Family Detached","38",,,,,"(39.1589, -76.9081)"
"SDP-00-080","HOLLIFIELD ESTATES","9.36","2001-01-26T00:00:00.000","Ellicott City","Ellicott City","N SIDE OLD FREDERICK RD 1800' E OF ROLLING RIDGE","Single Family Detached","39",,,,,"(39.3114, -76.7983)"
"SDP-03-170","EDITH M. RALSTON PROPERTY","0.557","2004-01-16T00:00:00.000","Columbia","Columbia","N SIDE HYLA BROOK RD 200' W OF THE MENDING WALL","Single Family Detached","1",,,,,"(39.2251, -76.8607)"
"SDP-11-001","EAST POINT, PHASE 2","1.98","2010-11-04T00:00:00.000","Elkridge","Elkridge","W SIDE OF HANOVER RD 50' S OF FLOREY RD__","Single Family Detached","9",,,,,"(39.1999, -76.724)"
"SDP-00-049","DONOHUE PROPERTY","1.34","2000-01-25T00:00:00.000","Ellicott City","Ellicott City","S SIDE OF RT 99 OPPOSITE OF BRACKEN DRIVE","Single Family Detached","3",,,,,"(39.3011, -76.8629)"
"SDP-17-012","KINDLER OVERLOOK III","5.18","2017-02-24T00:00:00.000","Established Communities","Southeast","E. SIDE OF US 29","Single Family Detached","8",,,,,"(39.1642, -76.8846)"
"SDP-16-054","WEST END VILLAGE","10.49","2016-10-03T00:00:00.000","EC - Growth & Revitalization","Ellicott City","W SIDE OF LAGO RD OPPOSITE FAIRMONT AVE","Single Family Detached","36",,,,,"(39.3016, -76.8943)"
"SDP-04-152","ELKRIDGE TOWN CENTER - PH 1","14.57","2007-02-20T00:00:00.000","Elkridge","Elkridge","S SIDE GREENFIELD RD AT WASHINGTON BLVD","APT-MIHU","0","APT","0",,,"(39.2041, -76.7325)"
"SDP-14-057","CEDARVIEW","2.78","2014-05-16T00:00:00.000","Established Communities","Columbia","E SIDE CEDAR LN N OF CORINA CT","Single Family Detached","1",,,,,"(39.1922, -76.8893)"
"SDP-04-091","THE BLUFFS AT WHITETAIL WOODS I","0.65","2004-06-03T00:00:00.000","Elkridge","Elkridge","S SIDE OF FLOREY RD OPPOSITE SECOND AVE","Single Family Detached","1",,,,,"(39.1993, -76.7205)"
"SDP-06-005","REX'S ACRES","7.276","2007-06-18T00:00:00.000","Ellicott City,Senior East","Ellicott City","N SIDE MONTGOMERY RD 800' SE OF OLD COLUMBIA PIKE","APT-Age Restricted-MIHU","14","APT-Age Restricted","121",,,"(39.2552, -76.8177)"
"SDP-10-001","Village Towns Phase 3B - Area 1","1.33","2010-02-09T00:00:00.000","MIHU","Elkridge","TERMINUS OF PORT CAPITAL DR","Single Family Attached","15","SFA-MIHU","5",,,"(39.1787, -76.7859)"
"SDP-11-026","Harwood Park","0.32","2011-11-02T00:00:00.000","Elkridge","Elkridge","LOUDON AVE 200' NW OF HIGHLAND AVE","Single Family Detached","1",,,,,"(39.1968, -76.7375)"
"SDP-15-029","MORRIS PLACE","8.424","2016-01-19T00:00:00.000","ELK - Growth & Revitalization","Elkridge","WEST SIDE OF US RT 1 SOUTH SIDE OF CEMETERY LN","Single Family Attached","29","SFA-MIHU","5",,,"(39.1809, -76.7719)"
"SDP-09-030","TALBOTS WOODS II","0.406","2009-05-13T00:00:00.000","Elkridge","Elkridge","N SIDE OF TALBOT'S LANDING RD","Single Family Detached","1",,,,,"(39.2269, -76.7713)"
"SDP-13-044","Micah Hart Property","0.4596","2013-10-09T00:00:00.000","Ellicott City","Ellicott City","S SIDE VALLEY LN AT RT 40","Single Family Detached","1",,,,,"(39.2924, -76.7925)"
"SDP-06-158","HAMMONDS PROMISE OVERLOOK","3.527","2009-11-03T00:00:00.000","Southeast","Southeast","E SIDE STEPHENS RD OPPOSITE BOUNDLESS SHADE TERR","Single Family Attached","15",,,,,"(39.1288, -76.8444)"
"SDP-06-011","ERNEST SOUDER, JR. RESIDENCE","0.772","2005-12-09T00:00:00.000","Southeast","Southeast","E SIDE LEISHEAR RD 450' N OF SKAGGSVILLE RD","Single Family Detached","1",,,,,"(39.1373, -76.8775)"
"SDP-06-016","FEDERLINE PROPERTY","1.48","2006-09-19T00:00:00.000","Ellicott City","Ellicott City","SOUTH OF RT 40, ABOUT 425' EAST OF GOVERNORS RUN","Single Family Attached","14","SFA-MIHU-Offsite","2",,,"(39.2893, -76.7968)"
"SDP-09-034","AMBER MEADOW","11.47","2009-04-22T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF NEW CUT RD 1000' N OF MONTGOMERY RD","Single Family Detached","23",,,,,"(39.2418, -76.7988)"
"SDP-12-023","Koerber Property","1.57","2012-05-15T00:00:00.000","Ellicott City","Ellicott City","W SIDE CHATHAM RD 850' N OF WAYCROSS RD","Single Family Detached","3",,,,,"(39.2678, -76.8338)"
"SDP-04-069","SNOWDEN RIVER BUSINESS PARK","10.293","2004-10-19T00:00:00.000","Columbia","Columbia","TERMINUS OF DRIED EARTH BLVD","SFA-Age Restricted","76",,,,,"(39.1913, -76.8083)"
"SDP-16-017","HOWARD SQUARE","5.46","2017-06-08T00:00:00.000","ELK - Growth & Revitalization","Elkridge","PORT CAPITAL DR AT WASHINGTON BLVD","APT-MIHU","78","APT","266",,,"(39.1741, -76.7803)"
"SDP-13-053","Wecker Property","0.97","2014-09-09T00:00:00.000","Established Communities","Elkridge","E SIDE HANOVER RD S OF SKIPTON DR","Single Family Detached","3",,,,,"(39.1937, -76.7236)"
"SDP-14-012","SHADY LANE CROSSING","8.9021","2014-03-28T00:00:00.000","Elkridge","Elkridge","WEST SIDE HANOVER RD OPPOSITE SHADY LN","Single Family Detached","20",,,,,"(39.2008, -76.7237)"
"SDP-04-093","PUSATERI PROPERTY","0.464","2004-06-29T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF MULLINEAUX LN 1000' NE OF BOONES LN","Single Family Detached","1",,,,,"(39.2873, -76.8656)"
"SDP-05-096","HILLTOP ESTATES","2.049","2005-06-21T00:00:00.000","Southeast","Southeast","W SIDE OF SCAGGSVILLE RD N OF HIGH RIDGE RD","Single Family Detached","5",,,,,"(39.1195, -76.8659)"
"SDP-16-022","TEMORA LOT 6","0.32","2016-12-06T00:00:00.000","Established Communities","Ellicott City","S SIDE COLUMBIA RD AT NORTHFIELDD RD","Single Family Detached","1",,,,,"(39.2554, -76.825)"
"SDP-15-048","MAPLE LAWN FARMS","2.09","2015-07-21T00:00:00.000","SE - Growth & Revitalization","Southeast","NORTH OF IAGER BLVD EAST OF FEDERAL ST","Single Family Detached","18",,,,,"(39.1604, -76.916)"
"SDP-03-151","JAMES & AUDREY KING PROPERTY","0.34","2003-07-24T00:00:00.000","Columbia","Columbia","E SIDE FREETOWN RD 400' N OF FAIR OAKS","Single Family Detached","1",,,,,"(39.1907, -76.88)"
"SDP-08-088","KLAMUT PROPERTY","0.458","2008-07-01T00:00:00.000","Elkridge","Elkridge","W SIDE ILCHESTER RD 400' S OF ELLIS LN","Single Family Detached","1",,,,,"(39.233, -76.774)"
"SDP-13-009","Randall Property","1.236","2013-01-24T00:00:00.000","Ellicott City","Ellicott City","ST JOHNS LN 250' W OF COUNTRY LN","Single Family Detached","2",,,,,"(39.2935, -76.84)"
"SDP-04-037","ZINKEWYCH PROPERTY","0.492","2004-03-09T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF ST. JOHN'S LN OPPOSITE MISTY WOOD LN","Single Family Detached","1",,,,,"(39.2883, -76.8294)"
"SDP-06-030","HEARTHSTONE OF ELLICOTT MILLS II - PH. 1","20.26","2007-05-25T00:00:00.000",,"Ellicott City","TERMINUS OF GROVE ANGLE RD","SFA-Age Restricted-MIHU-Offsite","2","SFA-Age Restricted","13",,,"(39.235, -76.803)"
"SDP-07-038","ELLICOTT GARDENS - PH. 2","3.389","2008-04-24T00:00:00.000","MIHU","Elkridge","WATERLOO ROAD OPPOSITE BARRINGTON CT","APT-MIHU","0",,,,,"(39.2208, -76.8064)"
"SDP-02-057","PATAPSCO PARK ESTATES","1.44","2002-05-02T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF ELIZA DORSEY LN 700' NE MT. HEBRON DR","Single Family Detached","1",,,,,"(39.3083, -76.8261)"
"SDP-11-057","ELLICOTT MILLS OVERLOOK, PART 1","5.49","2012-10-12T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF ELLICOTT CENTER DR","Single Family Attached","0","SFA-MIHU","0","APT-Age Restricted","32","(39.2798, -76.812)"
"SDP-13-090","MLF Midtown West Area 1 and 2 (14 SFD Lots)","1.88","2013-09-18T00:00:00.000","SE - Growth & Revitalization","Southeast","ELMWOOD RD,IAGER BLVD,GRAND CHAMPION ST","Single Family Detached","14",,,,,"(39.1596, -76.9098)"
"SDP-10-058","COLVIN PROPERTIES LLC","0.35","2010-07-09T00:00:00.000","Elkridge","Elkridge","S SIDE OLD WASHINGTON RD OPPOSITE BONNIE VIEW LN","Single Family Detached","1",,,,,"(39.2069, -76.7215)"
"SDP-15-076","HARWOOD PARK LOTS 995-998","0.275","2016-03-23T00:00:00.000","Established Communities","Elkridge","HAWTHORN AVE S OF MELROSE AVE","Single Family Detached","4",,,,,"(39.1917, -76.7403)"
"SDP-06-107","ASHBURY COURTS","5.626","2006-10-05T00:00:00.000","Route 1,SE - Growth & Revitalization","Southeast","US RT 1 AT NORTH LAUREL RD","APT-MIHU","24","APT","16","APT","116","(39.1082, -76.8383)"
"SDP-03-153","WELK PROPERTY & WELK II PROPERTY","1.97","2003-11-18T00:00:00.000","Columbia","Columbia","NORTH SIDE OF OWEN BROWN RD 900' W OF DEWEY DR","Single Family Detached","4",,,,,"(39.1997, -76.8627)"
"SDP-02-094","VILLAGE CREST - PH. 1","16.55","2004-02-20T00:00:00.000","Senior East","Ellicott City","SW SIDE OF COLLEGE AVE SE OF NEW CUT RD","APT-Age Restricted","91",,,,,"(39.2528, -76.7885)"
"SDP-08-079","MANORDALE PROPERTY","1.41","2009-02-13T00:00:00.000","Ellicott City","Ellicott City","NW SIDE MANORDALE RD OPPOSITE FOX HILL DR","Single Family Detached","2",,,,,"(39.2669, -76.8224)"
"SDP-13-077","DEMIREL PLAZA","2.0848","2015-07-07T00:00:00.000","Established Communities","Ellicott City","S SIDE OF FREDERICK RD W OF CENTENNIAL LN","APT","7",,,,,"(39.2781, -76.8622)"
"SDP-11-013","Maple Lawn Farms","4.52","2011-02-23T00:00:00.000","Southeast","Southeast","E SIDE OF MAPLE LAWN BLVD","Single Family Attached","71",,,,,"(39.1529, -76.8972)"
"SDP-00-047","HOWARD'S RIDGE","0.797","2000-01-12T00:00:00.000","Ellicott City","Ellicott City","TERMINUS OF HAMLET COURT","Single Family Attached","10",,,,,"(39.2829, -76.8167)"
"SDP-06-092","NORTHROP PROPERTY","0.36","2006-03-29T00:00:00.000","Ellicott City","Ellicott City","E SIDE OF CHATHAM RD 220' S OF UNDEROAK DR","Single Family Detached","1",,,,,"(39.2704, -76.8322)"
"SDP-06-141","ELKHORN OVERLOOK","0.88","2007-04-02T00:00:00.000","Columbia","Columbia","TERMINUS OF OLD MONTGOMERY RD","Single Family Detached","3",,,,,"(39.2012, -76.8205)"
"SDP-07-081","KYONG PROPERTY","1","2007-12-06T00:00:00.000","Ellicott City","Ellicott City","W SIDE HORSESHOE RD","Single Family Detached","2",,,,,"(39.2295, -76.8091)"
"SDP-04-103","BOWEN PLANTATION","1.382","2004-05-11T00:00:00.000","Ellicott City","Ellicott City","NE SIDE MONTGOMERY RD 200' S OF WOOD POINT PL","Single Family Detached","3",,,,,"(39.2304, -76.79)"
"SDP-04-013","HILLSIDE AT ROCKY GORGE III (LOT 2 ) & IV (LOT 2)","1.676","2003-10-21T00:00:00.000","Southeast","Southeast","S SIDE SCAGGSVILLE RD 450' E OF TOWER DR","Single Family Detached","2",,,,,"(39.1336, -76.8761)"
"SDP-00-099","VILLAGE OF RIVER HILL","1.02","2000-05-12T00:00:00.000","Columbia","Columbia","COUNTLESS STARS RUN OPPOSITE PURE SKY PLACE","Single Family Detached","7",,,,,"(39.2071, -76.9311)"
"SDP-07-062","OAKMONT AT TURF VALLEY","9.73","2008-09-02T00:00:00.000","Ellicott City","Ellicott City","NE QUADRANT MARRIOTTSVILLE RD & RESORT RD","APT","192",,,,,"(39.3001, -76.8959)"
"SDP-08-022","TAYLOR FARM","11.93","2008-03-28T00:00:00.000","Ellicott City","Ellicott City","TAYLOR FARM RD & WHITE DAHLIA DR","Single Family Detached","41",,,,,"(39.3152, -76.8885)"
"SDP-01-128","ZEIGLER PROPERTY","0.324","2001-09-07T00:00:00.000","Ellicott City","Ellicott City","N SIDE OF ST. JOHN'S LN 300' W OF MILLBROOK RD","Single Family Detached","1",,,,,"(39.2951, -76.8394)"
"SDP-02-068","PARKER WOODS","1.54","2002-05-30T00:00:00.000","Ellicott City","Ellicott City","W SIDE OF NORTH CHATHAM RD 900' N OF RT 144","Single Family Detached","4",,,,,"(39.2753, -76.833)"
