"year","age_group","percentage_of_birth"
"2015","Less than 15 Years","0.0006283780030498955"
"2015","15-19 Years","0.05773914118824269"
"2015","20-24 Years","0.21377645879838542"
"2015","25-29 Years","0.28963475402897126"
"2015","30-34 Years","0.2751524005170797"
"2015","35-39 Years","0.13271242883933304"
"2015","40-44 Years","0.028113129154049885"
"2015","45+ Years","0.002243309470888127"
"2018","Less than 15 Years","0.000458"
"2017","Less than 15 Years","0.000497"
"2016","Less than 15 Years","0.000571"
"2018","15-19 Years","0.047438"
"2017","15-19 Years","0.050416"
"2016","15-19 Years","0.053172"
"2018","20-24 Years","0.191516"
"2017","20-24 Years","0.198361"
"2016","20-24 Years","0.203752"
"2018","25-29 Years","0.289972"
"2017","25-29 Years","0.291422"
"2016","25-29 Years","0.291221"
"2018","30-34 Years","0.287653"
"2017","30-34 Years","0.28321"
"2016","30-34 Years","0.281571"
"2018","35-39 Years","0.14948"
"2017","35-39 Years","0.143897"
"2016","35-39 Years","0.138749"
"2018","40-44 Years","0.030957"
"2017","40-44 Years","0.029779"
"2016","40-44 Years","0.028673"
"2018","45+ Years","0.002525"
"2017","45+ Years","0.002418"
"2016","45+ Years","0.002292"
