"year","age","race","birth_rate"
"2001","15-44","Non-Hispanic white","27.8"
"2001","15-44","White","38.4"
"2001","18-19","All Races","60.2"
"2001","18-19","Asian or Pacific Islander","22.4"
"2001","18-19","Black","109.1"
"2001","18-19","Hispanic","101.1"
"2001","18-19","Non-Hispanic white","40.3"
"2001","18-19","White","51.9"
"2001","20-24","All Races","70.8"
"2001","20-24","Asian or Pacific Islander","23.9"
"2001","20-24","Black","122.5"
"2001","20-24","Hispanic","129.8"
"2001","20-24","Non-Hispanic white","46.4"
"2001","20-24","White","61.5"
"2001","25-29","All Races","59.6"
"2001","25-29","Asian or Pacific Islander","25.7"
"2001","25-29","Black","84.4"
"2001","25-29","Hispanic","121.0"
"2001","25-29","Non-Hispanic white","37.8"
"2001","25-29","White","54.9"
"2001","30-34","All Races","40.3"
"2001","30-34","Asian or Pacific Islander","28.7"
"2001","30-34","Black","51.2"
"2001","30-34","Hispanic","91.4"
"2001","30-34","Non-Hispanic white","25.4"
"2001","30-34","White","37.2"
"2001","35-39","All Races","20.4"
"2001","35-39","Asian or Pacific Islander","19.5"
"2001","35-39","Black","25.4"
"2001","35-39","Hispanic","49.6"
"2001","35-39","Non-Hispanic white","13.2"
"2001","35-39","White","18.6"
"2001","40-44","All Races","5.3"
"2001","40-44","Asian or Pacific Islander","6.3"
"2001","40-44","Black","6.3"
"2001","40-44","Hispanic","12.2"
"2001","40-44","Non-Hispanic white","3.6"
"2001","40-44","White","4.9"
"2002","15-17","All Races","20.7"
"2002","15-17","Asian or Pacific Islander","7.3"
"2002","15-17","Black","39.4"
"2002","15-17","Hispanic","41.9"
"2002","15-17","Non-Hispanic white","11.4"
"2002","15-17","White","17.5"
"2002","15-19","All Races","35.1"
"2002","15-19","Asian or Pacific Islander","13.0"
"2002","15-19","Black","64.0"
"2002","15-19","Hispanic","63.9"
"2002","15-19","Non-Hispanic white","22.1"
"2002","15-19","White","30.3"
"2002","15-44","All Races","43.6"
"2002","15-44","Asian or Pacific Islander","20.6"
"2002","15-44","Black","66.1"
"2002","15-44","Hispanic","87.0"
"2002","15-44","Non-Hispanic white","27.9"
"2002","15-44","White","39.0"
"2002","18-19","All Races","58.1"
"2002","18-19","Asian or Pacific Islander","21.0"
"2002","18-19","Black","102.8"
"2002","18-19","Hispanic","100.7"
"2002","18-19","Non-Hispanic white","38.8"
"2002","18-19","White","50.8"
"2002","20-24","All Races","70.0"
"2002","20-24","Asian or Pacific Islander","24.4"
"2002","20-24","Black","119.0"
"2002","20-24","Hispanic","127.2"
"2002","20-24","Non-Hispanic white","46.3"
"2002","20-24","White","61.6"
"2002","25-29","All Races","62.0"
"2002","25-29","Asian or Pacific Islander","26.7"
"2002","25-29","Black","86.3"
"2002","25-29","Hispanic","125.1"
"2002","25-29","Non-Hispanic white","38.9"
"2002","25-29","White","57.5"
"2002","30-34","All Races","41.3"
"2002","30-34","Asian or Pacific Islander","29.4"
"2002","30-34","Black","50.2"
"2002","30-34","Hispanic","91.0"
"2002","30-34","Non-Hispanic white","26.2"
"2002","30-34","White","38.8"
"2002","35-39","All Races","20.9"
"2002","35-39","Asian or Pacific Islander","19.1"
"2002","35-39","Black","24.9"
"2002","35-39","Hispanic","52.4"
"2002","35-39","Non-Hispanic white","13.6"
"2002","35-39","White","19.5"
"2002","40-44","All Races","5.4"
"2002","40-44","Asian or Pacific Islander","6.9"
"2002","40-44","Black","6.3"
"2002","40-44","Hispanic","12.8"
"2002","40-44","Non-Hispanic white","3.7"
"2002","40-44","White","5.1"
"2003","15-17","All Races","20.1"
"2003","15-17","Asian or Pacific Islander","7.1"
"2003","15-17","Black","37.4"
"2003","15-17","Hispanic","41.1"
"2003","15-17","Non-Hispanic white","11.0"
"2003","15-17","White","17.1"
"2003","15-19","All Races","34.3"
"2003","15-19","Asian or Pacific Islander","12.3"
"2003","15-19","Black","61.0"
"2003","15-19","Hispanic","63.5"
"2003","15-19","Non-Hispanic white","21.5"
"2003","15-19","White","29.9"
"2003","15-44","All Races","44.7"
"2003","15-44","Asian or Pacific Islander","21.1"
"2003","15-44","Black","65.9"
"2003","15-44","Hispanic","89.9"
"2003","15-44","Non-Hispanic white","28.8"
"2003","15-44","White","40.5"
"2003","18-19","All Races","56.6"
"2003","18-19","Asian or Pacific Islander","19.6"
"2003","18-19","Black","98.0"
"2003","18-19","Hispanic","101.2"
"2003","18-19","Non-Hispanic white","37.8"
"2003","18-19","White","50.0"
"2003","20-24","All Races","71.0"
"2003","20-24","Asian or Pacific Islander","24.2"
"2003","20-24","Black","117.8"
"2003","20-24","Hispanic","130.2"
"2003","20-24","Non-Hispanic white","47.6"
"2003","20-24","White","63.2"
"2003","25-29","All Races","66.2"
"2003","25-29","Asian or Pacific Islander","29.0"
"2003","25-29","Black","91.3"
"2003","25-29","Hispanic","135.6"
"2003","25-29","Non-Hispanic white","41.5"
"2003","25-29","White","61.7"
"2003","30-34","All Races","44.2"
"2003","30-34","Asian or Pacific Islander","31.8"
"2003","30-34","Black","51.2"
"2003","30-34","Hispanic","98.7"
"2003","30-34","Non-Hispanic white","28.0"
"2003","30-34","White","42.3"
"2003","35-39","All Races","22.3"
"2003","35-39","Asian or Pacific Islander","19.8"
"2003","35-39","Black","25.2"
"2003","35-39","Hispanic","54.0"
"2003","35-39","Non-Hispanic white","14.8"
"2003","35-39","White","21.3"
"2003","40-44","All Races","5.8"
"2003","40-44","Asian or Pacific Islander","7.9"
"2003","40-44","Black","6.5"
"2003","40-44","Hispanic","13.2"
"2003","40-44","Non-Hispanic white","4.1"
"2003","40-44","White","5.5"
"2004","15-17","All Races","19.9"
"2004","15-17","Asian or Pacific Islander","7.3"
"2004","15-17","Black","36.1"
"2004","15-17","Hispanic","41.2"
"2004","15-17","Non-Hispanic white","10.7"
"2004","15-17","White","17.0"
"2004","15-19","All Races","34.2"
"2004","15-19","Asian or Pacific Islander","12.3"
"2004","15-19","Black","60.1"
"2004","15-19","Hispanic","64.2"
"2004","15-19","Non-Hispanic white","21.3"
"2004","15-19","White","29.9"
"2004","15-44","All Races","46.0"
"2004","15-44","Asian or Pacific Islander","22.1"
"2004","15-44","Black","66.8"
"2004","15-44","Hispanic","92.7"
"2004","15-44","Non-Hispanic white","29.6"
"2004","15-44","White","41.8"
"2004","18-19","All Races","56.6"
"2004","18-19","Asian or Pacific Islander","19.4"
"2004","18-19","Black","98.0"
"2004","18-19","Hispanic","102.9"
"2004","18-19","Non-Hispanic white","37.4"
"2004","18-19","White","49.9"
"2004","20-24","All Races","72.3"
"2004","20-24","Asian or Pacific Islander","24.8"
"2004","20-24","Black","119.6"
"2004","20-24","Hispanic","133.4"
"2004","20-24","Non-Hispanic white","48.6"
"2004","20-24","White","64.5"
"2004","25-29","All Races","69.1"
"2004","25-29","Asian or Pacific Islander","30.7"
"2004","25-29","Black","92.5"
"2004","25-29","Hispanic","142.5"
"2004","25-29","Non-Hispanic white","44.2"
"2004","25-29","White","65.0"
"2004","30-34","All Races","47.3"
"2004","30-34","Asian or Pacific Islander","35.8"
"2004","30-34","Black","52.0"
"2004","30-34","Hispanic","108.8"
"2004","30-34","Non-Hispanic white","30.0"
"2004","30-34","White","46.2"
"2004","35-39","All Races","23.5"
"2004","35-39","Asian or Pacific Islander","20.7"
"2004","35-39","Black","25.7"
"2004","35-39","Hispanic","56.0"
