"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-93.097836 44.942846)","1412","MN5510209","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","Science Museum of Minnesota","120 Kellogg Blvd W","St Paul","MN","55102","33460","-93.097836","44.942846","-"
"POINT (-73.950916 40.688333)","14783","NY1121612","4519.02","3","Citi Bike","2018","201812","-","-","Brooklyn","NY","11216","35620","-73.950916","40.688333","-"
"POINT (-87.614138 41.758361)","7428","IL6061910","571","60","Divvy","2016","201612","-","Vernon Ave & 75th St","Chicago","IL","60619","16980","-87.614138","41.758361","-"
"POINT (-72.917816 41.3038)","21332","CT0651110","-","137","Bike New Haven","2018","201812","Russo Park","-","New Haven","CT","6511","35300","-72.917816","41.3038","-"
"POINT (-95.7669 39.031794)","10648","KS6660410","hub_710","34","Topeka Metro Bikes","2017","201712","West Ridge Mall SW entrance","1801 Southwest Wanamaker Road  West Ridge Mall","Topeka","KS","66604","45820","-95.7669","39.031794","-"
"POINT (-80.20119 25.80245)","15629","FL3315501","664","5","Citi Bike Miami","2018","201812","NW 3rd Ave 27th Terr","NW 3rd Ave 27th Terr","Miami","FL","33155","33100","-80.20119","25.80245","-"
"POINT (-82.456886 27.945037)","5366","FL3360216","hub_273","33","Coast Bike Share","2016","201612","S Franklin St and E Whiting St","107 South Franklin Street","Tampa","FL","33602","45300","-82.456886","27.945037","-"
"POINT (-77.027869 38.898364)","6388","DC2060101","31230","56","Capital Bikeshare","2016","201612","Metro Center / 12th & G St NW","Metro Center / 12th & G St NW","Washington","DC","20601","47900","-77.027869","38.898364","-"
"POINT (-73.95234386 40.71413311)","630","NY1121117","-","3","Citi Bike","2015","201512","-","-","Brooklyn","NY","11211","35620","-73.95234386","40.71413311","-"
"POINT (-81.666482 41.497645)","19673","OH4411418","-","79","UH Bikes","2018","201812","Sterling Branch Cleveland Public Library","2200 East 30th Street","Cleveland","OH","44115","17460","-81.666482","41.497645","-"
"POINT (-83.063289 42.358796)","13956","MI4820209","-","101","Mo Go","2017","201712","Farnsworth St & John R St","-","Detroit","MI","48202","19820","-83.063289","42.358796","-"
"POINT (-71.1142981 42.3121203)","20691","MA0213016","E32008","129",,"2018","201812","Centre St at Seaverns Ave","-","Boston","MA","2130","14460","-71.1142981","42.3121203","-"
"POINT (-76.9374 38.99294)","8187","MD2074205","be269834-3d9b-409b-a582-be875cf3a2d7","97","College Park","2016","201612","North STEM","-","College Park","MD","20742","47900","-76.9374","38.99294","-"
"POINT (-74.010065 40.721319)","3884","NY1001309","5470.1","3","Citi Bike","2016","201612","-","Greenwich St & Hubert St","New York","NY","10013","35620","-74.010065","40.721319","-"
"POINT (-87.616279 41.809851)","18875","IL60602184","200","60","Divvy","2018","201812","MLK Jr Dr & 47th St","MLK Jr Dr & 47th St","Chicago","IL","60602","16980","-87.616279","41.809851","-"
"POINT (-87.89217 43.06025)","17804","WI5321103","bcycle_bublr_3328","50","Bublr Bikes","2018","201812","North/Cambridge","1440 E. North Ave.","Milwaukee","WI","53211","33340","-87.89217","43.06025","-"
"POINT (-84.518842 39.114379)","18576","OH4520222","bcycle_cincyredbike_2805","57","Cincy RedBike Bike","2018","201812","Findlay Market","1715 Pleasant","Cincinnati","OH","45202","17140","-84.518842","39.114379","-"
"POINT (-93.191837 44.943017)","5117","MN5510503","30155","25","Nice Ride Minnesota (became partially dockless in 2018)","2016","201612","University of St. Thomas","52 Cretin Avenue South","St Paul","MN","55105","33460","-93.191837","44.943017","-"
"POINT (-79.957604 40.442325)","10411","PA1521228","1041","29","Healthy Ride","2017","201712","Fifth Ave & S Bouquet St","Fifth Ave & S Bouquet St","Pittsburgh","PA","15212","38300","-79.957604","40.442325","-"
"POINT (-77.02858 38.888767)","6406","DC2066201","31248","56","Capital Bikeshare","2016","201612","Smithsonian / Jefferson Dr & 12th St SW","Smithsonian / Jefferson Dr & 12th St SW","Washington","DC","20662","47900","-77.02858","38.888767","-"
"POINT (-122.649768 45.524406)","19365","OR9723212","hub_1606","74","BikeTown Portland","2018","201812","NE Sandy at 16th","1527-1541 Northeast Sandy Boulevard","Portland","OR","97232","38900","-122.649768","45.524406","-"
"POINT (-84.36964497 33.7466302)","13617","GA3031208","hub_2550","77","Relay Bike Share","2017","201712","PARK & MEMORIAL","200-268 Park Avenue Southeast","Atlanta","GA","30312","12060","-84.36964497","33.7466302","-"
"POINT (-122.338514 47.60923)","1455","WA9810411","-","26","Pronto","2015","201512","2nd Ave & Pike St","2nd Ave & Pike St","Seattle","WA","98104","42660","-122.338514","47.60923","-"
"POINT (-94.57807 39.03564)","16138","MO6410901","bcycle_kc_3707","18","Kansas City B-cycle","2018","201812","51st & Holmes (UMKC)","5030 Holmes","Kansas City","MO","64110","28140","-94.57807","39.03564","-"
"POINT (-80.122238 25.830375)","9459","FL3324301","302","5","Citi Bike Miami","2017","201712","Collins Ave 5300 Block","Collins Ave 5300 Block","Miami Beach","FL","33243","33100","-80.122238","25.830375","-"
"POINT (-114.314889 43.516797)","5562","ID8333316","hub_962","35","MR Bike Share","2016","201612","River Street south","301-307 South River Street","Hailey","ID","83333","25200","-114.314889","43.516797","-"
"POINT (-76.947974 38.894)","18361","DC2056801","31705","56","Capital Bikeshare","2018","201812","Benning Branch Library","Benning Branch Library","Washington","DC","20568","47900","-76.947974","38.894","-"
"POINT (-105.25354 40.01356)","22967","CO8030303","bcycle_boulder_3589","11","Boulder B-cycle","2019","201912","30th & Marine","1570 30th St.","Boulder","CO","80303","14500","-105.25354","40.01356","-"
"POINT (-87.636282 41.918306)","6980","IL6060286","94","60","Divvy","2016","201612","Clark St & Armitage Ave","Clark St & Armitage Ave","Chicago","IL","60602","16980","-87.636282","41.918306","-"
"POINT (-84.40252282 33.77549968)","19541","GA3031304","hub_2483","77","Relay Bike Share","2018","201812","GEORGIA TECH - CRC","761 Ferst Drive","Atlanta","GA","30313","12060","-84.40252282","33.77549968","-"
"POINT (-80.23961 36.102108)","20008","NC2710110","d560629c-bee3-4e00-b448-651998bb84a5","105","Winston-Salem","2018","201812","Long Branch Trail North","-","Winston-Salem","NC","27101","49180","-80.23961","36.102108","-"
"POINT (-80.061785 26.713457)","16599","FL3340107","1101","31","Sky Bike WPB","2018","201812","Clematis & Tamarind","-","West Palm Beach","FL","33401","33100","-80.061785","26.713457","-"
"POINT (-77.002721 38.952369)","2613","DC2081001","-","56","Capital Bikeshare","2015","201512","Fort Totten Metro","Fort Totten Metro","Washington","DC","20810","47900","-77.002721","38.952369","-"
"POINT (-73.918102 42.833307)","14344","NY1230702","-","113","CDPHP","2017","201712","Yates Village","-","Schenectady","NY","12308","10580","-73.918102","42.833307","-"
"POINT (-77.0498 38.8533)","18009","VA2051101","31011","56","Capital Bikeshare","2018","201812","23rd & Crystal Dr","23rd & Crystal Dr","Arlington","VA","20511","47900","-77.0498","38.8533","-"
"POINT (-111.8310946 33.41089715)","17044","AZ8521003","hub_3501","37","Grid","2018","201812","M121 2nd Ave. and Center","2-20 East 2nd Avenue","Mesa","AZ","85210","38060","-111.8310946","33.41089715","-"
"POINT (-73.993012 40.762699)","4095","NY10007273","6824.07","3","Citi Bike","2016","201612","W 47 St & 10 Ave","W 47 St & 10 Ave","New York","NY","10007","35620","-73.993012","40.762699","-"
"POINT (-97.73982 30.25579)","6168","TX7870121","bcycle_austin_2707","53","Austin B-cycle","2016","201612","Rainey St @ Cummings","1 Rainey St","Austin","TX","78701","12420","-97.73982","30.25579","-"
"POINT (-80.83197 35.21793)","1025","NC2820401","-","13","Charlotte B-cycle","2015","201512","-","1140 Elizabeth Ave.","Charlotte","NC","28204","16740","-80.83197","35.21793","-"
"POINT (-75.15426 39.95339)","5919","PA1910718","bcycle_indego_3050","43","Inde'go","2016","201612","9th & Arch","813 Arch St.","Philadelphia","PA","19107","37980","-75.15426","39.95339","-"
"POINT (-81.961816 28.041567)","13143","FL3381501","65aa6fd9-183f-4ce9-ad93-377b56a4d4e7","69","Swan City Cycle","2017","201712","Lakeland Center","-","Lakeland","FL","33815","29460","-81.961816","28.041567","-"
"POINT (-122.322983 47.64909)","1470","WA9810430","-","26","Pronto","2015","201512","Eastlake Ave E & E Allison St","Eastlake Ave E & E Allison St","Seattle","WA","98104","42660","-122.322983","47.64909","-"
"POINT (-73.977549 40.778566)","22453","NY1002316","7230.1","3","Citi Bike","2019","201912","-","-","New York","NY","10023","35620","-73.977549","40.778566","-"
"POINT (-118.187295 33.771703)","13163","CA9080230","1238","72","Long Beach, CA Bikeshare","2017","201712","4th/Frontenac","411-415 East 4th Street","Long Beach","CA","90802","31080","-118.187295","33.771703","-"
"POINT (-87.645616 41.808133)","7273","IL60602377","411","60","Divvy","2016","201612","Halsted St & 47th Pl","Halsted St & 47th Pl","Chicago","IL","60602","16980","-87.645616","41.808133","-"
"POINT (-93.277505 44.977128)","23520","MN5540312","30142","25","Nice Ride Minnesota (became partially dockless in 2018)","2019","201912","9th Street N & Hawthorne Ave","900 Hawthorne Avenue","Minneapolis","MN","55403","33460","-93.277505","44.977128","-"
"POINT (-118.15135 33.76423023)","13200","CA9080311","2255","72","Long Beach, CA Bikeshare","2017","201712","Newport/Broadway","221 Newport Avenue","Long Beach","CA","90803","31080","-118.15135","33.76423023","-"
"POINT (-71.069616 42.345392)","8399","MA0221601","C32000","1","Hubway (03/2018 re-launched as Blue Bikes)","2017","201712","-","Tremont St. at Berkeley St.","Boston","MA","2216","14460","-71.069616","42.345392","-"
"POINT (-157.836843 21.297459)","20274","HI9682608","-","111","Hawaii Bikibike","2018","201812","450 McCully/Moiliili -  Kalakaua&King","-","Honolulu","HI","96826","46520","-157.836843","21.297459","-"
"POINT (-121.8876189 37.349426)","17538","CA9511236","394","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","10th St at Empire St","-","San Jose","CA","95112","41940","-121.8876189","37.349426","-"
"POINT (-77.0078 38.915)","12056","DC2000228","31523","56","Capital Bikeshare","2017","201712","-","Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center","Washington","DC","20002","47900","-77.0078","38.915","-"
"POINT (-87.597552 41.751294)","21176","IL6061905","576","60","Divvy","2018","201812","-","Greenwood Ave & 79th St","Chicago","IL","60619","16980","-87.597552","41.751294","-"
"POINT (-73.215097 44.468104)","20433","VT0540104","-","114","Greenride","2018","201812","South End Arts District","-","Burlington","VT","5401","15540","-73.215097","44.468104","-"
"POINT (-74.0053 40.708235)","366","NY1000799","-","3","Citi Bike","2015","201512","Cliff St & Fulton St","Cliff St & Fulton St","New York","NY","10007","35620","-74.0053","40.708235","-"
"POINT (-93.096114 44.945267)","5089","MN5510205","30127","25","Nice Ride Minnesota (became partially dockless in 2018)","2016","201612","Landmark Plaza","50 W. 5th St","St Paul","MN","55102","33460","-93.096114","44.945267","-"
"POINT (-73.971888 40.79377)","9274","NY1002506","7610.14","3","Citi Bike","2017","201712","-","W 104 St & Amsterdam Ave","New York","NY","10025","35620","-73.971888","40.79377","-"
"POINT (-73.95739 40.71469)","22087","NY1121122","5267.09","3","Citi Bike","2019","201912","-","-","Brooklyn","NY","11211","35620","-73.95739","40.71469","-"
"POINT (-93.211264 44.973371)","10167","MN5541419","30055","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","-","Malcolm Ave SE & 5th Street SE","Minneapolis","MN","55414","33460","-93.211264","44.973371","-"
"POINT (-117.159135 32.708972)","2745","CA9210501","-","59","DiscoverBike (was DecoBike in 2016 and 2017)","2015","201512","6th Ave J Street","6th Ave J Street","San Diego","CA","92105","41740","-117.159135","32.708972","-"
"POINT (-93.281991 44.968237)","1370","MN5540311","-","25","Nice Ride Minnesota (became partially dockless in 2018)","2015","201512","West 15th Street & Willow","1470 Willow Street","Minneapolis","MN","55403","33460","-93.281991","44.968237","-"
"POINT (-87.649633 41.877749)","12598","IL60602124","134","60","Divvy","2017","201712","Peoria St & Jackson Blvd","Peoria St & Jackson Blvd","Chicago","IL","60602","16980","-87.649633","41.877749","-"
"POINT (-89.39429 43.06737)","4836","WI5370637","bcycle_madison_1889","20","Madison B-cycle","2016","201612","-","677 W. Washington St.","Madison","WI","53706","31540","-89.39429","43.06737","-"
"POINT (-87.628195 41.769293)","21041","IL60602361","392","60","Divvy","2018","201812","Perry Ave & 69th St","Perry Ave & 69th St","Chicago","IL","60602","16980","-87.628195","41.769293","-"
"POINT (-71.056067 42.362811)","139","MA0211410","-","1","Hubway (03/2018 re-launched as Blue Bikes)","2015","201512","-","Cross St. at Hanover St.","Boston","MA","2114","14460","-71.056067","42.362811","-"
"POINT (-87.648043 41.954383)","12711","IL60602236","254","60","Divvy","2017","201712","Pine Grove Ave & Irving Park Rd","Pine Grove Ave & Irving Park Rd","Chicago","IL","60602","16980","-87.648043","41.954383","-"
"POINT (-77.053085 39.043272)","6670","MD2090206","32065","56","Capital Bikeshare","2016","201612","Grandview & Blueridge Ave","Grandview & Blueridge Ave","Silver Spring","MD","20902","47900","-77.053085","39.043272","-"
"POINT (-73.94308 40.72325)","22154","NY1122212","5542.04","3","Citi Bike","2019","201912","-","-","Brooklyn","NY","11222","35620","-73.94308","40.72325","-"
"POINT (-87.621915 41.898586)","12608","IL60602134","145","60","Divvy","2017","201712","Mies van der Rohe Way & Chestnut St","Mies van der Rohe Way & Chestnut St","Chicago","IL","60602","16980","-87.621915","41.898586","-"
"POINT (-77.032224 38.928552)","6356","DC2000908","31124","56","Capital Bikeshare","2016","201612","14th & Irving St NW","14th & Irving St NW","Washington","DC","20009","47900","-77.032224","38.928552","-"
"POINT (-121.9187942 37.367678)","17540","CA9511238","396","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","Metro Dr at Technology Dr","-","San Jose","CA","95112","41940","-121.9187942","37.367678","-"
"POINT (-95.745976 39.032048)","23997","KS6660407","hub_652","34","Topeka Metro Bikes","2019","201912","Topeka West High School","1939 Southwest Fairmont Road","Topeka","KS","66604","45820","-95.745976","39.032048","-"
"POINT (-76.9769 38.8896)","12058","DC2053101","31601","56","Capital Bikeshare","2017","201712","19th & East Capitol St SE","19th & East Capitol St SE","Washington","DC","20531","47900","-76.9769","38.8896","-"
"POINT (-87.588315 41.787942)","2890","IL60602390","-","60","Divvy","2015","201512","Harper Ave & 59th St","Harper Ave & 59th St","Chicago","IL","60602","16980","-87.588315","41.787942","-"
"POINT (-87.67273 41.90332)","12491","IL6060217","17","60","Divvy","2017","201712","Wood St & Division St","Wood St & Division St","Chicago","IL","60602","16980","-87.67273","41.90332","-"
"POINT (-97.33719 37.688013)","13860","KS6720205","e6e491e2-13a0-4fa0-a064-34efe6017d8f","89","Wichita","2017","201712","The Lux Station","-","Wichita","KS","67202","48620","-97.33719","37.688013","-"
"POINT (-116.2038088 43.60481346)","1824","ID8372505","-","36","Boise Green Bike","2015","201512","Albertsons Library","1942 Campus Lane Boise State University","Boise","ID","83725","14260","-116.2038088","43.60481346","-"
"POINT (-86.8146 36.1549)","1191","TN3721915","-","21","Nashville B-cycle","2015","201512","Lentz Public Health Center: 2500 Charlotte Ave.","2500 Charlotte Avenue","Nashville","TN","37219","34980","-86.8146","36.1549","-"
"POINT (-93.198283 44.905043)","10260","MN5541705","30153","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","Coldwater Spring","5407 Minnehaha Park Drive South","Minneapolis","MN","55417","33460","-93.198283","44.905043","-"
"POINT (-80.000375 40.4372)","10374","PA1521209","1003","29","Healthy Ride","2017","201712","First Ave & Smithfield St (Art Institute)","First Ave & Smithfield St (Art Institute)","Pittsburgh","PA","15212","38300","-80.000375","40.4372","-"
"POINT (-75.15103 39.92777)","11446","PA1914802","bcycle_indego_3100","43","Inde'go","2017","201712","Moyamensing & Tasker","1600 E. Moyamensing","Philadelphia","PA","19148","37980","-75.15103","39.92777","-"
"POINT (-89.38413 43.07295)","1169","WI5370629","-","20","Madison B-cycle","2015","201512","-","103 South Carroll Street","Madison","WI","53706","31540","-89.38413","43.07295","-"
"POINT (-77.023086 38.8997)","2296","DC2059001","-","56","Capital Bikeshare","2015","201512","8th & H St NW","8th & H St NW","Washington","DC","20590","47900","-77.023086","38.8997","-"
"POINT (-77.022264 38.90572)","2307","DC2058201","-","56","Capital Bikeshare","2015","201512","Convention Center / 7th & M St NW","Convention Center / 7th & M St NW","Washington","DC","20582","47900","-77.022264","38.90572","-"
"POINT (-78.87701869 42.91586072)","7891","NY1422204","hub_1742","76","Reddy Bikes","2016","201612","Elmwood - Auburn to Ferry (Free)","695 Elmwood Avenue","Buffalo","NY","14222","15380","-78.87701869","42.91586072","-"
"POINT (-97.32829 32.76068)","4572","TX7610223","bcycle_fortworth_3120","10","Fort Worth B-cycle","2016","201612","Trinity Uptown","290 North Elm Street","Ft Worth","TX","76102","19100","-97.32829","32.76068","-"
"POINT (-87.642385 41.93262)","3054","IL60602204","-","60","Divvy","2015","201512","Hampden Ct & Diversey Pkwy","Hampden Ct & Diversey Pkwy","Chicago","IL","60602","16980","-87.642385","41.93262","-"
"POINT (-73.976341 40.765909)","4102","NY10007324","6876.04","3","Citi Bike","2016","201612","Central Park S & 6 Ave","Central Park S & 6 Ave","New York","NY","10007","35620","-73.976341","40.765909","-"
"POINT (-116.1991954 43.61480951)","16929","ID8370242","hub_4041","36","Boise Green Bike","2018","201812","Flying M Coffee House","500 West Idaho Street","Boise","ID","83702","14260","-116.1991954","43.61480951","-"
"POINT (-104.990692 39.740912)","4451","CO8020220","bcycle_denver_1691","7","Denver B-cycle","2016","201612","-","Court Pl & 14th St Webb Building","Denver","CO","80202","19740","-104.990692","39.740912","-"
"POINT (-118.3489115 34.1051842)","13741","CA9003602","hub_2795","80","WeHo Pedals","2017","201712","WH17. Runyon Canyon (Drop Zone)","1860-1998 North Fuller Avenue","Los Angeles","CA","90046","31080","-118.3489115","34.1051842","-"
"POINT (-74.004831 40.735354)","22211","NY1000752","5922.07","3","Citi Bike","2019","201912","Perry St & Bleecker St","Perry St & Bleecker St","New York","NY","10007","35620","-74.004831","40.735354","-"
"POINT (-93.64441 41.58588)","9787","IA5030912","bcycle_desmoines_3170","14","Des Moines B-cycle","2017","201712","ML King & Ingersoll","2020 Ingersoll Ave.","Des Moines","IA","50309","19780","-93.64441","41.58588","-"
"POINT (-122.2687726 37.8126783)","17359","CA9461209","180","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2018","201812","Telegraph Ave at 23rd St","Telegraph Ave at 23rd St","Oakland","CA","94612","41860","-122.2687726","37.8126783","-"
"POINT (-73.990541 40.771522)","15279","NY10007307","7059.01","3","Citi Bike","2018","201812","11 Ave & W 59 St","11 Ave & W 59 St","New York","NY","10007","35620","-73.990541","40.771522","-"
"POINT (-97.36866 32.74558)","9654","TX7610703","bcycle_fortworth_2238","10","Fort Worth B-cycle","2017","201712","Gendy & Lansford","1400 Gendy St.","Ft Worth","TX","76107","19100","-97.36866","32.74558","-"
"POINT (-76.878008 40.261298)","14368","PA1710108","f7e0239b-5cbe-482d-917d-a36aa0e47dfd","122","Harrisburg","2017","201712","Harrisburg Transportation Center South","-","Harrisburg","PA","17101","25420","-76.878008","40.261298","-"
"POINT (-80.140846 25.782022)","761","FL3319601","-","5","Citi Bike Miami","2015","201512","Alton Rd at 11th Street (Flamingo Park)","Alton Rd at 11th Street (Flamingo Park)","Miami","FL","33196","33100","-80.140846","25.782022","-"
"POINT (-73.971212 40.744219)","4006","NY10007279","6230.04","3","Citi Bike","2016","201612","FDR Drive & E 35 St","FDR Drive & E 35 St","New York","NY","10007","35620","-73.971212","40.744219","-"
"POINT (-122.394434 37.794139)","5858","CA9410510","74","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2016","201612","-","Steuart Street at Market","San Francisco","CA","94105","41860","-122.394434","37.794139","-"
"POINT (-104.989737 39.747239)","4465","CO8020213","bcycle_denver_1810","7","Denver B-cycle","2016","201612","-","18th and California","Denver","CO","80202","19740","-104.989737","39.747239","-"
"POINT (-95.3607 29.75274)","16014","TX7701004","bcycle_houston_2063","17","Houston B-cycle","2018","201812","Lamar & Crawford","Lamar & Crawford","Houston","TX","77010","26420","-95.3607","29.75274","-"
"POINT (-122.69863 45.532116)","19327","OR9721004","hub_1563","74","BikeTown Portland","2018","201812","NW 23rd at Overton","1310 Northwest 23rd Avenue","Portland","OR","97210","38900","-122.69863","45.532116","-"
"POINT (-95.36647 29.7617)","9887","TX7700702","bcycle_houston_2433","17","Houston B-cycle","2017","201712","Spotts Park","401 S. Heights Blvd.","Houston","TX","77007","26420","-95.36647","29.7617","-"
"POINT (-80.129203 25.814342)","15565","FL3323801","214","5","Citi Bike Miami","2018","201812","Royal Palm Ave Between 41St 42St","Royal Palm Ave Between 41St 42St","Miami Beach","FL","33238","33100","-80.129203","25.814342","-"
"POINT (-116.2033045 43.60832017)","10786","ID8370230","hub_2820","36","Boise Green Bike","2017","201712","Julia Davis Park - Zoo Boise","355 Julia Davis Drive","Boise","ID","83702","14260","-116.2033045","43.60832017","-"
"POINT (-77.109366 38.882629)","2342","VA2067001","-","56","Capital Bikeshare","2015","201512","N Randolph St & Fairfax Dr","N Randolph St & Fairfax Dr","Arlington","VA","20670","47900","-77.109366","38.882629","-"
"POINT (-95.761699 39.039629)","10639","KS6660408","hub_656","34","Topeka Metro Bikes","2017","201712","Wanamaker & Westport","1636-1638 Southwest Wanamaker Road","Topeka","KS","66604","45820","-95.761699","39.039629","-"
"POINT (-86.16161 39.76423)","17772","IN4622506","bcycle_pacersbikeshare_2623","48","Indiana Pacers Bikeshare","2018","201812","Convention Center at Georgia Street","-","Indianapolis","IN","46225","26900","-86.16161","39.76423","-"
"POINT (-71.100164 42.322913)","102","MA0213012","-","1","Hubway (03/2018 re-launched as Blue Bikes)","2015","201512","-","Jackson Square T at Centre St","Boston","MA","2130","14460","-71.100164","42.322913","-"
"POINT (-77.095367 38.983525)","2337","MD2076101","-","56","Capital Bikeshare","2015","201512","Montgomery & East Ln","Montgomery & East Ln","Bethesda","MD","20761","47900","-77.095367","38.983525","-"
"POINT (-73.96930575 40.75763228)","9078","NY1002210","6617.02","3","Citi Bike","2017","201712","-","E 53 St & 3 Ave","New York","NY","10022","35620","-73.96930575","40.75763228","-"
"POINT (-87.658617 41.932225)","3009","IL60602140","-","60","Divvy","2015","201512","Lincoln Ave & Diversey Pkwy","Lincoln Ave & Diversey Pkwy","Chicago","IL","60602","16980","-87.658617","41.932225","-"
"POINT (-75.15242 39.96143)","2110","PA1912309","-","43","Inde'go","2015","201512","9th & Spring Garden","802 Spring Garden St.","Philadelphia","PA","19123","37980","-75.15242","39.96143","-"
"POINT (-94.57132 39.14289)","4825","MO6411604","bcycle_kc_3674","18","Kansas City B-cycle","2016","201612","Armour and Iron","1999 Iron St.","Kansas City","MO","64116","28140","-94.57132","39.14289","-"
"POINT (-93.2922412 44.9875433)","23596","MN5541116","30232","25","Nice Ride Minnesota (became partially dockless in 2018)","2019","201912","Sumner Field Park","Minneapolis","MN","55411","0","33460","-93.2922412","44.9875433","-"
"POINT (-87.614492 41.89257)","12565","IL6060291","99","60","Divvy","2017","201712","Lake Shore Dr & Ohio St","Lake Shore Dr & Ohio St","Chicago","IL","60602","16980","-87.614492","41.89257","-"
"POINT (-116.203509 43.620407)","5594","ID8370205","hub_684","36","Boise Green Bike","2016","201612","YMCA","950-996 West State Street","Boise","ID","83702","14260","-116.203509","43.620407","-"
"POINT (-86.591966 34.736096)","19773","AL3580109",,"88","Huntsville (became PACE, hybrid dockless, in 2018)","2018","201812","Huntsville/Madison County Visitor's Center","-","Huntsville","AL","35801","26620","-86.591966","34.736096","-"
"POINT (-98.47051 29.36252)","23402","TX7821505","bcycle_sanantonio_2337","22","San Antonio B-cycle","2019","201912","-","Mission Trail","San Antonio","TX","78215","41700","-98.47051","29.36252","-"
"POINT (-97.71726 30.24258)","17951","TX7874102","bcycle_austin_4062","53","Austin B-cycle","2018","201812","Lakeshore & Pleasant Valley","2525 South Lakeshore Boulevard","Austin","TX","78741","12420","-97.71726","30.24258","-"
"POINT (-112.069701 33.453624)","17073","AZ8500419","hub_660","37","Grid","2018","201812","3rd Street / Taylor","501-549 North 3rd Street","Phoenix","AZ","85004","38060","-112.069701","33.453624","-"
"POINT (-122.6848358 45.56244707)","7855","OR9721716","hub_2688","74","BikeTown Portland","2016","201612","N Concord at Killingsworth","5410-5498 North Concord Avenue","Portland","OR","97217","38900","-122.6848358","45.56244707","-"
"POINT (-81.69010878 41.50419039)","13691","OH4411412","1687","79","UH Bikes","2017","201712","E. 9th / St. Clair","1261-1299 East 9th Street","Cleveland","OH","44114","17460","-81.69010878","41.50419039","-"
"POINT (-98.48487 29.41942)","4910","TX7820544","bcycle_sanantonio_1823","22","San Antonio B-cycle","2016","201612","Hemisfair Park","600 Hemisfair Plaza Way","San Antonio","TX","78205","41700","-98.48487","29.41942","-"
"POINT (-122.159504 37.448598)","2032","CA9430102","-","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2015","201512","-","Cowper at University Ave","Palo Alto","CA","94301","41940","-122.159504","37.448598","-"
"POINT (-93.266553 45.006321)","5137","MN5541306","30175","25","Nice Ride Minnesota (became partially dockless in 2018)","2016","201612","-","18th Ave Trail & 2nd Street NE","Minneapolis","MN","55413","33460","-93.266553","45.006321","-"
"POINT (-85.9039 39.2034)","8155","IN4720109","bcycle_columbike_3411","86","columBike","2016","201612","CTC","1900 McKinley Ave","Columbus","IN","47201","18020","-85.9039","39.2034","-"
"POINT (-85.3095094 35.0631455)","17987","TN3740222","1435","54","Bike Chattanooga","2018","201812","10 North Shore","20 Cherokee Blvd","Chattanooga","TN","37405","16860","-85.3095094","35.0631455","-"
"POINT (-87.6071 41.822985)","12722","IL60602247","265","60","Divvy","2017","201712","Cottage Grove Ave & Oakwood Blvd","Cottage Grove Ave & Oakwood Blvd","Chicago","IL","60602","16980","-87.6071","41.822985","-"
"POINT (-105.00373 39.75436)","15721","CO8020233","bcycle_denver_3397","7","Denver B-cycle","2018","201812","16th and Chestnut","2051 16th St","Denver","CO","80202","19740","-105.00373","39.75436","-"
"POINT (-93.290941 44.999341)","10178","MN5541104","30067","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","Bryant Ave. N & West Broadway","2020 Bryant Ave. N","Minneapolis","MN","55411","33460","-93.290941","44.999341","-"
"POINT (-74.035445 40.707994)","21711","NJ0703502","1934","2","Hudson Bike Share","2019","201912","Liberty State Park North---Central Railroad (Virtual)","-","Jersey City","NJ","7035","35620","-74.035445","40.707994","-"
"POINT (-84.37133476 33.78633084)","7974","GA3030907","hub_2464","77","Relay Bike Share","2016","201612","PIEDMONT PARK EAST","505-519 Park Drive Northeast","Atlanta","GA","30309","12060","-84.37133476","33.78633084","-"
"POINT (-96.80747 46.89483)","17876","ND5810205","bcycle_greatrides_2979","51","Great Rides","2018","201812","Wallman Wellness Center","1707 Centennial Blvd","Fargo","ND","58102","22020","-96.80747","46.89483","-"
"POINT (-77.000349 38.889955)","6531","DC2059601","31618","56","Capital Bikeshare","2016","201612","4th & East Capitol St NE","4th & East Capitol St NE","Washington","DC","20596","47900","-77.000349","38.889955","-"
"POINT (-122.2913604 37.8409452)","11212","CA9460722","153","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","59th St at Horton St","59th St at Horton St","Emeryville","CA","94608","41860","-122.2913604","37.8409452","-"
