"the_geom","id","fac_id","bike_id","system_id","system_name","year","asofdate","fac_name","address","city","state","zipcode","cbsa_code","longitude","latitude","station_type"
"POINT (-118.485596 34.019309)","17095","CA9040114","hub_1017","39","Breeze","2018","201812","37.  11th Street and Colorado Avenue","1551 11th Street","Santa Monica","CA","90401","31080","-118.485596","34.019309","-"
"POINT (-84.484299 33.883463)","7570","GA3008003","6e4f9440-83f8-4059-ac6d-765b8ecc8a00","70","Smyrna Bike Share","2016","201612","Spring Rd & Park Rd","-","Smyrna","GA","30080","12060","-84.484299","33.883463","-"
"POINT (-75.1612 39.93724)","5897","PA1914702","bcycle_indego_3025","43","Inde'go","2016","201612","11th & Washington","1084 Washington Ave.","Philadelphia","PA","19147","37980","-75.1612","39.93724","-"
"POINT (-77.053199 38.858662)","6232","VA2220206","31000","56","Capital Bikeshare","2016","201612","Eads St & 15th St S","Eads St & 15th St S","Arlington","VA","22202","47900","-77.053199","38.858662","-"
"POINT (-117.130081 32.748081)","2779","CA9214801","-","59","DiscoverBike (was DecoBike in 2016 and 2017)","2015","201512","University Ave 30th Street","University Ave 30th Street","San Diego","CA","92148","41740","-117.130081","32.748081","-"
"POINT (-122.681812 45.523741)","13403","OR9720922","hub_1588","74","BikeTown Portland","2017","201712","NW Couch at 11th","1037 Northwest Couch Street","Portland","OR","97209","38900","-122.681812","45.523741","-"
"POINT (-73.983799 40.726218)","15010","NY10007212","5626.07","3","Citi Bike","2018","201812","E 7 St & Avenue A","E 7 St & Avenue A","New York","NY","10007","35620","-73.983799","40.726218","-"
"POINT (-74.0129647 40.793428)","8289","NJ0709305","1980","2","Hudson Bike Share","2017","201712","66th & Bergenline","-","West New York","NJ","7093","35620","-74.0129647","40.793428","-"
"POINT (-73.9430681 40.8107922)","15419","NY1002713","7753.13","3","Citi Bike","2018","201812","-","Lenox Ave & W 130 St","New York","NY","10027","35620","-73.9430681","40.8107922","-"
"POINT (-97.331701 37.682256)","13855","KS6661420","b66b4d98-d8dc-48bb-82de-dff37f57d2f2","89","Wichita","2017","201712","Commerce Street Art District","-","Wichita","KS","67202","48620","-97.331701","37.682256","-"
"POINT (-118.23894 34.06428)","7692","CA9001226","bcycle_lametro_3078","73","Metro Bike Share Los Angeles","2016","201612","Hill & College","881 N Hill Street","Los Angeles","CA","90012","31080","-118.23894","34.06428","-"
"POINT (-122.3920566 37.75736899)","11193","CA9410520","130","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","22nd St Caltrain Station","22nd St Caltrain Station","San Francisco","CA","94107","41860","-122.3920566","37.75736899","-"
"POINT (-95.675369 39.046608)","16677","KS6661213","hub_1392","34","Topeka Metro Bikes","2018","201812","Downtown - 900 S. Kansas Midblock Crossing Bike Corral","924 South Kansas Avenue","Topeka","KS","66612","45820","-95.675369","39.046608","-"
"POINT (-75.14921 39.95071)","2073","PA1910608","-","43","Inde'go","2015","201512","Independence Mall, NPS","519 Market St.","Philadelphia","PA","19106","37980","-75.14921","39.95071","-"
"POINT (-79.969799 40.42802)","5261","PA1521214","1046","29","Healthy Ride","2016","201612","S 25th St & E Carson St","S 25th St & E Carson St","Pittsburgh","PA","15212","38300","-79.969799","40.42802","-"
"POINT (-74.02107239 40.76367375)","14607","NJ0708607","1955","2","Hudson Bike Share","2018","201812","Waterfront Park - Weehawken","-","Weehawken","NJ","7086","35620","-74.02107239","40.76367375","-"
"POINT (-73.95850939 40.71745169)","296","NY1124902","-","3","Citi Bike","2015","201512","-","-","Brooklyn","NY","11249","35620","-73.95850939","40.71745169","-"
"POINT (-83.747328 42.278286)","4263","MI4810409","bcycle_arborbike_2830","4","arborbike (was to be relaunched 2020 but status unclear as of 08/2020)","2016","201612","-","E Liberty St & S 5th Ave","Ann Arbor","MI","48104","11460","-83.747328","42.278286","-"
"POINT (-105.015851 39.758565)","22852","CO8021106","bcycle_denver_2753","7","Denver B-cycle","2019","201912","-","29th and Zuni","Denver","CO","80211","19740","-105.015851","39.758565","-"
"POINT (-73.9707756 40.69795032)","21996","NY1123825","4762.05","3","Citi Bike","2019","201912","-","Flushing Ave & Vanderbilt Ave","Brooklyn","NY","11251","35620","-73.9707756","40.69795032","-"
"POINT (-75.18982 39.95576)","11373","PA1910419","bcycle_indego_3009","43","Inde'go","2017","201712","33rd & Market","3318 Market St.","Philadelphia","PA","19104","37980","-75.18982","39.95576","-"
"POINT (-77.0446 38.9154)","18108","DC2054501","31110","56","Capital Bikeshare","2018","201812","20th St & Florida Ave NW","20th St & Florida Ave NW","Washington","DC","20545","47900","-77.0446","38.9154","-"
"POINT (-73.98949474 40.69241829)","14802","NY1120118","4637.06","3","Citi Bike","2018","201812","-","Fulton St & Adams St","Brooklyn","NY","11201","35620","-73.98949474","40.69241829","-"
"POINT (-82.64963955 27.77128852)","5330","FL3370502","hub_2073","33","Coast Bike Share","2016","201612","SP - 11th Street N & Central Ave","1049 Central Avenue","St Petersburg","FL","33705","45300","-82.64963955","27.77128852","-"
"POINT (-73.97567332 40.68094472)","8664","NY1121722","4281.08","3","Citi Bike","2017","201712","-","Bergen St & Flatbush Ave","Brooklyn","NY","11217","35620","-73.97567332","40.68094472","-"
"POINT (-118.405838 34.05753272)","8098","CA9021201","1304","81","Beverly Hills Bikeshare","2016","201612","Roxbury Park Virtual Zone (free bike parking at public bike rack)","839-1033 Roxbury Drive","Beverly Hills","CA","90212","31080","-118.405838","34.05753272","-"
"POINT (-97.33079 32.75621)","9649","TX7610209","bcycle_fortworth_2233","10","Fort Worth B-cycle","2017","201712","Sundance Square North","228 East 2nd St.","Ft Worth","TX","76102","19100","-97.33079","32.75621","-"
"POINT (-87.64117 41.88338)","6977","IL6060283","91","60","Divvy","2016","201612","Clinton St & Washington Blvd","Clinton St & Washington Blvd","Chicago","IL","60602","16980","-87.64117","41.88338","-"
"POINT (-73.934903 40.681459)","3662","NY1123308","4237.01","3","Citi Bike","2016","201612","-","-","Brooklyn","NY","11233","35620","-73.934903","40.681459","-"
"POINT (-116.206418 43.611572)","16963","ID8370213","hub_699","36","Boise Green Bike","2018","201812","Fulton Street","600-798 West Fulton Street","Boise","ID","83702","14260","-116.206418","43.611572","-"
"POINT (-77.048946 38.899104)","11896","DC2003706","31127","56","Capital Bikeshare","2017","201712","-","22nd & H St NW","Washington","DC","20052","47900","-77.048946","38.899104","-"
"POINT (-87.749594 41.954468)","7446","IL6064106","589","60","Divvy","2016","201612","-","Milwaukee Ave & Cuyler Ave","Chicago","IL","60641","16980","-87.749594","41.954468","-"
"POINT (-95.97751 41.25792)","23138","NE6813105","bcycle_heartland_4234","16","Heartland B-cycle","2019","201912","44th & Farnam","44th & Farnam","Omaha","NE","68131","36540","-95.97751","41.25792","-"
"POINT (-79.94624376 37.24876918)","20015","VA2401402","4e6bf5c2-e837-4676-80a3-a3c01d6705ba","106","Roanoke","2018","201812","Crystal Spring","-","Roanoke","VA","24014","40220","-79.94624376","37.24876918","-"
"POINT (-73.997178 40.698458)","21994","NY1120129","4756.04","3","Citi Bike","2019","201912","-","Brooklyn Bridge Park - Pier 2","New York","NY","11201","35620","-73.997178","40.698458","-"
"POINT (-75.20256 39.94952)","17685","PA1910437","bcycle_indego_3152","43","Inde'go","2018","201812","40th & Woodland, Trolley Portal","3923 Woodland Ave,","Philadelphia","PA","19104","37980","-75.20256","39.94952","-"
"POINT (-122.410807 37.7604469)","11187","CA9411013","124","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2017","201712","19th St at Florida St","19th St at Florida St","San Francisco","CA","94110","41860","-122.410807","37.7604469","-"
"POINT (-122.681812 45.523741)","19348","OR9720922","hub_1588","74","BikeTown Portland","2018","201812","NW Couch at 11th","1037 Northwest Couch Street","Portland","OR","97209","38900","-122.681812","45.523741","-"
"POINT (-73.932719 40.757186)","22329","NY1110603","6614.01","3","Citi Bike","2019","201912","-","28 St & 36 Ave","Astoria","NY","11106","35620","-73.932719","40.757186","-"
"POINT (-73.990985 40.757569)","4063","NY10007306","6602.05","3","Citi Bike","2016","201612","W 42 St & 8 Ave","W 42 St & 8 Ave","New York","NY","10007","35620","-73.990985","40.757569","-"
"POINT (-114.3120468 43.67530593)","1768","ID8333320","-","35","MR Bike Share","2015","201512","harker center","712 Morning Star Road","Hailey","ID","83333","-","-114.3120468","43.67530593","-"
"POINT (-71.027448 42.379772)","3400","MA0212809","A32027","1","Hubway (03/2018 re-launched as Blue Bikes)","2016","201612","-","Chelsea St at Saratoga St","Boston","MA","2128","14460","-71.027448","42.379772","-"
"POINT (-122.397086 37.792251)","1996","CA9410515","-","42","Bay Area BikeShare (became Ford GoBike 06/28/2017 then became Bay Wheels 06/2019)","2015","201512","-","Beale at Market","San Francisco","CA","94105","41860","-122.397086","37.792251","-"
"POINT (-77.338686 38.970046)","18505","VA2019004","32209","56","Capital Bikeshare","2018","201812","North Shore & Cameron Crescent Dr/Crescent Apartments","North Shore & Cameron Crescent Dr/Crescent Apartments","Reston","VA","20190","47900","-77.338686","38.970046","-"
"POINT (-87.654947 41.794694)","21165","IL6060918","559","60","Divvy","2018","201812","-","Racine Ave & Garfield Blvd","Chicago","IL","60609","16980","-87.654947","41.794694","-"
"POINT (-81.378944 28.53817)","20851","FL3280109","hub_806","32","Juice","2018","201812","City Hall Station sponsored by VHB","400-416 South Orange Avenue","Orlando","FL","32801","36740","-81.378944","28.53817","-"
"POINT (-81.347429 28.561786)","10453","FL3280310","hub_1295","32","Juice","2017","201712","Audubon Place","2834 Plaza Terrace Drive","Orlando","FL","32803","36740","-81.347429","28.561786","-"
"POINT (-85.307269 35.036904)","2264","TN3740202","-","54","Bike Chattanooga","2015","201512","-","Market St & E 14th St","Chattanooga","TN","37402","16860","-85.307269","35.036904","-"
"POINT (-83.005912 39.990144)","12367","OH4320103","50","58","COGO","2017","201712","High St & King Ave","High St & King Ave","Columbus","OH","43201","18140","-83.005912","39.990144","-"
"POINT (-76.983575 38.897195)","6545","DC2072701","31632","56","Capital Bikeshare","2016","201612","15th & F St NE","15th & F St NE","Washington","DC","20727","47900","-76.983575","38.897195","-"
"POINT (-73.956981 40.712868)","14923","NY10007249","5267.08","3","Citi Bike","2018","201812","Grand St & Havemeyer St","Grand St & Havemeyer St","Brooklyn","NY","10007","35620","-73.956981","40.712868","-"
"POINT (-76.925907 38.897407)","12117","DC2001905","31713","56","Capital Bikeshare","2017","201712","Division Ave & Foote St NE","Division Ave & Foote St NE","Washington","DC","20019","47900","-76.925907","38.897407","-"
"POINT (-78.87241066 42.88373363)","19482","NY1420306","hub_1776","76","Reddy Bikes","2018","201812","NFTA Bus Station","181 Ellicott Street, Buffalo","Buffalo","NY","14203","15380","-78.87241066","42.88373363","-"
"POINT (-73.977724 40.729386)","3931","NY10007288","5736.09","3","Citi Bike","2016","201612","E 14 St & Avenue B","E 14 St & Avenue B","New York","NY","10007","35620","-73.977724","40.729386","-"
"POINT (-98.49773 29.38786)","16244","TX7821502","bcycle_sanantonio_2156","22","San Antonio B-cycle","2018","201812","-","600 E. Theo Ave.","San Antonio","TX","78215","41700","-98.49773","29.38786","-"
"POINT (-73.974124 40.794165)","4170","NY1002509","7365.08","3","Citi Bike","2016","201612","-","E 97 St & 3 Ave","New York","NY","10025","35620","-73.974124","40.794165","-"
"POINT (-73.994442 40.750967)","480","NY10007298","-","3","Citi Bike","2015","201512","8 Ave & W 31 St","8 Ave & W 31 St","New York","NY","10007","35620","-73.994442","40.750967","-"
"POINT (-73.963198 40.716887)","22109","NY10007320","5348.02","3","Citi Bike","2019","201912","Wythe Ave & Metropolitan Ave","Wythe Ave & Metropolitan Ave","Brooklyn","NY","10007","35620","-73.963198","40.716887","-"
"POINT (-86.73278 36.183)","4900","TN3720601","bcycle_nashville_3613","21","Nashville B-cycle","2016","201612","715 Porter Road","715 Porter Road","Nashville","TN","37206","34980","-86.73278","36.183","-"
"POINT (-73.940161 40.707677)","3799","NY1120615","5068.02","3","Citi Bike","2016","201612","-","-","Brooklyn","NY","11206","35620","-73.940161","40.707677","-"
"POINT (-87.634195 41.893832)","12527","IL6060253","53","60","Divvy","2017","201712","Wells St & Erie St","Wells St & Erie St","Chicago","IL","60602","16980","-87.634195","41.893832","-"
"POINT (-80.00186 40.43903)","1560","PA1521248","-","29","Healthy Ride","2015","201512","Third Ave & Wood St","Third Ave & Wood St","Pittsburgh","PA","15212","38300","-80.00186","40.43903","-"
"POINT (-84.507253 39.105309)","6713","OH4520214","bcycle_cincyredbike_2799","57","Cincy RedBike Bike","2016","201612","8th & Broadway","8th St and Broadway St","Cincinnati","OH","45202","17140","-84.507253","39.105309","-"
"POINT (-79.985893 40.449631)","16502","PA1521217","1016","29","Healthy Ride","2018","201812","17th St & Penn Ave","17th St & Penn Ave","Pittsburgh","PA","15212","38300","-79.985893","40.449631","-"
"POINT (-95.38571 29.77911)","1106","TX7700604","-","17","Houston B-cycle","2015","201512","Taft & Fairview","2401 Taft St.","Houston","TX","77006","26420","-95.38571","29.77911","-"
"POINT (-80.190547 25.768483)","15597","FL3313501","618","5","Citi Bike Miami","2018","201812","SE 5th Street Brickell Ave","SE 5th Street Brickell Ave","Miami","FL","33135","33100","-80.190547","25.768483","-"
"POINT (-95.76346636 39.01268578)","10578","KS6661413","hub_1720","34","Topeka Metro Bikes","2017","201712","HyVee Grocery","3001 Southwest Wanamaker Road","Topeka","KS","66614","45820","-95.76346636","39.01268578","-"
"POINT (-118.193437 33.772704)","19102","CA9080226","1444","72","Long Beach, CA Bikeshare","2018","201812","Pacific/5th","454 Pacific Avenue","Long Beach","CA","90802","31080","-118.193437","33.772704","-"
"POINT (-79.95763779 40.47603982)","16577","PA1520105","49561","29","Healthy Ride","2018","201812","Butler St & 48th St","-","Pittsburgh","PA","15201","38300","-79.95763779","40.47603982","-"
"POINT (-93.233092 44.947329)","10268","MN5540612","30161","25","Nice Ride Minnesota (became partially dockless in 2018)","2017","201712","-","27th Ave S & Minnehaha Ave","Minneapolis","MN","55406","33460","-93.233092","44.947329","-"
"POINT (-84.33375031 33.76488902)","13644","GA3030713","hub_3922","77","Relay Bike Share","2017","201712","VIRTUAL HUB - CANDLER PARK MARKET","1636-1638 McLendon Avenue Northeast","Atlanta","GA","30307","12060","-84.33375031","33.76488902","-"
"POINT (-95.73065221 39.00621229)","23898","KS6661417","hub_2048","34","Topeka Metro Bikes","2019","201912","Blue Dot","4402 Southwest 34th Street","Topeka","KS","66614","45820","-95.73065221","39.00621229","-"
"POINT (-87.643909 41.878287)","12571","IL6060297","107","60","Divvy","2017","201712","Desplaines St & Jackson Blvd","Desplaines St & Jackson Blvd","Chicago","IL","60602","16980","-87.643909","41.878287","-"
"POINT (-73.938037 40.682601)","21909","NY1121608","4278.03","3","Citi Bike","2019","201912","-","-","Brooklyn","NY","11216","35620","-73.938037","40.682601","-"
"POINT (-97.3113 32.74578)","15753","TX7610210","bcycle_fortworth_2229","10","Fort Worth B-cycle","2018","201812","The T Offices","1600 East Lancaster","Ft Worth","TX","76102","19100","-97.3113","32.74578","-"
"POINT (-71.07345872 42.29916498)","21440","MA0212408","C32042","1","Hubway (03/2018 re-launched as Blue Bikes)","2019","201912","Washington St at Bradlee St","-","Boston","MA","2124","14460","-71.07345872","42.29916498","-"
"POINT (-74.051788 40.742677)","15441","NJ0730704","JC024","3","Citi Bike","2018","201812","-","-","Jersey City","NJ","7307","35620","-74.051788","40.742677","-"
"POINT (-73.991475 40.722293)","348","NY1000768","-","3","Citi Bike","2015","201512","Stanton St & Chrystie St","Stanton St & Chrystie St","New York","NY","10007","35620","-73.991475","40.722293","-"
"POINT (-73.961458 40.682232)","3667","NY10007155","4263.1","3","Citi Bike","2016","201612","Fulton St & Grand Ave","Fulton St & Grand Ave","Brooklyn","NY","10007","35620","-73.961458","40.682232","-"
"POINT (-95.99057 41.26522)","4730","NE6813201","bcycle_heartland_2891","16","Heartland B-cycle","2016","201612","50th & Underwood","5002 Underwood Ave","Omaha","NE","68132","36540","-95.99057","41.26522","-"
