"company_name","company_name_additional","doing_business_as_dba","street_address","zip_code","first_issue_date","permit_start_date","permit_end_date","licensed_capacity","monday_opening","monday_close","tuesday_opening","tuesday_close","wednesday_opening","wednesday_close","thursday_opening","thursday_close","friday_opening","friday_close","saturday_opening","saturday_close","sunday_opening","sunday_close"
"Luna Azteca Mexican Restaurant, Inc.",,"Jose's Mexican Restaurant","131 Sherman St","02140","2006-06-28T17:17:10.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","98","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Sodexo Operations, LLC",,"Sodexo Operations, LLC","675 West Kendall Street","02142","2006-07-07T15:05:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","40","02:30:00","12:00:00","02:30:00","12:00:00","02:30:00","12:00:00","02:30:00","12:00:00","02:30:00","12:00:00",,,,
"American Repertory Theatre Company, Inc",,"American Repertory Theatre Com","2 Arrow Street","02138","2006-07-14T13:51:56.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","327","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Mass Chicken, LLC",,"Mass Chicken","736 Mass Avenue","02139","2006-08-07T15:52:53.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","24","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","22:00:00","06:00:00","22:00:00","07:00:00","17:00:00"
"ZRC Operating Company",,"Qdoba Mexican Eats","1280 Massachusetts","02138","2006-09-19T13:02:43.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","65","05:30:00","18:00:00","05:30:00","18:00:00","05:30:00","18:00:00","05:30:00","18:00:00","05:30:00","18:00:00","05:30:00","18:00:00","05:30:00","17:00:00"
"Starbucks Corporation",,"Starbucks Coffee Company #11684","750 Memorial Drive","02139","2006-10-13T12:45:48.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","20","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00","00:00:00","19:00:00"
"286 Franklin Street, Inc.","286 Franklin Street, Inc.","Andala Coffee House","286 Franklin St","02139","2006-10-17T15:10:15.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","127","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"The Cheesecake Factory Restaurants, Inc",,"The Cheesecake Factory Of Cambridge","100 Cambridgeside Place","02141","2006-11-03T15:05:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","262","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","19:30:00","06:00:00","19:30:00","05:00:00","18:00:00"
"C.T.Y. Corporation",,"Guangzhou Restaurant","1220 Cambridge Street","02139","2007-01-08T18:16:45.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","06:30:00","20:00:00","06:30:00","20:00:00","06:30:00","20:00:00","06:30:00","20:00:00","06:30:00","20:00:00","06:30:00","20:00:00","06:30:00","20:00:00"
"Hoppy, Inc.",,"Daedalus","45 1/2 Mt Auburn St","02139","2007-01-18T18:23:32.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","148","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","18:00:00","20:00:00"
"Postdoc Ventures, LLC",,"Berryline","3 Arrow Street","02138","2007-06-25T17:53:09.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","5","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","17:00:00"
"Classic Restaurant Concepts, LLC",,"The Asgard Irish Pub & Restaurant","350 Mass Avenue","02139","2007-07-11T13:16:28.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","203","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","20:00:00"
"Flying Toad, Inc",,"Cambridge Common","1667-1673 Mass Avenue","02138","2007-08-06T19:48:04.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","246","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Grendel's Den Inc",,"Grendel's Den","89 Winthrop Street","02138","2007-08-08T16:19:58.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Grangusto, LLC","Grangusto, LLC","Grangusto At The Brickyard","84 Sherman Street","02140","2007-08-27T14:10:58.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","62","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","19:00:00","03:00:00","19:00:00","03:00:00","19:00:00","03:00:00","19:00:00"
"Legal Sea Foods, LLC",,"Legal Sea Foods","20 University Road","02138","2007-09-21T15:07:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","243","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Legal Sea Foods, LLC",,"Legal Sea Foods","5 Bennett St","02138","2007-09-25T14:09:52.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","91","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Mo Ventures, Inc.",,"Sofra","1 Belmont St","02138","2007-10-11T18:59:15.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","30","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"JZ LLC",,"Mexicali Burrito Co.","500 Technology Square","02139","2007-11-08T21:19:11.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","28","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"Khush Enterprises, Inc.",,"Desi Dhaba","401 Massachusetts Avenue","02139","2007-12-11T14:32:05.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","76","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00"
"Chipotle Mexican Grill Of Colorado LLC",,"Chipotle Mexican Grill","One Brattle Square","02138","2007-12-17T15:04:43.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","67","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"Crema, LLC.",,"Crema Cafe","27 Brattle Street","02138","2007-12-17T15:05:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00","01:00:00","21:00:00"
"Legal Sea Foods, LLC",,"Legal Sea Foods","33 Everett Street","02134","2008-03-19T14:07:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","305","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Tomolly, Inc.",,"Charlie's Kitchen/The Red House Restaurant","10 Eliot Street","02138","2008-05-06T17:17:29.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","264","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","07:00:00","20:00:00"
"Restaurant Associates LLC",,"Restaurant Associates @ Harvard","14 Everett St","02138","2008-06-30T20:33:45.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","426","02:30:00","17:00:00","02:30:00","17:00:00","02:30:00","17:00:00","02:30:00","17:00:00","02:30:00","17:00:00","02:30:00","17:00:00","02:30:00","17:00:00"
"Central Square Theater, Inc.",,"Central Square Theater","450 Mass Ave","02139","2008-07-24T18:04:49.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","247","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Improvisation Center of Boston, Inc",,"Improvboston","40 Prospect St","02139","2008-01-07T19:33:37.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","155","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Diamond Restaurant Group, Inc",,"All Star Sandwich Bar","1245 Cambridge Street","02139","2008-07-24T19:34:12.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","34","06:00:00","16:00:00","06:00:00","16:00:00","06:00:00","16:00:00","06:00:00","16:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","15:00:00"
"Craigie Bistrot, LLC",,"Craigie On Main","853 Main St","02139","2008-08-05T14:34:28.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","99","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"JMRSS Restaurants, Inc",,"Tavern In The Square Porter","37 Woodward Street","02149","2008-08-19T15:10:07.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","180","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"City Girl Gourmet, Inc.",,"City Girl Caffe","204 Hampshire St","02139","2008-09-02T14:02:08.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"S & S Restaurant And Deli., Inc","S&S Restaurant and Deli, Inc.","S & S Restaurant And Deli.","1334 Cambridge Street","02139","2008-09-03T14:00:22.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","306","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","05:00:00","20:00:00"
,"Atomic Bean Cafe","Atomic Bean Cafe","902-904 Massachusetts Avenue","02139","2008-09-11T14:25:21.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","02:00:00","17:00:00"
"Greek American Political Club Of Mass",,"Greek American Political Club","19 Albion Ave","02180","2008-09-17T13:50:43.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","357",,"20:00:00",,"20:00:00",,"20:00:00",,"21:00:00",,"21:00:00",,"21:00:00",,"20:00:00"
"Postdoc Ventures, LLC",,"Berryline","1668 Mass Avenue","02138","2008-11-10T20:54:33.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","19","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","17:00:00","07:00:00","18:00:00","07:00:00","18:00:00","07:00:00","17:00:00"
"Church Street Creole Café, Inc.",,"Border Cafe","109 North Fairfax Street","22314","2008-12-04T20:35:54.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","289","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","19:00:00"
"Amelia's Trattoria II, LLC",,"Amelia's Trattoria","111 Harvard St","02139","2008-12-15T15:18:28.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","39","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Paulmino, Inc.",,"7-Eleven","600 Technology Sq.","02138","2009-01-23T14:00:35.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","12","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00","19:00:00"
"Wagamama Boston One, LLC",,"Wagamama","57 Jfk. St","02138","2009-01-25T15:36:16.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","136","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Chipolte Mexican Grill of Colorado, LLC",,"Chipotle Mexican Grill","227 Alewife Brook Pkwy","02138","2009-04-14T19:56:46.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","58","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"Golden Toad Inc",,"Christopher's","1912-1920 Mass Avenue","02140","2009-05-21T19:24:13.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","326","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Checkraise, LLC",,"Lord Hobo","92 Hampshire Street","02139","2009-06-08T19:03:48.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","95","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Brattle Film Foundation, Inc.",,"Brattle Theatre","40 Brattle Street","02138","2009-06-09T15:49:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","247","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Lowhill, Inc.",,"Joe Sent Me","2388 Mass Avenue","02140","2009-07-01T13:57:25.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","65","07:00:00","20:00:00","07:00:00","20:00:00","07:00:00","20:00:00","07:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Inman Exchange, Inc.",,"The Ginger Exchange","1287 Cambridge St","02139","2009-07-06T14:08:26.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","80","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Shogun Japanese Steak House, Inc.","Shogun Japanese Steak House, Inc.","Bisuteki Tokyo Japanese Steak","59 Bower Road","02169","2009-09-17T17:56:38.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","98","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Asmara Restaurant, Inc",,"Asmara Restaurant","739 Mass Ave","02139","2009-09-21T17:33:42.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","07:00:00","20:00:00"
"Dado Tea 50 Church St, LLC",,"Dado Tea & Coffee","50 Church Street","02138","2009-09-23T17:59:42.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","35","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","17:00:00","03:00:00","16:00:00"
"Zavoo, Inc.","Zavoo, Inc.","Evoo/Za","19 Lewis St, #3","02143","2009-10-15T18:18:24.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","227","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","21:00:00","06:00:00","20:00:00"
"P.F. Chang's China Bistro, Inc.",,"P.F. Chang's China Bistro","100 Cambridgeside Place","02141","2009-10-16T12:46:30.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","148","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","06:00:00","20:00:00"
"Hoppy, LLC",,"The Boathouse","33 Gilbert Road","02478","2009-11-16T16:03:26.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","39","06:00:00","21:30:00","06:00:00","21:30:00","06:00:00","21:30:00","06:00:00","21:30:00","06:00:00","21:30:00","06:00:00","21:30:00","18:00:00","21:30:00"
"Museum of Science",,"Museum Of Science","2-14 Monsignor O'Brien Highway","02141","2009-06-16T18:05:41.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","500","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00"
"Deanta Corporation, Inc.",,"Phoenix Landing","512 Mass Ave","02139","2009-11-30T13:52:25.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","146","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","20:00:00","03:00:00","21:00:00","03:00:00","21:00:00","03:00:00","21:00:00","06:00:00","20:00:00"
"Wahoo, Inc.",,"Genki Ya","231 Alewife Brook Pkwy","02138","2010-03-15T04:00:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00"
"Panda Express, Inc.",,"Panda Express #2557","1683 Walnut Grove Ave","91770","2015-11-19T05:00:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","1","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00"
"Aramark Educational Services, LLC",,"Aramark Educational Services, LLC","325 Main Street","02142","2015-12-08T05:00:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","96","02:00:00","13:00:00","02:00:00","13:00:00","02:00:00","13:00:00","02:00:00","13:00:00","02:00:00","13:00:00",,,,
"BGR Hospitality, LLC",,"Blaze Fast Fire'd Pizza","One Canal Park","02142","2016-06-03T04:00:00.000","2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","64","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00","06:00:00","17:00:00"
"1071 Cambridge Street, LLC",,"Bisq","1071 Cambridge Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","49","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00"
"450 Kendall Hospitality, Inc.",,"Glass House","450 Kendall Street","02141",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","240","02:00:00","20:00:00","02:00:00","20:00:00","02:00:00","20:00:00","02:00:00","20:00:00","02:00:00","20:00:00","02:00:00","20:00:00","02:00:00","20:00:00"
"A M American International, Inc.",,"Beauty's Pizza","187 Hampshire Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","20","01:00:00","22:00:00","01:00:00","22:00:00","01:00:00","22:00:00","01:00:00","22:00:00","01:00:00","22:00:00","01:00:00","22:00:00","01:00:00","22:00:00"
"Alexandra Falafel, LLC",,"Falafel Corner","8 1/2 Eliot Street","02138",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","14","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","22:00:00","06:00:00","19:00:00"
"Alive & Kickin Lobsters, LLC",,"Alive & Kickin Lobsters","273 Putnam Avenue","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","36","06:00:00","13:00:00","06:00:00","13:00:00","06:00:00","13:00:00","06:00:00","13:00:00","06:00:00","13:00:00","06:00:00","13:00:00","06:00:00","13:00:00"
"Aramark Corporation",,"Aramark @ Takeda Pharmaceuticals","64 Grant Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","32","02:00:00","11:30:00","02:00:00","11:30:00","02:00:00","11:30:00","02:00:00","11:30:00","02:00:00","11:30:00",,,,
"Aramark Services, Inc.",,"Aramark @ Biogen IDEC","225 Binney Street","02142",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","320","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00","01:00:00","12:00:00",,,,
"Aramark","Aramark @ Millennium Pharmaceuticals","Aramark @ Millennium Pharmaceuticals","35 Landsdowne Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","166","01:00:00","13:00:00","01:00:00","13:00:00","01:00:00","13:00:00","01:00:00","13:00:00","01:00:00","13:00:00","01:00:00","13:00:00","01:00:00","13:00:00"
"Area Four Operating, LLC",,"Area Four","500 Technology Square","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","125","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","21:00:00","06:00:00","21:00:00","05:00:00","21:00:00","05:00:00","20:00:00"
"Auror, LLC",,"Flat Patties","36 Arlington Road","02481",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","38","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00"
"B&B Restaurant Group, Inc.",,"Primo Pizza & Roast Beef","783 Main Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00","06:00:00","18:00:00"
"B. Good, LLC",,"b good","301 Third St","02141",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","42","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00","02:00:00","16:00:00"
"Bao & Mein, Inc.","Bao & Mein, Inc.","Shabu & Mein","1 Rogers St","02142",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","88","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00","05:00:00","20:00:00"
"Baraka, Inc.",,"Baraka Cafe","1728 Mass Ave","02138",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","45","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00","05:00:00","17:00:00"
"Barismo, Inc.",,"barismo","295 Third Street","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","105","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00","02:00:00","18:00:00"
"Barismo, Inc.",,"Barismo","364 Broadway","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","40","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00","02:00:00","14:00:00"
"BBC of Cambridge, LLC",,"Boston Burger Company","1105 Mass Ave","02138",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","72","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00"
,"Beantown Taqueria","Bab al-Amaud Caffe","148 Western Avenue","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","18","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00","05:00:00","18:00:00"
"Benedetto, Inc.","Benedetto, Inc.","Benedetto","One Bennett St","02138",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","207","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00","12:00:00","20:00:00"
"Boca Burrito Corporation",,"Boca Grande Restaurant","149 First St","02142",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","23","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00","03:00:00","18:00:00"
"Bon Me Foods, LLC",,"Bon Me","One Kendall Sq #B3105","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","16","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00","02:00:00","21:00:00"
"Bondir Restaurant Inc","Bondir Restaurant Inc","Bondir Restaurant","118 Hancock St #2","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","28","06:30:00","19:30:00","06:30:00","19:30:00","06:30:00","19:30:00","06:30:00","19:30:00","06:30:00","19:30:00","06:30:00","19:30:00","06:30:00","19:30:00"
"Boston BBQ Company, LLC",,"Smoke Shop","One Kendall Sq #100","02139",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","189","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00","06:00:00","20:00:00"
"Boston Tea Stop, LLC",,"Boston Tea Stop","54 JFK Street","02138",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","15","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00","07:30:00","18:30:00"
"Bourbon Lesley, LLC",,"Bourbon Coffee","1815 Massachusetts Ave","02140",,"2017-01-01T05:00:00.000","2018-01-01T04:59:59.000","75","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00","01:00:00","17:00:00"
