"year","zone","sex","age_group","population","prevalence","crude_prevalence_rate"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","10451","750","7.18"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","14112","908","6.43"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","17375","1029","5.92"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","14749","880","5.97"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","8390","527","6.28"
"2012-01-01T00:00:00.000","Zone 1 - Western","M","80 +","4451","277","6.22"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","0 to 9","18035","1225","6.79"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","10 to 19","22540","4161","18.46"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","29009","5074","17.49"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","30190","4021","13.32"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32832","4083","12.44"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","33973","4453","13.11"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","25180","3329","13.22"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","13946","1691","12.13"
"2013-01-01T00:00:00.000","Zone 4 - Central","F","80 +","10844","995","9.18"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","0 to 9","19126","1807","9.45"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","10 to 19","23406","5704","24.37"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","29110","5586","19.19"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","28276","2516","8.90"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","30704","2125","6.92"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","32908","2269","6.89"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","23442","1569","6.69"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","12213","880","7.21"
"2013-01-01T00:00:00.000","Zone 4 - Central","M","80 +","6317","411","6.51"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","0 to 9","6689","418","6.25"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","10 to 19","8193","1510","18.43"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8468","1441","17.02"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9109","989","10.86"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","11166","1066","9.55"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","14645","1300","8.88"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","12675","1252","9.88"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","7719","740","9.59"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","5873","407","6.93"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","0 to 9","6969","656","9.41"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","10 to 19","8688","2124","24.45"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","8942","1690","18.90"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9109","691","7.59"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","10916","589","5.40"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","14104","755","5.35"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","12717","656","5.16"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","7050","422","5.99"
"2013-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3380","195","5.77"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","0 to 9","6707","431","6.43"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","10 to 19","7844","1355","17.27"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8120","1397","17.20"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9155","1216","13.28"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","11337","1292","11.40"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","13207","1383","10.47"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","10965","1182","10.78"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","6434","624","9.70"
"2013-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","5115","379","7.41"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","0 to 9","7030","622","8.85"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","10 to 19","8425","1991","23.63"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8459","1568","18.54"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","8890","689","7.75"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","11144","625","5.61"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12912","744","5.76"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","10903","555","5.09"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","6044","297","4.91"
"2013-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","3051","185","6.06"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","0 to 9","7527","540","7.17"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","10 to 19","9447","1765","18.68"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","10020","1736","17.33"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","10937","1442","13.18"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","14076","1596","11.34"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","18248","1944","10.65"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","15534","1777","11.44"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","9342","885","9.47"
"2013-01-01T00:00:00.000","Zone 1 - Western","F","80 +","7196","578","8.03"
"2013-01-01T00:00:00.000","Zone 1 - Western","M","0 to 9","7873","732","9.30"
