"weight","sex","gestational_age","year","count"
"3250-3499","MALE","42+","2016","2"
"3250-3499","MALE","42+","2017","1"
"3250-3499","MALE","42+","2018","2"
"3250-3499","MALE","42+","2019","3"
"3250-3499","MALE","42+","2020","3"
"3250-3499","MALE","42+","2021","1"
"3500-3749","FEMALE","<20","2016","0"
"3500-3749","FEMALE","<20","2017","0"
"3500-3749","FEMALE","<20","2018","0"
"3500-3749","FEMALE","<20","2019","0"
"3500-3749","FEMALE","<20","2020","0"
"3500-3749","FEMALE","<20","2021","0"
"3500-3749","FEMALE","20-27","2016","0"
"3500-3749","FEMALE","20-27","2017","0"
"3500-3749","FEMALE","20-27","2018","0"
"3500-3749","FEMALE","20-27","2019","0"
"3500-3749","FEMALE","20-27","2020","0"
"3500-3749","FEMALE","20-27","2021","0"
"3500-3749","FEMALE","28-36","2016","9"
"3500-3749","FEMALE","28-36","2017","1"
"3500-3749","FEMALE","28-36","2018","5"
"3500-3749","FEMALE","28-36","2019","6"
"3500-3749","FEMALE","28-36","2020","2"
"3500-3749","FEMALE","28-36","2021","4"
"3500-3749","FEMALE","37-41","2016","654"
"3500-3749","FEMALE","37-41","2017","600"
"3500-3749","FEMALE","37-41","2018","607"
"3500-3749","FEMALE","37-41","2019","616"
"3500-3749","FEMALE","37-41","2020","615"
"3500-3749","FEMALE","37-41","2021","597"
"3500-3749","FEMALE","42+","2016","6"
"3500-3749","FEMALE","42+","2017","2"
"3500-3749","FEMALE","42+","2018","2"
"3500-3749","FEMALE","42+","2019","3"
"3500-3749","FEMALE","42+","2020","6"
"3500-3749","FEMALE","42+","2021","4"
"3500-3749","MALE","<20","2016","0"
"3500-3749","MALE","<20","2017","0"
"3500-3749","MALE","<20","2018","0"
"3500-3749","MALE","<20","2019","0"
"3500-3749","MALE","<20","2020","0"
"3500-3749","MALE","<20","2021","0"
"3500-3749","MALE","20-27","2016","0"
"3500-3749","MALE","20-27","2017","0"
"3500-3749","MALE","20-27","2018","0"
"3500-3749","MALE","20-27","2019","0"
"3500-3749","MALE","20-27","2020","0"
"3500-3749","MALE","20-27","2021","0"
"3500-3749","MALE","28-36","2016","6"
"3500-3749","MALE","28-36","2017","6"
"3500-3749","MALE","28-36","2018","4"
"3500-3749","MALE","28-36","2019","5"
"3500-3749","MALE","28-36","2020","5"
"3500-3749","MALE","28-36","2021","8"
"3500-3749","MALE","37-41","2016","753"
"3500-3749","MALE","37-41","2017","755"
"3500-3749","MALE","37-41","2018","772"
"3500-3749","MALE","37-41","2019","694"
"3500-3749","MALE","37-41","2020","720"
"3500-3749","MALE","37-41","2021","709"
"3500-3749","MALE","42+","2016","10"
"3500-3749","MALE","42+","2017","1"
"3500-3749","MALE","42+","2018","3"
"3500-3749","MALE","42+","2019","5"
"3500-3749","MALE","42+","2020","3"
"3500-3749","MALE","42+","2021","3"
"3750-3999","FEMALE","<20","2016","0"
"3750-3999","FEMALE","<20","2017","0"
"3750-3999","FEMALE","<20","2018","0"
"3750-3999","FEMALE","<20","2019","0"
"3750-3999","FEMALE","<20","2020","0"
"3750-3999","FEMALE","<20","2021","0"
"3750-3999","FEMALE","20-27","2016","0"
"3750-3999","FEMALE","20-27","2017","0"
"3750-3999","FEMALE","20-27","2018","0"
"3750-3999","FEMALE","20-27","2019","0"
"3750-3999","FEMALE","20-27","2020","0"
"3750-3999","FEMALE","20-27","2021","0"
"3750-3999","FEMALE","28-36","2016","3"
"3750-3999","FEMALE","28-36","2017","0"
"3750-3999","FEMALE","28-36","2018","3"
"3750-3999","FEMALE","28-36","2019","1"
"3750-3999","FEMALE","28-36","2020","1"
"3750-3999","FEMALE","28-36","2021","7"
"3750-3999","FEMALE","37-41","2016","407"
"3750-3999","FEMALE","37-41","2017","403"
"3750-3999","FEMALE","37-41","2018","409"
"3750-3999","FEMALE","37-41","2019","395"
"3750-3999","FEMALE","37-41","2020","380"
"3750-3999","FEMALE","37-41","2021","394"
"3750-3999","FEMALE","42+","2016","4"
"3750-3999","FEMALE","42+","2017","7"
"3750-3999","FEMALE","42+","2018","6"
"3750-3999","FEMALE","42+","2019","2"
"3750-3999","FEMALE","42+","2020","2"
"3750-3999","FEMALE","42+","2021","1"
"3750-3999","MALE","<20","2016","0"
"3750-3999","MALE","<20","2017","0"
"3750-3999","MALE","<20","2018","0"
"3750-3999","MALE","<20","2019","0"
"3750-3999","MALE","<20","2020","0"
"3750-3999","MALE","<20","2021","0"
"3750-3999","MALE","20-27","2016","0"
"3750-3999","MALE","20-27","2017","0"
"3750-3999","MALE","20-27","2018","0"
"3750-3999","MALE","20-27","2019","0"
"3750-3999","MALE","20-27","2020","0"
"3750-3999","MALE","20-27","2021","0"
"3750-3999","MALE","28-36","2016","3"
"3750-3999","MALE","28-36","2017","4"
"3750-3999","MALE","28-36","2018","2"
"3750-3999","MALE","28-36","2019","6"
"3750-3999","MALE","28-36","2020","5"
"3750-3999","MALE","28-36","2021","1"
"3750-3999","MALE","37-41","2016","569"
"3750-3999","MALE","37-41","2017","572"
"3750-3999","MALE","37-41","2018","500"
"3750-3999","MALE","37-41","2019","535"
"3750-3999","MALE","37-41","2020","527"
"3750-3999","MALE","37-41","2021","539"
"3750-3999","MALE","42+","2016","6"
"3750-3999","MALE","42+","2017","6"
"3750-3999","MALE","42+","2018","2"
"3750-3999","MALE","42+","2019","4"
"3750-3999","MALE","42+","2020","1"
"3750-3999","MALE","42+","2021","1"
"4000-4249","FEMALE","<20","2016","0"
"4000-4249","FEMALE","<20","2017","0"
"4000-4249","FEMALE","<20","2018","0"
"4000-4249","FEMALE","<20","2019","0"
"4000-4249","FEMALE","<20","2020","0"
"4000-4249","FEMALE","<20","2021","0"
"4000-4249","FEMALE","20-27","2016","0"
"4000-4249","FEMALE","20-27","2017","0"
"4000-4249","FEMALE","20-27","2018","0"
"4000-4249","FEMALE","20-27","2019","0"
"4000-4249","FEMALE","20-27","2020","0"
"4000-4249","FEMALE","20-27","2021","0"
"4000-4249","FEMALE","28-36","2016","1"
"4000-4249","FEMALE","28-36","2017","1"
"4000-4249","FEMALE","28-36","2018","1"
"4000-4249","FEMALE","28-36","2019","0"
"4000-4249","FEMALE","28-36","2020","2"
"4000-4249","FEMALE","28-36","2021","1"
"4000-4249","FEMALE","37-41","2016","201"
"4000-4249","FEMALE","37-41","2017","189"
"4000-4249","FEMALE","37-41","2018","184"
"4000-4249","FEMALE","37-41","2019","174"
"4000-4249","FEMALE","37-41","2020","188"
"4000-4249","FEMALE","37-41","2021","177"
"4000-4249","FEMALE","42+","2016","3"
"4000-4249","FEMALE","42+","2017","2"
"4000-4249","FEMALE","42+","2018","3"
"4000-4249","FEMALE","42+","2019","0"
"4000-4249","FEMALE","42+","2020","3"
"4000-4249","FEMALE","42+","2021","2"
"4000-4249","MALE","<20","2016","0"
"4000-4249","MALE","<20","2017","0"
"4000-4249","MALE","<20","2018","0"
"4000-4249","MALE","<20","2019","0"
"4000-4249","MALE","<20","2020","0"
"4000-4249","MALE","<20","2021","0"
"4000-4249","MALE","20-27","2016","0"
"4000-4249","MALE","20-27","2017","0"
"4000-4249","MALE","20-27","2018","0"
"4000-4249","MALE","20-27","2019","0"
"4000-4249","MALE","20-27","2020","0"
"4000-4249","MALE","20-27","2021","0"
"4000-4249","MALE","28-36","2016","4"
"4000-4249","MALE","28-36","2017","2"
"4000-4249","MALE","28-36","2018","1"
"4000-4249","MALE","28-36","2019","1"
"4000-4249","MALE","28-36","2020","1"
"4000-4249","MALE","28-36","2021","2"
"4000-4249","MALE","37-41","2016","309"
"4000-4249","MALE","37-41","2017","285"
"4000-4249","MALE","37-41","2018","291"
"4000-4249","MALE","37-41","2019","273"
"4000-4249","MALE","37-41","2020","271"
"4000-4249","MALE","37-41","2021","265"
"4000-4249","MALE","42+","2016","2"
"4000-4249","MALE","42+","2017","3"
"4000-4249","MALE","42+","2018","1"
"4000-4249","MALE","42+","2019","3"
"4000-4249","MALE","42+","2020","1"
"4000-4249","MALE","42+","2021","3"
"4250-4499","FEMALE","<20","2016","0"
"4250-4499","FEMALE","<20","2017","0"
"4250-4499","FEMALE","<20","2018","0"
"4250-4499","FEMALE","<20","2019","0"
"4250-4499","FEMALE","<20","2020","0"
"4250-4499","FEMALE","<20","2021","0"
"4250-4499","FEMALE","20-27","2016","0"
"4250-4499","FEMALE","20-27","2017","0"
"4250-4499","FEMALE","20-27","2018","0"
"4250-4499","FEMALE","20-27","2019","0"
"4250-4499","FEMALE","20-27","2020","0"
"4250-4499","FEMALE","20-27","2021","0"
"4250-4499","FEMALE","28-36","2016","1"
"4250-4499","FEMALE","28-36","2017","0"
"4250-4499","FEMALE","28-36","2018","0"
"4250-4499","FEMALE","28-36","2019","1"
"4250-4499","FEMALE","28-36","2020","0"
"4250-4499","FEMALE","28-36","2021","0"
"4250-4499","FEMALE","37-41","2016","119"
"4250-4499","FEMALE","37-41","2017","95"
"4250-4499","FEMALE","37-41","2018","95"
"4250-4499","FEMALE","37-41","2019","79"
"4250-4499","FEMALE","37-41","2020","84"
"4250-4499","FEMALE","37-41","2021","70"
"4250-4499","FEMALE","42+","2016","0"
"4250-4499","FEMALE","42+","2017","2"
"4250-4499","FEMALE","42+","2018","3"
"4250-4499","FEMALE","42+","2019","0"
"4250-4499","FEMALE","42+","2020","1"
"4250-4499","FEMALE","42+","2021","0"
"4250-4499","MALE","<20","2016","0"
"4250-4499","MALE","<20","2017","0"
"4250-4499","MALE","<20","2018","0"
"4250-4499","MALE","<20","2019","0"
"4250-4499","MALE","<20","2020","0"
"4250-4499","MALE","<20","2021","0"
"4250-4499","MALE","20-27","2016","0"
"4250-4499","MALE","20-27","2017","0"
"4250-4499","MALE","20-27","2018","0"
"4250-4499","MALE","20-27","2019","0"
"4250-4499","MALE","20-27","2020","0"
"4250-4499","MALE","20-27","2021","0"
"4250-4499","MALE","28-36","2016","2"
"4250-4499","MALE","28-36","2017","1"
"4250-4499","MALE","28-36","2018","1"
"4250-4499","MALE","28-36","2019","2"
"4250-4499","MALE","28-36","2020","1"
"4250-4499","MALE","28-36","2021","3"
"4250-4499","MALE","37-41","2016","171"
"4250-4499","MALE","37-41","2017","183"
"4250-4499","MALE","37-41","2018","159"
"4250-4499","MALE","37-41","2019","155"
"4250-4499","MALE","37-41","2020","152"
"4250-4499","MALE","37-41","2021","154"
"4250-4499","MALE","42+","2016","1"
"4250-4499","MALE","42+","2017","2"
"4250-4499","MALE","42+","2018","2"
"4250-4499","MALE","42+","2019","2"
"4250-4499","MALE","42+","2020","2"
"4250-4499","MALE","42+","2021","1"
"4500-4749","FEMALE","<20","2016","0"
"4500-4749","FEMALE","<20","2017","0"
"4500-4749","FEMALE","<20","2020","0"
"4500-4749","FEMALE","<20","2021","0"
"4500-4749","FEMALE","20-27","2016","0"
"4500-4749","FEMALE","20-27","2017","0"
"4500-4749","FEMALE","20-27","2020","0"
"4500-4749","FEMALE","20-27","2021","0"
"4500-4749","FEMALE","28-36","2016","0"
"4500-4749","FEMALE","28-36","2017","0"
"4500-4749","FEMALE","28-36","2020","1"
"4500-4749","FEMALE","28-36","2021","0"
"4500-4749","FEMALE","37-41","2016","41"
"4500-4749","FEMALE","37-41","2017","27"
"4500-4749","FEMALE","37-41","2020","35"
"4500-4749","FEMALE","37-41","2021","32"
"4500-4749","FEMALE","42+","2016","2"
"4500-4749","FEMALE","42+","2017","0"
"4500-4749","FEMALE","42+","2020","0"
"4500-4749","FEMALE","42+","2021","0"
"4500-4749","MALE","<20","2016","0"
"4500-4749","MALE","<20","2017","0"
"4500-4749","MALE","<20","2020","0"
"4500-4749","MALE","<20","2021","0"
"4500-4749","MALE","20-27","2016","0"
"4500-4749","MALE","20-27","2017","0"
"4500-4749","MALE","20-27","2020","0"
"4500-4749","MALE","20-27","2021","0"
"4500-4749","MALE","28-36","2016","0"
"4500-4749","MALE","28-36","2017","1"
"4500-4749","MALE","28-36","2020","0"
"4500-4749","MALE","28-36","2021","0"
"4500-4749","MALE","37-41","2016","73"
"4500-4749","MALE","37-41","2017","61"
"4500-4749","MALE","37-41","2020","53"
"4500-4749","MALE","37-41","2021","51"
"4500-4749","MALE","42+","2016","0"
"4500-4749","MALE","42+","2017","0"
"4500-4749","MALE","42+","2020","0"
"4500-4749","MALE","42+","2021","3"
"4500-4749-","FEMALE","<20","2018","0"
"4500-4749-","FEMALE","<20","2019","0"
"4500-4749-","FEMALE","20-27","2018","0"
"4500-4749-","FEMALE","20-27","2019","0"
"4500-4749-","FEMALE","28-36","2018","0"
"4500-4749-","FEMALE","28-36","2019","0"
"4500-4749-","FEMALE","37-41","2018","26"
"4500-4749-","FEMALE","37-41","2019","17"
"4500-4749-","FEMALE","42+","2018","0"
"4500-4749-","FEMALE","42+","2019","0"
"4500-4749-","MALE","<20","2018","0"
"4500-4749-","MALE","<20","2019","0"
"4500-4749-","MALE","20-27","2018","0"
"4500-4749-","MALE","20-27","2019","0"
"4500-4749-","MALE","28-36","2018","2"
"4500-4749-","MALE","28-36","2019","0"
"4500-4749-","MALE","37-41","2018","68"
"4500-4749-","MALE","37-41","2019","57"
"4500-4749-","MALE","42+","2018","1"
"4500-4749-","MALE","42+","2019","0"
"4750-4999","FEMALE","<20","2016","0"
"4750-4999","FEMALE","<20","2017","0"
"4750-4999","FEMALE","<20","2018","0"
"4750-4999","FEMALE","<20","2019","0"
"4750-4999","FEMALE","<20","2020","0"
"4750-4999","FEMALE","<20","2021","0"
"4750-4999","FEMALE","20-27","2016","0"
"4750-4999","FEMALE","20-27","2017","0"
"4750-4999","FEMALE","20-27","2018","0"
"4750-4999","FEMALE","20-27","2019","0"
"4750-4999","FEMALE","20-27","2020","0"
"4750-4999","FEMALE","20-27","2021","0"
"4750-4999","FEMALE","28-36","2016","0"
"4750-4999","FEMALE","28-36","2017","1"
"4750-4999","FEMALE","28-36","2018","0"
"4750-4999","FEMALE","28-36","2019","0"
"4750-4999","FEMALE","28-36","2020","0"
"4750-4999","FEMALE","28-36","2021","0"
"4750-4999","FEMALE","37-41","2016","19"
"4750-4999","FEMALE","37-41","2017","11"
"4750-4999","FEMALE","37-41","2018","11"
"4750-4999","FEMALE","37-41","2019","7"
"4750-4999","FEMALE","37-41","2020","12"
"4750-4999","FEMALE","37-41","2021","11"
"4750-4999","FEMALE","42+","2016","0"
"4750-4999","FEMALE","42+","2017","0"
"4750-4999","FEMALE","42+","2018","0"
"4750-4999","FEMALE","42+","2019","0"
"4750-4999","FEMALE","42+","2020","0"
"4750-4999","FEMALE","42+","2021","0"
"4750-4999","MALE","<20","2016","0"
"4750-4999","MALE","<20","2017","0"
"4750-4999","MALE","<20","2018","0"
"4750-4999","MALE","<20","2019","0"
"4750-4999","MALE","<20","2020","0"
"4750-4999","MALE","<20","2021","0"
"4750-4999","MALE","20-27","2016","0"
"4750-4999","MALE","20-27","2017","0"
"4750-4999","MALE","20-27","2018","0"
"4750-4999","MALE","20-27","2019","0"
