"county","site_code","lake_name","station","easting","northing","topo_map","mapbook","volume__m3","area_surface","maximum_de","mean_depth","less_than","shoreline","flushing_rate","headwater","assessment","sample_depth","thermoclin","surface_temp","temperature","oxygen","bottom_disc","secchi_disc","turbidity","jtu_turbid","colour","unknown","relative","conductivity","hardness","alkalinity","ph","aluminum","calcium_mg","chloride","copper__mg","iron__mg","manganese","potassium","sodium__mg","sulphate","zinc__mg_l","nitrogen_t","nitrate","ammonia","total_phosphate","ortho_phos","silica__mg","diss_solid","suspended","organic","dissolved_ox","chlorophyl","pheophytin","lab","collector","agency","data_id","notes","alt_name"
"Colchester","36","SHORTTS",,"475023","5007340","11E03","49W1","9228157","178.1","14","3.6","130.7","2.6",,"Yes","2014-06-26T00:00:00.000","13","B",,,,,,"0.51",,"23.6",,,"137","34.1","17","7.6","0.023","11.7","18.8","0.02","0.05","0.027","0.8","10.8","14.9","0.005","0.23","0.02","0.03","0.007","0.002","2.3",,,"4.9",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"SHORTTS Shubenacadie R."
"Halifax","904","MORRIS",,"460572","4944360","11D12","68V2","3693150","130","12.8","2.83","0","2.53","2.43","No","2014-06-18T00:00:00.000","0","S",,,,,,"0.73",,"11.2",,,"426","36.8","17.3","7.6","0.015","12.6","107.3","0.002","0.05","0.049","1.3","63.3","13","0.005","0.21","0.02","0.03","0.004","0.002","1",,,"3.2",,"0.5",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"MORRIS Cow Bay R."
"Halifax","904","MORRIS",,"460572","4944360","11D12","68V2","3693150","130","12.8","2.83","0","2.53","2.43","No","2014-06-18T00:00:00.000","5","T",,,,,,"0.67",,"11.4",,,"422","36.5","17.2","7.6","0.014","12.5","106.8","0.002","0.05","0.049","1.3","64.7","12.7","0.005","0.21","0.02","0.03","0.004","0.002","1",,,"3.3",,"2.1",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"MORRIS Cow Bay R."
"Halifax","904","MORRIS",,"460572","4944360","11D12","68V2","3693150","130","12.8","2.83","0","2.53","2.43","No","2014-06-18T00:00:00.000","11","B",,,,,,"0.47",,"10.6",,,"428","37","17.1","7.6","0.009","12.7","108.5","0.002","0.05","0.045","1.3","69.3","11.6","0.005","0.26","0.05","0.06","0.004","0.002","1.6",,,"2.8",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"MORRIS Cow Bay R."
"Hants","7","COCKSCOMB",,"433051","4975170","11D13","58W2","17000000","145.5","33","11.7","75","3",,"Yes","2014-06-12T00:00:00.000","0","S",,,,,,"0.47",,"45",,,"30.5",,"1","5.8","0.15","1.2","5.6","0.002","0.081","0.02","0.5","3.6","1.3","0.005","0.19","0.02","0.01","0.005","0.002","1.5",,,"6.5",,"1.8",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"COCKSCOMB St. Croix R."
"Hants","7","COCKSCOMB",,"433051","4975170","11D13","58W2","17000000","145.5","33","11.7","75","3",,"Yes","2014-06-12T00:00:00.000","6","T",,,,,,"0.46",,"47.5",,,"30.4",,"1","5.8","0.159","1","5.9","0.002","0.113","0.5","0.5","3.5","1.8","0.005","0.18","0.03","0.01","0.002","0.002","1.7",,,"6.4",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"COCKSCOMB St. Croix R."
"Hants","7","COCKSCOMB",,"433051","4975170","11D13","58W2","17000000","145.5","33","11.7","75","3",,"Yes","2014-06-12T00:00:00.000","28","B",,,,,,"0.39",,"53.9",,,"30.4",,"1","5.8","0.172","1.2","5.7","0.002","0.183","0.026","0.5","3.5","2.3","0.005","0.2","0.04","0.01","0.004","0.002","2.1",,,"6.8",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"COCKSCOMB St. Croix R."
"Hants","43","PIGOTT",,"430755","4975480","11D13","58W2","5120080","90.5","17","5.7","58","1.7","0.8","No","2014-06-11T00:00:00.000","0","S",,,,,,"0.38",,"30.7",,,"53.9","8","3.1","6.8","0.083","2.4","10.7","0.002","0.092","0.033","0.5","6.9","2.4","0.005","0.19","0.04","0.01","0.004","0.002","2.1",,,"4.8",,"2.3",,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PIGOTT St. Croix R."
"Hants","43","PIGOTT",,"430755","4975480","11D13","58W2","5120080","90.5","17","5.7","58","1.7","0.8","No","2014-06-11T00:00:00.000","5","T",,,,,,"0.37",,"32.8",,,"54.3","7.8","3","6.8","0.094","2.3","10.8","0.002","0.105","0.038","0.5","6.8","2.5","0.005","0.2","0.05","0.01","0.041","0.002","2.2",,,"5.2",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PIGOTT St. Croix R."
"Hants","43","PIGOTT",,"430755","4975480","11D13","58W2","5120080","90.5","17","5.7","58","1.7","0.8","No","2014-06-11T00:00:00.000","14","B",,,,,,"0.47",,"37.3",,,"54","7.8","2.9","6.7","0.121","2.3","11","0.002","0.182","0.03","0.5","6.6","2.1","0.005","0.26","0.08","0.03","0.006","0.002","2.8",,,"5.4",,,,"Capitol District Health Authority","leblanje","NS Department of Fisheries & Aquaculture",,,"PIGOTT St. Croix R."
"Cape Breton","2","BLACKETTS",,"708133","5105010","11K01","14W4","16400000","172","30","9.5","0","2.4",,"Unknown","2013-10-02T00:00:00.000","0","S",,,,,"4.6","0.39",,"21.9",,,"169","43.6","25.8","7.8","0.021","14.5","22.4","0.002","0.05","0.01","0.6","14.5","17","0.005","0.14","0.01","0.01","0.004","0.005","1.7","3.0000",,"4.5","3.0000","2.4",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"BLACKETTS Sydney R."
"Cape Breton","2","BLACKETTS",,"708133","5105010","11K01","14W4","16400000","172","30","9.5","0","2.4",,"Unknown","2013-10-02T00:00:00.000","14.5","T",,,,,"4.6","0.34",,"20.4",,,"161","40.9","24.4","7.7","0.022","13.6","21.5","0.002","0.05","0.028","0.5","13.4","16.3","0.005","0.22","0.1","0.01","0.004","0.005","2.8",,,"3.7",,"0.8",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"BLACKETTS Sydney R."
"Cape Breton","2","BLACKETTS",,"708133","5105010","11K01","14W4","16400000","172","30","9.5","0","2.4",,"Unknown","2013-10-02T00:00:00.000","19","B",,,,,"4.6","0.38",,"20.6",,,"162","40.9","24.4","7.7","0.022","13.6","21.7","0.002","0.05","0.04","0.5","13.6","16.3","0.005","0.24","0.11","0.01","0.003","0.005","3.2",,,"3.6",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"BLACKETTS Sydney R."
"Cape Breton","35","CANOE",,"715130","5083490","11F16","24X3","1389625","24.9","15","5.6","20","2.1","0.5","Yes","2013-10-02T00:00:00.000","0","S",,,,,"3.4","0.67",,"38.7",,,"39.4","8.7","5.3","7","0.044","2.5","6.6","0.002","0.072","0.022","0.5","4.3","1.3","0.005","0.22","0.01","0.01","0.004","0.005","1.1",,,"6.6",,"2.9",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"CANOE Mira R."
"Cape Breton","35","CANOE",,"715130","5083490","11F16","24X3","1389625","24.9","15","5.6","20","2.1","0.5","Yes","2013-10-02T00:00:00.000","7","T",,,,,"3.4","0.58",,"26.4",,,"42.2","9.1","4.8","6.9","0.06","2.5","7.2","0.002","0.09","0.08","0.5","4.6","1.5","0.005","0.14","0.01","0.01","0.005","0.005","2.1",,,"4.2",,"2.4",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"CANOE Mira R."
"Cape Breton","35","CANOE",,"715130","5083490","11F16","24X3","1389625","24.9","15","5.6","20","2.1","0.5","Yes","2013-10-02T00:00:00.000","11","B",,,,,"3.4","6.47",,"105.8",,,"47.2","10.4","7.6","7.1","0.1","3","7.6","0.005","1.47","0.842","0.5","4.4","1.8","0.005","0.2","0.01","0.04","0.008","0.005","3",,,"4.9",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"CANOE Mira R."
"Cumberland","19","GILBERT",,"395276","5036530","21H08","37W1","722564","22.7","9.1","4.9","17","1.55",,"Yes","2013-09-30T00:00:00.000","0","S",,,,,"2.4","1.31",,"40.3",,,"49.8","10.2","5.2","7","0.095","3.1","9.2","0.002","0.137","0.074","0.5","5.1","2.7","0.005","0.22","0.02","0.01","0.006","0.005","4.3",,,"5.4",,"7.3",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"GILBERT River Hebert"
"Cumberland","19","GILBERT",,"395276","5036530","21H08","37W1","722564","22.7","9.1","4.9","17","1.55",,"Yes","2013-09-30T00:00:00.000","7.5","T",,,,,"2.4","7.66",,"70.5",,,"66.6","14.3","11.4","7.2","0.072","4.4","11.6","0.002","1.635","1.119","0.5","6","2.3","0.005","0.32","0.01","0.16","0.008","0.005","5",,,"3.5",,"5.3",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"GILBERT River Hebert"
"Cumberland","19","GILBERT",,"395276","5036530","21H08","37W1","722564","22.7","9.1","4.9","17","1.55",,"Yes","2013-09-30T00:00:00.000","9.5","B",,,,,"2.4","9.32",,"182.9",,,"79.7","17.3","22","7.4","0.104","5.6","10.8","0.002","6.554","1.506","0.013","0.261","1","0.005","0.93","0.01","0.7","0.008","0.005","5.7",,,"5.2",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"GILBERT River Hebert"
"Cumberland","47","MATTATAL",,"463088","5059800","11E11","29V2","3273940","106.8","11","3.6","101.6","2.3",,"Yes","2013-09-30T00:00:00.000","0","S",,,,,,"0.88",,"21.8",,,"47.2","13.3","11.1","7.4","0.012","4.5","6","0.002","0.105","0.025","0.5","3.8","2.1","0.005","0.23","0.01","0.01","0.007","0.005","1.5",,,"4.8",,"2.7",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"MATTATAL French R."
"Cumberland","47","MATTATAL",,"463088","5059800","11E11","29V2","3273940","106.8","11","3.6","101.6","2.3",,"Yes","2013-09-30T00:00:00.000","9.5","B",,,,,,"2.3",,"20.6",,,"47.2","13.3","10.9","7.4","0.024","4.5","5.8","0.002","0.192","0.062","0.5","3.9","1.8","0.005","0.22","0.01","0.01","0.01","0.005","1.7",,,"4.8",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"MATTATAL French R."
"Guysborough","106","LOCHIEL",,"573590","5022480","11E08","41Z3","11404129","129.2","28","8.4","50.3","1.8",,"No","2013-09-23T00:00:00.000","0","S",,,,,,"0.45",,"20.7",,,"50.4","12.9","8.4","7.4","0.012","3.7","7.1","0.002","0.05","0.018","0.5","4.8","3.7","0.005","0.16","0.02","0.01","0.002","0.005","1.8",,,"3.7",,"2.9",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"LOCHIEL St. Mary's R."
"Guysborough","106","LOCHIEL",,"573590","5022480","11E08","41Z3","11404129","129.2","28","8.4","50.3","1.8",,"No","2013-09-23T00:00:00.000","11.5","T",,,,,,"0.64",,"17",,,"51.8","12.3","7.6","7.2","0.019","3.6","7.2","0.002","0.05","0.091","0.5","4.8","3.7","0.005","0.24","0.14","0.01","0.002","0.005","2.9",,,"3",,"0.9",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"LOCHIEL St. Mary's R."
"Guysborough","61","PRINGLE",,"582327","5025350","11F05","42V3","6120000","62.7","26","9.8","0","1.6",,"Yes","2013-09-20T00:00:00.000","0","S",,,,,,"1.98",,"10.5",,,"66.8","10","6.2","7.2","0.006","2.7","13.7","0.002","0.05","0.011","0.5","8.8","2.8","0.005","0.12","0.01","0.01","0.002","0.005","1",,,"2.7",,"1.5",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"PRINGLE Country Harbour R."
"Guysborough","61","PRINGLE",,"582327","5025350","11F05","42V3","6120000","62.7","26","9.8","0","1.6",,"Yes","2013-09-20T00:00:00.000","10","B",,,,,,"0.67",,"10.8",,,"68.8","10.3","6.2","7.1","0.008","2.8","14.2","0.002","0.05","0.04","0.5","9","3","0.005","0.1","0.01","0.01","0.002","0.005","1",,,"2.3",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"PRINGLE Country Harbour R."
"Guysborough","106","LOCHIEL",,"573590","5022480","11E08","41Z3","11404129","129.2","28","8.4","50.3","1.8",,"No","2013-09-20T00:00:00.000","23","B",,,,,,"8.88",,"28",,,"57.7","13.9","9.2","7.2","0.14","4.1","8.6","0.002","0.776","1.277","0.5","5.3","3.7","0.005","0.3","0.18","0.01","0.022","0.005","4.3",,,"3",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"LOCHIEL St. Mary's R."
"Inverness","73","AINSLIE",,"641102","5109730","11K03","12Y3","329486637","5735.8","18","5.7","2464.6","2.1","0.7","No","2013-09-18T00:00:00.000","0","S",,,,,"3.5","1.65",,"14",,,"123","27.4","14.7","7.6","0.044","9","17.8","0.002","0.05","0.01","0.5","12","11.6","0.005","0.12","0.01","0.01","0.004","0.005","2.5",,,"2.6",,"3.8",,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"AINSLIE Margaree R."
"Inverness","73","AINSLIE",,"641102","5109730","11K03","12Y3","329486637","5735.8","18","5.7","2464.6","2.1","0.7","No","2013-09-18T00:00:00.000","17","B",,,,,"3.5","1.7",,"14.1",,,"123","27.4","14.6","7.6","0.05","9","17.9","0.002","0.05","1.2","0.5","11.8","11.6","0.007","0.12","0.01","0.01","0.003","0.005","2.9",,,"2.6",,,,"Capitol District Health Authority","maddenrj","NS Department of Fisheries & Aquaculture",,,"AINSLIE Margaree R."
"Antigonish","31","LOCHABER",,"575953","5030240","1.10E+09",,"66,900,000","307.2","52","21.8","70","3","1","N","2010-09-15T00:00:00.000","0","S","19.6",,"8.65","0","5","0.36",,"12",,,"61.4","15.7","9.6","7.4","0.012","4.8","6.7","0.001","0.025","0.008","0.025","4.8","5.2","0.0025","0.19","0.14","0.01","0.0025","0.0025","1.5",,"1.5","3.7",,,,"Capitol District Health Authority","Anth Heggelin/ Reg Madden","NSDFA","AL",,"LOCHABER St. Mary's R."
"Antigonish","31","LOCHABER",,"575953","5030240","1.10E+09",,"66,900,000","307.2","52","21.8","70","3","1","N","2010-09-15T00:00:00.000","13","T","19.6",,"8.65","0","5","0.3",,"12",,,"61","15.9","9.2","7.4","0.019","4.9","6.7","0.001","0.025","0.008","0.025","4.9","5.2","0.0025","0.25","0.26","0.02","0.0025","0.0025","2",,"1.5","3.6",,,,"Capitol District Health Authority","Anth Heggelin/ Reg Madden","NSDFA","AL",,"LOCHABER St. Mary's R."
"Antigonish","31","LOCHABER",,"575953","5030240","1.10E+09",,"66,900,000","307.2","52","21.8","70","3","1","N","2010-09-15T00:00:00.000","46","B","19.6",,"8.65","0","5","0.73",,"13",,,"61.7","15.7","9.4","7.4","0.033","4.8","7","0.001","0.025","0.054","0.025","4.6","5.3","0.0025","0.29","0.34","0.02","0.005","0.0025","3",,"1.5","3.4",,,,"Capitol District Health Authority","Anth Heggelin/ Reg Madden","NSDFA","AL",,"LOCHABER St. Mary's R."
"Halifax","23","OATHILL",,"456376","4946870","11D12","24A5","185,953","4.9","8.53","3.8","0","1.56","3.3","Y","2010-07-21T00:00:00.000","0","S","25.3","6.7","6.69","0.05","5.5","0.72",,"16",,,"439","54.3","34.4","7.9","0.025","17.3","95.7","0.001","0.075","0.246","1.7","61.5","12.3","0.0025","0.44","0.13","0.03","0.007","0.0025","1.7","235",,"5.5","235",,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OATHILL Dartmouth Lakes"
"Halifax","23","OATHILL",,"456376","4946870","11D12","24A5","185,953","4.9","8.53","3.8","0","1.56","3.3","Y","2010-07-21T00:00:00.000","4","T","25.3","6.7","6.69","0.05","5.5","0.58",,"12",,,"509","59.1","35.4","7.7","0.006","18.9","116.4","0.001","0.025","0.532","1.7","71.7","14.4","0.0025","0.23","0.005","0.01","0.005","0.0025","0.5",,,"4.2",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OATHILL Dartmouth Lakes"
"Halifax","23","OATHILL",,"456376","4946870","11D12","24A5","185,953","4.9","8.53","3.8","0","1.56","3.3","Y","2010-07-21T00:00:00.000","8","B","25.3","6.7","6.69","0.05","5.5","3.14",,"43",,,"698","68.6","58.7","7.9","0.026","22.4","165.5","0.001","0.961","4.701","1.9","107.6","7.5","0.017","1.27","0.02","1.12","0.1","0.058","2.8",,,"4.9",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OATHILL Dartmouth Lakes"
"Annapolis",,"SKULL",,"298991","4948575","21A12","300000",,,"12",,,,,,"2009-09-09T00:00:00.000","0","S","19.9","8","8.21","2.35","3.6","0.49",,"19",,,"33.4","6.3","3.8","6.9","0.058","1.2","5.2","0.001","0.025","0.009","0.25","3.5","2.5","0.0025","0.16","0.005","0.02","0.006","0.0025","1.7",,,"4.8",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"SKULL Lequille R."
"Annapolis",,"SKULL",,"298991","4948575","21A12","300000",,,"12",,,,,,"2009-09-09T00:00:00.000","7","T","19.9","8","8.21","2.35","3.6","0.45",,"13",,,"35.4","6.7","2.9","6.7","0.077","1.2","6","0.001","0.051","0.072","0.25","3.5","2.5","0.005","0.15","0.02","0.02","0.006","0.0025","2.5",,,"3",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"SKULL Lequille R."
"Annapolis",,"SKULL",,"298991","4948575","21A12","300000",,,"12",,,,,,"2009-09-09T00:00:00.000","12","B","19.9","8","8.21","2.35","3.6","1.96",,"33",,,"42.6","8.4","8.1","7","0.131","1.9","6.2",,"1.273","0.243","0.25","3.6","2.5",,"0.57","0.005","0.38","0.01","0.0025","3.8",,,"3.6",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"SKULL Lequille R."
"Digby","95","LAC A VICTOR",,"721799","5112890","21B08","04A3",,,,,,,,,"2009-09-09T00:00:00.000","0","S","20","20.1","7.2","7.1","0.9","0.86",,"126",,,"48.6","7.3","2","6.1","0.268","1.6","10",,"0.644","0.11","0.5","5.9","2.5",,"0.56","0.13","0.04","0.038","0.014","4.2",,,"14.6",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"POWER Northwest Brook"
"Digby","95","LAC A VICTOR",,"721799","5112890","21B08","04A3",,,,,,,,,"2009-09-09T00:00:00.000","4","B","20","20.1","7.2","7.1","0.9","2.2",,"124",,,"49","7.5","2.1","6.1","0.328","1.5","9.9",,"0.872","0.151","0.5","5.9","2.5",,"0.54","0.09","0.04","0.041","0.013","4.2",,,"14.8",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"POWER Northwest Brook"
"Halifax","37","EGG",,"509384","4972880","11D15","20C2","1,269,800","36.6","12",,"32.1","1.4",,"Y","2009-09-02T00:00:00.000","0","S","21","9.5","8.31","2.6","5","1",,"7.7",,,"22.8",,"1","6.4","0.026","0.8","3.8","0.001","0.025","0.011","0.25","2.5","2.5","0.0025","0.1","0.005","0.005","0.0025","0.0025","0.5",,,"2.7",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"EGG Tangier R."
"Halifax","37","EGG",,"509384","4972880","11D15","20C2","1,269,800","36.6","12",,"32.1","1.4",,"Y","2009-09-02T00:00:00.000","9","T","21","9.5","8.31","2.6","5","0.31",,"2.5",,,"23.3",,"1.2","6.4","0.027","0.8","4","0.015","0.025","0.014","0.25","2.5","2.5","0.042","0.09","0.005","0.005","0.0025","0.0025","0.5",,,"1.9",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"EGG Tangier R."
"Halifax","37","EGG",,"509384","4972880","11D15","20C2","1,269,800","36.6","12",,"32.1","1.4",,"Y","2009-09-02T00:00:00.000","14","B","21","9.5","8.31","2.6","5","0.39",,"5.5",,,"24.2",,"1.8","6.4","0.034","0.8","3.9","0.012","0.025","0.127","0.25","2.5","2.5","0.033","0.09","0.005","0.02","0.0025","0.0025","0.5",,,"1.8",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"EGG Tangier R."
"Yarmouth","60","VAUGHAN",,"262489","4865810","20P13","05B3","23,696,802","467.4","18","5.1","287.1","3.32",,"N","2008-09-05T00:00:00.000","0","S","20.6","12.4","7","0.5","3","0.71",,"22",,,"41.4","5.6","1.5","6.3","0.051","1.1","8","0.001","0.16","0.039","0.25","4.9","2.5","0.0025","0.17","0.005","0.005","0.005","0.0025","0.5","25","1.5","4.4","25","3.9",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"VAUGHAN Tusket R."
"Yarmouth","60","VAUGHAN",,"262489","4865810","20P13","05B3","23,696,802","467.4","18","5.1","287.1","3.32",,"N","2008-09-05T00:00:00.000","9.5","T","20.6","12.4","7","0.5","3","12.8",,"94",,,"50.3","7","8.1","6.3","0.144","1.5","8.7","0.018","3.779","1.774","0.25","4.7","2.5","0.081","0.45","0.005","0.26","0.012","0.0025","1.5",,,"6",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"VAUGHAN Tusket R."
"Yarmouth","60","VAUGHAN",,"262489","4865810","20P13","05B3","23,696,802","467.4","18","5.1","287.1","3.32",,"N","2008-09-05T00:00:00.000","14","B","20.6","12.4","7","0.5","3","7.05",,"148",,,"48.8","7","9.1","6.3","0.192","1.5","8.4","0.031","6.899","1.317","0.5","4.7","2.5","0.154","0.73","0.005","0.56","0.045","0.0025","1.7",,,"7.9",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"VAUGHAN Tusket R."
"Yarmouth","40","OGDEN",,"267428","4881950","21A04","05B1","11,674,510","263.8","18","4.4","197","3","17.2","N","2008-09-04T00:00:00.000","0","S",,,,,,"1.15",,"42",,,"42.8","5.6","1.5","6.3","0.105","1.1","8","0.001","0.385","0.041","0.5","5.1","2.5","0.0025","0.27","0.005","0.03","0.017","0.005","1.2","50","1.5","6.3","50","11",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OGDEN Tusket R."
"Yarmouth","41","PARR",,"267578","4885920","21A04","05B1","10,529,820","322","9","3.3","301.4","2.9","18.3","N","2008-09-04T00:00:00.000","0","S",,,,,,"1.13",,"55",,,"42.6","5.9","1.5","6.9","0.129","1.3","8.2","0.001","0.452","0.028","0.5","5.1","2.5","0.01","0.27","0.005","0.02","0.021","0.0025","1.7","45","5","7.2","45","9.1",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"PARR Tusket R."
"Digby","969","NOWLANS",,"265977","4910720","21A05","04B3","925,834","28.4","8","3.3","27.6","2.1",,"Y","2008-08-28T00:00:00.000","0","S",,,,,,"22.1",,"20",,,"87.1","17.9","13","7","0.29","4.2","16","0.001","0.739","0.213","2.1","9.2","2.5","0.0025","1.59","0.005","0.01","0.35","0.28","1.7","90","15","6.1","90","58",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"NOWLANS Meteghan R."
"Digby","161","PLACIDES",,"265860","4908310","21A05","04B4",,,,,,,,,"2008-08-28T00:00:00.000","0","S",,,,,,"1.69",,"52",,,"63.6","8.4","4.2","7.6","0.061","1.4","13","0.001","0.422","0.056","1.4","7.8","2.5","0.0025","0.39","0.005","0.04","0.39","0.34","0.5","60","1.5","8.6","60","8.1",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"PLACIDES Tusket R."
"Digby","84","PORCUPINE",,"265320","4906310","21A05","04B4","1,410,041","146.9","13","1","0","2.2",,,"2008-08-28T00:00:00.000","0","S",,,,,,"0.53",,"23",,,"51.2","7.8","1.5","7.2","0.023","1.5","10","0.001","0.207","0.024","0.6","5.9","2.5","0.0025","0.21","0.005","0.005","0.009","0.0025","1.5","42.5","1.5","4.2","42.5","1.9",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"PORCUPINE Tusket R."
"Yarmouth","39","FANNING",,"266257","4877700","21A04","05B2","5,010,224","120","11","4.2","85.1","2.4","45.6","N","2008-08-28T00:00:00.000","0","S",,,,,,"0.8",,"29",,,"44.2","5.6","1.5","6.1","0.06","1.1","8.6","0.001","0.168","0.029","0.25","5.2","2.5","0.0025","0.24","0.005","0.03","0.009","0.0025","0.5","60","1.5","4.9","60","4.4",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"FANNING Tusket R."
"Digby","966","PROVOST",,"272599","4914770","21A05","04C3","1,057,810","33.8","9","3.1","33.3","2.5","1.8","Y","2008-08-27T00:00:00.000","0","S",,,,,,"2.47",,"35",,,"41.1","5.1","1.5","6.2","0.105","0.9","8.2","0.001","0.354","0.037","0.5","5","2.5","0.0025","0.36","0.005","0.08","0.011","0.0025","0.5","70","1.5","5.8","70","7.5",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"PROVOST Sissiboo R."
"Digby","78","HOURGLASS",,"266520","4912360","21A05","04B3","666,581","31.4","7","2.1","31","2","0.5","Y","2008-08-27T00:00:00.000","0","S",,,,,,"0.95",,"53",,,"61.4","7","1.5","7.2","0.126","1","14","0.001","0.791","0.088","0.6","8.3","2.5","0.0025","0.47","0.005","0.08","0.051","0.03","1.2","62.5","1.5","7.1","62.5","4.5",,"Capitol District Health Authority","Jason LeBlanc","NSDFA","AL",,"HOURGLASS Tusket R."
"Yarmouth","40","OGDEN",,"267428","4881950","21A04","05B1","11,674,510","263.8","18","4.4","197","3","17.2","N","2008-08-15T00:00:00.000","0","S","21.3","12.5","6.5","0.7","1.8","1.28",,"39",,,"41.9","5.6","1.5","6.1","0.086","1.1","8","0.001","0.271","0.053","0.25","5","2.5","0.0025","0.25","0.005","0.03","0.014","0.0025","0.5","47.5","1.5","5.9","47.5","10",,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OGDEN Tusket R."
"Yarmouth","40","OGDEN",,"267428","4881950","21A04","05B1","11,674,510","263.8","18","4.4","197","3","17.2","N","2008-08-15T00:00:00.000","9","T","21.3","12.5","6.5","0.7","1.8","10.15",,"45",,,"42.1","5.2","1.5","5.8","0.14","1.1","8.3","0.019","0.544","0.288","0.25","4.8","2.5","0.068","0.24","0.03","0.05","0.018","0.008","0.5",,,"5.5",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OGDEN Tusket R."
"Halifax","256","LITTLE INDIAN",,"442668","4937770","11D12","210",,,,,,,,,"2007-08-09T00:00:00.000","0","S",,,,,,,,,,,"57","4.99",,"4.81",,"1.18","21","0.01","0.22","0.05",,"6.74","3.26","0.005",,,,,,,,,,,,,"NS Dept. of Agriculture, Laboritory Services, Trur",,"NSDFA","AL",,"LITTLE INDIAN Prospect R."
"Yarmouth","40","OGDEN",,"267428","4881950","21A04","05B1","11,674,510","263.8","18","4.4","197","3","17.2","N","2008-08-15T00:00:00.000","18","B","21.3","12.5","6.5","0.7","1.8","11.8",,"152",,,"45.1","5.9","5","5.9","0.245","1.2","8.3","0.035","3.432","0.782","0.25","4.7","2.5","0.058","0.8","0.005","0.41","0.097","0.051","1.6",,,"8.8",,,,"Capitol District Health Authority","Anth Heggelin","NSDFA","AL",,"OGDEN Tusket R."
