"county","site_code","lake_name","station","easting","northing","topo_map","mapbook","volume__m3","area_surface","maximum_de","mean_depth","less_than","shoreline","flushing_rate","headwater","assessment","sample_depth","thermoclin","surface_temp","temperature","oxygen","bottom_disc","secchi_disc","turbidity","jtu_turbid","colour","unknown","relative","conductivity","hardness","alkalinity","ph","aluminum","calcium_mg","chloride","copper__mg","iron__mg","manganese","potassium","sodium__mg","sulphate","zinc__mg_l","nitrogen_t","nitrate","ammonia","total_phosphate","ortho_phos","silica__mg","diss_solid","suspended","organic","dissolved_ox","chlorophyl","pheophytin","lab","collector","agency","data_id","notes","alt_name"
"Colchester","21","WEST BRANCH",,"426202","5042540","1.10E+13","18C5","235,520","14.6","9.1","2","13.8","1.19",,"Y","1989-08-23T00:00:00.000","0","S","23","7","8.4","1","3.75",,"0.5","12",,,"14","2","0.5","5.4",,"0.45","1.5","0.005","0.05","0.02","0.005","0.5","2.2","0.01",,"0.025","0.025",,"0.005","0.25",,,"4.1",,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"WEST BRANCH River Philip"
"Halifax","193","SPIDER",,"457441","4955880","11D13","24A4","1,443,615","64.7","10","2.2","59.3","3.3","83.6",,"1989-08-22T00:00:00.000","0","S",,,,,"6.75",,"0.6","10",,,"27","3.5","0.5","5.2",,"0.74","3.2","0.005","0.09","0.11","0.05","1.7","5.1","0.01",,"0.025","0.025",,"0.005","0.25",,,"5.3",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"SPIDER Little Salmon R."
"Yarmouth","65","MUSHPAUK",,"274258","4859480","20P13","05C3","8,390,423","563","4","1.4","563","2.9",,"N","1989-08-10T00:00:00.000","0","S","16","12","3.1","2.8","2",,"0.7","47",,,"35","3.3","0.5","5",,"0.49","6","0.005","0.31","0.01","0.05","3.4","3","0.005",,"0.025","0.025",,"0.005","0.25",,,"8.4",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"MUSHPAUK Tusket R."
"Yarmouth","116","BIGGARS",,"277580","4866850","20P13","05C3","2,787,057","149.9","10","1.9","143","1.9",,"N","1989-08-07T00:00:00.000","0","S","20","15","5.2","3.2","3.13",,"0.8","13",,,"35","4.4","0.5","6.1",,"0.83","6.3","0.005","0.07","0.02","0.05","3.6","4.4","0.005",,"0.025","0.025",,"0.005","0.25",,,"5.1",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"BIGGARS Tusket R."
"Hants","41","MCGRATH",,"444447","4983340","11D13","200","68,113","88.8","3","0.8","88.8","2",,"N","1989-08-03T00:00:00.000","0","S","21","16","6.3","4.9","2.5",,"0.9","8",,,"60","5.1","0.5","5.6",,"1.3","14","0.005","0.14","0.02","0.005","7.5","3.6","0.01",,"0.025","0.025",,"0.005","0.25",,,"6.3",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"MCGRATH Shubenacadie R."
"Halifax","198","LILY",,"449551","4954610","11D12","200000","101,000","41.2","5","2.4","41.2","1.5",,"N","1989-07-27T00:00:00.000","0","S","22","12","6.6","4.3","4.75",,"0.7","29",,,"22","3.1","1","5.7",,"0.66","3.2","0.005","0.29","0.04","0.005","1.8","2.5","0.005",,"0.025","0.025",,"0.005","0.25",,,"7",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"LILY  EJSD4"
"Guysborough","185","OCEAN",,"610113","5010170","11F04","35A3","28,384,418","425.1","20","6.6","295","1.8",,"N","1989-07-20T00:00:00.000","0","S","20","11","8.8","8.2","3.25",,"0.4","15",,,"23","2.3","0.5","5.4",,"0.39","3.9","0.005","0.12","0.03","0.005","2","2.6","0.005",,"0.06","0.025",,"0.005","1.1",,,"3.4",,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"OCEAN New Harbour R."
"Halifax","192","LAND OF LAZINESS",,"434218","4950250","11D12","20D4","48,207","6.2","2","0.8","6.2","1.3",,"N","1989-07-20T00:00:00.000","0","S","26","25","6.8","6","2.5",,"0.5","7.3",,,"25","3.3","0.5","5.5",,"0.65","3","0.005","0.08","0.04","0.005","2","4.8","0.01",,"0.025","0.025",,"0.005","1.1",,,"4",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"LAND OF LAZINESS East R."
"Lunenburg","119","NINEMILE",,"397067","4950250","21A09","140000","579,524","49.2","2","1.2","49.2","1.6",,"N","1989-07-19T00:00:00.000","0","S","23","22","6.8","5.6","1.5",,"1.2","40",,,"39","3.4","0.5","5.1",,"0.73","7.5","0.005","0.26","0.04","0.05","4.4","3.7","0.01",,"0.025","0.025",,"0.005","1.7",,,"7.3",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"NINEMILE Middle R."
"Cape Breton","2","BLACKETTS",,"708133","5105010","11K01",,"16,400,000","172","30","9.5","0","2.4",,,"1989-05-29T00:00:00.000","0","S",,,,,,,"0.9","13",,,"136","35.7","17","7.5",,"12","18","0.005","0.07","0.04","0.2","11","15","0.005",,"0.07","0.025",,"0.005","1",,,"3.5",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"BLACKETTS Sydney R."
"Annapolis","1","WAMBOLDT",,"338560","4968500","21A14","08D3","41,098","3.8","3","1.1","3.8","1.3",,"Y","1989-07-18T00:00:00.000","0","S","21","15","6.7","3.6","2.25",,"3.4","23",,,"141","9.3","1.8","5.4",,"2.3","39","0.005","0.44","0.05","0.05","22","2.4","0.005",,"0.025","0.025",,"0.005","0.98",,,"6.4",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"WAMBOLDT Annapolis R."
"Queens","115","UNNAMED",,"363024","4904780","21A07","15B4","140,571","9.5","4","1.5","9.5","1.3",,"N","1989-07-14T00:00:00.000","0","S","23",,,,,,"0.8","37",,,"33","3.2","0.5","4.8",,"0.57","5.2","0.005","0.17","0.04","0.05","2.8","4","0.005",,"0.025","0.025",,"0.005","1.9",,,"7.9",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"UNNAMED Medway R. 1EE-2"
"Lunenburg","92","HUTT",,"397244","4937350","21A09","150","117,376","7.8","2.5","1.5","7.8","1.2",,"Y","1989-07-13T00:00:00.000","0","S","23","22","6","5.8","2.25",,"1","11",,,"145","17.3","8","7",,"5.4","35","0.005","0.05","0.06","0.3","21","6.4","0.005",,"0.025","0.025",,"0.005","1.9",,,"4.3",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"HUTT  EGSD4"
"Hants","37","NORTH CANOE",,"395287","4963490","21A16","14000","2,216,869","93.7","8","2.4","85.3","2.2","0.4","N","1989-07-11T00:00:00.000","0","S","19","10","6.4","2.3","2.75",,"0.6","10",,,"198","46.5","38","7.5",,"16","28","0.005","0.04","0.13","3.2","19","15","0.005",,"0.025","0.025",,"0.005","2.4",,,"4.7",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"NORTH CANOE Avon R."
"Annapolis","87","TWIN",,"321696","4927780","21A06","09C2","257,043","18.2","6","1.4","18.2","1.2",,"N","1989-07-06T00:00:00.000","0","S","19","7","8.8","3.6","1.5",,"0.5","68",,,"40","3.9","0.5","5.2",,"0.74","8.1","0.005","0.22","0.04","0.3","4.8","2.8","0.005",,"0.025","0.025",,"0.005","0.72",,,"9.6",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"TWIN Mersey R."
"Lunenburg","176","HOLLAHAN",,"412562","4932670","21A09","21B1","1,643,788","99.7","7","1.6","0.5","2",,"N","1989-07-05T00:00:00.000","0","S","22","15","9.1","6.8","1.5",,"0.6","22",,,"25","3.8","1.3","5.6",,"0.86","3.6","0.005","0.19","0.05","0.05","1.9","3.2","0.01",,"0.025","0.025",,"0.005","0.58",,,"5.7",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"HOLLAHAN  EHSD17"
"Cape Breton","987","KILKENNY",,"720287","5121150","11K01","43C2","1,070,000","58.7","5","1.8","58.7","1",,"Y","1989-07-01T00:00:00.000","0","S","20","16","9.2","10.3","1.5",,,,,,,,,"4.9",,,,,,,,,,,,,,,,,,,,,,,,,"NS Dept. of Fisheries","unknown",,"KILKENNY Northwest Brook"
"Lunenburg","39","LITTLE MUSHAMUSH",,"380389","4929580","21A10","15C1","17,673,613","451.2","13","3.9","400.4","2","2","N","1989-06-30T00:00:00.000","0","S","19","12","6.2","3.6","4",,"0.4","9.3",,,"26","5.2","2.3","6.4",,"1.2","3.9","0.005","0.03","0.01","0.05","2","3.2","0.005",,"0.025","0.025",,"0.005","0.87",,,"3.7",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"LITTLE MUSHAMUSH Mushamush R."
"Queens","77","LITTLE PONHOOK",,"352372","4906990","21A07","15A4","5,288,042","90.7","14","5.8","52.9","1.5","0.3","N","1989-06-28T00:00:00.000","0","S","23","7","6.6","4.2","4.5",,"0.3","7.9",,,"25","4.2","1.6","6.1",,"0.88","3.8","0.005","0.02","0.02","0.05","2.3","3.3","0.005",,"0.025","0.025",,"0.005","0.85",,,"4",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"LITTLE PONHOOK Medway R."
"Queens","116","BEACH POND",,"337788","4923727","21A06","72Z2","99,000","7.2","4","1.4","7.2","1.3",,"N","1989-06-26T00:00:00.000","0","S","24","20","6.4","4.4","3.5",,"0.5","4.1",,,"19","2.7","1.6","6.1",,"0.52","2.8","0.005","0.06","0.02","0.05","1.9","2.6","0.005",,"0.025","0.025",,"0.005","0.25",,,"3.5",,,,"Environmental Chemistry Division, VG","D Waterbury","NS Dept. of Fisheries","AL",,"BEACH POND Medway R."
"Colchester","7","ECONOMY",,"432856","5036600","1.10E+06","19D1",,"70.01","4.57",,"70.01","1.93",,"Y","1989-06-15T00:00:00.000","0","S","18","16","8.8","8.8","1.8",,"0.7","38",,,"14","2.8","1","5.7",,"0.72","1.4","0.005","0.16","0.01","0.005","0.5","1","0.01",,"0.025","0.025",,"0.005","0.25",,,"6",,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"ECONOMY Economy R."
"Antigonish","31","LOCHABER",,"575953","5030240","1.10E+09",,"66,900,000","307.2","52","21.8","70","3","1","N","1989-06-11T00:00:00.000","0","S",,,,,,,,,,,"56","17","11","5.68",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"LOCHABER St. Mary's R."
"Guysborough","41","KENT",,"577279","5018600","1.10E+09","30C3",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"48","5.5","3","5.98",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"KENT St. Mary's R."
"Guysborough","206","ROUND",,"576077","5024880","1.10E+09","30C2",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"25","5","5","6.27",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"ROUND St. Mary's R."
"Guysborough","45","TROUT",,"580652","5020100","1.10E+09","30D2",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"30","6","0.5","6",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"TROUT Country Harbour R."
"Guysborough","219","LOST",,"580887","5019690","11F05","35C4",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"24","5","4","5.82",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"LOST Country Harbour R."
"Guysborough","44","TATE",,"580722","5021320","11F05","30D2",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"19","5.5","3","5.5",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"TATE Country Harbour R."
"Guysborough","220","TROUT",,"575057","5020510","11F05","30000",,,,,,,,,"1989-06-10T00:00:00.000","0","S",,,,,,,,,,,"25","6","3","5.81",,,,,,,,,,,,,,,,,,,,,,,,"Nancy Adams","NS Dept. of Fisheries","FK, FI",,"TROUT St. Mary's R."
"Richmond","9","COOK",,"664018","5062340","11F10","39B3","2,270,800","79.7","12","2.8","69.3","1.6","0.8","Y","1989-06-07T00:00:00.000","0","S",,,,,,,"1.1","17",,,"31","5.5","2","6.3",,"1.3","4.7","0.01","0.27","0.04","0.05","2.4","3","0.005",,"0.025","0.025",,"0.005","0.25",,,"5",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"COOK River Tillard"
"Richmond","988","CRANBERRY",,"664556","5061240","11F10","39B3","340,400","13.2","6","2.6","13.2","1.6","8.7","N","1989-06-07T00:00:00.000","0","S",,,,,,,"1","23",,,"38","6.8","2.7","6.4",,"1.7","5.1","0.005","0.13","0.02","0.12","2.8","4.6","0.005",,"0.025","0.025",,"0.005","0.25",,,"6.2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"CRANBERRY River Tillard"
"Richmond","10","LONG",,"663021","5060110","11F10","39B3","4,700,600","71.1","16","6.6","29.4","1.9","0.5","Y","1989-06-07T00:00:00.000","0","S",,,,,,,"1","13",,,"36","6.3","2.1","6.5",,"1.4","5.8","0.005","0.1","0.04","0.1","3.1","3.1","0.005",,"0.025","0.025",,"0.005","0.88",,,"4.7",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"LONG River Tillard"
"Richmond","7","CONDON",,"672248","5056790","11F10","39C4","1,305,679","31","15","4.2","25.2","2.2","0.6","Y","1989-06-07T00:00:00.000","0","S",,,,,,,"0.5","12",,,"38","8","4.6","6.9",,"1.8","5.6","0.01","0.06","0.05","0.05","2.8","2.6","0.005",,"0.025","0.025",,"0.005","0.6",,,,,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"CONDON  FHSD28"
"Richmond","8","MACKENZIES",,"668725","5064690","11F10","39B3","2,241,300","36.9","18","6.1","17","1.3","0.6","Y","1989-06-07T00:00:00.000","0","S",,,,,,,"1","20",,,"110","35.7","3.5","6.6",,"13","7.5","0.005","0.05","0.04","0.2","3.7","31","0.005",,"0.025","0.025",,"0.005","0.68",,,"5.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"MACKENZIES  FHSD6"
"Richmond","17","LOCH LOMOND (SOUTH)",,"687551","5070120","11F15","39D2","6,818,653","210.4","19","3.2","176","3","7.2","N","1989-06-06T00:00:00.000","0","S",,,,,,,"0.5","12",,,"49","14.3","4.9","7",,"4.4","4.6","0.005","0.02","0.02","0.05","2.2","8.5","0.005",,"0.025","0.025",,"0.005","1.1",,,"4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"LOCH LOMOND (NORTH) Grand R."
"Richmond","16","BARREN HILL",,"687659","5064050","11F10","39D3","1,448,500","62.5","5",,"62.5","0",,"Y","1989-06-06T00:00:00.000","0","S",,,,,,,"0.5","8.8",,,"30","5.4","2.8","6.6",,"1.3","4.5","0.02","0.03","0.02","0.05","2.1","2.3","0.005",,"0.025","0.025",,"0.005","0.25",,,"3.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"BARREN HILL Grand R."
"Richmond","36","UPPER MARIE JOSEPH",,"701267","5062760","11F09","44A3","710,000","44.5","7","1.6","43.7","2.3","45","N","1989-06-05T00:00:00.000","0","S",,,,,,,"1","2",,,"39","7.7","4.2","6.8",,"1.9","5.9","0.005","0.18","0.05","0.1","3.3","3","0.005",,"0.025","0.025",,"0.005","0.25",,,"5.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"UPPER MARIE JOSEPH Marie Joseph Brk."
"Richmond","33","CHURCH",,"703244","5065290","11F09","44A3","879,800","21.4","9.1","4.1","13.9","0","0.7","Y","1989-06-05T00:00:00.000","0","S",,,,,"6.6",,"0.4","4.7",,,"39","7","2.8","6.7",,"1.6","7","0.005","0.02","0.02","0.12","3.1","3","0.005",,"0.025","0.025",,"0.005","0.25",,,"2.6",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"CHURCH Marie Joseph Brk."
"Richmond","15","FERGUSON",,"686509","5057890","11F10","39D4","2,187,500","51.1","10.7",,"37.1","0","3.51","N","1989-06-05T00:00:00.000","0","S",,,,,,,"0.5","27",,,"47","11.7","6.7","7",,"3.2","7","0.005","0.15","0.04","0.18","3.3","3.2","0.005",,"0.025","0.025",,"0.005","1.5",,,"6.2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"FERGUSON  FJSD2"
"Richmond","987","MACKINNONS",,"705407","5065570","11F09","44A3","130,300","11.2","5","1.2","11.2","1","4.5","Y","1989-06-05T00:00:00.000","0","S",,,,,,,"0.7","21",,,"24610","254.8","38","7.6",,"148","6022","0.03","0.21","0.31","11","3300","880","0.2",,"0.025","0.06",,"0.005","0.25",,,"3.2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"MACKINNONS  FJSD8"
"Cape Breton","15","FIGURE OF EIGHT",,"710468","5075490","11F16","44B2","617,500","33","4","1.9","33","1.9","3","N","1989-06-02T00:00:00.000","0","S",,,,,,,"0.7","17",,,"37","6.3","3","6.5",,"1.5","5.8","0.005","0.1","0.01","0.1","2.8","3","0.005",,"0.025","0.025",,"0.005","1.4",,,"5",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"FIGURE OF EIGHT Mira R."
"Cape Breton","27","STRING",,"715139","5084660","11F16","44B1","535,500","18","6","3","16.8","1.5","2","Y","1989-06-02T00:00:00.000","0","S",,,,,,,"0.5","13",,,"56","6","2.8","6.5",,"1.3","12","0.005","0.07","0.03","0.1","7","3","0.005",,"0.025","0.025",,"0.005","2",,,"3.6",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"STRING Mira R."
"Cape Breton","7","BELFRY",,"718288","5073960","11F16",,,"552","8",,"545.9","3.09",,"N","1989-06-02T00:00:00.000","0","S",,,,,,,"0.7","19",,,"9670","863.7","21","7.4",,"54","2490","0.005","0.07","0.09","56","1440","340","0.09",,"0.025","0.05",,"0.005","0.25",,,"3.2",,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"BELFRY  FJSD12"
"Cape Breton","21","GABARUS",,"716917","5077040","11F16","44B2","18,586,060","440","16","4.2","300.8","1.6","1.1","Y","1989-06-02T00:00:00.000","0","S",,,,,,,"0.9",,,,"60","8.1","2.9","6.6",,"1.7","13","0.005","0.06","0.005","0.2","6.5","3.8","0.01",,"0.05","0.05",,"0.01",,,,,,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"GABARUS  FJSD12"
"Cape Breton","50","BELLE",,"724338","5092760","11F16","43C5","552,600","40","2","1.4","40","1.7",,"N","1989-06-01T00:00:00.000","0","S",,,,,,,"0.5","10",,,"28","5.4","3","6.6",,"1.4","4.1","0.005","0.03","0.02","0.1","2.2","2.4","0.005",,"0.025","0.025",,"0.005","0.25",,,"3.6",,,,"Environmental Chemistry Division, VG","Al McNeill","NS Dept. of Fisheries","AL",,"BELLE Catalone R."
"Cape Breton","26","MacINTYRE'S",,"724958","5095130","11F16","43C5","705,118","27","13","2.6","25","2.2","3.3","N","1989-06-01T00:00:00.000","0","S",,,,,,,"0.5","9.7",,,"39","8.5","6.1","7",,"2.5","4.8","0.005","0.03","0.005","0.005","2.7","2.9","0.005",,"0.025","0.025",,"0.005","0.7",,,"3.2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"MacINTYRE'S Catalone R."
"Cape Breton","984","MCINNES",,"720938","5093290","11F16","43C5","960,000","32","7","3","30.9","1.5","1.5","Y","1989-06-01T00:00:00.000","0","S",,,,,,,"0.7","13",,,"28","4.7","2.3","6.4",,"1","4.3","0.005","0.04","0.02","0.005","2.2","2.6","0.005",,"0.025","0.025",,"0.005","1.4",,,"3.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"MCINNES Catalone R."
"Cape Breton","55","COCHRAN",,"732340","5109440","11J04","43D4","7,290,000","37.6","0.5","0.2","37.6","1.3",,"N","1989-06-01T00:00:00.000","0","S",,,,,"0.1",,"2.3","48",,,"39","4.3","0.5","5.2",,"0.71","7.4","0.005","1.1","0.12","0.2","3.7","2.9","0.005",,"0.025","0.025",,"0.005","0.25",,,"5.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"COCHRAN Mira R."
"Cape Breton","64","LOON",,"734253","5107260","11J04","43D4","244,900","36.6","2","0.7","36.6","1.7",,"N","1989-06-01T00:00:00.000","0","S",,,,,"2",,"0.5","34",,,"49","12.7","6.8","6.8",,"3.1","6.8","0.005","0.1","0.03","0.29","3.5","4.4","0.005",,"0.025","0.05",,"0.005","0.25",,,"6.6",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"LOON  FJSD28"
"Victoria","7","TIMBER",,"679292","5138790","11K07","38C1","1,630,000","34","12",,"21.6","1.66","0.8","N","1989-05-31T00:00:00.000","0","S",,,,,,,"0.4","28",,,"24","5.4","2.2","6.6",,"1.3","4","0.01","0.07","0.04","0.1","1.5","2.5","0.01",,"0.08","0.025",,"0.005","1.1",,,"4.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"TIMBER Barachois R."
"Victoria","989","BELL",,"674575","5128860","11K07","38C2","1,520,542","103.2","6",,"102.7","2.17","4.11","N","1989-05-31T00:00:00.000","0","S",,,,,,,"0.5","22",,,"23","4.5","1.8","6.4",,"1.1","3.7","0.005","0.09","0.04","0.05","1.5","1","0.005",,"0.13","0.025",,"0.005","0.81",,,"4.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"BELL Middle R."
"Victoria","986","SNAKE CAT",,"675767","5128610","11K07","38C2","232,722","22.3","3","1","22.3","1.4","52.4","N","1989-05-31T00:00:00.000","0","S",,,,,,,"0.4","27",,,"22","3.9","1.6","6.3",,"1","3.8","0.01","0.1","0.03","0.1","1.9","2.4","0.005",,"0.025","0.025",,"0.005","0.25",,,"4.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"SNAKE CAT Middle R."
"Cape Breton","987","KILKENNY",,"720287","5121150","11K01","43C2","1,070,000","58.7","5","1.8","58.7","1",,"Y","1989-05-30T00:00:00.000","0","S",,,,,,,"0.4","10",,,"128","23.5","1.5","6.3",,"5.6","26","0.005","0.06","0.17","0.4","13","14","0.01",,"0.025","0.025",,"0.005","0.68",,,"2.4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"KILKENNY Northwest Brook"
"Cape Breton","67","BROWN'S",,"718940","5118520","11K01","43B3","233,400","25.8","2","0.9","0","1.2",,"Y","1989-05-30T00:00:00.000","0","S",,,,,,,"0.5","5",,,"37","6.3","1","5.7",,"1.3","5.7","0.01","0.1","0.12","0.1","2.7","5.7","0.02",,"0.025","0.025",,"0.005","0.25",,,"2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"BROWN'S Northwest Brook"
"Cape Breton","988","INGLIS",,"719912","5116470","11K01","43B3","298,400","25.3","2","1.2","25.3","1.2",,"Y","1989-05-30T00:00:00.000","0","S",,,,,,,"0.5","5.2",,,"44","6.7","0.5","5.4",,"1.5","7.6","0.005","0.05","0.13","0.1","3.3","5.8","0.02",,"0.025","0.025",,"0.005","0.25",,,"2",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"INGLIS Northwest Brook"
"Cape Breton","12","CRANBERRY",,"719474","5103780","11K01","43B4","110,900","57.3","1","0.2","0","1.6",,"Y","1989-05-29T00:00:00.000","0","S",,,,,,,"3.2","40",,,"23","3.7","0.5","5.8",,"0.81","3.3","0.005","0.84","0.17","0.005","1.6","2","0.005",,"0.025","0.025",,"0.005","0.25",,,"5.4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"CRANBERRY Sydney R."
"Cape Breton","28","FRONT",,"718392","5103870","11K01","43B4","1,255,200","67","4","1.9","67","1.2",,"N","1989-05-29T00:00:00.000","0","S",,,,,,,"1.1","16",,,"32","5.7","2.3","6.6",,"1.3","5.6","0.01","0.2","0.08","0.4","2.8","2.3","0.005",,"0.025","0.025",,"0.005","0.25",,,"3.8",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"FRONT Sydney R."
"Cape Breton","53","JOES",,"715352","5105240","11K01","43B4","414,900","33.2","4","1.2","33.2","1.7",,"N","1989-05-29T00:00:00.000","0","S",,,,,,,"1.2","7.9",,,"36","8.7","5.4","7.2",,"2.3","4.1","0.005","0.1","0.04","0.2","2.4","4.3","0.005",,"0.025","0.025",,"0.005","0.62",,,"2.4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"JOES Sydney R."
"Cape Breton","9","LOON",,"693121","5100960","11K01","3800000","1,686,168","61.5","5","2.7","61.5","1.3","0.7","N","1989-05-29T00:00:00.000","0","S",,,,,,,"0.4","7",,,"25","5.8","3.3","7",,"1.6","2.8","0.01","0.04","0.03","0.005","1.5","2.9","0.005",,"0.025","0.025",,"0.005","0.25",,,"2.5",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"LOON MacIntosh Brk."
"Cape Breton","6","GILLIES",,"701297","5103970","11K01","43A4","4,356,000","45.3","23","9.6","14.3","1.2","3.2","N","1989-05-29T00:00:00.000","0","S",,,,,,,"0.6","16",,,"54","19.8","16","7.5",,"5.8","4.1","0.01","0.07","0.03","0.1","2.1","3.5","0.005",,"0.025","0.025",,"0.005","1.1",,,"4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"GILLIES Gillies Brk."
"Cape Breton","56","MCADAMS",,"698752","5100240","11K01","380000","1,113,000","31.3","10","3.4","17.9","1.6","2.3","Y","1989-05-29T00:00:00.000","0","S",,,,,,,"0.7","15",,,"37","10.1","6.4","7.1",,"2.9","4.2","0.005","0.07","0.04","0.1","2.1","3.3","0.005",,"0.025","0.025",,"0.005","1",,,"4",,,,"Environmental Chemistry Division, VG","Paul LeBlanc","NS Dept. of Fisheries","AL",,"MCADAMS Gillies Brk."
"Cape Breton","5","FORESTER",,"705059","5113150","11K01","43A3","3,760,000","104","17","3.6","86.8","2.3","2.5","Y","1989-05-26T00:00:00.000","0","S",,,,,,,"0.4","13",,,"240","37.4","18","7.7",,"12","46","0.005","0.02","0.005","0.5","33","19","0.005",,"0.025","0.025",,"0.005","1.9",,,"4",,,,"Environmental Chemistry Division, VG",,"NS Dept. of Fisheries","AL",,"FORESTER  FJSD55"
