"county","english_placename","siorramachd","inm_aite_s_a_gh_idhlig","lat","long","easting","northing","geocoded_column"
"Inverness","Brook Village","INBHIR NIS","Baile Beag Na h-Aibhne","46.0512710564999","-61.3001743557","631499.13","5101148.66","POINT (-61.300174355699994 46.0512710564999)"
"Antigonish","Meadow Green","ANTAIGINIS","A’ Mhaise Uaine","45.549200571","-61.8326610077999","591120.88","5044625.24","POINT (-61.8326610077999 45.549200571)"
"Antigonish","Maryvale","ANTAIGINIS","Allt A’ Mheiligein","45.7351479825","-62.0438828837","574386.72","5065065.79","POINT (-62.04388288369999 45.7351479825)"
"Guysborough","Guysborough","AM MAINISDEAR","Baile Mhainisdear","45.383406368","-61.49927591","617488.36","5026638.80","POINT (-61.49927591 45.383406368)"
"Inverness","Craigmore","INBHIR NIS","A’ Chreag Mhór","45.7681263938","-61.4706273433999","618916.20","5069422.59","POINT (-61.4706273433999 45.7681263938)"
"Antigonish; Pictou","The Keppoch","ANTAIGINIS","A’ Cheapach","45.4463075948999","-62.165881427","565228.89","5032869.82","POINT (-62.165881426999995 45.4463075948999)"
"Cape Breton","French Road","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rathad Nam Frangach","45.9024426483","-60.2261281000999","715161.94","5086950.14","POINT (-60.22612810009989 45.9024426483)"
"Cape Breton","Marion Bridge","ROINN BHEAG IONADAIL CHEAP BREATAINN","Drochaid Mharion","45.9808762057","-60.2123305384999","715927.24","5095701.56","POINT (-60.2123305384999 45.9808762057)"
"Inverness","Glenville","INBHIR NIS","An Gleann Dubh","46.1537171299999","-61.3167505934999","629975.77","5112503.88","POINT (-61.316750593499904 46.1537171299999)"
"Cape Breton","Castle Bay","BHIOCTORIA","Bàgh A’ Chaisteil","45.9130261723","-60.6746459845999","680337.94","5087013.46","POINT (-60.6746459845999 45.91302617230001)"
"Pictou","Scotsburn","PIOGTO","Beinn Nam Mathanach","45.6513484971","-62.8536755684","511401.19","5055321.52","POINT (-62.85367556840001 45.6513484971)"
"Cape Breton","Big Pond Centre","ROINN BHEAG IONADAIL CHEAP BREATAINN","Teis-Meadhon A’ Phoin Mhóir","45.8874887966","-60.5757487754","688093.83","5084404.68","POINT (-60.5757487754 45.88748879660001)"
"Pictou","Riverton","PIOGTO","Bràigh Na h-Aibhneadh","45.5283167427","-62.6741618961999","525443.92","5041694.05","POINT (-62.674161896199905 45.5283167427)"
"Inverness","Port Hastings","INBHIR NIS","Còbh A’ Phleasdair","45.6461324615","-61.4031866302999","624430.45","5055971.58","POINT (-61.4031866302999 45.6461324615)"
"Inverness","Long Point","INBHIR NIS","An Rubha Fada","45.810759746","-61.4801796679999","618083.38","5074145.06","POINT (-61.480179667999906 45.810759746)"
"Cape Breton","Birch Grove","ROINN BHEAG IONADAIL CHEAP BREATAINN","Doire Na Beithe","46.1217918011","-59.9526649673999","735439.73","5112094.70","POINT (-59.952664967399905 46.1217918011)"
"Inverness","Ainslie Glen","INBHIR NIS","Gleann Nam Màgan","46.0207650584999","-61.1371706328","644188.35","5098041.63","POINT (-61.1371706328 46.020765058499904)"
"Cape Breton","Middle Cape","ROINN BHEAG IONADAIL CHEAP BREATAINN","An Ceap Leathach","45.867185069","-60.6149568411999","685119.23","5082057.19","POINT (-60.6149568411999 45.867185069)"
"Richmond","Red Islands","RICHMOND","Na h-Eileanan Dearga","45.7810084357999","-60.7401564724","675672.78","5072200.01","POINT (-60.74015647240001 45.7810084357999)"
"Antigonish","Clydesdale","ANTAIGINIS","Dail A’ Chluaidh","45.6449085283","-62.0596290718","573279.41","5055025.62","POINT (-62.05962907180001 45.6449085283)"
"Antigonish","Lochaber","ANTAIGINIS","Loch Abar","45.4150106505","-62.0251045409999","576279.92","5029516.72","POINT (-62.0251045409999 45.4150106505)"
"Cape Breton","Sydney River","ROINN BHEAG IONADAIL CHEAP BREATAINN","Abhainn Shuidni","46.1035576264999","-60.2287774874999","714178.38","5109287.37","POINT (-60.22877748749989 46.1035576264999)"
"Pictou","Meadowville","PIOGTO","Baile Na h-Innse","45.6877761826999","-62.9176011355","506416.13","5059361.54","POINT (-62.9176011355 45.6877761826999)"
"Antigonish","Addington Forks","ANTAIGINIS","Na Forcaichean","45.5631215794999","-62.0814700266","571681.52","5045919.45","POINT (-62.0814700266 45.56312157949991)"
"Inverness","Aberdeen","INBHIR NIS","Abaireadhain","45.9708719911999","-61.0594935186","650335.80","5092641.92","POINT (-61.0594935186 45.9708719911999)"
"Pictou","Braeshore","PIOGTO","Bràigh A’ Chladaich","45.7084846321999","-62.6512417422","527146.62","5061718.11","POINT (-62.6512417422 45.708484632199905)"
"Antigonish","Lakevale","ANTAIGINIS","Gleann An Locha","45.7842785427","-61.9196652409999","583977.18","5070647.28","POINT (-61.919665240999905 45.7842785427)"
"Inverness","Glencoe","PIOGTO","Gleann Comhann","45.9490431680999","-61.3268641885999","629673.07","5089746.84","POINT (-61.3268641885999 45.9490431680999)"
"Antigonish","Heatherton","ANTAIGINIS","Baile An Fhraoich","45.5877916394","-61.7937289663","594095.39","5048957.58","POINT (-61.7937289663 45.5877916394)"
"Cape Breton","Dutch Brook","ROINN BHEAG IONADAIL CHEAP BREATAINN","Allt An Duidsich","46.065820099","-60.2015029487","716433.92","5105168.48","POINT (-60.2015029487 46.065820099)"
"Guysborough","Canso","AM MAINISDEAR","Baile Chanso","45.3374085712","-60.996213564","656999.04","5022386.37","POINT (-60.996213564 45.3374085712)"
"Inverness","Iron Mines","INBHIR NIS","Cnoc An t-Sìthein","45.9386603852","-61.149450575","643449.80","5088897.25","POINT (-61.149450575 45.9386603852)"
"Inverness","Whycocomagh","INBHIR NIS","Hogoma","45.9738263007999","-61.1191244301","645708.35","5092859.35","POINT (-61.119124430099994 45.9738263007999)"
"Cape Breton","Scotchtown","ROINN BHEAG IONADAIL CHEAP BREATAINN","Baile Nan Gàidheal","46.2388850040999","-60.0996845299999","723605.69","5124678.96","POINT (-60.0996845299999 46.2388850040999)"
"Guysborough","Glenelg","AM MAINISDEAR","Gleann Eilg","45.2596182862","-62.0763301014","572469.78","5012206.30","POINT (-62.076330101399996 45.2596182862)"
"Antigonish","Loch Katrine","ANTAIGINIS","Am Bràigh Àrd","45.4301137105999","-61.9340573805","583381.59","5031284.97","POINT (-61.9340573805 45.4301137105999)"
"Inverness","Skye Glen","INBHIR NIS","Gleann Nan Sgìtheanach","46.0388983205999","-61.2020775761","639118.91","5099940.80","POINT (-61.2020775761 46.0388983205999)"
"Pictou","Scotch Hill","PIOGTO","Cnoc Nan Albannach","45.6951399049999","-62.8089157826999","514877.14","5060194.11","POINT (-62.8089157826999 45.6951399049999)"
"Inverness","Creignish","INBHIR NIS","Creiginnis","45.732686354","-61.4598948418","619826.53","5065501.19","POINT (-61.4598948418 45.732686354)"
"Cape Breton","Black Brook","ROINN BHEAG IONADAIL CHEAP BREATAINN","An t-Allt Dubh","46.2171727626","-60.4315751311999","698096.83","5121383.99","POINT (-60.43157513119991 46.2171727626)"
"Pictou","Lovat","PIOGTO","A’ Mhorfhaich","45.5188400759999","-62.850623759","511666.39","5040600.44","POINT (-62.850623759 45.5188400759999)"
"Antigonish","Caledonia Mills","ANTAIGINIS","An Daigear","45.4874425989999","-61.7984016619","593897.79","5037803.59","POINT (-61.7984016619 45.4874425989999)"
"Antigonish","Glen Bard","ANTAIGINIS","Gleann A’ Bhàird","45.5800435823","-62.1623587743","565349.39","5047730.37","POINT (-62.1623587743 45.5800435823)"
"Cape Breton","Edwardsville","ROINN BHEAG IONADAIL CHEAP BREATAINN","Baile Ìomhair","46.157841152","-60.2306152780999","713826.03","5115313.56","POINT (-60.2306152780999 46.157841152)"
"Cape Breton","Northside East Bay","ROINN BHEAG IONADAIL CHEAP BREATAINN","Taobh Tuath Bàigh An Iar","46.0026123398999","-60.4426687870999","698008.54","5097517.64","POINT (-60.442668787099905 46.0026123398999)"
"Antigonish","Lanark","ANTAIGINIS","Lannraig","45.6514254821","-61.9467030794","582069.75","5055859.14","POINT (-61.94670307940001 45.6514254821)"
"Cape Breton","Mill Creek","ROINN BHEAG IONADAIL CHEAP BREATAINN","Allt A’ Mhuilinn","46.2767720773999","-60.3008274633999","707955.30","5128340.76","POINT (-60.3008274633999 46.2767720773999)"
"Pictou","Mount Thom","PIOGTO","Beinn Thòmais","45.5272871935","-62.9659930529999","502655.57","5041528.60","POINT (-62.96599305299989 45.5272871935)"
"Cape Breton","East Bay","ROINN BHEAG IONADAIL CHEAP BREATAINN","Bàgh Na h-Àird’ An Ear","46.0192078723","-60.3715768312","703452.00","5099540.77","POINT (-60.371576831199995 46.0192078723)"
"Antigonish","Bayfield","ANTAIGINIS","An Abhainn Bheag","45.6311846448","-61.7463727995","597714.02","5053835.13","POINT (-61.74637279950001 45.6311846448)"
"Pictou","Pictou Landing","PIOGTO","Àite An Luchd-Àiteachaidh","45.6720655359999","-62.6779615515999","525083.08","5057663.20","POINT (-62.67796155159991 45.6720655359999)"
"Pictou","Waterside","PIOGTO","Oir Na Mara","45.7527828894999","-62.7720797471","517726.82","5066605.83","POINT (-62.77207974710001 45.7527828894999)"
"Richmond","Lake Uist","RICHMOND","Loch Uidhist","45.7788210200999","-60.6329933764","684010.36","5072198.18","POINT (-60.63299337640001 45.7788210200999)"
"Pictou","Mount William","PIOGTO","Beinn Uilleim","45.5920781976","-62.7118883707","522472.52","5048766.57","POINT (-62.7118883707 45.5920781976)"
"Antigonish","James River","ANTAIGINIS","Abhainn Sheumais","45.5702926302","-62.1315888294999","567761.67","5046672.58","POINT (-62.13158882949989 45.5702926302)"
"Pictou","New Gairloch","PIOGTO","Geàrr-loch Ùr","45.4804438502999","-62.8301418388999","513275.07","5036337.91","POINT (-62.830141838899905 45.4804438502999)"
"Cape Breton","Sydney Forks","ROINN BHEAG IONADAIL CHEAP BREATAINN","Forcaichean Baile Shuidni","46.0604029312","-60.3038531672","708538.84","5104293.08","POINT (-60.3038531672 46.0604029312)"
"Inverness","Mabou","INBHIR NIS","An Drochaid","46.0719820846999","-61.3923995235","624318.12","5103301.50","POINT (-61.3923995235 46.0719820846999)"
"Guysborough","Guysborough","AM MAINISDEAR","Baile Mhainisdear","45.3913223802","-61.4979559005","617575.28","5027520.16","POINT (-61.497955900499996 45.3913223802)"
"Cape Breton","Big Pond","ROINN BHEAG IONADAIL CHEAP BREATAINN","Am Pon Mór","45.9205476941","-60.5229341918999","692077.44","5088203.50","POINT (-60.5229341918999 45.9205476941)"
"Cape Breton","Ironville","BHIOCTORIA","Baile An Iarainn","46.1331665435999","-60.4621878127","696034.26","5111974.40","POINT (-60.4621878127 46.1331665435999)"
"Pictou","Poplar Hill","PIOGTO","Cnoc A’ Chrithinn","45.7167122274999","-62.9091801179","507068.20","5062577.07","POINT (-62.9091801179 45.7167122274999)"
"Cape Breton","Beaver Cove","BHIOCTORIA","Còbh A’ Bhìobhair","46.0676297851999","-60.5577924712","688873.19","5104461.41","POINT (-60.557792471199996 46.0676297851999)"
"Antigonish","Georgeville","ANTAIGINIS","Baile Sheòrais","45.8249745915999","-62.0193090535999","576176.14","5075068.86","POINT (-62.019309053599905 45.8249745915999)"
"Antigonish","Pleasant Valley","ANTAIGINIS","Gleann Uige","45.6790366472","-62.0610439883","573124.70","5058815.96","POINT (-62.0610439883 45.6790366472)"
"Cape Breton","Point Aconi","ROINN BHEAG IONADAIL CHEAP BREATAINN","Rudha Aconi","46.3207500048999","-60.2972965672","708060.57","5133236.30","POINT (-60.29729656720001 46.3207500048999)"
"Cape Breton","Round Island","ROINN BHEAG IONADAIL CHEAP BREATAINN","An t-Eilean Cruinn","46.0545288098999","-59.9259568979","737792.27","5104701.13","POINT (-59.9259568979 46.0545288098999)"
