"region","month_year","occupancy_rate","room_nights_sold_rounded_to_nearest_thousand"
"Province","2017-12-01T00:00:00.000","0.37","123000"
"Yarmouth/Acadian Shores","2017-12-01T00:00:00.000","0.33","3000"
"Halifax Metro","2017-11-01T00:00:00.000","0.66","111000"
"Cape Breton","2017-11-01T00:00:00.000","0.42","21000"
"Bay of Fundy/Annapolis Valley","2017-11-01T00:00:00.000","0.41","20000"
"Eastern Shore","2017-11-01T00:00:00.000","0.19","1000"
"Province","2017-11-01T00:00:00.000","0.52","177000"
"Yarmouth/Acadian Shores","2017-11-01T00:00:00.000","0.39","4000"
"South Shore","2017-11-01T00:00:00.000","0.32","9000"
"Northumberland Shore","2017-11-01T00:00:00.000","0.41","11000"
"South Shore","2017-10-01T00:00:00.000","0.47","18000"
"Halifax Metro","2017-10-01T00:00:00.000","0.74","130000"
"Northumberland Shore","2017-10-01T00:00:00.000","0.58","21000"
"Yarmouth/Acadian Shores","2017-10-01T00:00:00.000","0.48","6000"
"Cape Breton","2017-10-01T00:00:00.000","0.58","52000"
"Province","2017-10-01T00:00:00.000","0.62","260000"
"Eastern Shore","2017-10-01T00:00:00.000","0.35","2000"
"Bay of Fundy/Annapolis Valley","2017-10-01T00:00:00.000","0.48","32000"
"Bay of Fundy/Annapolis Valley","2017-09-01T00:00:00.000","0.66","48000"
"Cape Breton","2017-09-01T00:00:00.000","0.7","71000"
"Province","2017-09-01T00:00:00.000","0.75","325000"
"South Shore","2017-09-01T00:00:00.000","0.64","27000"
"Yarmouth/Acadian Shores","2017-09-01T00:00:00.000","0.71","9000"
"Halifax Metro","2017-09-01T00:00:00.000","0.89","142000"
"Eastern Shore","2017-09-01T00:00:00.000","0.51","4000"
"Northumberland Shore","2017-09-01T00:00:00.000","0.65","24000"
"Northumberland Shore","2017-08-01T00:00:00.000","0.5","30000"
"Bay of Fundy/Annapolis Valley","2017-08-01T00:00:00.000","0.54","59000"
"Halifax Metro","2017-08-01T00:00:00.000","0.84","163000"
"Province","2017-08-01T00:00:00.000","0.72","390000"
"Eastern Shore","2017-08-01T00:00:00.000","0.63","5000"
"Yarmouth/Acadian Shores","2017-08-01T00:00:00.000","0.75","10000"
"Cape Breton","2017-08-01T00:00:00.000","0.82","90000"
"South Shore","2017-08-01T00:00:00.000","0.77","33000"
"Bay of Fundy/Annapolis Valley","2017-07-01T00:00:00.000","0.55","64000"
"Province","2017-07-01T00:00:00.000","0.7","392000"
"Halifax Metro","2017-07-01T00:00:00.000","0.79","171000"
"Northumberland Shore","2017-07-01T00:00:00.000","0.52","30000"
"South Shore","2017-07-01T00:00:00.000","0.67","29000"
"Eastern Shore","2017-07-01T00:00:00.000","0.54","4000"
"Cape Breton","2017-07-01T00:00:00.000","0.78","84000"
"Yarmouth/Acadian Shores","2017-07-01T00:00:00.000","0.71","10000"
"South Shore","2017-06-01T00:00:00.000","0.46","19000"
"Yarmouth/Acadian Shores","2017-06-01T00:00:00.000","0.59","8000"
"Eastern Shore","2017-06-01T00:00:00.000","0.32","2000"
"Halifax Metro","2017-06-01T00:00:00.000","0.69","145000"
"Province","2017-06-01T00:00:00.000","0.52","283000"
"Bay of Fundy/Annapolis Valley","2017-06-01T00:00:00.000","0.31","35000"
"Cape Breton","2017-06-01T00:00:00.000","0.51","52000"
"Northumberland Shore","2017-06-01T00:00:00.000","0.38","23000"
"Bay of Fundy/Annapolis Valley","2017-05-01T00:00:00.000","0.27","29000"
"Eastern Shore","2017-05-01T00:00:00.000","0.23","1000"
"Northumberland Shore","2017-05-01T00:00:00.000","0.35","18000"
"Cape Breton","2017-05-01T00:00:00.000","0.4","32000"
"Yarmouth/Acadian Shores","2017-05-01T00:00:00.000","0.37","5000"
"South Shore","2017-05-01T00:00:00.000","0.33","13000"
"Province","2017-05-01T00:00:00.000","0.45","230000"
"Halifax Metro","2017-05-01T00:00:00.000","0.61","132000"
"Yarmouth/Acadian Shores","2017-04-01T00:00:00.000","0.29","3000"
"Eastern Shore","2017-04-01T00:00:00.000","0.13","0"
"South Shore","2017-04-01T00:00:00.000","0.29","9000"
"Northumberland Shore","2017-04-01T00:00:00.000","0.36","10000"
"Cape Breton","2017-04-01T00:00:00.000","0.37","18000"
"Halifax Metro","2017-04-01T00:00:00.000","0.66","104000"
"Bay of Fundy/Annapolis Valley","2017-04-01T00:00:00.000","0.37","18000"
"Province","2017-04-01T00:00:00.000","0.5","162000"
"Province","2017-03-01T00:00:00.000","0.52","171000"
"Halifax Metro","2017-03-01T00:00:00.000","0.67","109000"
"Cape Breton","2017-03-01T00:00:00.000","0.41","20000"
"Northumberland Shore","2017-03-01T00:00:00.000","0.43","11000"
"Eastern Shore","2017-03-01T00:00:00.000","0.16","0"
"Bay of Fundy/Annapolis Valley","2017-03-01T00:00:00.000","0.38","18000"
"South Shore","2017-03-01T00:00:00.000","0.29","8000"
"Yarmouth/Acadian Shores","2017-03-01T00:00:00.000","0.32","4000"
"Northumberland Shore","2017-02-01T00:00:00.000","0.35","8000"
"Province","2017-02-01T00:00:00.000","0.44","130000"
"Halifax Metro","2017-02-01T00:00:00.000","0.56","82000"
"South Shore","2017-02-01T00:00:00.000","0.29","8000"
"Cape Breton","2017-02-01T00:00:00.000","0.3","13000"
"Eastern Shore","2017-02-01T00:00:00.000","0.19","0"
"Bay of Fundy/Annapolis Valley","2017-02-01T00:00:00.000","0.33","14000"
"Yarmouth/Acadian Shores","2017-02-01T00:00:00.000","0.36","4000"
"Northumberland Shore","2017-01-01T00:00:00.000","0.3","8000"
"Bay of Fundy/Annapolis Valley","2017-01-01T00:00:00.000","0.23","11000"
"Province","2017-01-01T00:00:00.000","0.35","116000"
"Yarmouth/Acadian Shores","2017-01-01T00:00:00.000","0.23","3000"
"Cape Breton","2017-01-01T00:00:00.000","0.28","13000"
"Halifax Metro","2017-01-01T00:00:00.000","0.45","75000"
"South Shore","2017-01-01T00:00:00.000","0.19","6000"
"Eastern Shore","2017-01-01T00:00:00.000","0.15","0"
"South Shore","2016-12-01T00:00:00.000","0.24","7000"
"Northumberland Shore","2016-12-01T00:00:00.000","0.28","8000"
"Province","2016-12-01T00:00:00.000","0.37","126000"
"Cape Breton","2016-12-01T00:00:00.000","0.34","16000"
"Yarmouth/Acadian Shores","2016-12-01T00:00:00.000","0.27","3000"
"Halifax Metro","2016-12-01T00:00:00.000","0.46","80000"
"Bay of Fundy/Annapolis Valley","2016-12-01T00:00:00.000","0.27","12000"
"Eastern Shore","2016-12-01T00:00:00.000","0.07","0"
"Northumberland Shore","2016-11-01T00:00:00.000","0.38","10000"
"South Shore","2016-11-01T00:00:00.000","0.3","9000"
"Halifax Metro","2016-11-01T00:00:00.000","0.63","106000"
"Bay of Fundy/Annapolis Valley","2016-11-01T00:00:00.000","0.39","19000"
"Province","2016-11-01T00:00:00.000","0.51","172000"
"Eastern Shore","2016-11-01T00:00:00.000","0.1","0"
"Cape Breton","2016-11-01T00:00:00.000","0.46","23000"
"Yarmouth/Acadian Shores","2016-11-01T00:00:00.000","0.39","4000"
"Cape Breton","2016-10-01T00:00:00.000","0.57","53000"
"Province","2016-10-01T00:00:00.000","0.56","242000"
"Bay of Fundy/Annapolis Valley","2016-10-01T00:00:00.000","0.44","30000"
"South Shore","2016-10-01T00:00:00.000","0.43","16000"
"Halifax Metro","2016-10-01T00:00:00.000","0.68","119000"
"Northumberland Shore","2016-10-01T00:00:00.000","0.48","17000"
"Eastern Shore","2016-10-01T00:00:00.000","0.32","2000"
"Yarmouth/Acadian Shores","2016-10-01T00:00:00.000","0.39","5000"
"Province","2016-09-01T00:00:00.000","0.73","329000"
"Cape Breton","2016-09-01T00:00:00.000","0.67","69000"
"South Shore","2016-09-01T00:00:00.000","0.64","27000"
"Northumberland Shore","2016-09-01T00:00:00.000","0.65","24000"
"Bay of Fundy/Annapolis Valley","2016-09-01T00:00:00.000","0.62","46000"
"Eastern Shore","2016-09-01T00:00:00.000","0.48","3000"
"Yarmouth/Acadian Shores","2016-09-01T00:00:00.000","0.69","9000"
"Halifax Metro","2016-09-01T00:00:00.000","0.88","151000"
"Eastern Shore","2016-08-01T00:00:00.000","0.54","4000"
"South Shore","2016-08-01T00:00:00.000","0.75","33000"
"Bay of Fundy/Annapolis Valley","2016-08-01T00:00:00.000","0.49","54000"
"Northumberland Shore","2016-08-01T00:00:00.000","0.51","30000"
"Province","2016-08-01T00:00:00.000","0.7","385000"
"Yarmouth/Acadian Shores","2016-08-01T00:00:00.000","0.8","11000"
"Halifax Metro","2016-08-01T00:00:00.000","0.82","167000"
"Cape Breton","2016-08-01T00:00:00.000","0.79","86000"
"South Shore","2016-07-01T00:00:00.000","0.68","30000"
"Province","2016-07-01T00:00:00.000","0.64","386000"
"Northumberland Shore","2016-07-01T00:00:00.000","0.42","32000"
"Halifax Metro","2016-07-01T00:00:00.000","0.74","175000"
"Yarmouth/Acadian Shores","2016-07-01T00:00:00.000","0.7","10000"
"Bay of Fundy/Annapolis Valley","2016-07-01T00:00:00.000","0.48","57000"
"Cape Breton","2016-07-01T00:00:00.000","0.73","79000"
"Eastern Shore","2016-07-01T00:00:00.000","0.49","4000"
"Halifax Metro","2016-06-01T00:00:00.000","0.65","151000"
"Cape Breton","2016-06-01T00:00:00.000","0.45","46000"
"South Shore","2016-06-01T00:00:00.000","0.42","17000"
"Province","2016-06-01T00:00:00.000","0.47","277000"
"Bay of Fundy/Annapolis Valley","2016-06-01T00:00:00.000","0.3","33000"
"Eastern Shore","2016-06-01T00:00:00.000","0.34","2000"
"Yarmouth/Acadian Shores","2016-06-01T00:00:00.000","0.5","7000"
"Northumberland Shore","2016-06-01T00:00:00.000","0.27","20000"
"Yarmouth/Acadian Shores","2016-05-01T00:00:00.000","0.29","4000"
"Northumberland Shore","2016-05-01T00:00:00.000","0.27","16000"
"Cape Breton","2016-05-01T00:00:00.000","0.33","26000"
"Eastern Shore","2016-05-01T00:00:00.000","0.2","1000"
"Bay of Fundy/Annapolis Valley","2016-05-01T00:00:00.000","0.21","23000"
"South Shore","2016-05-01T00:00:00.000","0.27","11000"
"Province","2016-05-01T00:00:00.000","0.39","211000"
"Halifax Metro","2016-05-01T00:00:00.000","0.57","130000"
"Yarmouth/Acadian Shores","2016-04-01T00:00:00.000","0.34","4000"
"Northumberland Shore","2016-04-01T00:00:00.000","0.41","11000"
"Cape Breton","2016-04-01T00:00:00.000","0.38","19000"
"South Shore","2016-04-01T00:00:00.000","0.26","8000"
"Bay of Fundy/Annapolis Valley","2016-04-01T00:00:00.000","0.37","18000"
"Eastern Shore","2016-04-01T00:00:00.000","0.12","0"
"Halifax Metro","2016-04-01T00:00:00.000","0.68","117000"
"Province","2016-04-01T00:00:00.000","0.52","176000"
"Yarmouth/Acadian Shores","2016-03-01T00:00:00.000","0.27","3000"
"Bay of Fundy/Annapolis Valley","2016-03-01T00:00:00.000","0.33","15000"
"South Shore","2016-03-01T00:00:00.000","0.26","8000"
"Eastern Shore","2016-03-01T00:00:00.000","0.14","0"
"Northumberland Shore","2016-03-01T00:00:00.000","0.41","10000"
"Halifax Metro","2016-03-01T00:00:00.000","0.58","103000"
"Province","2016-03-01T00:00:00.000","0.46","155000"
"Cape Breton","2016-03-01T00:00:00.000","0.36","16000"
"South Shore","2016-02-01T00:00:00.000","0.25","6000"
"Province","2016-02-01T00:00:00.000","0.41","128000"
"Eastern Shore","2016-02-01T00:00:00.000","0.08","0"
"Halifax Metro","2016-02-01T00:00:00.000","0.5","82000"
"Northumberland Shore","2016-02-01T00:00:00.000","0.41","9000"
"Yarmouth/Acadian Shores","2016-02-01T00:00:00.000","0.33","3000"
"Cape Breton","2016-02-01T00:00:00.000","0.33","14000"
"Bay of Fundy/Annapolis Valley","2016-02-01T00:00:00.000","0.29","13000"
"South Shore","2016-01-01T00:00:00.000","0.22","6000"
"Bay of Fundy/Annapolis Valley","2016-01-01T00:00:00.000","0.23","11000"
"Eastern Shore","2016-01-01T00:00:00.000","0.06","0"
"Province","2016-01-01T00:00:00.000","0.36","118000"
"Halifax Metro","2016-01-01T00:00:00.000","0.45","79000"
"Yarmouth/Acadian Shores","2016-01-01T00:00:00.000","0.23","2000"
"Cape Breton","2016-01-01T00:00:00.000","0.28","11000"
"Northumberland Shore","2016-01-01T00:00:00.000","0.37","9000"
"Bay of Fundy/Annapolis Valley","2015-12-01T00:00:00.000","0.26","11000"
"Province","2015-12-01T00:00:00.000","0.35","117000"
"Cape Breton","2015-12-01T00:00:00.000","0.29","13000"
"Northumberland Shore","2015-12-01T00:00:00.000","0.3","8000"
"Eastern Shore","2015-12-01T00:00:00.000","0.06","0"
"Yarmouth/Acadian Shores","2015-12-01T00:00:00.000","0.28","3000"
"Halifax Metro","2015-12-01T00:00:00.000","0.42","76000"
"South Shore","2015-12-01T00:00:00.000","0.21","6000"
"Province","2015-11-01T00:00:00.000","0.48","164000"
"Cape Breton","2015-11-01T00:00:00.000","0.39","18000"
"Yarmouth/Acadian Shores","2015-11-01T00:00:00.000","0.42","5000"
"South Shore","2015-11-01T00:00:00.000","0.28","8000"
"Halifax Metro","2015-11-01T00:00:00.000","0.59","103000"
"Eastern Shore","2015-11-01T00:00:00.000","0.21","0"
"Bay of Fundy/Annapolis Valley","2015-11-01T00:00:00.000","0.35","17000"
"Northumberland Shore","2015-11-01T00:00:00.000","0.45","12000"
"Bay of Fundy/Annapolis Valley","2015-10-01T00:00:00.000","0.44","29000"
"Halifax Metro","2015-10-01T00:00:00.000","0.66","122000"
"Northumberland Shore","2015-10-01T00:00:00.000","0.5","17000"
"Province","2015-10-01T00:00:00.000","0.55","236000"
"South Shore","2015-10-01T00:00:00.000","0.43","17000"
"Eastern Shore","2015-10-01T00:00:00.000","0.33","2000"
"Cape Breton","2015-10-01T00:00:00.000","0.49","43000"
"Yarmouth/Acadian Shores","2015-10-01T00:00:00.000","0.48","7000"
"Yarmouth/Acadian Shores","2015-09-01T00:00:00.000","0.66","9000"
"South Shore","2015-09-01T00:00:00.000","0.6","25000"
"Halifax Metro","2015-09-01T00:00:00.000","0.86","153000"
"Province","2015-09-01T00:00:00.000","0.7","315000"
"Northumberland Shore","2015-09-01T00:00:00.000","0.61","22000"
"Eastern Shore","2015-09-01T00:00:00.000","0.47","3000"
"Cape Breton","2015-09-01T00:00:00.000","0.6","61000"
"Bay of Fundy/Annapolis Valley","2015-09-01T00:00:00.000","0.57","41000"
"Yarmouth/Acadian Shores","2015-08-01T00:00:00.000","0.72","10000"
"Province","2015-08-01T00:00:00.000","0.65","368000"
"Northumberland Shore","2015-08-01T00:00:00.000","0.45","28000"
"South Shore","2015-08-01T00:00:00.000","0.71","31000"
"Eastern Shore","2015-08-01T00:00:00.000","0.47","4000"
"Cape Breton","2015-08-01T00:00:00.000","0.71","77000"
"Bay of Fundy/Annapolis Valley","2015-08-01T00:00:00.000","0.47","51000"
"Halifax Metro","2015-08-01T00:00:00.000","0.77","167000"
"Halifax Metro","2015-07-01T00:00:00.000","0.71","168000"
"Eastern Shore","2015-07-01T00:00:00.000","0.44","3000"
"Northumberland Shore","2015-07-01T00:00:00.000","0.52","32000"
"Bay of Fundy/Annapolis Valley","2015-07-01T00:00:00.000","0.44","52000"
"South Shore","2015-07-01T00:00:00.000","0.63","28000"
"Yarmouth/Acadian Shores","2015-07-01T00:00:00.000","0.6","9000"
"Province","2015-07-01T00:00:00.000","0.61","361000"
"Cape Breton","2015-07-01T00:00:00.000","0.64","70000"
"Yarmouth/Acadian Shores","2015-06-01T00:00:00.000","0.43","6000"
"Cape Breton","2015-06-01T00:00:00.000","0.39","40000"
"South Shore","2015-06-01T00:00:00.000","0.4","17000"
"Bay of Fundy/Annapolis Valley","2015-06-01T00:00:00.000","0.3","33000"
"Eastern Shore","2015-06-01T00:00:00.000","0.3","2000"
"Halifax Metro","2015-06-01T00:00:00.000","0.61","138000"
"Province","2015-06-01T00:00:00.000","0.45","256000"
"Northumberland Shore","2015-06-01T00:00:00.000","0.34","20000"
"Cape Breton","2015-05-01T00:00:00.000","0.29","21000"
"South Shore","2015-05-01T00:00:00.000","0.31","12000"
"Province","2015-05-01T00:00:00.000","0.38","202000"
"Yarmouth/Acadian Shores","2015-05-01T00:00:00.000","0.31","4000"
"Halifax Metro","2015-05-01T00:00:00.000","0.5","122000"
"Northumberland Shore","2015-05-01T00:00:00.000","0.33","19000"
"Bay of Fundy/Annapolis Valley","2015-05-01T00:00:00.000","0.24","23000"
"Eastern Shore","2015-05-01T00:00:00.000","0.15","1000"
"South Shore","2015-04-01T00:00:00.000","0.26","8000"
"Province","2015-04-01T00:00:00.000","0.47","163000"
"Halifax Metro","2015-04-01T00:00:00.000","0.63","111000"
"Northumberland Shore","2015-04-01T00:00:00.000","0.37","10000"
"Cape Breton","2015-04-01T00:00:00.000","0.3","15000"
"Bay of Fundy/Annapolis Valley","2015-04-01T00:00:00.000","0.34","16000"
"Eastern Shore","2015-04-01T00:00:00.000","0.12","0"
"Yarmouth/Acadian Shores","2015-04-01T00:00:00.000","0.32","4000"
"Bay of Fundy/Annapolis Valley","2015-03-01T00:00:00.000","0.36","17000"
"Northumberland Shore","2015-03-01T00:00:00.000","0.41","11000"
"Eastern Shore","2015-03-01T00:00:00.000","0.08","0"
"South Shore","2015-03-01T00:00:00.000","0.28","9000"
"Province","2015-03-01T00:00:00.000","0.48","167000"
"Cape Breton","2015-03-01T00:00:00.000","0.35","17000"
"Yarmouth/Acadian Shores","2015-03-01T00:00:00.000","0.33","4000"
"Halifax Metro","2015-03-01T00:00:00.000","0.6","109000"
"South Shore","2015-02-01T00:00:00.000","0.26","7000"
"Province","2015-02-01T00:00:00.000","0.41","131000"
"Cape Breton","2015-02-01T00:00:00.000","0.26","11000"
"Northumberland Shore","2015-02-01T00:00:00.000","0.37","9000"
"Bay of Fundy/Annapolis Valley","2015-02-01T00:00:00.000","0.32","14000"
"Yarmouth/Acadian Shores","2015-02-01T00:00:00.000","0.36","4000"
"Eastern Shore","2015-02-01T00:00:00.000","0.08","0"
"Halifax Metro","2015-02-01T00:00:00.000","0.52","86000"
"Province","2015-01-01T00:00:00.000","0.33","112000"
"Yarmouth/Acadian Shores","2015-01-01T00:00:00.000","0.24","3000"
"Eastern Shore","2015-01-01T00:00:00.000","0.07","0"
"South Shore","2015-01-01T00:00:00.000","0.2","6000"
"Bay of Fundy/Annapolis Valley","2015-01-01T00:00:00.000","0.27","13000"
"Northumberland Shore","2015-01-01T00:00:00.000","0.29","8000"
"Cape Breton","2015-01-01T00:00:00.000","0.25","12000"
"Halifax Metro","2015-01-01T00:00:00.000","0.41","71000"
"South Shore","2014-12-01T00:00:00.000","0.24","7000"
"Halifax Metro","2014-12-01T00:00:00.000","0.39","73000"
"Bay of Fundy/Annapolis Valley","2014-12-01T00:00:00.000","0.25","11000"
"Province","2014-12-01T00:00:00.000","0.33","115000"
"Northumberland Shore","2014-12-01T00:00:00.000","0.3","8000"
"Cape Breton","2014-12-01T00:00:00.000","0.26","13000"
"Eastern Shore","2014-12-01T00:00:00.000","0.1","0"
"Yarmouth/Acadian Shores","2014-12-01T00:00:00.000","0.29","3000"
"Province","2014-11-01T00:00:00.000","0.48","167000"
"Yarmouth/Acadian Shores","2014-11-01T00:00:00.000","0.35","4000"
"Bay of Fundy/Annapolis Valley","2014-11-01T00:00:00.000","0.35","17000"
"Northumberland Shore","2014-11-01T00:00:00.000","0.4","11000"
"Cape Breton","2014-11-01T00:00:00.000","0.36","18000"
"Halifax Metro","2014-11-01T00:00:00.000","0.6","108000"
"South Shore","2014-11-01T00:00:00.000","0.29","9000"
"Eastern Shore","2014-11-01T00:00:00.000","0.23","1000"
"Bay of Fundy/Annapolis Valley","2014-10-01T00:00:00.000","0.41","27000"
"South Shore","2014-10-01T00:00:00.000","0.38","16000"
"Yarmouth/Acadian Shores","2014-10-01T00:00:00.000","0.47","6000"
"Halifax Metro","2014-10-01T00:00:00.000","0.67","126000"
"Northumberland Shore","2014-10-01T00:00:00.000","0.47","17000"
"Province","2014-10-01T00:00:00.000","0.53","239000"
"Eastern Shore","2014-10-01T00:00:00.000","0.26","2000"
"Cape Breton","2014-10-01T00:00:00.000","0.47","45000"
"Province","2014-09-01T00:00:00.000","0.61","281000"
"Halifax Metro","2014-09-01T00:00:00.000","0.74","134000"
"South Shore","2014-09-01T00:00:00.000","0.52","23000"
"Bay of Fundy/Annapolis Valley","2014-09-01T00:00:00.000","0.49","35000"
"Yarmouth/Acadian Shores","2014-09-01T00:00:00.000","0.59","8000"
"Northumberland Shore","2014-09-01T00:00:00.000","0.58","22000"
"Eastern Shore","2014-09-01T00:00:00.000","0.39","3000"
"Cape Breton","2014-09-01T00:00:00.000","0.54","56000"
"Halifax Metro","2014-08-01T00:00:00.000","0.73","159000"
"Northumberland Shore","2014-08-01T00:00:00.000","0.57","29000"
"Province","2014-08-01T00:00:00.000","0.66","361000"
"Yarmouth/Acadian Shores","2014-08-01T00:00:00.000","0.68","10000"
"Bay of Fundy/Annapolis Valley","2014-08-01T00:00:00.000","0.5","51000"
"Cape Breton","2014-08-01T00:00:00.000","0.68","76000"
"South Shore","2014-08-01T00:00:00.000","0.72","33000"
"Eastern Shore","2014-08-01T00:00:00.000","0.51","4000"
"Northumberland Shore","2014-07-01T00:00:00.000","0.47","29000"
"Yarmouth/Acadian Shores","2014-07-01T00:00:00.000","0.58","8000"
"Bay of Fundy/Annapolis Valley","2014-07-01T00:00:00.000","0.48","52000"
"South Shore","2014-07-01T00:00:00.000","0.58","27000"
"Eastern Shore","2014-07-01T00:00:00.000","0.4","3000"
"Cape Breton","2014-07-01T00:00:00.000","0.57","65000"
"Province","2014-07-01T00:00:00.000","0.59","344000"
"Halifax Metro","2014-07-01T00:00:00.000","0.68","160000"
"Cape Breton","2014-06-01T00:00:00.000","0.35","37000"
"South Shore","2014-06-01T00:00:00.000","0.38","17000"
"Halifax Metro","2014-06-01T00:00:00.000","0.6","136000"
"Province","2014-06-01T00:00:00.000","0.44","243000"
"Bay of Fundy/Annapolis Valley","2014-06-01T00:00:00.000","0.3","28000"
"Yarmouth/Acadian Shores","2014-06-01T00:00:00.000","0.38","5000"
"Northumberland Shore","2014-06-01T00:00:00.000","0.27","18000"
"Eastern Shore","2014-06-01T00:00:00.000","0.25","2000"
"Yarmouth/Acadian Shores","2014-05-01T00:00:00.000","0.29","4000"
"Northumberland Shore","2014-05-01T00:00:00.000","0.26","15000"
"Cape Breton","2014-05-01T00:00:00.000","0.28","23000"
"Eastern Shore","2014-05-01T00:00:00.000","0.16","1000"
"Halifax Metro","2014-05-01T00:00:00.000","0.57","127000"
"South Shore","2014-05-01T00:00:00.000","0.32","13000"
"Bay of Fundy/Annapolis Valley","2014-05-01T00:00:00.000","0.24","25000"
"Province","2014-05-01T00:00:00.000","0.39","208000"
"South Shore","2014-04-01T00:00:00.000","0.24","8000"
"Eastern Shore","2014-04-01T00:00:00.000","0.14","0"
"Northumberland Shore","2014-04-01T00:00:00.000","0.36","10000"
"Province","2014-04-01T00:00:00.000","0.44","159000"
"Yarmouth/Acadian Shores","2014-04-01T00:00:00.000","0.31","4000"
"Bay of Fundy/Annapolis Valley","2014-04-01T00:00:00.000","0.3","16000"
"Cape Breton","2014-04-01T00:00:00.000","0.29","16000"
"Halifax Metro","2014-04-01T00:00:00.000","0.61","104000"
"Cape Breton","2014-03-01T00:00:00.000","0.31","17000"
"Eastern Shore","2014-03-01T00:00:00.000","0.13","0"
"Bay of Fundy/Annapolis Valley","2014-03-01T00:00:00.000","0.32","17000"
"Northumberland Shore","2014-03-01T00:00:00.000","0.37","10000"
"Province","2014-03-01T00:00:00.000","0.44","158000"
"South Shore","2014-03-01T00:00:00.000","0.23","8000"
"Yarmouth/Acadian Shores","2014-03-01T00:00:00.000","0.3","4000"
"Halifax Metro","2014-03-01T00:00:00.000","0.58","103000"
"South Shore","2014-02-01T00:00:00.000","0.24","7000"
"Northumberland Shore","2014-02-01T00:00:00.000","0.37","9000"
"Halifax Metro","2014-02-01T00:00:00.000","0.56","86000"
"Eastern Shore","2014-02-01T00:00:00.000","0.06","0"
"Cape Breton","2014-02-01T00:00:00.000","0.27","13000"
"Bay of Fundy/Annapolis Valley","2014-02-01T00:00:00.000","0.27","13000"
"Yarmouth/Acadian Shores","2014-02-01T00:00:00.000","0.28","3000"
"Province","2014-02-01T00:00:00.000","0.41","131000"
"Cape Breton","2014-01-01T00:00:00.000","0.25","13000"
"Eastern Shore","2014-01-01T00:00:00.000","0.06","0"
"Halifax Metro","2014-01-01T00:00:00.000","0.45","77000"
"South Shore","2014-01-01T00:00:00.000","0.26","9000"
"Province","2014-01-01T00:00:00.000","0.35","122000"
"Yarmouth/Acadian Shores","2014-01-01T00:00:00.000","0.24","3000"
"Bay of Fundy/Annapolis Valley","2014-01-01T00:00:00.000","0.23","12000"
"Northumberland Shore","2014-01-01T00:00:00.000","0.33","9000"
"South Shore","2013-12-01T00:00:00.000","0.2","6000"
"Province","2013-12-01T00:00:00.000","0.33","116000"
"Halifax Metro","2013-12-01T00:00:00.000","0.41","74000"
"Yarmouth/Acadian Shores","2013-12-01T00:00:00.000","0.24","3000"
"Bay of Fundy/Annapolis Valley","2013-12-01T00:00:00.000","0.21","11000"
"Northumberland Shore","2013-12-01T00:00:00.000","0.28","8000"
"Cape Breton","2013-12-01T00:00:00.000","0.29","14000"
"Eastern Shore","2013-12-01T00:00:00.000","0.07","0"
"South Shore","2013-11-01T00:00:00.000","0.28","9000"
"Cape Breton","2013-11-01T00:00:00.000","0.31","16000"
"Northumberland Shore","2013-11-01T00:00:00.000","0.44","12000"
"Bay of Fundy/Annapolis Valley","2013-11-01T00:00:00.000","0.33","17000"
"Halifax Metro","2013-11-01T00:00:00.000","0.58","101000"
"Province","2013-11-01T00:00:00.000","0.46","161000"
"Yarmouth/Acadian Shores","2013-11-01T00:00:00.000","0.43","5000"
"Eastern Shore","2013-11-01T00:00:00.000","0.12","0"
"Cape Breton","2013-10-01T00:00:00.000","0.44","44000"
"Halifax Metro","2013-10-01T00:00:00.000","0.68","121000"
"South Shore","2013-10-01T00:00:00.000","0.4","17000"
"Eastern Shore","2013-10-01T00:00:00.000","0.26","2000"
"Northumberland Shore","2013-10-01T00:00:00.000","0.48","18000"
"Bay of Fundy/Annapolis Valley","2013-10-01T00:00:00.000","0.32","27000"
"Yarmouth/Acadian Shores","2013-10-01T00:00:00.000","0.37","5000"
"Province","2013-10-01T00:00:00.000","0.5","234000"
"Northumberland Shore","2013-09-01T00:00:00.000","0.54","21000"
"Cape Breton","2013-09-01T00:00:00.000","0.47","52000"
"South Shore","2013-09-01T00:00:00.000","0.51","23000"
"Eastern Shore","2013-09-01T00:00:00.000","0.4","3000"
"Halifax Metro","2013-09-01T00:00:00.000","0.74","128000"
"Province","2013-09-01T00:00:00.000","0.57","266000"
"Yarmouth/Acadian Shores","2013-09-01T00:00:00.000","0.49","7000"
"Bay of Fundy/Annapolis Valley","2013-09-01T00:00:00.000","0.42","32000"
"Northumberland Shore","2013-08-01T00:00:00.000","0.6","33000"
"Cape Breton","2013-08-01T00:00:00.000","0.7","80000"
"Halifax Metro","2013-08-01T00:00:00.000","0.63","147000"
"Eastern Shore","2013-08-01T00:00:00.000","0.48","4000"
"Province","2013-08-01T00:00:00.000","0.62","352000"
"South Shore","2013-08-01T00:00:00.000","0.63","30000"
"Yarmouth/Acadian Shores","2013-08-01T00:00:00.000","0.45","7000"
"Bay of Fundy/Annapolis Valley","2013-08-01T00:00:00.000","0.53","51000"
"Northumberland Shore","2013-07-01T00:00:00.000","0.47","29000"
"Eastern Shore","2013-07-01T00:00:00.000","0.39","3000"
"Halifax Metro","2013-07-01T00:00:00.000","0.61","147000"
"South Shore","2013-07-01T00:00:00.000","0.52","25000"
