"year","zone","sex","age_group","population","hypertension_count","prevalence_rate"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","8991","597","6.64"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","10802","1835","16.99"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","13173","4384","33.28"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","11925","6519","54.67"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","7282","5375","73.81"
"2016-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","5180","4444","85.79"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8731","124","1.42"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","8880","584","6.58"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","10545","1821","17.27"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12874","4610","35.81"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","11760","6576","55.92"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","7038","5195","73.81"
"2016-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","3315","2722","82.11"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","10143","133","1.31"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11035","694","6.29"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","13117","2124","16.19"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","18111","5655","31.22"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","16893","8603","50.93"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","10823","7718","71.31"
"2016-01-01T00:00:00.000","Zone 1 - Western","F","80 +","7482","6324","84.52"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","20 to 29","10501","131","1.25"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","30 to 39","10548","627","5.94"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","40 to 49","12682","2136","16.84"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","50 to 59","17520","5886","33.60"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","60 to 69","16314","8632","52.91"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","70 to 79","10160","6972","68.62"
"2016-01-01T00:00:00.000","Zone 1 - Western","M","80 +","5070","4006","79.01"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","20 to 29","31046","245","0.79"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","30 to 39","33491","1373","4.10"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","40 to 49","32928","4118","12.51"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","50 to 59","35628","9898","27.78"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","60 to 69","28768","13681","47.56"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","70 to 79","17795","12315","69.20"
"2017-01-01T00:00:00.000","Zone 4 - Central","F","80 +","11329","9542","84.23"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","20 to 29","31143","345","1.11"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","30 to 39","31958","1603","5.02"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","40 to 49","31270","4334","13.86"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","50 to 59","34425","10371","30.13"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","60 to 69","26895","13719","51.01"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","70 to 79","15693","11015","70.19"
"2017-01-01T00:00:00.000","Zone 4 - Central","M","80 +","7265","5885","81.00"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","20 to 29","8745","136","1.56"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","30 to 39","9159","634","6.92"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","40 to 49","10270","2017","19.64"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","50 to 59","13805","5075","36.76"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","60 to 69","13970","7734","55.36"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","70 to 79","9186","6962","75.79"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","F","80 +","6106","5317","87.08"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","20 to 29","9225","164","1.78"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","30 to 39","9270","666","7.18"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","40 to 49","10238","2000","19.54"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","50 to 59","13270","4937","37.20"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","60 to 69","13641","7744","56.77"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","70 to 79","8451","6209","73.47"
"2017-01-01T00:00:00.000","Zone 3 - Eastern","M","80 +","3836","3168","82.59"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","20 to 29","8358","105","1.26"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","30 to 39","9047","586","6.48"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","40 to 49","10682","1821","17.05"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","50 to 59","13008","4300","33.06"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","60 to 69","12145","6498","53.50"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","70 to 79","7851","5702","72.63"
"2017-01-01T00:00:00.000","Zone 2 - Northern","F","80 +","5173","4448","85.98"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","20 to 29","8865","132","1.49"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","30 to 39","8894","589","6.62"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","40 to 49","10512","1795","17.08"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","50 to 59","12715","4515","35.51"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","60 to 69","11974","6656","55.59"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","70 to 79","7425","5416","72.94"
"2017-01-01T00:00:00.000","Zone 2 - Northern","M","80 +","3482","2865","82.28"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","20 to 29","10307","124","1.20"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","30 to 39","11186","684","6.11"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","40 to 49","13019","2060","15.82"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","50 to 59","17823","5457","30.62"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","60 to 69","17255","8550","49.55"
"2017-01-01T00:00:00.000","Zone 1 - Western","F","70 to 79","11527","8082","70.11"
