"entity_name","fiscal_year","entity_id","estimated_population","category","line_description","value","city_state"
"Eastvale","2014","10783","59185","Assets","Total Assets_General","249993014","Eastvale, CA"
"Turlock","2014","1562","70132","Assets","Total Assets_General","247395829","Turlock, CA"
"San Diego","2014","1489","1345895","Assets","Total Assets_Internal Service","245288712","San Diego, CA"
"Yuba City","2014","1600","65677","Assets","Total Assets_Enterprise","236518633","Yuba City, CA"
"Huntington Beach","2014","1309","195999","Assets","Total Assets_Enterprise","235698376","Huntington Beach, CA"
"Commerce","2014","1214","13003","Assets","Total Assets_General","232223509","Commerce, CA"
"San Jacinto","2014","1494","45563","Assets","Total Assets_General","223549632","San Jacinto, CA"
"San Rafael","2014","1505","58566","Assets","Total Assets_General","214645269","San Rafael, CA"
"La Mirada","2014","1330","49178","Assets","Total Assets_General","211478539","La Mirada, CA"
"Chino Hills","2014","1199","76131","Assets","Total Assets_Enterprise","208632553","Chino Hills, CA"
"Azusa","2014","1152","48385","Assets","Total Assets_Enterprise","207389538","Azusa, CA"
"Cathedral City","2014","1194","52595","Assets","Total Assets_General","205908288","Cathedral City, CA"
"Union City","2014","1566","72155","Assets","Total Assets_General","205495896","Union City, CA"
"Dinuba","2014","1239","23666","Assets","Total Assets_General","201812847","Dinuba, CA"
"Gilroy","2014","1282","52413","Assets","Total Assets_Enterprise","197959790","Gilroy, CA"
"Santa Ana","2014","1509","331953","Assets","Total Assets_Enterprise","187925319","Santa Ana, CA"
"Monrovia","2014","1388","37162","Assets","Total Assets_General","184285358","Monrovia, CA"
"Lathrop","2014","1346","19831","Assets","Total Assets_General","179026392","Lathrop, CA"
"Hercules","2014","1300","24572","Assets","Total Assets_General","175334776","Hercules, CA"
"Glendora","2014","1284","51290","Assets","Total Assets_General","172615176","Glendora, CA"
"Sacramento","2014","1481","475122","Assets","Total Assets_Internal Service","168774000","Sacramento, CA"
"Oakley","2014","1415","38075","Assets","Total Assets_General","167545856","Oakley, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_Special Revenue","165514931","Stockton, CA"
"Montclair","2014","1390","37374","Assets","Total Assets_General","162751131","Montclair, CA"
"Lynwood","2014","1368","70980","Assets","Total Assets_General","161509702","Lynwood, CA"
"Truckee","2014","1559","15981","Assets","Total Assets_General","158444672","Truckee, CA"
"Pittsburg","2014","1443","66368","Assets","Total Assets_Enterprise","156925068","Pittsburg, CA"
"San Mateo","2014","1503","100106","Assets","Total Assets_Enterprise","155650044","San Mateo, CA"
"Watsonville","2014","1579","52508","Assets","Total Assets_General","155130675","Watsonville, CA"
"Palm Springs","2014","1428","46135","Assets","Total Assets_Enterprise","152762185","Palm Springs, CA"
"Calabasas","2014","1180","23943","Assets","Total Assets_General","152393114","Calabasas, CA"
"Saratoga","2014","1520","30887","Assets","Total Assets_General","148236299","Saratoga, CA"
"Vista","2014","1574","96122","Assets","Total Assets_Enterprise","146720934","Vista, CA"
"Hanford","2014","1294","55283","Assets","Total Assets_Enterprise","145078485","Hanford, CA"
"Huntington Park","2014","1310","59033","Assets","Total Assets_General","144312038","Huntington Park, CA"
"Mill Valley","2014","1383","14257","Assets","Total Assets_General","142283712","Mill Valley, CA"
"Pleasant Hill","2014","1446","33872","Assets","Total Assets_General","139311771","Pleasant Hill, CA"
"Glendale","2014","1283","195799","Assets","Total Assets_Internal Service","135222510","Glendale, CA"
"El Segundo","2014","1253","16897","Assets","Total Assets_General","134355029","El Segundo, CA"
"Fremont","2014","1276","223972","Assets","Total Assets_Capital Projects","130960868","Fremont, CA"
"Morro Bay","2014","1399","10276","Assets","Total Assets_General","129545122","Morro Bay, CA"
"Glendora","2014","1284","51290","Assets","Total Assets_Enterprise","125815114","Glendora, CA"
"San Gabriel","2014","1493","40313","Assets","Total Assets_General","125178829","San Gabriel, CA"
"Laguna Hills","2014","1337","30857","Assets","Total Assets_General","122626720","Laguna Hills, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_Internal Service","120724535","Ontario, CA"
"Sunnyvale","2014","1546","147055","Assets","Total Assets_Special Revenue","118911876","Sunnyvale, CA"
"Brea","2014","1173","42397","Assets","Total Assets_Enterprise","118043270","Brea, CA"
"Pacifica","2014","1426","38292","Assets","Total Assets_General","114123916","Pacifica, CA"
"Rosemead","2014","1478","54762","Assets","Total Assets_General","112906652","Rosemead, CA"
"Riverbank","2014","1472","23243","Assets","Total Assets_General","110529847","Riverbank, CA"
"Fairfield","2014","1263","110018","Assets","Total Assets_Special Revenue","110114720","Fairfield, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_Special Revenue","107751000","Oakland, CA"
"Rohnert Park","2014","1475","40722","Assets","Total Assets_General","106794196","Rohnert Park, CA"
"Paramount","2014","1433","55051","Assets","Total Assets_General","104422320","Paramount, CA"
"Berkeley","2014","1164","117372","Assets","Total Assets_Special Revenue","103941806","Berkeley, CA"
"Chula Vista","2014","1201","256139","Assets","Total Assets_Capital Projects","100855129","Chula Vista, CA"
"Corte Madera","2014","1221","9381","Assets","Total Assets_General","99079381","Corte Madera, CA"
"Santa Monica","2014","1516","92185","Assets","Total Assets_Special Revenue","96820011","Santa Monica, CA"
"Gardena","2014","1281","60082","Assets","Total Assets_General","95399539","Gardena, CA"
"Albany","2014","1131","18472","Assets","Total Assets_General","90974506","Albany, CA"
"Brawley","2014","1172","25897","Assets","Total Assets_Enterprise","89882420","Brawley, CA"
"Hemet","2014","1299","81537","Assets","Total Assets_General","89012486","Hemet, CA"
"La Quinta","2014","1333","39032","Assets","Total Assets_Special Revenue","88560881","La Quinta, CA"
"Arcadia","2014","1141","57500","Assets","Total Assets_Enterprise","87610758","Arcadia, CA"
"Tracy","2014","1557","85146","Assets","Total Assets_Capital Projects","87254261","Tracy, CA"
"Chula Vista","2014","1201","256139","Assets","Total Assets_Trust and Agency","86880693","Chula Vista, CA"
"Bakersfield","2014","1153","367315","Assets","Total Assets_Internal Service","85420434","Bakersfield, CA"
"Gardena","2014","1281","60082","Assets","Total Assets_Enterprise","84424177","Gardena, CA"
"Manhattan Beach","2014","1372","35619","Assets","Total Assets_Enterprise","83663838","Manhattan Beach, CA"
"Hawaiian Gardens","2014","1295","14456","Assets","Total Assets_General","81021941","Hawaiian Gardens, CA"
"San Mateo","2014","1503","100106","Assets","Total Assets_Special Revenue","80412906","San Mateo, CA"
"Pomona","2014","1450","151713","Assets","Total Assets_Special Revenue","77728518","Pomona, CA"
"Palm Desert","2014","1427","50417","Assets","Total Assets_Enterprise","77460399","Palm Desert, CA"
"Chico","2014","1197","88389","Assets","Total Assets_Special Revenue","77029176","Chico, CA"
"Marina","2014","1375","22956","Assets","Total Assets_General","76164441","Marina, CA"
"Soledad","2014","1533","24997","Assets","Total Assets_Enterprise","74676230","Soledad, CA"
"Rialto","2014","1466","101429","Assets","Total Assets_Special Revenue","74144013","Rialto, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Debt Service","73510713","Anaheim, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_Internal Service","72992009","Roseville, CA"
"La Verne","2014","1334","32228","Assets","Total Assets_General","71387962","La Verne, CA"
"Victorville","2014","1571","120590","Assets","Total Assets_Special Revenue","71175499","Victorville, CA"
"Fairfield","2014","1263","110018","Assets","Total Assets_Internal Service","69678381","Fairfield, CA"
"Los Altos","2014","1362","29969","Assets","Total Assets_General","69025484","Los Altos, CA"
"Covina","2014","1224","48619","Assets","Total Assets_Enterprise","68449445","Covina, CA"
"Cypress","2014","1229","48886","Assets","Total Assets_Capital Projects","67281522","Cypress, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Capital Projects","66324026","Anaheim, CA"
"Red Bluff","2014","1460","14131","Assets","Total Assets_General","65471522","Red Bluff, CA"
"Hughson","2014","1308","7118","Assets","Total Assets_Enterprise","63430052","Hughson, CA"
"Yucca Valley","2014","1602","21053","Assets","Total Assets_General","63284012","Yucca Valley, CA"
"Vernon","2014","1570","122","Assets","Total Assets_General","62745073","Vernon, CA"
"Ukiah","2014","1565","16185","Assets","Total Assets_General","61943274","Ukiah, CA"
"Livermore","2014","1353","84852","Assets","Total Assets_Special Revenue","60870237","Livermore, CA"
"Concord","2014","1216","124656","Assets","Total Assets_Internal Service","60275459","Concord, CA"
"Murrieta","2014","1402","106425","Assets","Total Assets_Special Revenue","58997498","Murrieta, CA"
"Newport Beach","2014","1409","86874","Assets","Total Assets_Internal Service","58653596","Newport Beach, CA"
"Vallejo","2014","1569","118470","Assets","Total Assets_Special Revenue","57511457","Vallejo, CA"
"Merced","2014","1382","81130","Assets","Total Assets_Special Revenue","57002047","Merced, CA"
"Rohnert Park","2014","1475","40722","Assets","Total Assets_Enterprise","56550385","Rohnert Park, CA"
"Moreno Valley","2014","1397","199258","Assets","Total Assets_Internal Service","55647932","Moreno Valley, CA"
"Pinole","2014","1441","18794","Assets","Total Assets_General","55096183","Pinole, CA"
"Selma","2014","1526","23977","Assets","Total Assets_General","54293890","Selma, CA"
"Willits","2014","1590","4937","Assets","Total Assets_Enterprise","53878646","Willits, CA"
"Gonzales","2014","1285","8383","Assets","Total Assets_General","53690928","Gonzales, CA"
"St. Helena","2014","1542","5943","Assets","Total Assets_General","53217868","St. Helena, CA"
"La Puente","2014","1332","40478","Assets","Total Assets_General","51888929","La Puente, CA"
"El Monte","2014","1251","115064","Assets","Total Assets_Enterprise","50589408","El Monte, CA"
"Yountville","2014","1598","3017","Assets","Total Assets_General","50110155","Yountville, CA"
"Concord","2014","1216","124656","Assets","Total Assets_Special Revenue","49381568","Concord, CA"
"Port Hueneme","2014","1451","22399","Assets","Total Assets_Enterprise","49174394","Port Hueneme, CA"
"Coronado","2014","1220","23419","Assets","Total Assets_Enterprise","48639765","Coronado, CA"
"Ojai","2014","1417","7594","Assets","Total Assets_General","48219947","Ojai, CA"
"Napa","2014","1403","78358","Assets","Total Assets_Special Revenue","47513685","Napa, CA"
"Cloverdale","2014","1206","8641","Assets","Total Assets_Enterprise","47212780","Cloverdale, CA"
"Moreno Valley","2014","1397","199258","Assets","Total Assets_Enterprise","46795047","Moreno Valley, CA"
"Daly City","2014","1230","105076","Assets","Total Assets_Enterprise","46393219","Daly City, CA"
"Oakdale","2014","1413","21442","Assets","Total Assets_Enterprise","46074412","Oakdale, CA"
"Lemon Grove","2014","1348","25928","Assets","Total Assets_General","45870867","Lemon Grove, CA"
"Big Bear Lake","2014","1166","5121","Assets","Total Assets_Enterprise","45548920","Big Bear Lake, CA"
"Lincoln","2014","1350","45206","Assets","Total Assets_Special Revenue","45245542","Lincoln, CA"
"Arroyo Grande","2014","1143","17334","Assets","Total Assets_Enterprise","44634256","Arroyo Grande, CA"
"Pismo Beach","2014","1442","7705","Assets","Total Assets_Enterprise","44373574","Pismo Beach, CA"
"Lemoore","2014","1349","25281","Assets","Total Assets_Enterprise","43491915","Lemoore, CA"
"Glendale","2014","1283","195799","Assets","Total Assets_Capital Projects","42815762","Glendale, CA"
"Redwood City","2014","1464","80768","Assets","Total Assets_Internal Service","42422737","Redwood City, CA"
"Susanville","2014","1547","15832","Assets","Total Assets_Enterprise","42106367","Susanville, CA"
"Woodland","2014","1595","57223","Assets","Total Assets_Trust and Agency","41901122","Woodland, CA"
"Placerville","2014","1445","10527","Assets","Total Assets_General","41681147","Placerville, CA"
"Baldwin Park","2014","1154","76715","Assets","Total Assets_Special Revenue","41030202","Baldwin Park, CA"
"Torrance","2014","1556","147706","Assets","Total Assets_Special Revenue","40664868","Torrance, CA"
"Sunnyvale","2014","1546","147055","Assets","Total Assets_Capital Projects","40318855","Sunnyvale, CA"
"Richmond","2014","1467","106138","Assets","Total Assets_Trust and Agency","39864302","Richmond, CA"
"Calexico","2014","1181","40564","Assets","Total Assets_Special Revenue","39496200","Calexico, CA"
"Poway","2014","1455","48979","Assets","Total Assets_Trust and Agency","39306914","Poway, CA"
"Corona","2014","1219","159132","Assets","Total Assets_Special Revenue","38739713","Corona, CA"
"St. Helena","2014","1542","5943","Assets","Total Assets_Enterprise","38603532","St. Helena, CA"
"El Centro","2014","1249","44311","Assets","Total Assets_Capital Projects","38026935","El Centro, CA"
"Concord","2014","1216","124656","Assets","Total Assets_Trust and Agency","37545794","Concord, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_Capital Projects","37268149","Stockton, CA"
"Monterey","2014","1393","28381","Assets","Total Assets_Enterprise","37118708","Monterey, CA"
"Hayward","2014","1297","151037","Assets","Total Assets_Capital Projects","36593724","Hayward, CA"
"Mission Viejo","2014","1386","95334","Assets","Total Assets_Special Revenue","36458283","Mission Viejo, CA"
"Santa Maria","2014","1515","101103","Assets","Total Assets_Special Revenue","36180869","Santa Maria, CA"
"Corona","2014","1219","159132","Assets","Total Assets_Internal Service","35982329","Corona, CA"
"Danville","2014","1232","43146","Assets","Total Assets_Special Revenue","35439431","Danville, CA"
"Ridgecrest","2014","1468","28638","Assets","Total Assets_Enterprise","34972182","Ridgecrest, CA"
"Livermore","2014","1353","84852","Assets","Total Assets_Internal Service","34760730","Livermore, CA"
"Irvine","2014","1319","242651","Assets","Total Assets_Internal Service","34591951","Irvine, CA"
"El Centro","2014","1249","44311","Assets","Total Assets_Special Revenue","34083696","El Centro, CA"
"Foster City","2014","1273","32168","Assets","Total Assets_Internal Service","33862599","Foster City, CA"
"Madera","2014","1369","63008","Assets","Total Assets_Special Revenue","33574820","Madera, CA"
"Brentwood","2014","1174","54741","Assets","Total Assets_Debt Service","33434623","Brentwood, CA"
"South San Francisco","2014","1541","65710","Assets","Total Assets_Internal Service","32926601","South San Francisco, CA"
"Vista","2014","1574","96122","Assets","Total Assets_Special Revenue","32396768","Vista, CA"
"Wasco","2014","1577","26159","Assets","Total Assets_Enterprise","32128358","Wasco, CA"
"Perris","2014","1437","72103","Assets","Total Assets_Trust and Agency","31988987","Perris, CA"
"San Marcos","2014","1501","90179","Assets","Total Assets_Enterprise","31721856","San Marcos, CA"
"Burlingame","2014","1179","29685","Assets","Total Assets_Capital Projects","31481330","Burlingame, CA"
"Clovis","2014","1207","102188","Assets","Total Assets_Capital Projects","31308527","Clovis, CA"
"Modesto","2014","1387","206785","Assets","Total Assets_Capital Projects","31134884","Modesto, CA"
"Morro Bay","2014","1399","10276","Assets","Total Assets_Enterprise","30692129","Morro Bay, CA"
"Buellton","2014","1176","4893","Assets","Total Assets_General","30499334","Buellton, CA"
"Riverside","2014","1473","314034","Assets","Total Assets_Debt Service","30230239","Riverside, CA"
"Inglewood","2014","1317","111795","Assets","Total Assets_Special Revenue","29957368","Inglewood, CA"
"Upland","2014","1567","75147","Assets","Total Assets_Special Revenue","29483561","Upland, CA"
"Escondido","2014","1258","147102","Assets","Total Assets_Internal Service","29376709","Escondido, CA"
"Highland","2014","1304","54033","Assets","Total Assets_Special Revenue","29080543","Highland, CA"
"Suisun City","2014","1545","28549","Assets","Total Assets_Special Revenue","28927050","Suisun City, CA"
"Montebello","2014","1392","63527","Assets","Total Assets_Special Revenue","28295070","Montebello, CA"
"Lomita","2014","1357","20630","Assets","Total Assets_Enterprise","28153051","Lomita, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_Internal Service","27872000","Oakland, CA"
"Rocklin","2014","1474","59672","Assets","Total Assets_Special Revenue","27799891","Rocklin, CA"
"San Marcos","2014","1501","90179","Assets","Total Assets_Special Revenue","27602900","San Marcos, CA"
"Yorba Linda","2014","1597","67069","Assets","Total Assets_Enterprise","27243980","Yorba Linda, CA"
"Alameda","2014","1130","75988","Assets","Total Assets_Capital Projects","26967632","Alameda, CA"
"La Mirada","2014","1330","49178","Assets","Total Assets_Special Revenue","26898053","La Mirada, CA"
"Huntington Beach","2014","1309","195999","Assets","Total Assets_Special Revenue","26701191","Huntington Beach, CA"
"Beaumont","2014","1157","40876","Assets","Total Assets_Capital Projects","26506149","Beaumont, CA"
"Redding","2014","1461","91207","Assets","Total Assets_Internal Service","26267234","Redding, CA"
"Tehachapi","2014","1550","13346","Assets","Total Assets_Enterprise","25963881","Tehachapi, CA"
"Delano","2014","1236","52591","Assets","Total Assets_Trust and Agency","25803927","Delano, CA"
"San Fernando","2014","1491","24222","Assets","Total Assets_Enterprise","25538782","San Fernando, CA"
"San Carlos","2014","1487","29219","Assets","Total Assets_Capital Projects","25302738","San Carlos, CA"
"Los Altos","2014","1362","29969","Assets","Total Assets_Capital Projects","25218939","Los Altos, CA"
"Pasadena","2014","1435","140879","Assets","Total Assets_Debt Service","24756971","Pasadena, CA"
"Union City","2014","1566","72155","Assets","Total Assets_Internal Service","24670673","Union City, CA"
"Rancho Palos Verdes","2014","1458","42358","Assets","Total Assets_Enterprise","24404903","Rancho Palos Verdes, CA"
"Folsom","2014","1268","74014","Assets","Total Assets_Special Revenue","24133335","Folsom, CA"
"Industry","2014","1316","438","Assets","Total Assets_Enterprise","23890739","Industry, CA"
"Glendale","2014","1283","195799","Assets","Total Assets_Debt Service","23857887","Glendale, CA"
"Pasadena","2014","1435","140879","Assets","Total Assets_Capital Projects","23608555","Pasadena, CA"
"Chowchilla","2014","1200","18971","Assets","Total Assets_Special Revenue","23561633","Chowchilla, CA"
"West Sacramento","2014","1583","50836","Assets","Total Assets_Trust and Agency","23356408","West Sacramento, CA"
"Salinas","2014","1482","155205","Assets","Total Assets_Special Revenue","23334740","Salinas, CA"
"Yuba City","2014","1600","65677","Assets","Total Assets_Capital Projects","23315165","Yuba City, CA"
"Cupertino","2014","1228","59946","Assets","Total Assets_Special Revenue","23313320","Cupertino, CA"
"Calexico","2014","1181","40564","Assets","Total Assets_Capital Projects","23043051","Calexico, CA"
"Fullerton","2014","1278","140131","Assets","Total Assets_Capital Projects","23001026","Fullerton, CA"
"Santa Maria","2014","1515","101103","Assets","Total Assets_Capital Projects","22923710","Santa Maria, CA"
"Cupertino","2014","1228","59946","Assets","Total Assets_Internal Service","22901168","Cupertino, CA"
"Los Angeles","2014","1364","3904657","Assets","Total Assets_Enterprise","40478730190","Los Angeles, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_Enterprise","18987153267","San Francisco, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_General","10383788096","San Francisco, CA"
"Long Beach","2014","1359","470292","Assets","Total Assets_Enterprise","7429438000","Long Beach, CA"
"San Jose","2014","1496","1000536","Assets","Total Assets_General","3743715978","San Jose, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_General","3440429902","Oakland, CA"
"San Jose","2014","1496","1000536","Assets","Total Assets_Enterprise","2882218827","San Jose, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_Enterprise","2811281693","Oakland, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_General","2229239436","Anaheim, CA"
"Anaheim","2014","1136","348305","Assets","Total Assets_Enterprise","2196092569","Anaheim, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_Enterprise","1845511786","Roseville, CA"
"Fresno","2014","1277","515609","Assets","Total Assets_General","1791726757","Fresno, CA"
"Irvine","2014","1319","242651","Assets","Total Assets_General","1689942775","Irvine, CA"
"Bakersfield","2014","1153","367315","Assets","Total Assets_General","1652303673","Bakersfield, CA"
"Oxnard","2014","1424","203645","Assets","Total Assets_General","1597569001","Oxnard, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_General","1587096049","Stockton, CA"
"Santa Clarita","2014","1512","209130","Assets","Total Assets_General","1295707640","Santa Clarita, CA"
"Palmdale","2014","1429","155657","Assets","Total Assets_General","1247639597","Palmdale, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_General","1222690013","Ontario, CA"
"Carlsbad","2014","1190","110169","Assets","Total Assets_General","1208524890","Carlsbad, CA"
"Modesto","2014","1387","206785","Assets","Total Assets_Enterprise","1088569090","Modesto, CA"
"Rancho Cucamonga","2014","1456","172299","Assets","Total Assets_General","1052080269","Rancho Cucamonga, CA"
"Glendale","2014","1283","195799","Assets","Total Assets_Enterprise","1018284923","Glendale, CA"
"Glendale","2014","1283","195799","Assets","Total Assets_General","1013418453","Glendale, CA"
"Roseville","2014","1479","126956","Assets","Total Assets_General","923546893","Roseville, CA"
"Stockton","2014","1544","300899","Assets","Total Assets_Enterprise","918574262","Stockton, CA"
"Modesto","2014","1387","206785","Assets","Total Assets_General","894483219","Modesto, CA"
"Fontana","2014","1269","202177","Assets","Total Assets_General","875397278","Fontana, CA"
"Palo Alto","2014","1430","66861","Assets","Total Assets_Enterprise","846699801","Palo Alto, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_Special Revenue","841543938","San Francisco, CA"
"Santa Rosa","2014","1518","170236","Assets","Total Assets_Enterprise","835801369","Santa Rosa, CA"
"Mission Viejo","2014","1386","95334","Assets","Total Assets_General","835736910","Mission Viejo, CA"
"Redding","2014","1461","91207","Assets","Total Assets_Enterprise","782021332","Redding, CA"
"San Mateo","2014","1503","100106","Assets","Total Assets_General","777319487","San Mateo, CA"
"Temecula","2014","1552","106289","Assets","Total Assets_General","761836742","Temecula, CA"
"Oceanside","2014","1416","171183","Assets","Total Assets_General","732367346","Oceanside, CA"
"San Diego","2014","1489","1345895","Assets","Total Assets_Special Revenue","704877610","San Diego, CA"
"Oxnard","2014","1424","203645","Assets","Total Assets_Enterprise","699305209","Oxnard, CA"
"La Quinta","2014","1333","39032","Assets","Total Assets_General","695455462","La Quinta, CA"
"Torrance","2014","1556","147706","Assets","Total Assets_General","694200511","Torrance, CA"
"Costa Mesa","2014","1222","111846","Assets","Total Assets_General","680166688","Costa Mesa, CA"
"Santa Rosa","2014","1518","170236","Assets","Total Assets_General","674569414","Santa Rosa, CA"
"Burbank","2014","1178","105543","Assets","Total Assets_Enterprise","660996975","Burbank, CA"
"Pomona","2014","1450","151713","Assets","Total Assets_General","658062514","Pomona, CA"
"Alameda","2014","1130","75988","Assets","Total Assets_General","630804162","Alameda, CA"
"Richmond","2014","1467","106138","Assets","Total Assets_General","626772089","Richmond, CA"
"Sacramento","2014","1481","475122","Assets","Total Assets_General","613496000","Sacramento, CA"
"Palm Springs","2014","1428","46135","Assets","Total Assets_General","613413355","Palm Springs, CA"
"Santa Barbara","2014","1510","90385","Assets","Total Assets_Enterprise","568420488","Santa Barbara, CA"
"Chino Hills","2014","1199","76131","Assets","Total Assets_General","564864465","Chino Hills, CA"
"Oakland","2014","1414","404355","Assets","Total Assets_Trust and Agency","561707000","Oakland, CA"
"Redding","2014","1461","91207","Assets","Total Assets_General","557527433","Redding, CA"
"Antioch","2014","1139","106455","Assets","Total Assets_General","537204049","Antioch, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_Capital Projects","535160882","San Francisco, CA"
"Indio","2014","1315","82398","Assets","Total Assets_General","528257417","Indio, CA"
"Carlsbad","2014","1190","110169","Assets","Total Assets_Enterprise","522971336","Carlsbad, CA"
"San Diego","2014","1489","1345895","Assets","Total Assets_Capital Projects","501519167","San Diego, CA"
"Dublin","2014","1245","53462","Assets","Total Assets_General","498038940","Dublin, CA"
"Industry","2014","1316","438","Assets","Total Assets_Debt Service","474366345","Industry, CA"
"Berkeley","2014","1164","117372","Assets","Total Assets_General","472731868","Berkeley, CA"
"Santa Barbara","2014","1510","90385","Assets","Total Assets_General","459813079","Santa Barbara, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_Enterprise","456428343","Ontario, CA"
"Livermore","2014","1353","84852","Assets","Total Assets_General","452366860","Livermore, CA"
"Clovis","2014","1207","102188","Assets","Total Assets_General","449625471","Clovis, CA"
"Menlo Park","2014","1381","32896","Assets","Total Assets_General","424656943","Menlo Park, CA"
"West Sacramento","2014","1583","50836","Assets","Total Assets_General","421332781","West Sacramento, CA"
"Tulare","2014","1560","61857","Assets","Total Assets_General","420054869","Tulare, CA"
"Citrus Heights","2014","1202","84544","Assets","Total Assets_General","419921105","Citrus Heights, CA"
"Beverly Hills","2014","1165","34677","Assets","Total Assets_Internal Service","412888650","Beverly Hills, CA"
"Visalia","2014","1573","129582","Assets","Total Assets_General","411124739","Visalia, CA"
"Napa","2014","1403","78358","Assets","Total Assets_General","402676078","Napa, CA"
"Rancho Cordova","2014","8975","67839","Assets","Total Assets_General","401279366","Rancho Cordova, CA"
"Yorba Linda","2014","1597","67069","Assets","Total Assets_General","392022039","Yorba Linda, CA"
"San Marcos","2014","1501","90179","Assets","Total Assets_General","390428471","San Marcos, CA"
"Vista","2014","1574","96122","Assets","Total Assets_General","378761527","Vista, CA"
"Hayward","2014","1297","151037","Assets","Total Assets_General","377334260","Hayward, CA"
"Lincoln","2014","1350","45206","Assets","Total Assets_General","372074376","Lincoln, CA"
"Encinitas","2014","1256","61204","Assets","Total Assets_General","371435454","Encinitas, CA"
"San Buenaventura","2014","1486","108961","Assets","Total Assets_General","367054906","San Buenaventura, CA"
"Escondido","2014","1258","147102","Assets","Total Assets_Enterprise","365683664","Escondido, CA"
"Fullerton","2014","1278","140131","Assets","Total Assets_General","348738026","Fullerton, CA"
"San Leandro","2014","1499","87691","Assets","Total Assets_General","347759623","San Leandro, CA"
"Chino","2014","1198","81747","Assets","Total Assets_General","344275768","Chino, CA"
"Inglewood","2014","1317","111795","Assets","Total Assets_General","342276544","Inglewood, CA"
"Davis","2014","1233","66656","Assets","Total Assets_Enterprise","338296732","Davis, CA"
"San Francisco","2014","1492","836620","Assets","Total Assets_Internal Service","335615384","San Francisco, CA"
"Madera","2014","1369","63008","Assets","Total Assets_General","333650060","Madera, CA"
"Hawthorne","2014","1296","86644","Assets","Total Assets_General","331831939","Hawthorne, CA"
"Lodi","2014","1355","63651","Assets","Total Assets_Enterprise","323802948","Lodi, CA"
"Beverly Hills","2014","1165","34677","Assets","Total Assets_Enterprise","323409765","Beverly Hills, CA"
"Chico","2014","1197","88389","Assets","Total Assets_General","319912334","Chico, CA"
"Brea","2014","1173","42397","Assets","Total Assets_General","316558686","Brea, CA"
"Redwood City","2014","1464","80768","Assets","Total Assets_Enterprise","315250374","Redwood City, CA"
"Visalia","2014","1573","129582","Assets","Total Assets_Enterprise","314117386","Visalia, CA"
"Camarillo","2014","1186","66752","Assets","Total Assets_General","304677193","Camarillo, CA"
"El Paso De Robles","2014","1252","30469","Assets","Total Assets_General","303701819","El Paso De Robles, CA"
"Manteca","2014","1373","72880","Assets","Total Assets_General","299079584","Manteca, CA"
"West Covina","2014","1581","107828","Assets","Total Assets_General","297136912","West Covina, CA"
"Carlsbad","2014","1190","110169","Assets","Total Assets_Capital Projects","296180649","Carlsbad, CA"
"Tulare","2014","1560","61857","Assets","Total Assets_Enterprise","292966483","Tulare, CA"
"Morgan Hill","2014","1398","41197","Assets","Total Assets_General","290660814","Morgan Hill, CA"
"Goleta","2014","8636","30202","Assets","Total Assets_General","290571598","Goleta, CA"
"American Canyon","2014","1135","20001","Assets","Total Assets_General","287629604","American Canyon, CA"
"Turlock","2014","1562","70132","Assets","Total Assets_Enterprise","286589393","Turlock, CA"
"Santa Maria","2014","1515","101103","Assets","Total Assets_Enterprise","283197543","Santa Maria, CA"
"Dana Point","2014","1231","34037","Assets","Total Assets_General","279793739","Dana Point, CA"
"Walnut Creek","2014","1576","66183","Assets","Total Assets_General","278984373","Walnut Creek, CA"
"Hesperia","2014","1302","91506","Assets","Total Assets_General","278695779","Hesperia, CA"
"Delano","2014","1236","52591","Assets","Total Assets_General","275591864","Delano, CA"
"La Mesa","2014","1329","58769","Assets","Total Assets_General","273230621","La Mesa, CA"
"Ontario","2014","1418","167382","Assets","Total Assets_Trust and Agency","272598726","Ontario, CA"
"National City","2014","1404","59381","Assets","Total Assets_General","269384930","National City, CA"
"Milpitas","2014","1385","70092","Assets","Total Assets_General","259454287","Milpitas, CA"
"San Juan Capistrano","2014","1498","35900","Assets","Total Assets_General","258988063","San Juan Capistrano, CA"
"Cypress","2014","1229","48886","Assets","Total Assets_General","251899984","Cypress, CA"
"Davis","2014","1233","66656","Assets","Total Assets_General","250489914","Davis, CA"
