"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"2400 Williams St","Chattanooga","TN","37408","2022-09-05T06:20:00.000","TN0330100","A10","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-096708","4","Inactive/Suspended","35.02739699999999","-85.31358599999999","POINT (-85.313586 35.027397)","7"
"900 E 14th St","Chattanooga","TN","37408","2022-09-05T06:03:00.000","TN0330100","B5","Baker S","23H","All Other Larceny","Part 1 Crimes","22-096945","3","Pending/Possible Leads","35.032503999999996","-85.29512","POINT (-85.29512 35.032504)","8"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-09-05T04:55:00.000","TN0330100","C9","Charlie N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-096749","3","Pending/Possible Leads","35.045578","-85.158525","POINT (-85.158525 35.045578)","6"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-09-05T04:55:00.000","TN0330100","C9","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-096749","3","Pending/Possible Leads","35.04619","-85.156611","POINT (-85.156611 35.04619)","6"
"7000 Amin Dr","Chattanooga","TN","37421","2022-09-04T21:00:00.000","TN0330100","C6","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-096707","4","Inactive/Suspended","35.042047000000004","-85.160873","POINT (-85.160873 35.042047)","6"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-04T19:19:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-096566","2","Cleared by Arrest","35.015489","-85.375805","POINT (-85.375805 35.015489)","1"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-04T19:11:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096564","3","Pending/Possible Leads","35.041125","-85.154198","POINT (-85.154198 35.041125)","4"
"5800 Brainerd Rd","Chattanooga","TN","37411","2022-09-04T18:05:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-096547","3","Pending/Possible Leads","35.011488","-85.21118999999999","POINT (-85.21119 35.011488)","6"
"800 Carriage Parc Dr","Chattanooga","TN","37421","2022-09-04T18:00:00.000","TN0330100","C8","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096891","4","Inactive/Suspended","35.010729","-85.16326500000001","POINT (-85.163265 35.010729)","4"
"4700 Hwy 58 Rd","Chattanooga","TN","37416","2022-09-04T17:55:00.000","TN0330100","C5","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096545","3","Pending/Possible Leads","35.087744","-85.18818800000001","POINT (-85.188188 35.087744)","5"
"3800 Tennessee Ave","Chattanooga","TN","37409","2022-09-04T17:50:00.000","TN0330100","A12","Adam S","23C","Shoplifting","Part 1 Crimes","22-096541","2","Cleared by Arrest","35.010394999999995","-85.325692","POINT (-85.325692 35.010395)","7"
"300 Lindsay St","Chattanooga","TN","37403","2022-09-04T16:26:00.000","TN0330100","A8","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-096512","3","Pending/Possible Leads","35.051929","-85.30340199999999","POINT (-85.303402 35.051929)","7"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-04T16:10:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096507","3","Pending/Possible Leads","35.040875","-85.152978","POINT (-85.152978 35.040875)","4"
"800 Carriage Parc Dr","Chattanooga","TN","37421","2022-09-04T15:00:00.000","TN0330100","C8","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-096882","4","Inactive/Suspended","35.011613","-85.164085","POINT (-85.164085 35.011613)","4"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-04T14:36:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-096484","2","Cleared by Arrest","35.015449999999994","-85.377183","POINT (-85.377183 35.01545)","1"
"3200 Rossville Blvd","Chattanooga","TN","37407","2022-09-04T14:00:00.000","TN0330100","B7","Baker S","23C","Shoplifting","Part 1 Crimes","22-096505","3","Pending/Possible Leads","35.006203","-85.29297","POINT (-85.29297 35.006203)","7"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-09-04T13:30:00.000","TN0330100","A1","Adam N","23D","Theft From Buildings","Part 1 Crimes","22-096468","3","Pending/Possible Leads","35.139427999999995","-85.241634","POINT (-85.241634 35.139428)","3"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-09-04T13:26:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096451","3","Pending/Possible Leads","35.035764","-85.14705","POINT (-85.14705 35.035764)","4"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-04T13:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-096464","2","Cleared by Arrest","35.00949","-85.206162","POINT (-85.206162 35.00949)","6"
"600 Northgate Mall Dr","Chattanooga","TN","37415","2022-09-04T12:08:00.000","TN0330100","A2","Adam N","23C","Shoplifting","Part 1 Crimes","22-096434","2","Cleared by Arrest","35.131023000000006","-85.242288","POINT (-85.242288 35.131023)","3"
"5700 Hwy 153","Chattanooga","TN","37415","2022-09-04T11:45:00.000","TN0330100","A2","Adam N","23C","Shoplifting","Part 1 Crimes","22-096721","3","Pending/Possible Leads","35.131664","-85.24163","POINT (-85.24163 35.131664)","3"
"600 Northgate Mall Dr","Chattanooga","TN","37415","2022-09-04T11:45:00.000","TN0330100","A2","Adam N","23C","Shoplifting","Part 1 Crimes","22-096720","3","Pending/Possible Leads","35.131593","-85.24256299999999","POINT (-85.242563 35.131593)","3"
"2300 Center St","Chattanooga","TN","37421","2022-09-04T11:30:00.000","TN0330100","C9","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096506","4","Inactive/Suspended","35.04622","-85.157297","POINT (-85.157297 35.04622)","6"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-04T11:24:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096419","3","Pending/Possible Leads","35.040545","-85.153714","POINT (-85.153714 35.040545)","4"
"3800 Agawela Dr","Chattanooga","TN","37406","2022-09-04T10:44:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-096397","4","Inactive/Suspended","35.044854","-85.22613","POINT (-85.22613 35.044854)","5"
"300 Northgate Mall Dr","Chattanooga","TN","37415","2022-09-04T10:40:00.000","TN0330100","A2","Adam N","23C","Shoplifting","Part 1 Crimes","22-096424","3","Pending/Possible Leads","35.129723","-85.239519","POINT (-85.239519 35.129723)","3"
"6600 Shallowford Rd","Chattanooga","TN","37421","2022-09-04T09:49:00.000","TN0330100","C6","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096400","I","Closed","35.048466","-85.170971","POINT (-85.170971 35.048466)","6"
"4400 Shawhan Rd","Chattanooga","TN","37411","2022-09-04T09:44:00.000","TN0330100","C2","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-096398","4","Inactive/Suspended","35.040017","-85.22142","POINT (-85.22142 35.040017)","5"
"4700 Wilson Rd","Chattanooga","TN","37410","2022-09-04T06:48:00.000","TN0330100","A12","Adam S","23H","All Other Larceny","Part 1 Crimes","22-096373","3","Pending/Possible Leads","34.992987","-85.306828","POINT (-85.306828 34.992987)","7"
"3700 Briarcliff Way","Chattanooga","TN","37406","2022-09-04T05:54:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-096402","3","Pending/Possible Leads","35.05453","-85.22479999999999","POINT (-85.2248 35.05453)","5"
"1100 Arlington Ave","Chattanooga","TN","37406","2022-09-04T01:13:00.000","TN0330100","B3","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096286","4","Inactive/Suspended","35.047221","-85.261577","POINT (-85.261577 35.047221)","8"
"3700 Mark Twain Cir","Chattanooga","TN","37406","2022-09-04T01:00:00.000","TN0330100","C1","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-096389","4","Inactive/Suspended","35.049714","-85.22614999999999","POINT (-85.22615 35.049714)","5"
"5000 Delashmitt Rd","Chattanooga","TN","37343","2022-09-03T23:00:00.000","TN0330100","A3","Adam N","240","Motor Vehicle Theft","Part 1 Crimes","22-096359","2","Cleared by Arrest","35.136538","-85.264388","POINT (-85.264388 35.136538)",
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-03T22:15:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-096265","2","Cleared by Arrest","35.014621","-85.376667","POINT (-85.376667 35.014621)","1"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-03T22:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-096260","3","Pending/Possible Leads","35.009674000000004","-85.20533","POINT (-85.20533 35.009674)","6"
"5000 Delashmitt Rd","Chattanooga","TN","37343","2022-09-03T20:12:00.000","TN0330100","A3","Adam N","23H","All Other Larceny","Part 1 Crimes","22-096226","3","Pending/Possible Leads","35.135676000000004","-85.264142","POINT (-85.264142 35.135676)","2"
"500 Broad St","Chattanooga","TN","37402","2022-09-03T19:42:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-096204","3","Pending/Possible Leads","35.051097","-85.31098399999999","POINT (-85.310984 35.051097)","7"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-03T19:30:00.000","TN0330100","C3","Charlie S","23D","Theft From Buildings","Part 1 Crimes","22-096187","3","Pending/Possible Leads","35.008189","-85.204533","POINT (-85.204533 35.008189)","6"
"5000 S Terrace","Chattanooga","TN","37412","2022-09-03T17:51:00.000","TN0330100","C3","Charlie S","240","Motor Vehicle Theft","Part 1 Crimes","22-096173","2","Cleared by Arrest","35.003444","-85.222848","POINT (-85.222848 35.003444)","6"
"6800 Standifer Gap Rd","Chattanooga","TN","37421","2022-09-03T17:18:00.000","TN0330100","C9","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-097163","3","Pending/Possible Leads","35.056767","-85.15995","POINT (-85.15995 35.056767)","6"
"5900 Brainerd Rd","Chattanooga","TN","37421","2022-09-03T15:50:00.000","TN0330100","C4","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-096085","3","Pending/Possible Leads","35.014794","-85.20624000000001","POINT (-85.20624 35.014794)","6"
"1300 E 3rd St","Chattanooga","TN","37404","2022-09-03T15:40:00.000","TN0330100","B4","Baker N","23C","Shoplifting","Part 1 Crimes","22-096125","3","Pending/Possible Leads","35.043152","-85.279184","POINT (-85.279184 35.043152)","8"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-03T15:14:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-096490","3","Pending/Possible Leads","35.016583","-85.37735500000001","POINT (-85.377355 35.016583)","1"
"1100 Gateway Ave","Chattanooga","TN","37402","2022-09-03T15:00:00.000","TN0330100","A6","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-096280","4","Inactive/Suspended","35.045975","-85.31829499999999","POINT (-85.318295 35.045975)","7"
"7300 Lee Hwy","Chattanooga","TN","37421","2022-09-03T14:00:00.000","TN0330100","C9","Charlie N","23H","All Other Larceny","Part 1 Crimes","22-096245","3","Pending/Possible Leads","35.054916","-85.146845","POINT (-85.146845 35.054916)","6"
"1300 E 30th St","Chattanooga","TN","37407","2022-09-03T13:30:00.000","TN0330100","B7","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-096440","3","Pending/Possible Leads","35.008266","-85.297146","POINT (-85.297146 35.008266)","7"
"200 W 38th St","Chattanooga","TN","37410","2022-09-03T13:20:00.000","TN0330100","A12","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-096086","2","Cleared by Arrest","35.005603","-85.311723","POINT (-85.311723 35.005603)","7"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-09-03T13:00:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096116","3","Pending/Possible Leads","35.036089","-85.147418","POINT (-85.147418 35.036089)","4"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-03T12:45:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-096073","3","Pending/Possible Leads","35.040891","-85.154218","POINT (-85.154218 35.040891)","4"
"300 Chickamauga Rd","Chattanooga","TN","37421","2022-09-03T12:00:00.000","TN0330100","C4","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-096871","3","Pending/Possible Leads","35.020692000000004","-85.19969999999999","POINT (-85.1997 35.020692)","6"
"3200 Rossville Blvd","Chattanooga","TN","37407","2022-09-03T11:49:00.000","TN0330100","B7","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-096072","4","Inactive/Suspended","35.00444","-85.293806","POINT (-85.293806 35.00444)","7"
"400 Ochs Hwy","Chattanooga","TN","37409","2022-09-03T11:21:00.000","TN0330100","A13","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096048","3","Pending/Possible Leads","35.004492","-85.332321","POINT (-85.332321 35.004492)","7"
"1500 Market St","Chattanooga","TN","37408","2022-09-03T10:20:00.000","TN0330100","A10","Adam S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097215","3","Pending/Possible Leads","35.035999999999994","-85.30692400000001","POINT (-85.306924 35.036)","8"
"1500 Market St","Chattanooga","TN","37408","2022-09-03T10:20:00.000","TN0330100","A10","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-097215","3","Pending/Possible Leads","35.035818","-85.308059","POINT (-85.308059 35.035818)","7"
"2600 Glenwood Pkwy","Chattanooga","TN","37404","2022-09-03T09:45:00.000","TN0330100","B4","Baker N","23D","Theft From Buildings","Part 1 Crimes","22-096012","3","Pending/Possible Leads","35.032621","-85.260166","POINT (-85.260166 35.032621)","9"
"2900 Nurick Dr","Chattanooga","TN","37415","2022-09-03T09:38:00.000","TN0330100","A3","Adam N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096002","4","Inactive/Suspended","35.097457","-85.292749","POINT (-85.292749 35.097457)","2"
"1100 Arlington Ave","Chattanooga","TN","37406","2022-09-03T08:50:00.000","TN0330100","B3","Baker N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095989","4","Inactive/Suspended","35.04849","-85.26218800000001","POINT (-85.262188 35.04849)","8"
"200 W 38th St","Chattanooga","TN","37410","2022-09-03T07:43:00.000","TN0330100","A11","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095976","4","Inactive/Suspended","35.006263999999994","-85.313152","POINT (-85.313152 35.006264)","7"
"2400 Williams St","Chattanooga","TN","37408","2022-09-03T07:30:00.000","TN0330100","A10","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-095979","3","Pending/Possible Leads","35.027817","-85.314341","POINT (-85.314341 35.027817)","7"
"500 Dodds Ave","Chattanooga","TN","37404","2022-09-03T03:52:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095879","4","Inactive/Suspended","35.029692999999995","-85.262003","POINT (-85.262003 35.029693)","9"
"7000 Shallowford Rd","Chattanooga","TN","37421","2022-09-03T02:00:00.000","TN0330100","C9","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-095935","4","Inactive/Suspended","35.043856","-85.1587","POINT (-85.1587 35.043856)","6"
"3000 14th Ave","Chattanooga","TN","37407","2022-09-03T01:54:00.000","TN0330100","B8","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095839","3","Pending/Possible Leads","35.004407","-85.275994","POINT (-85.275994 35.004407)","7"
"00 Johnson St","Chattanooga","TN","37408","2022-09-03T01:00:00.000","TN0330100","A9","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-096041","4","Inactive/Suspended","35.036093","-85.304971","POINT (-85.304971 35.036093)","8"
"1300 E 8th St","Chattanooga","TN","37403","2022-09-03T00:35:00.000","TN0330100","A8","Adam S","23H","All Other Larceny","Part 1 Crimes","22-095906","3","Pending/Possible Leads","35.040639000000006","-85.289986","POINT (-85.289986 35.040639)","8"
"2100 E 23rd St","Chattanooga","TN","37404","2022-09-02T22:26:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095859","4","Inactive/Suspended","35.019169","-85.280733","POINT (-85.280733 35.019169)","8"
"2100 E 23rd St","Chattanooga","TN","37404","2022-09-02T22:26:00.000","TN0330100","B6","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-095859","4","Inactive/Suspended","35.018139","-85.27969499999999","POINT (-85.279695 35.018139)","8"
"W 26th St & Chestnut St","Chattanooga","TN","37408","2022-09-02T22:00:00.000","TN0330100","A10","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-096441","4","Inactive/Suspended","35.02812","-85.31850299999999","POINT (-85.318503 35.02812)","7"
"2600 E 45th St","Chattanooga","TN","37407","2022-09-02T22:00:00.000","TN0330100","B9","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-095860","4","Inactive/Suspended","34.990527","-85.289304","POINT (-85.289304 34.990527)","7"
"Bohr Dr","Chattanooga","TN","37415","2022-09-02T21:06:00.000","TN0330100","A1","Adam N","23H","All Other Larceny","Part 1 Crimes","22-095832","3","Pending/Possible Leads","35.158122","-85.265377","POINT (-85.265377 35.158122)","1"
"1800 Daylong Pl","Chattanooga","TN","37421","2022-09-02T20:00:00.000","TN0330100","C4","Charlie S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095858","2","Cleared by Arrest","35.036153000000006","-85.186647","POINT (-85.186647 35.036153)","6"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-09-02T18:48:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-095794","2","Cleared by Arrest","35.034403","-85.150949","POINT (-85.150949 35.034403)","4"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-02T18:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-095766","2","Cleared by Arrest","35.008273","-85.20546200000001","POINT (-85.205462 35.008273)","6"
"2400 E 14th St","Chattanooga","TN","37404","2022-09-02T18:00:00.000","TN0330100","B5","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-096115","3","Pending/Possible Leads","35.023787999999996","-85.272445","POINT (-85.272445 35.023788)","8"
"1500 Market St","Chattanooga","TN","37408","2022-09-02T17:57:00.000","TN0330100","A10","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-095769","3","Pending/Possible Leads","35.036445","-85.30656","POINT (-85.30656 35.036445)","8"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-09-02T16:01:00.000","TN0330100","A13","Adam S","23C","Shoplifting","Part 1 Crimes","22-095714","3","Pending/Possible Leads","35.0163","-85.375846","POINT (-85.375846 35.0163)","1"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-09-02T15:30:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-095717","2","Cleared by Arrest","35.034996","-85.159685","POINT (-85.159685 35.034996)","4"
"1600 Gray Rd","Chattanooga","TN","37421","2022-09-02T14:45:00.000","TN0330100","C8","Charlie N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097127","3","Pending/Possible Leads","35.014283","-85.14942500000001","POINT (-85.149425 35.014283)","4"
"1800 E 23rd St","Chattanooga","TN","37404","2022-09-02T14:42:00.000","TN0330100","B6","Baker S","23H","All Other Larceny","Part 1 Crimes","22-095702","2","Cleared by Arrest","35.0201","-85.285114","POINT (-85.285114 35.0201)","8"
"2200 Center St","Chattanooga","TN","37421","2022-09-02T13:18:00.000","TN0330100","C6","Charlie N","23D","Theft From Buildings","Part 1 Crimes","22-095670","3","Pending/Possible Leads","35.0433","-85.161242","POINT (-85.161242 35.0433)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-09-02T13:14:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-095663","2","Cleared by Arrest","35.007979","-85.20530000000001","POINT (-85.2053 35.007979)","6"
"7400 Commons Blvd","Chattanooga","TN","37421","2022-09-02T13:02:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-095666","2","Cleared by Arrest","35.03528","-85.146211","POINT (-85.146211 35.03528)","4"
"4900 Brainerd Rd","Chattanooga","TN","37411","2022-09-02T13:00:00.000","TN0330100","C3","Charlie S","23C","Shoplifting","Part 1 Crimes","22-096014","3","Pending/Possible Leads","35.011823","-85.22710699999999","POINT (-85.227107 35.011823)","6"
"2300 4th Ave","Chattanooga","TN","37404","2022-09-02T12:45:00.000","TN0330100","B8","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095652","4","Inactive/Suspended","35.017899","-85.280061","POINT (-85.280061 35.017899)","8"
"1300 Broad St","Chattanooga","TN","37402","2022-09-02T12:00:00.000","TN0330100","A9","Adam S","23D","Theft From Buildings","Part 1 Crimes","22-098751","3","Pending/Possible Leads","35.038548000000006","-85.309656","POINT (-85.309656 35.038548)","7"
"1000 S Kelley St","Chattanooga","TN","37404","2022-09-02T12:00:00.000","TN0330100","B5","Baker S","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-096797","4","Inactive/Suspended","35.028189000000005","-85.272899","POINT (-85.272899 35.028189)","9"
"2000 S Willow St","Chattanooga","TN","37404","2022-09-02T12:00:00.000","TN0330100","B6","Baker S","23D","Theft From Buildings","Part 1 Crimes","22-095753","3","Pending/Possible Leads","35.019510000000004","-85.28050999999999","POINT (-85.28051 35.01951)","8"
"600 Snow St","Chattanooga","TN","37405","2022-09-02T12:00:00.000","TN0330100","A4","Adam N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-097518","3","Pending/Possible Leads","35.070133999999996","-85.31044000000001","POINT (-85.31044 35.070134)","1"
"3300 E 43rd St","Chattanooga","TN","37407","2022-09-02T11:00:00.000","TN0330100","B9","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095726","3","Pending/Possible Leads","34.991284","-85.279276","POINT (-85.279276 34.991284)","7"
"7000 Mccutcheon Rd","Chattanooga","TN","37421","2022-09-02T10:55:00.000","TN0330100","C9","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095609","3","Pending/Possible Leads","35.045857","-85.158462","POINT (-85.158462 35.045857)","6"
"2400 Rossville Blvd","Chattanooga","TN","37408","2022-09-02T09:30:00.000","TN0330100","B6","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095841","3","Pending/Possible Leads","35.021820999999996","-85.29543","POINT (-85.29543 35.021821)","8"
"2300 Mccallie Ave","Chattanooga","TN","37404","2022-09-02T08:17:00.000","TN0330100","B4","Baker N","23G","Theft Of Motor Vehicle Parts Or Accessories","Part 1 Crimes","22-095570","4","Inactive/Suspended","35.035396","-85.26824699999999","POINT (-85.268247 35.035396)","9"
"800 S Orchard Knob Ave","Chattanooga","TN","37404","2022-09-02T07:15:00.000","TN0330100","B5","Baker S","23D","Theft From Buildings","Part 1 Crimes","22-095562","3","Pending/Possible Leads","35.031884","-85.276195","POINT (-85.276195 35.031884)","9"
"1100 Oak St","Chattanooga","TN","37403","2022-09-02T07:00:00.000","TN0330100","A8","Adam S","240","Motor Vehicle Theft","Part 1 Crimes","22-095768","4","Inactive/Suspended","35.042337","-85.28853000000001","POINT (-85.28853 35.042337)","8"
"1300 N Holtzclaw Ave","Chattanooga","TN","37406","2022-09-02T04:30:00.000","TN0330100","B3","Baker N","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095522","2","Cleared by Arrest","35.053751","-85.270555","POINT (-85.270555 35.053751)","8"
"2000 E 23rd St","Chattanooga","TN","37404","2022-09-02T03:55:00.000","TN0330100","B6","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-095514","3","Pending/Possible Leads","35.019327","-85.283171","POINT (-85.283171 35.019327)","8"
"1000 Airport Rd","Chattanooga","TN","37421","2022-09-02T03:30:00.000","TN0330100","C4","Charlie S","23D","Theft From Buildings","Part 1 Crimes","22-095515","3","Pending/Possible Leads","35.037375","-85.197815","POINT (-85.197815 35.037375)","5"
"3600 Cummings Hwy","Chattanooga","TN","37419","2022-09-02T02:00:00.000","TN0330100","A13","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095509","4","Inactive/Suspended","35.018950000000004","-85.37858","POINT (-85.37858 35.01895)","1"
"200 Tunnel Blvd","Chattanooga","TN","37411","2022-09-02T01:30:00.000","TN0330100","C2","Charlie S","23H","All Other Larceny","Part 1 Crimes","22-095849","3","Pending/Possible Leads","35.027840000000005","-85.24690799999999","POINT (-85.246908 35.02784)","9"
"7600 Lee Hwy","Chattanooga","TN","37421","2022-09-02T00:01:00.000","TN0330100","C9","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095577","4","Inactive/Suspended","35.06105","-85.135351","POINT (-85.135351 35.06105)","6"
"400 Roanoke Ave","Chattanooga","TN","37404","2022-09-01T23:30:00.000","TN0330100","B4","Baker N","23D","Theft From Buildings","Part 1 Crimes","22-095486","2","Cleared by Arrest","35.041540000000005","-85.269297","POINT (-85.269297 35.04154)","8"
"2800 Kirby Ave","Chattanooga","TN","37404","2022-09-01T23:00:00.000","TN0330100","B5","Baker S","240","Motor Vehicle Theft","Part 1 Crimes","22-095878","4","Inactive/Suspended","35.026424","-85.26505399999999","POINT (-85.265054 35.026424)","9"
"500 Battery Pl","Chattanooga","TN","37403","2022-09-01T22:00:00.000","TN0330100","A8","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095591","4","Inactive/Suspended","35.053605999999995","-85.301689","POINT (-85.301689 35.053606)","7"
"1300 E 30th St","Chattanooga","TN","37407","2022-09-01T22:00:00.000","TN0330100","B7","Baker S","220","Burglary/Breaking And Entering","Part 1 Crimes","22-096019","3","Pending/Possible Leads","35.008838000000004","-85.298886","POINT (-85.298886 35.008838)","8"
"2000 Gunbarrel Rd","Chattanooga","TN","37421","2022-09-01T21:47:00.000","TN0330100","C7","Charlie N","23C","Shoplifting","Part 1 Crimes","22-095456","3","Pending/Possible Leads","35.030585","-85.153228","POINT (-85.153228 35.030585)","4"
"4700 58 Hwy","Chattanooga","TN","37416","2022-09-01T20:20:00.000","TN0330100","C5","Charlie N","23C","Shoplifting","Part 1 Crimes","22-095433","3","Pending/Possible Leads","35.086518999999996","-85.18906600000001","POINT (-85.189066 35.086519)","5"
"900 E Main St","Chattanooga","TN","37408","2022-09-01T20:00:00.000","TN0330100","B5","Baker S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095532","4","Inactive/Suspended","35.032728","-85.29522","POINT (-85.29522 35.032728)","8"
"400 Market St","Chattanooga","TN","37402","2022-09-01T19:30:00.000","TN0330100","A7","Adam S","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095431","4","Inactive/Suspended","35.052038","-85.308948","POINT (-85.308948 35.052038)","7"
"2100 W Shepherd Rd","Chattanooga","TN","37421","2022-09-01T19:30:00.000","TN0330100","C6","Charlie N","240","Motor Vehicle Theft","Part 1 Crimes","22-095410","4","Inactive/Suspended","35.047306","-85.186877","POINT (-85.186877 35.047306)","6"
"800 Broad St","Chattanooga","TN","37402","2022-09-01T19:00:00.000","TN0330100","A7","Adam S","23H","All Other Larceny","Part 1 Crimes","22-095409","3","Pending/Possible Leads","35.046412","-85.311206","POINT (-85.311206 35.046412)","7"
"8800 Hurricane Ridge Rd","Chattanooga","TN","37421","2022-09-01T18:00:00.000","TN0330100","C8","Charlie N","23F","Theft From Motor Vehicle","Part 1 Crimes","22-095602","3","Pending/Possible Leads","35.012493","-85.189199","POINT (-85.189199 35.012493)","6"
