"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"1400 Cloverdale Cir","Chattanooga","TN","37343","2022-08-04T12:12:00.000","TN0330100","A3","Adam N","11A","Forcible Rape","Part 1 Crimes","22-083803","I","Closed","35.130268","-85.246569","POINT (-85.246569 35.130268)","2"
"1700 Morris Hill Rd","Chattanooga","TN","37421","2022-08-03T20:06:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-083565","3","Pending/Possible Leads","35.010622","-85.128932","POINT (-85.128932 35.010622)","4"
"2200 Cheek St","Chattanooga","TN","37406","2022-08-03T20:00:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-083574","3","Pending/Possible Leads","35.063378","-85.254985","POINT (-85.254985 35.063378)","8"
"2500 Kirby Ave","Chattanooga","TN","37404","2022-08-03T17:46:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-083506","2","Cleared by Arrest","35.028226","-85.26644800000001","POINT (-85.266448 35.028226)","9"
"200 Timber Knoll Dr","Chattanooga","TN","37421","2022-08-03T16:50:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-083479","3","Pending/Possible Leads","35.016664","-85.187902","POINT (-85.187902 35.016664)","6"
"1300 Cypress Street Ct","Chattanooga","TN","37402","2022-08-03T02:50:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-083208","3","Pending/Possible Leads","35.041112999999996","-85.319153","POINT (-85.319153 35.041113)","7"
"3600 Hughes Ave","Chattanooga","TN","37410","2022-08-03T01:15:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-083179","3","Pending/Possible Leads","35.008171000000004","-85.310582","POINT (-85.310582 35.008171)","7"
"3200 5th Ave","Chattanooga","TN","37407","2022-08-02T21:41:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-083137","3","Pending/Possible Leads","35.005973999999995","-85.284481","POINT (-85.284481 35.005974)","7"
"1200 Peeples St","Chattanooga","TN","37403","2022-08-02T15:28:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-082992","3","Pending/Possible Leads","35.039051","-85.299839","POINT (-85.299839 35.039051)","8"
"3600 2nd Ave","Chattanooga","TN","37407","2022-08-02T02:59:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-082798","2","Cleared by Arrest","35.001218","-85.290865","POINT (-85.290865 35.001218)","7"
"200 Browns Ferry Rd","Chattanooga","TN","37419","2022-08-02T00:29:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-082774","3","Pending/Possible Leads","35.029008","-85.363305","POINT (-85.363305 35.029008)","1"
"3400 Campbell St","Chattanooga","TN","37406","2022-08-01T20:00:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-082706","2","Cleared by Arrest","35.072376","-85.24288399999999","POINT (-85.242884 35.072376)","9"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-08-01T19:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-082681","2","Cleared by Arrest","35.061133","-85.132025","POINT (-85.132025 35.061133)","6"
"2700 Rossville Blvd","Chattanooga","TN","37404","2022-08-01T00:28:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-082366","3","Pending/Possible Leads","35.017158","-85.294108","POINT (-85.294108 35.017158)","8"
"3500 Calhoun Ave","Chattanooga","TN","37407","2022-07-31T23:56:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-082360","2","Cleared by Arrest","35.002456","-85.294158","POINT (-85.294158 35.002456)","7"
"600 Gillespie Rd","Chattanooga","TN","37411","2022-07-31T19:36:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-082284","3","Pending/Possible Leads","35.032731999999996","-85.23944200000001","POINT (-85.239442 35.032732)","9"
"3900 Azalean Dr","Chattanooga","TN","37415","2022-07-31T16:10:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-082222","2","Cleared by Arrest","35.111188999999996","-85.258636","POINT (-85.258636 35.111189)","2"
"2500 Orear St","Chattanooga","TN","37421","2022-07-31T15:20:00.000","TN0330100","B2","Baker N","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-082220","2","Cleared by Arrest","35.022082999999995","-85.160119","POINT (-85.160119 35.022083)","4"
"2500 Orear St","Chattanooga","TN","37421","2022-07-31T15:20:00.000","TN0330100","B2","Baker N","09A","Murder & Non-Negligent Manslaughter","Part 1 Crimes","22-082220","2","Cleared by Arrest","35.022594","-85.159813","POINT (-85.159813 35.022594)","4"
"2300 Mccallie Ave","Chattanooga","TN","37404","2022-07-31T14:40:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-082189","3","Pending/Possible Leads","35.034416","-85.26749799999999","POINT (-85.267498 35.034416)","9"
"200 Sequoia Dr","Chattanooga","TN","37411","2022-07-31T07:55:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-082088","2","Cleared by Arrest","35.020442","-85.23174","POINT (-85.23174 35.020442)","5"
"3900 Brainerd Rd","Chattanooga","TN","37411","2022-07-30T20:36:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-081959","3","Pending/Possible Leads","35.021288","-85.23975700000001","POINT (-85.239757 35.021288)","5"
"600 Signal Mountain Rd","Chattanooga","TN","37405","2022-07-30T19:30:00.000","TN0330100","A5","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-081939","3","Pending/Possible Leads","35.097849000000004","-85.327782","POINT (-85.327782 35.097849)","1"
"2200 E 23rd St","Chattanooga","TN","37407","2022-07-30T17:57:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081904","2","Cleared by Arrest","35.01703","-85.279084","POINT (-85.279084 35.01703)","8"
"5500 Highway 153","Chattanooga","TN","37343","2022-07-30T17:20:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-081910","3","Pending/Possible Leads","35.143662000000006","-85.247649","POINT (-85.247649 35.143662)","3"
"3800 13th Ave","Chattanooga","TN","37407","2022-07-30T16:43:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081879","3","Pending/Possible Leads","34.996162","-85.281386","POINT (-85.281386 34.996162)","7"
"1000 Glenwood Dr","Chattanooga","TN","37402","2022-07-30T00:00:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-081710","2","Cleared by Arrest","35.044439","-85.317874","POINT (-85.317874 35.044439)","7"
"1900 Chamberline Ave","Chattanooga","TN","37404","2022-07-29T20:50:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081570","2","Cleared by Arrest","35.020576","-85.283037","POINT (-85.283037 35.020576)","8"
"E 32nd St & 6th Ave","Chattanooga","TN","37407","2022-07-29T19:40:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081539","3","Pending/Possible Leads","35.007055","-85.287029","POINT (-85.287029 35.007055)","7"
"2100 Wisdom St","Chattanooga","TN","37406","2022-07-29T18:20:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-081521","3","Pending/Possible Leads","35.075154000000005","-85.24937000000001","POINT (-85.24937 35.075154)","8"
"2200 Wilcox Blvd","Chattanooga","TN","37406","2022-07-29T17:30:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-081491","2","Cleared by Arrest","35.053501","-85.26101","POINT (-85.26101 35.053501)","8"
"1400 Lillian Ln","Chattanooga","TN","37411","2022-07-29T14:14:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-081410","3","Pending/Possible Leads","35.044608","-85.23617899999999","POINT (-85.236179 35.044608)","9"
"1800 Foust St","Chattanooga","TN","37407","2022-07-28T23:55:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081194","3","Pending/Possible Leads","35.01413","-85.28674","POINT (-85.28674 35.01413)","8"
"100 Moccasin Bend Rd","Chattanooga","TN","37405","2022-07-28T22:28:00.000","TN0330100","A5","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-081169","2","Cleared by Arrest","35.025006","-85.33488700000001","POINT (-85.334887 35.025006)","1"
"2100 Chestnut St","Chattanooga","TN","37408","2022-07-28T21:45:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-081185","3","Pending/Possible Leads","35.033018999999996","-85.31658300000001","POINT (-85.316583 35.033019)","7"
"1200 Arlington Ave","Chattanooga","TN","37406","2022-07-28T18:30:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-081078","3","Pending/Possible Leads","35.050069","-85.259438","POINT (-85.259438 35.050069)","8"
"3800 Lightfoot Mill Rd","Chattanooga","TN","37406","2022-07-28T18:05:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-081016","2","Cleared by Arrest","35.068400000000004","-85.211927","POINT (-85.211927 35.0684)","5"
"3000 Kings Point Rd","Chattanooga","TN","37416","2022-07-28T12:38:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-080918","2","Cleared by Arrest","35.095415","-85.218695","POINT (-85.218695 35.095415)","3"
"1200 Peeples St","Chattanooga","TN","37403","2022-07-28T00:21:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-080731","3","Pending/Possible Leads","35.037409999999994","-85.29997","POINT (-85.29997 35.03741)","8"
"2200 Center St","Chattanooga","TN","37421","2022-07-27T22:00:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-080698","2","Cleared by Arrest","35.041349","-85.161788","POINT (-85.161788 35.041349)","6"
"7700 Lee Hwy","Chattanooga","TN","37421","2022-07-27T18:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-080926","3","Pending/Possible Leads","35.062129","-85.134491","POINT (-85.134491 35.062129)","6"
"4400 Rossville Blvd","Chattanooga","TN","37407","2022-07-27T17:35:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-080994","3","Pending/Possible Leads","34.99201","-85.290607","POINT (-85.290607 34.99201)","7"
"3900 Manor Rd","Chattanooga","TN","37411","2022-07-27T12:20:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-080442","3","Pending/Possible Leads","35.01967","-85.239694","POINT (-85.239694 35.01967)","5"
"1300 Hixson Ave","Chattanooga","TN","37343","2022-07-27T03:18:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-080334","3","Pending/Possible Leads","35.131445","-85.25788899999999","POINT (-85.257889 35.131445)","2"
"900 Mountain Creek","Chattanooga","TN","37405","2022-07-27T03:00:00.000","TN0330100","A5","Adam N","11A","Forcible Rape","Part 1 Crimes","22-080690","3","Pending/Possible Leads","35.106759999999994","-85.32475","POINT (-85.32475 35.10676)","1"
"1300 Gunbarrel Rd","Chattanooga","TN","37421","2022-07-27T03:00:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-080331","3","Pending/Possible Leads","35.012838","-85.164552","POINT (-85.164552 35.012838)","4"
"2800 Cannon Ave","Chattanooga","TN","37404","2022-07-26T23:00:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-080292","2","Cleared by Arrest","35.01604","-85.297709","POINT (-85.297709 35.01604)","8"
"2300 Cushman St","Chattanooga","TN","37406","2022-07-26T21:36:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-080263","3","Pending/Possible Leads","35.069265","-85.248525","POINT (-85.248525 35.069265)","9"
"3200 14th Ave","Chattanooga","TN","37407","2022-07-26T20:52:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-080251","3","Pending/Possible Leads","35.002638999999995","-85.277366","POINT (-85.277366 35.002639)","7"
"1900 Kirby Ave","Chattanooga","TN","37404","2022-07-26T16:40:00.000","TN0330100","B5","Baker S","120","Robbery","Part 1 Crimes","22-080173","3","Pending/Possible Leads","35.031719","-85.2755","POINT (-85.2755 35.031719)","9"
"1900 Kirby Ave","Chattanooga","TN","37404","2022-07-26T16:40:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-080173","3","Pending/Possible Leads","35.031989","-85.27555699999999","POINT (-85.275557 35.031989)","9"
"5700 Lee Hwy","Chattanooga","TN","37421","2022-07-26T06:00:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-079979","3","Pending/Possible Leads","35.018095","-85.204079","POINT (-85.204079 35.018095)","6"
"00 Tunnel Blvd","Chattanooga","TN","37411","2022-07-26T03:43:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-079964","3","Pending/Possible Leads","35.02637","-85.24789000000001","POINT (-85.24789 35.02637)","9"
"1400 E 17th St","Chattanooga","TN","37404","2022-07-25T18:20:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-079813","3","Pending/Possible Leads","35.026907","-85.28691","POINT (-85.28691 35.026907)","8"
"1800 S Greenwood Ave","Chattanooga","TN","37404","2022-07-25T18:16:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-079810","3","Pending/Possible Leads","35.025275","-85.289223","POINT (-85.289223 35.025275)","8"
"2300 Citico Ave","Chattanooga","TN","37406","2022-07-25T15:50:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-079774","3","Pending/Possible Leads","35.043477","-85.263625","POINT (-85.263625 35.043477)","8"
"200 E Main St","Chattanooga","TN","37408","2022-07-25T14:40:00.000","TN0330100","A8","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-079723","3","Pending/Possible Leads","35.036026","-85.306269","POINT (-85.306269 35.036026)","8"
"3300 Winter Ln","Chattanooga","TN","37419","2022-07-25T05:01:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-079522","2","Cleared by Arrest","35.01742","-85.372286","POINT (-85.372286 35.01742)","1"
"1200 Peeples St","Chattanooga","TN","37403","2022-07-25T00:05:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-079481","3","Pending/Possible Leads","35.037321000000006","-85.30054","POINT (-85.30054 35.037321)","8"
"200 Timber Knoll Dr","Chattanooga","TN","37421","2022-07-25T00:00:00.000","TN0330100","C4","Charlie S","11A","Forcible Rape","Part 1 Crimes","22-079653","2","Cleared by Arrest","35.016672","-85.186628","POINT (-85.186628 35.016672)","6"
"1400 W 46th St","Chattanooga","TN","37409","2022-07-24T22:50:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-079462","2","Cleared by Arrest","34.998297","-85.328271","POINT (-85.328271 34.998297)","7"
"5500 Brainerd Rd","Chattanooga","TN","37411","2022-07-24T16:00:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-079344","3","Pending/Possible Leads","35.01091","-85.22032","POINT (-85.22032 35.01091)","5"
"4200 Cromwell Rd","Chattanooga","TN","37421","2022-07-24T13:25:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-079301","3","Pending/Possible Leads","35.065904","-85.197536","POINT (-85.197536 35.065904)","5"
"4900 13th Ave","Chattanooga","TN","37407","2022-07-24T12:00:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-081458","3","Pending/Possible Leads","34.985658","-85.28460799999999","POINT (-85.284608 34.985658)","7"
"1100 Orangewood Ave","Chattanooga","TN","37404","2022-07-23T07:00:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-078853","3","Pending/Possible Leads","35.043366999999996","-85.246763","POINT (-85.246763 35.043367)","9"
"700 W 12th St","Chattanooga","TN","37402","2022-07-22T23:51:00.000","TN0330100","A7","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-078749","3","Pending/Possible Leads","35.04429","-85.315881","POINT (-85.315881 35.04429)","7"
"500 Semi Circle Dr","Chattanooga","TN","37415","2022-07-22T22:50:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-078725","2","Cleared by Arrest","35.110504999999996","-85.286055","POINT (-85.286055 35.110505)","2"
"8700 Igou Gap Rd","Chattanooga","TN","37421","2022-07-22T22:04:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-078700","2","Cleared by Arrest","35.016771999999996","-85.12514999999999","POINT (-85.12515 35.016772)","4"
"600 Mccallie Ave","Chattanooga","TN","37403","2022-07-22T21:40:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-078720","3","Pending/Possible Leads","35.042579","-85.303438","POINT (-85.303438 35.042579)","8"
"2200 Hamilton Place Blvd","Chattanooga","TN","37421","2022-07-22T17:43:00.000","TN0330100","C7","Charlie N","120","Robbery","Part 1 Crimes","22-078626","3","Pending/Possible Leads","35.0342593","-85.1558","POINT (-85.1558 35.0342593)","4"
"1100 Gateway Ave","Chattanooga","TN","37402","2022-07-22T10:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-078425","2","Cleared by Arrest","35.045648","-85.31819899999999","POINT (-85.318199 35.045648)","7"
"1900 E 35th St","Chattanooga","TN","37407","2022-07-22T02:12:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-078344","3","Pending/Possible Leads","35.005388999999994","-85.29021700000001","POINT (-85.290217 35.005389)","7"
"1200 Arlington Ave","Chattanooga","TN","37406","2022-07-22T01:47:00.000","TN0330100","B3","Baker N","11A","Forcible Rape","Part 1 Crimes","22-078351","I","Closed","35.049277000000004","-85.259651","POINT (-85.259651 35.049277)","8"
"200 Tunnel Blvd","Chattanooga","TN","37411","2022-07-22T01:00:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-078337","2","Cleared by Arrest","35.029094","-85.245604","POINT (-85.245604 35.029094)","9"
"700 Riverfront Pkwy","Chattanooga","TN","37404","2022-07-21T23:30:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-078319","3","Pending/Possible Leads","35.051007","-85.320667","POINT (-85.320667 35.051007)","7"
"1200 Peeples St","Chattanooga","TN","37403","2022-07-21T23:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-078305","3","Pending/Possible Leads","35.037767","-85.299502","POINT (-85.299502 35.037767)","8"
"800 N Holtzclaw Ave","Chattanooga","TN","37404","2022-07-21T20:00:00.000","TN0330100","B3","Baker N","11A","Forcible Rape","Part 1 Crimes","22-078321","2","Cleared by Arrest","35.049966999999995","-85.274877","POINT (-85.274877 35.049967)","8"
"3900 Juandale Trl","Chattanooga","TN","37406","2022-07-21T12:40:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-078039","3","Pending/Possible Leads","35.052956","-85.223606","POINT (-85.223606 35.052956)","5"
"6800 Spence Ln","Chattanooga","TN","37341","2022-07-21T03:45:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-077895","3","Pending/Possible Leads","35.114126999999996","-85.12928","POINT (-85.12928 35.114127)","6"
"7100 Bonny Oaks Dr","Chattanooga","TN","37421","2022-07-20T14:20:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-077624","3","Pending/Possible Leads","35.066559999999996","-85.14468699999999","POINT (-85.144687 35.06656)","6"
"6000 Relocation Way","Chattanooga","TN","37363","2022-07-19T11:30:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-077131","2","Cleared by Arrest","35.086725","-85.05877000000001","POINT (-85.05877 35.086725)",
"7300 Standifer Gap Rd","Chattanooga","TN","37421","2022-07-19T03:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-077012","3","Pending/Possible Leads","35.051558","-85.147562","POINT (-85.147562 35.051558)","6"
"2900 N Chamberlain Ave","Chattanooga","TN","37406","2022-07-19T02:15:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-076987","3","Pending/Possible Leads","35.069694","-85.247168","POINT (-85.247168 35.069694)","9"
"1300 Riverview Rd","Chattanooga","TN","37405","2022-07-19T00:00:00.000","TN0330100","A4","Adam N","11A","Forcible Rape","Part 1 Crimes","22-078281","3","Pending/Possible Leads","35.076408","-85.286872","POINT (-85.286872 35.076408)","2"
"3400 Wilcox Blvd","Chattanooga","TN","37411","2022-07-18T23:03:00.000","TN0330100","C1","Charlie S","120","Robbery","Part 1 Crimes","22-076943","3","Pending/Possible Leads","35.047264","-85.237337","POINT (-85.237337 35.047264)","5"
"3300 Navajo Dr","Chattanooga","TN","37411","2022-07-18T15:50:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076816","3","Pending/Possible Leads","35.018516000000005","-85.25458400000001","POINT (-85.254584 35.018516)",
"2600 Cannon Ave","Chattanooga","TN","37404","2022-07-18T08:00:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-076661","3","Pending/Possible Leads","35.019476","-85.298377","POINT (-85.298377 35.019476)","8"
"1000 Rockway Dr","Chattanooga","TN","37411","2022-07-18T00:45:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076567","3","Pending/Possible Leads","35.041914999999996","-85.24171","POINT (-85.24171 35.041915)","9"
"3900 Brainerd Rd","Chattanooga","TN","37411","2022-07-18T00:00:00.000","TN0330100","C2","Charlie S","120","Robbery","Part 1 Crimes","22-076956","3","Pending/Possible Leads","35.018472","-85.240425","POINT (-85.240425 35.018472)","6"
"5100 N Moore Ln","Chattanooga","TN","37411","2022-07-17T22:48:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076533","3","Pending/Possible Leads","35.024169","-85.217434","POINT (-85.217434 35.024169)","5"
"1900 E 26th St","Chattanooga","TN","37407","2022-07-17T19:12:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-076459","2","Cleared by Arrest","35.014756999999996","-85.28600999999999","POINT (-85.28601 35.014757)","8"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-07-17T13:06:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076402","2","Cleared by Arrest","35.008416000000004","-85.204927","POINT (-85.204927 35.008416)","6"
"400 Greenway View Dr","Chattanooga","TN","37411","2022-07-17T13:06:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076339","2","Cleared by Arrest","35.007870000000004","-85.205641","POINT (-85.205641 35.00787)","6"
"2100 Citico Ave","Chattanooga","TN","37404","2022-07-17T12:05:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-076317","3","Pending/Possible Leads","35.044342","-85.266937","POINT (-85.266937 35.044342)","8"
"200 Chickamauga Rd","Chattanooga","TN","37421","2022-07-17T08:00:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076272","2","Cleared by Arrest","35.019052","-85.199015","POINT (-85.199015 35.019052)","6"
"3100 6th Ave","Chattanooga","TN","37407","2022-07-17T05:00:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-076256","3","Pending/Possible Leads","35.007484000000005","-85.282476","POINT (-85.282476 35.007484)","7"
"1900 Northpoint Blvd","Chattanooga","TN","37343","2022-07-16T20:43:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-076102","2","Cleared by Arrest","35.140077","-85.241881","POINT (-85.241881 35.140077)","3"
"700 N Germantown Rd","Chattanooga","TN","37411","2022-07-16T19:53:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076074","3","Pending/Possible Leads","35.032193","-85.242672","POINT (-85.242672 35.032193)","9"
"3700 Cummings Hwy","Chattanooga","TN","37419","2022-07-16T17:20:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-076036","3","Pending/Possible Leads","35.018876","-85.381202","POINT (-85.381202 35.018876)","1"
"1400 Greenwood Rd","Chattanooga","TN","37411","2022-07-16T15:42:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-076002","3","Pending/Possible Leads","35.050844999999995","-85.242727","POINT (-85.242727 35.050845)","9"
"W 12th St & Grove St","Chattanooga","TN","37402","2022-07-16T06:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-075861","3","Pending/Possible Leads","35.045035999999996","-85.318522","POINT (-85.318522 35.045036)","7"
"6900 Shallowford Rd","Chattanooga","TN","37421","2022-07-16T02:50:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-075833","2","Cleared by Arrest","35.043893","-85.161016","POINT (-85.161016 35.043893)","6"
"1200 E 34th St","Chattanooga","TN","37407","2022-07-15T22:35:00.000","TN0330100","B7","Baker S","120","Robbery","Part 1 Crimes","22-075764","3","Pending/Possible Leads","35.004934999999996","-85.29579600000001","POINT (-85.295796 35.004935)","7"
"4100 Fagan St","Chattanooga","TN","37410","2022-07-15T20:59:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-075800","2","Cleared by Arrest","35.002182","-85.309841","POINT (-85.309841 35.002182)","7"
"2100 Chestnut St","Chattanooga","TN","37408","2022-07-15T20:04:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-075697","2","Cleared by Arrest","35.033063000000006","-85.316411","POINT (-85.316411 35.033063)","7"
"4900 Jeffery Ln","Chattanooga","TN","37410","2022-07-15T19:37:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-075689","2","Cleared by Arrest","34.989852000000006","-85.30694299999999","POINT (-85.306943 34.989852)","7"
"2500 O Rear St","Chattanooga","TN","37406","2022-07-15T17:31:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-075642","2","Cleared by Arrest","35.065234000000004","-85.250134","POINT (-85.250134 35.065234)","9"
"200-29 Chestnut St","Chattanooga","TN","37402","2022-07-15T14:49:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-075545","3","Pending/Possible Leads","35.053861","-85.31185","POINT (-85.31185 35.053861)","7"
"700 E 11th St","Chattanooga","TN","37403","2022-07-14T23:51:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-075323","2","Cleared by Arrest","35.039695","-85.299171","POINT (-85.299171 35.039695)","8"
"3800 Cherwood Ln","Chattanooga","TN","37406","2022-07-14T22:00:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-075529","3","Pending/Possible Leads","35.069138","-85.209996","POINT (-85.209996 35.069138)","5"
"3500 Ohls Ave","Chattanooga","TN","37410","2022-07-14T12:40:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-074988","3","Pending/Possible Leads","35.009106","-85.314911","POINT (-85.314911 35.009106)","7"
