"address","city","state","zip","date_incident","jurisdiction","incident_tract","zone","ucr_incident_code","incident_description","incident_type","case_number","case_status","case_status_description","latitude","longitude","location","citydst"
"2300 Wilson St","Chattanooga","TN","37406","2022-05-02T20:57:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-045401","3","Pending/Possible Leads","35.049688","-85.261398","POINT (-85.261398 35.049688)","8"
"1100 Arlington Ave","Chattanooga","TN","37406","2022-05-02T20:10:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-045388","3","Pending/Possible Leads","35.049221","-85.26055600000001","POINT (-85.260556 35.049221)","8"
"600 W 13th Street Ct","Chattanooga","TN","37402","2022-05-02T19:23:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-045378","3","Pending/Possible Leads","35.042092999999994","-85.31660699999999","POINT (-85.316607 35.042093)","7"
"6000 Stardust Trl","Chattanooga","TN","37343","2022-05-02T18:30:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-045366","3","Pending/Possible Leads","35.15409","-85.253759","POINT (-85.253759 35.15409)","3"
"100 Moccasin Bend Rd","Chattanooga","TN","37405","2022-05-02T17:00:00.000","TN0330100","A5","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-047728","3","Pending/Possible Leads","35.026589","-85.336357","POINT (-85.336357 35.026589)","1"
"1000 Central Ave","Chattanooga","TN","37403","2022-05-02T01:20:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-045015","3","Pending/Possible Leads","35.03725","-85.293719","POINT (-85.293719 35.03725)","8"
"100 W 20th St","Chattanooga","TN","37408","2022-05-01T23:25:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-045044","2","Cleared by Arrest","35.031729","-85.31082400000001","POINT (-85.310824 35.031729)","7"
"100 W 20th St","Chattanooga","TN","37408","2022-05-01T23:20:00.000","TN0330100","A10","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-045061","2","Cleared by Arrest","35.032728","-85.31085200000001","POINT (-85.310852 35.032728)","7"
"1200 Grove Street Ct","Chattanooga","TN","37402","2022-05-01T22:56:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-045041","3","Pending/Possible Leads","35.043091000000004","-85.318076","POINT (-85.318076 35.043091)","7"
"700 E 48th St","Chattanooga","TN","37410","2022-05-01T22:00:00.000","TN0330100","A12","Adam S","11A","Forcible Rape","Part 1 Crimes","22-079659","3","Pending/Possible Leads","34.991957","-85.306185","POINT (-85.306185 34.991957)","7"
"2400 Williams St","Chattanooga","TN","37408","2022-05-01T21:15:00.000","TN0330100","A10","Adam S","120","Robbery","Part 1 Crimes","22-045019","3","Pending/Possible Leads","35.028757999999996","-85.3141","POINT (-85.3141 35.028758)","7"
"200 W 38th St","Chattanooga","TN","37410","2022-05-01T14:30:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-044904","2","Cleared by Arrest","35.006786999999996","-85.313169","POINT (-85.313169 35.006787)","7"
"7800 Basswood Dr","Chattanooga","TN","37416","2022-05-01T11:30:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-044859","3","Pending/Possible Leads","35.081682","-85.167925","POINT (-85.167925 35.081682)","5"
"5000 16th Ave","Chattanooga","TN","37407","2022-05-01T10:20:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-044835","3","Pending/Possible Leads","34.985034","-85.28173","POINT (-85.28173 34.985034)","7"
"500 Latimore St","Chattanooga","TN","37406","2022-05-01T08:14:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-044828","3","Pending/Possible Leads","35.037099","-85.256644","POINT (-85.256644 35.037099)","9"
"200 Water St","Chattanooga","TN","37410","2022-05-01T05:25:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-044781","3","Pending/Possible Leads","35.006391","-85.31317","POINT (-85.31317 35.006391)","7"
"4000 Chandler Ave","Chattanooga","TN","37410","2022-05-01T02:45:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-044763","3","Pending/Possible Leads","35.006045","-85.315156","POINT (-85.315156 35.006045)","7"
"5000 Hixson Pike","Chattanooga","TN","37343","2022-04-30T19:58:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-044658","2","Cleared by Arrest","35.136131","-85.242842","POINT (-85.242842 35.136131)","3"
"2100 Hamilton Place Blvd","Chattanooga","TN","37421","2022-04-30T17:38:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-044614","3","Pending/Possible Leads","35.034875","-85.15816199999999","POINT (-85.158162 35.034875)","4"
"700 E 11th St","Chattanooga","TN","37403","2022-04-30T17:00:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-044801","3","Pending/Possible Leads","35.039281","-85.30066799999999","POINT (-85.300668 35.039281)","8"
"700 N Germantown Rd","Chattanooga","TN","37411","2022-04-30T07:33:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-044423","3","Pending/Possible Leads","35.032959000000005","-85.242285","POINT (-85.242285 35.032959)","9"
"4200 12th Ave","Chattanooga","TN","37407","2022-04-30T04:33:00.000","TN0330100","B9","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-044398","2","Cleared by Arrest","34.99353","-85.284643","POINT (-85.284643 34.99353)","7"
"5200 Sunbeam Ave","Chattanooga","TN","37411","2022-04-30T04:00:00.000","TN0330100","C3","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-044395","3","Pending/Possible Leads","35.00943","-85.22424799999999","POINT (-85.224248 35.00943)","6"
"2000 Ruby St","Chattanooga","TN","37406","2022-04-30T01:49:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-044365","3","Pending/Possible Leads","35.059490000000004","-85.260748","POINT (-85.260748 35.05949)","8"
"1700 Walker Ave","Chattanooga","TN","37404","2022-04-29T22:49:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-044303","3","Pending/Possible Leads","35.045995","-85.27164499999999","POINT (-85.271645 35.045995)","8"
"70-10 Highway 153 Sb","Chattanooga","TN","37421","2022-04-29T17:42:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-044205","2","Cleared by Arrest","35.030646","-85.180053","POINT (-85.180053 35.030646)","6"
"7200 E Brainerd Rd","Chattanooga","TN","37421","2022-04-29T03:27:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-043926","3","Pending/Possible Leads","35.01759","-85.165422","POINT (-85.165422 35.01759)","4"
"600 E 11th St","Chattanooga","TN","37403","2022-04-28T19:35:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-043811","3","Pending/Possible Leads","35.040328","-85.30272099999999","POINT (-85.302721 35.040328)","8"
"4700 Mink Place Dr","Chattanooga","TN","37416","2022-04-28T16:10:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-043743","3","Pending/Possible Leads","35.085995000000004","-85.18116400000001","POINT (-85.181164 35.085995)","5"
"500 N Willow St","Chattanooga","TN","37404","2022-04-28T12:23:00.000","TN0330100","B4","Baker N","11A","Forcible Rape","Part 1 Crimes","22-043624","3","Pending/Possible Leads","35.041363000000004","-85.26817299999999","POINT (-85.268173 35.041363)","8"
"2600 Andrews St","Chattanooga","TN","37406","2022-04-28T00:20:00.000","TN0330100","B2","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-043527","3","Pending/Possible Leads","35.06789800000001","-85.246072","POINT (-85.246072 35.067898)","9"
"1000 Broad St","Chattanooga","TN","37402","2022-04-27T23:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-043470","2","Cleared by Arrest","35.043458","-85.31172099999999","POINT (-85.311721 35.043458)","7"
"7th Ave & E 35th St","Chattanooga","TN","37407","2022-04-26T22:00:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-043042","3","Pending/Possible Leads","35.002257","-85.283766","POINT (-85.283766 35.002257)","7"
"3800 Tennessee Ave","Chattanooga","TN","37409","2022-04-26T19:53:00.000","TN0330100","A12","Adam S","120","Robbery","Part 1 Crimes","22-042994","3","Pending/Possible Leads","35.010567","-85.32625800000001","POINT (-85.326258 35.010567)","7"
"3300 Dodds Ave","Chattanooga","TN","37407","2022-04-26T17:21:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-042930","3","Pending/Possible Leads","35.003437000000005","-85.28161","POINT (-85.28161 35.003437)","7"
"3100 Dodson Ave","Chattanooga","TN","37406","2022-04-26T15:31:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-042881","2","Cleared by Arrest","35.074494","-85.249492","POINT (-85.249492 35.074494)","8"
"4700 Bonny Oaks Dr","Chattanooga","TN","37416","2022-04-26T13:53:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-042840","3","Pending/Possible Leads","35.074092","-85.194403","POINT (-85.194403 35.074092)","5"
"3506-358 Brainerd Rd","Chattanooga","TN","37411","2022-04-26T13:45:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-042838","3","Pending/Possible Leads","35.024135","-85.246887","POINT (-85.246887 35.024135)","9"
"600 N Germantown Rd","Chattanooga","TN","37411","2022-04-26T09:43:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-042758","3","Pending/Possible Leads","35.032247","-85.241984","POINT (-85.241984 35.032247)","9"
"400 Cloudland Trl","Chattanooga","TN","37411","2022-04-25T23:06:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-042620","3","Pending/Possible Leads","35.013347","-85.25030600000001","POINT (-85.250306 35.013347)","6"
"3400 2nd Ave","Chattanooga","TN","37407","2022-04-25T06:10:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-042235","3","Pending/Possible Leads","35.004523","-85.289827","POINT (-85.289827 35.004523)","7"
"3900 Camellia Dr","Chattanooga","TN","37421","2022-04-24T20:26:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-042116","3","Pending/Possible Leads","35.060851","-85.215464","POINT (-85.215464 35.060851)","5"
"3000 Peggy Ln","Chattanooga","TN","37404","2022-04-23T18:13:00.000","TN0330100","C1","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-041691","2","Cleared by Arrest","35.043822000000006","-85.2494","POINT (-85.2494 35.043822)","9"
"2000 Hamilton Place Blvd","Chattanooga","TN","37421","2022-04-23T18:00:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-046128","3","Pending/Possible Leads","35.031715","-85.16599","POINT (-85.16599 35.031715)","4"
"4700 Brainerd Rd","Chattanooga","TN","37411","2022-04-23T15:09:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-041637","3","Pending/Possible Leads","35.018488000000005","-85.238616","POINT (-85.238616 35.018488)","5"
"6900 E Brainerd Rd","Chattanooga","TN","37421","2022-04-23T12:00:00.000","TN0330100","C8","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-041583","3","Pending/Possible Leads","35.016832","-85.174078","POINT (-85.174078 35.016832)","6"
"8000 Volkswagen Dr","Chattanooga","TN","37416","2022-04-23T09:30:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-041598","3","Pending/Possible Leads","35.07583","-85.127807","POINT (-85.127807 35.07583)","6"
"8000 Volkswagen Dr","Chattanooga","TN","37416","2022-04-23T09:24:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-041530","3","Pending/Possible Leads","35.076185","-85.128152","POINT (-85.128152 35.076185)","6"
"800 Market St","Chattanooga","TN","37402","2022-04-23T02:13:00.000","TN0330100","A7","Adam S","120","Robbery","Part 1 Crimes","22-041464","4","Inactive/Suspended","35.045956","-85.309492","POINT (-85.309492 35.045956)","7"
"200 W 38th St","Chattanooga","TN","37410","2022-04-23T01:30:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-041466","3","Pending/Possible Leads","35.006615000000004","-85.31392100000001","POINT (-85.313921 35.006615)","7"
"6900 Shallowford Rd","Chattanooga","TN","37421","2022-04-23T00:00:00.000","TN0330100","C9","Charlie N","11A","Forcible Rape","Part 1 Crimes","22-041635","3","Pending/Possible Leads","35.044684","-85.16019","POINT (-85.16019 35.044684)","6"
"2200 E 24th Street Ct","Chattanooga","TN","37407","2022-04-22T22:17:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-041410","3","Pending/Possible Leads","35.015302000000005","-85.28014","POINT (-85.28014 35.015302)","8"
"2500 Vine St","Chattanooga","TN","37404","2022-04-22T16:00:00.000","TN0330100","B4","Baker N","120","Robbery","Part 1 Crimes","22-041273","2","Cleared by Arrest","35.034626","-85.263469","POINT (-85.263469 35.034626)","9"
"2700 Rossville Blvd","Chattanooga","TN","37404","2022-04-22T13:00:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-041258","3","Pending/Possible Leads","35.015484","-85.293903","POINT (-85.293903 35.015484)","8"
"5700 Lee Hwy","Chattanooga","TN","37421","2022-04-22T12:00:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-041180","2","Cleared by Arrest","35.018732","-85.204323","POINT (-85.204323 35.018732)","5"
"2100 E 3rd St","Chattanooga","TN","37404","2022-04-22T11:00:00.000","TN0330100","B4","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-041161","3","Pending/Possible Leads","35.039277","-85.267861","POINT (-85.267861 35.039277)","8"
"6300 Fisk Ave","Chattanooga","TN","37421","2022-04-22T03:00:00.000","TN0330100","C6","Charlie N","120","Robbery","Part 1 Crimes","22-042070","3","Pending/Possible Leads","35.036955","-85.183522","POINT (-85.183522 35.036955)","6"
"800 Wheeler Ave","Chattanooga","TN","37406","2022-04-21T21:40:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-041017","2","Cleared by Arrest","35.045859","-85.261409","POINT (-85.261409 35.045859)","8"
"100 Arlington Ter","Chattanooga","TN","37410","2022-04-21T17:00:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-041196","2","Cleared by Arrest","35.0018943","-85.32158199999999","POINT (-85.321582 35.0018943)","7"
"1200 Boynton Dr","Chattanooga","TN","37402","2022-04-21T15:34:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-040868","2","Cleared by Arrest","35.04565","-85.32109899999999","POINT (-85.321099 35.04565)","7"
"2600 Boyce St","Chattanooga","TN","37406","2022-04-21T15:00:00.000","TN0330100","B1","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-040879","3","Pending/Possible Leads","35.082122","-85.233683","POINT (-85.233683 35.082122)","9"
"4100 Quinn Adams St","Chattanooga","TN","37410","2022-04-21T13:32:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-040820","3","Pending/Possible Leads","35.000917","-85.30859099999999","POINT (-85.308591 35.000917)","7"
"500 Spears Ave","Chattanooga","TN","37405","2022-04-21T04:15:00.000","TN0330100","A4","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-040689","2","Cleared by Arrest","35.067644","-85.309692","POINT (-85.309692 35.067644)","1"
"5000 New Country Dr","Chattanooga","TN","37343","2022-04-20T22:25:00.000","TN0330100","A3","Adam N","120","Robbery","Part 1 Crimes","22-040650","3","Pending/Possible Leads","35.120151","-85.24193100000001","POINT (-85.241931 35.120151)","3"
"5000 New Country Dr","Chattanooga","TN","37343","2022-04-20T22:25:00.000","TN0330100","A3","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-040650","3","Pending/Possible Leads","35.121376","-85.24180100000001","POINT (-85.241801 35.121376)","3"
"3700 Chula Vista Dr","Chattanooga","TN","37411","2022-04-20T10:30:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-040406","2","Cleared by Arrest","35.019395","-85.245735","POINT (-85.245735 35.019395)","6"
"1300 Carter St","Chattanooga","TN","37402","2022-04-20T09:30:00.000","TN0330100","A9","Adam S","120","Robbery","Part 1 Crimes","22-040426","4","Inactive/Suspended","35.040224","-85.31416499999999","POINT (-85.314165 35.040224)","7"
"2300 Lifestyle Way","Chattanooga","TN","37421","2022-04-20T04:54:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-040334","1","Unfounded","35.040992","-85.151622","POINT (-85.151622 35.040992)","4"
"5500 Hillbrook Ln","Chattanooga","TN","37343","2022-04-19T21:30:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-040256","3","Pending/Possible Leads","35.147679999999994","-85.24451699999999","POINT (-85.244517 35.14768)","3"
"500 Central Dr","Chattanooga","TN","37421","2022-04-19T19:00:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-040306","2","Cleared by Arrest","35.021508999999995","-85.193644","POINT (-85.193644 35.021509)","6"
"5700 Highway 58","Chattanooga","TN","37341","2022-04-19T18:40:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-040209","3","Pending/Possible Leads","35.109726","-85.14103","POINT (-85.14103 35.109726)","6"
"1000 Peachtree St","Chattanooga","TN","37404","2022-04-18T19:18:00.000","TN0330100","B5","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-039870","2","Cleared by Arrest","35.025194","-85.26992800000001","POINT (-85.269928 35.025194)","9"
"4700 Bonny Oaks Dr","Chattanooga","TN","37416","2022-04-18T13:45:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-039797","3","Pending/Possible Leads","35.077584","-85.19657600000001","POINT (-85.196576 35.077584)","5"
"1900 Gunbarrel Rd","Chattanooga","TN","37421","2022-04-18T09:37:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-039649","2","Cleared by Arrest","35.027271999999996","-85.155497","POINT (-85.155497 35.027272)","4"
"5700 St Elmo Ave","Chattanooga","TN","37409","2022-04-17T23:59:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-039549","2","Cleared by Arrest","34.983447999999996","-85.332848","POINT (-85.332848 34.983448)",
"2300 Wilson St","Chattanooga","TN","37406","2022-04-17T21:09:00.000","TN0330100","B3","Baker N","13A","Aggravated Assault","Part 1 Crimes","22-039522","2","Cleared by Arrest","35.048802","-85.26131000000001","POINT (-85.26131 35.048802)","8"
"6200 Airpark Dr","Chattanooga","TN","37421","2022-04-17T19:45:00.000","TN0330100","C4","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-039485","3","Pending/Possible Leads","35.035922","-85.185331","POINT (-85.185331 35.035922)","6"
"3500 Cummings Hwy","Chattanooga","TN","37419","2022-04-17T16:20:00.000","TN0330100","A13","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-039422","2","Cleared by Arrest","35.015482","-85.376918","POINT (-85.376918 35.015482)","1"
"4300 Cain Ave","Chattanooga","TN","37410","2022-04-17T03:43:00.000","TN0330100","A12","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-039281","2","Cleared by Arrest","35.00426","-85.320235","POINT (-85.320235 35.00426)","7"
"6900 Shallowford Rd","Chattanooga","TN","37421","2022-04-17T03:00:00.000","TN0330100","C9","Charlie N","120","Robbery","Part 1 Crimes","22-039294","4","Inactive/Suspended","35.044852999999996","-85.159624","POINT (-85.159624 35.044853)","6"
"3800 Cherwood Ln","Chattanooga","TN","37406","2022-04-17T01:54:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-039261","3","Pending/Possible Leads","35.070549","-85.20894","POINT (-85.20894 35.070549)","5"
"Peeples St & E 11th St","Chattanooga","TN","37403","2022-04-15T23:38:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-038861","3","Pending/Possible Leads","35.039062","-85.29881400000001","POINT (-85.298814 35.039062)","8"
"3900 Bowman Ln","Chattanooga","TN","37416","2022-04-15T16:30:00.000","TN0330100","C5","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-038727","3","Pending/Possible Leads","35.091668","-85.19130999999999","POINT (-85.19131 35.091668)","3"
"6200 Shallowford Rd","Chattanooga","TN","37421","2022-04-15T14:22:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-038665","3","Pending/Possible Leads","35.052246999999994","-85.178653","POINT (-85.178653 35.052247)","6"
"4100 Hixson Pike","Chattanooga","TN","37415","2022-04-15T13:18:00.000","TN0330100","A3","Adam N","120","Robbery","Part 1 Crimes","22-038642","2","Cleared by Arrest","35.115449","-85.256338","POINT (-85.256338 35.115449)","2"
"2000 S Willow St","Chattanooga","TN","37404","2022-04-14T19:00:00.000","TN0330100","B6","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-038420","3","Pending/Possible Leads","35.018326","-85.280119","POINT (-85.280119 35.018326)","8"
"2500 4th Ave","Chattanooga","TN","37407","2022-04-14T18:15:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-038392","2","Cleared by Arrest","35.01319599999999","-85.28218199999999","POINT (-85.282182 35.013196)","8"
"1200 Peeples St","Chattanooga","TN","37403","2022-04-14T08:15:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-038167","3","Pending/Possible Leads","35.04094","-85.29986099999999","POINT (-85.299861 35.04094)","8"
"1100 E 32nd St","Chattanooga","TN","37407","2022-04-13T21:15:00.000","TN0330100","B7","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-038033","2","Cleared by Arrest","35.007322","-85.298382","POINT (-85.298382 35.007322)","8"
"6400 Rockview Ln","Chattanooga","TN","37343","2022-04-13T20:40:00.000","TN0330100","A1","Adam N","13A","Aggravated Assault","Part 1 Crimes","22-038023","2","Cleared by Arrest","35.184067999999996","-85.251947","POINT (-85.251947 35.184068)","1"
"1900 Gunbarrel Rd","Chattanooga","TN","37421","2022-04-13T12:40:00.000","TN0330100","C7","Charlie N","120","Robbery","Part 1 Crimes","22-037820","3","Pending/Possible Leads","35.030514","-85.155773","POINT (-85.155773 35.030514)","4"
"1900 Gunbarrel Rd","Chattanooga","TN","37421","2022-04-13T12:40:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-037820","3","Pending/Possible Leads","35.029014","-85.15531800000001","POINT (-85.155318 35.029014)","4"
"2000 E 20th St","Chattanooga","TN","37404","2022-04-12T23:31:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-037673","3","Pending/Possible Leads","35.019496000000004","-85.280801","POINT (-85.280801 35.019496)","8"
"1600 Dogwood Dr","Chattanooga","TN","37411","2022-04-12T23:00:00.000","TN0330100","C1","Charlie S","120","Robbery","Part 1 Crimes","22-037681","4","Inactive/Suspended","35.047051","-85.232957","POINT (-85.232957 35.047051)","5"
"3300 Pinewood Ave","Chattanooga","TN","37411","2022-04-12T20:37:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-037624","3","Pending/Possible Leads","35.030884","-85.252554","POINT (-85.252554 35.030884)","9"
"3000 Woodside St","Chattanooga","TN","37407","2022-04-12T20:19:00.000","TN0330100","B8","Baker S","13A","Aggravated Assault","Part 1 Crimes","22-037617","3","Pending/Possible Leads","35.010452","-85.272431","POINT (-85.272431 35.010452)","9"
"3800 Tennessee Ave","Chattanooga","TN","37409","2022-04-12T11:00:00.000","TN0330100","A12","Adam S","120","Robbery","Part 1 Crimes","22-037381","1","Unfounded","35.010372","-85.326529","POINT (-85.326529 35.010372)","7"
"3700 Monte Vista Dr","Chattanooga","TN","37411","2022-04-12T07:26:00.000","TN0330100","C2","Charlie S","13A","Aggravated Assault","Part 1 Crimes","22-037307","2","Cleared by Arrest","35.021145999999995","-85.246039","POINT (-85.246039 35.021146)","6"
"3500 Hughes Ave","Chattanooga","TN","37410","2022-04-12T00:33:00.000","TN0330100","A11","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-037272","3","Pending/Possible Leads","35.008843999999996","-85.309919","POINT (-85.309919 35.008844)","7"
"8000 Volkswagen Dr","Chattanooga","TN","37416","2022-04-11T22:46:00.000","TN0330100","C6","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-037260","3","Pending/Possible Leads","35.079877","-85.13212299999999","POINT (-85.132123 35.079877)","6"
"1100 Ely Rd","Chattanooga","TN","37343","2022-04-11T22:35:00.000","TN0330100","A3","Adam N","120","Robbery","Part 1 Crimes","22-037255","3","Pending/Possible Leads","35.122855","-85.263843","POINT (-85.263843 35.122855)","2"
"1400 Cypress Street Ct","Chattanooga","TN","37402","2022-04-11T16:00:00.000","TN0330100","A6","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-037370","3","Pending/Possible Leads","35.040278","-85.31923800000001","POINT (-85.319238 35.040278)","7"
"7200 Lee Hwy","Chattanooga","TN","37421","2022-04-10T21:58:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-036855","3","Pending/Possible Leads","35.052952","-85.15339","POINT (-85.15339 35.052952)","6"
"400 Pembrook Ln","Chattanooga","TN","37421","2022-04-10T02:30:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-036630","2","Cleared by Arrest","35.0351","-85.145025","POINT (-85.145025 35.0351)","4"
"2000 E23rd St","Chattanooga","TN","37404","2022-04-09T23:50:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-036602","4","Inactive/Suspended","35.017166","-85.28014999999999","POINT (-85.28015 35.017166)","8"
"7600 Lee Hwy","Chattanooga","TN","37421","2022-04-09T23:00:00.000","TN0330100","C9","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-036592","3","Pending/Possible Leads","35.058840000000004","-85.136983","POINT (-85.136983 35.05884)","6"
"1000 Pembrook Ln","Chattanooga","TN","37421","2022-04-09T22:35:00.000","TN0330100","C7","Charlie N","13A","Aggravated Assault","Part 1 Crimes","22-036574","3","Pending/Possible Leads","35.034909999999996","-85.14350800000001","POINT (-85.143508 35.03491)","4"
"Portland St & Dodson Ave","Chattanooga","TN","37406","2022-04-09T21:30:00.000","TN0330100","B3","Baker N","120","Robbery","Part 1 Crimes","22-036581","3","Pending/Possible Leads","35.04518","-85.26224","POINT (-85.26224 35.04518)","8"
"700 E 11th St","Chattanooga","TN","37403","2022-04-09T14:37:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-036409","2","Cleared by Arrest","35.039303000000004","-85.299185","POINT (-85.299185 35.039303)","8"
"E 11th St","Chattanooga","TN","37402","2022-04-09T10:00:00.000","TN0330100","A9","Adam S","13A","Aggravated Assault","Part 1 Crimes","22-036340","3","Pending/Possible Leads","35.044090000000004","-85.309382","POINT (-85.309382 35.04409)","7"
"1600 Mulberry St","Chattanooga","TN","37404","2022-04-09T01:29:00.000","TN0330100","B6","Baker S","120","Robbery","Part 1 Crimes","22-036236","4","Inactive/Suspended","35.02419","-85.278894","POINT (-85.278894 35.02419)","8"
