"unique_key","account","opendate","complaint_type","descriptor","zip","borough","city","council_dist","community_board","closedate"
"NYCC37506344","NYCC37","2022-09-09T00:00:00.000","Public Safety","Home Robbery / Theft","11208","Brooklyn","Brooklyn","NYCC37","05 Brooklyn",
"NYCC02530468","NYCC02","2022-09-09T00:00:00.000","Transportation","Sidewalks","10016","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC48530269","NYCC48","2022-09-09T00:00:00.000","Education","TUITION","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-09T00:00:00.000"
"NYCC06533553","NYCC06","2022-09-09T00:00:00.000","Education","School Registration/Placement","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC27504285","NYCC27","2022-09-09T00:00:00.000","Governmental Operations",,"11429","Queens","Queens Village","NYCC27","13 Queens",
"NYCC14511340","NYCC14","2022-09-09T00:00:00.000","General Welfare","Food Stamps","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC46514660","NYCC46","2022-09-09T00:00:00.000","Environment","SEWER MAIN BREAK","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC13509812","NYCC13","2022-09-09T00:00:00.000","Immigration","U.S. Citizenship",,,,," ","2022-09-09T00:00:00.000"
"NYCC27504286","NYCC27","2022-09-09T00:00:00.000","Public Safety","Drug Activity","11435","Queens","Jamaica","NYCC27","12 Queens",
"NYCC07508796","NYCC07","2022-09-09T00:00:00.000","Housing and Buildings",,"11379","Queens","Middle Village","NYCC30","05 Queens",
"NYCC02530465","NYCC02","2022-09-09T00:00:00.000","Health","Rats/Rodents","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC07508795","NYCC07","2022-09-09T00:00:00.000","Legal Services","Housing","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-09T00:00:00.000"
"NYCC02530478","NYCC02","2022-09-09T00:00:00.000","Housing and Buildings","Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC08508692","NYCC08","2022-09-09T00:00:00.000","General Welfare","Food Stamps","10454","Manhattan","Bronx","NYCC08","01 Manhattan",
"NYCC02530469","NYCC02","2022-09-09T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,,,,,
"NYCC48530272","NYCC48","2022-09-09T00:00:00.000","Immigration","Green Card","11230","Brooklyn","Brooklyn","NYCC44","14 Brooklyn","2022-09-09T00:00:00.000"
"NYCC23519183","NYCC23","2022-09-09T00:00:00.000",,,"11364","Queens","Oakland Gardens","NYCC23","11 Queens",
"NYCC13509813","NYCC13","2022-09-09T00:00:00.000",,,,,,," ",
"NYCC13509809","NYCC13","2022-09-09T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC03555333","NYCC03","2022-09-09T00:00:00.000","Transportation","Bicycles","10019","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC36502686","NYCC36","2022-09-09T00:00:00.000","Cultural Affairs",,"11216","Brooklyn","Brooklyn","NYCC36","08 Brooklyn",
"NYCC06533550","NYCC06","2022-09-09T00:00:00.000","General Welfare","Food Stamps","10025","Manhattan","New York","NYCC07","07 Manhattan","2022-09-12T00:00:00.000"
"NYCC46514652","NYCC46","2022-09-09T00:00:00.000","Immigration","Literary Services for Immigrants","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-09T00:00:00.000"
"NYCC02530472","NYCC02","2022-09-09T00:00:00.000","Civil Service and Labor","Employee Benefits and Retirement",,,,," ",
"NYCC48530266","NYCC48","2022-09-09T00:00:00.000","COVID-19","VACCINE",,,,," ","2022-09-09T00:00:00.000"
"NYCC02530476","NYCC02","2022-09-09T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530471","NYCC02","2022-09-09T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC08508693","NYCC08","2022-09-09T00:00:00.000","Housing and Buildings","Neighbor Dispute","10454",,,," ",
"NYCC48530271","NYCC48","2022-09-09T00:00:00.000","Immigration","UKRAINE WAR","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-09T00:00:00.000"
"NYCC02530474","NYCC02","2022-09-09T00:00:00.000","Education","School Choice","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC03555332","NYCC03","2022-09-09T00:00:00.000","Please choose an issue...",,"10001","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC46514656","NYCC46","2022-09-09T00:00:00.000","Education","Health and Fitness","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC21513116","NYCC21","2022-09-09T00:00:00.000","Health",,"11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC14511336","NYCC14","2022-09-09T00:00:00.000","Immigration","City Services and Benefits","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-09T00:00:00.000"
"NYCC06533552","NYCC06","2022-09-09T00:00:00.000","Housing and Buildings","Construction General","10023","Manhattan","New York","NYCC06","07 Manhattan","2022-09-09T00:00:00.000"
"NYCC08508691","NYCC08","2022-09-09T00:00:00.000","Aging",,"10454",,,," ",
"NYCC39513503","NYCC39","2022-09-09T00:00:00.000","Environment",,"11217","Brooklyn","Brooklyn","NYCC39","06 Brooklyn",
"NYCC08508690","NYCC08","2022-09-09T00:00:00.000","Quality of Life","Noise - Other","10451","Manhattan","Bronx","NYCC08","04 Manhattan",
"NYCC37506343","NYCC37","2022-09-09T00:00:00.000","Housing and Buildings",,"11237",,"Brooklyn","NYCC"," ",
"NYCC37506342","NYCC37","2022-09-09T00:00:00.000",,,,,,," ",
"NYCC07508797","NYCC07","2022-09-09T00:00:00.000","Parks","PARK FACILITIES","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-09T00:00:00.000"
"NYCC14511337","NYCC14","2022-09-09T00:00:00.000","Housing and Buildings","PARKING","10468","Bronx","Bronx","NYCC14","07 Bronx",
"NYCC38511591","NYCC38","2022-09-09T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-09-09T00:00:00.000"
"NYCC29509219","NYCC29","2022-09-09T00:00:00.000","Health",,"11375","Queens","Forest Hills","NYCC29","06 Queens",
"NYCC46514658","NYCC46","2022-09-09T00:00:00.000","Utilities","National Grid","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC46514653","NYCC46","2022-09-09T00:00:00.000","Economy/Jobs","Resume Assistance","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC06533580","NYCC06","2022-09-09T00:00:00.000","Sanitation","Street Cleaning","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC46514655","NYCC46","2022-09-09T00:00:00.000","Education","School Registration/Placement","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-09T00:00:00.000"
"NYCC09503689","NYCC09","2022-09-09T00:00:00.000","Housing and Buildings",,"10037","Manhattan","New York","NYCC09","11 Manhattan",
"NYCC48530268","NYCC48","2022-09-09T00:00:00.000","Housing and Buildings","Section 8","11224","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-09T00:00:00.000"
"NYCC28507776","NYCC28","2022-09-09T00:00:00.000","Transportation",,"10314","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC02530457","NYCC02","2022-09-08T00:00:00.000","General Welfare","SSI and Social Security","10002","Manhattan","New York","NYCC01","03 Manhattan",
"NYCC02530459","NYCC02","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC35504923","NYCC35","2022-09-08T00:00:00.000","Governmental Operations",,"11238","Brooklyn","Brooklyn","NYCC35","02 Brooklyn",
"NYCC27504282","NYCC27","2022-09-08T00:00:00.000","Aging","Senior Centers","11434","Queens","Jamaica","NYCC27","12 Queens","2022-09-08T00:00:00.000"
"NYCC05553335","NYCC05","2022-09-08T00:00:00.000","Education",,"11201","Brooklyn","Brooklyn","NYCC33","02 Brooklyn",
"NYCC06533539","NYCC06","2022-09-08T00:00:00.000","General Welfare","Homeless Encampment","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511325","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Rental Arrears","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC46514647","NYCC46","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","11236",,"Brooklyn",," ",
"NYCC02530460","NYCC02","2022-09-08T00:00:00.000",,,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC06533525","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC51505964","NYCC51","2022-09-08T00:00:00.000","Parks","Tree Planting/Pruning","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC06533543","NYCC06","2022-09-08T00:00:00.000","Transportation","Traffic Enforcement","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC50535975","NYCC50","2022-09-08T00:00:00.000","Governmental Operations","311 Call Center","10306","Staten Island","Staten Island","NYCC50","03 Staten Island","2022-09-08T00:00:00.000"
"NYCC10511075","NYCC10","2022-09-08T00:00:00.000","Finance","SCRIE","10040","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC06533528","NYCC06","2022-09-08T00:00:00.000","Finance","Property Tax Bill","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533551","NYCC06","2022-09-08T00:00:00.000","Finance","SCRIE","10024","Manhattan","New York","NYCC06","07 Manhattan","2022-09-09T00:00:00.000"
"NYCC27504284","NYCC27","2022-09-08T00:00:00.000","Housing and Buildings","Section 8","11435",,"Jamaica",," ",
"NYCC06533524","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC48530258","NYCC48","2022-09-08T00:00:00.000","Sanitation","Lot Cleaning","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC48530263","NYCC48","2022-09-08T00:00:00.000","Environment","Water and Sewage Bills","10306","Staten Island","Staten Island","NYCC51","03 Staten Island","2022-09-09T00:00:00.000"
"NYCC06533546","NYCC06","2022-09-08T00:00:00.000","Transportation","Parking Restrictions","10023","Manhattan","New York","NYCC06","07 Manhattan","2022-09-08T00:00:00.000"
"NYCC10511076","NYCC10","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA New Application","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC14511324","NYCC14","2022-09-08T00:00:00.000","General Welfare","Public Assistance","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC10511080","NYCC10","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Misc.","10033","Manhattan","New York","NYCC10","12 Manhattan",
"NYCC14511319","NYCC14","2022-09-08T00:00:00.000","General Welfare","Public Assistance","10460","Bronx","Bronx","NYCC17","06 Bronx","2022-09-08T00:00:00.000"
"NYCC23519181","NYCC23","2022-09-08T00:00:00.000","Housing and Buildings","Rent Stabilization","11001","Queens","Floral Park","NYCC23","13 Queens",
"NYCC50535974","NYCC50","2022-09-08T00:00:00.000","Public Safety","Drag Racing","10314","Staten Island","Staten Island","NYCC50","02 Staten Island",
"NYCC23519178","NYCC23","2022-09-08T00:00:00.000","Parks","Playground/Park Hours","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC03555323","NYCC03","2022-09-08T00:00:00.000","Public Safety","Drug Activity",,,,," ",
"NYCC29509217","NYCC29","2022-09-08T00:00:00.000","COVID-19",,"11375","Queens","Forest Hills","NYCC29","06 Queens",
"NYCC13509796","NYCC13","2022-09-08T00:00:00.000",,,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC37506337","NYCC37","2022-09-08T00:00:00.000","Housing and Buildings",,"11207",,"Brooklyn",," ",
"NYCC14511321","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC46514648","NYCC46","2022-09-08T00:00:00.000","Parks","Park Maintenance","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-08T00:00:00.000"
"NYCC13509808","NYCC13","2022-09-08T00:00:00.000","Housing and Buildings",,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC36502685","NYCC36","2022-09-08T00:00:00.000","Housing and Buildings",,"11221","Brooklyn","Brooklyn","NYCC34","04 Brooklyn",
"NYCC05553333","NYCC05","2022-09-08T00:00:00.000","Environment",,"10028","Manhattan","New York","NYCC05","08 Manhattan",
"NYCC13509797","NYCC13","2022-09-08T00:00:00.000",,,,,,," ",
"NYCC51505966","NYCC51","2022-09-08T00:00:00.000","Sanitation","Lot Cleaning","10312","Staten Island","Staten Island","NYCC51","03 Staten Island",
"NYCC46514646","NYCC46","2022-09-08T00:00:00.000","Environment","Sewer Backups","11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn",
"NYCC13509802","NYCC13","2022-09-08T00:00:00.000","Governmental Operations","Meeting Request",,,,," ",
"NYCC23519177","NYCC23","2022-09-08T00:00:00.000","Civil Service and Labor","Employee Benefits and Retirement","11365","Queens","Fresh Meadows","NYCC23","08 Queens",
"NYCC38511584","NYCC38","2022-09-08T00:00:00.000","Economy/Jobs","Seeking Employment",,,,," ",
"NYCC14511328","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10452","Bronx","Bronx","NYCC16","04 Bronx",
"NYCC09503687","NYCC09","2022-09-08T00:00:00.000","Housing and Buildings",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC13509793","NYCC13","2022-09-08T00:00:00.000","Land Use and Zoning",,"10465","Bronx","Bronx","NYCC13","10 Bronx",
"NYCC10511081","NYCC10","2022-09-08T00:00:00.000","Finance","SCRIE","10040","Manhattan","New York","NYCC10","12 Manhattan",
"NYCC05553334","NYCC05","2022-09-08T00:00:00.000","Environment",,"10028","Manhattan","New York","NYCC05","08 Manhattan",
"NYCC14511331","NYCC14","2022-09-08T00:00:00.000","General Welfare",,"10468","Bronx","Bronx","NYCC11","07 Bronx",
"NYCC35504922","NYCC35","2022-09-08T00:00:00.000","Consumer Complaints",,"11238","Brooklyn","Brooklyn","NYCC35","02 Brooklyn",
"NYCC37506339","NYCC37","2022-09-08T00:00:00.000","CIVIL AND HUMAN RIGHTS",,"11208",,"790 Eldert Lane,",," ",
"NYCC02530458","NYCC02","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC02530462","NYCC02","2022-09-08T00:00:00.000","Housing and Buildings","Rent Stabilization","10003","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC48530255","NYCC48","2022-09-08T00:00:00.000","Finance","SCRIE","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn","2022-09-08T00:00:00.000"
"NYCC10511084","NYCC10","2022-09-08T00:00:00.000","Housing and Buildings","Succession Rights","10034","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC14511329","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Section 8","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC32502720","NYCC32","2022-09-08T00:00:00.000","Environment",,"11417","Queens","Ozone Park","NYCC32","10 Queens",
"NYCC10511077","NYCC10","2022-09-08T00:00:00.000","Housing and Buildings","Senior Housing","10040",,"New York",," ","2022-09-08T00:00:00.000"
"NYCC06533537","NYCC06","2022-09-08T00:00:00.000","General Welfare","Homeless Encampment",,,"Unknown","NYCC"," ",
"NYCC48530261","NYCC48","2022-09-08T00:00:00.000","Transportation","Sidewalks","11235","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC46514650","NYCC46","2022-09-08T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","11236","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC48530256","NYCC48","2022-09-08T00:00:00.000",,,"11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn",
"NYCC48530257","NYCC48","2022-09-08T00:00:00.000","Parks","Park Maintenance",,,,," ","2022-09-09T00:00:00.000"
"NYCC48530252","NYCC48","2022-09-08T00:00:00.000",,,"11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn",
"NYCC06533530","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","Rental Arrears","10023","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533538","NYCC06","2022-09-08T00:00:00.000","Parks",,"10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC45507684","NYCC45","2022-09-08T00:00:00.000","Immigration","Visas",,,,," ",
"NYCC48530262","NYCC48","2022-09-08T00:00:00.000","Legal Services","Misc (Wills/Court Docs/etc.)",,"Brooklyn","Brooklyn",,,"2022-09-08T00:00:00.000"
"NYCC09503688","NYCC09","2022-09-08T00:00:00.000","Housing and Buildings",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC06533526","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Building Maintenance","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC09503686","NYCC09","2022-09-08T00:00:00.000","Housing and Buildings",,"10030","Manhattan","New York","NYCC09","10 Manhattan",
"NYCC48530250","NYCC48","2022-09-08T00:00:00.000","Sanitation","Missed Collection","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC38511590","NYCC38","2022-09-08T00:00:00.000","Governmental Operations","DMV",,,,," ","2022-09-08T00:00:00.000"
"NYCC02530464","NYCC02","2022-09-08T00:00:00.000","Health","Immunization Walk - In Clinics","10010","Manhattan","New York","NYCC02","06 Manhattan",
"NYCC48530254","NYCC48","2022-09-08T00:00:00.000","Housing and Buildings","Carbon Monoxide And/","11230","Brooklyn","Brooklyn","NYCC44","14 Brooklyn","2022-09-08T00:00:00.000"
"NYCC48530253","NYCC48","2022-09-08T00:00:00.000","Housing and Buildings","Maintenance","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-08T00:00:00.000"
"NYCC48530248","NYCC48","2022-09-08T00:00:00.000","Housing and Buildings","Maintenance",,,"Brooklyn",," ","2022-09-08T00:00:00.000"
"NYCC48530251","NYCC48","2022-09-08T00:00:00.000","Sanitation","Illegal Dumping","11229","Brooklyn","Brooklyn","NYCC48","15 Brooklyn",
"NYCC21513115","NYCC21","2022-09-08T00:00:00.000","Education",,"11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn",
"NYCC48530260","NYCC48","2022-09-08T00:00:00.000","Public Safety","CCRB","11230","Brooklyn","Brooklyn","NYCC48","14 Brooklyn","2022-09-09T00:00:00.000"
"NYCC02530463","NYCC02","2022-09-08T00:00:00.000","Quality of Life",,"10009","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC06533535","NYCC06","2022-09-08T00:00:00.000","MENTAL HEALTH-DISABILITY-",,,,,," ",
"NYCC48530259","NYCC48","2022-09-08T00:00:00.000","Transportation","Street Lights","11224","Brooklyn","Brooklyn","NYCC48","13 Brooklyn",
"NYCC47507873","NYCC47","2022-09-08T00:00:00.000","Education",,"11228","Brooklyn","Brooklyn","NYCC43","10 Brooklyn",
"NYCC03555325","NYCC03","2022-09-08T00:00:00.000","Consumer Complaints",,"10014","Manhattan","New York","NYCC03","02 Manhattan",
"NYCC13509800","NYCC13","2022-09-08T00:00:00.000",,,"10467","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC14511322","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Unsanitary Condition","10453","Bronx","Bronx","NYCC14","05 Bronx",
"NYCC10511078","NYCC10","2022-09-08T00:00:00.000","Housing and Buildings","Section 8","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC46514649","NYCC46","2022-09-08T00:00:00.000","Finance","Tax Exemption","11234","Brooklyn","Brooklyn","NYCC46","18 Brooklyn","2022-09-08T00:00:00.000"
"NYCC48530264","NYCC48","2022-09-08T00:00:00.000","Finance","Budget Allocation Issue","11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn","2022-09-08T00:00:00.000"
"NYCC36502684","NYCC36","2022-09-08T00:00:00.000","Utilities",,"11216","Brooklyn","Brooklyn","NYCC36","03 Brooklyn",
"NYCC47507876","NYCC47","2022-09-08T00:00:00.000","Housing and Buildings","Senior Housing","11214","Brooklyn","Brooklyn","NYCC47","13 Brooklyn",
"NYCC07508791","NYCC07","2022-09-08T00:00:00.000","Housing and Buildings","Building Maintenance","10025","Manhattan","New York","NYCC07","07 Manhattan","2022-09-08T00:00:00.000"
"NYCC07508790","NYCC07","2022-09-08T00:00:00.000","Housing and Buildings","Lease Issue","10031",,"New York",," ","2022-09-08T00:00:00.000"
"NYCC02530461","NYCC02","2022-09-08T00:00:00.000","Legal Services","Consumer Affairs","10003","Manhattan","New York","NYCC02","03 Manhattan",
"NYCC07508789","NYCC07","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10032","Manhattan","New York","NYCC07","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC14511320","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC46514644","NYCC46","2022-09-08T00:00:00.000","Transportation","Road Median","11210","Brooklyn","Brooklyn","NYCC45","14 Brooklyn",
"NYCC13509807","NYCC13","2022-09-08T00:00:00.000","Parks","Tree Planting/Pruning","10469","Bronx","Bronx","NYCC13","11 Bronx",
"NYCC03555321","NYCC03","2022-09-08T00:00:00.000","Quality of Life","Panhandling","10018","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC46514645","NYCC46","2022-09-08T00:00:00.000","Finance","SCHE","11229","Brooklyn","Brooklyn","NYCC46","15 Brooklyn","2022-09-08T00:00:00.000"
"NYCC06533522","NYCC06","2022-09-08T00:00:00.000","Economy/Jobs","Business Assistance","10001","Manhattan","New York","NYCC04","05 Manhattan",
"NYCC23519180","NYCC23","2022-09-08T00:00:00.000","Education","Teacher Termination","11427","Queens","Queens Village","NYCC23","13 Queens",
"NYCC07508787","NYCC07","2022-09-08T00:00:00.000","Immigration","U.S. Citizenship","10031","Manhattan","New York","NYCC07","09 Manhattan","2022-09-08T00:00:00.000"
"NYCC39513502","NYCC39","2022-09-08T00:00:00.000","General Welfare",,"11215","Brooklyn","Brooklyn","NYCC39","06 Brooklyn",
"NYCC23519179","NYCC23","2022-09-08T00:00:00.000","Environment","Air Quality","11426","Queens","Bellerose","NYCC23","13 Queens",
"NYCC14511334","NYCC14","2022-09-08T00:00:00.000","Governmental Operations","Jury Duty","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC10511079","NYCC10","2022-09-08T00:00:00.000","Civil Service and Labor","Job Requirements","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC03555330","NYCC03","2022-09-08T00:00:00.000","Sanitation",,"10011","Manhattan","New York","NYCC03","05 Manhattan",
"NYCC14511335","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA Annual Inspection","10453","Bronx","Bronx","NYCC14","05 Bronx","2022-09-08T00:00:00.000"
"NYCC23519182","NYCC23","2022-09-08T00:00:00.000","General Welfare","Public Assistance","11364","Queens","Oakland Gardens","NYCC23","11 Queens","2022-09-08T00:00:00.000"
"NYCC14511318","NYCC14","2022-09-08T00:00:00.000","Finance","SCRIE","10453",,"Bronx","NYCC"," ","2022-09-09T00:00:00.000"
"NYCC03555324","NYCC03","2022-09-08T00:00:00.000","Utilities","Con Edison","10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC08508688","NYCC08","2022-09-08T00:00:00.000","General Welfare","Food Stamps","10029","Manhattan","New York","NYCC08","11 Manhattan","2022-09-08T00:00:00.000"
"NYCC06533532","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC07508784","NYCC07","2022-09-08T00:00:00.000","Legal Services","Housing",,,,," ","2022-09-08T00:00:00.000"
"NYCC06533523","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","Landlord/Managing Agent Issues","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC06533529","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC38511589","NYCC38","2022-09-08T00:00:00.000","Transportation","Street Lights","1123","Brooklyn","Brooklyn","NYCC38","06 Brooklyn",
"NYCC37506338","NYCC37","2022-09-08T00:00:00.000","Housing and Buildings","Section 8","11208","Brooklyn","Brooklyn","NYCC37","05 Brooklyn",
"NYCC37506336","NYCC37","2022-09-08T00:00:00.000","Transportation","Bus Shelter/Stop","11207",,"Brooklyn",," ",
"NYCC10511083","NYCC10","2022-09-08T00:00:00.000","Finance","SCRIE","10033","Manhattan","New York","NYCC10","12 Manhattan","2022-09-08T00:00:00.000"
"NYCC06533540","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings","Rental Arrears","10025","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511327","NYCC14","2022-09-08T00:00:00.000","Economy/Jobs","Workforce Dev./Training","10468","Bronx","Bronx","NYCC14","07 Bronx","2022-09-08T00:00:00.000"
"NYCC38511585","NYCC38","2022-09-08T00:00:00.000","Housing and Buildings","NYCHA New Application",,,,," ",
"NYCC38511586","NYCC38","2022-09-08T00:00:00.000","Immigration","U.S. Citizenship","11220","Brooklyn","Brooklyn","NYCC38","07 Brooklyn","2022-09-08T00:00:00.000"
"NYCC03555329","NYCC03","2022-09-08T00:00:00.000","Public Safety",,"10036","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC03555322","NYCC03","2022-09-08T00:00:00.000","Public Safety","Gangs/Youth Crimes","10018","Manhattan","New York","NYCC03","04 Manhattan",
"NYCC14511330","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10452","Bronx","Bronx","NYCC16","04 Bronx",
"NYCC38511588","NYCC38","2022-09-08T00:00:00.000","Immigration","U.S. Citizenship",,,,," ","2022-09-08T00:00:00.000"
"NYCC06533533","NYCC06","2022-09-08T00:00:00.000","Sanitation","SPECIAL WASTE DISPOSAL",,,,," ",
"NYCC14511332","NYCC14","2022-09-08T00:00:00.000","General Welfare","Medicaid",,"Bronx","Bronx",,,
"NYCC48530249","NYCC48","2022-09-08T00:00:00.000","Governmental Operations","Meeting Request",,,,," ","2022-09-08T00:00:00.000"
"NYCC27504283","NYCC27","2022-09-08T00:00:00.000",,,"11412","Queens","Saint Albans","NYCC27","12 Queens",
"NYCC06533536","NYCC06","2022-09-08T00:00:00.000","Public Safety","Disorderly Group","10024","Manhattan","New York","NYCC06","07 Manhattan",
"NYCC14511323","NYCC14","2022-09-08T00:00:00.000","Housing and Buildings","Seeking an affordable housing/apartment","10463","Bronx","Bronx","NYCC14","08 Bronx","2022-09-08T00:00:00.000"
"NYCC48530265","NYCC48","2022-09-08T00:00:00.000",,,"11235","Brooklyn","Brooklyn","NYCC48","13 Brooklyn",
"NYCC06533541","NYCC06","2022-09-08T00:00:00.000","Housing and Buildings",,"10024","Manhattan","New York","NYCC06","07 Manhattan",
