"physical_address_id","location_id","address_1","address_2","city","borough","state_province","postcode","site_catchment","site_intersection_street_1","site_intersection_street_2","street_number","street_name","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"303","256","218 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"218","UTICA AVENUE","40.67127898750756","-73.93089768398433","308","36","351","3036819","3013780045","BK61"
"304","257","228 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"228","UTICA AVENUE","40.67096610044242","-73.93092684722089","308","36","351","3036822","3013780051","BK61"
"305","258","269 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"269","UTICA AVENUE","40.66934401589727","-73.9310582996927","308","41","349","3037346","3013910001","BK61"
"306","259","213 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"213","UTICA AVENUE","40.67160833020537","-73.93084687391014","308","36","347","3036535","3013730001","BK61"
"307","260","740 FRANKLIN AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"740","FRANKLIN AVENUE","40.67311152733053","-73.95709691654335","308","35","217","3029487","3011750052","BK61"
"308","261","788 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"788","NOSTRAND AVENUE","40.67181875911253","-73.9503276920817","308","35","31702","3031883","3012470049","BK61"
"309","262","658 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"658","NOSTRAND AVENUE","40.67586439312552","-73.94994613840933","308","36","315","3030664","3012190037","BK61"
"310","263","804 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"804","NOSTRAND AVENUE","40.67119297516837","-73.95038583645217","308","35","31702","3032270","3012540140","BK61"
"311","264","794 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11216",,,,"794","NOSTRAND AVENUE","40.67145371952459","-73.95036401303565","308","35","31702","3032267","3012540137","BK61"
"312","265","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"NOSTRAND AVE","EASTERN PARKWAY",,,"40.6698645533205","-73.9505021789545","308","35","31702",,,
"313","266","777 FRANKLIN AVENUE",,"BROOKLYN","Brooklyn","NY","11238",,,,"777","FRANKLIN AVENUE","40.67223330908521","-73.95739308745381","308","35","219","3032120","3012520012","BK61"
"314","267","787 FRANKLIN AVENUE",,"BROOKLYN","Brooklyn","NY","11238",,,,"787","FRANKLIN AVENUE","40.67199729040095","-73.95747975674591","308","35","219","3032116","3012520008","BK61"
"315","268","305 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"305","UTICA AVENUE","40.66752982240289","-73.93123320032576","309","41","349","3037792","3014030007","BK61"
"316","269","398 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"398","UTICA AVENUE","40.66478795154129","-73.9315063682198","309","35","355","3038278","3014190039","BK63"
"317","270","286 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"286","UTICA AVENUE","40.66829832744676","-73.93117833691834","309","35","351","3343184","3013960040","BK61"
"318","271","415 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"415","UTICA AVENUE","40.66418137717685","-73.93154303623514","309","41","355","3038416","3014250006","BK63"
"319","272","1763 UNION STREET",,"BROOKLYN","Brooklyn","NY","11213",,,,"1763","UNION STREET","40.6677984490746","-73.93063093647102","309","41","349","3037569","3013970001","BK61"
"320","273","353 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"353","UTICA AVENUE","40.66590775189763","-73.93138987082875","309","41","349","3038158","3014150007","BK61"
"321","274","333 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"333","UTICA AVENUE","40.66659390740548","-73.93132428139396","309","41","349","3414185","3014090006","BK61"
"322","275","347 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"347","UTICA AVENUE","40.66625906399387","-73.93135706780606","309","41","349","3037964","3014090001","BK61"
"323","276","1645 CARROLL STREET",,"BROOKLYN","Brooklyn","NY","11213",,,,"1645","CARROLL STREET","40.66616333096183","-73.93191948760942","309","35","351","3337890","3014080047","BK61"
"324","277","311 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"311","UTICA AVENUE","40.66735965487775","-73.93124779451769","309","41","349","3037791","3014030006","BK61"
"325","278","349 UTICA AVENUE",,"BROOKLYN","Brooklyn","NY","11213",,,,"349","UTICA AVENUE","40.66599009090749","-73.93138257690576","309","41","349","3038158","3014150007","BK61"
"326","279","325 OCEAN AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"325","OCEAN AVENUE","40.65367461581834","-73.96166480659834","309","40","79802","3114663","3050260313","BK60"
"327","280","547 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"547","FLATBUSH AVENUE","40.6605279818159","-73.96062282444787","309","40","79801","3114677","3050280001","BK60"
"328","281","811 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"811","NOSTRAND AVENUE","40.66878315019721","-73.95059310058649","309","35","319","3033237","3012760010","BK63"
"329","282","847 FRANKLIN AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"847","FRANKLIN AVENUE","40.66946419564862","-73.95839338632759","309","35","325","3033116","3012730008","BK63"
"330","283","541 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"541","FLATBUSH AVENUE","40.6607448267789","-73.96064432242527","309","40","79801","3114678","3050280006","BK60"
"331","284","656 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"656","FLATBUSH AVENUE","40.65739607283548","-73.96028948724224","309","40","79802","3114640","3050260222","BK60"
"332","285","1034 UNION STREET",,"BROOKLYN","Brooklyn","NY","11225",,,,"1034","UNION STREET","40.66962034240106","-73.95755697305748","309","35","325","3337861","3012730011","BK63"
"333","286","696 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"696","FLATBUSH AVENUE","40.65627611377671","-73.96003426360848","309","40","79802","3114644","3050260250","BK60"
"334","287","671 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"671","FLATBUSH AVENUE","40.65688824110254","-73.96015283290863","309","40","79601","3115647","3050450006","BK60"
"335","288","675 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"675","FLATBUSH AVENUE","40.65672079700217","-73.96011689179737","309","40","79601","3115645","3050450004","BK60"
"336","289","NO ADDRESS",,"BROOKLYN","Brooklyn","NY","11226",,"PARKSIDE AVENUE","OCEAN AVENUE",,,"40.6548823914571","-73.9618803533782","314","40","50803",,,
"337","290","248 PARKSIDE AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"248","PARKSIDE AVENUE","40.65566650953608","-73.95928498521431","309","40","79601","3115951","3050550012","BK60"
"338","291","9 CLARKSON AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"9","CLARKSON AVENUE","40.65489238017283","-73.95900074056499","309","40","79601","3115940","3050550001","BK60"
"339","292","731 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"731","FLATBUSH AVENUE","40.65514516479746","-73.95975022294877","309","40","79601","3115944","3050550005","BK60"
"340","293","544 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"544","FLATBUSH AVENUE","40.66079154340424","-73.96080648983101","309","40","79802","3114594","3050260065","BK60"
"341","294","5 RUTLAND ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"5","RUTLAND ROAD","40.65882869915489","-73.95985973147012","309","40","79801","3115044","3050340001","BK60"
"342","295","2030 BEDFORD AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2030","BEDFORD AVENUE","40.65525370968064","-73.95633353373519","309","40","79601","3115971","3050550059","BK60"
"343","296","7 CLARKSON AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"7","CLARKSON AVENUE","40.65488965208301","-73.95904759442068","309","40","79601","3115940","3050550001","BK60"
"344","297","90 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11218",,,,"90","CHURCH AVENUE","40.64262324812277","-73.97983204514263","312","39","486","3125217","3053520088","BK41"
"345","298","486 MCDONALD AVENUE",,"BROOKLYN","Brooklyn","NY","11218",,,,"486","MCDONALD AVENUE","40.64227731950128","-73.97934930317673","312","39","486","3345681","3053520006","BK41"
"346","299","113 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11218",,,,"113","CHURCH AVENUE","40.64302382323967","-73.97892027080513","312","39","496","3124533","3053340059","BK41"
"347","300","853 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11225",,,,"853","FLATBUSH AVENUE","40.65153825321796","-73.9589919902752","314","40","79602","3116700","3050860004","BK60"
"348","301","734 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"734","FLATBUSH AVENUE","40.65511497725034","-73.95976465726551","314","40","50803","3387565","3050540035","BK42"
"349","302","1711 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1711","NEWKIRK AVENUE","40.63647295719383","-73.96138644686785","314","40","518","3423992","3052030041","BK42"
"350","303","2332 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2332","NEWKIRK AVENUE","40.63945700560264","-73.95510798006094","314","40","51601","3120713","3052230099","BK42"
"351","304","354 OCEAN AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"354","OCEAN AVENUE","40.65428125926622","-73.9618050132615","314","40","50804","3115917","3050530038","BK42"
"352","305","871 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"871","FLATBUSH AVENUE","40.65086023020309","-73.9588194248111","314","40","79602","3116849","3050890007","BK60"
"353","306","1081 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1081","FLATBUSH AVENUE","40.64425870017956","-73.95792263924368","314","40","792","3118905","3051650084","BK95"
"354","307","882 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"882","FLATBUSH AVENUE","40.65056651912187","-73.95876554939684","314","40","50801","3116592","3050820047","BK42"
"355","308","2137 CORTELYOU ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2137","CORTELYOU ROAD","40.64404172315368","-73.95754441614699","314","40","792","3118873","3051650025","BK95"
"356","309","2189 CLARENDON ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2189","CLARENDON ROAD","40.64275141283912","-73.95684258228839","314","40","792","3118886","3051650046","BK95"
"357","310","840 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"840","FLATBUSH AVENUE","40.65186217343575","-73.95909269897993","314","40","50801","3116574","3050820024","BK42"
"358","311","972 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"972","FLATBUSH AVENUE","40.64766506367867","-73.95815833017028","314","40","51002","3117182","3051020061","BK42"
"359","312","2017 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2017","CHURCH AVENUE","40.65012255421079","-73.96073707845565","314","40","50801","3116556","3050810039","BK42"
"360","313","353 OCEAN AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"353","OCEAN AVENUE","40.65428948642722","-73.96178338466348","314","40","50803","3115923","3050547501","BK42"
"361","314","2176 CLARENDON ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2176","CLARENDON ROAD","40.64271037036777","-73.95718853100873","314","45","790","3119607","3051870011","BK95"
"362","315","939 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"939","FLATBUSH AVENUE","40.64888930105481","-73.95833414320747","314","40","794","3117218","3051030001","BK95"
"363","316","966 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"966","FLATBUSH AVENUE","40.64788190942126","-73.95817981599332","314","40","51002","3328187","3051020057","BK42"
"364","317","1199 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1199","FLATBUSH AVENUE","40.64110430481292","-73.9562166787452","314","45","790","3119632","3051880009","BK95"
"365","318","2228 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2228","CHURCH AVENUE","40.65041527568891","-73.95799083187242","314","40","794","3117226","3051030036","BK95"
"366","319","1918 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1918","CHURCH AVENUE","40.64986217581828","-73.96185439175491","314","40","51002","3117116","3050990106","BK42"
"367","320","2016 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2016","CHURCH AVENUE","40.65010608428501","-73.9607334843927","314","40","51002","3117137","3051010006","BK42"
"368","321","2255 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2255","CHURCH AVENUE","40.65044537057884","-73.95772413366724","314","40","79602","3116875","3050890059","BK60"
"369","322","2245 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2245","CHURCH AVENUE","40.65043991938214","-73.95782864655098","314","40","79602","3116878","3050890063","BK60"
"370","323","872 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"872","FLATBUSH AVENUE","40.65085474837855","-73.95884105096962","314","40","50801","3116590","3050820045","BK42"
"371","324","848 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"848","FLATBUSH AVENUE","40.65167551158408","-73.95904596351005","314","40","50801","3116576","3050820028","BK42"
"372","325","1260 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1260","FLATBUSH AVENUE","40.63949800209573","-73.95466115784302","314","40","51601","3120714","3052230100","BK42"
"373","326","1102 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1102","FLATBUSH AVENUE","40.64351756612817","-73.95780779782585","314","40","51602","3118833","3051640016","BK42"
"374","327","992 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"992","FLATBUSH AVENUE","40.64714080218431","-73.9581370373706","314","40","51001","3117634","3051250015","BK42"
"375","328","1274 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1274","FLATBUSH AVENUE","40.63918772013906","-73.95435509956914","314","40","51601","3120719","3052230107","BK42"
"376","329","1439 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1439","FLATBUSH AVENUE","40.63542572285299","-73.9503980167113","314","45","786","3121661","3052500006","BK42"
"3499","3293","NO ADDRESS",,"NEW YORK","Manhattan","NY","10011","W 4TH STREET",,,,,,,,,,,,
"377","330","210 PARKSIDE AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"210","PARKSIDE AVENUE","40.6552526090553","-73.9609034488004","314","40","50803","3115928","3050540019","BK42"
"378","331","1272 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1272","FLATBUSH AVENUE","40.63923165386699","-73.95439830753521","314","40","51601","3120718","3052230106","BK42"
"379","332","755 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"755","FLATBUSH AVENUE","40.65435735701573","-73.95959212290914","314","40","79602","3116190","3050640014","BK60"
"380","333","2020 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2020","CHURCH AVENUE","40.65011156400349","-73.96070465112251","314","40","51002","3117137","3051010006","BK42"
"381","334","2135 CATON AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2135","CATON AVENUE","40.65295182745237","-73.95902355657093","314","40","79602","3116602","3050830012","BK60"
"382","335","1068 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1068","FLATBUSH AVENUE","40.64465123067885","-73.9579944609206","314","40","514","3118556","3051520011","BK42"
"383","336","2171 CLARENDON ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2171","CLARENDON ROAD","40.64272137765278","-73.95726419443443","314","40","792","3396547","3051650057","BK95"
"384","337","1930 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1930","CHURCH AVENUE","40.64988684535077","-73.96175347283278","314","40","51002","3117116","3050990106","BK42"
"385","338","585 EAST 16 STREET",,"BROOKLYN","Brooklyn","NY","11226",,,,"585","EAST 16 STREET","40.63619885403821","-73.96252155182346","314","40","518","3120196","3052020029","BK42"
"386","339","961 OCEAN AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"961","OCEAN AVENUE","40.63889024451682","-73.95887725593367","314","40","51601","3120264","3052060062","BK42"
"387","340","1170 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1170","FLATBUSH AVENUE","40.64163700172405","-73.9567676338092","314","40","51602","3253109","3051860004","BK42"
"388","341","2126 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2126","NOSTRAND AVENUE","40.63344006562039","-73.94774418800883","314","45","786","3205888","3075570092","BK42"
"389","342","2131 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2131","NOSTRAND AVENUE","40.63344005579401","-73.94772257088269","314","45","786","3205913","3075580049","BK42"
"390","343","859 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"859","FLATBUSH AVENUE","40.65139825776","-73.95895964189803","314","40","79602","3116697","3050860001","BK60"
"391","344","1397 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1397","FLATBUSH AVENUE","40.63657905064977","-73.95161137887378","314","45","788","3120878","3052280012","BK42"
"392","345","1218 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1218","FLATBUSH AVENUE","40.6403656878764","-73.95551453365569","314","40","51601","3120287","3052090001","BK42"
"393","346","2180 CLARENDON ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2180","CLARENDON ROAD","40.64271856442755","-73.95708042505865","314","45","790","3119608","3051870014","BK95"
"394","347","2100 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2100","NOSTRAND AVENUE","40.63451606639963","-73.94784062411749","314","45","786","3382187","3052520071","BK42"
"395","348","872A FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"872A","FLATBUSH AVENUE","40.65085474837855","-73.95884105096962","314","40","50801","3116591","3050820046","BK42"
"396","349","732 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"732","FLATBUSH AVENUE","40.65519458220136","-73.95978262940599","314","40","50803","3387565","3050540035","BK42"
"397","350","964 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"964","FLATBUSH AVENUE","40.64793131813989","-73.95818699229982","314","40","51002","3328188","3051020057","BK42"
"398","351","1622 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1622","NEWKIRK AVENUE","40.63605876494341","-73.9622009637935","314","40","518","3121206","3052370010","BK42"
"399","352","1916 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1916","CHURCH AVENUE","40.64985669222781","-73.96187241359938","314","40","51002","3117116","3050990106","BK42"
"400","353","1228 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1228","FLATBUSH AVENUE","40.64020368408963","-73.9553560999498","314","40","51601","3120291","3052090007","BK42"
"401","354","2125 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2125","CHURCH AVENUE","40.65027585749864","-73.95956936853148","314","40","50801","3116592","3050820047","BK42"
"402","355","2138 BEVERLY ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2138","BEVERLY ROAD","40.64458797111104","-73.95764136192354","314","40","792","3118863","3051650001","BK95"
"403","356","1254 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1254","FLATBUSH AVENUE","40.63978356886424","-73.95493841005825","314","40","51601","3120303","3052090019","BK42"
"404","357","2177 CLARENDON ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"2177","CLARENDON ROAD","40.64273230448158","-73.95712365650668","314","40","792","3118891","3051650052","BK95"
"405","358","937 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"937","FLATBUSH AVENUE","40.6489661615028","-73.9583521136775","314","40","794","3117218","3051030001","BK95"
"406","359","2120 CATON AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2120","CATON AVENUE","40.65275722265191","-73.95980211818923","314","40","50801","3116565","3050820007","BK42"
"407","360","2266 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2266","CHURCH AVENUE","40.65043434634481","-73.9576016123662","314","40","794","3336216","3051030050","BK95"
"408","361","1604 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1604","NEWKIRK AVENUE","40.63600390704858","-73.96231629066668","314","40","518","3121199","3052370002","BK42"
"409","362","2026 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2026","NOSTRAND AVENUE","40.63581990384164","-73.94798012139293","314","45","786","3121727","3052520040","BK42"
"410","363","14 DURYEA PLACE",,"BROOKLYN","Brooklyn","NY","11226",,,,"14","DURYEA PLACE","40.64532626885396","-73.95750756382105","314","40","792","3117870","3051320059","BK95"
"411","364","875 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"875","FLATBUSH AVENUE","40.6507449390184","-73.95879066565423","314","40","79602","3328178","3050890105","BK60"
"412","365","1161 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1161","FLATBUSH AVENUE","40.64176055088482","-73.95685763637847","314","45","790","3119642","3051880028","BK95"
"413","366","8 LENOX ROAD",,"BROOKLYN","Brooklyn","NY","11226",,,,"8","LENOX ROAD","40.65360501209583","-73.95881773055113","314","40","79602","3328175","3050830017","BK60"
"414","367","1023 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1023","FLATBUSH AVENUE","40.64610050424832","-73.95806922283586","314","40","792","3117843","3051320001","BK95"
"415","368","1922 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1922","CHURCH AVENUE","40.64987039940439","-73.96182195336979","314","40","51002","3117116","3050990106","BK42"
"416","369","932 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"932","FLATBUSH AVENUE","40.64887832975445","-73.95835577219343","314","40","51002","3117164","3051020038","BK42"
"417","370","1135 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1135","FLATBUSH AVENUE","40.64264464772498","-73.9575993553534","314","45","790","3119607","3051870011","BK95"
"418","371","2259 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2259","CHURCH AVENUE","40.65044535600056","-73.95768449216547","314","40","79602","3116873","3050890057","BK60"
"419","372","864A FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"864A","FLATBUSH AVENUE","40.65108533199896","-73.95890217345904","314","40","50801","3116586","3050820041","BK42"
"420","373","1121 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1121","FLATBUSH AVENUE","40.64312228008005","-73.95770715318683","314","40","792","3118896","3051650063","BK95"
"421","374","1347 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1347","FLATBUSH AVENUE","40.63816349691877","-73.9533145012204","314","45","788","3120866","3052270021","BK42"
"422","375","1325 FOSTER AVENUE",,"BROOKLYN","Brooklyn","NY","11230",,,,"1325","FOSTER AVENUE","40.63336961494168","-73.96452992901993","314","40","520","3121116","3052340027","BK42"
"423","376","1324 NEWKIRK AVENUE",,"BROOKLYN","Brooklyn","NY","11230",,,,"1324","NEWKIRK AVENUE","40.63481071142068","-73.96479938274685","314","40","520","3121112","3052340011","BK42"
"424","377","2019 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2019","CHURCH AVENUE","40.6501252940714","-73.96072266181774","314","40","50801","3116556","3050810039","BK42"
"425","378","2281 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"2281","CHURCH AVENUE","40.65045899748866","-73.95746104949639","314","40","79602","3116870","3050890048","BK60"
"426","379","2 NEWKIRK PLAZA",,"BROOKLYN","Brooklyn","NY","11226",,,,"2","NEWKIRK PLAZA","40.63555941459761","-73.96281735446522","314","40","520","3121174","3052360010","BK42"
"427","380","1924 CHURCH AVENUE",,"BROOKLYN","Brooklyn","NY","11226",,,,"1924","CHURCH AVENUE","40.64987588298694","-73.96180393151748","314","40","51002","3117116","3050990106","BK42"
"428","381","1471 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1471","FLATBUSH AVENUE","40.63458543543716","-73.94951952943153","314","45","786","3121672","3052510007","BK42"
"429","382","1461 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1461","FLATBUSH AVENUE","40.63471999318556","-73.94966354463337","314","45","786","3121674","3052510011","BK42"
"430","383","622 EAST 28 STREET",,"BROOKLYN","Brooklyn","NY","11210",,,,"622","EAST 28 STREET","40.63574115306893","-73.94988976209922","314","45","786","3121658","3052500003","BK42"
"431","384","1398 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1398","FLATBUSH AVENUE","40.63643352382401","-73.95148537879751","314","45","770","3120852","3052260037","BK42"
"432","385","2088 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"2088","NOSTRAND AVENUE","40.6347274248091","-73.94786207646911","314","45","786","3121740","3052520066","BK42"
"433","386","2516 FOSTER AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"2516","FOSTER AVENUE","40.63843780950278","-73.95290715614108","314","45","788","3120870","3052270026","BK42"
"434","387","1459 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1459","FLATBUSH AVENUE","40.63474470888369","-73.94969234939875","314","45","786","3121674","3052510011","BK42"
"435","388","1326 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1326","FLATBUSH AVENUE","40.63800698843897","-73.95317769283695","314","45","770","3120813","3052250046","BK42"
"436","389","1352 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1352","FLATBUSH AVENUE","40.63742758452463","-73.95255837120222","314","45","770","3120833","3052260017","BK42"
"437","390","1356 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1356","FLATBUSH AVENUE","40.63732323650657","-73.95244675036668","314","45","770","3120834","3052260019","BK42"
"438","391","2630 FARRAGUT ROAD",,"BROOKLYN","Brooklyn","NY","11210",,,,"2630","FARRAGUT ROAD","40.63598353327819","-73.95185321121508","314","45","770","3121631","3052490040","BK42"
"439","392","1324 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1324","FLATBUSH AVENUE","40.6380317017816","-73.9532028972204","314","45","770","3120812","3052250045","BK42"
"440","393","1468 FLATBUSH AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1468","FLATBUSH AVENUE","40.63512367471697","-73.95011721139531","314","45","770","3121646","3052490063","BK42"
"441","393","1468 FLATBUSH AVENUE","2ND FLOOR","BROOKLYN","Brooklyn","NY","11210",,,,"1468","FLATBUSH AVENUE","40.63512367471697","-73.95011721139531","314","45","770","3121646","3052490063","BK42"
"442","394","1958 NOSTRAND AVENUE",,"BROOKLYN","Brooklyn","NY","11210",,,,"1958","NOSTRAND AVENUE","40.63770840802055","-73.94818042202691","314","45","788","3121055","3052310040","BK42"
