"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","YMCA of Greater New York/Corporate","Jamaica YMCA","Queens","89-25 PARSONS BOULEVARD","Queens","NY","11432","40.7054711","-73.80146999","1039294","196361","Queens CD 012","Queens CD 012","Council District 024 Queens","44601","NDA012Q","QN61","4208858","4097580001","POINT (-73.80146999 40.7054711)","Jamaica","50","63","143146A","143146"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","InnovateEDU Inc","Brooklyn LAB Charter School","Brooklyn","250 JAY STREET","Brooklyn","NY","11201","40.69690499","-73.98706786","987836","193178","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","13","NDA002K","BK38","3000176","3000867501","POINT (-73.98706786 40.69690499)","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","125","136","142352A","142352"
"2021","SYEP","NYCHA MAP","Educational Services; Jobs and Internships","United Activities Unlimited, Inc.","United Activities Unlimited Bay Street","Staten Island","15 WILLIAM STREET","Staten Island","NY","10304","40.63094758","-74.07705499","962862","169157","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","21","NDA001R","SI37","5013400","5005080009","POINT (-74.07705499 40.63094758)","Stapleton-Rosebank","N/A","N/A","91036",
"2020","Discretionary","Under Threshold","Community Services","The Hellenic Film Society USA","Always on Sunday","Queens","36-01 35 AVENUE","Astoria","NY","11106","40.756378","-73.923858","1005201","214792","Queens CD 001","Queens CD 001","Council District 026 Queens","57","Out of NDA","QN70","4439074","4006440001","POINT (-73.923858 40.756378)","Astoria","N/A","N/A","48517R",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","Jacob A. Riis Neighborhood Settlement","Jacob A Riis - Learning Lab","Queens","10-25 41 AVENUE","Long Island City","NY","11101","40.75548781","-73.94532756","999397","214526","Queens CD 001","Queens CD 001","Council District 026 Queens","25","NDA001Q","QN68","4433386","4004700100","POINT (-73.94532756 40.75548781)","Queensbridge-Ravenswood-Long Island City","50","17","126144A","126144-LL"
"2021","Discretionary","Over Threshold","Community Services","Community League of the Heights, Inc.","Community League of the Heights Food Pantry","Manhattan","500 WEST 159 STREET","New York","NY","10032","40.8341952","-73.9415724","1000424","243236","Manhattan CD 012","Manhattan CD 012","Council District 007 Manhattan","245","Manhattan Neighborhood Development Area 012","MN36","1062764","1021170034","POINT (-73.9415724 40.8341952)","Washington Heights South","N/A","N/A","32795S",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","BronxWorks, Inc.","Mott Haven Academy Charter School","Bronx","170 BROWN PLACE","Bronx","NY","10454","40.8063191","-73.9208803","1006079","233073","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","25","NDA001X","BX39","2000023","2022630001","POINT (-73.9208803 40.8063191)","Mott Haven-Port Morris","75","77","142011A","142011-2"
"2020","Literacy and Immigrant Services","Adult Literacy - ABE/HSE","Educational Services","Jewish Community Center of Staten Island, Inc.","JCC of Staten Island","Staten Island","1297 ARTHUR KILL ROAD","Staten Island","NY","10312","40.5648503","-74.1847047","933160","145270","Richmond CD 003","Richmond CD 003","Council District 051 Richmond","228","NDA001R","SI05","5077603","5059000105","POINT (-74.1847047 40.5648503)","New Springville-Bloomfield-Travis","265","243","766616A",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Good Shepherd Services","Thomas C. Giordano Middle School 45","Bronx","2502 LORILLARD PLACE","Bronx","NY","10458","40.8583625","-73.8870429","1015532","252267","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","387","NDA Not-defined","BX06","2011937","2030670001","POINT (-73.8870429 40.8583625)","Belmont","300","127","99348A","99348-2"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Union Settlement Association Inc","Union Settlement Association","Manhattan","237 E 104TH ST","New York","NY","10029","40.78968675","-73.94426664","999683","226986","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","170","NDA011M","MN33","1080671","1016540011","POINT (-73.94426664 40.78968675)","East Harlem South","210","210","766584A",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Harlem Commonwealth Council Inc","P.S. 129 John H. Finley","Manhattan","425 WEST 130 STREET","New York","NY","10027","40.81463701","-73.95191183","997561","236075","Manhattan CD 009","Manhattan CD 009","Council District 009 Manhattan","21703","NDA009M","MN06","1059407","1019570010","POINT (-73.95191183 40.81463701)","Manhattanville","70","75","142045A","142045"
"2020","SYEP","Older Youth (OY)","Educational Services; Jobs and Internships","Research Foundation of CUNY","29-10 Thomson Avenue","Queens","29-10 THOMSON AVENUE","Long Island City","NY","11101","40.74521578","-73.93760212","1001540","210785","Queens CD 002","Queens CD 002","Council District 026 Queens","1","NDA Not-defined","QN31","4003516","4002730001","POINT (-73.93760212 40.74521578)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","91123",
"2021","Discretionary","Under Threshold","Community Services","The Boys Club of New York, Inc.","Gerry Clubhouse","Manhattan","321 EAST 111TH STREET","New York","NY","10029","40.793445","-73.938675","1001233","228360","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","180","NDA007Q","MN34","1052876","1016830013","POINT (-73.938675 40.793445)","East Harlem North","N/A","N/A","32518S",
"2020","Discretionary","Over Threshold","Community Services","West Harlem Group Assistance, Inc.","West Harlem Group Assistance, Inc.","Manhattan","1652 AMSTERDAM AVENUE","New York","NY","10031","40.82316366","-73.94913078","998329","239182","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","225","NDA009M","MN04","1061799","1020730035","POINT (-73.94913078 40.82316366)","Hamilton Heights","N/A","N/A","68074R",
"2020","Discretionary","Under Threshold","Community Services","Staten Island Youth Soccer League, Inc.","Owl Hollow Soccer Fields","Staten Island","1757 ARTHUR KILL ROAD","Staten Island","NY","10312","40.559734","-74.1973","929427","143264","Richmond CD 003","Richmond CD 003","Council District 051 Richmond","228","NDA Not-defined","SI05","5112496","5059650040","POINT (-74.1973 40.559734)","New Springville-Bloomfield-Travis","N/A","N/A","53008R",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York Junior Tennis League Inc","P.S./I.S. 187 Hudson Cliffs","Manhattan","349 CABRINI BOULEVARD","New York","NY","10040","40.85669258","-73.93709266","1001652","251400","Manhattan CD 012","Manhattan CD 012","Council District 010 Manhattan","273","NDA012M","MN35","1064371","1021790365","POINT (-73.93709266 40.85669258)","Washington Heights North","123","129","124305B",
"2020","SYEP","WLG (OY)",,"The Child Center of NY Inc","Queens High School for Information, Research, and Technology (27Q302)","Queens","821 BAY 25 STREET","Far Rockaway","NY","11691","40.60200984","-73.76279497","1050119","158694","Queens CD 014","Queens CD 014","Council District 031 Queens","100802","NDA014Q","QN15","4300730","4157360001","POINT (-73.76279497 40.60200984)","Far Rockaway-Bayswater","N/A","N/A","91061",
"2021","Discretionary","Under Threshold","Community Services","Roosevelt Island Historical Society","Roosevelt Island Historical Society","Manhattan","531 MAIN STREET","New York","NY","10044","40.76200783","-73.94975312","998081","216699","Manhattan CD 008","Manhattan CD 008","Council District 005 Manhattan","238.01","NDA Not-defined","MN31","1087293","1013730040","POINT (-73.94975312 40.76200783)","Lenox Hill-Roosevelt Island","N/A","N/A","38213S",
"2020","Compass","COMPASS Horizon",,"Center for Community Alternatives, Inc",,"Bronx",,"Bronx","NY","10455",,,,,"Bronx CD 001","Bronx CD 001","Council District 017 Bronx",,"NDA001X","BX34",,,,"Melrose South-Mott Haven North","106","143","145007","145007"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York City Mission Society","Harlem Village Academy Charter School","Manhattan","244 WEST 144 STREET","New York","NY","10030","40.82142496","-73.940674","1000670","238550","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","232","NDA010M","MN03","1060432","1020290011","POINT (-73.940674 40.82142496)","Central Harlem North-Polo Grounds","75","56","142063A","142063"
"2020","Discretionary","Over Threshold","Community Services","North Flatbush Avenue District Mangement Association Inc.","NFBID Clean and Green","Brooklyn","282 FLATBUSH AVENUE","Brooklyn","NY","11217","40.67849896","-73.97342181","991622","186473","Brooklyn CD 006","Brooklyn CD 006","Council District 039 Brooklyn","161","NDA Not-defined","BK64","3018942","3009390031","POINT (-73.97342181 40.67849896)","Prospect Heights","N/A","N/A","62344R",
"2020","WIOA","Train and Earn","Jobs and Internships","Comprehensive Youth Development, Inc.","CDI Career Academy at BMCC","Manhattan","25 BROADWAY","New York","NY","10004","40.70568345","-74.01348844","980542","196401","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","13","NDA Not-defined","MN25","1000045","1000130027","POINT (-74.01348844 40.70568345)","Battery Park City-Lower Manhattan","N/A","N/A","90522",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","After-School All-Stars","St. Agnes Library - LEARNING LAB","Manhattan","444 AMSTERDAM AVENUE","New York","NY","10024","40.78471079","-73.97719989","990564","225169","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","167","Out of NDA","MN12","1032683","1012290031","POINT (-73.97719989 40.78471079)","Upper West Side","105","62","142333A","LIB-19"
"2020","Literacy and Immigrant Services","Adult Literacy - ABE/HSE (Discretionary)","Educational Services","St. John's University","St. John's University, Queens Campus","Queens","8000 UTOPIA PARKWAY","Jamaica","NY","11439","40.72560042","-73.79169409","1041987","203701","Queens CD 008","Queens CD 008","Council District 024 Queens","1267","NDA Not-defined","QN38","4462481","4070210001","POINT (-73.79169409 40.72560042)","Pomonok-Flushing Heights-Hillcrest","108","155","76751R",
"2021","SYEP","WLG (OY)",,"Child Development Ctr of the Mosholu Montefiore Comm Center","H.E.R.O. High (Health, Education, and Research Occupations High School) (07X259)","Bronx","455 SOUTHERN BOULEVARD","Bronx","NY","10455","40.81080261","-73.90701536","1009990","234688","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","35","NDA012M","BX39","2003883","2025760026","POINT (-73.90701536 40.81080261)","Mott Haven-Port Morris","N/A","N/A","91043",
"2021","Discretionary","Over Threshold","Community Services","The Educational Alliance, Inc.","14th Street Y","Manhattan","344 EAST 14TH STREET","New York","NY","10003","40.73185511","-73.98389295","988729","205920","Manhattan CD 003","Manhattan CD 003","Council District 002 Manhattan","40","NDA Not-defined","MN22","1006521","1004550029","POINT (-73.98389295 40.73185511)","East Village","N/A","N/A","34008S",
"2020","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Phipps Neighborhoods, Inc.","Urban Institute of Mathematics","Bronx","650 HOLLYWOOD AVENUE","BRONX","NY","10465","40.82652594","-73.81841661","1034504","240455","Bronx CD 010","Bronx CD 010","Council District 013 Bronx","158","Out of NDA","BX52","2077130","2054380001","POINT (-73.81841661 40.82652594)","Schuylerville-Throgs Neck-Edgewater Park","300","649","99327",
"2020","Discretionary","Under Threshold","Community Services","Recreational Inner-City Sports & Education, Inc","MS 72","Queens","133-25 GUY R BREWER BOULEVARD","Rochdale Village","NY","11434","40.67376872","-73.77595052","1046399","184828","Queens CD 012","Queens CD 012","Council District 028 Queens","33402","Out of NDA","QN02","4270059","4124950270","POINT (-73.77595052 40.67376872)","Springfield Gardens North","N/A","N/A","42393R",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","YMCA of Greater NewYork-Bronx YMCA","P.S. 154 Jonathan D. Hyatt","Bronx","333 EAST 135 STREET","Bronx","NY","10454","40.80803334","-73.9262042","1004679","233674","Bronx CD 001","Bronx CD 001","Council District 008 Manhattan","23","NDA001X","BX39","2097030","2022980001","POINT (-73.9262042 40.80803334)","Mott Haven-Port Morris","100","126","126092A","126092"
"2020","Discretionary","Over Threshold","Community Services","Kids Creative 404, Inc.","P.S. 102","Manhattan","315 EAST 113 STREET","New York","NY","10029","40.79486873","-73.93871129","1001220","228875","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","180","Manhattan Neighborhood Development Area 010","MN34","1081366","1016840101","POINT (-73.93871129 40.79486873)","East Harlem North","N/A","N/A","33288R",
"2021","CSBG","Housing","Community Services; Family Support; Housing Support; Immigrant Services","Neighborhood Association for Intercultural Affairs Inc","NAICA, Inc. - Clarke Place Office","Bronx","35 EAST CLARKE PLACE","bronx","NY","10452","40.83812222","-73.91824253","1006870","244628","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","22101","NDA002X","BX63","2115534","2028400022","POINT (-73.91824253 40.83812222)","West Concourse","N/A","N/A","810410B",
"2020","Discretionary","Under Threshold","Community Services","Emma's Torch, Ltd.","Emma's Torch Apprentiship Program","Brooklyn","345 SMITH STREET","Brooklyn","NY","11231","40.68014055","-73.99492002","985659","187070","Brooklyn CD 006","Brooklyn CD 006","Council District 039 Brooklyn","77","Out of NDA","BK33","3336266","3004500010","POINT (-73.99492002 40.68014055)","Carroll Gardens-Columbia Street-Red Hook","N/A","N/A","28836R",
"2021","Discretionary","Over Threshold","Community Services","Figure Skating in Harlem , Inc.","City Ice Pavilion","Queens","47-32 32ND PLACE","Queens","NY","11101","40.7415305","-73.933694","1002620","209426","Queens CD 002","Queens CD 002","Council District 026 Queens","199","NDA Not-defined","QN31","4003448","4002530001","POINT (-73.933694 40.7415305)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","62258S",
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Make the Road New York","Make the Road","Brooklyn","301 GROVE STREET","Brooklyn","NY","11237","40.6984668","-73.9158805","1007737","193876","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004K","BK77","3075926","3033170041","POINT (-73.9158805 40.6984668)","Bushwick North","170","177","766609A",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","Children of Promise, NYC","Children of Promise NYC - Learning Lab","Bronx","1842 WEBSTER AVENUE","Bronx","NY","10457","40.84640537","-73.90165967","1011458","247661","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","231","NDA005X","BX41","2009444","2029000015","POINT (-73.90165967 40.84640537)","Mount Hope","200","116","134242C","LL-64"
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Community Association of Progressive Dominicans Inc","IS 117 Joseph H. Wade","Bronx","1865 MORRIS AVENUE","Bronx","NY","10453","40.84854631","-73.90841564","1009585","248428","Bronx CD 005","Bronx CD 005","Council District 014 Bronx","23301","NDA005X","BX41","2007902","2028270001","POINT (-73.90841564 40.84854631)","Mount Hope","300","236","99304A","99304"
"2020","Discretionary","Over Threshold","Community Services","Asian Americans for Equality Inc","AAFE Jackson Heights Office - ESOL Class","Queens","37-61 84TH STREET","Jackson Heights","NY","11372","40.74849","-73.881974","1017042","211858","Queens CD 003","Queens CD 003","Council District 024 Queens","281","NDA003M","QN28","4036234","4014720036","POINT (-73.881974 40.74849)","Jackson Heights","N/A","N/A","38330R",
"2020","Discretionary","Under Threshold","Community Services","City Island Community Center","City Island Community Center","Bronx","190 FORDHAM STREET","Bronx","NY","10464","40.847094","-73.7843649","1043831","248174","Bronx CD 010","Bronx CD 010","Council District 013 Bronx","516","NDA013X","BX10","2082595","2056437501","POINT (-73.7843649 40.847094)","Pelham Bay-Country Club-City Island","N/A","N/A","18186R",
"2020","Discretionary","Over Threshold","Community Services","You Gotta Believe, The Older Child Adoption & Permanency Mov","New York Foundling","Brooklyn","80 LIVINGSTON STREET","Brooklyn","NY","11201","40.69148445","-73.99107878","986724","191203","Brooklyn CD 002","Brooklyn CD 002","Council District 033 Brooklyn","9","NDA Not-defined","BK09","3002651","3002690030","POINT (-73.99107878 40.69148445)","Brooklyn Heights-Cobble Hill","N/A","N/A","23627R",
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Brooklyn Chinese American Association Inc","BCA Sunset Park Asian Senior Center","Brooklyn","5007 7TH AVENUE","Brooklyn","NY","11220","40.64209366","-74.005867","982580","173295","Brooklyn CD 007","Brooklyn CD 007","Council District 038 Brooklyn","108","NDA007K","BK34","3013390","3007940006","POINT (-74.005867 40.64209366)","Sunset Park East","N/A","N/A","821210A",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","KIPP NYC Public Charter Schools II","KIPP STAR College Prep Charter School","Manhattan","433 WEST 123 STREET","New York","NY","10027","40.81051058","-73.95599686","996431","234571","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","20901","NDA009M","MN09","1059526","1019640012","POINT (-73.95599686 40.81051058)","Morningside Heights","140","140","142054A","142054"
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Chinese-American Planning Council Inc","Flushing International High School (25Q263)","Queens","144-80 BARCLAY AVENUE","Flushing","NY","11355","40.75984318","-73.82054764","1033964","216159","Queens CD 007","Queens CD 007","Council District 020 Queens","863","Brooklyn Neighborhood Development Area 002","QN51","4114763","4050510027","POINT (-73.82054764 40.75984318)","Murray Hill","N/A","N/A","91045",
"2020","Discretionary","Over Threshold","Community Services","Student Leadership Network Inc","TYWLS Explorers","Queens","150-91 87 ROAD","Jamaica","NY","11432","40.7084525","-73.8041807","1037922","197107","Queens CD 008","Queens CD 008","Council District 024 Queens","236","NDA011M","QN35","4207510","4097070048","POINT (-73.8041807 40.7084525)","Briarwood-Jamaica Hills","N/A","N/A","68400R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","The Children's Aid Society","Dunlevy Milbank Center","Manhattan","14 WEST 118 STREET","New York","NY","10026","40.80812073","-73.96009827","999129","231573","Manhattan CD 010","Manhattan CD 010","Council District 009 Manhattan","190","NDA010M","MN11","1051435","1016010018","POINT (-73.96009827 40.80812073)","Central Harlem South","50","57","134305B",
"2020","Discretionary","Over Threshold","Community Services","Sunset Park Health Council Inc","7th Avenue Health Center","Brooklyn","3414 CHURCH AVENUE","Brooklyn","NY","11203","40.6508436","-73.945173","999473","176375","Brooklyn CD 017","Brooklyn CD 017","Council District 045 Brooklyn","856","NDA Not-defined","BK91","3109422","3048880007","POINT (-73.945173 40.6508436)","East Flatbush-Farragut","N/A","N/A","62284R",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Samuel Field YM & YWHA, Inc.","Irwin Altman Middle School 172","Queens","81-14 257 STREET","Glen Oaks","NY","11004","40.7417047","-73.7133066","1063789","209717","Queens CD 013","Queens CD 013","Council District 023 Queens","157902","Out of NDA","QN44","4178464","4087310004","POINT (-73.7133066 40.7417047)","Glen Oaks-Floral Park-New Hyde Park","300","594","99331A","99331-2"
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL (Discretionary)","Educational Services","University Settlement Society of New York","Bowery Street","Manhattan","273 BOWERY","New York","NY","10002","40.7237716","-73.99266109","986251","202914","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","36.01","NDA003M","MN27","1087241","1004277504","POINT (-73.99266109 40.7237716)","Chinatown","108","109","76756R",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Catholic Charities Community Services, Archdiocese of NY","PS 11 Highbridge","Bronx","1257 OGDEN AVENUE","Bronx","NY","10452","40.8393777","-73.92571406","1004805","245094","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","201","Bronx Neighborhood Development Area 004","BX26","2003519","2025290081","POINT (-73.92571406 40.8393777)","Highbridge","300","572","99302A","99302"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Play Study Win Inc","Hamilton Grange Middle School","Manhattan","500 WEST 138 STREET","New York","NY","10031","40.82095229","-73.95114492","997772","238376","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","22301","NDA009M","MN06","1084132","1019880166","POINT (-73.95114492 40.82095229)","Manhattanville","91","128","142072A","142072"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","P.S. 207 Rockwood Park","Queens","159-15 88 STREET","Howard Beach","NY","11414","40.6576617","-73.8440199","1027413","179074","Queens CD 010","Queens CD 010","Council District 032 Queens","892","Out of NDA","QN57","4293311","4140090060","POINT (-73.8440199 40.6576617)","Lindenwood-Howard Beach","75","86","142252A","142252"
"2020","Discretionary","Over Threshold","Community Services","Digital Girl, Inc","Crispus Attucks","Brooklyn","180 CHAUNCEY STREET","BROOKLYN","NY","11233","40.68072659","-73.92659746","1004609","187292","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","381","NDA003K","BK61","3047914","3016920017","POINT (-73.92659746 40.68072659)","Crown Heights North","N/A","N/A","23521R",
"2020","Discretionary","Over Threshold","Community Services","Wildcat Service Corporation","Wildcat Service Corporation","Manhattan","633 THIRD AVE","New York","NY","10017","40.74990978","-73.97506075","991160","212490","Manhattan CD 006","Manhattan CD 006","Council District 004 Manhattan","88","NDA Not-defined","MN19","1037174","1013147502","POINT (-73.97506075 40.74990978)","Turtle Bay-East Midtown","N/A","N/A","68407R",
"2021","WIOA","Train and Earn","Jobs and Internships","Opportunities for a Better Tomorrow Inc","Jamaica","Queens","168-25 JAMAICA AVENUE","Jamaica","NY","11432","40.7071535","-73.791609","1041981","196776","Queens CD 012","Queens CD 012","Council District 027 Queens","460","NDA012Q","QN61","4209641","4097990001","POINT (-73.791609 40.7071535)","Jamaica","N/A","N/A","90538A",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","82nd Street Academics","Renaissance Charter School","Queens","35-59 81 STREET","Jackson Heights","NY","11372","40.7505139","-73.88533652","1015965","213020","Queens CD 003","Queens CD 003","Council District 025 Queens","283","NDA003Q","QN28","4029691","4012810038","POINT (-73.88533652 40.7505139)","Jackson Heights","108","111","142201A","142201"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","South Asian Youth Action SAYA Inc","J.H.S. 202 Robert H. Goddard","Queens","138-30 LAFAYETTE STREET","QUEENS","NY","11417","40.67123943","-73.84514076","1027208","183865","Queens CD 010","Queens CD 010","Council District 032 Queens","58","NDA Not-defined","QN56","4245993","4114030001","POINT (-73.84514076 40.67123943)","Ozone Park","120","148","134411B",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Hands In 4 Youth Inc","M.S. 250 West Side Collaborative Middle School","Manhattan","735 WEST END AVENUE","New York","NY","10025","40.7951564","-73.97329217","991645","228975","Manhattan CD 007","Manhattan CD 007","Council District 006 Manhattan","183","NDA Not-defined","MN12","1034190","1012530065","POINT (-73.97329217 40.7951564)","Upper West Side","50","58","134116B",
"2020","SYEP","WLG (OY)",,"Samuel Field YM & YWHA, Inc.","John Bowne High School","Queens","63-25 MAIN STREET","Flushing","NY","11367","40.73813895","-73.82494354","1032762","208249","Queens CD 008","Queens CD 008","Council District 024 Queens","809","Out of NDA","QN37","4439900","4065070001","POINT (-73.82494354 40.73813895)","Kew Gardens Hills","N/A","N/A","91133",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","NYC Parks & Recreation/The Arsenal","Tony Dapolito","Manhattan","1 CLARKSON STREET","New York","NY","10014","40.72937062","-74.0056538","982683","205006","Manhattan CD 002","Manhattan CD 002","Council District 003 Manhattan","67","Out of NDA","MN23","1088894","1005820050","POINT (-74.0056538 40.72937062)","West Village","30","37","500014","Parks-15"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Manhattan Youth Recreation and Resources, Inc.","New York City Lab Middle School for Collaborative Studies","Manhattan","333 WEST 17 STREET","New York","NY","10011","40.74212835","-74.00219772","983641","209654","Manhattan CD 004","Manhattan CD 004","Council District 003 Manhattan","83","Out of NDA","MN13","1079152","1007410010","POINT (-74.00219772 40.74212835)","Hudson Yards-Chelsea-Flatiron-Union Square","225","485","142359A","142359"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Children's Aid Society","Central Park East II","Manhattan","433 EAST 100 STREET","New York","NY","10029","40.78525814","-73.94152594","1000443","225373","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","162","NDA011M","MN33","1083933","1016940001","POINT (-73.94152594 40.78525814)","East Harlem South","150","170","124308B",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","SCAN-HARBOR INC","P.S. 73 Bronx","Bronx","1020 ANDERSON AVENUE","BRONX","NY","10452","40.83270602","-73.92683813","1004496","242663","Bronx CD 004","Bronx CD 004","Council District 008 Manhattan","189","NDA004X","BX26","2003051","2025040082","POINT (-73.92683813 40.83270602)","Highbridge","193","197","124117B",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Coalition for Hispanic Family Services","P.S. 116 Elizabeth L Farrell","Brooklyn","515 KNICKERBOCKER AVENUE","Brooklyn","NY","11237","40.69777847","-73.91652062","1007398","193507","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004K","BK77","3075909","3033170001","POINT (-73.91652062 40.69777847)","Bushwick North","120","140","126024A","126024"
"2020","Discretionary","Under Threshold","Community Services","OSS PROJECT INC","Marble Hill Houses","Bronx","5220 BROADWAY","Bronx","NY","10463","40.87506071","-73.90917101","1009379","258085","Bronx CD 008","Bronx CD 008","Council District 010 Manhattan","309","Manhattan Neighborhood Development Area 012","BX22","1080001","1022150116","POINT (-73.90917101 40.87506071)","North Riverdale-Fieldston-Riverdale","N/A","N/A","28860R",
"2020","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Shorefront YM-YWHA of Brighton-Manhattan Beach, Inc","Shorefront YM-YWHA of Brighton-Manhattan Beach","Brooklyn","3300 CONEY ISLAND AVENUE","Brooklyn","NY","11235","40.5756188","-73.9599991","995514","148933","Brooklyn CD 013","Brooklyn CD 013","Council District 048 Brooklyn","36002","NDA Not-defined","BK19","3326880","3086930001","POINT (-73.9599991 40.5756188)","Brighton Beach","295","308","766612A",
"2020","Discretionary","Over Threshold","Community Services","Helen Keller International","Mot Hall Bidges Academy","Brooklyn","210 CHESTER STREET","Brooklyn","NY","11212","40.66654422","-73.91090402","1008967","182129","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","924","NDA003X","BK81","3081442","3035420001","POINT (-73.91090402 40.66654422)","Brownsville","N/A","N/A","32779R",
"2021","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Crown Heights Jewish Community Council, Inc","CHJCC","Brooklyn","387 KINGSTON AVE","Brooklyn","NY","11225","40.6656456","-73.94229126","1000193","181817","Brooklyn CD 009","Brooklyn CD 009","Council District 035 Brooklyn","333","NDA009K","BK63","3034315","3013000010","POINT (-73.94229126 40.6656456)","Crown Heights South","N/A","N/A","820908B",
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Manhattan Youth Recreation and Resources, Inc.","Battery Park City School","Manhattan","55 BATTERY PLACE","New York","NY","10280","40.70643965","-74.01781759","979310","196652","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","31704","NDA Not-defined","MN25","1087945","1000160040","POINT (-74.01781759 40.70643965)","Battery Park City-Lower Manhattan","131","147","142057A","142057-1"
"2020","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","Research Foundation of CUNY","LaGuardia Community College","Queens","29-10 THOMSON AVENUE","Long Island City","NY","11101","40.74521578","-73.93760212","1001540","210785","Queens CD 002","Queens CD 002","Council District 026 Queens","1","Out of NDA","QN31","4003516","4002730001","POINT (-73.93760212 40.74521578)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","91122",
