"date","program_area","program_type","service_category","provider","program_site_name","borough","street_address","city","state","zipcode","latitude","longitude","x_coordinate","y_coordinate","communitydistrict","community_name","city_council_district","census_tract_2010","nda","nta","bin","bbl","geocoded_column","ntaname","totalslots","totalparticipants","contract","portfolioid"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Henry Street Settlement","178 Broome Street","Manhattan","178 BROOME STREET","New York","NY","10002","40.71684557","-73.985989","988134","200443","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","1402","NDA003M","MN28","1089451","1003477501","POINT (-73.985989 40.71684557)","Lower East Side","160","126","766604A",
"2020","Discretionary","Under Threshold","Community Services","Club A-Elita, Inc.","A-Elita Club","Brooklyn","2740 CROPSEY AVE 13A","Brooklyn","NY","11214","40.5873386","-73.989651","987037","153145","Brooklyn CD 013","Brooklyn CD 013","Council District 021 Brooklyn","314","Brooklyn Neighborhood Development Area 015","BK26","3321111","3069370048","POINT (-73.989651 40.5873386)","Gravesend","N/A","N/A","23630R",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","Boys and Girls Club of Harlem, Inc.","Harlem School of the Arts - LEARNING LAB","Manhattan","645 ST NICHOLAS AVENUE","New York","NY","10030","40.82217946","-73.94565214","999292","238824","Manhattan CD 009","Manhattan CD 009","Council District 007 Manhattan","227","NDA009M","MN04","1061014","1020500160","POINT (-73.94565214 40.82217946)","Hamilton Heights","50","17","500006","RFI-195"
"2021","Discretionary","Under Threshold","Community Services","Bridge The Gap Youth, Inc.","EAST NEW YORK FAMMILY ACADEMY","Brooklyn","145 PENNSYLVANIA AVENUE","Brooklyn","NY","11207","40.67413514","-73.8964304","1012979","184899","Brooklyn CD 005","Brooklyn CD 005","Council District 037 Brooklyn","1144","NDA005K","BK85","3083660","3037040001","POINT (-73.8964304 40.67413514)","East New York (Pennsylvania Ave)","N/A","N/A","23620S",
"2021","SYEP","NYCHA MAP","Educational Services; Jobs and Internships","The Children's Aid Society","Butler (NYCHA MAP)","Bronx","1522 SOUTHERN BLVD.","Bronx","NY","10460","40.8342112","-73.889225","1014811","243261","Bronx CD 003","Bronx CD 003","Council District 017 Bronx","157","Bronx Neighborhood Development Area 003","BX75","2010589","2029820001","POINT (-73.889225 40.8342112)","Crotona Park East","N/A","N/A","91031",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Woodycrest Center For Human Development Inc","Metropolitan Lighthouse Charter School","Bronx","180 WEST 165 STREET","Bronx","NY","10452","40.83459074","-73.92979572","1003677","243349","Bronx CD 004","Bronx CD 004","Council District 008 Manhattan","189","NDA004X","BX26","2127146","2025230133","POINT (-73.92979572 40.83459074)","Highbridge","100","118","142370A","142370"
"2020","WIOA","Learn and Earn","Afterschool Programs; Educational Services; Jobs and Internships","Jacob A. Riis Neighborhood Settlement","Information Technology High School","Queens","21-16 44 ROAD","Long Island City","NY","11101","40.74870054","-73.94637977","999107","212053","Queens CD 002","Queens CD 002","Council District 026 Queens","19","Out of NDA","QN31","4005184","4004380026","POINT (-73.94637977 40.74870054)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","90337",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","Brooklyn Scholars Charter School","Brooklyn","2635 LINDEN BOULEVARD","Brooklyn","NY","11208","40.66883787","-73.86718952","1021093","182980","Brooklyn CD 005","Brooklyn CD 005","Council District 042 Brooklyn","1208","NDA005K","BK82","3327470","3044640025","POINT (-73.86718952 40.66883787)","East New York","50","66","134205B",
"2021","CSBG","High School","Afterschool Programs; Community Services; Educational Services; Family Support; Immigrant Services","Research Foundation of CUNY","New Utrecht High School (20K445)","Brooklyn","1601 80 STREET","Brooklyn","NY","11214","40.61326121","-74.00340367","983305","162704","Brooklyn CD 011","Brooklyn CD 011","Council District 043 Brooklyn","182","NDA011K","BK28","3162711","3062710001","POINT (-74.00340367 40.61326121)","Bensonhurst West","N/A","N/A","821108B","821108"
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","Chinese-American Planning Council Inc","P.S. 042 Benjamin Altman Learning Lab","Manhattan","71 HESTER STREET","New York","NY","10002","40.71590461","-73.99089514","986774","200100","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","16","NDA003M","MN27","1003998","1003090001","POINT (-73.99089514 40.71590461)","Chinatown","33","61","125300C","LL-101"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","YMCA of Greater New York/Jamaica Branch","I.S. 59 Springfield Gardens","Queens","132-55 RIDGEDALE STREET","SPRINGFIELD GARDENS","NY","11413","40.6807518","-73.75385284","1052638","187745","Queens CD 012","Queens CD 012","Council District 027 Queens","352","NDA Not-defined","QN08","4274083","4127230076","POINT (-73.75385284 40.6807518)","St. Albans","100","141","135406B",
"2021","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","Southern Queens Park Association,Inc.","South Jamaica Community Center","Queens","109-04 160 STREET","Jamaica","NY","11433","40.69395657","-73.79202736","1041922","192172","Queens CD 012","Queens CD 012","Council District 028 Queens","260","NDA012Q","QN01","4435245","4121480100","POINT (-73.79202736 40.69395657)","South Jamaica","158","21","99230A","99230"
"2020","Discretionary","Over Threshold","Community Services","The Child Center of NY Inc","Middle School 74 - Nathaniel Hawthorne School","Queens","61-15 OCEANIA STREET","Oakland Gardens","NY","11364","40.7450569","-73.7667697","1048691","210853","Queens CD 011","Queens CD 011","Council District 023 Queens","1367","NDA014Q","QN42","4163953","4077230001","POINT (-73.7667697 40.7450569)","Oakland Gardens","N/A","N/A","42231R",
"2021","Literacy and Immigrant Services","Adolescent Literacy","Afterschool Programs; Educational Services","The Lower Eastside Girls Club of New York Inc","Lower Eastside Girls Club","Manhattan","402 EAST 8 STREET","New York","NY","10009","40.72380195","-73.97631879","990814","202978","Manhattan CD 003","Manhattan CD 003","Council District 002 Manhattan","2602","NDA003M","MN28","1089381","1003777503","POINT (-73.97631879 40.72380195)","Lower East Side","17","10","766625A",
"2020","CSBG","Seniors","Community Services; Family Support; Housing Support; Immigrant Services","Conscientious Musical Revues","Mt. Carmel","Bronx","2405 SOUTHERN BOULEVARD","Bronx","NY","10458","40.8537977","-73.88197","1017016","250352","Bronx CD 006","Bronx CD 006","Council District 015 Bronx","393","NDA006X","BX06","2013061","2031150005","POINT (-73.88197 40.8537977)","Belmont","N/A","N/A","810606A",
"2020","Discretionary","Over Threshold","Community Services","Woodycrest Center For Human Development Inc","PS 126","Bronx","175 WEST 166 STREET","Bronx","NY","10452","40.83578378","-73.92832364","1004084","243784","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","199","NDA004X","BX26","2003495","2025260083","POINT (-73.92832364 40.83578378)","Highbridge","N/A","N/A","12272R",
"2021","Discretionary","Over Threshold","Community Services","The Ansob Center For Refugees, Inc","The Ansob Refugee","Queens","28-19 STEINWAY STREET","Astoria","NY","11103","40.76522068","-73.91389827","1008101","218079","Queens CD 001","Queens CD 001","Council District 022 Queens","147","Out of NDA","QN70","4010783","4006630013","POINT (-73.91389827 40.76522068)","Astoria","N/A","N/A","49010S",
"2020","Discretionary","Over Threshold","Community Services","The New York Immigration Coalition Inc","PS 019 Marino Jeantet","Queens","40-10 99TH STREET","Corona","NY","11368","40.7491038","-73.866372","1021227","212027","Queens CD 004","Queens CD 004","Council District 021 Queens","409","Out of NDA","QN26","4000000","4016070001","POINT (-73.866372 40.7491038)","North Corona","N/A","N/A","38334R",
"2021","CSBG","Fathers aged 18 and over","Community Services; Family Support; Housing Support; Immigrant Services; Jobs and Internships","Brooklyn Bureau of Community Service","Brooklyn Bureau of Community Services","Brooklyn","1835 STERLING PLACE","Brooklyn","NY","11233","40.67076808","-73.91780532","1007051","183666","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","363","NDA016K","BK79","3324687","3014677501","POINT (-73.91780532 40.67076808)","Ocean Hill","N/A","N/A","91350A",
"2021","CSBG","Opportunity Youth Support","Community Services; Educational Services; Family Support; Immigrant Services; Jobs and Internships","Southeast Bronx Neighborhood Centers Inc","Southeast Bronx Neighborhood Center, Inc. (SEBNC)","Bronx","955 TINTON AVENUE","Bronx","NY","10456","40.82316756","-73.9030163","1011099","239168","Bronx CD 003","Bronx CD 003","Council District 016 Bronx","133","NDA003X","BX35","2091964","2026390001","POINT (-73.9030163 40.82316756)","Morrisania-Melrose","N/A","N/A","810311B",
"2021","SYEP","SYEP School-Based","Educational Services; Jobs and Internships","Sunnyside Community Services Inc","Queens Vocational and Technical High School (24Q600)","Queens","37-02 47 AVENUE","Long Island City","NY","11101","40.74220481","-73.92821861","1004141","209690","Queens CD 002","Queens CD 002","Council District 026 Queens","189","NDA Not-defined","QN31","4003259","4002280020","POINT (-73.92821861 40.74220481)","Hunters Point-Sunnyside-West Maspeth","N/A","N/A","91179",
"2020","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","NIA Community Services Network Inc","P.S. 247","Queens","63-60 80 STREET","Middle Village","NY","11379","40.71986652","-73.87509294","1018874","201568","Queens CD 005","Queens CD 005","Council District 030 Queens","663","NDA012K","QN21","4069253","4029900045","POINT (-73.87509294 40.71986652)","Middle Village","300","770","99325",
"2020","Discretionary","Over Threshold","Community Services","Catholic Charities Community Services, Archdiocese of NY","El Centro","Staten Island","350 PORT RICHMOND AVENUE","Staten Island","NY","10302","40.63331223","-74.13692474","946315","170007","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","213","Out of NDA","SI28","5025698","5010910032","POINT (-74.13692474 40.63331223)","Port Richmond","N/A","N/A","68341R",
"2020","Discretionary","Over Threshold","Community Services","Grand Street Settlement, Inc.","Williamsburg Cornerstone Community Center","Brooklyn","195 GRAHAM AVENUE","Brooklyn","NY","11206","40.70910263","-73.9443512","999924","197544","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","505","NDA004K","BK90","3070826","3030250070","POINT (-73.9443512 40.70910263)","East Williamsburg","N/A","N/A","62296R",
"2020","Discretionary","Over Threshold","Community Services","Entertainers For Education Alliance, Inc.","Entertainers for Education Alliance Inc","Brooklyn","1958 FULTON STREET","Brooklyn","NY","11233","40.67832947","-73.91995239","1006333","186589","Brooklyn CD 003","Brooklyn CD 003","Council District 041 Brooklyn","301","NDA016K","BK79","3042090","3015480019","POINT (-73.91995239 40.67832947)","Ocean Hill","N/A","N/A","23514R",
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","Childrens Arts & Science Workshops, Inc.","Bronx River Community Center","Bronx","1619 EAST 174 STREET","Bronx","NY","10472","40.83395","-73.87614718","1018523","243132","Bronx CD 009","Bronx CD 009","Council District 018 Bronx","62","NDA009X","BX08","2092909","2038860002","POINT (-73.87614718 40.83395)","West Farms-Bronx River","60","75","99206A","99206-1-LL"
"2020","Cornerstone","Cornerstone","Afterschool Programs; Community Services; Educational Services; Family Support","YMCA of Greater New York - Virtual Y","Two Bridges Community Center","Manhattan","286 SOUTH ST.","New York","NY","10002","40.7104778","-73.98657107","987973","198123","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","201","NDA003M","MN28","1003142","1002450001","POINT (-73.98657107 40.7104778)","Lower East Side","164","163","99238A","99238"
"2020","Literacy and Immigrant Services","Adult Literacy - NDA (ABE/HSE/Spanish HSE)","Educational Services","RiseBoro Community Partnership Inc","Bushwick Educational Campus","Brooklyn","400 IRVING AVENUE","Brooklyn","NY","11237","40.69718434","-73.91116961","1008987","193214","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","435","NDA004K","BK77","3076908","3033650098","POINT (-73.91116961 40.69718434)","Bushwick North","125","91","840503A",
"2020","Discretionary","Over Threshold","Community Services","Mouse, Inc.","J.H.S. 157 Stephen A. Halsey","Queens","37-15 13 STREET","QUEENS","NY","11101","40.75883068","-73.93937975","1001044","215745","Queens CD 001","Queens CD 001","Council District 026 Queens","43","NDA005X","QN68","4004419","4003630001","POINT (-73.93937975 40.75883068)","Queensbridge-Ravenswood-Long Island City","N/A","N/A","62091R",
"2020","Compass","COMPASS High School","Afterschool Programs; Community Services; Educational Services","Partnership With Children, Inc.","Brooklyn Emerging Leaders Academy Charter School (BELA)","Brooklyn","125 STUYVESANT AVENUE","Brooklyn","NY","11221","40.69127357","-73.93369684","1002637","191133","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","291","NDA003K","BK35","3043822","3016160001","POINT (-73.93369684 40.69127357)","Stuyvesant Heights","50","60","151012A","151012-1"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Samuel Field YM & YWHA, Inc.","Central Queens YM&YHA","Queens","77-17 QUEENS BOULEVARD","Elmhurst","NY","11373","40.7389333","-73.8865151","1015813","208327","Queens CD 004","Queens CD 004","Council District 025 Queens","485","NDA002Q","QN50","4038413","4015360107","POINT (-73.8865151 40.7389333)","Elmhurst-Maspeth","45","50","143106A","143106"
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","New York City Mission Society","P.S. 85 Great Expectations","Bronx","2400 MARION AVENUE","BRONX","NY","10458","40.85883042","-73.89516671","1013310","252288","Bronx CD 005","Bronx CD 005","Council District 015 Bronx","38302","NDA005X","BX40","2011054","2030240021","POINT (-73.89516671 40.85883042)","Fordham South","293","294","124113B",
"2020","Discretionary","Over Threshold","Community Services","VIETNAM VETERANS OF AMERICA CHAPTER 32 QUEENS NEW YORK INC","Vietnam Veterans of America, Inc. Chapter 32","Queens","19-12 149TH STREET","whitestone","NY","11357","40.7820265","-73.81693617","1034873","224192","Queens CD 007","Queens CD 007","Council District 019 Queens","1039","NDA Not-defined","QN49","4105386","4046530024","POINT (-73.81693617 40.7820265)","Whitestone","N/A","N/A","48134R",
"2020","Discretionary","Under Threshold","Community Services","Two Bridges Neighborhood Council, Inc.","Basketball Program  PS 126","Manhattan","80 CATHERINE STREET","New York","NY","10038","40.71082726","-73.99670251","985184","198214","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","25","Manhattan Neighborhood Development Area 003","MN27","1083357","1001110160","POINT (-73.99670251 40.71082726)","Chinatown","N/A","N/A","32605R",
"2020","Discretionary","Over Threshold","Community Services","New York City H2O, Inc.","New York City H2O INc.","Manhattan","410 E. 6TH STREET","New York","NY","10009","40.725827","-73.985904","988254","203541","Manhattan CD 003","Manhattan CD 003","Council District 001 Manhattan","32","NDA Not-defined","MN22","1077557","1004320001","POINT (-73.985904 40.725827)","East Village","N/A","N/A","68215R",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","Research Foundation of CUNY","PS/IS 323","Brooklyn","210 CHESTER STREET","Brooklyn","NY","11212","40.66654422","-73.91090402","1008967","182129","Brooklyn CD 016","Brooklyn CD 016","Council District 041 Brooklyn","924","NDA014K","BK81","3081442","3035420001","POINT (-73.91090402 40.66654422)","Brownsville","300","23","99330A","99330-5"
"2020","CSBG","NDA Healthy Families","Community Services; Family Support; Housing Support; Immigrant Services","Bedford Stuyvesant Restoration Corp","Bedford Stuyvesant Restoration Corporation","Brooklyn","1368 FULTON STREET","Brooklyn","NY","11216","40.68013743","-73.94583508","999306","187087","Brooklyn CD 003","Brooklyn CD 003","Council District 036 Brooklyn","247","NDA008K","BK61","3053786","3018620014","POINT (-73.94583508 40.68013743)","Crown Heights North","N/A","N/A","820308A",
"2021","Discretionary","Over Threshold","Community Services","New Alternatives for Children, Inc","NAC Food Bank","Manhattan","37 WEST 26TH STREET","New York","NY","10010","40.74462128","-73.99041748","986906","210562","Manhattan CD 005","Manhattan CD 005","Council District 003 Manhattan","58","NDA Not-defined","MN13","1015634","1008280009","POINT (-73.99041748 40.74462128)","Hudson Yards-Chelsea-Flatiron-Union Square","N/A","N/A","68425S",
"2020","Discretionary","Over Threshold","Community Services","Sadie Nash Leadership Project Inc","Sadie Nash Leadership Project Inc","Manhattan","4 W 43RD STREET","New York","NY","10036","40.7543416","-73.981212","989434","214082","Manhattan CD 005","Manhattan CD 005","Council District 004 Manhattan","96","NDA Not-defined","MN17","1034201","1012580042","POINT (-73.981212 40.7543416)","Midtown-Midtown South","N/A","N/A","68424R",
"2021","Compass","COMPASS Explore","Afterschool Programs; Community Services; Educational Services","Good Shepherd Services","Creston Academy","Bronx","125 EAST 181 STREET","Bronx","NY","10453","40.85487156","-73.90345819","1010957","250745","Bronx CD 005","Bronx CD 005","Council District 014 Bronx","23704","NDA005X","BX40","2013849","2031700001","POINT (-73.90345819 40.85487156)","Fordham South","75","39","210004A","210004"
"2020","SYEP","Younger Youth (YY)","Educational Services; Jobs and Internships","ST. NICKS ALLIANCE CORP.","Grand Street Campus","Brooklyn","850 GRAND STREET","Brooklyn","NY","11211","40.71105194","-73.93899536","1000961","198750","Brooklyn CD 001","Brooklyn CD 001","Council District 034 Brooklyn","485","NDA004K","BK78","3325733","3030160001","POINT (-73.93899536 40.71105194)","Bushwick South","N/A","N/A","91140",
"2021","Literacy and Immigrant Services","ESL Civics","Educational Services; Family Support; Immigrant Services","Jacob A. Riis Neighborhood Settlement","Adult Literacy ESOL and Immigrant Services","Queens","36-36 10 STREET","Astoria","NY","11106","40.7607034","-73.941814","1000555","216481","Queens CD 001","Queens CD 001","Council District 026 Queens","39","NDA001Q","QN68","4004331","4003540001","POINT (-73.941814 40.7607034)","Queensbridge-Ravenswood-Long Island City","82","114","77186B",
"2021","Cornerstone","Learning Labs","Community Services; Educational Services; Family Support","El Puente De Williamsburg, Inc.","Independence Towers  Community Center","Brooklyn","114 TAYLOR STREET","Brooklyn","NY","11249","40.70550758","-73.96370167","994314","196314","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","545","NDA001K","BK72","3059905","3021760001","POINT (-73.96370167 40.70550758)","Williamsburg","30","26","99210A","99210-1-LL"
"2021","Discretionary","Over Threshold","Community Services","New York City Alliance Against Sexual Assault","New York City Alliance Against Sexual Assault","Manhattan","32 BROADWAY","New York","NY","10004","40.70604504","-74.01309621","980619","196508","Manhattan CD 001","Manhattan CD 001","Council District 001 Manhattan","9","NDA Not-defined","MN25","1078979","1000220017","POINT (-74.01309621 40.70604504)","Battery Park City-Lower Manhattan","N/A","N/A","62307S",
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Jacob A. Riis Neighborhood Settlement","I.S. 126 Albert Shanker School for Visual and Performing Arts","Queens","31-51 21 STREET","Astoria","NY","11106","40.766038","-73.929966","1003444","218455","Queens CD 001","Queens CD 001","Council District 022 Queens","77","NDA001Q","QN70","4006382","4005530001","POINT (-73.929966 40.766038)","Astoria","171","258","766694A",
"2020","Discretionary","Over Threshold","Community Services","Good Shepherd Services","Lincoln High School","Brooklyn","2800 OCEAN PARKWAY","BROOKLYN","NY","11235","40.58168045","-73.96730783","993331","151200","Brooklyn CD 013","Brooklyn CD 013","Council District 047 Brooklyn","354","NDA008K","BK23","3196293","3072540001","POINT (-73.96730783 40.58168045)","West Brighton","N/A","N/A","22273R",
"2020","Literacy and Immigrant Services","Adult Literacy - NDA (ABE/HSE/Spanish HSE)","Educational Services","Opportunities for a Better Tomorrow Inc","OBT","Brooklyn","25 THORNTON STREET","Brooklyn","NY","11206","40.70101733","-73.94369881","999861","194681","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","507","Brooklyn Neighborhood Development Area 003","BK75","3061498","3022750021","POINT (-73.94369881 40.70101733)","Bedford","80","67","820409A",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","The Children's Aid Society","The Children's Aid Society","Staten Island","304 PROSPECT AVENUE","Staten Island","NY","10301","40.6378411","-74.097889","957176","172082","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","67","NDA Not-defined","SI35","5113051","5001000030","POINT (-74.097889 40.6378411)","New Brighton-Silver Lake","175","177","124502B",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","The Mott Hall School","Manhattan","71 CONVENT AVENUE","New York","NY","10027","40.81545809","-73.95290834","997285","236374","Manhattan CD 009","Manhattan CD 009","Council District 009 Manhattan","21703","NDA009M","MN06","1084067","1019570001","POINT (-73.95290834 40.81545809)","Manhattanville","115","120","134304B",
"2020","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","YMCA of Greater New York / Dodge","P.S. 11 Purvis J. Behan","Brooklyn","419 WAVERLY AVENUE","Brooklyn","NY","11238","40.6854357","-73.9658766","993599","189021","Brooklyn CD 002","Brooklyn CD 002","Council District 035 Brooklyn","199","NDA002K","BK69","3332865","3019620010","POINT (-73.9658766 40.6854357)","Clinton Hill","167","198","126094A","126094"
"2021","Discretionary","Under Threshold","Community Services","RAJE-USA, Inc.","RAJE-USA, Inc.","Brooklyn","2515 OCEAN PARKWAY","Brooklyn","NY","11235","40.5883795","-73.9652734","993767","153662","Brooklyn CD 013","Brooklyn CD 013","Council District 048 Brooklyn","370","NDA013K","BK19","3344465","3072200001","POINT (-73.9652734 40.5883795)","Brighton Beach","N/A","N/A","28861S",
"2021","Literacy and Immigrant Services","Adult Literacy - ABE/HSE","Educational Services","Council of Jewish Organizations of Flatbush Inc","Council of Jewish Organizations of Flatbush, Inc..","Brooklyn","1523 AVENUE M","Brooklyn","NY","11230","40.6183494","-73.95937","995514","164462","Brooklyn CD 014","Brooklyn CD 014","Council District 044 Brooklyn","768","NDA012K","BK43","3406670","3067350044","POINT (-73.95937 40.6183494)","Midwood","220","125","766614A",
"2021","Beacon","Beacon","Afterschool Programs; Community Services; Educational Services; Family Support","SCAN-HARBOR INC","River East Elementary","Manhattan","2351 1 AVENUE","New York","NY","10035","40.79888402","-73.93331877","1002712","230339","Manhattan CD 011","Manhattan CD 011","Council District 008 Manhattan","194","NDA011M","MN34","1054786","1017970100","POINT (-73.93331877 40.79888402)","East Harlem North","300","44","99332A","99332"
"2020","CSBG","NDA Healthy Families","Community Services; Family Support; Housing Support; Immigrant Services","Council of Jewish Organizations of Flatbush Inc","Council of Jewish Organizations (COJO) Flatbush Main Office","Brooklyn","1523 AVENUE M","Brooklyn","NY","11230","40.61807944","-73.95942678","995514","164462","Brooklyn CD 014","Brooklyn CD 014","Council District 044 Brooklyn","768","NDA014K","BK43","3406670","3067350044","POINT (-73.95942678 40.61807944)","Midwood","N/A","N/A","821409A",
"2021","Discretionary","Under Threshold","Community Services","Center for the Women of New York","Center for the Women of New York","Queens","120-55 QUEENS BOULEVARD","Kew Gardens","NY","11415","40.74932861","-73.93786621","1031766","199208","Queens CD 009","Queens CD 009","Council District 029 Queens","216","Out of NDA","QN60","4052812","4022740002","POINT (-73.93786621 40.74932861)","Kew Gardens","N/A","N/A","48032S",
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Coalition for Hispanic Family Services","PS 7 Louis F. Simeone","Queens","80-55 CORNISH AVENUE","Elmhurst","NY","11373","40.73911506","-73.88248691","1016815","208578","Queens CD 004","Queens CD 004","Council District 025 Queens","485","NDA002Q","QN50","4467710","4015380075","POINT (-73.88248691 40.73911506)","Elmhurst-Maspeth","120","162","124402C","124402"
"2021","Literacy and Immigrant Services","Adult Literacy - BENL/ESOL","Educational Services","Kingsbridge Heights Community Center Inc","Kingsbridge Heights Community Center","Bronx","3101 KINGSBRIDGE TERRACE","Bronx","NY","10463","40.8776646","-73.9006799","1011813","258992","Bronx CD 008","Bronx CD 008","Council District 014 Bronx","277","NDA Not-defined","BX28","2015788","2032570111","POINT (-73.9006799 40.8776646)","Van Cortlandt Village","201","143","766608A",
"2021","Compass","Learning Labs","Community Services; Educational Services; Family Support","YMCA of Greater New York/Greenpoint","McCarren Recreation Center - Learning Lab","Brooklyn","776 LORIMER STREET","Brooklyn","NY","11222","40.72005807","-73.95035307","998012","201617","Brooklyn CD 001","Brooklyn CD 001","Council District 033 Brooklyn","515","NDA Not-defined","BK73","3067525","3026960001","POINT (-73.95035307 40.72005807)","North Side-South Side","60","45","125210C","125210-LL"
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","African Refuge Inc.","AR Inc Youth Center","Staten Island","140 PARK HILL AVENUE","Staten Island","NY","10304","40.6166176","-74.0806913","961711","163836","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","40","Richmond Neighborhood Development Area 001","SI08","5116727","5029220265","POINT (-74.0806913 40.6166176)","Grymes Hill-Clifton-Fox Hills","50","55","143100A","143100"
"2021","Compass","COMPASS Elementary","Afterschool Programs; Community Services; Educational Services","Yeshivath Kehilath Yakov, Inc.","Yeshiva Kehilath Yakov","Brooklyn","4706 10 AVENUE","Brooklyn","NY","11219","40.6400147","-73.99769395","984890","172451","Brooklyn CD 012","Brooklyn CD 012","Council District 038 Brooklyn","114","NDA012K","BK88","3137077","3056250033","POINT (-73.99769395 40.6400147)","Borough Park","100","102","126172A","126172"
"2020","CSBG","High School","Afterschool Programs; Community Services; Educational Services; Family Support; Immigrant Services","RiseBoro Community Partnership Inc","Ridgewood Bushwick Youth Center","Brooklyn","1474 GATES AVENUE","Brooklyn","NY","11237","40.69780111","-73.91382024","1008123","193511","Brooklyn CD 004","Brooklyn CD 004","Council District 037 Brooklyn","433","NDA004K","BK77","3387654","3033440016","POINT (-73.91382024 40.69780111)","Bushwick North","N/A","N/A","820411A",
"2020","Discretionary","Over Threshold","Community Services","Hunts Point Alliance for Children","Youth Development Programming","Bronx","1231 LAFAYETTE AVENUE","Bronx","NY","10474","40.81648594","-73.8902767","1014621","236764","Bronx CD 002","Bronx CD 002","Council District 017 Bronx","93","Bronx Neighborhood Development Area 002","BX27","2005939","2027390015","POINT (-73.8902767 40.81648594)","Hunts Point","N/A","N/A","12454R",
"2020","Discretionary","Under Threshold","Community Services","Family Life Academy Charter School","Family Life Academy Charter School","Bronx","14 WEST 170 STREET","Bronx","NY","10452","40.84042116","-73.91829322","1006858","245476","Bronx CD 004","Bronx CD 004","Council District 016 Bronx","219","NDA004X","BX26","2008292","2028560029","POINT (-73.91829322 40.84042116)","Highbridge","N/A","N/A","12396R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","The Child Center of NY Inc","Corona Arts & Sciences Academy","Queens","98-11 44 AVENUE","Corona","NY","11368","40.74570839","-73.86532925","1021566","210987","Queens CD 004","Queens CD 004","Council District 021 Queens","409","NDA003Q","QN26","4040713","4016280021","POINT (-73.86532925 40.74570839)","North Corona","91","114","142262A","142262"
"2020","Discretionary","Under Threshold","Community Services","Weeks Educational and Social Advocacy Project, Inc.","WEEKS EDUCATIONAL AND SOCIAL ADVOCACY PROJECT INC","Staten Island","1890 FOREST AVENUE","STATEN ISLAND","NY","10303","40.6252905","-74.152851","941813","167110","Richmond CD 001","Richmond CD 001","Council District 049 Richmond","303.02","Richmond Neighborhood Development Area 001","SI12","5107234","5017000054","POINT (-74.152851 40.6252905)","Mariner's Harbor-Arlington-Port Ivory-Graniteville","N/A","N/A","58195R",
"2020","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","Queens Community House, Inc.","M.S. 358","Queens","88-08 164 STREET","Jamaica","NY","11432","40.7082868","-73.7982101","1040259","197536","Queens CD 012","Queens CD 012","Council District 024 Queens","44602","NDA012Q","QN61","4310514","4098130033","POINT (-73.7982101 40.7082868)","Jamaica","100","106","142245A","142245-2"
"2021","Compass","COMPASS Middle School","Afterschool Programs; Community Services; Educational Services","New York Edge, Inc.","Medgar Evers College Preparatory School","Brooklyn","1186 CARROLL STREET","Brooklyn","NY","11225","40.66719417","-73.95116742","997797","182357","Brooklyn CD 009","Brooklyn CD 009","Council District 035 Brooklyn","321","NDA009K","BK63","3348092","3012890025","POINT (-73.95116742 40.66719417)","Crown Heights South","101","114","142176A","142176"
