"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.8316693059467 40.87403500170278)","75X596","X596","P.S. X596","1","2","X178","2097470","2051410150.0","850 BAYCHESTER AVENUE","BRONX","2","NY","10475","11","75","1030803","257757"
"POINT (-73.85554326311143 40.70843092338607)","75Q233","Q233","P.S. Q233","1","7","Q686","4447233","4.0388608E+9","91-30 METROPOLITAN AVENUE","QUEENS","4","NY","11375","28","75","1024300","197410"
"POINT (-73.98686679223194 40.69243374066976)","84K766","K766","The International Charter School of New York","2","2","KCQF","3000339","3001470044.0","55 Willoughby Street","BROOKLYN","3","NY","11201","13","84","987892","191549"
"POINT (-73.8392883305068 40.88437140418773)","11X111","X111","P.S. 111 Seton Falls","1","2","X111","2065992","2049160001.0","3740 BAYCHESTER AVENUE","BRONX","2","NY","10466","11","11","1028689","261519"
"POINT (-73.86603838064804 40.838151836293335)","12X531","X531","Archer Elementary School","1","2","X102","2028640","2039210030.0","1827 ARCHER STREET","BRONX","2","NY","10460","12","12","1021318","244667"
"POINT (-73.87819156818601 40.832508456586545)","12X388","X388","Pan American International High School at Monroe","1","5","X420","2027459","2038640001.0","1300 BOYNTON AVENUE","BRONX","2","NY","10472","12","12","1017958","242606"
"POINT (-73.91175118719372 40.696457424118094)","32K552","K552","The Academy of Urban Planning and Engineering","1","5","K480","3076908","3033650098.0","400 IRVING AVENUE","BROOKLYN","3","NY","11237","32","32","1008721","193027"
"POINT (-73.91175118719372 40.696457424118094)","32K549","K549","The Brooklyn School for Social Justice","1","5","K480","3076908","3033650098.0","400 IRVING AVENUE","BROOKLYN","3","NY","11237","32","32","1008721","193027"
"POINT (-73.91121583984014 40.63538842167877)","18K068","K068","I.S. 068 Isaac Bildersee","1","3","K068","3224947","3080180001.0","956 EAST  82 STREET","BROOKLYN","3","NY","11236","18","18","1008892","170778"
"POINT (-73.8579899121759 40.84502319974415)","11X498","X498","P.S./M.S. 11X498 - Van Nest Academy","1","15","X498","2116414","2040910001.0","1640 BRONXDALE AVE","BRONX","2","NY","10462","11","11","1023541","247174"
"POINT (-73.84857714031575 40.69148124752195)","27Q306","Q306","New York City Academy for Discovery","1","2","Q262","4538070","4.0897501E+9","95-16 89TH AVENUE","QUEENS","4","NY","11421","27","27","1026242","191238"
"POINT (-73.93206669494677 40.687970656228735)","84K649","K649","La Cima Charter School","2","2","K324","3044657","3016360001.0","800 GATES AVENUE","BROOKLYN","3","NY","11221","16","84","1003090","189930"
"POINT (-74.07770344798008 40.64329319646422)","31R066","R066","The Richmond Pre-K Center","1","36","R077","5000084","5000080060.0","120 STUYVESANT PLACE","STATEN ISLAND","5","NY","10301","31","31","962686","173655"
"POINT (-73.97425669031308 40.785234415328866)","03M009","M009","P.S. 009 Sarah Anderson","1","2","M009","1032119","1012140029.0","100 WEST  84 STREET","MANHATTAN","1","NY","10024","3","3","991379","225360"
"POINT (-73.9990942989393 40.73545038513041)","02M041","M041","P.S. 041 Greenwich Village","1","2","M041","1010543","1006060049.0","116 WEST  11 STREET","MANHATTAN","1","NY","10011","2","2","984501","207221"
"POINT (-73.8694344248325 40.685852567995326)","19K171","K171","I.S. 171 Abraham Lincoln","1","3","K171","3092456","3041340020.0","528 RIDGEWOOD AVENUE","BROOKLYN","3","NY","11208","19","19","1020461","189178"
"POINT (-73.93631380577561 40.6620925962995)","84K356","K356","Achievement First Crown Heights Charter School","2","7","K391","3107129","3048060001.0","790 EAST NEW YORK AVENUE","BROOKLYN","3","NY","11203","17","84","1001919","180501"
"POINT (-73.95422881338192 40.80753735757033)","84M483","M483","New York French American Charter School","2","2","MAVC","1059142","1019470023.0","311 WEST 120TH STREET","MANHATTAN","1","NY","10027","3","84","996921","233488"
"POINT (-74.00430602970005 40.64301744120671)","15K896","K896","The School of Creativity and Innovation","1","2","K682","3332092","3007770001.0","736 48TH STREET","BROOKLYN","3","NY","11220","15","15","983055","173545"
"POINT (-73.81996048620573 40.7019634971332)","28Q335","Q335","The Ezra Jack Keats Pre-K Center","1","36","Q383","4196343","4093400104.0","132-10 JAMAICA AVENUE","QUEENS","4","NY","11418","28","28","1034170","195072"
"POINT (-73.98438174182736 40.756089844819904)","02M531","M531","Repertory Company High School for Theatre Arts","1","5","M896","1022615","1009960021.0","123 WEST  43 STREET","MANHATTAN","1","NY","10036","2","2","988577","214741"
"POINT (-73.95572213108925 40.810793182580056)","05M362","M362","Columbia Secondary School","1","4","M125","1059526","1019640012.0","425 WEST 123 STREET","MANHATTAN","1","NY","10027","5","5","996507","234674"
"POINT (-74.08069545370684 40.620443507818656)","31R028","R028","The Eagle Academy for Young Men of Staten Island","1","4","R049","5014184","5005560080.0","101 WARREN STREET","STATEN ISLAND","5","NY","10304","31","31","961848","165331"
"POINT (-73.94444966263289 40.795404112276614)","84M704","M704","Harbor Science and Arts Charter School","2","15","MAIV","1052192","1016380057.0","132 EAST 111 STREET","MANHATTAN","1","NY","10029","4","84","999631","229069"
"POINT (-74.01424794891877 40.67777652820544)","15K698","K698","South Brooklyn Community High School","1","5","K825","3398190","3005750003.0","173 CONOVER STREET","BROOKLYN","3","NY","11231","15","15","980298","186209"
"POINT (-73.72841281025114 40.75648164398063)","75Q811","Q811","P.S. Q811","1","7","Q811","4173060","4083610001.0","61-25 MARATHON PARKWAY","QUEENS","4","NY","11362","26","75","1059492","215000"
"POINT (-74.00615528947368 40.72905220135379)","02M560","M560","High School M560 - City As School","1","5","M641","1009757","1005810054.0","16 CLARKSON STREET","MANHATTAN","1","NY","10014","2","2","982544","204890"
"POINT (-74.07705412788638 40.62083576674147)","75R721","R721","The Richard H. Hungerford School","1","4","R722","5013955","5005340075.0","155 TOMPKINS AVENUE","STATEN ISLAND","5","NY","10304","31","75","962859","165473"
"POINT (-74.09024592485297 40.60265013127071)","31R009","R009","Naples Street Elementary School","1","2","R048","5046419","5031710001.0","1055 TARGEE STREET","STATEN ISLAND","5","NY","10304","31","31","959190","158851"
"POINT (-73.93008241169353 40.86095106735036)","06M322","M322","Middle School 322","1","3","M218","1076756","1021720016.0","4600 BROADWAY","MANHATTAN","1","NY","10040","6","6","1003590","252953"
"POINT (-73.92541637263234 40.81156255117157)","84X233","X233","Family Life Academy Charter School II","2","15","XAGV","2000706","2023140054.0","296 EAST 140 STREET","BRONX","2","NY","10454","7","84","1004896","234960"
"POINT (-73.90577110291824 40.8323284344489)","84X706","X706","Harriet Tubman Charter School","2","15","X256","2001331","2023730014.0","3565 THIRD AVENUE","BRONX","2","NY","10456","9","84","1010326","242531"
"POINT (-73.94725640467159 40.69447000147896)","84K701","K701","Brooklyn Charter School","2","2","K023","3048818","3017590013.0","545 WILLOUGHBY AVENUE","BROOKLYN","3","NY","11206","14","84","998876","192295"
"POINT (-73.8292117758107 40.827080398732754)","75X010","X010","P.S. X010","1","7","X101","2080231","2055470001.0","2750 LAFAYETTE AVENUE","BRONX","2","NY","10465","8","75","1031516","240651"
"POINT (-73.95327603420643 40.77028821651386)","02M416","M416","Eleanor Roosevelt High School","1","5","M855","1045949","1014710005.0","411 EAST 76 STREET","MANHATTAN","1","NY","10021","2","2","997192","219917"
"POINT (-73.89063802455505 40.7285173550522)","24Q058","Q058","P.S. 58 - The School of Heroes","1","2","Q058","4062851","4028020001.0","72-24 GRAND AVENUE","QUEENS","4","NY","11378","24","24","1014561","204714"
"POINT (-73.91752679402552 40.83187358364912)","09X457","X457","Sheridan Academy for Young Leaders","1","2","X090","2002745","2.0245601E+9","1116 SHERIDAN AVENUE","BRONX","2","NY","10456","9","9","1007073","242362"
"POINT (-73.83951724403518 40.69665384629766)","27Q090","Q090","P.S. 090 Horace Mann","1","2","Q090","4192167","4092040028.0","86-50 109 STREET","QUEENS","4","NY","11418","27","27","1028751","193127"
"POINT (-73.7945013450271 40.73718836693682)","26Q216","Q216","J.H.S. 216 George J. Ryan","1","3","Q216","4149078","4069030001.0","64-20 175 STREET","QUEENS","4","NY","11365","26","26","1041199","207921"
"POINT (-73.90497095479014 40.83593433106761)","84X494","X494","Success Academy Charter School - Bronx 2","2","15","X055","2009463","2029020001.0","450 SAINT PAUL'S PLACE","BRONX","2","NY","10456","9","84","1010546","243845"
"POINT (-73.97858033975511 40.669255633642216)","15K463","K463","Cyberarts Studio Academy","1","5","K460","3025510","3010820001.0","237 7 AVENUE","BROOKLYN","3","NY","11215","15","15","990192","183105"
"POINT (-73.98449609680739 40.73000924182911)","01M019","M019","P.S. 019 Asher Levy","1","2","M019","1006478","1004530034.0","185 1 AVENUE","MANHATTAN","1","NY","10003","1","1","988547","205239"
"POINT (-73.89495132383738 40.85329415657569)","10X023","X023","P.S. 023 The New Children's School","1","2","X023","2090472","2030370079.0","2151 WASHINGTON AVENUE","BRONX","2","NY","10457","10","10","1013311","250173"
"POINT (-74.00388355699994 40.6279293604147)","20K187","K187","The Christa McAuliffe School\I.S. 187","1","3","K486","3142008","3057450029.0","1171 65 STREET","BROOKLYN","3","NY","11219","20","20","983172","168048"
"POINT (-73.8953000730093 40.865972249570376)","10X246","X246","P.S. 246 Poe Center","1","2","X843","2013830","2031680027.0","2641 GRAND CONCOURSE","BRONX","2","NY","10468","10","10","1013209","254792"
"POINT (-73.79969247144429 40.716071066083416)","28Q620","Q620","Thomas A. Edison Career and Technical Education High School","1","5","Q620","4211027","4098670002.0","165-65 84 AVENUE","QUEENS","4","NY","11432","28","28","1039778","200224"
"POINT (-73.76665353340742 40.74474378470787)","26Q074","Q074","J.H.S. 074 Nathaniel Hawthorne","1","3","Q074","4163953","4077230001.0","61-15 OCEANIA STREET","QUEENS","4","NY","11364","26","26","1048909","210693"
"POINT (-73.87873126712853 40.86948296297335)","75X168","X168","P.S. 168","1","7","X020","2086851","2033300001.0","3050 WEBSTER AVENUE","BRONX","2","NY","10467","10","75","1017790","256077"
"POINT (-73.95552013511134 40.81574732703197)","05M286","M286","Urban Assembly Academy for Future Leaders","1","3","M043","1059723","1019840033.0","509 WEST 129 STREET","MANHATTAN","1","NY","10027","5","5","996562","236479"
"POINT (-73.99046854907382 40.72241514894925)","01M650","M650","Cascades High School","1","5","M510","1005626","1004220072.0","198 FORSYTH STREET","MANHATTAN","1","NY","10002","1","1","986892","202472"
"POINT (-73.93089845386038 40.642700323645215)","18K208","K208","P.S. 208 Elsa Ebeling","1","2","K208","3105680","3047690025.0","4801 AVENUE D","BROOKLYN","3","NY","11203","18","18","1003427","173437"
"POINT (-73.8093801697246 40.72419555168399)","25Q252","Q252","Queens School of Inquiry, The","1","4","Q168","4147847","4068260001.0","158-40 76 ROAD","QUEENS","4","NY","11366","25","25","1037086","203178"
"POINT (-73.91692770115236 40.63445122762312)","18K578","K578","Brooklyn Bridge Academy","1","5","K515","3224139","3079980005.0","6565 FLATLANDS AVENUE","BROOKLYN","3","NY","11236","18","18","1007307","170435"
"POINT (-73.87412983278176 40.7408244493197)","24Q455","Q455","Newtown High School","1","5","Q455","4045629","4018490001.0","48-01 90 STREET","QUEENS","4","NY","11373","24","24","1019130","209204"
"POINT (-73.93596749637243 40.70369492691709)","84K473","K473","Williamsburg Charter High School","2","5","KBYQ","3394599","0.0","198 VARET STREET","BROOKLYN","3","NY","11206","14","84","1002004","195658"
"POINT (-73.77122534412256 40.77015565533325)","26Q041","Q041","P.S. 041 Crocheron","1","2","Q041","4135975","4061210001.0","214-43 35 AVENUE","QUEENS","4","NY","11361","26","26","1047618","219948"
"POINT (-74.00125033227651 40.640997353012594)","20K220","K220","J.H.S. 220 John J. Pershing","1","3","K220","3012824","3007780023.0","4812 9TH AVENUE","BROOKLYN","3","NY","11220","20","20","983903","172809"
"POINT (-73.95136760096838 40.79309892090311)","84M204","M204","Capital Preparatory (CP) Harlem Charter School","2","4","MADQ","1051499","1016100001.0","1 EAST 104 STREET","MANHATTAN","1","NY","10029","4","84","997716","228228"
"POINT (-73.87863892244283 40.75762990759353)","30Q148","Q148","P.S. 148 Queens","1","2","Q148","4034841","4014190001.0","89-02 32 AVENUE","QUEENS","4","NY","11369","30","30","1017872","215325"
"POINT (-73.90185960643939 40.83093085728332)","84X177","X177","Mott Hall Charter School","2","3","X862","2004302","2026150014.0","1260 FRANKLIN AVENUE","BRONX","2","NY","10456","9","84","1011409","242023"
"POINT (-73.80504495662882 40.70277635547627)","79Q987","Q987","ALC - JAMAICA ACADEMY","1","8","Q883","4448758","4096790067.0","90-40 150 STREET","QUEENS","4","NY","11435","28","79","1038305","195377"
"POINT (-73.77843063204222 40.78233170530703)","25Q294","Q294","BELL Academy","1","3","Q169","4131147","4058650050.0","18-25 212 STREET","QUEENS","4","NY","11360","25","25","1045611","224379"
"POINT (-73.97610466023788 40.69717771359871)","84K752","K752","Success Academy Fort Greene (Brooklyn 5)","2","2","K265","3057942","3020280001.0","101 PARK AVENUE","BROOKLYN","3","NY","11205","13","84","990876","193278"
"POINT (-73.96013797293504 40.71191542387648)","14K050","K050","J.H.S. 050 John D. Wells","1","3","K050","3063128","3024190001.0","183 SOUTH  3 STREET","BROOKLYN","3","NY","11211","14","14","995301","198649"
"POINT (-73.90807098401295 40.844236847663396)","09X070","X070","P.S. 070 Max Schoenfeld","1","2","X070","2007387","2027930028.0","1691 WEEKS AVENUE","BRONX","2","NY","10457","9","9","1009685","246869"
"POINT (-73.89717118241198 40.86940754869853)","10X340","X340","P.S. 340","1","2","X340","2101862","2032470015.0","25 WEST 195 STREET","BRONX","2","NY","10468","10","10","1012690","256043"
"POINT (-73.93574695923756 40.82398862840808)","05M499","M499","Frederick Douglass Academy","1","4","M010","1060198","1.0201601E+9","2581 7TH AVENUE","MANHATTAN","1","NY","10039","5","5","1002033","239485"
"POINT (-73.90713365321784 40.832175835684986)","09X132","X132","P.S. 132 Garret A. Morgan","1","2","X132","2001619","2023900001.0","1245 WASHINGTON AVENUE","BRONX","2","NY","10456","9","9","1009949","242475"
"POINT (-73.98132947012013 40.73837478169209)","02M347","M347","The 47 American Sign Language & English Lower School","1","15","M047","1019775","1009040024.0","223 EAST 23 STREET","MANHATTAN","1","NY","10010","2","2","989424","208287"
"POINT (-73.98297636184543 40.77525617519618)","03M859","M859","Special Music School","1","7","M932","1081024","1011390008.0","129 WEST  67 STREET","MANHATTAN","1","NY","10023","3","3","988965","221724"
"POINT (-73.98610528974463 40.695444662271335)","13K605","K605","George Westinghouse Career and Technical Education High School","1","5","K580","3348044","3001310001.0","105 TECH PLACE","BROOKLYN","3","NY","11201","13","13","988103","192646"
"POINT (-73.93183951314573 40.691514020898204)","16K026","K026","P.S. 026 Jesse Owens","1","2","K026","3043822","3016160001.0","1014 LAFAYETTE AVENUE","BROOKLYN","3","NY","11221","16","16","1003152","191221"
"POINT (-73.87507355856623 40.70518750326926)","24Q119","Q119","P.S./I.S. 119 The Glendale","1","15","Q119","4092660","4038120020.0","74-01 78 AVENUE","QUEENS","4","NY","11385","24","24","1018887","196220"
"POINT (-73.78936553332089 40.764884646689865)","25Q025","Q025","I.S. 025 Adrien Block","1","3","Q025","4119139","4052610001.0","34-65 192 STREET","QUEENS","4","NY","11358","25","25","1042598","218015"
"POINT (-73.9260812638065 40.739831994377795)","24Q199","Q199","P.S. 199 Maurice A. Fitzgerald","1","2","Q199","4002915","4002060003.0","39-20 48 AVENUE","QUEENS","4","NY","11104","24","24","1004734","208826"
"POINT (-73.94767245163978 40.63762583530078)","22K361","K361","P.S. 361 East Flatbush Early Childhood School","1","2","K269","3113780","3049940023.0","1957 NOSTRAND AVENUE","BROOKLYN","3","NY","11210","22","22","998773","171585"
"POINT (-73.91268628037136 40.87737994424796)","10X397","X397","English Language Learners and International Support Preparatory Academy (ELLIS)","1","5","X475","1064532","1022150080.0","99 TERRACE VIEW AVENUE","BRONX","2","NY","10463","10","10","1008396","258943"
