"the_geom","ats_code","loc_code","loc_name","managed_by","lcc","primarybui","bin","bbl","address","city","boronum","state","zip","geodistric","adimindist","xcoordinat","ycoordinat"
"POINT (-73.72159447902418 40.74955680534802)","26Q186","Q186","P.S. 186 Castlewood","1","2","Q186","4173640","4084010375.0","252-12 72 AVENUE","QUEENS","4","NY","11426","26","26","1061389","212483"
"POINT (-73.8316693059467 40.87403500170278)","11X181","X181","I.S. 181 Pablo Casals","1","3","X181","2097470","2051410150.0","800 BAYCHESTER AVENUE","BRONX","2","NY","10475","11","11","1030803","257757"
"POINT (-73.94159851277625 40.7972059899849)","04M057","M057","James Weldon Johnson","1","15","M057","1083184","1016400139.0","176 EAST 115 STREET","MANHATTAN","1","NY","10029","4","4","1000420","229726"
"POINT (-73.81673093820825 40.675021165514494)","27Q226","Q226","J.H.S. 226 Virgil I. Grissom","1","3","Q226","4253607","4.1171401E+9","121-10 ROCKAWAY BOULEVARD","QUEENS","4","NY","11420","27","27","1035086","185258"
"POINT (-73.78268416088362 40.67394906965311)","27Q400","Q400","August Martin High School","1","5","Q400","4265978","4122610001.0","156-10 BAISLEY BOULEVARD","QUEENS","4","NY","11434","27","27","1044531","184889"
"POINT (-73.98833845925252 40.77260817041372)","03M291","M291","West End Secondary School","1","4","M837","1030328","1011540108.0","227-243 WEST 61ST STREET","MANHATTAN","1","NY","10023","3","3","987480","220759"
"POINT (-73.90395176680626 40.83349343698174)","09X517","X517","Frederick Douglass Academy III Secondary School","1","5","X148","2009611","2029250001.0","3630 THIRD AVENUE","BRONX","2","NY","10456","9","9","1010829","242956"
"POINT (-73.88987805064953 40.858721193476875)","10X254","X254","I.S. 254","1","3","X254","2103863","2030580003.0","2452 WASHINGTON AVENUE","BRONX","2","NY","10458","10","10","1014712","252152"
"POINT (-73.85221089877936 40.731016093670966)","28Q175","Q175","P.S. 175 The Lynn Gross Discovery School","1","2","Q175","4051200","4021280014.0","64-35 102 STREET","QUEENS","4","NY","11374","28","28","1025210","205640"
"POINT (-73.79975626197991 40.67562691896372)","84Q374","Q374","Success Academy Charter School - South Jamaica","2","2","Q781","4261207","4120330010.0","120-27 141ST STREET","QUEENS","4","NY","11436","27","84","1039794","185489"
"POINT (-73.92226081840228 40.74200606746503)","24Q343","Q343","The Children's Lab School","1","2","Q313","4002006","4001690006.0","45-45 42ND STREET","QUEENS","4","NY","11104","24","24","1005792","209619"
"POINT (-73.83958399261854 40.83977588386207)","08X405","X405","Herbert H. Lehman High School","1","5","X405","2074045","2053680001.0","3000 EAST TREMONT AVENUE","BRONX","2","NY","10461","11","8","1028637","245271"
"POINT (-73.9604271407208 40.777737369408904)","02M006","M006","P.S. 006 Lillie D. Blake","1","2","M006","1046668","1014930021.0","45 EAST  81 STREET","MANHATTAN","1","NY","10028","2","2","995210","222630"
"POINT (-73.74999806657384 40.768906606266384)","26Q098","Q098","P.S. 098 The Douglaston School","1","2","Q098","4168629","4080820285.0","40-20 235 STREET","QUEENS","4","NY","11363","26","26","1053499","219509"
"POINT (-73.87380381046142 40.768153555587546)","30Q389","Q389","District 30 Pre-K Center","1","36","Q389","4023781","4010900001.0","96-10 23 AVENUE","QUEENS","4","NY","11369","30","30","1019206","219161"
"POINT (-74.01392106240506 40.71802583212873)","02M475","M475","Stuyvesant High School","1","5","M477","1084587","1000160215.0","345 CHAMBERS STREET","MANHATTAN","1","NY","10282","2","2","980391","200873"
"POINT (-73.94785614084716 40.780652766060214)","02M527","M527","P.S. 527 - East Side School for Social Action","1","2","M816","1050217","1015540015.0","323 EAST 91 STREET","MANHATTAN","1","NY","10128","2","2","998691","223694"
"POINT (-73.99601757509248 40.71509794557132)","02M124","M124","P.S. 124 Yung Wing","1","2","M124","1075787","1002890001.0","40 DIVISION STREET","MANHATTAN","1","NY","10002","2","2","985354","199806"
"POINT (-73.99235017365336 40.73615004667451)","02M260","M260","The Clinton School","1","4","M868","1016067","1008420034.0","10 East 15th Street","MANHATTAN","1","NY","10003","2","2","986370","207476"
"POINT (-73.92163189837294 40.86557594391909)","06M366","M366","Washington Heights Academy","1","15","M263","1081910","1022260041.0","202 SHERMAN AVE","MANHATTAN","1","NY","10034","6","6","1005926","254640"
"POINT (-73.84296791597686 40.77802966553618)","25Q029","Q029","P.S. 029 Queens","1","2","Q029","4099925","4042290014.0","125-10 23 AVENUE","QUEENS","4","NY","11356","25","25","1027741","222773"
"POINT (-73.96013797293504 40.71191542387648)","84K182","K182","Success Academy Charter School - Williamsburg","2","2","K050","3063128","3024190001.0","183 SOUTH  3 STREET","BROOKLYN","3","NY","11211","14","84","995301","198649"
"POINT (-73.9139641031197 40.76176235577622)","30Q070","Q070","P.S. 070","1","2","Q070","4442503","4006960014.0","30-45 42 STREET","QUEENS","4","NY","11103","30","30","1008084","216819"
"POINT (-73.80684232054188 40.69486894877499)","28Q050","Q050","P.S. 050 Talfourd Lawn Elementary School","1","2","Q050","4214461","4100240012.0","143-26 101 AVENUE","QUEENS","4","NY","11435","28","28","1037813","192495"
"POINT (-74.08542036729213 40.642090996409934)","31R031","R031","P.S. 031 William T. Davis","1","2","R031","5001150","5000490182.0","55 LAYTON AVENUE","STATEN ISLAND","5","NY","10301","31","31","960544","173219"
"POINT (-74.17818103461036 40.607095576734906)","84R067","R067","John W. Lavelle Preparatory Charter School","2","7","RAHR","5146615","5.0216502E+9","1 TELEPORT DRIVE","STATEN IS","5","NY","10311","31","84","934775","160508"
"POINT (-73.95948462705235 40.66519920154933)","17K375","K375","P.S. 375 Jackie Robinson School","1","2","K320","3034356","3013010001.0","46 MCKEEVER PLACE","BROOKLYN","3","NY","11225","17","17","995490","181629"
"POINT (-73.84403266777186 40.72578751761981)","28Q303","Q303","The Academy for Excellence through the Arts","1","1","Q003","4052265","4022180021.0","108-55 69 AVENUE","QUEENS","4","NY","11375","28","28","1027480","203739"
"POINT (-73.91268628037136 40.87737994424796)","10X477","X477","Marble Hill High School for International Studies","1","5","X475","1064532","1022150080.0","99 TERRACE VIEW AVENUE","BRONX","2","NY","10463","10","10","1008396","258943"
"POINT (-73.96163606228481 40.67859170199625)","13K594","K594","Gotham Professional Arts Academy","1","5","K909","3027982","3011410005.0","561 GRAND AVENUE","BROOKLYN","3","NY","11238","17","13","994891","186508"
"POINT (-73.93918166181251 40.75834200854498)","30Q111","Q111","P.S. 111 Jacob Blackwell","1","15","Q111","4004419","4003630001.0","37-15 13 STREET","QUEENS","4","NY","11101","30","30","1001099","215567"
"POINT (-74.00254059640672 40.74340739611657)","02M419","M419","Landmark High School","1","5","M440","1013096","1007420007.0","351 WEST  18 STREET","MANHATTAN","1","NY","10011","2","2","983546","210120"
"POINT (-73.85593070513221 40.82121847122283)","79X996","X996","ALC - Stevenson Campus","1","8","X450","2022205","2036040039.0","1980 LAFAYETTE AVENUE","BRONX","2","NY","10473","8","79","1024125","238502"
"POINT (-73.9027948139141 40.83388496168688)","09X250","X250","Eximius College Preparatory Academy: A College Board School","1","5","X002","2009617","2029250056.0","1363 FULTON AVENUE","BRONX","2","NY","10456","9","9","1011149","243099"
"POINT (-73.70899988005957 40.75337932100248)","75Q404","QHOS","Hospital Schools - Queens","1","8","QAZJ","4439539","4085200002.0","269-01 76th Avenue","QUEENS","4","NY","11042","24","75","1064874","213887"
"POINT (-73.9725579665287 40.78892568874882)","03M166","M166","P.S. 166 The Richard Rodgers School of The Arts and Technology","1","2","M166","1032308","1012190047.0","132 WEST  89 STREET","MANHATTAN","1","NY","10024","3","3","991849","226705"
"POINT (-73.97872053246172 40.64789303486381)","84K707","K707","Brooklyn Prospect Charter School","2","7","KAGI","3123973","3053160001.0","3002 FORT HAMILTON PARKWAY","BROOKLYN","3","NY","11218","15","84","990155","175322"
"POINT (-73.89860124141892 40.64054368130623)","18K617","K617","High School for Innovation in Advertising and Media","1","5","K500","3230949","3082220001.0","1600 ROCKAWAY PARKWAY","BROOKLYN","3","NY","11236","18","18","1012391","172660"
"POINT (-74.0203435725759 40.63951886549041)","20K971","K971","School of Math, Science, and Healthy Living","1","2","K971","3143927","3057990038.0","6214 4TH AVENUE","BROOKLYN","3","NY","11220","20","20","978604","172271"
"POINT (-73.81673093820825 40.675021165514494)","27Q314","Q314","Epic High School - South","1","5","Q226","4253607","4.1171401E+9","121-10 ROCKAWAY BOULEVARD","QUEENS","4","NY","11420","27","27","1035086","185258"
"POINT (-73.91268517268394 40.67445603846988)","84K626","K626","Achievement First Brownsville Charter School","2","7","K055","3038939","3014480001.0","2021 BERGEN STREET","BROOKLYN","3","NY","11233","23","84","1008470","185011"
"POINT (-73.92221210654492 40.64772871251356)","18K629","K629","Cultural Academy for the Arts and Sciences","1","5","K415","3104598","3047420001.0","5800 TILDEN AVENUE","BROOKLYN","3","NY","11203","18","18","1005836","175271"
"POINT (-73.86164995593063 40.8751727168432)","11X544","X544","High School for Contemporary Arts","1","5","X425","2057045","2046330040.0","800 EAST GUN HILL ROAD","BRONX","2","NY","10467","11","11","1022511","258157"
"POINT (-73.90902286462284 40.848552282252925)","09X568","X568","Young Women's Leadership School of the Bronx","1","4","X117","2007902","2028270001.0","1865 MORRIS AVENUE","BRONX","2","NY","10453","9","9","1009420","248441"
"POINT (-73.91268628037136 40.87737994424796)","84X553","X553","New Visions Charter High School for the Humanities","2","5","X475","1064532","1022150080.0","99 TERRACE VIEW AVENUE","BRONX","2","NY","10463","10","84","1008396","258943"
"POINT (-73.78268416088362 40.67394906965311)","27Q261","Q261","Voyages Prep - South Queens","1","5","Q400","4265978","4122610001.0","156-10 BAISLEY BOULEVARD","QUEENS","4","NY","11434","27","27","1044531","184889"
"POINT (-73.88790938968326 40.729104854160965)","24Q585","Q585","Maspeth High School","1","5","Q585","4062864","4028030001.0","54-40 74TH STREET","QUEENS","4","NY","11373","24","24","1015317","204929"
"POINT (-73.93923264622543 40.79345821106572)","79M607","M607","ALC - EAST HARLEM","1","8","MBEK","1052876","1016830013.0","321 EAST 111TH STREET","NEW YORK","1","NY","10029","4","79","1001076","228361"
"POINT (-74.00191583949801 40.6028090633828)","20K200","K200","P.S. 200 Benson School","1","2","K200","3167818","3064070008.0","1940 BENSON AVENUE","BROOKLYN","3","NY","11214","20","20","983718","158896"
"POINT (-73.89014506279413 40.84370516317017)","12X211","X211","P.S. 211","1","15","X193","2094582","2029510032.0","1919 PROSPECT AVENUE","BRONX","2","NY","10457","12","12","1014645","246681"
"POINT (-73.8871957335021 40.66046568724996)","75K036","K036","P.S. 36","1","7","K857","3097429","3043270024.0","2045 LINDEN BOULEVARD","BROOKLYN","3","NY","11207","19","75","1015547","179922"
"POINT (-73.98290984886425 40.668644273021904)","15K039","K039","P.S. 039 Henry Bristow","1","2","K039","3021932","3010000001.0","417 6 AVENUE","BROOKLYN","3","NY","11215","15","15","988991","182882"
"POINT (-74.19009354538039 40.59154639072086)","31R026","R026","P.S. 026 The Carteret School","1","2","R026","5107386","5026340001.0","4108 VICTORY BOULEVARD","STATEN ISLAND","5","NY","10314","31","31","931455","154850"
"POINT (-73.98925020583347 40.626454971345915)","20K180","K180","The SEEALL Academy","1","15","K180","3130809","3054920001.0","5601 16 AVENUE","BROOKLYN","3","NY","11204","20","20","987234","167511"
"POINT (-73.9460939321079 40.69160666850139)","84K486","K486","New Dawn Charter High School","2","5","KAFM","3329650","3017800033.0","760 DEKALB AVENUE","BROOKLYN","3","NY","11216","13","84","999199","191252"
"POINT (-73.9487716210355 40.703034359678256)","14K318","K318","I.S. 318 Eugenio Maria De Hostos","1","3","K318","3061328","3022460001.0","101 WALTON STREET","BROOKLYN","3","NY","11206","14","14","998454","195415"
"POINT (-73.90673916875171 40.82229179386985)","08X301","X301","M.S. 301 Paul L. Dunbar","1","3","X120","2004496","2026310048.0","890 CAULDWELL AVENUE","BRONX","2","NY","10456","8","8","1010062","238874"
"POINT (-73.92545988191455 40.80819480345993)","84X364","X364","South Bronx Classical Charter School II","2","2","X154","2097030","2022980001.0","333 EAST 135 STREET","BRONX","2","NY","10454","7","84","1004885","233733"
"POINT (-73.98874366793628 40.66080590506512)","75K053","K053","P.S. K053","1","7","K088","3331276","3008800001.0","544 7TH AVENUE","BROOKLYN","3","NY","11215","15","75","987373","180026"
"POINT (-73.99240598339956 40.75303849585782)","79M984","M984","LYFE","1","8","M827","1014421","1007850001.0","500 8 AVENUE","MANHATTAN","1","NY","10018","2","79","986354","213629"
"POINT (-73.94349829554729 40.580161568176166)","22K195","K195","P.S. 195 Manhattan Beach","1","2","K195","3246519","3087520035.0","131 IRWIN STREET","BROOKLYN","3","NY","11235","22","22","999945","150650"
"POINT (-74.00222299200027 40.74251261404425)","02M414","M414","N.Y.C. Museum School","1","5","M070","1079152","1007410010.0","333 WEST  17 STREET","MANHATTAN","1","NY","10011","2","2","983634","209794"
"POINT (-73.88199753316417 40.64664048331897)","19K346","K346","P.S. 346 Abe Stark","1","2","K346","3098294","3044520025.0","1400 PENNSYLVANIA AVENUE","BROOKLYN","3","NY","11239","19","19","1016996","174887"
"POINT (-73.96380827426994 40.71508958084452)","14K084","K084","P.S. 084 Jose De Diego","1","15","K084","3062766","3023910001.0","250 BERRY STREET","BROOKLYN","3","NY","11211","14","14","994283","199805"
"POINT (-74.08379963314043 40.61113643432562)","31R057","R057","P.S. 057 Hubert H. Humphrey","1","2","R057","5043519","5028880040.0","140 PALMA DRIVE","STATEN ISLAND","5","NY","10304","31","31","960983","161941"
"POINT (-73.91369444464816 40.87793513036105)","10X368","X368","In-Tech Academy (M.S. / High School 368)","1","4","X368","2112838","2057160725.0","2975 TIBBETT AVENUE","BRONX","2","NY","10463","10","10","1008117","259145"
"POINT (-73.93717903588889 40.799690389938455)","04M096","M096","P.S. 096 Joseph Lanzetta","1","15","M096","1074333","1017840012.0","216 EAST 120 STREET","MANHATTAN","1","NY","10035","4","4","1001643","230632"
"POINT (-73.97017128124145 40.60272286455133)","21K215","K215","P.S. 215 Morris H. Weiss","1","2","K215","3178584","3066810169.0","415 AVENUE S","BROOKLYN","3","NY","11223","21","21","992533","158866"
"POINT (-73.92381831227497 40.866381604513855)","06M311","M311","Amistad Dual Language School","1","15","M176","1064900","1022340007.0","4862 BROADWAY","MANHATTAN","1","NY","10034","6","6","1005321","254933"
"POINT (-73.98550002671647 40.67619825152872)","75K372","K372","P.S. 372 -The Children's School","1","15","K834","3007707","3004550001.0","512 CARROLL STREET","BROOKLYN","3","NY","11215","15","75","988272","185634"
"POINT (-73.94669514907531 40.71088069809198)","14K018","K018","P.S. 018 Edward Bush","1","2","K018","3069559","3027870001.0","101 MAUJER STREET","BROOKLYN","3","NY","11206","14","14","999028","198274"
"POINT (-73.8693050289181 40.69300255491683)","19K659","K659","Cypress Hills Collegiate Preparatory School","1","5","K420","3090738","3040940001.0","999 JAMAICA AVENUE","BROOKLYN","3","NY","11208","19","19","1020493","191783"
"POINT (-73.92273000771888 40.81041348774998)","07X049","X049","P.S. 049 Willis Avenue","1","2","X049","2000626","2023020040.0","383 EAST 139 STREET","BRONX","2","NY","10454","7","7","1005640","234542"
"POINT (-73.9458839401392 40.64821713508609)","17K181","K181","P.S. 181 Brooklyn","1","15","K181","3327776","3049040010.0","1023 NEW YORK AVENUE","BROOKLYN","3","NY","11203","17","17","999267","175444"
"POINT (-73.91752679402552 40.83187358364912)","09X443","X443","The Family School","1","2","X090","2002745","2.0245601E+9","1116 SHERIDAN AVENUE","BRONX","2","NY","10456","9","9","1007073","242362"
"POINT (-73.93444971324327 40.57835617069674)","22K535","K535","Leon M. Goldstein High School for the Sciences","1","5","K535","3326938","3087600060.0","1830 SHORE BOULEVARD","BROOKLYN","3","NY","11235","22","22","1002459","149994"
"POINT (-73.98706400797131 40.735361830024594)","02M399","M399","The High School For Language And Diplomacy","1","5","M460","1017828","1008720057.0","40 IRVING PLACE","MANHATTAN","1","NY","10003","2","2","987835","207189"
"POINT (-73.98411647422607 40.718121644702386)","01M142","M142","P.S. 142 Amalia Castro","1","2","M142","1004080","1003430001.0","100 ATTORNEY STREET","MANHATTAN","1","NY","10002","1","1","988653","200908"
