"brooklyn_cooperatives_comparable_properties_boro_block_lot","brooklyn_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","brooklyn_cooperatives_comparable_properties_neighborhood","brooklyn_cooperatives_comparable_properties_building_classification","brooklyn_cooperatives_comparable_properties_total_units","brooklyn_cooperatives_comparable_properties_year_built","brooklyn_cooperatives_comparable_properties_gross_sqft","brooklyn_cooperatives_comparable_properties_est_gross_income","brooklyn_cooperatives_comparable_properties_gross_income_per_sqft","brooklyn_cooperatives_comparable_properties_full_market_value","brooklyn_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"3-05692-0040","5624 15 AVENUE
Brooklyn, NY 
(40.6283118454, -73.991976564535)","3","11219","40.62827","-73.991991","12","44","240","3140139","3056920040","Borough Park                                                               ","BOROUGH PARK","D4-ELEVATOR","54","1939","59040","584625","9.9","1670000","28.3","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","0.2","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","2.8"
"3-05218-0001","1802 NEWKIRK AVENUE
Brooklyn, NY 
(40.636800689335, -73.96060118764)","3","11226","40.636866","-73.960529","14","40","518","3120562","3052180001","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","134","1958","152466","1615941","10.6","5020000","32.9","3-05212-0043","2516 NEWKIRK AVENUE
Brooklyn, NY 
(40.639673108024, -73.953048861657)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","16000","162574","10.16","381000","23.81","0.45","3-05213-0062","2617 FOSTER AVENUE
Brooklyn, NY 
(40.638449910913, -73.951964112481)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","13400","132358","9.88","378000","28.2","0.5"
"3-05043-0001","125 HAWTHORNE STREET
Brooklyn, NY 
(40.657508640572, -73.956081466005)","3","11225","40.65751","-73.955777","9","40","802","3115548","3050430001","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-LEFFERTS GARDEN","D4-ELEVATOR","66","1940","77638","739115","9.52","2110000","27.2","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","2.7","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","0.45"
"3-01654-0001","490A JEFFERSON AVENUE
Brooklyn, NY 
(40.684612254526, -73.938276738079)","3","11221","40.68467","-73.937929","3","36","275","3045658","3016540001","Stuyvesant Heights                                                         ","BEDFORD STUYVESANT","C8-WALK-UP","13","1910","9760","168848","17.3","668000","68","3-01656-0001","575 HANCOCK STREET
Brooklyn, NY 
(40.684612188426, -73.932135461366)","BEDFORD STUYVESANT","C1-WALK-UP","23","1910","21600","463320","21.45","2010000","93","0.3","3-01656-0030","680 JEFFERSON AVENUE
Brooklyn, NY 
(40.685520794327, -73.930385442743)","BEDFORD STUYVESANT","C1-WALK-UP","36","1910","27792","256295","9.22","731000","26.3","0.3"
"3-07558-0063","720 31 STREET
Brooklyn, NY 
(40.633480535502, -73.946783586797)","3",,,,,,,,,,"FLATBUSH-EAST","D4-ELEVATOR","63","1963","43146","562171","13.03","2050000","47.5","3-02104-0008","299 ADELPHI STREET
Brooklyn, NY 
(40.688581219042, -73.970907219944)","FORT GREENE","D9-ELEVATOR","71","1927","44046","767666","17.43","3040000","69","4","3-01424-0033","988 MONTGOMERY STREET
Brooklyn, NY 
(40.664350593611, -73.932083268357)","CROWN HEIGHTS","D1-ELEVATOR","53","1927","47164","506356","10.74","1570000","33.3","2.25"
"3-00242-0012","103 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3","11201","40.695053","-73.995218","2","33","501","3001968","3002420012","Brooklyn Heights-Cobble Hill                                               ","BROOKLYN HEIGHTS","D4-ELEVATOR","26","1900","38760","855546","22.07","3710000","96","3-00253-0007","99 JORALEMON STREET
Brooklyn, NY 
(40.693303242648, -73.995784184545)","BROOKLYN HEIGHTS","D3-ELEVATOR","32","1922","30480","701293","23.01","3050000","100","0.1","3-02425-0029","399 HEWES STREET
Brooklyn, NY 
(40.708645651376, -73.951233440758)","WILLIAMSBURG-SOUTH","D9-ELEVATOR","29","1917","25800","543778","21.08","1270000","49.2","2.45"
"3-05376-0058","515 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"OCEAN PARKWAY-NORTH","D4-ELEVATOR","123","1961","114780","1640206","14.29","5990000","52","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1581612","14.08","5770000","51","3.3","3-07235-0001","2612 WEST STREET
Brooklyn, NY 
(40.586035845351, -73.969409550361)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","240","1951","194880","2826236","14.5","9750000","50","3.8"
"3-06681-0307","1890 5 STREET
Brooklyn, NY 
(40.604401888406, -73.968166678192)","3",,,,,,,,,,"OCEAN PARKWAY-SOUTH","D4-ELEVATOR","95","1940","104000","1244115","11.96","4290000","41.3","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.2","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.75"
"3-02437-0007","330 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"WILLIAMSBURG-SOUTH","C6-WALK-UP","30","1912","19680","194832","9.9","456000","23.17","3-02436-0006","300 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","24","1913","19680","203779","10.35","581000","29.5","0.1","3-02425-0040","383 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","WILLIAMSBURG-SOUTH","C1-WALK-UP","41","1915","37236","347496","9.33","991000","26.6","0.1"
"3-07433-0040","1213 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"SHEEPSHEAD BAY","D4-ELEVATOR","250","1960","205454","2755090","13.41","10100000","49.2","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.6"
"3-00739-0037","4404 6 AVENUE
Brooklyn, NY 
(40.646857855454, -74.004956950439)","3","11220","40.647039","-74.004735","7","38","96","3011271","3007390037","Sunset Park East                                                           ","SUNSET PARK","C6-WALK-UP","16","1914","18000","284774","15.82","1130000","63","3-00187-0014","256 PACIFIC STREET
Brooklyn, NY 
(40.688269425396, -73.990398707757)","BOERUM HILL","C1-WALK-UP","25","1920","17215","275066","15.98","1090000","63","2.9","3-00187-0016","260 PACIFIC STREET
Brooklyn, NY 
(40.688205083021, -73.99023141758)","BOERUM HILL","C1-WALK-UP","25","1920","17215","275066","15.98","1090000","63","2.9"
"3-07441-0263","2909 OCEAN AVENUE
Brooklyn, NY 
(40.590289816858, -73.949597569291)","3","11235","40.590101","-73.94964","15","48","59401","3204413","3074410263","Sheepshead Bay-Gerritsen Beach-Manhattan Beach                             ","SHEEPSHEAD BAY","D4-ELEVATOR","54","1957","44840","686935","15.32","2720000","61","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.3","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.25"
"3-01390-0075","1057 EASTERN PARKWAY
Brooklyn, NY 
(40.669156804389, -73.933271987851)","3","11213","40.668915","-73.933095","8","35","351","3037342","3013900075","Crown Heights North                                                        ","CROWN HEIGHTS","C6-WALK-UP","16","1914","15800","202985","12.85","475000","30.1","3-01206-0064","1155 DEAN STREET
Brooklyn, NY 
(40.676983892136, -73.951406334443)","CROWN HEIGHTS","C1-WALK-UP","16","1905","13656","184803","13.53","675000","49.4","1.15","3-01305-0029","394 MONTGOMERY STREET
Brooklyn, NY 
(40.665409234434, -73.951674104675)","CROWN HEIGHTS","C1-WALK-UP","42","1925","30700","367149","11.96","1270000","41.4","1.1"
"3-06794-0043","1800 12 STREET
Brooklyn, NY 
(40.60275430467, -73.984456284843)","3",,,,,,,,,,"MADISON","D4-ELEVATOR","78","1938","75000","758545","10.11","2160000","28.8","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.25","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.35"
"3-05970-0001","7825 4 AVENUE
Brooklyn, NY 
(40.6284559692, -74.02600629264)","3","11209","40.628413","-74.026043","10","43","136","3150336","3059700001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","59","1924","74000","1144040","15.46","4530000","61","3-06047-0031","8708 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","78","1927","62556","1171266","18.72","4640000","74","0.65","3-06107-0029","364 93 STREET
Brooklyn, NY 
(40.618015768336, -74.031381813636)","BAY RIDGE","D1-ELEVATOR","83","1928","57024","847820","14.87","3090000","54","0.75"
"3-06286-0001","8023 19 AVENUE
Brooklyn, NY 
(40.609178135894, -73.997034807285)","3","11214","40.609158","-73.99709","11","47","272","3163356","3062860001","Bensonhurst West                                                           ","BENSONHURST","D4-ELEVATOR","60","1927","57000","522740","9.17","1490000","26.1","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.7","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","4.15"
"3-01234-0001","685 NOSTRAND AVENUE
Brooklyn, NY 
(40.673788447844, -73.950094793848)","3","11216","40.673817","-73.950117","8","36","31701","3031228","3012340001","Crown Heights North                                                        ","CROWN HEIGHTS","D4-ELEVATOR","27","1905","27070","193033","7.13","452000","16.7","3-01205-0022","1154 PACIFIC STREET
Brooklyn, NY 
(40.678040235809, -73.953898041198)","CROWN HEIGHTS","D1-ELEVATOR","47","1926","35784","409999","11.46","1410000","39.4","0.4","3-01228-0060","925 PROSPECT PLACE
Brooklyn, NY 
(40.674105267631, -73.945796053496)","CROWN HEIGHTS","D1-ELEVATOR","82","1900","86804","681344","7.85","1760000","20.28","0.15"
"3-07260-0009","2815 OCEAN PARKWAY
Brooklyn, NY 
(40.581305581498, -73.967053405744)","3","11235","40.581244","-73.967387","13","48","366","3196297","3072600009","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","68","1963","59700","871620","14.6","3180000","53","3-06382-0006","2225 BENSON AVENUE
Brooklyn, NY 
(40.599769304263, -73.994767031686)","GRAVESEND","D1-ELEVATOR","69","1960","52542","713420","13.58","2600000","49.5","1.9","3-05881-0038","15 MACKAY PLACE
Brooklyn, NY 
(40.637146571273, -74.035450291167)","BAY RIDGE","D1-ELEVATOR","69","1960","50400","763379","15.15","3020000","60","5.3"
"3-06099-0051","61 OLIVER STREET
Brooklyn, NY 
(40.619704351971, -74.038487168298)","3","11209","40.619711","-74.038409","10","43","5202","3154979","3060990051","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","127","1954","120000","1726800","14.39","6300000","53","3-07179-0058","2375 3 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","135","1957","112320","1581612","14.08","5770000","51","4.25","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1499696","14.7","3510000","34.4","3.8"
"3-06709-0001","1602 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","129","1941","149400","1516415","10.15","4320000","28.9","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.6","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.5"
"3-05389-0046","490 OCEAN PARKWAY
Brooklyn, NY 
(40.636400548842, -73.973080520455)","3","11218","40.636663","-73.972848","12","39","490","3126788","3053890046","Kensington-Ocean Parkway                                                   ","OCEAN PARKWAY-NORTH","C6-WALK-UP","32","1931","37400","313786","8.39","810000","21.66","3-06498-0055","1001 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-NORTH","C1-WALK-UP","38","1927","32200","246461","7.65","636000","19.75","0.55","3-05390-0053","493 OCEAN PARKWAY
Brooklyn, NY 
(40.63640993871, -73.972447626078)","OCEAN PARKWAY-NORTH","C1-WALK-UP","31","1919","37400","294884","7.88","761000","20.35","0.1"
"3-05495-1018","1170 OCEAN PARKWAY
Brooklyn, NY 
(40.620115611802, -73.97000250683)","3","11230","40.620125","-73.969713","12","44","448","3131068","3054951018","Ocean Parkway South                                                        ","OCEAN PARKWAY-NORTH","D4-ELEVATOR","155","1965","226980","2477885","10.92","7700000","33.9","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","1.3","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","2.85"
"3-00202-0001","28 OLD FULTON STREET
Brooklyn, NY 
(40.702594941505, -73.993872166713)","3","11201","40.702618","-73.993739","2","33","1","3001475","3002020001","Brooklyn Heights-Cobble Hill                                               ","DOWNTOWN-FULTON FERRY","D4-ELEVATOR","86","1906","171000","2782854","16.27","11000000","64","3-00236-0015","55 PIERREPONT STREET
Brooklyn, NY 
(40.695829631478, -73.995231517766)","BROOKLYN HEIGHTS","D7-ELEVATOR","191","1928","157042","2462596","15.68","5760000","36.7","0.45","3-08719-0038","160 END AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BRIGHTON BEACH","D3-ELEVATOR","184","1963","155661","2662934","17.11","10500000","67","8.8"
"3-06580-0008","1402 4 STREET
Brooklyn, NY 
(40.611398158735, -73.978411834713)","3",,,,,,,,,,"GRAVESEND","D4-ELEVATOR","92","1928","79427","598000","7.53","1400000","17.63","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","0.9","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","3.25"
"3-06576-0048","69 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"GRAVESEND","C6-WALK-UP","38","1926","30000","300285","10.01","856000","28.5","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.1","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","3.45"
"3-08721-0360","3131 BRIGHTON 13 STREET
Brooklyn, NY 
(40.578653658105, -73.956416161638)","3","11235","40.577071","-73.956701","13","48","61002","3245725","3087210360","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","383","1962","404149","5795496","14.34","21200000","52","3-07046-0001","3528 MERMAID AVENUE
Brooklyn, NY 
(40.574808038395, -74.000984819778)","CONEY ISLAND","D7-ELEVATOR","261","1979","230500","3663218","15.89","14500000","63","2.35","3-01811-0019","510 QUINCY STREET
Brooklyn, NY 
(40.688107634336, -73.940429528122)","BEDFORD STUYVESANT","D7-ELEVATOR","196","1974","212405","2714389","12.78","9360000","44.1","7.7"
"3-05162-0046","1901 DORCHESTER ROAD
Brooklyn, NY 
(40.64098846809, -73.960486844855)","3","11226","40.641029","-73.960339","14","40","514","3118804","3051620046","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","40","1956","47620","588583","12.36","2030000","42.6","3-03908-0010","2 ELTON STREET
Brooklyn, NY 
(40.683699338276, -73.885701200834)","CYPRESS HILLS","D1-ELEVATOR","53","1928","47505","548835","11.55","1280000","26.9","4.8","3-00220-0016","35 ORANGE STREET
Brooklyn, NY 
(40.699265124451, -73.994165515869)","BROOKLYN HEIGHTS","D1-ELEVATOR","48","1924","47136","600152","12.73","2070000","43.9","4.35"
"3-05930-0001","7401 4 AVENUE
Brooklyn, NY 
(40.631471665454, -74.024758723853)","3","11209","40.631402","-74.024823","10","43","134","3148297","3059300001","Bay Ridge                                                                  ","BAY RIDGE","D4-ELEVATOR","65","1924","64152","991789","15.46","3930000","61","3-06047-0031","8708 RIDGE BOULEVARD
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BAY RIDGE","D1-ELEVATOR","78","1927","62556","1171266","18.72","4640000","74","0.8","3-06107-0029","364 93 STREET
Brooklyn, NY 
(40.618015768336, -74.031381813636)","BAY RIDGE","D1-ELEVATOR","83","1928","57024","847820","14.87","3090000","54","1"
"3-01325-0001","446 KINGSTON AVENUE
Brooklyn, NY 
(40.663571278667, -73.942786366923)","3","11225","40.663537","-73.942764","9","40","329","3035179","3013250001","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-NORTH","D4-ELEVATOR","200","1928","195726","1575836","8.05","4070000","20.79","3-01429-0017","750 LEFFERTS AVENUE
Brooklyn, NY 
(40.663237134024, -73.936138218707)","FLATBUSH-NORTH","D1-ELEVATOR","65","1940","72310","597281","8.26","1540000","21.3","0.4","3-01324-0035","7 BALFOUR PLACE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","FLATBUSH-NORTH","D7-ELEVATOR","45","1928","43780","387873","8.86","1000000","22.84","0.05"
"3-07584-0035","1401 OCEAN AVENUE
Brooklyn, NY 
(40.627962323751, -73.956711540435)","3","11230","40.627691","-73.956755","14","45","762","3206621","3075840035","Midwood                                                                    ","MIDWOOD","D4-ELEVATOR","189","1963","244188","2663529","10.91","8280000","33.9","3-01189-0060","49 CROWN STREET
Brooklyn, NY 
(40.6673142939, -73.959912781658)","CROWN HEIGHTS","D3-ELEVATOR","321","1973","320000","3637675","11.37","8520000","26.6","2.85","3-04981-0001","1401 NEW YORK AVENUE
Brooklyn, NY 
(40.638714790823, -73.945332071737)","FLATBUSH-EAST","D1-ELEVATOR","420","1950","324000","3751376","11.58","12900000","39.8","1"
"3-01059-0050","235 LINCOLN PLACE
Brooklyn, NY 
(40.674980617649, -73.972571831618)","3","11217","40.675041","-73.9728","6","39","159","3024463","3010590050","Park Slope-Gowanus                                                         ","PARK SLOPE","D4-ELEVATOR","47","1937","57786","983263","17.02","3890000","67","3-01179-0097","159 EASTERN PARKWAY
Brooklyn, NY 
(40.672155871843, -73.963919647188)","PROSPECT HEIGHTS","D1-ELEVATOR","72","1927","52140","838910","16.09","3320000","64","0.45","3-00247-0028","74 MONTAGUE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BROOKLYN HEIGHTS","D3-ELEVATOR","59","1912","54640","1025052","18.76","4060000","74","1.85"
"3-08689-0055","3130 BRIGHTON 6 STREET
Brooklyn, NY 
(40.576324169368, -73.96126119591)","3","11235","40.576445","-73.961256","13","48","36002","3245101","3086890055","Brighton Beach                                                             ","BRIGHTON BEACH","D4-ELEVATOR","85","1930","85997","1296834","15.08","5130000","60","3-06026-0001","8415 4 AVENUE
Brooklyn, NY 
(40.623897963169, -74.027877752129)","BAY RIDGE","D1-ELEVATOR","112","1926","81000","1137160","14.04","4150000","51","4.7","3-06069-0013","8829 FT HAMILTON PARKWAY
Brooklyn, NY 
(40.619199405119, -74.025508438186)","BAY RIDGE","D1-ELEVATOR","139","1927","96952","1562848","16.12","6190000","64","4.45"
"3-01980-0007","211 ST JAMES PLACE
Brooklyn, NY 
(40.683252459252, -73.963707560933)","3","11238","40.68338","-73.963768","2","35","201","3056686","3019800007","Clinton Hill                                                               ","CLINTON HILL","C6-WALK-UP","16","1930","11200","217454","19.42","509000","45.4","3-00774-0059","441 49 STREET
Brooklyn, NY 
(40.646471504997, -74.010993083025)","SUNSET PARK","C1-WALK-UP","16","1914","11200","196107","17.51","735000","66","3.55","3-01077-0001","215 8 AVENUE
Brooklyn, NY 
(40.669983488913, -73.97563711367)","PARK SLOPE","C1-WALK-UP","16","1920","11250","239281","21.27","1040000","92","1.1"
"3-05048-0078","289 PARKSIDE AVENUE
Brooklyn, NY 
(40.655739558875, -73.959183310529)","3","11226","40.655708","-73.958903","9","40","79601","3115840","3050480078","Prospect Lefferts Gardens-Wingate                                          ","FLATBUSH-LEFFERTS GARDEN","C6-WALK-UP","16","1931","17800","196175","11.02","459000","25.8","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","2.5","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","0.45"
"3-08429-0036","6910 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"BERGEN BEACH","D4-ELEVATOR","128","1963","117852","1115550","9.47","4070000","34.5","3-05670-0047","1379 54 STREET
Brooklyn, NY 
(40.631225672155, -73.993284116546)","BOROUGH PARK","C7-WALK-UP","11","1916","22500","382764","17.01","1520000","68","4.6","3-05024-0063","526 FLATBUSH AVENUE
Brooklyn, NY 
(40.661320254035, -73.961214173092)","FLATBUSH-LEFFERTS GARDEN","C1-WALK-UP","16","1931","7596","135817","17.88","538000","71","4.15"
"3-05208-0025","2215 NEWKIRK AVENUE
Brooklyn, NY 
(40.638732353691, -73.956723895758)","3","11226","40.638763","-73.956625","14","40","51601","3120283","3052080025","Flatbush                                                                   ","FLATBUSH-CENTRAL","D4-ELEVATOR","77","1927","117564","858434","7.3","2010000","17.1","3-05193-0058","1157 ROGERS AVENUE
Brooklyn, NY 
(40.641717021863, -73.951486170435)","FLATBUSH-CENTRAL","C1-WALK-UP","15","1931","13200","110819","8.4","286000","21.67","0.35","3-05212-0043","2516 NEWKIRK AVENUE
Brooklyn, NY 
(40.639673108024, -73.953048861657)","FLATBUSH-CENTRAL","C1-WALK-UP","16","1931","16000","162574","10.16","381000","23.81","0.2"
"3-00982-0062","333 4 STREET
Brooklyn, NY 
(40.671867822406, -73.983049832828)","3",,,,,,,,,,"PARK SLOPE","D4-ELEVATOR","60","1931","47196","826402","17.51","3270000","69","3-06114-0006","310 94 STREET
Brooklyn, NY 
(40.617672303917, -74.032842558123)","BAY RIDGE","D7-ELEVATOR","74","1928","48000","824364","17.17","3260000","68","4.6","3-01177-0007","781 WASHINGTON AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","CROWN HEIGHTS","D5-ELEVATOR","63","1920","47925","1017829","21.24","2380000","49.7","1.1"
"3-05161-0056","385 18 STREET
Brooklyn, NY 
(40.660395341028, -73.986871217768)","3",,,,,,,,,,"FLATBUSH-CENTRAL","D4-ELEVATOR","71","1940","76446","1102351","14.42","4020000","53","3-07011-0011","2828 28 STREET
Brooklyn, NY 
(40.575693988233, -73.99435949186)","CONEY ISLAND","D1-ELEVATOR","122","1972","102000","1499696","14.7","3510000","34.4","4.85","3-01170-0005","36 PLAZA ST
Brooklyn, NY 
(40.674069569571, -73.97144654162)","PROSPECT HEIGHTS","D6-ELEVATOR","85","1926","75535","1459271","19.32","6340000","84","2.35"
"3-06701-0047","1710 AVENUE
Brooklyn, NY 
(42.433188999772, -78.748646000413)","3",,,,,,,,,,"MIDWOOD","D4-ELEVATOR","37","1937","43200","620550","14.36","2270000","53","3-06683-0052","1965 7 STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","OCEAN PARKWAY-SOUTH","D1-ELEVATOR","35","1931","25075","330990","13.2","775000","30.9","1.75","3-08470-1018","5905 STRICKLAND AVENUE
Brooklyn, NY 
(40.609047457105, -73.914120999897)","MILL BASIN","D9-ELEVATOR","98","2000","107569","4738227","44","23800000","221","2.55"
"3-00292-0049","177 AMITY STREET
Brooklyn, NY 
(40.688866668328, -73.994734553759)","3","11201","40.688729","-73.994292","6","39","45","3003086","3002920049","Carroll Gardens-Columbia Street-Red Hook                                   ","COBBLE HILL","C6-WALK-UP","15","1910","7920","166007","20.96","721000","91","3-00177-0011","354 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BOERUM HILL","C1-WALK-UP","20","1920","9245","221268","23.93","961000","104","0.45","3-00177-0012","356 STATE STREET
Brooklyn, NY 
(42.433188999772, -78.748646000413)","BOERUM HILL","C1-WALK-UP","20","1920","9200","228324","24.82","991000","108","0.45"
