"cb_link_id","boro","community_board","council_district","latitude","longitude","link_installation_status","smallest_ppt","street_address","postcode","link_site_id","link_smoke_tested_and_activated_a","link_installation","neighborhood_tabulation_area_nta","building_identification_number_bin","borough_block_lot_bbl","census_tract_ct","cross_street_1","cross_street_2","ixn_corner","location"
"LINK-021526","Brooklyn","307","38","40.656384000000000","-74.002053000000000","Live","145901","875 4 AVENUE","11232","bk-07-145901","2017-09-05T00:00:00.000","2017-07-31T00:00:00.000","Sunset Park West","3010094","3006810001","3010100","32 STREET","33 STREET","SE","(40.656384, -74.002053)"
"LINK-021926","Brooklyn","305","37","40.676474670000000","-73.897167450000000","Live","145932","62 PENNSYLVANIA AVENUE","11207","bk-05-145932","2018-02-06T00:00:00.000","2017-09-17T00:00:00.000","East New York","3083275","3036690026","3119800","FULTON STREET","ATLANTIC AVENUE","MIDBLOCK","(40.67647467, -73.89716745)"
"mn-05-122593","Manhattan","105","3","40.762331000000000","-73.985923000000000","Live","122593","830 8 AVENUE","10019","mn-05-122593","2016-04-27T00:00:00.000","2016-04-16T00:00:00.000","Midtown-Midtown South","1024808","1010220001","1013100","WEST 50 STREET","WEST 51 STREET","NE","(40.762331, -73.985923)"
"bk-01-125263","Brooklyn","301","33","40.733400000000000","-73.954886000000000","Live","125263","1007 MANHATTAN AVENUE","11222","bk-01-125263","2017-04-14T00:00:00.000","2017-03-11T00:00:00.000","Greenpoint","3064146","3025220043","3056300","HURON STREET","GREEN STREET","NW","(40.7334, -73.954886)"
"mn-01-137399","Manhattan","101","1","40.715484090000000","-74.002666730000000","Live","137399","125 WORTH STREET","10013","mn-01-137399","2016-12-14T00:00:00.000","2016-10-19T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1001831","1001680032","1003100","LAFAYETTE STREET","CENTRE STREET","NE","(40.71548409, -74.00266673)"
"mn-05-137241","Manhattan","105","2","40.738096880000000","-73.987738400000000","Live","137241","245 PARK AVENUE SOUTH","10003","mn-05-137241","2018-05-24T00:00:00.000","2018-03-03T00:00:00.000","Gramercy","1017945","1008750079","1005000","EAST 20 STREET","EAST 19 STREET","MIDBLOCK","(40.73809688, -73.9877384)"
"mn-05-137138","Manhattan","105","4","40.745755980000000","-73.984528730000000","Live","137138","130 MADISON AVENUE","10016","mn-05-137138","2018-02-23T00:00:00.000","2017-09-30T00:00:00.000","Midtown-Midtown South","1016976","1008600065","1007400","EAST 31 STREET","EAST 30 STREET","SW","(40.74575598, -73.98452873)"
"mn-02-123590","Manhattan","102","3","40.727803410000000","-74.005232260000000","Live","123590","56 KING STREET","10014","mn-02-123590","2019-02-13T00:00:00.000","2018-07-31T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1008117","1005190070","1003700","VARICK STREET","6 AVENUE","SE","(40.72780341, -74.00523226)"
"LINK-018383","Staten Island","502","50","40.572850470000000","-74.107538830000000","Live","145734","2381 HYLAN BOULEVARD","10306","si-02-145734","2017-02-28T00:00:00.000","2017-02-19T00:00:00.000","New Dorp-Midland Beach","5052790","5036450001","5012200","LOCUST AVENUE","OTIS AVENUE","NW","(40.57285047, -74.10753883)"
"mn-05-136910","Manhattan","105","3","40.749880000000000","-73.994993000000000","Live","136910","408 8 AVENUE","10001","mn-05-136910","2017-06-30T00:00:00.000","2017-05-26T00:00:00.000","Midtown-Midtown South","1014351","1007807501","1010100","WEST 30 STREET","WEST 31 STREET","SE","(40.74988, -73.994993)"
"mn-08-121020","Manhattan","108","5","40.777528000000000","-73.955153000000000","Live","121020","164 EAST 84 STREET","10028","mn-08-121020","2016-03-24T00:00:00.000","2016-02-26T00:00:00.000","Upper East Side-Carnegie Hill","1047654","1015120040","1014000","3 AVENUE","LEXINGTON AVENUE","SW","(40.777528, -73.955153)"
"mn-03-123800","Manhattan","103","2","40.731538570000000","-73.983245650000000","Live","123800","344 EAST 14 STREET","10003","mn-03-123800","2016-12-16T00:00:00.000","2016-10-16T00:00:00.000","East Village","1006521","1004550029","1004000","1 AVENUE","2 AVENUE","SW","(40.73153857, -73.98324565)"
"mn-07-133636","Manhattan","107","6","40.794895660000000","-73.971856260000000","Live","133636","2565 BROADWAY","10025","mn-07-133636","2017-07-20T00:00:00.000","2017-06-19T00:00:00.000","Upper West Side","1056068","1018687501","1018300","WEST 96 STREET","WEST 97 STREET","NW","(40.79489566, -73.97185626)"
"mn-10-120058","Manhattan","110","9","40.820406170000000","-73.940303970000000","Live","120058","200 WEST 143 STREET","10030","mn-10-120058","2017-10-03T00:00:00.000","2017-08-13T00:00:00.000","Central Harlem North-Polo Grounds","1060430","1020280016","1023200","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","SW","(40.82040617, -73.94030397)"
"mn-08-121049","Manhattan","108","4","40.779453810000000","-73.959680890000000","Live","121049","36 EAST 84 STREET","10028","mn-08-121049","2018-03-29T00:00:00.000","2017-11-18T00:00:00.000","Upper East Side-Carnegie Hill","1046787","1014950049","1014200","MADISON AVENUE","PARK AVENUE","SE","(40.77945381, -73.95968089)"
"bk-08-132895","Brooklyn","308","35","40.673692000000000","-73.962869030000000","Live","132895","773 WASHINGTON AVENUE","11238","bk-08-132895","2018-03-08T00:00:00.000","2017-12-08T00:00:00.000","Prospect Heights","3029426","3011740001","3021500","ST JOHNS PLACE","STERLING PLACE","NE","(40.673692, -73.96286903)"
"mn-04-123508","Manhattan","104","3","40.743578700000000","-73.999894220000000","Live","123508","197 8 AVENUE","10011","mn-04-123508","2016-04-07T00:00:00.000","2016-03-18T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013263","1007440036","1008900","WEST 20 STREET","WEST 21 STREET","NW","(40.7435787, -73.99989422)"
"mn-04-134100","Manhattan","104","3","40.742827920000000","-73.993003480000000","Live","134100","711 6 AVENUE","10011","mn-04-134100","2018-07-06T00:00:00.000","2018-02-12T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014803","1007980049","1009100","WEST 23 STREET","WEST 22 STREET","SW","(40.74282792, -73.99300348)"
"mn-07-121323","Manhattan","107","6","40.775443280000000","-73.982366870000000","Live","121323","1995 BROADWAY","10023","mn-07-121323","2017-10-06T00:00:00.000","2017-06-17T00:00:00.000","Lincoln Square","1070358","1011397502","1015300","WEST 68 STREET","WEST 67 STREET","NW","(40.77544328, -73.98236687)"
"mn-06-121816","Manhattan","106","4","40.753899000000000","-73.972326000000000","Live","121816","754 3 AVENUE","10017","mn-06-121816","2016-02-22T00:00:00.000","2016-02-07T00:00:00.000","Turtle Bay-East Midtown","1036207","1013010033","1009200","EAST 47 STREET","EAST 46 STREET","SW","(40.753899, -73.972326)"
"mn-05-135892","Manhattan","105","4","40.752544820000000","-73.979585200000000","Live","135892","300 MADISON AVENUE","10017","mn-05-135892","2017-07-19T00:00:00.000","2017-04-30T00:00:00.000","Murray Hill-Kips Bay","1085972","1012760058","1008200","EAST 42 STREET","EAST 41 STREET","MIDBLOCK","(40.75254482, -73.9795852)"
"mn-06-133664","Manhattan","106","2","40.745823810000000","-73.980035070000000","Live","133664","221 LEXINGTON AVENUE","10016","mn-06-133664","2018-05-31T00:00:00.000","2018-04-07T00:00:00.000","Murray Hill-Kips Bay","1018494","1008890022","1007200","EAST 33 STREET","EAST 34 STREET","NE","(40.74582381, -73.98003507)"
"bx-01-117230","Bronx","201","8","40.807377520000000","-73.917000420000000","Live","117230","256 ST. ANN'S AVENUE","10454","bx-01-117230","2018-07-02T00:00:00.000","2018-02-25T00:00:00.000","Mott Haven-Port Morris","2003623","2025510003","2002702","EAST 139 STREET","MONSIGNOR GERALD J RYAN BOULEVAR","SE","(40.80737752, -73.91700042)"
"bx-05-119606","Bronx","205","14","40.860630000000000","-73.902369000000000","Live","119606","2374 JEROME AVENUE","10468","bx-05-119606","2016-07-01T00:00:00.000","2016-06-09T00:00:00.000","Fordham South","2014093","2031880001","2023900","EAST 184 STREET","EAST FORDHAM ROAD","NE","(40.86063, -73.902369)"
"mn-08-135119","Manhattan","108","5","40.76258315803982","-73.95945972744822","Live","135119","400 EAST 64 STREET","10065","mn-08-135119","2021-03-30T00:00:00.000","2018-03-23T00:00:00.000","Lenox Hill-Roosevelt Island","1045387","1014580045","1010602","1 AVENUE","EAST 63 STREET","SE","(40.76258315803982, -73.95945972744822)"
"mn-06-121527","Manhattan","106","4","40.750156000000000","-73.974741000000000","Live","121527","639 3 AVENUE","10017","mn-06-121527","2016-07-01T00:00:00.000","2016-06-11T00:00:00.000","Turtle Bay-East Midtown","1037545","1013150001","1008800","EAST 41 STREET","EAST 42 STREET","SE","(40.750156, -73.974741)"
"mn-05-133695","Manhattan","105","2","40.744174680000000","-73.987548940000000","Live","133695","233 5 AVENUE","10016","mn-05-133695","2018-04-04T00:00:00.000","2017-08-12T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1016882","1008570001","1005600","EAST 27 STREET","EAST 28 STREET","NE","(40.74417468, -73.98754894)"
"mn-09-136852","Manhattan","109","7","40.829424000000000","-73.948046000000000","Live","136852","3632 BROADWAY","10031","mn-09-136852","2018-03-13T00:00:00.000","2017-10-28T00:00:00.000","Hamilton Heights","1062124","1020810061","1023300","WEST 149 STREET","WEST 150 STREET","SE","(40.829424, -73.948046)"
"mn-05-122657","Manhattan","105","4","40.763036000000000","-73.981711000000000","Live","122657","821 7 AVENUE","10019","mn-05-122657","2017-06-29T00:00:00.000","2017-04-01T00:00:00.000","Midtown-Midtown South","1023166","1010067501","1013100","WEST 53 STREET","WEST 54 STREET","NE","(40.763036, -73.981711)"
"mn-10-119886","Manhattan","110","9","40.820796110000000","-73.943284980000000","Live","119886","2660 FREDERICK DOUGLASS BOULEVARD","10030","mn-10-119886","2016-12-16T00:00:00.000","2016-11-14T00:00:00.000","Central Harlem North-Polo Grounds","1086080","1020270001","1023000","WEST 142 STREET","WEST 141 STREET","SE","(40.82079611, -73.94328498)"
"LINK-018224","Bronx","201","8","40.813594740000000","-73.930400280000000","Live","145821","250 WALTON AVENUE","10451","bx-01-145821","2017-05-16T00:00:00.000","2017-04-15T00:00:00.000","West Concourse","2001020","2023440001","2006300","EAST 138 STREET","EAST 140 STREET","NE","(40.81359474, -73.93040028)"
"LINK-021403","Queens","409","29","40.700634830000000","-73.827096870000000","Live","145912","123-08 JAMAICA AVENUE","11418","qu-09-145912","2017-09-25T00:00:00.000","2017-08-19T00:00:00.000","Richmond Hill","4196009","4093320005","4014201","123 STREET","124 STREET","SE","(40.70063483, -73.82709687)"
"LINK-018064","Brooklyn","302","35","40.684549050000000","-73.970224620000000","Live","145753","770 FULTON STREET","11238","bk-02-145753","2017-03-24T00:00:00.000","2017-03-02T00:00:00.000","Fort Greene","3321980","3020070014","3017900","ADELPHI STREET","CARLTON AVENUE","SW","(40.68454905, -73.97022462)"
"LINK-021397","Queens","409","32","40.697047000000000","-73.837293000000000","Live","145878","86-56 111 STREET","11418","qu-09-145878","2017-08-23T00:00:00.000","2017-07-15T00:00:00.000","Richmond Hill","4192617","4092240031","4012800","JAMAICA AVENUE","86 AVENUE","NW","(40.697047, -73.837293)"
"mn-04-115165","Manhattan","104","3","40.742674260000000","-73.996549000000000","Live","115165","183 7 AVENUE","10011","mn-04-115165","2018-05-11T00:00:00.000","2018-03-18T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1014761","1007960073","1008700","WEST 21 STREET","WEST 20 STREET","SE","(40.74267426, -73.996549)"
"LINK-018146","Queens","402","30","40.739393000000000","-73.892498000000000","Live","145740","70-50 QUEENS BOULEVARD","11377","qu-02-145740","2017-03-20T00:00:00.000","2017-02-25T00:00:00.000","Elmhurst-Maspeth","4056418","4024440040","4048900","72 STREET","70 STREET","SW","(40.739393, -73.892498)"
"bk-17-126292","Brooklyn","317","41","40.651341000000000","-73.940166000000000","Live","126292","3923 CHURCH AVENUE","11203","bk-17-126292","2018-07-24T00:00:00.000","2018-02-26T00:00:00.000","East Flatbush-Farragut","3108908","3048760033","3081400","EAST 40 STREET","EAST 39 STREET","NW","(40.651341, -73.940166)"
"mn-05-122453","Manhattan","105","3","40.747904000000000","-73.992745000000000","Live","122453","341 7 AVENUE","10001","mn-05-122453","2016-12-16T00:00:00.000","2016-10-22T00:00:00.000","Midtown-Midtown South","1015135","1008050001","1009500","WEST 29 STREET","WEST 30 STREET","SE","(40.747904, -73.992745)"
"mn-10-120062","Manhattan","110","9","40.821828000000000","-73.939286000000000","Live","120062","201 WEST 145 STREET","10039","mn-10-120062","2017-09-12T00:00:00.000","2017-07-19T00:00:00.000","Central Harlem North-Polo Grounds","1060482","1020310029","1023200","ADAM CLAYTON POWELL JR BOULEVARD","FREDERICK DOUGLASS BOULEVARD","NW","(40.821828, -73.939286)"
"mn-07-121209","Manhattan","107","6","40.781861190000000","-73.979137470000000","Live","121209","355 AMSTERDAM AVENUE","10024","mn-07-121209","2018-05-17T00:00:00.000","2018-02-17T00:00:00.000","Upper West Side","1030188","1011480061","1016100","WEST 77 STREET","WEST 78 STREET","NE","(40.78186119, -73.97913747)"
"bx-04-113552","Bronx","204","8","40.827824710000000","-73.924832800000000","Live","113552","875 GERARD AVENUE","10452","bx-04-113552","2016-07-15T00:00:00.000","2016-07-01T00:00:00.000","West Concourse","2002991","2024840035","2019500","EAST 161 STREET","EAST 162 STREET","NW","(40.82782471, -73.9248328)"
"bk-03-126647","Brooklyn","303","41","40.678654000000000","-73.916507000000000","Live","126647","1961 FULTON STREET","11233","bk-03-126647","2017-02-24T00:00:00.000","2016-11-11T00:00:00.000","Stuyvesant Heights","3041785","3015360001","3037900","SARATOGA AVENUE","HULL STREET","NW","(40.678654, -73.916507)"
"mn-02-133831","Manhattan","102","2","40.734036000000000","-73.991208000000000","Live","133831","62 EAST 13 STREET","10003","mn-02-133831","2016-11-10T00:00:00.000","2016-10-15T00:00:00.000","West Village","1080130","1005647501","1006100","BROADWAY","UNION SQUARE WEST","SW","(40.734036, -73.991208)"
"mn-07-107743","Manhattan","107","7","40.800504330000000","-73.966106610000000","Live","107743","200 WEST 106 STREET","10025","mn-07-107743","2018-06-05T00:00:00.000","2017-12-12T00:00:00.000","Upper West Side","1056619","1018770036","1019100","AMSTERDAM AVENUE","BROADWAY","SW","(40.80050433, -73.96610661)"
"mn-08-134750","Manhattan","108","4","40.762896000000000","-73.965443000000000","Live","134750","1031 3 AVENUE","10065","mn-08-134750","2016-03-29T00:00:00.000","2016-03-05T00:00:00.000","Lenox Hill-Roosevelt Island","1043779","1014160001","1011000","EAST 61 STREET","EAST 62 STREET","NE","(40.762896, -73.965443)"
"mn-12-120772","Manhattan","112","10","40.847270160000000","-73.935362110000000","Live","120772","1359 ST. NICHOLAS AVENUE","10033","mn-12-120772","2018-02-06T00:00:00.000","2017-12-06T00:00:00.000","Washington Heights South","1063550","1021440042","1026300","WEST 178 STREET","WEST 177 STREET","SW","(40.84727016, -73.93536211)"
"mn-01-145538","Manhattan","101","1","40.722870420000000","-74.007979770000000","Live","145538","200 HUDSON STREET","10013","mn-01-145538","2017-10-10T00:00:00.000","2017-08-05T00:00:00.000","SoHo-TriBeCa-Civic Center-Little Italy","1002854","1002210030","1003300","DESBROSSES STREET","VESTRY STREET","NE","(40.72287042, -74.00797977)"
"mn-03-123820","Manhattan","103","2","40.725641000000000","-73.989698000000000","Live","123820","54 2 AVENUE","10003","mn-03-123820","2016-09-15T00:00:00.000","2016-09-02T00:00:00.000","East Village","1006162","1004450001","1003800","EAST 3 STREET","EAST 4 STREET","NE","(40.725641, -73.989698)"
"bx-04-119146","Bronx","204","8","40.818942000000000","-73.928370000000000","Live","119146","135 EAST 149 STREET","10451","bx-04-119146","2016-06-15T00:00:00.000","2016-05-12T00:00:00.000","West Concourse","2001114","2023520053","2006300","WALTON AVENUE","GERARD AVENUE","NW","(40.818942, -73.92837)"
"mn-06-133521","Manhattan","106","2","40.735348190000000","-73.985845670000000","Live","133521","188 3 AVENUE","10003","mn-06-133521","2016-01-19T00:00:00.000","2015-12-28T00:00:00.000","Gramercy","1017853","1008730033","1005000","EAST 17 STREET","EAST 18 STREET","NW","(40.73534819, -73.98584567)"
"mn-05-121959","Manhattan","105","4","40.758632940000000","-73.975340750000000","Live","121959","23 EAST 51 STREET","10022","mn-05-121959","2017-05-26T00:00:00.000","2017-04-30T00:00:00.000","Midtown-Midtown South","1035470","1012870014","1010200","MADISON AVENUE","5 AVENUE","NW","(40.75863294, -73.97534075)"
"LINK-018149","Queens","402","26","40.740962000000000","-73.901886000000000","Live","145778","63-14 QUEENS BOULEVARD","11377","qu-02-145778","2017-03-28T00:00:00.000","2017-03-04T00:00:00.000","Woodside","4053628","4023247501","4024500","64 STREET","61 STREET","SW","(40.740962, -73.901886)"
"LINK-020655","Brooklyn","302","33","40.686177000000000","-73.991014000000000","Live","145904","71 WYCKOFF STREET","11201","bk-02-145904","2017-09-18T00:00:00.000","2017-07-31T00:00:00.000","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","3005750","3003840049","3006900","SMITH STREET","COURT STREET","NW","(40.686177, -73.991014)"
"qu-06-124182","Queens","406","29","40.717664000000000","-73.836262000000000","Live","124182","112-28 QUEENS BOULEVARD","11375","qu-06-124182","2016-07-29T00:00:00.000","2016-07-20T00:00:00.000","Forest Hills","4449594","4033397501","4076901","76 AVENUE","75 ROAD","SW","(40.717664, -73.836262)"
"mn-03-138537","Manhattan","103","2","40.730231650000000","-73.989262170000000","Live","138537","35 3 AVENUE","10003","mn-03-138537","2016-10-21T00:00:00.000","2016-09-18T00:00:00.000","East Village","1006764","1004650001","1004000","EAST 9 STREET","EAST 10 STREET","NE","(40.73023165, -73.98926217)"
"mn-09-140440","Manhattan","109","7","40.815593770000000","-73.954507260000000","Live","140440","1417 AMSTERDAM AVENUE","10027","mn-09-140440","2017-06-14T00:00:00.000","2016-11-19T00:00:00.000","Manhattanville","1059619","1019690079","1021303","WEST 129 STREET","WEST 130 STREET","SE","(40.81559377, -73.95450726)"
"qu-04-125340","Queens","404","25","40.747543370000000","-73.884097860000000","Live","125340","81-18 ROOSEVELT AVENUE","11372","qu-04-125340","2017-09-07T00:00:00.000","2017-07-08T00:00:00.000","Elmhurst","4036867","4014920009","4026901","82 STREET","81 STREET","SW","(40.74754337, -73.88409786)"
"mn-06-121529","Manhattan","106","4","40.749604930000000","-73.975533800000000","Live","121529","155 EAST 40 STREET","10017","mn-06-121529","2016-12-05T00:00:00.000","2016-11-13T00:00:00.000","Murray Hill-Kips Bay","1036148","1012950033","1008000","3 AVENUE","LEXINGTON AVENUE","NW","(40.74960493, -73.9755338)"
"mn-05-136688","Manhattan","105","4","40.746719760000000","-73.985935720000000","Live","136688","302 5 AVENUE","10001","mn-05-136688","2017-05-10T00:00:00.000","2017-03-18T00:00:00.000","Midtown-Midtown South","1015816","1008330038","1007600","WEST 31 STREET","WEST 32 STREET","NW","(40.74671976, -73.98593572)"
"mn-07-107927","Manhattan","107","6","40.784128000000000","-73.979996000000000","Live","107927","2227 BROADWAY","10024","mn-07-107927","2018-01-03T00:00:00.000","2017-10-11T00:00:00.000","Upper West Side","1032623","1012270006","1016700","WEST 79 STREET","WEST 80 STREET","NW","(40.784128, -73.979996)"
"qu-12-144028","Queens","412","24","40.703768560000000","-73.799343320000000","Live","144028","159-29 JAMAICA AVENUE","11432","qu-12-144028","2016-09-28T00:00:00.000","2016-08-18T00:00:00.000","Jamaica","4208839","4097560056","4044601","160 STREET","PARSONS BOULEVARD","NW","(40.70376856, -73.79934332)"
"mn-12-134789","Manhattan","112","10","40.846874770000000","-73.935652870000000","Live","134789","1341 ST. NICHOLAS AVENUE","10033","mn-12-134789","2020-10-14T00:00:00.000","2017-12-06T00:00:00.000","Washington Heights South","1063551","1021440045","1026300","WEST 177 STREET","WEST 178 STREET","NW","(40.84687477, -73.93565287)"
"mn-07-121191","Manhattan","107","6","40.776530060000000","-73.983015150000000","Live","121191","197 AMSTERDAM AVENUE","10023","mn-07-121191","2016-10-07T00:00:00.000","2016-08-19T00:00:00.000","Lincoln Square","1028950","1011407501","1015300","WEST 69 STREET","WEST 68 STREET","SE","(40.77653006, -73.98301515)"
"mn-06-133531","Manhattan","106","2","40.734769630000000","-73.986259350000000","Live","133531","180 3 AVENUE","10003","mn-06-133531","2016-01-27T00:00:00.000","2016-01-08T00:00:00.000","Gramercy","1017822","1008720035","1005000","EAST 16 STREET","EAST 17 STREET","NW","(40.73476963, -73.98625935)"
"LINK-021522","Brooklyn","307","38","40.662189000000000","-73.996017000000000","Live","145867","691 4 AVENUE","11232","bk-07-145867","2017-08-22T00:00:00.000","2017-07-15T00:00:00.000","Sunset Park West","3000000","3006430001","3014500","22 STREET","21 STREET","NE","(40.662189, -73.996017)"
"mn-05-133511","Manhattan","105","4","40.760632170000000","-73.984282890000000","Live","133511","208 WEST 49 STREET","10019","mn-05-133511","2016-07-19T00:00:00.000","2016-04-30T00:00:00.000","Midtown-Midtown South","1024779","1010200038","1012500","BROADWAY","7 AVENUE","NW","(40.76063217, -73.98428289)"
"mn-04-123541","Manhattan","104","3","40.739718560000000","-74.002216560000000","Live","123541","265 WEST 14 STREET","10011","mn-04-123541","2016-04-07T00:00:00.000","2016-03-11T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1013711","1007640001","1008100","8 AVENUE","7 AVENUE","NE","(40.73971856, -74.00221656)"
"mn-04-122406","Manhattan","104","3","40.76065999","-73.99820283","Live","134852","560 WEST 42 STREET","10036","mn-04-122406","2019-01-17T00:00:00.000","2018-05-19T00:00:00.000","Murray Hill-Kips Bay","1018483","1008880044","1007200","11 AVENUE","10 AVENUE","SE","(40.76065999, -73.99820283)"
"mn-04-138190","Manhattan","104","3","40.740772460000000","-73.998204100000000","Live","138190","120 7 AVENUE","10011","mn-04-138190","2018-03-20T00:00:00.000","2017-11-11T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1086067","1007677503","1008100","WEST 18 STREET","WEST 17 STREET","MIDBLOCK","(40.74077246, -73.9982041)"
"mn-05-123647","Manhattan","105","3","40.743202840000000","-73.989205820000000","Live","123647","1123 BROADWAY","10010","mn-05-123647","2016-12-05T00:00:00.000","2016-10-29T00:00:00.000","Hudson Yards-Chelsea-Flatiron-Union Square","1015618","1008270028","1005800","WEST 25 STREET","WEST 26 STREET","SW","(40.74320284, -73.98920582)"
"mn-04-144139","Manhattan","104","3","40.767357590000000","-73.982563540000000","Live","144139","989 8 AVENUE","10019","mn-04-144139","2016-08-03T00:00:00.000","2016-07-20T00:00:00.000","Clinton","1026054","1010480033","1013900","WEST 57 STREET","WEST 58 STREET","SW","(40.76735759, -73.98256354)"
"mn-10-111709","Manhattan","110","9","40.812655660000000","-73.949489440000000","Live","111709","2407 FREDERICK DOUGLASS BOULEVARD","10027","mn-10-111709","2016-11-16T00:00:00.000","2016-10-14T00:00:00.000","Central Harlem North-Polo Grounds","1059403","1019550017","1021500","WEST 129 STREET","WEST 128 STREET","SW","(40.81265566, -73.94948944)"
"mn-07-121346","Manhattan","107","6","40.777921000000000","-73.981853000000000","Live","121346","2060 BROADWAY","10023","mn-07-121346","2017-02-27T00:00:00.000","2017-01-27T00:00:00.000","Lincoln Square","1029873","1011430001","1015700","WEST 71 STREET","WEST 72 STREET","NE","(40.777921, -73.981853)"
"LINK-018384","Staten Island","502","50","40.573465990000000","-74.106916850000000","Live","145737","2361 HYLAN BOULEVARD","10306","si-02-145737","2017-02-28T00:00:00.000","2017-02-19T00:00:00.000","New Dorp-Midland Beach","5052769","5036440001","5012200","OTIS AVENUE","BRYANT AVENUE","NW","(40.57346599, -74.10691685)"
"mn-06-137072","Manhattan","106","4","40.750716540000000","-73.974088030000000","Live","137072","201 EAST 42 STREET","10017","mn-06-137072","2016-03-09T00:00:00.000","2016-02-07T00:00:00.000","Turtle Bay-East Midtown","1037549","1013160001","1008800","3 AVENUE","2 AVENUE","NE","(40.75071654, -73.97408803)"
"mn-07-121239","Manhattan","107","6","40.785021250000000","-73.978807150000000","Live","121239","236 WEST 81 STREET","10024","mn-07-121239","2016-05-23T00:00:00.000","2016-04-22T00:00:00.000","Upper West Side","1070992","1012287501","1016700","BROADWAY","AMSTERDAM AVENUE","SE","(40.78502125, -73.97880715)"
"25088","Queens","412","27","40.7078366","-73.7859064","Installed","114989","173-20 JAMAICA AVENUE","11433","qu-12-114989",,"2022-04-28T00:00:00.000","Jamaica","4217495","4102120018","4044400","175th Street","173rd Street",,"(40.7078366, -73.7859064)"
"mn-05-122591","Manhattan","105","3","40.760283000000000","-73.987313000000000","Live","122591","270 WEST 47 STREET","10036","mn-05-122591","2017-10-02T00:00:00.000","2017-07-29T00:00:00.000","Midtown-Midtown South","1024748","1010180061","1012500","8 AVENUE","BROADWAY","SE","(40.760283, -73.987313)"
"mn-08-135983","Manhattan","108","4","40.764097000000000","-73.970823000000000","Live","135983","20 EAST 60 STREET","10022","mn-08-135983","2017-05-19T00:00:00.000","2017-01-29T00:00:00.000","Upper East Side-Carnegie Hill","1040761","1013740047","1011401","MADISON AVENUE","PARK AVENUE","SE","(40.764097, -73.970823)"
"mn-12-135041","Manhattan","112","10","40.848443850000000","-73.934241000000000","Live","135041","1398 ST. NICHOLAS AVENUE","10033","mn-12-135041","2018-03-01T00:00:00.000","2017-12-06T00:00:00.000","Washington Heights South","1063625","1021530036","1026100","WEST 180 STREET","WEST 179 STREET","SE","(40.84844385, -73.934241)"
"qu-12-141541","Queens","412","27","40.704609110000000","-73.796800560000000","Live","141541","163-02 JAMAICA AVENUE","11433","qu-12-141541","2016-09-23T00:00:00.000","2016-08-27T00:00:00.000","Jamaica","4216196","4101510001","4044601","163 STREET","GUY R BREWER BOULEVARD","SE","(40.70460911, -73.79680056)"
"mn-08-135082","Manhattan","108","5","40.766951730000000","-73.956464620000000","Live","135082","1320 1 AVENUE","10021","mn-08-135082","2018-03-06T00:00:00.000","2017-12-07T00:00:00.000","Lenox Hill-Roosevelt Island","1045808","1014650001","1012400","EAST 71 STREET","EAST 70 STREET","SE","(40.76695173, -73.95646462)"
"mn-07-133393","Manhattan","107","6","40.784712000000000","-73.979564000000000","Live","133393","2245 BROADWAY","10024","mn-07-133393","2016-11-21T00:00:00.000","2016-11-05T00:00:00.000","Upper West Side","1081047","1012280008","1016700","WEST 80 STREET","WEST 81 STREET","NW","(40.784712, -73.979564)"
"LINK-014507","Bronx","202","17","40.8089283","-73.8820867","Installed","145582","1360 EAST BAY AVENUE","10474","bx-02-145582",,"2022-07-01T00:00:00.000","Hunts Point","2006920","2027720213","2009300","EAST BAY AVENUE","VIELE AVENUE",,"(40.8089283, -73.8820867)"
"mn-08-121048","Manhattan","108","4","40.779560910000000","-73.959954100000000","Live","121048","26 EAST 84 STREET","10028","mn-08-121048","2020-11-24T00:00:00.000","2018-04-10T00:00:00.000","Upper East Side-Carnegie Hill","1046790","1014950057","1014200","MADISON AVENUE","5 AVENUE","SW","(40.77956091, -73.9599541)"
"qu-03-139602","Queens","403","25","40.747412280000000","-73.887615090000000","Live","139602","37-69 78 STREET","11372","qu-03-139602","2017-08-25T00:00:00.000","2017-07-08T00:00:00.000","Jackson Heights","4029944","4012890043","4028500","ROOSEVELT AVENUE","37 AVENUE","NE","(40.74741228, -73.88761509)"
"mn-08-121734","Manhattan","108","4","40.761604120000000","-73.966388300000000","Live","121734","991 3 AVENUE","10022","mn-08-121734","2016-03-29T00:00:00.000","2016-02-27T00:00:00.000","Lenox Hill-Roosevelt Island","1043336","1014140001","1011000","EAST 59 STREET","EAST 60 STREET","NE","(40.76160412, -73.9663883)"
