"borough","boro","block","lot","bbl","hnum_lo","hnum_hi","str_name","crfn","grantee","deed_date","price","cap_rate","borough_cap_rate","yearqtr","postcode","latitude","longitude","community_board","council_district","census_tract","bin","nta","geocoded_column"
"MN","1","769","44","1007690044","208","208","WEST 20 STREET","2018000373106","208 W 20 STREET LLC","2018-11-07T00:00:00.000","6250000","0.0361","0.0325","2018Q4","10011","40.742518","-73.997719","104","3","87","1013984","Hudson Yards-Chelsea-Flatiron-Union Square","(40.742518, -73.997719)"
"QN","4","8857","75","4088570075","84-23","84-25","85 ROAD","2019000395066","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","7258879","0.0769","0.0414","2019Q4","11421","40.695131","-73.861017","409","32","12","4181640","Woodhaven","(40.695131, -73.861017)"
"BK","3","5006","6","3050060006","3111","3111","GLENWOOD ROAD","2021000007574","RIZARO REALTY LLC","2020-12-28T00:00:00.000","750000","0.7377","0.0624","2020Q4","11210","40.634082","-73.946602","317","45","786","3113984","Flatbush","(40.634082, -73.946602)"
"BK","3","2101","34","3021010034","1","1","SOUTH OXFORD STREET","2021000512957","ONE SOUTH OXFORD LLC ATTN: TODD ROSE, ES","2021-12-14T00:00:00.000","3000000","0.0437","0.0436","2021Q4","11217","40.689311","-73.97403","302","35","181","3058958","Fort Greene","(40.689311, -73.97403)"
"MN","1","1522","37","1015220037","1670","1670","3 AVENUE","2021000034181","1670 THIRD AVENUE OWNER LLC","2021-01-13T00:00:00.000","6650000","0.0472","0.0588","2021Q1","10128","40.783613","-73.950497","108","5","15801","1048397","Upper East Side-Carnegie Hill","(40.783613, -73.950497)"
"MN","1","528","65","1005280065","72","74","CARMINE STREET","2020000005402","72 CARMINE STREET LLC","2019-12-26T00:00:00.000","4300000","0.0656","0.0474","2019Q4","10014","40.729717","-74.004416","102","3","67","1008404","West Village","(40.729717, -74.004416)"
"QN","4","16229","41","4162290041","131","131","BEACH 119 STREET","2020000272027","BEACH 119 APTS LLC","2020-09-16T00:00:00.000","7000000","0.0434","0.0547","2020Q3","11694","40.577727","-73.839054","414","32","93402","4304877","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel","(40.577727, -73.839054)"
"BK","3","6700","18","3067000018","862","862","EAST 17 STREET","2019000341877","862 EAST 17 STREET LLC","2019-10-16T00:00:00.000","3150000","0.0273","0.0454","2019Q4","11230","40.629713","-73.960328","314","45","532","3179389","Midwood","(40.629713, -73.960328)"
"QN","4","707","3","4007070003","44-01","44-01","34 AVENUE","2020000205946","GORDIAN GROUP OF NY L.P.","2020-07-14T00:00:00.000","5462175","0.0588","0.0547","2020Q3","11101","40.755131","-73.917542","401","26","159","4012341","Astoria","(40.755131, -73.917542)"
"MN","1","2014","61","1020140061","164","164","WEST 146 STREET","2020000012689","DANIELLE SUN, CO-TRUSTEE*IVAN SUN 2019 IRREVOCABLE TRUST*ET AL","2019-12-30T00:00:00.000","1048000","0.2560","0.0474","2019Q4","10039","40.821805","-73.937411","110","9","232","1060192","Central Harlem North-Polo Grounds","(40.821805, -73.937411)"
"BK","3","5646","6","3056460006","5001","5009","10 AVENUE","2018000406032","5001 10TH LLC","2018-11-29T00:00:00.000","8623000","0.0291","0.0340","2018Q4","11219","40.638365","-73.999384","312","44","114","3137932","Borough Park","(40.638365, -73.999384)"
"QN","4","3456","41","4034560041","1725","1725","WOODBINE STREET","2022000127480","1723 WOODBINE LLC","2022-03-01T00:00:00.000","5050000","0.0154","0.0443","2022Q1","11385","40.701612","-73.907741","405","34","549","4082584","Ridgewood","(40.701612, -73.907741)"
"BX","2","3345","11","2033450011","3136","3136","PERRY AVENUE","2020000196656","GROUP GJONAJ LLC","2020-06-25T00:00:00.000","7650000","0.0480","0.0451","2020Q2","10467","40.873454","-73.878182","207","11","425","2018299","Norwood","(40.873454, -73.878182)"
"QN","4","2295","60","4022950060","50-12","50-12","46 STREET","2020000332398","EAST COLONIAL LLC","2020-10-07T00:00:00.000","2000000","0.0730","0.0545","2020Q4","11377","40.73696","-73.919946","402","26","187","4053222","Hunters Point-Sunnyside-West Maspeth","(40.73696, -73.919946)"
"BX","2","2803","7","2028030007","1848","1848","ANTHONY AVENUE","2022000040682","1848 ANTHONY EDMS REALTY LLC","2022-01-14T00:00:00.000","2874993","0.0531","0.0423","2022Q1","10457","40.848024","-73.903512","205","15","23302","2007583","Mount Hope","(40.848024, -73.903512)"
"MN","1","2177","218","1021770218","1314","1322","RIVERSIDE DRIVE","2020000096022","1312-1322 RIVERSIDE DRIVE LLC","2020-03-11T00:00:00.000","10150000","0.0529","0.0560","2020Q1","10033","40.850342","-73.942828","112","10","265","1064325","Washington Heights South","(40.850342, -73.942828)"
"MN","1","1844","27","1018440027","3","3","WEST 108 STREET","2018000350284","QUALITY BH 108TH MANHATTAN LLC*YH 108TH MANHATTAN LLC*KFIR CAPITAL 108TH","2018-10-16T00:00:00.000","10500000","0.0340","0.0325","2018Q4","10025","40.799476","-73.959349","107","7","193","1055723","Morningside Heights","(40.799476, -73.959349)"
"BX","2","3162","9","2031620009","2170","2170","CRESTON AVENUE","2021000069040","ONCREST HOLDINGS LLC","2021-02-10T00:00:00.000","2987500","0.0549","0.0480","2021Q1","10453","40.855302","-73.902576","205","14","23704","2013756","Fordham South","(40.855302, -73.902576)"
"MN","1","1171","62","1011710062","101","101","WEST END AVENUE","2018000323704","101 WEST END REIT, LLC","2018-09-13T00:00:00.000","416100000","0.0530","0.0333","2018Q3","10069","40.775065","-73.988634","107","6","151","1085785","Lincoln Square","(40.775065, -73.988634)"
"BX","2","3710","32","2037100032","1085","1095","COLGATE AVENUE","2020000200563","COLGATE HOUSING, LLC","2020-07-08T00:00:00.000","3700000","0.0511","0.0466","2020Q3","10472","40.825307","-73.88128","209","17","52","2023328","Soundview-Bruckner","(40.825307, -73.88128)"
"BK","3","5929","54","3059290054","353","353","BAY RIDGE PARKWAY","2021000415107","EPSILON 353 2F LLC","2021-09-28T00:00:00.000","7250000","0.0383","0.0556","2021Q3","11209","40.631144","-74.026379","310","43","66","3148285","Bay Ridge","(40.631144, -74.026379)"
"BX","2","3148","6","2031480006","2474","2474","VALENTINE AVENUE","2019000147421","2474 VALENTINE LLC","2019-04-25T00:00:00.000","9600000","0.0383","0.0369","2019Q2","10458","40.861516","-73.896193","205","15","39902","2013473","Bedford Park-Fordham North","(40.861516, -73.896193)"
"MN","1","1531","38","1015310038","220","220","EAST 86 STREET","2021000025690","220 EAST 86TH STREET LP","2020-12-21T00:00:00.000","14000000","0.1007","0.0612","2020Q4","10028","40.778537","-73.953335","108","5","14601","1076326","Yorkville","(40.778537, -73.953335)"
"BK","3","4883","23","3048830023","848","848","SCHENECTADY AVENUE","2022000065395","SG2020 LLC","2022-01-31T00:00:00.000","1900000","0.0553","0.0431","2022Q1","11203","40.652421","-73.933393","317","41","870","3109205","East Flatbush-Farragut","(40.652421, -73.933393)"
"BX","2","3899","40","2038990040","1467","1467","TAYLOR AVENUE","2022000047086","1467 T LLC","2022-01-20T00:00:00.000","3650000","0.0382","0.0423","2022Q1","10460","40.836684","-73.866244","209","18","218","2028221","West Farms-Bronx River","(40.836684, -73.866244)"
"BX","2","2839","53","2028390053","128","128","EAST CLARKE PLACE","2021000050004","ATLANTIC LAND EAST CLARKE, LLC","2021-02-03T00:00:00.000","20553","19.7193","0.0480","2021Q1","10452","40.837478","-73.916718","204","16","22102","2114223","West Concourse","(40.837478, -73.916718)"
"BK","3","5062","51","3050620051","50","50","EAST 21 STREET","2019000395206","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","6873858","0.0851","0.0454","2019Q4","11226","40.653307","-73.960573","314","40","50803","3116149","Flatbush","(40.653307, -73.960573)"
"MN","1","454","56","1004540056","329","329","EAST 12 STREET","2021000175493","EVP 329 EAST 12TH ST LLC","2021-04-23T00:00:00.000","12744046","0.0242","0.0556","2021Q2","10003","40.730674","-73.985073","103","2","40","1006503","East Village","(40.730674, -73.985073)"
"BX","2","3040","22","2030400022","2383","2383","WASHINGTON AVENUE","2020000356308","2383 WASHINGTON LLC","2020-11-25T00:00:00.000","3200000","0.0439","0.0471","2020Q4","10458","40.85731","-73.891467","206","15","385","2011400","Claremont-Bathgate","(40.85731, -73.891467)"
"BX","2","3316","33","2033160033","60","60","EAST 196 STREET","2019000275961","60 EAST 196 LLC","2019-08-15T00:00:00.000","8115000","0.0408","0.0393","2019Q3","10468","40.868634","-73.894728","207","14","40304","2017479","Van Cortlandt Village","(40.868634, -73.894728)"
"BX","2","3819","1","2038190001","2200","2200","POWELL AVENUE","2022000125666","GABRIEL PRIME REALTY INC.","2022-03-15T00:00:00.000","20000000","0.0309","0.0423","2022Q1","10462","40.831228","-73.850684","209","18","92","2092876","Westchester-Unionport","(40.831228, -73.850684)"
"BK","3","6552","8","3065520008","6301","6301","BAY PARKWAY","2018000295019","WOOTOS REALTY INC.","2018-08-28T00:00:00.000","6100000","0.0290","0.0354","2018Q3","11204","40.614918","-73.980298","311","44","436","3172183","Bensonhurst East","(40.614918, -73.980298)"
"BK","3","4695","31","3046950031","472","482","EAST 48 STREET","2021000477983","472 E48 HOLDINGS LLC","2021-11-22T00:00:00.000","4050000","0.0354","0.0436","2021Q4","11203","40.650425","-73.932202","317","45","860","3102767","East Flatbush-Farragut","(40.650425, -73.932202)"
"BK","3","5160","48","3051600048","415","415","EAST 17 STREET","2021000041322","KAUFMAN, ADAM","2021-01-15T00:00:00.000","600000","1.5159","0.0638","2021Q1","11226","40.640791","-73.962404","314","40","514","3118783","Flatbush","(40.640791, -73.962404)"
"MN","1","1624","21","1016240021","155","159","EAST 96 STREET","2018000187038","GOULD EAST 96TH STREET LLC","2018-05-31T00:00:00.000","25450000","0.0188","0.0335","2018Q2","10128","40.785738","-73.9506","111","5","15802","1051704","East Harlem South","(40.785738, -73.9506)"
"BX","2","3258","50","2032580050","3344","3344","FT INDEPENDENCE ST","2018000279807","3340 KNBG LLC","2018-07-30T00:00:00.000","15000000","0.0317","0.0343","2018Q3","10463","40.879027","-73.89955","208","11","279","2015810","Van Cortlandt Village","(40.879027, -73.89955)"
"BK","3","5995","44","3059950044","8116","8124","RIDGE BOULEVARD","2022000103764","THEUER BROTHERS REALTY LLC","2022-02-23T00:00:00.000","3775000","0.0278","0.0431","2022Q1","11209","40.627552","-74.032347","310","43","46","3151597","Bay Ridge","(40.627552, -74.032347)"
"BK","3","2307","1","3023070001","236","236","NORTH 10 STREET","2020000023097","250 N 10 OWNER LLC","2020-01-15T00:00:00.000","137750000","0.0519","0.0512","2020Q1","11211","40.717754","-73.953169","301","33","519","3398096","North Side-South Side","(40.717754, -73.953169)"
"BX","2","3712","37","2037120037","1484","1494","WATSON AVENUE","2018000153117","WATSON AVE ESTATES LLC","2018-04-27T00:00:00.000","5000000","0.0530","0.0367","2018Q2","10472","40.825811","-73.880141","209","17","5001","2023393","Soundview-Bruckner","(40.825811, -73.880141)"
"QN","4","9236","38","4092360038","84-43","84-43","120 STREET","2021000185335","SOLO SELECT RE LLC","2021-05-04T00:00:00.000","2650000","0.0390","0.0480","2021Q2","11415","40.703587","-73.831479","409","29","140","4192939","Kew Gardens","(40.703587, -73.831479)"
"MN","1","1825","64","1018250064","110","110","ST NICHOLAS AVENUE","2019000141613","ACP ST. NICHOLAS LLC","2019-04-05T00:00:00.000","3200000","0.0447","0.0351","2019Q2","10026","40.80269","-73.952618","110","9","218","1055058","Central Harlem South","(40.80269, -73.952618)"
"BX","2","3220","96","2032200096","2523","2525","UNIVERSITY AVENUE","2019000387081","2523-2525 UNIVERSITY AVE. LLC","2019-11-19T00:00:00.000","8160000","0.0546","0.0405","2019Q4","10468","40.866136","-73.902726","207","14","263","2014846","Kingsbridge Heights","(40.866136, -73.902726)"
"MN","1","407","54","1004070054","513","513","EAST 13 STREET","2020000254908","513 EAST 13TH ASSOCIATES LLC","2020-09-09T00:00:00.000","2800000","0.0306","0.0606","2020Q3","10009","40.729391","-73.98004","103","2","34","1005262","East Village","(40.729391, -73.98004)"
"BX","2","3317","43","2033170043","2719","2719","MORRIS AVENUE","2018000245537","2719-2721 MORRIS AVE. LLC","2018-07-12T00:00:00.000","10150000","0.0317","0.0343","2018Q3","10468","40.868089","-73.895499","207","14","40304","2092514","Van Cortlandt Village","(40.868089, -73.895499)"
"QN","4","85","41","4000850041","45-50","45-50","PEARSON STREET","2018000200566","FITHWAY REALTY LLC","2018-06-06T00:00:00.000","14494974.1","0.2775","0.0313","2018Q2","11101","40.745225","-73.944279","402","26","19","4000717","Hunters Point-Sunnyside-West Maspeth","(40.745225, -73.944279)"
"BX","2","3254","65","2032540065","3115","3115","SEDGWICK AVENUE","2018000330112","3115 SEDGWICK AVE. LLC","2018-09-06T00:00:00.000","10060000","0.0383","0.0343","2018Q3","10463","40.876985","-73.89917","208","14","277","2015613","Van Cortlandt Village","(40.876985, -73.89917)"
"BK","3","6654","1","3066540001","1701","1701","WEST 3 STREET","2019000020046","ROYAL QUENTIN ASSETS LLC","2019-01-10T00:00:00.000","28028095","0.0316","0.0339","2019Q1","11223","40.606007","-73.976382","311","44","412","3176990","Bensonhurst East","(40.606007, -73.976382)"
"MN","1","2136","98","1021360098","655","655","WEST 160 STREET","2018000415612","655 WEST 160TH OWNER, LLC","2018-12-10T00:00:00.000","11300000","0.0230","0.0325","2018Q4","10032","40.836804","-73.945586","112","7","247","1063324","Washington Heights South","(40.836804, -73.945586)"
"MN","1","1896","72","1018960072","600","600","WEST 116 STREET","2018000360551","JAB (ACQUISITION) LTD","2018-09-26T00:00:00.000","1044473.33","1.8015","0.0333","2018Q3","10027","40.808098","-73.964133","109","7","205","1057380","Morningside Heights","(40.808098, -73.964133)"
"BX","2","2426","56","2024260056","1190","1190","CLAY AVENUE","2018000415328","1190 CLAY REALTY LLC","2018-12-05T00:00:00.000","1730000","0.0324","0.0344","2018Q4","10456","40.831921","-73.91086","204","16","17701","2002079","East Concourse-Concourse Village","(40.831921, -73.91086)"
"MN","1","1726","39","1017260039","2096","2098","5 AVENUE","2021000360966","5TH AVE NISO LLC","2021-08-25T00:00:00.000","3182595.29","0.0900","0.0553","2021Q3","10035","40.808827","-73.940512","110","9","208","1053698","Central Harlem North-Polo Grounds","(40.808827, -73.940512)"
"MN","1","551","16","1005510016","27","28","WASHINGTON SQUARE N","2018000207756","NEW YORK UNIVERSITY","2018-06-21T00:00:00.000","45000000","0.0184","0.0335","2018Q2","10011","40.732023","-73.998196","102","1","63","1008855","West Village","(40.732023, -73.998196)"
"MN","1","271","44","1002710044","221","221","MADISON STREET","2022000045257","HEARTLAND 1 LLC","2022-01-13T00:00:00.000","3430000","0.0462","0.0502","2022Q1","10002","40.712735","-73.989013","103","1","6","1003232","Lower East Side","(40.712735, -73.989013)"
"BX","2","5755","28","2057550028","3246","3246","KINGSBRIDGE AVENUE","2018000342087","3246 KINGSBRIDGE LLC","2018-10-05T00:00:00.000","6200000","0.0267","0.0344","2018Q4","10463","40.882144","-73.904294","208","11","287","2083560","Spuyten Duyvil-Kingsbridge","(40.882144, -73.904294)"
"BK","3","5065","95","3050650095","141","141","LENOX ROAD","2020000232232","141 LENOX ROAD LLC","2020-08-14T00:00:00.000","8141000","0.0841","0.0643","2020Q3","11226","40.653873","-73.954713","317","40","822","3116257","Prospect Lefferts Gardens-Wingate","(40.653873, -73.954713)"
"MN","1","205","23","1002050023","111","111","MOTT STREET","2019000132405","CC MFP MOTT ST LLC","2019-04-05T00:00:00.000","9000000","0.0136","0.0351","2019Q2","10013","40.717516","-73.997338","102","1","41","1002642","SoHo-TriBeCa-Civic Center-Little Italy","(40.717516, -73.997338)"
"BX","2","2532","15","2025320015","1344","1344","UNIVERSITY AVENUE","2021000328871","1344 UNIVERSITY LLC","2021-08-13T00:00:00.000","7600000","0.0439","0.0464","2021Q3","10452","40.841382","-73.926717","204","16","201","2003533","Highbridge","(40.841382, -73.926717)"
"MN","1","1821","46","1018210046","19","25","ST NICHOLAS AVENUE","2018000415777","17-25 ST NICHOLAS OWNER, LLC","2018-12-10T00:00:00.000","12300000","0.0351","0.0325","2018Q4","10026","40.799352","-73.952439","110","9","216","1054960","Central Harlem South","(40.799352, -73.952439)"
"BK","3","1224","77","3012240077","625","625","PROSPECT PLACE","2019000413370","173 BRICKS LLC","2019-11-07T00:00:00.000","1425000","0.0647","0.0454","2019Q4","11216","40.674909","-73.955654","308","35","221","3030915","Crown Heights North","(40.674909, -73.955654)"
"MN","1","1436","35","1014360035","344","344","EAST 62 STREET","2019000071276","344 EAST 62ND LLC","2019-02-19T00:00:00.000","11833333","0.0284","0.0330","2019Q1","10065","40.761884","-73.961566","108","5","110","1044241","Lenox Hill-Roosevelt Island","(40.761884, -73.961566)"
"BK","3","6582","68","3065820068","1479","1479","DAHILL ROAD","2022000003943","LUSIA REALTY CORP.","2021-12-06T00:00:00.000","1776955.66","0.1081","0.0436","2021Q4","11204","40.611958","-73.974637","311","44","440","3173478","Ocean Parkway South","(40.611958, -73.974637)"
"MN","1","1446","4","1014460004","1388","1388","2 AVENUE","2020000078406","RSL 1388 SECOND LLC","2020-02-26T00:00:00.000","5975000","0.0316","0.0560","2020Q1","10021","40.768668","-73.958447","108","5","126","1044857","Lenox Hill-Roosevelt Island","(40.768668, -73.958447)"
"BX","2","3284","57","2032840057","2870","2870","MARION AVENUE","2020000338316","MARION SQUARE, LLC","2020-11-24T00:00:00.000","4125000","0.0572","0.0471","2020Q4","10458","40.868614","-73.884829","207","15","40702","2016565","Bedford Park-Fordham North","(40.868614, -73.884829)"
