"borough","boro","block","lot","bbl","hnum_lo","hnum_hi","str_name","crfn","grantee","deed_date","price","cap_rate","borough_cap_rate","yearqtr","postcode","latitude","longitude","community_board","council_district","census_tract","bin","nta","geocoded_column"
"QN","4","628","12","4006280012","28-15","28-15","34 STREET","2019000033789","66/68 N. 6 REALTY CORP.","2019-01-22T00:00:00.000","25000000","0.0204","0.0323","2019Q1","11103","40.767101","-73.917889","401","22","6501","4009162","Astoria","(40.767101, -73.917889)"
"BX","2","2456","32","2024560032","1048","1048","SHERIDAN AVENUE","2018000210102","1048-1064 SHERIDAN INVESTORS LLC","2018-06-15T00:00:00.000","2554000","0.0426","0.0367","2018Q2","10456","40.830607","-73.918775","204","16","18102","2002731","East Concourse-Concourse Village","(40.830607, -73.918775)"
"BX","2","3214","82","2032140082","2541","2541","AQUEDUCT AVENUE WEST","2018000162236","2541 AQUEDUCT AVE. LLC","2018-05-09T00:00:00.000","6314000","0.0400","0.0367","2018Q2","10468","40.865693","-73.901913","207","14","265","2014667","Kingsbridge Heights","(40.865693, -73.901913)"
"BK","3","5851","40","3058510040","484","484","67 STREET","2020000174771","67TH STREET REALTY PROPERTY LLC","2020-06-09T00:00:00.000","5485000","0.0524","0.0562","2020Q2","11220","40.635734","-74.020451","310","43","126","3144511","Bay Ridge","(40.635734, -74.020451)"
"BK","3","4626","6","3046260006","202","214","EAST 91 STREET","2018000226207","202 EAST 91 LLC","2018-07-02T00:00:00.000","7210000","0.0317","0.0354","2018Q3","11212","40.659564","-73.926199","317","41","866","3100381","Rugby-Remsen Village","(40.659564, -73.926199)"
"BX","2","3327","60","2033270060","3405","3405","KOSSUTH AVENUE","2021000285667","3405 KOSSUTH LLC","2021-07-12T00:00:00.000","5150000","0.0530","0.0464","2021Q3","10467","40.880314","-73.881709","207","11","421","2017764","Norwood","(40.880314, -73.881709)"
"BX","2","3738","10","2037380010","1126","1126","EVERGREEN AVENUE","2020000062493","1126-1130 EVERGREEN AVE. LLC","2020-02-06T00:00:00.000","7900000","0.0468","0.0410","2020Q1","10472","40.826673","-73.880623","209","17","5002","2023771","Soundview-Bruckner","(40.826673, -73.880623)"
"BX","2","3142","30","2031420030","306","306","EAST 180 STREET","2019000228176","EAST 180 STREET LLC","2019-06-27T00:00:00.000","5500000","0.0456","0.0369","2019Q2","10457","40.852418","-73.899753","205","15","379","2013295","Mount Hope","(40.852418, -73.899753)"
"QN","4","589","26","4005890026","31-37","31-37","30 STREET","2018000422564","KYRIACOU, ELENI P","2018-12-07T00:00:00.000","532000","0.2484","0.0330","2018Q4","11106","40.763774","-73.925015","401","22","61","4007535","Astoria","(40.763774, -73.925015)"
"BK","3","6632","1","3066320001","370","370","AVENUE P","2018000195377","1601 DAHILL HOLDINGS LLC","2018-05-31T00:00:00.000","2200000","0.0501","0.0367","2018Q2","11204","40.608708","-73.9739","311","44","424","3175875","Bensonhurst East","(40.608708, -73.9739)"
"QN","4","1986","39","4019860039","42-12","42-12","108 STREET","2019000140157","J&L NEW REALTY LLC","2019-04-25T00:00:00.000","4050000","0.0395","0.0394","2019Q2","11368","40.749194","-73.857988","404","21","403","4618400","North Corona","(40.749194, -73.857988)"
"MN","1","505","16","1005050016","26","26","VANDAM STREET","2018000361316","ALLIED XIV LLC*ALLIED XV LLC*DENVER UNITED LLC","2018-10-23T00:00:00.000","12000000","0.0341","0.0325","2018Q4","10013","40.726352","-74.004874","102","3","37","1007819","SoHo-TriBeCa-Civic Center-Little Italy","(40.726352, -74.004874)"
"BX","2","3819","61","2038190061","2253","2253","HAVILAND AVENUE","2019000186050","2253 HAVILAND HOLDINGS LLC","2019-04-01T00:00:00.000","2450000","0.0356","0.0369","2019Q2","10462","40.83072","-73.849034","209","18","92","2026766","Westchester-Unionport","(40.83072, -73.849034)"
"MN","1","2142","97","1021420097","643","643","WEST 172 STREET","2021000038793","643 W 172 WH REALTY LLC","2021-01-21T00:00:00.000","5200000","0.0552","0.0588","2021Q1","10032","40.844217","-73.939656","112","10","253","1063494","Washington Heights South","(40.844217, -73.939656)"
"BK","3","1815","53","3018150053","385","387","MONROE STREET","2020000250587","385 MONROE STREET LLC","2020-08-26T00:00:00.000","2700000","0.0372","0.0643","2020Q3","11221","40.686404","-73.942532","303","36","265","3051234","Bedford","(40.686404, -73.942532)"
"QN","4","9020","5","4090200005","86-08","86-08","ATLANTIC AVENUE","2019000173672","8608 10 LLC","2019-05-20T00:00:00.000","2400000","0.0394","0.0394","2019Q2","11416","40.686248","-73.855505","409","32","34","4451972","Woodhaven","(40.686248, -73.855505)"
"BK","3","1777","52","3017770052","879","881","DEKALB AVENUE","2018000412885","879 DEKALB OWNER LLC","2018-12-06T00:00:00.000","6900000","0.0339","0.0340","2018Q4","11221","40.692538","-73.941312","303","36","281","3049581","Stuyvesant Heights","(40.692538, -73.941312)"
"MN","1","694","39","1006940039","500","500","WEST 23 STREET","2021000310535","500 WEST 23RD STREET GROUND OWNER LLC","2021-07-29T00:00:00.000","46500000","0.1169","0.0553","2021Q3","10011","40.747717","-74.004259","104","3","99","1087591","Hudson Yards-Chelsea-Flatiron-Union Square","(40.747717, -74.004259)"
"MN","1","2132","21","1021320021","247","251","AUDUBON AVENUE","2018000213877","STF 247 AUDUBON AVENUE HOLDING LLC","2018-06-25T00:00:00.000","13650000","0.0319","0.0335","2018Q2","10033","40.846377","-73.934048","112","10","261","1063183","Washington Heights South","(40.846377, -73.934048)"
"BX","2","3926","24","2039260024","1562","1562","THIERIOT AVENUE","2018000330119","1562 THIERIOT AVE. LLC","2018-09-06T00:00:00.000","9300000","0.0405","0.0343","2018Q3","10460","40.839697","-73.865894","209","18","21601","2028716","West Farms-Bronx River","(40.839697, -73.865894)"
"BK","3","5194","25","3051940025","346","346","EAST 29 STREET","2018000265521","346 EAST 29TH STREET LLC","2018-07-30T00:00:00.000","22200000","0.0476","0.0354","2018Q3","11226","40.642085","-73.949622","317","45","828","3119976","Erasmus","(40.642085, -73.949622)"
"BX","2","3159","1","2031590001","2300","2304","GRAND CONCOURSE","2021000334077","2300 GC LLC","2021-08-05T00:00:00.000","14000000","0.0389","0.0464","2021Q3","10458","40.857608","-73.899836","205","15","38301","2013733","Fordham South","(40.857608, -73.899836)"
"QN","4","5385","3","4053850003","42-45","42-45","155 STREET","2021000141392","FULLER STREET REALTY LLC","2021-03-17T00:00:00.000","3175000","0.0316","0.0496","2021Q1","11355","40.760593","-73.810539","407","20","1187","4121510","East Flushing","(40.760593, -73.810539)"
"BX","2","2609","46","2026090046","1175","1175","FULTON AVENUE","2018000262091","FULTON HEIGHTS ASSOCIATES, LLC","2018-06-26T00:00:00.000","7213000","0.0371","0.0367","2018Q2","10456","40.82971","-73.905132","203","16","145","2004218","Claremont-Bathgate","(40.82971, -73.905132)"
"MN","1","625","56","1006250056","34","34","8 AVENUE","2018000331366","ALLIED VI LLC*DENVER UNITED LLC","2018-09-28T00:00:00.000","15900000","0.0396","0.0333","2018Q3","10014","40.737904","-74.004417","102","3","77","1078204","West Village","(40.737904, -74.004417)"
"BK","3","5169","45","3051690045","255","255","EAST 25 STREET","2022000003572","PLAOS BAKOL LLC","2021-12-16T00:00:00.000","2600000","0.0437","0.0436","2021Q4","11226","40.643673","-73.953624","317","40","792","3119064","Erasmus","(40.643673, -73.953624)"
"BK","3","6186","27","3061860027","2150","2150","71 STREET","2019000236686","2150 71 ST. REALTY CORP.","2019-07-05T00:00:00.000","2100000","0.0492","0.0329","2019Q3","11204","40.611103","-73.986072","311","44","266","3158105","Bensonhurst West","(40.611103, -73.986072)"
"MN","1","2111","10","1021110010","476","482","WEST 165 STREET","2018000381036","FORDWASH PARTNERS LLC*BENTON HEIGHTS LLC*HEIGHTS PARTNERS LLC","2018-11-02T00:00:00.000","9510000","0.0300","0.0325","2018Q4","10032","40.837683","-73.937841","112","10","24301","1062634","Washington Heights South","(40.837683, -73.937841)"
"QN","4","6263","7","4062630007","202-18","202-18","43 AVENUE","2021000364971","GIACCIO-WILLIAMS, MARIA","2021-08-27T00:00:00.000","400000","0.2813","0.0433","2021Q3","11361","40.75845","-73.781196","411","19","1463","4137929","Bayside-Bayside Hills","(40.75845, -73.781196)"
"BK","3","748","55","3007480055","553","553","46 STREET","2020000026243","545-553-557 46TH STREET LLC","2020-01-09T00:00:00.000","3500000","0.0334","0.0512","2020Q1","11220","40.64666","-74.006836","307","38","96","3011634","Sunset Park East","(40.64666, -74.006836)"
"MN","1","1680","52","1016800052","2108","2110","2 AVENUE","2019000348769","2108-10 LLC","2019-10-17T00:00:00.000","1950000","0.0863","0.0474","2019Q4","10029","40.792222","-73.941263","111","8","170","1052821","East Harlem South","(40.792222, -73.941263)"
"BX","2","3119","21","2031190021","2115","2115","MOHEGAN AVENUE","2019000000721","BAPAZ 2115 MOHEGAN LLC","2018-12-21T00:00:00.000","4150000","0.0452","0.0344","2018Q4","10460","40.845894","-73.883155","206","17","363","2013100","East Tremont","(40.845894, -73.883155)"
"MN","1","1038","52","1010380052","340","340","WEST 48 STREET","2018000428407","340 WEST 48 SG LLC","2018-12-21T00:00:00.000","4750000","0.0519","0.0325","2018Q4","10036","40.761553","-73.988261","104","3","127","1025110","Clinton","(40.761553, -73.988261)"
"MN","1","304","29","1003040029","87","87","CHRYSTIE STREET","2019000158224","LT CHRYSTIE LLC","2019-05-07T00:00:00.000","5500000","0.0596","0.0351","2019Q2","10002","40.717533","-73.994152","103","1","16","1003940","Chinatown","(40.717533, -73.994152)"
"BK","3","5733","49","3057330049","1367","1367","63 STREET","2018000207206","1365 63RD STREET LLC","2018-06-20T00:00:00.000","3100000","0.0360","0.0367","2018Q2","11219","40.626324","-73.998941","310","38","192","3141643","Borough Park","(40.626324, -73.998941)"
"BX","2","4030","31","2040300031","645","645","VAN NEST AVENUE","2020000269405","EL TAREB GROUP LLC","2020-09-21T00:00:00.000","3822500","0.0702","0.0466","2020Q3","10460","40.843198","-73.866867","211","15","236","2042970","Van Nest-Morris Park-Westchester Square","(40.843198, -73.866867)"
"BX","2","2800","19","2028000019","1815","1815","MONROE AVENUE","2021000482038","1815 MONROE LLC","2021-11-17T00:00:00.000","7450000","0.0343","0.0440","2021Q4","10457","40.847079","-73.906426","205","15","22901","2007516","Mount Hope","(40.847079, -73.906426)"
"MN","1","1038","61","1010380061","698","700","9 AVENUE","2021000429384","698 HK LLC","2021-10-20T00:00:00.000","5400000","0.1055","0.0550","2021Q4","10036","40.762094","-73.989954","104","3","127","1025119","Clinton","(40.762094, -73.989954)"
"QN","4","10362","1","4103620001","102-31","102-31","184 STREET","2019000180714","Q184 LLC","2019-05-23T00:00:00.000","4831081","0.0392","0.0394","2019Q2","11423","40.706954","-73.773365","412","27","404","4448446","St. Albans","(40.706954, -73.773365)"
"MN","1","1236","33","1012360033","588","588","AMSTERDAM AVENUE","2018000276723","GPG 588 LLC","2018-08-14T00:00:00.000","7200000","0.0312","0.0333","2018Q3","10024","40.789269","-73.973869","107","6","175","1033296","Upper West Side","(40.789269, -73.973869)"
"BX","2","5904","267","2059040267","600","600","WEST 239 STREET","2019000071705","BALLARD HOLDINGS LLC","2019-02-28T00:00:00.000","4210807.93","0.1943","0.0367","2019Q1","10463","40.889576","-73.910927","208","11","30701","2085785","North Riverdale-Fieldston-Riverdale","(40.889576, -73.910927)"
"BK","3","1105","41","3011050041","210","210","PROSPECT PARK WEST","2020000338600","KEYSTONE 210 PROSPECT PARK WEST LLC","2020-10-15T00:00:00.000","4925000","0.0624","0.0624","2020Q4","11215","40.660462","-73.980335","307","39","169","3026709","Windsor Terrace","(40.660462, -73.980335)"
"QN","4","6800","15","4068000015","71-57","71-57","161 STREET","2020000102132","WIN SUN ENTERPRISE INC.","2020-03-12T00:00:00.000","4800000","0.0565","0.0459","2020Q1","11365","40.728555","-73.808119","408","24","122701","4147271","Pomonok-Flushing Heights-Hillcrest","(40.728555, -73.808119)"
"BK","3","5208","4","3052080004","2212","2212","DITMAS AVENUE","2019000394784","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","6472942","0.0819","0.0454","2019Q4","11226","40.640287","-73.956696","314","40","51601","3120278","Flatbush","(40.640287, -73.956696)"
"BK","3","1982","67","3019820067","82","82","DOWNING STREET","2021000309856","SAINT BERNATIUS LLC","2021-07-28T00:00:00.000","5150000","0.0309","0.0556","2021Q3","11238","40.683513","-73.960872","302","35","231","3056862","Clinton Hill","(40.683513, -73.960872)"
"BX","2","3281","45","2032810045","354","354","EAST MOSHOLU PARKWAY","2022000056035","354 E. MOSHOLU PKWY. LLC","2021-11-17T00:00:00.000","6120000","0.0384","0.0440","2021Q4",,,,,,,,,
"BK","3","5121","54","3051210054","205","205","EAST 17 STREET","2019000302208","205 REALTY HOLDINGS LLC","2019-08-20T00:00:00.000","8200000","0.0529","0.0329","2019Q3","11226","40.645798","-73.963352","314","40","512","3117588","Flatbush","(40.645798, -73.963352)"
"MN","1","2143","62","1021430062","609","609","WEST 174 STREET","2019000393539","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","5828297","0.0769","0.0474","2019Q4","10033","40.845031","-73.937599","112","10","263","1063536","Washington Heights South","(40.845031, -73.937599)"
"BX","2","2877","424","2028770424","1710","1710","POPHAM AVENUE","2021000235785","1710 POPHAM LLC","2021-06-09T00:00:00.000","5000000","0.0551","0.0484","2021Q2","10453","40.850125","-73.920049","205","14","20502","2008926","University Heights-Morris Heights","(40.850125, -73.920049)"
"QN","4","15567","14","4155670014","18-15","18-15","EVERDELL AVENUE","2021000002225","HF ROCKAWAY LLC","2020-12-14T00:00:00.000","5340000","0.0492","0.0545","2020Q4","11691","40.600854","-73.750829","414","31","101001","4298336","Far Rockaway-Bayswater","(40.600854, -73.750829)"
"BX","2","2526","78","2025260078","1065","1065","SUMMIT AVENUE","2020000087667","1065 SUMMIT REALTY LLC","2020-01-28T00:00:00.000","3025000","0.0521","0.0410","2020Q1","10452","40.834948","-73.929235","204","16","193","2003493","Highbridge","(40.834948, -73.929235)"
"BX","2","3923","39","2039230039","1875","1875","ARCHER STREET","2021000128045","M & S ARCHER REALTY LLC","2021-03-26T00:00:00.000","5600000","0.0337","0.0480","2021Q1","10460","40.837845","-73.863853","209","18","21601","2028682","West Farms-Bronx River","(40.837845, -73.863853)"
"BX","2","3279","62","2032790062","2860","2860","DECATUR AVENUE","2019000254499","BX 2860 LLC","2019-07-29T00:00:00.000","9400000","0.0406","0.0393","2019Q3","10458","40.86764","-73.884816","207","15","40702","2016424","Bedford Park-Fordham North","(40.86764, -73.884816)"
"QN","4","1131","17","4011310017","31-20","31-20","54 STREET","2021000357877","9610 TSM LLC","2021-08-25T00:00:00.000","9700000","0.0446","0.0433","2021Q3","11377","40.756345","-73.907265","401","26","295","4025174","Woodside","(40.756345, -73.907265)"
"BX","2","3304","141","2033040141","215","215","EAST 197 STREET","2019000047738","215 EAST 197 ESTATES LLC","2019-02-05T00:00:00.000","8600000","0.0318","0.0367","2019Q1","10458","40.869122","-73.891061","207","15","40302","2017155","Bedford Park-Fordham North","(40.869122, -73.891061)"
"BX","2","3044","47","2030440047","505","505","EAST 178 STREET","2022000090451","505 EAST 178TH LLC","2022-02-15T00:00:00.000","3800000","0.0438","0.0423","2022Q1","10457","40.84799","-73.896304","206","15","395","2011446","Claremont-Bathgate","(40.84799, -73.896304)"
"QN","4","1514","41","4015140041","41-53","41-53","HAMPTON STREET","2022000025738","ALMA TRENTON, LLC","2022-01-04T00:00:00.000","3400000","0.0610","0.0443","2022Q1","11373","40.745389","-73.879253","404","25","271","4037384","Elmhurst","(40.745389, -73.879253)"
"BK","3","5613","44","3056130044","983","983","46 STREET","2018000406040","983 46TH LLC","2018-11-29T00:00:00.000","4791000","0.0225","0.0340","2018Q4","11219","40.641055","-73.99755","312","38","112","3136585","Sunset Park East","(40.641055, -73.99755)"
"MN","1","2006","42","1020060042","112","118","WEST 138 STREET","2018000418000","OAK TREE AVANATH INVINCIBLE COURT, LLC","2018-12-14T00:00:00.000","19250000","0.0226","0.0325","2018Q4","10030","40.816312","-73.940155","110","9","228","1060010","Central Harlem North-Polo Grounds","(40.816312, -73.940155)"
"BK","3","5162","22","3051620022","822","822","OCEAN AVENUE","2019000395207","SSPF REIT 1 LLC","2019-10-31T00:00:00.000","6584210","0.0799","0.0454","2019Q4","11226","40.64253","-73.959588","314","40","514","3118800","Flatbush","(40.64253, -73.959588)"
"MN","1","461","45","1004610045","223","223","EAST 5 STREET","2021000175484","EVP 223 EAST 5TH ST LLC","2021-04-23T00:00:00.000","8159083","0.0412","0.0556","2021Q2","10003","40.727427","-73.990504","103","2","38","1006636","East Village","(40.727427, -73.990504)"
"QN","4","674","18","4006740018","41-16","41-16","34 AVENUE","2020000086857","149 GREEN STREET LLC","2020-02-11T00:00:00.000","3310000","0.0273","0.0459","2020Q1","11101","40.756195","-73.919855","401","26","159","4010928","Astoria","(40.756195, -73.919855)"
"BX","2","2546","140","2025460140","124","124","ST ANNS AVENUE","2021000132438","151 ESTATES LLC","2021-03-24T00:00:00.000","2395870","0.0631","0.0480","2021Q1","10454","40.803726","-73.919671","201","8","19","2003597","Mott Haven-Port Morris","(40.803726, -73.919671)"
"MN","1","2180","483","1021800483","165","165","BENNETT AVENUE","2022000004037","ALMA TRENTON LLC","2021-12-15T00:00:00.000","14625000","0.0351","0.0550","2021Q4","10040","40.855799","-73.93418","112","10","279","1064459","Washington Heights North","(40.855799, -73.93418)"
"BX","2","2690","100","2026900100","851","851","EAST 163 STREET","2019000069537","PROSPECT AVE ESTATES LLC","2019-02-27T00:00:00.000","3732958","0.0431","0.0367","2019Q1","10459","40.822053","-73.900326","202","17","12901","2005206","Longwood","(40.822053, -73.900326)"
"MN","1","1564","38","1015640038","424","424","EAST 85 STREET","2020000301989","424 E 85 LLC","2020-10-20T00:00:00.000","3920000","0.0726","0.0612","2020Q4","10028","40.775784","-73.948921","108","5","14401","1050512","Yorkville","(40.775784, -73.948921)"
"MN","1","1546","41","1015460041","324","326","EAST 84 STREET","2022000068822","LOCK3C LLC","2022-01-31T00:00:00.000","9000000","0.0655","0.0502","2022Q1","10028","40.776236","-73.95195","108","5","138","1049940","Yorkville","(40.776236, -73.95195)"
"QN","4","5145","49","4051450049","138-52","138-52","ELDER AVENUE","2022000130378","SELFHELP REALTY GROUP, INC.","2022-03-17T00:00:00.000","21700000","0.0509","0.0443","2022Q1","11355","40.752073","-73.823828","407","20","845","4116411","Flushing","(40.752073, -73.823828)"
"BK","3","1617","57","3016170057","963","963","GREENE AVENUE","2018000233963","957 GREENE AVE LLC","2018-07-09T00:00:00.000","15200000","0.0262","0.0354","2018Q3","11221","40.690975","-73.92884","303","36","387","3043904","Stuyvesant Heights","(40.690975, -73.92884)"
"BX","2","2808","9","2028080009","156","156","EAST 178 STREET","2020000205995","156 E 178 LLC","2020-07-07T00:00:00.000","3800000","0.0517","0.0466","2020Q3","10453","40.850752","-73.906287","205","14","23501","2007682","Mount Hope","(40.850752, -73.906287)"
"QN","4","690","10","4006900010","32-73","32-73","42 STREET","2021000064430","ALAMBRA LLC","2021-02-12T00:00:00.000","3125000","0.0515","0.0496","2021Q1","11103","40.757772","-73.917763","401","26","159","4011636","Astoria","(40.757772, -73.917763)"
"BX","2","3218","65","2032180065","2287","2287","UNIVERSITY AVENUE","2022000040550","2287 EDMS REALTY LLC","2022-01-14T00:00:00.000","5797904","0.0375","0.0423","2022Q1","10468","40.860663","-73.906834","207","14","255","2014748","Kingsbridge Heights","(40.860663, -73.906834)"
"BX","2","3818","34","2038180034","2260","2260","HAVILAND AVENUE","2019000186049","2260 HAVILAND HOLDINGS LLC","2019-04-01T00:00:00.000","2450000","0.0408","0.0369","2019Q2","10462","40.830726","-73.848864","209","18","92","2026722","Westchester-Unionport","(40.830726, -73.848864)"
"MN","1","1253","45","1012530045","336","336","WEST 95 STREET","2018000199460","5543-336 WEST 95TH STREET MANHATTAN LLC","2018-06-01T00:00:00.000","30000000","0.0257","0.0335","2018Q2","10025","40.794959","-73.974614","107","6","183","1034185","Upper West Side","(40.794959, -73.974614)"
"MN","1","406","48","1004060048","531","533","EAST 12 STREET","2018000380425","DS 531 E. 12TH OWNER LLC","2018-11-01T00:00:00.000","12423875","0.1125","0.0325","2018Q4","10009","40.728738","-73.980473","103","2","34","1088213","East Village","(40.728738, -73.980473)"
"BK","3","7264","49","3072640049","3364","3364","GUIDER AVENUE","2022000154894","SACHS HOLDINGS LLC","2022-03-31T00:00:00.000","13800000","0.0482","0.0431","2022Q1","11235","40.5834","-73.960416","313","48","366","3396920","Brighton Beach","(40.5834, -73.960416)"
"BX","2","3056","1","2030560001","2406","2406","LORILLARD PLACE","2019000128294","2406 LORILLARD LLC","2019-04-16T00:00:00.000","4800000","0.0380","0.0369","2019Q2","10458","40.856665","-73.888978","206","15","387","2011709","Belmont","(40.856665, -73.888978)"
"BK","3","1420","20","3014200020","826","826","CROWN STREET","2018000214821","STF 826 CROWN STREET HOLDING LLC","2018-06-22T00:00:00.000","11450000","0.0300","0.0367","2018Q2","11213","40.665155","-73.930176","309","41","355","3038309","Crown Heights South","(40.665155, -73.930176)"
"SI","5","17","74","5000170074","30","30","MONTGOMERY AVENUE","2019000109365","30 MONTGOMERY LLC","2019-03-27T00:00:00.000","3675000","0.0455","0.0473","2019Q1","10301","40.640883","-74.078587","501","49","11","5164856","West New Brighton-New Brighton-St. George","(40.640883, -74.078587)"
"BK","3","5677","25","3056770025","1350","1350","54 STREET","2018000313325","CRESTBLUE REALTY LLC","2018-08-24T00:00:00.000","1667500","0.1761","0.0354","2018Q3","11219","40.631547","-73.993922","312","44","238","3139420","Borough Park","(40.631547, -73.993922)"
"BX","2","4310","8","2043100008","1150","1150","PELHAM PARKWAY SOUTH","2020000198058","GROUP GJONAJ LLC","2020-06-26T00:00:00.000","10000000","0.0406","0.0451","2020Q2","10461","40.856993","-73.855347","211","13","288","2049244","Pelham Parkway","(40.856993, -73.855347)"
"BX","2","4238","15","2042380015","3108","3108","WILKINSON AVENUE","2018000264673","3108 WILKINSON ASSOCIATES LLC","2018-07-31T00:00:00.000","5500000","0.0246","0.0343","2018Q3","10461","40.851653","-73.828635","210","13","300","2047437","Pelham Bay-Country Club-City Island","(40.851653, -73.828635)"
"MN","1","2142","15","1021420015","617","617","WEST 170 STREET","2022000025163","HEIGHTS 170 PROPERTY OWNER LLC","2021-12-30T00:00:00.000","4408333.33","0.0577","0.0550","2021Q4","10032","40.842683","-73.939817","112","10","253","1063473","Washington Heights South","(40.842683, -73.939817)"
"MN","1","1727","52","1017270052","30","30","WEST 130 STREET","2020000296623","ELUL 30 CORP.","2020-09-14T00:00:00.000","600000","0.0964","0.0606","2020Q3","10037","40.810043","-73.941067","110","9","208","1053748","Central Harlem North-Polo Grounds","(40.810043, -73.941067)"
"SI","5","1004","32","5010040032","85","85","ANN STREET","2021000249185","DANIANN LLC","2021-05-19T00:00:00.000","2250000","0.0758","0.0758","2021Q2","10302","40.638605","-74.132022","501","49","207","5023714","Port Richmond","(40.638605, -74.132022)"
"BK","3","6288","37","3062880037","8020","8020","BAY PARKWAY","2019000212649","BAY PARKWAY ASSOCIATES HOLDINGS LLC","2019-06-28T00:00:00.000","12687000","0.0383","0.0333","2019Q2","11214","40.60517","-73.990471","311","44","270","3163459","Bensonhurst West","(40.60517, -73.990471)"
"MN","1","2180","530","1021800530","213","223","BENNETT AVENUE","2020000002678","213 BENNETT AVENUE OWNER, LLC","2019-12-20T00:00:00.000","15000000","0.0594","0.0474","2019Q4","10040","40.857399","-73.933354","112","10","279","1064469","Washington Heights North","(40.857399, -73.933354)"
"BK","3","846","11","3008460011","314","318","57 STREET","2022000079749","314-318 57 HOLDINGS LLC","2022-01-25T00:00:00.000","2478600","0.0486","0.0431","2022Q1","11220","40.643368","-74.018035","307","38","74","3015608","Sunset Park West","(40.643368, -74.018035)"
"MN","1","1633","32","1016330032","175","175","EAST 105 STREET","2021000502839","TODARO, VINCENT","2021-12-02T00:00:00.000","328031","0.3394","0.0550","2021Q4","10029","40.791206","-73.945883","111","8","172","1051997","East Harlem South","(40.791206, -73.945883)"
"MN","1","2087","97","1020870097","3427","3435","BROADWAY","2018000269641","3427 BROADWAY BCR, LLC","2018-08-06T00:00:00.000","18000000","0.0408","0.0333","2018Q3","10031","40.822927","-73.953022","109","7","225","1062311","Hamilton Heights","(40.822927, -73.953022)"
"BX","2","3900","25","2039000025","1450","1450","TAYLOR AVENUE","2019000102577","TAYLOR AVE ESTATE LLC","2019-03-20T00:00:00.000","4700000","0.0397","0.0367","2019Q1","10460","40.836412","-73.866176","209","18","218","2028251","West Farms-Bronx River","(40.836412, -73.866176)"
"QN","4","199","52","4001990052","47-46","47-46","40 STREET","2019000311628","47-46 40 STREET REALTY LLC","2019-09-24T00:00:00.000","12500000","0.0607","0.0410","2019Q3","11104","40.740493","-73.924933","402","26","189","4002697","Hunters Point-Sunnyside-West Maspeth","(40.740493, -73.924933)"
"BX","2","3225","156","2032250156","2304","2304","SEDGWICK AVENUE","2018000419657","DESAI REAL ESTATE GROUP LLC","2018-12-11T00:00:00.000","14851000","0.0440","0.0344","2018Q4","10468","40.862123","-73.909221","207","14","255","2014963","Kingsbridge Heights","(40.862123, -73.909221)"
"BX","2","3165","4","2031650004","2380","2380","CRESTON AVENUE","2021000507553","2380 C LLC","2021-12-14T00:00:00.000","2750000","0.0355","0.0440","2021Q4","10468","40.860037","-73.899597","205","14","23703","2013789","Fordham South","(40.860037, -73.899597)"
"MN","1","2014","61","1020140061","164","164","WEST 146 STREET","2020000012690","DANIELLE SUN 2019 IRREVOCABLE TRUST*IVAN SUN, CO-TRUSTEE*ET AL","2019-12-30T00:00:00.000","1048000","0.2560","0.0474","2019Q4","10039","40.821805","-73.937411","110","9","232","1060192","Central Harlem North-Polo Grounds","(40.821805, -73.937411)"
"BX","2","3031","63","2030310063","4585","4585","PARK AVENUE","2018000260142","PARK PROPERTIES 4585-9 LLC","2018-07-26T00:00:00.000","4794425","0.0228","0.0343","2018Q3","10458","40.856947","-73.893814","206","15","38302","2011211","Fordham South","(40.856947, -73.893814)"
"MN","1","2077","38","1020770038","510","512","WEST 146 STREET","2018000416766","510-512 WEST 146TH OWNER, LLC","2018-12-10T00:00:00.000","5300000","0.0231","0.0325","2018Q4","10031","40.826155","-73.94773","109","7","229","1061948","Hamilton Heights","(40.826155, -73.94773)"
"BK","3","6238","39","3062380039","7624","7624","19 AVENUE","2019000066852","1865 REALTY MANAGEMENT LLC","2019-02-12T00:00:00.000","8000000","0.0334","0.0339","2019Q1","11214","40.611395","-73.994792","311","47","274",,"Bensonhurst West","(40.611395, -73.994792)"
"QN","4","847","16","4008470016","21-45","21-45","28 STREET","2021000452905","PKG 28TH ST MANAGEMENT LLC","2021-11-04T00:00:00.000","3150000","0.0397","0.0432","2021Q4","11105","40.778226","-73.911256","401","22","113","4017734","Steinway","(40.778226, -73.911256)"
"QN","4","1576","1","4015760001","43-05","43-05","FORLEY STREET","2018000135288","FORLEY CL REALTY LLC","2018-04-13T00:00:00.000","4900000","0.0263","0.0313","2018Q2","11373","40.744447","-73.873524","404","25","463","4039370","Elmhurst","(40.744447, -73.873524)"
"BX","2","2927","14","2029270014","3782","3782","3 AVENUE","2020000044917","JUST JY L.P.","2020-01-29T00:00:00.000","1800000","0.0447","0.0410","2020Q1","10456","40.836844","-73.902205","203","16","169","2009635","Claremont-Bathgate","(40.836844, -73.902205)"
"MN","1","2132","1","1021320001","199","199","AUDUBON AVENUE","2021000167353","199 AUDUBON LLC","2021-04-22T00:00:00.000","4100000","0.0798","0.0556","2021Q2","10033","40.844991","-73.935062","112","10","261","1063179","Washington Heights South","(40.844991, -73.935062)"
