"fy","type","received","address","bor_name","block","lot","bbl","landm_type","app_status","staff_action","board_action","amount","prj_status","latitude","longitude","community_board","council_district","census_tract","bin","nta","postcode"
"98","HO","1998-04-28T00:00:00.000","237 Lenox Avenue","Manhattan","1906","35","1019060035","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.805698","-73.947013","110","9","220","1057690","Central Harlem South","10027"
"98","HO","1998-04-29T00:00:00.000","347 Adelphi Street","Brooklyn","2121","10","3021210010","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.687002","-73.970624","302","35","181","3059461","Fort Greene","11238"
"98","NFP","1998-05-01T00:00:00.000","42 1/2 Second Avenue","Manhattan","458","30","1004580030","Individual Landmark","Closed","Withdrawn",,,,"40.725078","-73.990216","103","2","3602",,"East Village","10003"
"98","NFP","1998-05-07T00:00:00.000","Fort Washington Park (Property No. M-28)","Manhattan","2178","3","1021780003","Individual Landmark","Closed","Withdrawn",,,,"40.843501","-73.945906","112","10","255","1000000","Washington Heights South","10033"
"98","NFP","1998-05-13T00:00:00.000","208 Totten Avenue, Box 6, Fort Totten","Queens","5917","1","4059170001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.792442","-73.777563","407","19","999","4539849","Ft. Totten-Bay Terrace-Clearview","11359"
"98","NFP","1998-05-14T00:00:00.000","29 East 4th Street","Manhattan","544","71","1005440071","Individual Landmark","Closed","Presented to board","Approved","15400.00","Completed","40.727579","-73.992528","102","2","57","1008785","West Village","10003"
"98","NFP","1998-05-14T00:00:00.000","2640 Grand Concourse","Bronx","3155","1","2031550001","Individual Landmark","Closed","Withdrawn",,,,"40.865259","-73.894987","207","15","39901","2118309","Bedford Park-Fordham North","10458"
"98","NFP","1998-05-14T00:00:00.000","895 Shore Road","Bronx","5650","1","2056500001","Individual Landmark","Closed","Presented to board","Approved","33500.00","Completed","40.875733","-73.80166","228","13","504","2097423","park-cemetery-etc-Bronx","10464"
"98","NFP","1998-05-14T00:00:00.000","Broadway at West 242nd Street, Van Cortlandt Park","Bronx","5900","150","2059000150","Individual Landmark","Closed","Presented to board","Approved","15400.00","Completed",,,,,,,,
"98","NFP","1998-05-26T00:00:00.000","49-50 Prospect Park West","Brooklyn","1077","32","3010770032","Park Slope Historic District","Closed","Presented to board","Denied",,,"40.669343","-73.972903","306","39","165","3025256","Park Slope-Gowanus","11215"
"98","NFP","1998-05-20T00:00:00.000","218 St. James Place","Brooklyn","1979","39","3019790039","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.683758","-73.963865","302","35","201","3056664","Clinton Hill","11238"
"98","HO","1998-05-29T00:00:00.000","382 Vanderbilt Avenue","Brooklyn","1959","44","3019590044","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.685747","-73.968371","302","35","199","3055934","Clinton Hill","11238"
"98","HO","1998-06-01T00:00:00.000","341 Washington Avenue","Brooklyn","1932","6","3019320006","Clinton Hill Historic District","Closed","Presented to board","Denied",,,"40.688593","-73.965892","302","35","197","3055342","Clinton Hill","11205"
"98","NFP","1998-06-04T00:00:00.000","336 West 20th Street","Manhattan","743","70","1007430070","Chelsea Historic District","Closed","Presented to board","Denied",,,"40.743905","-74.00101","104","3","89","1080452","Hudson Yards-Chelsea-Flatiron-Union Square","10011"
"98","HO","1998-06-05T00:00:00.000","131 Hicks Street","Brooklyn","236","97","3002360097","Brooklyn Heights Historic District","Closed","Presented to board","Denied",,,"40.697496","-73.994782","302","33","501","3001854","Brooklyn Heights-Cobble Hill","11201"
"98","HO","1998-06-19T00:00:00.000","9 Cambridge Place","Brooklyn","1965","30","3019650030","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.686484","-73.963402","302","35","201","3056207","Clinton Hill","11238"
"98","NFP","1998-06-25T00:00:00.000","34-41 137th Street","Queens","4953","1","4049530001","Individual Landmark","Closed","Presented to board","Approved","22800.00","Completed","40.765923","-73.829621","407","20","88901","4538071","Flushing","11354"
"99","HO","1998-08-06T00:00:00.000","11 South Elliott Place","Brooklyn","2099","36","3020990036","Fort Greene Historic District","Closed","Withdrawn",,,,"40.689114","-73.975971","302","35","33","3058804","Fort Greene","11217"
"99","HO","1998-08-06T00:00:00.000","99 Lafayette Avenue","Brooklyn","2100","76","3021000076","Not Landmarked","Closed","Denied at staff level",,,,"40.68725","-73.974168","302","35","181","3058922","Fort Greene","11217"
"99","HO","1998-08-07T00:00:00.000","414 Stuyvesant Avenue","Brooklyn","1685","42","3016850042","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.68045","-73.93157","303","36","297","3047745","Crown Heights North","11233"
"99","HO","1998-08-19T00:00:00.000","449 West 162nd Street","Manhattan","2110","53","1021100053","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.835403","-73.938952","112","10","24301","1062611","Washington Heights South","10032"
"99","HO","1998-09-01T00:00:00.000","27 Hamilton Terrace","Manhattan","2050","103","1020500103","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.822504","-73.946692","109","7","227","1060990","Hamilton Heights","10031"
"99","NFP","1998-09-29T00:00:00.000","24 East 95th Street","Manhattan","1506","60","1015060060","Expanded Carnegie Hill Historic District","Closed","Withdrawn",,,,"40.786829","-73.955341","108","4","16001","1047407","Upper East Side-Carnegie Hill","10128"
"99","HO","1998-09-30T00:00:00.000","430 East 140th Street","Bronx","2284","23","2022840023","Mott Haven East Historic District","Closed","Withdrawn",,,,"40.809891","-73.920755","201","8","39","2000297","Mott Haven-Port Morris","10454"
"99","HO","1998-10-02T00:00:00.000","126 Bainbridge Street","Brooklyn","1685","30","3016850030","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.680799","-73.932481","303","36","297","3047737","Crown Heights North","11233"
"99","HO","1998-10-29T00:00:00.000","19 West 120th Street","Manhattan","1720","8","1017200008","Mount Morris Park Historic District","Closed","Withdrawn",,,,"40.804073","-73.94657","110","9","200","1053321","Central Harlem South","10027"
"99","NFP","1998-12-23T00:00:00.000","23 Gramercy Park South","Manhattan","875","58","1008750058","Gramercy Park Historic District","Closed","Presented to board","Denied",,,"40.737445","-73.985674","106","2","50","1017933","Gramercy","10003"
"99","HO","1998-11-24T00:00:00.000","226 Cumberland Street","Brooklyn","2101","45","3021010045","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688946","-73.973003","302","35","181","3058968","Fort Greene","11205"
"99","HO","1998-12-10T00:00:00.000","253 Lefferts Avenue","Brooklyn","1320","72","3013200072","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.662244","-73.952703","309","40","329","3035086","Prospect Lefferts Gardens-Wingate","11225"
"99","HO","1999-01-15T00:00:00.000","1133 Forest Avenue","Bronx","2651","33","2026510033","Morris High School Historic District","Closed","Withdrawn",,,,"40.827679","-73.902284","203","16","135","2004631","Morrisania-Melrose","10456"
"99","NFP","1999-01-21T00:00:00.000","177 East 104th Street","Manhattan","1632","30","1016320030","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed","40.790476","-73.946126","111","8","166","1051963","East Harlem South","10029"
"99","NFP","1999-01-25T00:00:00.000","East End Avenue at 88th Street","Manhattan","1592","1","1015920001","Individual Landmark","Closed","Presented to board","Approved","2775.00","Rescinded",,,,,,,,
"99","NFP","1999-01-26T00:00:00.000","345 Edgecombe Avenue","Manhattan","2054","1","1020540001","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed","40.827102","-73.941345","109","9","23501","1061162","Hamilton Heights","10031"
"99","HO","1999-03-03T00:00:00.000","263 West 139th Street","Manhattan","2025","3","1020250003","St. Nicholas Historic District","Closed","Denied at staff level",,,,"40.818817","-73.944112","110","9","230","1060348","Central Harlem North-Polo Grounds","10030"
"99","NFP","1999-03-05T00:00:00.000","290 Washington Avenue","Brooklyn","1917","1","3019170001","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.690226","-73.966259","302","35","195","3334953","Clinton Hill","11205"
"99","HO","1999-03-05T00:00:00.000","14 Jumel Terrace","Manhattan","2109","101","1021090101","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.834838","-73.938761","112","10","24301","1062585","Washington Heights South","10032"
"99","HO","1999-03-10T00:00:00.000","214 Guernsey Street","Brooklyn","2569","56","3025690056","Greenpoint Historic District","Closed","Presented to board","Approved","25400.00","Completed","40.727858","-73.955124","301","33","561","3064990","Greenpoint","11222"
"99","HO","1999-03-29T00:00:00.000","49 Hudson Avenue","Brooklyn","34","6","3000340006","Vinegar Hill Historic District","Closed","Withdrawn",,,,"40.703495","-73.981069","302","33","21","3000068","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill","11201"
"99","NFP","1999-03-31T00:00:00.000","20 West 44th Street","Manhattan","1259","48","1012590048","Individual Landmark","Closed","Presented to board","Approved","20695.00","Completed","40.755156","-73.980848","105","4","96","1034214","Midtown-Midtown South","10036"
"99","HO","1999-04-01T00:00:00.000","143 West 120th Street","Manhattan","1905","11","1019050011","Not Landmarked","Closed","Denied at staff level",,,,"40.805131","-73.94908","110","9","220","1057616","Central Harlem South","10027"
"99","HO","1999-04-09T00:00:00.000","338 Clermont Avenue","Brooklyn","2104","56","3021040056","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688015","-73.969848","302","35","181","3059109","Fort Greene","11205"
"99","HO","1999-04-16T00:00:00.000","217 Greene Avenue","Brooklyn","1951","40","3019510040","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.687033","-73.96312","302","35","197","3055733","Clinton Hill","11238"
"99","HO","1999-04-14T00:00:00.000","534 West 142nd Street","Manhattan","2073","153","1020730153","Not Landmarked","Closed","Denied at staff level",,,,"40.823919","-73.950467","109","7","225","1061838","Hamilton Heights","10031"
"99","HO","1999-05-04T00:00:00.000","149 Greene Avenue","Brooklyn","1945","49","3019450049","Clinton Hill Historic District","Closed","Presented to board","Approved",,"Rescinded","40.686688","-73.966099","302","35","197","3321878","Clinton Hill","11238"
"99","NFP","1999-05-12T00:00:00.000","27 Barrow Street","Manhattan","590","56","1005900056","Greenwich Village Historic District","Closed","Presented to board","Approved","22000.00","Completed","40.7325","-74.003078","102","3","67","1010159","West Village","10014"
"99","NFP","1999-05-18T00:00:00.000","128 Pierrepont Street","Brooklyn","243","47","3002430047","Brooklyn Heights Historic District","Closed","Presented to board","Approved","20000.00","Completed","40.69502","-73.992387","302","33","502","3002006","Brooklyn Heights-Cobble Hill","11201"
"99","HO","1999-06-02T00:00:00.000","861 Macy Place","Bronx","2688","80","2026880080","Longwood Historic District","Closed","Presented to board","Denied",,,"40.818264","-73.901665","202","17","85","2005181","Longwood","10455"
"99","HO","1999-06-07T00:00:00.000","146 Cambridge Place","Brooklyn","1980","60","3019800060","Not Landmarked","Closed","Denied at staff level",,,,"40.683006","-73.962733","302","35","201","3056728","Clinton Hill","11238"
"99","NFP","1999-06-08T00:00:00.000","62 Hamilton Terrace","Manhattan","2050","64","1020500064","Hamilton Heights Historic District","Closed","Presented to board","Denied",,,"40.823075","-73.946309","109","7","227","1060961","Hamilton Heights","10031"
"99","HO","1999-06-21T00:00:00.000","115 MacDonough Street","Brooklyn","1852","57","3018520057","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681241","-73.941826","303","36","269","3053390","Bedford","11216"
"99","HO","1999-06-21T00:00:00.000","433 Clermont Avenue","Brooklyn","1959","5","3019590005","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.684792","-73.969175","302","35","199","3055907","Clinton Hill","11238"
"99","NFP","1999-06-24T00:00:00.000","Castle Clinton, Battery Park","Manhattan","3","1","1000030001","Individual Landmark","Closed","Presented to board","Approved","21000.00","Rescinded","40.703487","-74.016623","101","1","319","1077335","park-cemetery-etc-Manhattan","10280"
"0","NFP","1999-07-09T00:00:00.000","1000 Richmond Terrace","Staten Island","76","200","5000760200","National Register List","Closed","Presented to board","Approved","20000.00","Completed","40.645232","-74.104674","501","49","97","5000000","West New Brighton-New Brighton-St. George","10310"
"0","HO","1999-07-16T00:00:00.000","150 Rutland Road","Brooklyn","5038","21","3050380021","Prospect Lefferts Gardens Historic District","Closed","Withdrawn",,,,"40.659085","-73.955488","309","40","802","3115379","Prospect Lefferts Gardens-Wingate","11225"
"0","NFP","1999-07-16T00:00:00.000","133 Bainbridge Street","Brooklyn","1680","49","3016800049","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","23000.00","Completed","40.680837","-73.932276","303","36","297","3047445","Crown Heights North","11233"
"0","HO","1999-08-11T00:00:00.000","215 Cumberland Street","Brooklyn","2102","28","3021020028","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.689196","-73.973028","302","35","181","3059012","Fort Greene","11205"
"0","HO","1999-08-17T00:00:00.000","327 President Street","Brooklyn","436","56","3004360056","Carroll Gardens Historic District","Closed","Denied at staff level",,,,"40.680473","-73.99329","306","39","75","3007308","Carroll Gardens-Columbia Street-Red Hook","11231"
"0","NFP","1999-08-17T00:00:00.000","215 West 57th Street","Manhattan","1029","23","1010290023","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed","40.765894","-73.980896","105","4","137","1080846","Midtown-Midtown South","10019"
"0","NFP","1999-08-30T00:00:00.000","73-50 Little Neck Parkway","Queens","8401","1","4084010001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.748163","-73.719431","413","23","1567","4572707","Bellerose","11004"
"0","HO","1999-09-30T00:00:00.000","323 Convent Avenue","Manhattan","2050","25","1020500025","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.823536","-73.947024","109","7","227","1060936","Hamilton Heights","10031"
"0","HO","1999-10-06T00:00:00.000","44 South Portland Avenue","Brooklyn","2099","64","3020990064","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.6884","-73.974864","302","35","33","3058830","Fort Greene","11217"
"0","HO","1999-10-07T00:00:00.000","128 St. James Place","Brooklyn","1963","54","3019630054","Clinton Hill Historic District","Closed","Withdrawn",,,,"40.686094","-73.964329","302","35","201","3056075","Clinton Hill","11238"
"0","NFP","1999-10-22T00:00:00.000","3711 Richmond  Road","Staten Island","2359","1","5023590001","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.571982","-74.14473","502","50","279","5164667","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10306"
"0","NFP","1999-10-25T00:00:00.000","3400 Reservoir Oval","Bronx","3343","185","2033430185","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed","40.878889","-73.87581","207","11","423","2018218","Norwood","10467"
"0","NFP","1999-10-25T00:00:00.000","9 Westchester Square","Bronx","3981","2","2039810002","Individual Landmark","Closed","Presented to board","Approved","20025.00","Completed","40.839963","-73.84336","210","13","200","2041853","Van Nest-Morris Park-Westchester Square","10461"
"0","NFP","1999-10-26T00:00:00.000","460 Brielle Avenue","Staten Island","955","1","5009550001","New York City Farm Colony- Seaview Hospital Historic District","Closed","Presented to board","Approved","19000.00","Rescinded","40.593798","-74.135437","502","50","181","5141697","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10314"
"0","NFP","1999-11-10T00:00:00.000","2 West 64th Street","Manhattan","1116","29","1011160029","Individual Landmark","Closed","Denied at staff level",,,,"40.771298","-73.980021","107","6","149","1084533","Lincoln Square","10023"
"0","NFP","2000-01-24T00:00:00.000","New York Botanical Garden, Bronx River","Bronx","4336","1","2043360001","Individual Landmark","Closed","Presented to board","Approved","50000.00","Completed","40.862389","-73.876756","227","15","334","2000000","park-cemetery-etc-Bronx","10458"
"0","HO","1999-12-13T00:00:00.000","241 West 139th Street","Manhattan","2025","13","1020250013","St. Nicholas Historic District","Closed","Withdrawn",,,,"40.818567","-73.943527","110","9","230","1060357","Central Harlem North-Polo Grounds","10030"
"0","HO","2000-01-07T00:00:00.000","19 West 120th Street","Manhattan","1720","8","1017200008","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804073","-73.94657","110","9","200","1053321","Central Harlem South","10027"
"0","NFP","2000-01-25T00:00:00.000","Flatbush Avenue near Empire Boulevard","Brooklyn","1117","1","3011170001","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed",,,,,,,,
"0","NFP","2000-01-27T00:00:00.000","1476 Richmond Road","Staten Island","3299","10","5032990010","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed","40.593464","-74.100279","502","50","9602","5107516","Old Town-Dongan Hills-South Beach","10304"
"0","NFP","2000-02-03T00:00:00.000","8 West 8th Street","Manhattan","551","28","1005510028","Greenwich Village Historic District","Closed","Presented to board","Approved","17000.00","Completed","40.732437","-73.996803","102","1","63","1008861","West Village","10011"
"0","HO","2000-02-10T00:00:00.000","57 Rutland Road","Brooklyn","5034","81","3050340081","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.658905","-73.958649","309","40","79801","3115116","Prospect Lefferts Gardens-Wingate","11225"
"0","HO","2000-02-15T00:00:00.000","178 MacDonough Street","Brooklyn","1856","19","3018560019","Stuyvesant Heights Historic District","Closed","Denied at staff level",,,,"40.681508","-73.939335","303","36","273","3053571","Stuyvesant Heights","11216"
"0","HO","2000-02-16T00:00:00.000","931 East 156th Street","Bronx","2701","17","2027010017","Longwood Historic District","Closed","Presented to board","Approved","8000.00","Completed","40.81674","-73.900659","202","17","85","2005421","Longwood","10455"
"0","HO","2000-02-28T00:00:00.000","1133 Forest Avenue","Bronx","2651","33","2026510033","Morris High School Historic District","Closed","Denied at staff level",,,,"40.827679","-73.902284","203","16","135","2004631","Morrisania-Melrose","10456"
"0","HO","2000-03-30T00:00:00.000","247 West 139th Street","Manhattan","2025","11","1020250011","St. Nicholas Historic District","Closed","Presented to board","Denied",,,"40.81863","-73.943672","110","9","230","1060355","Central Harlem North-Polo Grounds","10030"
"0","HO","2000-04-17T00:00:00.000","197 DeKalb Avenue","Brooklyn","2090","70","3020900070","Fort Greene Historic District","Closed","Presented to board","Denied",,,"40.689574","-73.971679","302","35","183","3058530","Fort Greene","11205"
"0","HO","2000-04-26T00:00:00.000","390 Washington Avenue","Brooklyn","1945","42","3019450042","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.68725","-73.965637","302","35","197","3055497","Clinton Hill","11238"
"0","HO","2000-05-02T00:00:00.000","48 St. Marks Place","Staten Island","22","141","5000220141","St. George / New Brighton Historic District","Closed","Presented to board","Denied",,,"40.64687","-74.084987","501","49","7","5000370","West New Brighton-New Brighton-St. George","10301"
"0","HO","2000-05-10T00:00:00.000","112 MacDonough Street","Brooklyn","1855","26","3018550026","Stuyvesant Heights Historic District","Closed","Presented to board","Approved","20000.00","Completed","40.681211","-73.941949","303","36","269","3053504","Bedford","11216"
"0","HO","2000-05-10T00:00:00.000","2117 Albemarle Terrace","Brooklyn","5102","118","3051020118","Albemarle-Kenmore Terraces Historic District","Closed","Presented to board","Denied",,,"40.648613","-73.959271","314","40","51002","3117204","Flatbush","11226"
"0","HO","2000-05-22T00:00:00.000","467 West 144th Street","Manhattan","2059","36","1020590036","Hamilton Heights Historic District","Closed","Denied at staff level",,,,"40.824231","-73.947287","109","7","227","1061304","Hamilton Heights","10031"
"0","HO","2000-05-25T00:00:00.000","439A Waverly Avenue","Brooklyn","1962","5","3019620005","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.685085","-73.966211","302","35","199","3056019","Clinton Hill","11238"
"0","HO","2000-06-20T00:00:00.000","143 Fenimore Street","Brooklyn","5037","66","3050370066","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.658235","-73.957903","309","40","79801","3115339","Prospect Lefferts Gardens-Wingate","11225"
"1","HO","2000-07-01T00:00:00.000","301 MacDonough Street","Brooklyn","1670","77","3016700077","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.682134","-73.934041","303","36","297","3046854","Crown Heights North","11233"
"1","HO","2000-07-17T00:00:00.000","436 Lewis Avenue","Brooklyn","1684","36","3016840036","Not Landmarked","Closed","Denied at staff level",,,,"40.680353","-73.934544","303","36","273","3047708","Stuyvesant Heights","11233"
"1","NFP","2000-07-19T00:00:00.000","90-04 161st Street","Queens","9757","23","4097570023","Individual Landmark","Closed","Presented to board","Approved","15000.00","Completed","40.705199","-73.799278","412","24","44601","4208850","Jamaica","11432"
"1","HO","2000-07-27T00:00:00.000","424 Vanderbilt Avenue","Brooklyn","1959","65","3019590065","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.684899","-73.968202","302","35","199","3055955","Clinton Hill","11238"
"1","NFP","2000-08-07T00:00:00.000","420 Tompkins Avenue","Queens","2966","32","4029660032","Individual Landmark","Closed","Presented to board","Approved","10000.00","Rescinded",,,,,,,,
"1","HO","2000-08-11T00:00:00.000","14 Jumel Terrace","Manhattan","2109","101","1021090101","Jumel Terrace Historic District","Closed","Withdrawn",,,,"40.834838","-73.938761","112","10","24301","1062585","Washington Heights South","10032"
"1","NFP","2000-08-11T00:00:00.000","1134 Jackson Avenue","Bronx","2651","17","2026510017","Morris High School Historic District","Closed","Presented to board","Approved","10000.00","Completed","40.827822","-73.903046","203","16","135","2004620","Morrisania-Melrose","10456"
"1","HO","2000-09-25T00:00:00.000","87 St. James Place","Brooklyn","1964","32","3019640032","Clinton Hill Historic District","Closed","Denied at staff level",,,,"40.686536","-73.964393","302","35","201","3056138","Clinton Hill","11238"
"1","NFP","2000-09-29T00:00:00.000","104 West 88th Street","Manhattan","1218","36","1012180036","Upper West Side/Central Park West Historic District","Closed","Denied at staff level",,,,"40.787998","-73.971735","107","6","173","1032247","Upper West Side","10024"
"1","NFP","2000-10-31T00:00:00.000","West 160th Street and Edgecombe Avenue","Manhattan","2109","106","1021090106","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed",,,,,,,,
"1","NFP","2000-10-31T00:00:00.000","2640 Grand Concourse","Bronx","3155","1","2031550001","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed","40.865259","-73.894987","207","15","39901","2118309","Bedford Park-Fordham North","10458"
"1","HO","2000-11-15T00:00:00.000","56-60 West 119th Street","Manhattan","1717","58","1017170058","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.803308","-73.946751","110","9","190","1053213","Central Harlem South","10026"
"1","HO","2000-11-21T00:00:00.000","81 Chauncey Street","Brooklyn","1685","58","3016850058","Stuyvesant Heights Historic District","Closed","Presented to board","Denied",,,"40.680072","-73.932435","303","36","297","3047760","Crown Heights North","11233"
"1","HO","2000-11-29T00:00:00.000","70 West 120th Street","Manhattan","1718","63","1017180063","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804197","-73.946913","110","9","200","1053283","Central Harlem South","10027"
"1","HO","2000-12-07T00:00:00.000","16 Sylvan Terrace","Manhattan","2109","65","1021090065","Jumel Terrace Historic District","Closed","Presented to board","Approved","15000.00","Rescinded","40.834726","-73.939441","112","10","24301","1062560","Washington Heights South","10032"
"1","NFP","2000-12-21T00:00:00.000","2 Hyland Boulevard","Staten Island","2830","49","5028300049","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed",,,,,,,,
"1","HO","2000-12-22T00:00:00.000","257 Sterling Street","Brooklyn","1315","64","3013150064","Prospect Lefferts Gardens Historic District","Closed","Presented to board","Denied",,,"40.663037","-73.952457","309","40","329","3034820","Prospect Lefferts Gardens-Wingate","11225"
"1","HO","2001-01-10T00:00:00.000","2475 Richmond Road","Staten Island","942","37","5009420037","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed","40.575474","-74.12071","502","50","181","5023384","Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill","10306"
"1","NFP","2001-01-17T00:00:00.000","126 Saint Felix Street","Brooklyn","2111","37","3021110037","Brooklyn Academy of Music Historic District","Closed","Presented to board","Approved","10000.00","Rescinded","40.686054","-73.977205","302","35","35","3348863","Fort Greene","11217"
"1","HO","2001-01-17T00:00:00.000","217 DeKalb Avenue","Brooklyn","2091","72","3020910072","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.689535","-73.970706","302","35","183","3058541","Fort Greene","11205"
"1","HO","2001-01-31T00:00:00.000","1867 Stockholm Street","Queens","3400","53","4034000053","Stockholm Street Historic District","Closed","Presented to board","Approved","12500.00","Rescinded","40.708533","-73.913748","405","34","539","4081195","Ridgewood","11385"
"1","HO","2001-02-06T00:00:00.000","236 Decatur Street","Brooklyn","1680","12","3016800012","Stuyvesant Heights Historic District","Closed","Withdrawn",,,,"40.681396","-73.93379","303","36","297","3047410","Crown Heights North","11233"
"1","NFP","2001-02-06T00:00:00.000","37-01 Bowne Street","Queens","5013","6","4050130006","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed","40.762853","-73.825247","407","20","865","4113403","Flushing","11354"
"1","NFP","2001-03-16T00:00:00.000","114-04 Fourteenth Road","Queens","4067","1","4040670001","Individual Landmark","Closed","Presented to board","Approved","25000.00","Completed",,,,,,,,
"1","NFP","2001-03-23T00:00:00.000","Broadway at West 242nd Street, Van Cortlandt Park","Bronx","5900","150","2059000150","Individual Landmark","Closed","Presented to board","Approved","20000.00","Rescinded",,,,,,,,
"1","NFP","2001-03-23T00:00:00.000","Jamaica Avenue and 150th Street, King Park","Queens","9682","1","4096820001","Individual Landmark","Closed","Presented to board","Approved","10000.00","Completed",,,,,,,,
"1","HO","2001-03-23T00:00:00.000","39 South Portland Avenue","Brooklyn","2100","14","3021000014","Fort Greene Historic District","Closed","Withdrawn",,,,"40.688422","-73.974846","302","35","181","3058868","Fort Greene","11217"
"1","HO","2001-03-29T00:00:00.000","1409 Albemarle Road","Brooklyn","5095","1","3050950001","Prospect Park South Historic District","Closed","Denied at staff level",,,,"40.646617","-73.966195","314","40","1522","3117031","Flatbush","11226"
"1","NFP","2001-04-10T00:00:00.000","5816 Clarendon Road and Ralph Avenue","Brooklyn","7917","9","3079170009","Individual Landmark","Closed","Presented to board","Approved","20000.00","Completed","40.64497","-73.920914","317","45","946","3221967","Rugby-Remsen Village","11203"
"1","HO","2001-04-14T00:00:00.000","355 President Street","Brooklyn","436","42","3004360042","Carroll Gardens Historic District","Closed","Presented to board","Denied",,,"40.680174","-73.992562","306","39","75","3000000","Carroll Gardens-Columbia Street-Red Hook","11231"
"1","HO","2001-04-18T00:00:00.000","306 Clermont Avenue","Brooklyn","2104","43","3021040043","Fort Greene Historic District","Closed","Denied at staff level",,,,"40.688693","-73.969981","302","35","181","3059096","Fort Greene","11205"
"1","HO","2001-06-04T00:00:00.000","752 Delafield Avenue","Staten Island","230","33","5002300033","Individual Landmark","Closed","Denied at staff level",,,,"40.629043","-74.123682","501","49","141","5006233","West New Brighton-New Brighton-St. George","10310"
"1","NFP","2001-06-06T00:00:00.000","34 1/2 East 12th Street","Manhattan","563","20","1005630020","Individual Landmark","Closed","Withdrawn",,,,"40.733809","-73.992549","102","2","61","1009129","West Village","10003"
"1","HO","2001-06-08T00:00:00.000","11 West 120th Street","Manhattan","1720","11","1017200011","Mount Morris Park Historic District","Closed","Denied at staff level",,,,"40.804035","-73.94648","110","9","200","1053324","Central Harlem South","10027"
"1","HO","2001-06-10T00:00:00.000","87 Hanson Place","Brooklyn","2115","17","3021150017","Not Landmarked","Closed","Denied at staff level",,,,"40.685543","-73.974014","302","35","181","3059292","Fort Greene","11217"
"1","HO","2001-06-13T00:00:00.000","283 Alexander Avenue","Bronx","2314","75","2023140075","Mott Haven Historic District","Closed","Denied at staff level",,,,"40.810945","-73.924503","201","8","39","2000719","Mott Haven-Port Morris","10454"
"1","HO","2001-06-21T00:00:00.000","158 St. James Place","Brooklyn","1963","69","3019630069","Clinton Hill Historic District","Closed","Presented to board","Approved","17500.00","Rescinded","40.685545","-73.964217","302","35","201","3056088","Clinton Hill","11238"
