"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"1019","6d7a6c53-40b1-4087-8c37-9298bfc8f416","roadway","Supper Restaurant","Raguboy Corp","Raguboy Corp","156","East 2nd Street","Manhattan","10009","156 East 2nd Street, Manhattan, NY","40861946",,,,"40","8","320","no","yes","yes","1140962","OP","no",,"yes","2020-06-19T14:44:00.000","40.722774","-73.98518","3","2","3002","1004985","1003980061","East Village"
"10190","{ADEB0013-B787-417C-8D62-8657AC3939CA}","roadway","Fish and Beef","Fish and Beef","Fish and Beef","5210","7th Avenue","Brooklyn","11220","5210  7th Avenue, Brooklyn, NY","50053768",,,,"20","8","160","no","yes","no",,,"no",,"yes","2020-08-12T19:48:00.000","40.641209","-74.007217","7","38","100","3014030","3008090040","Sunset Park East"
"10191","{16E2E699-0614-43A1-8A1D-73950B7D05AE}","roadway","Ako Sushi","New Ako Restaurant Inc","Ako Japanese Cuisine","205","Bedford Ave","Brooklyn","11211","205 Bedford Ave, Brooklyn, NY","50006419",,,,"18","8","144","no","yes","yes","Sep-88","RW","yes","yes","yes","2020-08-12T20:40:00.000","40.717048","-73.958555","1","33","553","3062203","3023360004","North Side-South Side"
"10192","{ED7D936B-7761-4F76-8281-6FEDB68D094B}","both","Little Canal","Coffeemen's, LLC","Little Canal","26","Canal Street","Manhattan","10002","26 Canal Street, Manhattan, NY","50051704","36","6","216","11","8","88","yes","yes","yes","Nov-44","RW","no",,"yes","2020-08-12T21:29:00.000","40.71445","-73.990412","3","1","6","1003599","1002830073","Lower East Side"
"10193","{7E005C34-DEF8-4B20-861B-9D4BF6670832}","both","The Ranch Restaurant and Bar of Guyana","The Ranch Restaurant and Bar of Guyana","The Ranch Restaurant and Bar of Guyana","134-01","Liberty Ave","Queens","11419","134-01  Liberty Ave , Queens, NY","40844021","100","10","1000","80","8","640","yes","yes","yes","Feb-28","OP","no",,"yes","2020-08-13T00:01:00.000","40.691448","-73.812597","9","28","152","4201237","4095020046","Richmond Hill"
"10194","{D7B50FDF-3749-477E-81DE-D18260D71CEC}","sidewalk","Bread Brothers Bagel Cafe","SJD 220 Corp","Bread Brothers Bagel Cafe","220","Bushwick Avenue","Brooklyn","11206","220 Bushwick Avenue, Brooklyn, NY","50004883","10","5","50",,,,"yes","no","no",,,"no",,"yes","2020-08-13T09:52:00.000","40.708215","-73.939942","1","34","493","3071160","3030540019","Bushwick South"
"10195","{0E27EB6C-3EC1-4612-8CF6-9898C905FB16}","sidewalk","THE BARLOW","CORNER 660 LLC","THE BARLOW","446","PARK PLACE","Manhattan","11238","446 PARK PLACE, Manhattan, NY","50091637","30","9","270",,,,"yes","no","yes","Mar-09","OP","no",,"yes","2020-08-13T10:14:00.000","40.675406","-73.962629","8","35","215","3337840","3011670010","Prospect Heights"
"10196","{B1D1BAC8-E2DD-403A-82E9-A883FF11721E}","both","THE BARLOW","CORNER 660 LLC","THE BARLOW","446","PARK PLACE","Brooklyn","11238","446 PARK PLACE, Brooklyn, NY","50091637","30","10","300","30","8","240","yes","yes","yes","Mar-09","OP","no",,"yes","2020-08-13T10:23:00.000","40.675406","-73.962629","8","35","215","3337840","3011670010","Prospect Heights"
"10197","{44006934-3FEB-4ED1-899B-5104A9327ADE}","roadway","Grab & Go Cafe","Grab & Go Cafe","Grab & Go Cafe","475","60th Street","Brooklyn","11220","475  60th Street, Brooklyn, NY","50100044",,,,"12","8","96","no","yes","no",,,"no",,"yes","2020-08-13T10:26:00.000","40.63991","-74.016867","7","38","74","3016295","3008630048","Sunset Park West"
"10198","{E695FD16-5D99-4288-8778-2D183452C4BD}","roadway","Golden Roast Inc","Golden Roast Inc","Corner 28","135-24","40th Rd","Queens","11354","135-24  40th Rd, Queens, NY","50074731",,,,"36","8","288","no","yes","no",,,"no",,"yes","2020-08-13T10:36:00.000","40.758856","-73.830119","7","20","871","4449971","4050370152","Flushing"
"10199","{7AA09A54-E3CD-4B19-8BBA-ACE5A1DE6953}","both","Fresca Tortilla Ditmars Inc","Fresca Tortilla Ditmars Inc","Fresca Tortilla","31-15","Ditmars Boulevard","Queens","11105","31-15 Ditmars Boulevard, Queens, NY","50067676","15","12","180","15","8","120","yes","yes","no",,,"no",,"yes","2020-08-13T11:02:00.000","40.775766","-73.910155","1","22","113","4016985","4008310133","Steinway"
"102","207db896-6535-44f9-87df-084789684351","sidewalk","Holy Schnitzel","Yoniski Amsterdam LLC","Yoniski Amsterdam LLC","654","Amsterdam Ave","Manhattan","10025","654 Amsterdam Ave, Manhattan, NY","50086808","20","6","120",,,,"yes","no","yes","1316946","EB","no",,"yes","2020-06-19T11:07:00.000","40.791407","-73.972311","7","6","179","1033594","1012390036","Upper West Side"
"1020","022e92d5-13cd-4947-8d0f-9839a1ecd97e","both","Magazine","Space Bar LLC","Magazine","130","Franklin St","Brooklyn","11222","130  Franklin St, Brooklyn, NY","50089099","18","7","126","18","8","144","yes","yes","yes","1316587","OP","yes","yes","yes","2020-06-19T14:45:00.000","40.72935","-73.957497","1","33","565","3064805","3025630002","Greenpoint"
"10200","{892D56E8-0C64-4118-8AF4-DC3F38013F5D}","both","TK Restaurant Corp.","TK Restaurant Corp.","Square Diner","33","Lenard Street","Manhattan","10013","33  Lenard Street, Manhattan, NY","41006719","79","9","711","79","8","632","yes","yes","yes","Jun-29","OP","yes","yes","yes","2020-08-13T11:09:00.000",,,,,,,,
"10201","{4A2C8495-2B0F-440C-8159-EB00C0650414}","both","J & J Pizzeria Cafe Bar Corp","J & J Pizzeria Cafe Bar Corp","J & J Pizzeria Cafe Bar Corp","4013","82 st","Queens","11373","4013 82 st, Queens, NY","50088649","15","13","195","15","8","120","yes","yes","yes","Oct-12","OP","no",,"yes","2020-08-13T11:45:00.000","40.747249","-73.883858","4","21","26901","4458601","4014930035","Elmhurst"
"10202","{F90060DC-9C14-4A97-8346-796CBE51D1E2}","both","TITO'S BBQ STATION","CECILIA'S FOODS INC.","CECILIA'S FOODS INC.","348","LENOX AVE","Manhattan","10027","348  LENOX AVE, Manhattan, NY","50104970","25","10","250","25","8","200","yes","yes","yes","Aug-13","RW","no",,"yes","2020-08-13T12:06:00.000","40.809378","-73.944301","10","9","208","1053662","1017250072","Central Harlem North-Polo Grounds"
"10203","{358C1AF2-8DC3-4BD2-805D-D5B040054F5B}","sidewalk","Mille-feuille Bakery","Mille-feuille Vanderbilt LLC","Mille-feuille Bakery Cafe","622","Vanderbilt Ave","Brooklyn","11238","622 Vanderbilt Ave, Brooklyn, NY","50103057","49","6","294",,,,"yes","no","no",,,"yes","yes","yes","2020-08-13T12:40:00.000","40.677535","-73.968916","8","35","163","3028738","3011580043","Prospect Heights"
"10204","{96FECDB4-88BC-4315-8B04-3F4AC66A55EB}","sidewalk","THE WINSLOW","CORNER 660 LLC","THE WINSLOW","446","PARK PLACE","Brooklyn","11238","446 PARK PLACE, Brooklyn, NY","50091637","30","9","270",,,,"yes","no","yes","Mar-09","OP","no",,"yes","2020-08-13T12:55:00.000","40.675406","-73.962629","8","35","215","3337840","3011670010","Prospect Heights"
"10205","{734B44F0-4A16-4BB8-8693-D4DF1963880B}","sidewalk","The Water Hazard","Konkapot Entertainment, Inc","Konkapot Entertainment, Inc","59","Chelsea Piers","Manhattan","10011","59 Chelsea Piers, Manhattan, NY","50104509","140","18","2520",,,,"yes","no","yes","Jun-22","OP","no",,"yes","2020-08-13T13:28:00.000","40.747999","-74.008496","4","3","99","1000000","1006620011","Hudson Yards-Chelsea-Flatiron-Union Square"
"10206","{F3311BF2-6CCB-456D-8885-C12EE0149B08}","sidewalk","Barnea Bistro","Barnea Bistro LLC","Barnea Bistro LLC","211","East 46th Street","Manhattan","10017","211 East 46th Street, Manhattan, NY","50078656","45","20","900",,,,"yes","no","yes","May-80","OP","no",,"yes","2020-08-13T13:39:00.000","40.753118","-73.972085","6","4","90","1037599","1013207506","Turtle Bay-East Midtown"
"10207","{935B8DC4-673E-4BD3-835A-436EDF6D25F6}","sidewalk","Blossom","Blossom Union Square, Inc.","Blossom Union Square, Inc.","72","University Place","Manhattan","10003","72 University Place, Manhattan, NY","41139612","16","10","160",,,,"yes","no","no",,,"no",,"yes","2020-08-13T13:52:00.000","40.733131","-73.993484","2","2","61","1009262","1005680019","West Village"
"10208","{11E757CC-CDC7-4DD9-8F9C-C3C75476CD4C}","sidewalk","The Penny Farthing","The Penny Farthing","The Penny Farthing","103","3rd Ave","Manhattan","10003","103  3rd Ave, Manhattan, NY","41479185","98","8","784",,,,"yes","no","yes","Jul-94","OP","no",,"yes","2020-08-13T13:57:00.000","40.732453","-73.987779","3","2","40","1079847","1004680007","East Village"
"10209","{CA33E121-18BF-4E38-8058-B205104B25B1}","both","The International Bar","Justified LLC","The International Bar","102","First Avenue","Manhattan","10009","102 First Avenue, Manhattan, NY","41530127","21","9","189","21","8","168","yes","yes","yes","Jun-12","OP","no",,"yes","2020-08-13T14:08:00.000","40.726529","-73.986052","3","2","32","1005770","1004347503","East Village"
"1021","d9d40896-1f47-4100-867e-0a41b7eef69d","sidewalk","Zatar","Excellent Deli Corp","Excellent Deli Corp","1294","1294 Myrtle Ave","Brooklyn","11221","1294  1294 Myrtle Ave, Brooklyn, NY","50069657","14","5","70",,,,"yes","no","no",,,"no",,"yes","2020-06-19T14:46:00.000",,,,,,,,
"10210","{B0967ABE-81A6-4127-8C3C-677A9D723521}","both","Walter's","DMDD LLC","Walter's","166","DeKalb Avenue","Brooklyn","11217","166 DeKalb Avenue, Brooklyn, NY","41627123","40","7","280","44","8","352","yes","yes","yes","27-4537430","OP","yes","yes","yes","2020-08-13T14:30:00.000","40.689618","-73.973273","2","35","181","3058963","3021010040","Fort Greene"
"10211","{16A76904-73DE-4E1B-8A6A-D17EBDFB2C28}","roadway","Love and Dough","Water Street Tavern Corp.","Water Street Tavern Corp.","68","Jay Street","Brooklyn","11201","68 Jay Street, Brooklyn, NY","50047483",,,,"30","8","240","no","yes","no",,,"no",,"yes","2020-08-13T14:31:00.000","40.702763","-73.986681","2","33","21","3000090","3000400001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"10212","{E3C6154D-2C1B-4246-8246-873B55AF0257}","roadway","Love and Dough","Water St Tavern Corp.","Love and Dough","68","Jay Street","Brooklyn","11201","68 Jay Street, Brooklyn, NY","50047483",,,,"30","8","240","no","yes","no",,,"no",,"yes","2020-08-13T14:34:00.000","40.702763","-73.986681","2","33","21","3000090","3000400001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"10213","{0ED311C3-F8DA-400C-8889-329D5D7E9E3A}","roadway","Kochi","SC Hospitality LLC,","Kochi","1026472","10th Ave","Manhattan","10036","1026472 10th Ave, Manhattan, NY","50099805",,,,"11","8","88","no","yes","yes","Jan-18","OP","no",,"yes","2020-08-13T14:36:00.000",,,,,,,,
"10214","{5FE46F6C-4F42-4408-83C9-FBC73610B198}","sidewalk","gelateria gentile","latte llc","gelateria gentile","253","wythe avenue","Brooklyn","11249","253 wythe avenue, Brooklyn, NY","50073840","60","4","240",,,,"yes","no","no",,,"no",,"yes","2020-08-13T14:48:00.000","40.716243","-73.963934","1","34","555","3062585","3023790007","North Side-South Side"
"10215","{DB7589B9-ED23-451D-8A2E-3F187F235050}","both","UOTORA","ZigZag Enterprise Inc","ZigZag Enterprise Inc","1075","BERGEN ST.","Brooklyn","11216","1075 BERGEN ST., Brooklyn, NY","50074194","14","10","140","14","8","112","yes","yes","yes","Oct-80","RW","no",,"yes","2020-08-13T14:58:00.000","40.676145","-73.950703","8","36","315","3030338","3012120052","Crown Heights North"
"10216","{39A9CF9D-349E-4E05-8B07-E43000C9385F}","both","Double zero","Plant based pizza New York llc","Plant based pizza New York llc","65","4th street @ 65 2nd ave","Manhattan","10003","65 4th street @ 65 2nd ave, Manhattan, NY","50046424","22","12","264","22","8","176","yes","yes","yes","Jul-74","OP","no",,"yes","2020-08-13T15:23:00.000",,,,,,,,
"10217","{8FF444E9-A7AF-4AB3-84EB-B7063F2DA8F5}","both","Royal india palace and restaurant inc.","Royal india palace and restaurant inc.","Royal india palace and restaurant inc.","118-08","Atlantic avenue","Queens","11419","118-08 Atlantic avenue, Queens, NY","41119269","70","7","490","70","7","490","yes","yes","yes","Sep-16","OP","no",,"yes","2020-08-13T15:26:00.000","40.693869","-73.828684","9","28","120","4199105","4094360003","Richmond Hill"
"10218","{0DE565A2-9E71-4092-8594-3A8C1472E6BF}","sidewalk","GEMELLI","SOUTH 4TH RESTAURANT COMPANY LLC","CCM","321","STARR STREET","Brooklyn","11237","321 STARR STREET, Brooklyn, NY","50080711","17","9","153",,,,"yes","no","yes","Jun-79","OP","no",,"yes","2020-08-13T15:27:00.000","40.707742","-73.920497","4","34","447","3072636","3031900037","Bushwick North"
"10219","{B90FEAD4-93EC-493F-8C0F-BC0DD52EB0D5}","sidewalk","Salt + Charcoal","TK Food Concepts LLC","Salt + Charcoal","171","Grand St.","Brooklyn","11249","171 Grand St., Brooklyn, NY","50009320","50","5","250",,,,"yes","no","yes","May-93","OP","no",,"yes","2020-08-13T15:53:00.000","40.714601","-73.961504","1","34","553","3062619","3023800025","North Side-South Side"
"1022","a7351c73-5161-4f9c-84a6-f6c5ba76d2ff","both","Toro Loco","Stone Street Amigos LLC","Stone Street Amigos LLC","15","Stone Street","Manhattan","10004","15 Stone Street, Manhattan, NY","50076290","12","6","72","12","8","96","yes","yes","yes","1306480","OP","no",,"yes","2020-06-19T14:45:00.000","40.704034","-74.012068","1","1","9","1000040","1000117501","Battery Park City-Lower Manhattan"
"10220","{B80B082A-7C26-449A-81A0-D20FEF8C2597}","both","Bar verde","A&D wine corp","A&D wine corp","65","4th street","Manhattan","10003","65 4th street , Manhattan, NY","41466567","22","12","264","22","8","176","yes","yes","yes","Dec-57","OP","no",,"yes","2020-08-13T16:13:00.000",,,,,,,,
"10221","{121A3A46-DB1C-45B2-8E48-E7BC1B1915D6}","both","Bay Parkway Seafood Palace Inc","Bay Parkway Seafood Palace Inc","Bay Parkway Seafood Palace Inc","2172","86th Street","Brooklyn","11214","2172  86th Street, Brooklyn, NY","50091461","25","3","75","25","8","200","yes","yes","no",,,"no",,"yes","2020-08-13T16:29:00.000","40.602252","-73.994325","11","47","290","3167065","3063800042","Bensonhurst West"
"10222","{2DDC7213-5F11-4534-883A-8622D0AA67E8}","sidewalk","Dog and Bone","Carra LLC","Carra LLC","338","3rd Avenue","Manhattan","10010","338  3rd Avenue , Manhattan, NY","50059374","65","7","455",,,,"yes","no","yes","Apr-47","OP","no",,"yes","2020-08-13T16:50:00.000","40.740028","-73.982289","6","2","68","1018080","1008800050","Gramercy"
"10223","{326D22EF-1D02-474D-875A-D37014D2BB3D}","roadway","New Shanghai tide restaurant","Pine Song Inc","New shanghai Tide Restaurant","1FLR","135-20 40th road","Queens","11354","1FLR 135-20 40th road , Queens, NY","50036890",,,,"43","8","344","no","yes","yes","Feb-18","RW","no",,"yes","2020-08-13T16:54:00.000",,,,,,,,
"10224","{2E92FA27-8D97-4EA6-87B3-5A1CB55B9160}","both","Ozone Pizza","Ozone Pizzeria Inc.","Ozone Pizzeria Inc.","96-15","Liberty Ave","Queens","11417","96-15 Liberty Ave, Queens, NY","40375369","10","10","100","17","8","136","yes","yes","no",,,"no",,"yes","2020-08-13T17:29:00.000","40.680689","-73.842638","10","32","4002","4189621","4091190035","Ozone Park"
"10225","{25E81CF2-17C7-4C57-86E5-3412E3A965D1}","openstreets","Peasant","MF Peasant LLC","Peasant","194","Elizabeth Street","Manhattan","10012","194  Elizabeth Street , Manhattan, NY","50105125",,,,,,,"no","no","yes","Jan-41","OP","no",,"yes","2020-08-13T18:05:00.000","40.721793","-73.994502","2","1","43","1007389","1004920003","SoHo-TriBeCa-Civic Center-Little Italy"
"10226","{17F01EF7-37B6-403D-8C42-D7F8E6D3501A}","both","1 Buen Sabor Inc","1 Buen Sabor Inc","1 Buen Sabor","45-07","Queens Blvd","Queens","11104","45-07 Queens Blvd, Queens, NY","41640580","20","12","240","20","8","160","yes","yes","no",,,"no",,"yes","2020-08-13T18:09:00.000","40.743251","-73.919448","2","26","183","4001895","4001600005","Hunters Point-Sunnyside-West Maspeth"
"10227","{03003667-EC9E-4612-829D-EDFA1410D1D4}","sidewalk","Pepe Giallo","Sonny Lou Inc.","Pepe Giallo","195","195 10 Ave.","Manhattan","10011","195 195 10 Ave. , Manhattan, NY","50063757","17","9","153",,,,"yes","no","yes","Jun-49","RW","no",,"yes","2020-08-13T18:36:00.000",,,,,,,,
"10228","{3E197674-ABF6-4447-85CB-3520A8786E0C}","openstreets","Casa Nomad","Casa Nomad LLC","Casa Nomad LLC","1204","Broadway","Manhattan","10001","1204 Broadway, Manhattan, NY","50096569",,,,,,,"no","no","yes","Jan-27","OP","no",,"yes","2020-08-13T19:23:00.000","40.746264","-73.988538","5","4","76","1015758","1008310019","Midtown-Midtown South"
"10229","{E2C4912F-DE5E-4061-84BA-BF5043ADA412}","both","HALO KITCHEN & LOUNGE","12710 RESTAURANT CORP","HALO KITCHEN & LOUNGE","12710","LIBERTY AVENUE","Queens","11419","12710 LIBERTY AVENUE, Queens, NY","50089929","19","10","190","21","8","168","yes","yes","yes","Mar-06","RW","no",,"yes","2020-08-13T19:29:00.000","40.688799","-73.817537","10","28","15802","4204702","4095810005","South Ozone Park"
"1023","124a9b18-a20f-46f9-8bdc-2f5779d3cf80","sidewalk","Vista Hermosa Deli Restaurant","Vista Hermosa Restaurant Inc.","Vista Hermosa Restaurant Inc.","1201","Evergreen Avenue","Bronx","10472","1201 Evergreen Avenue, Bronx, NY","40853915","70","15","1050",,,,"yes","no","yes","1277015","OP","no",,"yes","2020-06-19T14:40:00.000","40.828499","-73.881072","9","17","54","2024999","2037700030","West Farms-Bronx River"
"10230","{A632699E-2EC7-4CEE-8D5C-7EA1E0B9BB32}","sidewalk","Cafe Fiorello","Fiorellos Roman Cafe, Inc","Cafe Fiorello","1900","Broadway","Manhattan","10023","1900 Broadway, Manhattan, NY","40367841","46","30","1380",,,,"yes","no","yes","Mar-16","OP","no",,"yes","2020-08-13T20:59:00.000","40.771518","-73.982151","7","6","149","1027472","1011167501","Lincoln Square"
"10231","{73BC869C-12DE-42D9-8A81-E37719FCFDA3}","sidewalk","Bowery Beer Garden / Shinka Ramen","Kitchen93, Inc.","Kitchen93","93","Bowery","Manhattan","10002","93 Bowery, Manhattan, NY","50072985","30","4","120",,,,"yes","no","yes","Oct-37","HL","no",,"yes","2020-08-13T21:08:00.000","40.717182","-73.995476","3","1","16","1082490","1003030015","Chinatown"
"10232","{E49684D0-66FA-4719-84BE-6DADC3AE01E3}","openstreets","Lovely Day","Cantaloupe LLC","Lovely Day","196","Elizabeth St","Manhattan","10012","196  Elizabeth St, Manhattan, NY","40904478",,,,,,,"no","no","yes","Apr-47","OP","no",,"yes","2020-08-13T21:34:00.000","40.721848","-73.994484","2","1","43","1007390","1004920004","SoHo-TriBeCa-Civic Center-Little Italy"
"10233","{9F9E7A71-1A32-4374-823D-1CD7E43ECA74}","both","LoL Times Square","LOL Stand Up Comedy Corp","LOL Times Square","711","7th Avenue","Manhattan","10036","711 7th Avenue , Manhattan, NY","50038846","12","8","96","12","8","96","yes","yes","yes","Apr-51","OP","no",,"yes","2020-08-13T21:52:00.000","40.759543","-73.98437","5","4","125","1022687","1010000064","Midtown-Midtown South"
"10234","{2CE83AD1-1F4E-4279-8A57-5B1116307CA7}","both","Konditori","PIrk Washington","PIrk Washington","696","Washington","Brooklyn","11238","696 Washington, Brooklyn, NY","50003699","4","7","28","15","8","120","yes","yes","no",,,"no",,"yes","2020-08-14T07:06:00.000",,,,,,,,
"10235","{004EAF09-78CB-409B-88C4-1B20C83026A6}","both","Ecuapollos Bar restaurant","Ecuapollos bar Restaurant","Ecuapollos bar Restaurant","1262","Myrtle ave","Brooklyn","11221","1262  Myrtle ave , Brooklyn, NY","41504405","8","6","48","12","6","72","yes","yes","no",,,"yes","yes","yes","2020-08-14T07:20:00.000","40.697915","-73.926817","4","34","423","3073399","3032270032","Bushwick South"
"10236","{DD1BE493-35C0-478B-820C-93933A8B8A4C}","both","Momo's Mediterranean Grill","Sohail Kitchen LLC","Momo's Mediterranean Grill","25 & 29","101 Avenue","Brooklyn","11208","25 & 29  101 Avenue , Brooklyn, NY","50102047","30","5","150","30","8","240","yes","yes","no",,,"no",,"yes","2020-08-14T08:16:00.000",,,,,,,,
"10237","{19F41AC3-EEBD-4CE5-86FD-C343DDEBC0CB}","roadway","Ming's Caffe","Ming's","Ming's Caffe","28","Canal Street","Manhattan","10002","28 Canal Street, Manhattan, NY","50039747",,,,"16","8","128","no","yes","no",,,"no",,"yes","2020-08-14T08:23:00.000","40.714467","-73.990466","3","1","6","1003600","1002830074","Lower East Side"
"10238","{85BFBE61-D8A6-41A0-8999-31298F274D3C}","sidewalk","Oso","Oso Hamilton Heights, LLC","Oso Hamilton Heights, LLC","1616","Amsterdam Ave","Manhattan","10031","1616 Amsterdam Ave, Manhattan, NY","50035069","23","12","276",,,,"yes","no","yes","Jun-15","OP","no",,"yes","2020-08-14T10:50:00.000","40.821836","-73.950107","9","7","225","1061738","1020710036","Hamilton Heights"
"10239","{11466C69-839A-4D91-83AC-F68269D1DE73}","sidewalk","Dinosaur BBQ","Dinosaur Restaurants LLC","Dinosaur Restaurants LLC","604","Union St","Brooklyn","11215","604 Union St, Brooklyn, NY","41709869","100","11","1100",,,,"yes","no","yes","Jun-68","OP","no",,"yes","2020-08-14T11:16:00.000","40.677774","-73.984","6","39","119","3007368","3004410021","Park Slope-Gowanus"
"1024","cf1c71e2-79cc-4dc6-89f1-9246e3e82c32","roadway","P J Horgan's","4902 Skillman Cafe LLC","P J Horgan's","4902","Skillman Avenue","Queens","11377","4902 Skillman Avenue, Queens, NY","50074966",,,,"52","8","416","no","yes","yes","1304189","OP","no",,"yes","2020-06-19T14:45:00.000","40.746223","-73.915081","2","26","25301","4001159","4001340025","Hunters Point-Sunnyside-West Maspeth"
"10240","{830AFECA-846A-4FF3-8FC1-509152B0A332}","sidewalk","Beat Mazesoba","Hot Ramen Inc","Beat Mazesoba","161-23","Crocheron Ave","Queens","11358","161-23 Crocheron Ave, Queens, NY","50091684","24","7","168",,,,"yes","no","yes","Apr-19","RW","no",,"yes","2020-08-14T11:25:00.000","40.762573","-73.804343","7","19","1171","4119428","4052810001","Murray Hill"
"10241","{6D608696-6DDA-4897-843B-68319136DEA8}","sidewalk","Cheburechnaya","Heburechnaya I.S. Inc","Cheburechnaya","9209","63rd Dr.","Queens","11374","9209 63rd Dr., Queens, NY","41227024","53","7","371",,,,"yes","no","yes","Feb-44","RW","yes","yes","yes","2020-08-14T11:53:00.000","40.727518","-73.86402","6","29","693","4072456","4030940042","Rego Park"
"10242","{A7F746F4-D13E-4A1E-80D2-B64444D30490}","roadway","Zucker's Bagels Flatiron","Zucker's Flatiron LLC","Zucker's Bagels Flatiron","40","East 23rd street","Manhattan","10010","40 East 23rd street, Manhattan, NY","50078316",,,,"36","8","288","no","yes","no",,,"no",,"yes","2020-08-14T12:22:00.000","40.740646","-73.987474","5","2","56","1016289","1008510049","Hudson Yards-Chelsea-Flatiron-Union Square"
"10243","{AE0C03A7-BB9C-447F-8FA1-6754E00DEBC8}","both","SPICE UP","BROTHERS USA INC","SPICE UP","1926D","CROSS BRONX EXPY","Bronx","10472","1926D CROSS BRONX EXPY, Bronx, NY","50103115","24","6","144","24","8","192","yes","yes","no",,,"no",,"yes","2020-08-14T12:45:00.000","40.832647","-73.859433","9","18","72","2025966","2037940127","Soundview-Bruckner"
"10244","{4CAB1991-6FC1-4134-8D46-A17ED6AEFDA3}","openstreets","Barbalu","Dona Gallo inc","Barbalu","225","Front street","Manhattan","10038","225  Front street, Manhattan, NY","50003015",,,,,,,"no","no","yes","Dec-97","OP","yes","yes","yes","2020-08-14T12:53:00.000","40.707506","-74.002157","1","1","1501","1001336","1000970024","Battery Park City-Lower Manhattan"
"10245","{71188E5E-B625-4ECC-8645-0522B8FD4AB1}","roadway","Annapurna Thakali Kitchen Inc","Annapurna Thakali Kitchen Inc","Annapurna Thakali Kitchen Inc","72-24","Roosevelt Avenue","Queens","11372","72-24 Roosevelt Avenue, Queens, NY","50104019",,,,"20","8","160","no","yes","no",,,"no",,"yes","2020-08-14T13:19:00.000","40.746655","-73.893181","4","25","265","4030419","4013040043","Elmhurst-Maspeth"
"10246","{2DCA66CD-3754-4F90-8031-1D158274104A}","sidewalk","Marco Polo Pizza & Deli","Walter 8281 Corp.","Marco Polo Pizza & Deli","1289","Madison Avenue","Manhattan","10128","1289 Madison Avenue, Manhattan, NY","50105235","10","25","250",,,,"yes","no","no",,,"no",,"yes","2020-08-14T13:47:00.000","40.784485","-73.956155","8","4","16001","1047034","1015030053","Upper East Side-Carnegie Hill"
"10247","{DFFCBCC2-EA16-482A-8D6A-57712FE8DA91}","sidewalk","Dinosaur Barbque","Dinosaur Restaurants LLC","Dinosaur Restaurants LLC","2276","12th ave","Manhattan","10027","2276 12th ave, Manhattan, NY","41468815","155","17","2635",,,,"yes","no","yes","Nov-88","OP","no",,"yes","2020-08-14T13:53:00.000","40.817797","-73.960851","9","7","219","1059981","1020040012","Manhattanville"
"10248","{4AC931EE-CDBE-4FDC-8A85-6B4C0FC82359}","sidewalk","American Whiskey TriBeCa","B&D Again LLC","American Whiskey TriBeCa","211","W Broadway","Manhattan","10013","211 W Broadway, Manhattan, NY","40553443","46","3","138",,,,"yes","no","yes","Jan-07","OP","yes","yes","yes","2020-08-14T13:58:00.000","40.718941","-74.006522","1","1","33","1079278","1001787502","SoHo-TriBeCa-Civic Center-Little Italy"
"10249","{4086CBEC-0CC8-44AA-8DAF-FDC30D73C558}","openstreets","Medusa","Medusa Greek Taverna","Medusa Greek Taverna","133","5th ave","Brooklyn","11217","133  5th ave, Brooklyn, NY","50100228",,,,,,,"no","no","yes","Jan-94","OP","no",,"yes","2020-08-14T14:01:00.000","40.678602","-73.978967","6","39","131","3019192","3009440003","Park Slope-Gowanus"
"1025","50e6ec3b-fb79-4ffa-851f-d6503432b455","both","THE IZAKAYA NYC on East 4th","SHIAWASE FACTORY LTD","THE IZAKAYA","215","East 4th street","Manhattan","10009","215  East 4th street , Manhattan, NY","50102342","25","7","175","25","10","250","yes","yes","no",,,"no",,"yes","2020-06-19T14:42:00.000","40.723716","-73.983523","3","2","32","1005034","1004000050","East Village"
"10250","{5F74A534-629E-47B0-8DF8-D6205DDC7A25}","openstreets","Miti Miti","Wepa La Arepa","Wepa La Arepa","138th","5th Ave","Brooklyn","11217","138th 5th Ave, Brooklyn, NY","50018224",,,,,,,"no","no","yes","Nov-92","OP","no",,"yes","2020-08-14T14:55:00.000",,,,,,,,
"10251","{18BA26DD-131B-4351-8F48-EA491DC9C243}","sidewalk","Hyatt Union Square","HHLP Union Sq Assoc LLC, HHLP Union Square Lessee LLC, Hersha Hospitality MGMT LP as Mgr & Union Sq 4th F&B Management LLC as Mgr","Hyatt Union Square","76","East 13th Street AKA 132 4th Avenue","Manhattan","10003","76  East 13th Street AKA 132 4th Avenue, Manhattan, NY","50051068","78","7","546",,,,"yes","no","yes","May-63","HL","no",,"yes","2020-08-14T14:57:00.000",,,,,,,,
