"objectid","globalid","seating_interest_sidewalk","restaurant_name","legal_business_name","doing_business_as_dba","bulding_number","street","borough","zip","business_address","food_service_establishment","sidewalk_dimensions_length","sidewalk_dimensions_width","sidewalk_dimensions_area","roadway_dimensions_length","roadway_dimensions_width","roadway_dimensions_area","approved_for_sidewalk_seating","approved_for_roadway_seating","qualify_alcohol","sla_serial_number","sla_license_type","landmark_district_or_building","landmarkdistrict_terms","healthcompliance_terms","time_of_submission","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"10061","{FFCD8EF6-21E4-4A77-88B5-2DED86BFEB1F}","sidewalk","MASK POT INC","MASK POT INC","MASK POT INC","13620","ROOSEVELT AVE","Queens","11354","13620 ROOSEVELT AVE, Queens, NY","50069477","5","5","25",,,,"yes","no","no",,,"no",,"yes","2020-08-08T13:15:00.000","40.759785","-73.829236","7","20","853","4113546","4050190005","Flushing"
"10062","{8FA3857C-DC6C-419D-8F27-5C1E6F12D821}","sidewalk","Tea and Burger","Wonderful Express Inc.","Tea and Burger","7202","New Utrecht Ave","Brooklyn","11228","7202 New Utrecht Ave, Brooklyn, NY","50039187","30","15","450",,,,"yes","no","no",,,"yes","yes","yes","2020-08-08T13:18:00.000","40.61809","-73.999308","11","43","190","3158360","3061910035","Bensonhurst West"
"10063","{9EC763BF-BA2A-4E00-88DF-20B8C6336A09}","sidewalk","MASK POT INC","MASK POT INC","MASK POT INC","4021","MAIN STREET","Queens","11354","4021 MAIN STREET, Queens, NY","50069477","5","5","25",,,,"yes","no","no",,,"no",,"yes","2020-08-08T13:35:00.000","40.758924","-73.829809","7","20","853","4113546","4050190005","Flushing"
"10064","{685C0A6A-1F8D-4398-8B9C-E558B03FD0E8}","sidewalk","TAKE YOUR HAND BROOKLYN INC","TAKE YOUR HAND BROOKLYN INC","TAKE YOUR HAND BROOKLYN INC","5701","8TH AVE STORE A","Brooklyn","11220","5701  8TH AVE STORE A, Brooklyn, NY","50099249","8","8","64",,,,"yes","no","no",,,"no",,"yes","2020-08-08T13:41:00.000","40.637108","-74.007865","12","38","104","3140168","3056930010","Sunset Park East"
"10065","{69D34ADC-77B6-4449-8567-CD4ECB6885E8}","both","Bar Culaccino","RTA Holdings LLC","Bar Culaccino","235","West 56th Street","Manhattan","10019","235  West 56th Street, Manhattan, NY","50087039","24","6","144","24","6","144","yes","yes","yes","Aug-81","TW","no",,"yes","2020-08-08T13:43:00.000","40.765611","-73.982322","5","3","137","1070014","1010287501","Midtown-Midtown South"
"10066","{8B7B81C3-E9E0-46B1-87F4-9C6A90098E5C}","sidewalk","Akino","Kendo Sushi Inc","Akino","82-80","Broadway","Queens","11373","82-80 Broadway, Queens, NY","50072230","20","15","300",,,,"yes","no","no",,,"no",,"yes","2020-08-08T13:57:00.000","40.741501","-73.880563","4","25","485","4439095","4015350095","Elmhurst-Maspeth"
"10067","{4D48DE2B-ABE9-4363-8709-ACBAE2A336C8}","both","Royal Falafel and shawarma","Royal Falafel and shawarma Inc.","Royal Falafel and shawarma Inc.","230","Calyer st","Brooklyn","11222","230  Calyer st , Brooklyn, NY","50087942","40","6","240","40","8","320","yes","yes","no",,,"no",,"yes","2020-08-08T14:02:00.000","40.7291","-73.950332","1","33","573","3065413","3026000012","Greenpoint"
"10068","{7929121A-ADA1-466F-8ADA-6FBC836AB048}","both","Chasers bar and grill","inbinginc","chasers","5980","58th rd","Queens","11378","5980 58th rd, Queens, NY","41395526","40","10","400","40","8","320","yes","yes","yes","Jun-84","OP","no",,"yes","2020-08-08T14:19:00.000","40.720491","-73.905561","5","30","525","4060285","4026980046","Maspeth"
"10069","{406182F2-FF8C-4CE8-8F24-CAD2D3500BC6}","sidewalk","Cholula Deli","Mi Pequena Cholula Deli","Mi Pequena Cholula Deli","1481","Myrtle Ave","Brooklyn","11237","1481 Myrtle Ave, Brooklyn, NY","41554812","25","8","200",,,,"yes","no","no",,,"yes","yes","yes","2020-08-08T14:27:00.000","40.698995","-73.916631","4","37","433","3075722","3033090037","Bushwick North"
"1007","acd6967e-22e5-434d-8397-355b839c6505","sidewalk","battista ristorante","battista ristorante corp","battista ristorante corp","4602","avenue N","Brooklyn","11234","4602 avenue N, Brooklyn, NY","50067599","25","15","375",,,,"yes","no","yes","1306387","OP","no",,"yes","2020-06-19T14:41:00.000","40.618714","-73.930599","18","46","674","3220816","3078910037","Flatlands"
"10070","{6F359CA4-CD41-40AF-80F2-30E9D3E78A80}","sidewalk","The Gem Saloon","East Drogheda Inc","The Gem Saloon","375","3rd Avenue","Manhattan","10016","375 3rd Avenue, Manhattan, NY","50058670","37","6","222",,,,"yes","no","yes","Dec-38","OP","no",,"yes","2020-08-08T14:28:00.000","40.741438","-73.981235","6","2","66","1019868","1009080001","Murray Hill-Kips Bay"
"10071","{89D50D55-5086-4DDE-8CA0-7B6AFC5A7D23}","sidewalk","cafe metro","162 bake, LLC","162 bake, LLC","162","56th street","Manhattan","10019","162 56th street , Manhattan, NY","50067418","30","9","270",,,,"yes","no","no",,,"no",,"yes","2020-08-08T15:05:00.000",,,,,,,,
"10072","{572FA49B-27D1-4ED3-843A-B80BB3E782B9}","sidewalk","fresh&co","475 bake, LLC","475 bake, LLC","475","lexington","Manhattan","10017","475 lexington, Manhattan, NY","50044051","20","8","160",,,,"yes","no","no",,,"no",,"yes","2020-08-08T15:15:00.000",,,,,,,,
"10073","{B946019D-351D-431A-85AB-2093E163BE23}","roadway","Angaar","3 Flow INC","3 Flow INC","283","Columbus ave","Manhattan","10022","283 Columbus ave, Manhattan, NY","50087688",,,,"30","8","240","no","yes","yes","Jun-01","OP","no",,"yes","2020-08-08T16:57:00.000","40.778278","-73.978148","7","6","157","1028649","1011260001","Lincoln Square"
"10074","{691B7417-B059-4B32-8BF3-1D5677F1A95A}","both","Helena Fusion Restaurant","El encuentro Inc","El encuentro Inc","8404","37th ave","Queens","11372","8404 37th ave , Queens, NY","50105381","13","18","234","13","8","104","yes","yes","yes","Nov-91","OP","yes","yes","yes","2020-08-08T17:06:00.000","40.749951","-73.882284","3","21","281","4036228","4014720001","Jackson Heights"
"10075","{C7326999-AD5E-401B-80AB-1BF0AB5C9204}","both","Wild Birds","Wild Birds LLC","Wild Birds","951","Dean St.","Brooklyn","11238","951 Dean St. , Brooklyn, NY","50101679","120","18","2160","34","7","238","yes","yes","yes","Apr-09","OP","no",,"yes","2020-08-08T17:10:00.000","40.678185","-73.958352","8","35","305","3027784","3011340097","Crown Heights North"
"10076","{8362237D-4B79-4C95-89A2-669FF54BE88B}","roadway","The Little One","Make It One Inc.","The Little One","150","East Broadway","Manhattan","10002","150  East Broadway, Manhattan, NY","50071476",,,,"10","8","80","no","yes","no",,,"no",,"yes","2020-08-08T17:41:00.000","40.714006","-73.990849","3","1","6","1003593","1002830066","Lower East Side"
"10077","{94287CCE-E1A4-490A-8653-A562151A8704}","openstreets","Taiwan Bear House","Little Fat Bear LLC","Taiwan Bear House","11","Pell","Manhattan","10013","11 Pell, Manhattan, NY","50035490",,,,,,,"no","no","no",,,"no",,"yes","2020-08-08T17:47:00.000","40.714739","-73.997681","3","1","29","1082460","1001620051","Chinatown"
"10078","{F50ABB54-9022-4194-8639-AF46A582DFE7}","both","Mingle Restaurant Inc","Mingle Restaurant Inc","Lucky Chen","13553","Northern Blvd","Queens","11354","13553  Northern Blvd, Queens, NY","50069847","52","4","208","52","8","416","yes","yes","yes","Oct-71","RW","no",,"yes","2020-08-09T08:54:00.000","40.763022","-73.831715","7","20","869","4112124","4049580044","Flushing"
"10079","{3307A5D9-49F2-4130-8257-898420D54075}","both","Silver Star Restaurant","1236 Second Avenue Restaurant Corp","Silver Star Restaurant","300 1/2","65th Street","Manhattan","10065","300 1/2  65th Street, Manhattan, NY","40736836","30","8","240","9","8","72","yes","yes","yes","May-20","OP","no",,"yes","2020-08-09T11:49:00.000",,,,,,,,
"1008","58fe606c-4c24-4784-88cc-07189d6fb293","sidewalk","Spot Dessert Bar","ACO BAKERY ST MARKS LLC","Spot Dessert Bar","3916","Prince Street","Queens","11354","3916 Prince Street , Queens, NY","50058388","12","4","48",,,,"yes","no","no",,,"no",,"yes","2020-06-19T14:42:00.000","40.759485","-73.832244","7","20","871","4539244","4049737501","Flushing"
"10080","{AE9FB02C-3DFB-40BD-8A6F-4A4C77B3B916}","sidewalk","Jobito Bronx","Jobito Bronx","Jobito Bronx","2001","Jerome ave","Bronx","10453","2001  Jerome ave , Bronx, NY","50102443","5","8","40",,,,"yes","no","no",,,"no",,"yes","2020-08-09T12:40:00.000","40.852916","-73.908178","5","14","243","2008405","2028630046","University Heights-Morris Heights"
"10081","{4076496F-BAD2-435B-8C29-46CD89CCDF5E}","both","Ben & Teena's Ice Cream","Ben & Teena's Ice Cream","Ben & Teena's Ice Cream","39-33","Bell Blvd","Queens","11361","39-33 Bell Blvd, Queens, NY","41473017","8","4","32","8","4","32","yes","yes","no",,,"no",,"yes","2020-08-09T13:03:00.000","40.764925","-73.771669","11","19","1123","4443817","4062410001","Bayside-Bayside Hills"
"10082","{0F916891-E0D2-46A1-89B0-3612A667235E}","roadway","Katie O's","Katie O's Inc.","Katie O's Inc.","452","East New York Avenue","Brooklyn","11225","452 East New York Avenue, Brooklyn, NY","50012038",,,,"30","8","240","no","yes","no",,,"no",,"yes","2020-08-09T13:14:00.000","40.661758","-73.947491","9","40","806","3106516","3047920001","Prospect Lefferts Gardens-Wingate"
"10083","{F3D223ED-E0B0-4C06-8857-39565B8CD406}","openstreets","Ben & Teena's Ice Cream","Ben & Teena's Ice Cream","Ben & Teena's Ice Cream","39-33","Bell Blvd","Queens","11361","39-33 Bell Blvd, Queens, NY","41473017",,,,,,,"no","no","no",,,"no",,"yes","2020-08-09T13:16:00.000","40.764925","-73.771669","11","19","1123","4443817","4062410001","Bayside-Bayside Hills"
"10084","{D72DC877-05B2-49C1-8464-CECDB2927606}","both","Tong","Tang Wang Ruay Inc.","Tong","321","Starr Street","Brooklyn","11237","321  Starr Street, Brooklyn, NY","50105198","32","7","224","32","8","256","yes","yes","no",,,"no",,"yes","2020-08-09T15:17:00.000","40.707742","-73.920497","4","34","447","3072636","3031900037","Bushwick North"
"10085","{414BB7F7-8A96-4274-8902-D505012E3B85}","both","CHA CHAN TANG","TEABISTRO","CHA CHAN TANG","42c","mott st","Manhattan","10013","42c mott st, Manhattan, NY","50083194","20","3","60","20","8","160","yes","yes","yes","Jun-08","OP","no",,"yes","2020-08-09T19:47:00.000","40.715175","-73.998748","3","1","29","1001786","1001630015","Chinatown"
"10086","{224BDEAB-0CE5-4775-8C43-A605DCB5F1F8}","both","cha chan tang","teabistro inc","cha chan tang","42c","mott st","Manhattan","10013","42c mott st, Manhattan, NY","50083194","20","8","160","20","8","160","yes","yes","yes","Jun-08","OP","no",,"yes","2020-08-09T19:54:00.000","40.715175","-73.998748","3","1","29","1001786","1001630015","Chinatown"
"10087","{1384C250-21C1-4BB2-86B4-E9D51BFE778A}","sidewalk","MOIC CAFE","1AND8 INC","MUSEUM OF ICE CREAM","96","CROSBY","Manhattan","10012","96 CROSBY, Manhattan, NY","50101357","48","4","192",,,,"yes","no","yes","Feb-18","OP","yes","yes","yes","2020-08-09T19:58:00.000","40.723437","-73.997341","2","1","43","1007566","1004970015","SoHo-TriBeCa-Civic Center-Little Italy"
"10088","{72BC734A-5FA5-4C99-8762-2E7BD452E753}","roadway","Deja Vu Restaurant and Bar","Deja Vu of Staten Island","Deja Vu of Staten Island","297","Port Richmond  Ave","Staten Island","10302","297 Port Richmond  Ave, Staten Island, NY","50072745",,,,"30","6","180","no","yes","yes","Oct-87","OP","yes","yes","yes","2020-08-09T21:43:00.000","40.634319","-74.135862","1","49","213","5024271","5010370003","Port Richmond"
"10089","{A2F050ED-3D48-42E2-82C0-EBEA74720CD9}","both","Bayside Diner","207-07 Northern Boulevard Rest Corp","Bayside Diner","207-07","Northern Boulevard","Queens","11361","207-07 Northern Boulevard, Queens, NY","41601943","75","6","450","50","8","400","yes","yes","yes","Jun-33","OP","no",,"yes","2020-08-10T02:12:00.000","40.758517","-73.776301","11","19","1467","4138113","4062740020","Bayside-Bayside Hills"
"1009","02a63244-7ec4-4712-8921-fb319e1c215a","both","Morning Star Cafe","Morningstar Cafe Inc","Morningstar Cafe Inc","949","2nd Ave","Manhattan","10022","949  2nd Ave, Manhattan, NY","40609590","20","8","160","20","11","220","yes","yes","yes","1117074","RW","no",,"yes","2020-06-19T14:22:00.000","40.755121","-73.968356","6","4","98","1038459","1013240124","Turtle Bay-East Midtown"
"10090","{5728BCFF-7627-42ED-8E91-212D6E1B05B7}","both","Sweet Chick","Sweet Chick Vernon LLC","Sweet Chick","4642","Vernon Blvd","Queens","11101","4642 Vernon Blvd, Queens, NY","50075224","28","16","448","30","8","240","yes","yes","yes","Oct-79","OP","no",,"yes","2020-08-10T06:23:00.000","40.745956","-73.953033","2","26","7","4000045","4000280003","Hunters Point-Sunnyside-West Maspeth"
"10091","{E08F666B-9849-48B6-8395-CCF6DFCAA7D4}","both","Sweet Chick","Sweet Chick Vernon LLC","Sweet Chick Vernon LLC","46-42","Vernon Blvd","Queens","11101","46-42 Vernon Blvd, Queens, NY","50075224","25","18","450","30","8","240","yes","yes","yes","Oct-79","OP","no",,"yes","2020-08-10T06:31:00.000","40.745956","-73.953033","2","26","7","4000045","4000280003","Hunters Point-Sunnyside-West Maspeth"
"10092","{CC212DCE-D58F-4C3E-8FDC-2E4C52A84171}","both","Fresh Salt","Manhattan Island Group LLC","Manhattan Island Group LLC","146","Beekman Street","Manhattan","10038","146 Beekman Street, Manhattan, NY","41046488","30","6","180","30","8","240","yes","yes","yes","Mar-53","OP","yes","yes","yes","2020-08-10T08:24:00.000","40.707026","-74.002575","1","1","1501","1078978","1000970015","Battery Park City-Lower Manhattan"
"10093","{356F0EBE-7748-4DEB-8CEA-EDFD8977DC85}","sidewalk","New Beach Bar LLC","New Beach Bar LLC","New Beach Bar LLC","2722","Gerritsen Ave","Brooklyn","11229","2722 Gerritsen Ave, Brooklyn, NY","50104443","20","15","300",,,,"yes","no","yes","Nov-20","OP","no",,"yes","2020-08-10T10:45:00.000","40.592772","-73.92507","15","46","628","3249798","3089250180","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"10094","{21DF0220-8C1F-4F1E-8EE7-14C66F80045A}","sidewalk","New Beach BAr LLC","New Beach Bar LLC","New Beach Bar LLC","2722","Gerritsen Ave","Brooklyn","11229","2722 Gerritsen Ave, Brooklyn, NY","50104443","20","15","300",,,,"yes","no","yes","Nov-20","OP","no",,"yes","2020-08-10T10:49:00.000","40.592772","-73.92507","15","46","628","3249798","3089250180","Sheepshead Bay-Gerritsen Beach-Manhattan Beach"
"10095","{10BFE491-26B3-4081-8ABA-664E738C8BAD}","both","Veselka Restauant","Veselka Enterprises","Veselka Enterprises","144","Second Avenue","Manhattan","10003","144  Second Avenue, Manhattan, NY","40384528","112","6","672","72","8","576","yes","yes","yes","Jan-17","RW","no",,"yes","2020-08-10T11:27:00.000","40.729093","-73.987303","3","2","38","1006363","1004500008","East Village"
"10096","{B2DF6704-044B-47C1-89F9-E46218438B00}","sidewalk","The Parlour","Cobra Restaurant Inc.","Cobra Restaurant Inc.","250 West","86th Street","Manhattan","10024","250 West 86th Street, Manhattan, NY","40591422","50","3","150",,,,"yes","no","yes","Aug-12","OP","no",,"yes","2020-08-10T12:43:00.000","40.788491","-73.976942","7","6","171","1081052","1012330011","Upper West Side"
"10097","{E4E50979-B2B1-4DDA-8808-069C51B6D7F6}","both","Bakestone Bakery","Bread Gallery Inc","Bread Gallery Inc","190","Nassau Ave","Brooklyn","11222","190 Nassau Ave, Brooklyn, NY","50100998","66","8","528","66","8","528","yes","yes","no",,,"no",,"yes","2020-08-10T12:54:00.000","40.725499","-73.945478","1","33","571","3066981","3026850007","Greenpoint"
"10098","{8BDEB261-2CDA-4892-8860-3C5EE0056089}","openstreets","BAR NANA","SLJ BAR LLC","BAR NANA","63","GANSEVOORT ST.","Manhattan","10014","63  GANSEVOORT ST., Manhattan, NY","50002488",,,,,,,"no","no","yes","Aug-80","OP","yes","yes","yes","2020-08-10T12:59:00.000","40.739397","-74.007282","2","3","79","1080263","1006440043","West Village"
"10099","{EE8842B8-FA19-4FE4-8903-76FB3B762F50}","both","lobster house","red panda asian bistro inc","lobster house","9525","queens blvd","Queens","11374","9525 queens blvd, Queens, NY","41719158","65","6","390","75","8","600","yes","yes","yes","Jan-87","OP","no",,"yes","2020-08-10T13:00:00.000","40.730605","-73.863635","6","29","71701","4050410","4020790001","Rego Park"
"101","c98d4c63-931e-4771-890b-5d125ec4d426","both","New York City Bagel and Coffee House","NYCBCH29-10Corp","New York City and Bagel and Coffee Hiouse","29-10","Broadway","Queens","11106","29-10 Broadway, Queens, NY","50074054","16","22","352","4","22","88","yes","yes","no",,,"no",,"yes","2020-06-19T11:09:00.000","40.762636","-73.926818","1","22","53","4617928","4005867501","Astoria"
"1010","03d43066-a536-4381-8da2-f20146f4302a","both","Osteria Laura NYC","23 Winehouse LLC","23 Winehouse LLC","1890","Adam Clayton Powell Jr. Blvd.","Manhattan","10026","1890 Adam Clayton Powell Jr. Blvd., Manhattan, NY","50084955","27","11","297","27","8","216","yes","yes","yes","1313435","OP","no",,"yes","2020-06-19T14:37:00.000","40.802254","-73.953243","10","9","218","1055206","1018307503","Central Harlem South"
"10100","{8C451436-81AB-4E43-8D1F-1421E6EDC0F4}","sidewalk","The 13th Step","149 Second Ave Rest Inc","The 13th Step","149","Second Ave","Manhattan","10003","149 Second Ave, Manhattan, NY","41468453","62","11","682",,,,"yes","no","yes","Dec-88","OP","no",,"yes","2020-08-10T13:37:00.000","40.72937","-73.987123","3","2","40","1006799","1004650053","East Village"
"10101","{D1BB9747-C3C6-4959-88A6-79D526EB9A3B}","roadway","THREE DECKER RESTAURANT LTD","THREE DECKER RESTAURANT LTD","THREE DECKER RESTAURANT LTD","1746","2ND AVENUE","Manhattan","10128","1746 2ND AVENUE , Manhattan, NY","40401821",,,,"90","7","630","no","yes","yes","Aug-21","RW","no",,"yes","2020-08-10T13:48:00.000","40.781016","-73.949441","8","5","154","1050200","1015530049","Yorkville"
"10102","{0CEFE983-F4F2-450B-8BA1-79DDCE0ED56B}","both","Watawa","Watawa Inc","Watawa Inc","33-10","Ditmars blvd","Queens","11105","33-10  Ditmars blvd, Queens, NY","41395934","40","10","400","40","8","320","yes","yes","yes","May-44","OP","no",,"yes","2020-08-10T13:56:00.000","40.775283","-73.909513","1","22","117","4017042","4008320155","Steinway"
"10103","{06D154A4-0B6B-4A5E-8AFA-F2AE0A0008B7}","sidewalk","Hilltop Perk Cafe","Hilltop Perk Cafe Corporation","Hilltop Perk Cafe Corporation","83","Haven Ave.","Manhattan","10034","83 Haven Ave., Manhattan, NY","50072407","20","13","260",,,,"yes","no","no",,,"no",,"yes","2020-08-10T14:26:00.000","40.84427","-73.942562","12","10","255","1063411","1021390166","Washington Heights South"
"10104","{19A72CDC-BA02-4383-817A-023951E9190B}","sidewalk","Luscious Thai","Phaya Cuisine Inc","Luscious Thai","1099","1 Ave.","Manhattan","10065","1099 1 Ave., Manhattan, NY","50035991","10","4","40",,,,"yes","no","yes","Mar-23","OP","yes","yes","yes","2020-08-10T14:36:00.000","40.760391","-73.961416","8","5","110","1044205","1014350024","Lenox Hill-Roosevelt Island"
"10105","{CF6505C0-33A1-43C8-894E-486B3864EF85}","roadway","Bordeaux","Bordeaux LLC","Bordeaux","1922-24","Coney island ave","Brooklyn","11230","1922-24  Coney island ave , Brooklyn, NY","50035140",,,,"60","8","480","no","yes","yes","May-20","OP","no",,"yes","2020-08-10T14:58:00.000","40.610695","-73.962521","12","44","420","3175213","3066170042","Homecrest"
"10106","{4A3E4F12-06B5-40B4-85AD-FD2FD6CCD6CE}","both","SEVEN CHINA","S & Y FAMILY INC","S & Y FAMILY INC","22134","HORACE HARDING EXPY","Queens","11364","22134 HORACE HARDING EXPY, Queens, NY","50087740","20","20","400","20","8","160","yes","yes","yes","May-07","RW","no",,"yes","2020-08-10T15:09:00.000","40.749362","-73.755525","11","23","1377","4163157","4076440033","Oakland Gardens"
"10107","{AC98E77F-DD30-4D53-88CD-5712AF5FEE63}","sidewalk","Juice Generation","Juice Generation Cafe Group Inc","Juice Generation Cafe","97","Greenwich Avenue","Manhattan","10014","97 Greenwich Avenue , Manhattan, NY","41583233","53","14","742",,,,"yes","no","no",,,"no",,"yes","2020-08-10T15:17:00.000","40.737496","-74.001671","2","3","77","1011017","1006150029","West Village"
"10108","{DC2D3953-BA67-4D82-8385-2F2B60BCA052}","openstreets","mk","mk karaoke llc","MK","11","WEST 32Nd st","Manhattan","10001","11  WEST 32Nd st, Manhattan, NY","41722462",,,,,,,"no","no","yes","Oct-70","OP","no",,"yes","2020-08-10T15:50:00.000","40.747414","-73.986091","5","4","76","1015850","1008340033","Midtown-Midtown South"
