"requestid","event","agency","language","type","numinterp","date","starttime","endtime","zip"
"IR-216","Rolando's Rights Film Screening Sunset Park","Mayoral Office","Chinese - Mandarin","Simultaneous","1","2019-05-28T00:00:00.000","6:15:00 PM","8:00:00 PM","11232"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Hindi","Simultaneous","2","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Korean","Simultaneous","2","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Spanish","Simultaneous","2","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
"IR-216","Rolando's Rights Film Screening Sunset Park","Mayoral Office","Spanish","Simultaneous","1","2019-05-28T00:00:00.000","6:15:00 PM","8:00:00 PM","11232"
"IR-215","Voter Registration Event in Flushing, Queens","Mayoral Office","Urdu","Simultaneous","2","2019-05-28T00:00:00.000","3:45:00 PM","8:00:00 PM","11355"
"IR-217","Know Your Rights Forum Westhab","Mayoral Office","French","Consecutive","1","2019-05-30T00:00:00.000","11:45:00 AM","1:20:00 PM","10452"
"IR-218","Automated Decision Systems Taskforce Public Forum","Mayoral Office","Spanish","Simultaneous","2","2019-05-30T00:00:00.000","5:30:00 PM","10:00:00 PM","10013"
"IR-219","Sunnyside Yard listening session with India Home leadership","Mayoral Office","Hindi","Consecutive","1","2019-06-03T00:00:00.000","12:45:00 PM","3:00:00 PM","11104"
"IR-220","Borough President Brewer Forum on Borough Jails","Non Mayoral Office","Chinese - Cantonese","Simultaneous","2","2019-06-11T00:00:00.000","5:45:00 PM","8:00:00 PM","10038"
"IR-220","Borough President Brewer Forum on Borough Jails","Non Mayoral Office","Spanish","Simultaneous","2","2019-06-11T00:00:00.000","5:45:00 PM","8:00:00 PM","10038"
"IR-221","Know Your Rights Forum Queens - Outreach Richmond Hill","Mayoral Office","Spanish","Consecutive","1","2019-06-13T00:00:00.000","6:45:00 PM","8:00:00 PM","11418"
"IR-222","Voter Registration Event in Flushing, Queens","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-06-18T00:00:00.000","6:45:00 PM","9:00:00 PM","11354"
"IR-222","Voter Registration Event in Flushing, Queens","Mayoral Office","Spanish","Simultaneous","2","2019-06-18T00:00:00.000","6:45:00 PM","9:00:00 PM","11354"
"IR-222","Voter Registration Event in Flushing, Queens","Mayoral Office","Urdu","Simultaneous","2","2019-06-18T00:00:00.000","6:45:00 PM","9:00:00 PM","11354"
"IR-223","Civic Engagement Commission Meeting","Mayoral Office","Spanish","Simultaneous","2","2019-06-19T00:00:00.000","2:45:00 PM","5:00:00 PM","10007"
"IR-225","Chinese Family Forum in Sunset Park","Mayoral Office","Chinese - Cantonese","Simultaneous","1","2019-06-26T00:00:00.000","9:30:00 AM","1:00:00 PM","11220"
"IR-225","Chinese Family Forum in Sunset Park","Mayoral Office","Chinese - Mandarin","Simultaneous","2","2019-06-26T00:00:00.000","9:30:00 AM","1:00:00 PM","11220"
"IR-224","Public Meeting: The State of Immigration Fraud in NYC","Mayoral Office","Spanish","Simultaneous","2","2019-06-26T00:00:00.000","12:45:00 PM","4:00:00 PM","10007"
"IR-226","Andino Convening","Mayoral Office","Spanish","Consecutive","1","2019-06-27T00:00:00.000","5:45:00 PM","8:00:00 PM","10007"
