"calendarnumber","premiseaddressnumber","premiseaddressstreet","borough","block","lot","c1","c2","c3","postcode","latitude","longitude","community_board","council_district","census_tract","bin","bbl","nta"
"255-17-A","1493-1499","St Nicholas Ave","Manhattan","02166","16","255","1917","A","10033","40.851557","-73.932109","112","10","271","1063962","1021660016","Washington Heights North"
"273-17-S",,"176th St","Bronx","NONE",,"273","1917","S",,,,,,,,,
"275-17-S",,"169th St","Bronx","NONE",,"275","1917","S",,,,,,,,,
"281-17-BZ","297-299","Withers St","Brooklyn","02867","34, 55, 41","281","1917","BZ",,,,,,,,,
"288-17-A","2561-2567","Broadway","Manhattan","01868","6, 13","288","1917","A","10025","40.794756","-73.971718","107","6","183","1056068","1018687501","Upper West Side"
"301-17-A","170","Livingston St","Brooklyn","00164","13","301","1917","A","11201","40.690266","-73.98739","302","33","37","3329445","3001640013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"305-17-S","2248/2258","Broadway","Manhattan","01228","49","305","1917","S",,,,,,,,,
"315-17-A","32-46","West 57th St","Manhattan","01272","8,12,58,60,65","315","1917","A","10019","40.763461","-73.975164","105","4","11201","1035057","1012720063","Midtown-Midtown South"
"325-17-S","30-34","26th St","Manhattan","00827","64","325","1917","S",,,,,,,,,
"329-17-BZ","361-363","Broadway","Queens","00613","1, 69","329","1917","BZ",,,,,,,,,
"330-17-A","10-12","East 38th St","Manhattan","00867","64","330","1917","A",,,,,,,,,
"333-17-S","249","West 80th St","Manhattan","01228","8","333","1917","S","10024","40.784706","-73.979879","107","6","167","1081044","1012280008","Upper West Side"
"338-17-A","93-99","Nassau St","Manhattan","00089","1","338","1917","A","10038","40.710278","-74.007697","101","1","1501","1001242","1000890001","Battery Park City-Lower Manhattan"
"351-17-S","141-159","54th St","Manhattan","01309","22-24,28-31","351","1917","S",,,,,,,,,
"361-17-S","202-204","East 29th St","Manhattan","00909","53","361","1917","S","10016","40.742426","-73.980047","106","2","66","1019910","1009090053","Murray Hill-Kips Bay"
"365-17-S","511-513","East 164 St","Bronx","02369","45","365","1917","S","10456","40.825612","-73.90913","203","17","185","2001246","2023690045","Morrisania-Melrose"
"366-17-S","15-19","East 26th St","Manhattan","00856","11","366","1917","S","10010","40.743119","-73.987387","105","2","56","1016877","1008567503","Hudson Yards-Chelsea-Flatiron-Union Square"
"369-17-S","1690-1700","Broadway Ave","Manhattan","01025","25,27,29,30,37,38,39","369","1917","S","10019","40.763462","-73.982756","105","4","131",,,"Midtown-Midtown South"
"372-17-S","34-42","Columbia Hts","Brooklyn","00203#00208","1,2,10,21","372","1917","S","11201","40.701726","-73.994716","302","33","1","3335922","3002080002","Brooklyn Heights-Cobble Hill"
"379-17-BZ",,,"Bronx",,,"379","1917","BZ",,,,,,,,,
"392-17-S","390","Pearl St","Manhattan","00112","18","392","1917","S","10038","40.710767","-74.000671","103","1","25","1077416","1001110100","Chinatown"
"398-17-S","1197-1205","Dekalb Ave","Brooklyn","03231","39","398","1917","S","11221","40.695401","-73.927988","304","34","393",,,"Bushwick South"
"405-17-A","203-209","Vernon Ave","Brooklyn","01756","37, 42","405","1917","A","11206","40.695226","-73.94401","303","36","25901",,,"Bedford"
"408-17-A","1823-1827","Sedgwick Ave","Bronx","02881","19,21","408","1917","A","10453","40.852696","-73.919063","205","16","20502","2115888","2028810019","University Heights-Morris Heights"
"414-17-S","394-400","2nd st","Brooklyn","02425","16-17","414","1917","S","11215","40.672915","-73.981802","306","39","135","3020934","3009750020","Park Slope-Gowanus"
"416-17-A",,"170th st","Bronx",,,"417","1917","A",,,,,,,,,
"418-17-A",,"East 189th St","Bronx","NONE",,"418","1917","A",,,,,,,,,
"424-17-BZ","565","East Fordham Rd","Bronx","03273","293","424","1917","BZ","10458","40.858981","-73.886183","206","15","397","2094719","2032730293","Belmont"
"425-17-A",,"217th St","Bronx","NONE",,"425","1917","A",,,,,,,,,
"427-17-S","34-42","Columbia Hts","Brooklyn","00203#00208","1,2,10,21","427","1917","S","11201","40.701726","-73.994716","302","33","1","3335922","3002080002","Brooklyn Heights-Cobble Hill"
"447-17-A","53-63","Park Row","Manhattan","00121","30,34","447","1917","A",,,,,,,,,
"455-17-A","148-160","59th St","Manhattan","01313","43,20-23,33,34,43","455","1917","A",,,,,,,,,
"455-17-A","148-160","East 59th St","Manhattan","01313","43,20,21,22,23,33,34,43","455","1917","A","10022","40.762026","-73.967736","106","4","11203","1086160","1013137501","Turtle Bay-East Midtown"
"460-17-A","174","Wooster St","Manhattan","00524","35","460","1917","A",,,,,,,,,
"461-17-A","39","East 63rd St","Manhattan","01378","30","461","1917","A","10065","40.765919","-73.969149","108","4","122","1041033","1013787501","Upper East Side-Carnegie Hill"
"463-17-A","221-235","East 36th St","Manhattan","00917","16-20","463","1917","A","10016","40.746551","-73.976083","106","4","78","1020204","1009170017","Murray Hill-Kips Bay"
"468-17-BZ","1137-1145","Prospect Ave","Bronx","02680","55","468","1917","BZ","10459","40.826869","-73.898639","203","17","131","2005039","2026800055","Longwood"
"468-17-A",,"167th St","The Bronx",,,"468","1917","A",,,,,,,,,
"474-17-S","570-580","East 133rd St","Bronx","NONE",,"474","1917","S",,,,,,,,,
"482-17-A",,"East 156th St","Bronx","NONE",,"482","1917","A",,,,,,,,,
"484-17-A","227-229","E 56th St","Manhattan","01330","11","484","1917","A","10022","40.759268","-73.967268","106","4","108","1038592","1013300011","Turtle Bay-East Midtown"
"486-17-A","33-51","East 48th St","Manhattan","01284","26,30,33,46,47,48","486","1917","A","10017","40.756492","-73.97621","105","4","94","1035440","1012840026","Midtown-Midtown South"
"488-17-A","63-67","35th St","Manhattan","00837","6","488","1917","A",,,,,,,,,
"492-17-A","93","Crosby St","Manhattan","00496","8","492","1917","A","10012","40.723352","-73.997384","102","1","43","1007541","1004967502","SoHo-TriBeCa-Civic Center-Little Italy"
"495-17-S","240-242","West 23rd St","Manhattan","00772","67","495","1917","S","10011","40.744613","-73.996889","104","3","91","1014132","1007720067","Hudson Yards-Chelsea-Flatiron-Union Square"
"508-17-A","243-253","West 96th St","Manhattan","01868","13, 6","508","1917","A","10025","40.7948","-73.972111","107","6","183",,,"Upper West Side"
"508-17-A","2561-2567","Broadway","Manhattan","01868","6, 13","508","1917","A","10025","40.794756","-73.971718","107","6","183","1056068","1018687501","Upper West Side"
"514-17-A","366-370","5th Ave","Manhattan","00836","33,43","514","1917","A","10001","40.748888","-73.984243","105","4","76","1015878","1008360043","Midtown-Midtown South"
"522-17-A",,"East 189th St","Bronx","NONE",,"522","1917","A",,,,,,,,,
"528-17-A","1250","St Johns Pl","Brooklyn","01382","39","528","1917","A","11213","40.670915","-73.937149","308","35","339","3036962","3013820039","Crown Heights North"
"535-17-S","68","Jay St","Brooklyn","00040","1","535","1917","S","11201","40.702763","-73.986681","302","33","21","3000090","3000400001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"541-17-A","321","West 22nd St","Manhattan","00746","25","541","1917","A","10011","40.744986","-73.999798","104","3","93","1013357","1007460025","Hudson Yards-Chelsea-Flatiron-Union Square"
"542-17-A","886-892","7th Ave","Manhattan","01028","25,27,29,42","542","1917","A","10106","40.76495","-73.980463","105","4","137",,,"Midtown-Midtown South"
"543-17-A","40-42","Mercer St","Manhattan","00474","45","543","1917","A","10013","40.721447","-74.00127","102","1","47","1087559","1004747506","SoHo-TriBeCa-Civic Center-Little Italy"
"560-17-A",,"East 204th St & Decatur Ave","Bronx","NONE",,"560","1917","A",,,,,,,,,
"563-17-S","384-390","5th Ave","Manhattan","00837","48","563","1917","S","10018","40.749462","-73.983827","105","4","84","1015899","1008370045","Midtown-Midtown South"
"570-17-A","306-308","West 117th St","Manhattan","01943","37","570","1917","A","10026","40.805235","-73.955224","110","9","20102","1087201","1019437503","Central Harlem South"
"572-17-A","82-86","Rutgers Slip","Manhattan","00248","24","572","1917","A","10002","40.710591","-73.989864","103","1","6","1085945","1002480015","Lower East Side"
"573-17-A","1493-1499","St Nicholas Ave","Manhattan","02166","16","573","1917","A","10033","40.851557","-73.932109","112","10","271","1063962","1021660016","Washington Heights North"
"578-17-S","61","Bargen St","Brooklyn","0193","34","578","1917","S",,,,,,,,,
"579-17-S","95","Reade St","Manhattan","00145","6","579","1917","S","10013","40.715614","-74.007965","101","1","21","1066410","1001457502","SoHo-TriBeCa-Civic Center-Little Italy"
"604-17-S","57","Warren St","Manhattan","00133","19","604","1917","S","10007","40.71476","-74.009289","101","1","21","1077241","1001330019","SoHo-TriBeCa-Civic Center-Little Italy"
"610-17-S","106-110","York St","Brooklyn","00064","8","610","1917","S","11201","40.701522","-73.986941","302","33","21","3000162","3000640008","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"618-17-A","306-308","E 149th St","Bronx","02330","22","618","1917","A","10451","40.816978","-73.921212","201","17","65","2000895","2023300022","Melrose South-Mott Haven North"
"618-17-A","306-308","E 149th St","Bronx","02330","22","618","1917","A","10451","40.816978","-73.921212","201","17","65","2000895","2023300022","Melrose South-Mott Haven North"
"618-17-A","306-308","East 149 St","Bronx","02330","22","618","1917","A","10451","40.816978","-73.921212","201","17","65","2000895","2023300022","Melrose South-Mott Haven North"
"625-17-S","384-390","5th Ave","Manhattan","00837","48","625","1917","S","10018","40.749462","-73.983827","105","4","84","1015899","1008370045","Midtown-Midtown South"
"627-17-S","49-51","Warren St","Manhattan","00133","22,23","627","1917","S","10007","40.714634","-74.009007","101","1","21","1079150","1001337506","SoHo-TriBeCa-Civic Center-Little Italy"
"633-17-BZ","129","Carroll St","Brooklyn","00349","26,31","633","1917","BZ","11231","40.682296","-74.00093","306","39","63","3004741","3003490031","Carroll Gardens-Columbia Street-Red Hook"
"641-17-A","243-253","West 96th St","Manhattan","01868","13, 6","641","1917","A","10025","40.7948","-73.972111","107","6","183",,,"Upper West Side"
"654-17-BZ","530-532","Bergen Ave","Bronx","02293","33 & 34","654","1917","BZ","10455","40.815405","-73.917276","201","8","43","2095347","2022930036","Mott Haven-Port Morris"
"654-17-A","72-93","Bergen Ave","Bronx","NONE",,"654","1917","A",,,,,,,,,
"658-17-A","2179","Clarendon Rd","Brooklyn","05165","52","658","1917","A","11226","40.642735","-73.957077","314","40","792","3328251","3051650051","Erasmus"
"661-17-BZ","25-34 - 25-38","33rd St","Queens","00620","66","661","1917","BZ",,,,,,,,,
"665-17-A","4101","14th Ave","Brooklyn","05344","6","665","1917","A","11219","40.638085","-73.985332","312","39","230","3124829","3053440006","Borough Park"
"665-17-A","4101","14th ave","Brooklyn","05344","6","665","1917","A","11219","40.638085","-73.985332","312","39","230","3124829","3053440006","Borough Park"
"668-17-S","314-","5th Ave","Manhattan","00833","45","668","1917","S",,,,,,,,,
"668-17-S","5","31st St","Manhattan","00833","36,45","668","1917","S",,,,,,,,,
"672-17-A",,"181st St","Bronx","NONE",,"672","1917","A",,,,,,,,,
"675-17-A",,"181st St","Bronx","NONE",,"675","1917","A",,,,,,,,,
"685-17-A","114-116","Pulaski St","Brooklyn","01775","27","685","1917","A","11206","40.692609","-73.94706","303","36","261","3391974","3017750128","Bedford"
"690-17-A","29","East 29th St","Manhattan","00859","26","690","1917","A","10016","40.744488","-73.984893","105","2","74","1080777","1008590026","Midtown-Midtown South"
"697-17-A","78","Leonard St","Manhattan","00173","19,18","697","1917","A","10013","40.717338","-74.005061","101","1","33","1001874","1001737503","SoHo-TriBeCa-Civic Center-Little Italy"
"702-17-A","34","West 15th St","Manhattan","00816","61","702","1917","A","10011","40.737333","-73.994667","105","3","54","1015297","1008160061","Hudson Yards-Chelsea-Flatiron-Union Square"
"708-17-S","107-113","West 125th St","Manhattan","01910","25","708","1917","S","10027","40.807971","-73.945927","110","9","222","1085673","1019107501","Central Harlem South"
"724-17-BZ","1449-","Vyse Ave","Bronx","02987","33","724","1917","BZ",,,,,,,,,
"732-17-A","1590-1612","Gates Ave","Queens","03444","1","732","1917","A","11385","40.700245","-73.911479","405","34","549","4082319","4034440001","Ridgewood"
"733-17-A","487-495","Park Ave","Manhattan","01313","4","733","1917","A","10022","40.762554","-73.970053","105","4","11203","1037164","1013130004","Turtle Bay-East Midtown"
"748-17-A",,"181st St","Bronx","NONE",,"748","1917","A",,,,,,,,,
"754-17-A","73-79","Christopher St","Manhattan","00619","74","754","1917","A","10014","40.733576","-74.003186","102","3","73","1011168","1006190074","West Village"
"756-17-A","664","Caudwell Ave","Bronx","02628","1","756","1917","A",,,,,,,,,
"759-17-A","279-283","4th Ave","Manhattan","00877","89","759","1917","A",,,,,,,,,
"760-17-A","53-63","Chambers St","Manhattan","00153","1","760","1917","A","10007","40.713827","-74.005559","101","1","31","1079215","1001530001","SoHo-TriBeCa-Civic Center-Little Italy"
"764-17-A","227-229","E 56th St","Manhattan","01330","11","764","1917","A","10022","40.759268","-73.967268","106","4","108","1038592","1013300011","Turtle Bay-East Midtown"
"765-17-A",,"176th St","Bronx","NONE",,"765","1917","A",,,,,,,,,
"773-17-S","127-131","Varet St","Brooklyn","03107","31, 32","773","1917","S",,,,,,,,,
"775-17-S","36","Central Pk South","Manhattan","01274","62,11,12,15,14,64","775","1917","S","10019","40.765053","-73.974795","105","4","11201","1035251","1012740011","Midtown-Midtown South"
"775-17-S","36","Central Pk South","Manhattan","01274","62,11,12,15,14,64","775","1917","S","10019","40.765053","-73.974795","105","4","11201","1035251","1012740011","Midtown-Midtown South"
"775-17-S","33-35","West 58th St","Manhattan","01274","12,15,11,14,62,64","775","1917","S","10019","40.764336","-73.975084","105","4","11201","1035251","1012740011","Midtown-Midtown South"
"776-17-S","131-133","Boerum St","Brooklyn","03070","28","776","1917","S","11206","40.705837","-73.943651","301","34","505","3071281","3030700028","East Williamsburg"
"779-17-S","10-40","Flatbush Ave","Brooklyn","00162","6","779","1917","S",,,,,,,,,
"791-17-A",,"170th st","Bronx",,,"791","1917","A",,,,,,,,,
"793-17-BZ","721-724","Jackson Ave","Bronx","02645","5","793","1917","BZ",,,,,,,,,
"794-17-S","351-353","Jay St","Brooklyn","00147","9","794","1917","S","11201","40.692882","-73.987256","302","33","11","3319418","3001470004","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"807-17-S","701","183rd St","Bronx","NONE",,"807","1917","S",,,,,,,,,
"814-17-S","45-51","25th St","Manhattan","00827","8","814","1917","S",,,,,,,,,
"815-17-S","131-133","Boerum St","Brooklyn","03070","28","815","1917","S","11206","40.705837","-73.943651","301","34","505","3071281","3030700028","East Williamsburg"
"819-17-S","251-271","Classon Ave","Brooklyn","01924","6-14, 28","819","1917","S","11205","40.692115","-73.960658","303","33","193","3343740","3019247501","Clinton Hill"
"823-17-A","106-112","Spring St","Manhattan","00458","21","823","1917","A","10012","40.723473","-73.999729","102","1","49","1007266","1004850021","SoHo-TriBeCa-Civic Center-Little Italy"
"832-17-A","61","Bargen St","Brooklyn","00193","34","832","1917","A",,,,,,,,,
"833-17-A","405-411-449","Eb 58th St","Manhattan","01370","102,6,7,108,15,16,117,18,19,29,30,31,121,44","833","1917","A",,,,,,,,,
"834-17-A",,"West 246th St & Delafield Ave",,"NONE",,"834","1917","A",,,,,,,,,
"838-17-A","23-25","West 57th St","Manhattan","01273","19,20,54,55,56","838","1917","A","10019","40.76339","-73.974955","105","4","11201","1035071","1012730022","Midtown-Midtown South"
"840-17-A",,"East 156th St","Bronx","NONE",,"840","1917","A",,,,,,,,,
"845-17-A","461-463","Greenwich St","Manhattan","00225","1","845","1917","A","10013","40.723673","-74.009481","101","1","39","1002929","1002257501","SoHo-TriBeCa-Civic Center-Little Italy"
"845-17-A","461-463","Greenwich St","Manhattan","00225","1","845","1917","A","10013","40.723673","-74.009481","101","1","39","1002929","1002257501","SoHo-TriBeCa-Civic Center-Little Italy"
"857-17-A",,"East 204th St & Decatur Ave","Bronx","NONE",,"857","1917","A",,,,,,,,,
"857-17-BZ","124-126","East 124th St","Manhattan","01772","60","857","1917","BZ","10035","40.803973","-73.938584","111","9","196","1054451","1017720060","East Harlem North"
"859-17-BZ","1269-1271","Jerome Ave","Bronx","02855","65","859","1917","BZ","10452","40.837398","-73.920422","204","16","219",,,"Highbridge"
"862-17-A","2360-2364","Amsterdam Ave","Manhattan","02132","44","862","1917","A","10033","40.845638","-73.932712","112","10","261","1088439","1021327501","Washington Heights South"
"863-17-BZ","260","East 197 St","Bronx","03295","29","863","1917","BZ","10458","40.868243","-73.889609","207","15","40501","2016872","2032950029","Bedford Park-Fordham North"
"863-17-A","260","East 197th St","Bronx","03295","29","863","1917","A","10458","40.868243","-73.889609","207","15","40501","2016872","2032950029","Bedford Park-Fordham North"
"877-17-A",,"197th St & Bainbridge Ave","Bronx","NONE",,"877","1917","A",,,,,,,,,
"878-17-BZ","8-16","Clinton St","Brooklyn","00238","50,52","878","1917","BZ",,,,,,,,,
"884-17-A","757-765","3rd Ave","Manhattan","00121","1,5,10,104,150","884","1917","A","10017","40.754035","-73.972056","106","4","90","1037986","1013210001","Turtle Bay-East Midtown"
"884-17-A","757-765","3rd Ave","Manhattan","01321","5,10,104,150","884","1917","A","10017","40.754035","-73.972056","106","4","90","1037986","1013210001","Turtle Bay-East Midtown"
"889-17-A","322-326","East 23rd St","Manhattan","00928","43","889","1917","A","10010","40.737554","-73.980143","106","2","64",,,"Gramercy"
"890-17-A","322-326","East 23rd St","Manhattan","00928","43","890","1917","A","10010","40.737554","-73.980143","106","2","64",,,"Gramercy"
"892-17-A","462-468","Broadway","Manhattan","00473","1 & 3","892","1917","A","10013","40.720978","-74.00053","102","1","45","1079877","1004730001","SoHo-TriBeCa-Civic Center-Little Italy"
"893-17-A","23-25","West 57th St","Manhattan","01273","19,20,54,55,56","893","1917","A","10019","40.76339","-73.974955","105","4","11201","1035071","1012730022","Midtown-Midtown South"
"895-17-A","394-396","Fulton St","Brooklyn","00155","5","895","1917","A","11201","40.691284","-73.986939","302","33","37","3335898","3001550005","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"901-17-S","43-47","33rd St","Manhattan","00835","11","901","1917","S",,,,,,,,,
"911-17-S","257-265","West 17th St","Manhattan","00767","6","911","1917","S","10011","40.741135","-73.999845","104","3","81","1013847","1007677502","Hudson Yards-Chelsea-Flatiron-Union Square"
"914-17-S","131-133","Boerum St","Brooklyn","03070","28","914","1917","S","11206","40.705837","-73.943651","301","34","505","3071281","3030700028","East Williamsburg"
"920-17-A","49-53","West 45th St","Manhattan","01261","15","920","1917","A","10036","40.756087","-73.981072","105","4","96","1034242","1012610015","Midtown-Midtown South"
"924-17-BZ","396-418","Coney Island Ave","Brooklyn","05331","15, 22, 28","924","1917","BZ","11218","40.648161","-73.97138","312","39","504","3256668","3053310015","Windsor Terrace"
"929-17-A","1-9","West 109th St","Manhattan","01845","36","929","1917","A",,,,,,,,,
"935-17-S","40-42","37th St","Manhattan","00838","72","935","1917","S",,,,,,,,,
"944-17-S","384-390","5th Ave","Manhattan","00837","48","944","1917","S","10018","40.749462","-73.983827","105","4","84","1015899","1008370045","Midtown-Midtown South"
"952-17-S","500-508","5th Ave","Manhattan","01258","34","952","1917","S","10110","40.753543","-73.980856","105","4","96","1034199","1012580034","Midtown-Midtown South"
"965-17-A","345-347","Greenwich St","Manhattan","00180","22 & 23","965","1917","A","10013","40.718422","-74.010458","101","1","39","1002030","1001807507","SoHo-TriBeCa-Civic Center-Little Italy"
"966-17-A","(26-28) 24-26","East 21st St","Manhattan","00849","58","966","1917","A",,,,,,,,,
"969-17-A","231-233","East 43rd St","Manhattan","01317","19","969","1917","A","10017","40.751104","-73.973137","106","4","88","1037560","1013170019","Turtle Bay-East Midtown"
"970-17-A","210-232","51st St","Manhattan","01022","43","970","1917","A",,,,,,,,,
"973-17-A","145-155","West 47th St","Manhattan","01000","11,53","973","1917","A","10036","40.758577","-73.9831","105","4","125","1000000","1010000011","Midtown-Midtown South"
"974-17-A","513/519","Broadway","Manhattan","00484","15 & 16","974","1917","A",,,,,,,,,
"975-17-A","2-4-6","Ceclar street","manhattan","01917","1917","975","1917","A",,,,,,,,,
"982-17-A","2561-2567","Broadway","Manhattan","01868","6, 13","982","1917","A","10025","40.794756","-73.971718","107","6","183","1056068","1018687501","Upper West Side"
"982-17-A","243-253","West 96th St","Manhattan","01868","13, 6","982","1917","A","10025","40.7948","-73.972111","107","6","183",,,"Upper West Side"
"984-17-S","43-47","33rd St","Manhattan","00835","11","984","1917","S",,,,,,,,,
"986-17-A",,"143rd St","Bronx","NONE",,"986","1917","A",,,,,,,,,
"989-995-17-A","1100-1120","177th St","Bronx","03904","150","989","1917","A",,,,,,,,,
"989-to 995-17-A","1100-1104(1100-1150)","177th St","Bronx","03904","30,50,90,34,40","989","1917","A",,,,,,,,,
"989-17-A","1100","177th St","Bronx","03903","50,90,30","989","1917","A",,,,,,,,,
"995-17-A","1100","177th St","Bronx","03903","50,90,30","995","1917","A",,,,,,,,,
"996-17-A","113","Worth St","Manhattan","00170","15","996","1917","A","10013","40.715784","-74.003441","101","1","31","1086161","1001700020","SoHo-TriBeCa-Civic Center-Little Italy"
"997-17-A","550","Broadway","Manhattan","00497","11","997","1917","A","10012","40.723673","-73.99825","102","1","43","1007565","1004970011","SoHo-TriBeCa-Civic Center-Little Italy"
"1001-17-A","159-177","West 45th St","Manhattan","00996","56","1001","1917","A","10036","40.757457","-73.984298","105","4","119","1076844","1009987501","Midtown-Midtown South"
"1002-17-A","461-467","10th Ave","Manhattan","00707","39","1002","1917","A","10018","40.755619","-73.998408","104","3","99","1012483","1007070039","Hudson Yards-Chelsea-Flatiron-Union Square"
"1007-17-A","781-783","East 135th St","Bronx","02587","1","1007","1917","A","10454","40.80223","-73.912536","201","17","19","2003989","2025870001","Mott Haven-Port Morris"
"1014-17-A","512-514","West 161st St","Manhattan","02119","30","1014","1917","A","10032","40.835624","-73.940867","112","7","245","1062836","1021190036","Washington Heights South"
"1015-17-A","23-25","62nd St","Manhattan","00115","17","1015","1917","A",,,,,,,,,
"1015-17-A","23-27","West 62nd St","Manhattan","01115","17,22,43,47","1015","1917","A","10023","40.770283","-73.981436","107","6","149","1027463","1011157503","Lincoln Square"
"1016-17-A",,"174th st","Bronx","NONE",,"1016","1917","A",,,,,,,,,
"1018-17-S","43-47","33rd St","Manhattan","00835","11","1018","1917","S",,,,,,,,,
"1028-17-S","161-165","Perry St","Manhattan","00637","77","1028","1917","S","10014","40.734709","-74.009245","102","3","75","1012010","1006370077","West Village"
"160-22-A",,,,,,"160","1922","A",,,,,,,,,
"1032-17-A","248","Lafayette St","Manhattan","00496","5","1032","1917","A","10012","40.722946","-73.996876","102","1","43","1007539","1004960005","SoHo-TriBeCa-Civic Center-Little Italy"
"1036-17-A","40-60","34th St","Manhattan","00835","1","1036","1917","A",,,,,,,,,
"1040-17-S","120-130","Pearl St","Brooklyn","00063","5","1040","1917","S","11201","40.70139","-73.987713","302","33","21","3000000","3000630005","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill"
"1047-17-S","350","5th Ave","Manhattan","00835","19-28,41-54","1047","1917","S","10118","40.748276","-73.98469","105","4","76","1015862","1008350041","Midtown-Midtown South"
"1064-17-A","902, 916","Franklin Ave","Brooklyn","01190","29, 33, 36","1064","1917","A",,,,,,,,,
"1066-17-A",,"East 189th St","Bronx","NONE",,"1066","1917","A",,,,,,,,,
"1072-17-A",,"East 207th St","Bronx","NONE",,"1072","1917","A",,,,,,,,,
"1075-17-A","2531-2539","Broadway","Manhattan","01242","55,10","1075","1917","A","10025","40.793694","-73.972498","107","6","183","1033687","1012420055","Upper West Side"
"1076-17-A","4342-4344","Broadway","Manhattan","02167","29","1076","1917","A","10033","40.852843","-73.93436","112","10","271","1076752","1021670029","Washington Heights North"
"1086-17-S","229-237","52nd St","Manhattan","01025","7,8,58,59","1086","1917","S",,,,,,,,,
"1086-17-S","238-240","54th St","Manhattan","01025","51","1086","1917","S",,,,,,,,,
"1086-17-S","244-252","54th st","Manhattan","01025","54","1086","1917","S",,,,,,,,,
"1101-17-A","474","Hemlock St","Brooklyn","04198","17","1101","1917","A","11208","40.677937","-73.869713","305","37","1190","3094320","3041980018","Cypress Hills-City Line"
"1103-17-A","2920-2934","Broadway","Manhattan","01886","1","1103","1917","A","10027","40.807047","-73.964589","109","7","203","1082166","1018860001","Morningside Heights"
"1103-17-A","(2920-2940) 3020","Broadway","Manhattan","01973","1","1103","1917","A",,,,,,,,,
"1115-17-A","62-64","William St","Manhattan","00041","24","1115","1917","A","10005","40.707166","-74.008793","101","1","7","1001013","1000410024","Battery Park City-Lower Manhattan"
"1124-17-S","335-345","East 27th St","Manhattan","00933","18,25","1124","1917","S","10016","40.739566","-73.977039","106","2","66","1084666","1009337501","Murray Hill-Kips Bay"
"1132-17-S","359-363","9th Ave","Manhattan","00728","34-36","1132","1917","S","10001","40.751186","-73.997921","104","3","103","1000000","1007280034","Hudson Yards-Chelsea-Flatiron-Union Square"
"1133-17-S",,"138th St & Walton Ave","Bronx","NONE",,"1133","1917","S",,,,,,,,,
"1138-17-S","159-177","West 45th St","Manhattan","00996","56","1138","1917","S","10036","40.757457","-73.984298","105","4","119","1076844","1009987501","Midtown-Midtown South"
"1145-17-A","1470","Eastern Pkwy","Brooklyn","01474","7","1145","1917","A","11233","40.669625","-73.919577","316","41","361",,,"Ocean Hill"
"1146-17-BZ","4509-4511","18th Ave","Brooklyn","05429","27","1146","1917","BZ","11204","40.630189","-73.97833","312","44","476","3128723","3054390027","Borough Park"
"1159-17-S","455-467","147th St","Bronx","02292","50","1159","1917","S",,,,,,,,,
"1159-17-S","455-467","E 147th St","Bronx","02292","50","1159","1917","S","10455","40.813948","-73.916682","201","8","43","2000000","2022927501","Mott Haven-Port Morris"
"1159-17-S","457-463","147th St","Bronx","02292","50","1159","1917","S",,,,,,,,,
"1159-17-S","(455-467) 457-463","East 147 St","Bronx","02292","50 (form 50 & 52)","1159","1917","S",,,,,,,,,
"1163-17-S","82-90","Brown Pl","Bronx","NONE",,"1163","1917","S","10454","40.804117","-73.922799","201","8","19","2000135","2022770001","Mott Haven-Port Morris"
"1173-17-A","9","Great Jones St","Manhattan","00530","12","1173","1917","A","10012","40.727419","-73.993921","102","1","5502","1008475","1005300012","West Village"
"1184-17-A","23-25","West 57th St","Manhattan","01273","19,20,54,55,56","1184","1917","A","10019","40.76339","-73.974955","105","4","11201","1035071","1012730022","Midtown-Midtown South"
"1186-17-BZ",,"E 172nd st","Bronx","NONE",,"1186","1917","BZR",,,,,,,,,
"1187-17-A",,"174th st","Bronx","NONE",,"1187","1917","A",,,,,,,,,
"1188-17-A","323-335","West 96th St","Manhattan","01887","3","1188","1917","A","10025","40.795494","-73.973758","107","6","183","1086029","1018870003","Upper West Side"
"1189-17-BZ","118-02-12","Queens Blvd","Queens","03347","24","1189","1917","BZ",,,,,,,,,
"1189-17-BZ",,,"Queens","NONE",,"1189","1917","BZ",,,,,,,,,
"1190-17-A","Jackson Ave","155th St","Bronx","NONE",,"1190","1917","A",,,,,,,,,
"1197-17-S","127-131","Varet St","Brooklyn","03107","31, 32","1197","1917","S",,,,,,,,,
"1199-17-S","781-783","East 135th St","Bronx","02587","1","1199","1917","S","10454","40.80223","-73.912536","201","17","19","2003989","2025870001","Mott Haven-Port Morris"
"1200-17-S","317/319","Greenwich St","Manhattan","00141","16","1200","1917","S",,,,,,,,,
"1211-17-BZ","239-245","E 56th St","Manhattan","01330","17","1211","1917","BZ","10022","40.759188","-73.967076","106","4","108","1088892","1013300013","Turtle Bay-East Midtown"
"1212-17-A","101-141","West 54th St","Manhattan","01007","13,14,15,37,43,44,21,22,23,24,25,29,34,39","1212","1917","A","10019","40.762512","-73.97885","105","4","137","1083719","1010070029","Midtown-Midtown South"
