"vote_year","council_district","category","project_number","title","description","address","votes","winner","cost","bp_funding","borough_code","latitude","longitude","postcode","community_board","census_track","bin","bbl","nta"
"2016","23","Arts, Culture & Community","1","Upgrades at Hollis and Queens Village Libraries","Facility upgrades, technology installations, and library materials.","Hollis Library & Queens Village Library","751","1","550000","0","4",,,," ",,,,
"2016","23","Education","3","New Audio Visual Systems","New audio visual systems including all necessary technology and auxiliary items.","P.S. 18Q, 26Q, 33Q, 186Q, and I.S. 109Q","633","1","375000","0","4",,,," ",,,,
"2016","23","Education","5","New Gym Floor at Martin Van Buren High School","Replacement of gym floor in Martin Van Buren High School.","230-17 Hillside Avenue, Queens Village","352","0","100000","0","4","40.733066","-73.738756","11427","13","1301","4166101","4079300002","Bellerose                                                                  "
"2016","23","Education","4","Technology Upgrades for Local Schools","Laptop carts and smart boards at P.S. 33Q, 178Q, I.S. 109Q, Queens High School of Teaching, Business Technology Early College High School, and P224Q at PS 205Q and P.S. /I.S. 266Q.","Individual Schools are Listed in Description","765","1","548000","0","4",,,," ",,,,
"2016","23","Parks & Recreation","2","Vanderbilt Motor Parkway Resurfacing","Resurfacing section of the motor parkway with full-depth asphalt perimeter, starting at eastern end near Winchester Boulevard.","Vanderbilt Motor Parkway","521","0","500000","0","4",,,," ",,,,
"2016","26","Arts, Culture & Community","12","Broadway Library Security System Upgrade","Installation of security system including CCTV cameras and associated equipment.","42-20 Broadway (Astoria)","569","0","132000","0","4","40.758106","-73.917178","11103","1","159","4011658","4006900042","Astoria                                                                    "
"2016","26","Arts, Culture & Community","11","Court Square Library Security System Upgrade","Installation of security system including CCTV cameras and associated equipment.","25-01 Jackson Avenue (Long Island City)","670","0","66000","0","4",,,," ",,,,
"2016","26","Education","3","Auditorium Repairs for Aviation High School","Purchase new stage curtains and lighting for the auditorium at Aviation High School.","45-30 36th St. (Sunnyside)","851","0","450000","0","4","40.743509","-73.929076","11101","2","179","4436685","4002260001","Hunters Point-Sunnyside-West Maspeth                                       "
"2016","26","Education","8","Auditorium Seating for P.S. 111","The auditorium is separated into three sections. The seats in the two side sections have been replaced, but the third (middle) still needs to be done.","37-15 13th Street (Long Island City)","550","0","100000","0","4","40.758831","-73.93938","11101","1","43","4004419","4003630001","Queensbridge-Ravenswood-Long Island City                                   "
"2016","26","Education","7","Auditorium Upgrade for I.S. 204 & Energy Tech H.S.","The auditorium is need of lighting upgrades, microphone system and audio equipment.","I.S. 204 and Energy Tech H.S.","463","0","200000","0","4",,,," ",,,,
"2016","26","Education","5","Auditorium Upgrade for P.S. 166","The school is need of nine window curtains, front and back curtains on stage, soundproofing on the ceiling, stage lighting, stage floor, auditorium flooring, piano, paint and wiring for AC.","33-09 35th Avenue (Long Island City)","776","0","300000","0","4","40.757309","-73.926733","11106","1","57","4008220","4006100001","Astoria                                                                    "
"2016","26","Education","9","Bathroom Repair","The bathrooms in P.S. 111 are in dire need of repair, especially the boys' bathrooms. We are requesting that 6 bathrooms. Baccalaureate needs 3 bathrooms upgraded with new stall doors and sinks.","PS 111 &Baccalaureate School for Global Education","886","1","450000","0","4",,,," ",,,,
"2016","26","Education","10","Playground Upgrade for P.S. 112","The play yard needs to be resurfaced and needs equipment such as swings and other items suitable for children in grades K-8. The Kindergarten children have a small play area and only a play tunnel.","25-05 37th Avenue, Long Island City","1169","1","500000","0","4","40.756891","-73.934523","11101","1","33","4004170","4003440001","Queensbridge-Ravenswood-Long Island City                                   "
"2016","26","Education","2","Queens Atrium Educational Hub - Wi-Fi Network","Add Internet bandwidth and deploy Wi-Fi hardware for the use of students, faculty and staff at the three public high schools in the Queens Atrium Building, an education hub.","30-20 Thomson Ave. (Long Island City)","491","0","75000","0","4","40.745095","-73.936635","11101","2","179","4003517","4002740001","Hunters Point-Sunnyside-West Maspeth                                       "
"2016","26","Education","1","Special Needs Playground for P4 at Skillman","Install safety surfacing and customized playground equipment that would target the needs of children with autism spectrum disorders grades K-8. This includes ramps, slides, game boards & monkey bars.","24-30 Skillman Ave. (Long Island City)","1437","1","250000","0","4","40.742302","-73.945605","11101","2","1","4000744","4001000001","Hunters Point-Sunnyside-West Maspeth                                       "
"2016","26","Education","6","Split System (AC) for I.S. 204 & Energy Tech H.S.","Sharing space with Energy Tech High School, I.S. 204 is a community school, open year round for various activities. The auditorium is in need of cooling for use during the summer months.","I.S. 204 and Energy Tech H.S.","346","0","350000","0","4",,,," ",,,,
"2016","26","Education","4","Tech Upgrades PS 150 & Academy of American Studies","Each school will receive six laptop carts with 30 laptops each. Access to computers in the classroom will help to enhance instruction and allow students greater learning opportunities.","P.S. 150 and Academy of American Studies","817","0","210000","0","4",,,," ",,,,
"2016","26","Housing","21","Basketball Court Renovations","Replacement of three courts concrete slab will be installed. Three-quarter-inch thick plastic polymer tile that provides a floating surface to help drain water and prevent the concrete from cracking.","Ravenswood and Queensbridge Houses","891","1","1050000","0","4",,,," ",,,,
"2016","26","Housing","18","Grounds Renovation for Queensbridge Houses","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget).","Queensbridge Houses","762","0","300000","0","4",,,," ",,,,
"2016","26","Housing","19","Grounds Renovation for Woodside Houses","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget).","Woodside Houses","520","0","300000","0","4",,,," ",,,,
"2016","26","Housing","20","Grounds Renovations for Ravenswood Houses","Replacing asphalt, fencing and greening to beautify areas within the development. (designed to budget).","Ravenswood Houses","515","0","300000","0","4",,,," ",,,,
"2016","26","Parks & Recreation","16","BBQ Area Picnic Tables","BBQ areas and facilities with picnic tables and benches.","Rainy Park: Vernon Blvd, 33rd Rd & 34th Ave.","791","0","300000","0","4",,,," ",,,,
"2016","26","Parks & Recreation","14","Hunter's Point South Park Playground Canopy","Installation of a fixed structure close to the existing children's playground that will provide shade on sunny days.","Center Boulevard (Long Island City)","505","0","500000","0","4",,,," ",,,,
"2016","26","Parks & Recreation","15","Median Tree Planting","Trees and other greenery planted on the traffic median in Long Island City.","48th Avenue btw 5th St. & Vernon Blvd.","669","0","100000","0","4",,,," ",,,,
"2016","26","Parks & Recreation","11","Renovation of Dutch Kills Playground","Renovation of the playground to include adult fitness equipment and adaptive swings.","28th Street (Dutch Kills)","742","0","300000","0","4",,,," ",,,,
"2016","26","Transit","17","Dutch Kills Pedestrian Safety","Installation of bus bulbs on 31st St. at 36th Ave & 39th Ave. Project will construct full bus bulbs at these bus stops, which will create a seamless path from the sidewalk & subway station entrance.","Dutch Kills","888","1","300000","0","4",,,," ",,,,
"2016","27","Education","4","Adaptive Special Needs Playground Equipment","This project would install playgrounds with special adaptive equipment for General Education and District 75 students at two locations serving four schools in total","P.S 136 & P.S/M.S 147","527","1","600000","0","4",,,," ",,,,
"2016","27","Education","2","Conversion of School Auditorium to a ""Gymnatorium""","The project will renovate the current auditorium to provide space for students to have indoor physical education space","P.S. 36, 187-01 Foch Blvd, St. Albans","266","0","400000","0","4",,,," ",,,,
"2016","27","Education","1","School Auditorium Multimedia Upgrade","The project will provide a new sound and projection system for the school auditorium.","P.S. 15, 121-15 Lucas Street, St. Albans","448","0","100000","0","4",,,," ",,,,
"2016","27","Education","3","STEM/ STEAM Mobile Science Carts for Eight Schools","This project will provide mobile labs to Humanities & Arts HS, Math, Science, Research & Technology HS, Institute for Health Professions HS, PS/IS 116, Pathways College Prep, IS 192, IS 8, and IS 238","Eight Schools in District 27","539","1","294000","0","4",,,," ",,,,
"2016","27","Education","12","New Laptops for Five Schools","The project will provide 250 laptops to five schools in the district: P.S. 36, P.S. 176, P.S./M.S. 147, I.S. 192, Pathways College Preparatory School","Five Schools in the District","943","1","225000","0","4",,,," ",,,,
"2016","27","Education","8","P.S. 15 Gymnasium Upgrade","This project would resurface the gym floor, provide new basketball hoops, and improve the lighting, bleachers and scoreboard","121-15 Lucas Street, Springfield Gardens","413","0","150000","0","4","40.68588","-73.757319","11413","12","376","4273142","4126720001","St. Albans                                                                 "
"2016","27","Education","9","P.S./M.S. 147 Gymnasium Upgrade","This project would resurface the gym floor, provide new basketball hoops, improve the lighting, bleachers and scoreboard","P.S/M.S 147, 218-01 116 Avenue, Cambria Heights","324","0","150000","0","4",,,," ",,,,
"2016","27","Education","6","Smartboards for I.S 238 - Susan B. Anthony Academy","The project would provide 20 smartboards for the school","I.S. 238, 88-15 182 Street, Hollis","484","1","125000","0","4",,,," ",,,,
"2016","27","Education","11","Student Bathroom Renovations at I.S. 192","The project would renovate eight student bathrooms in the school","I.S. 192, 109-89 204 Street, St. Albans","703","1","400000","0","4",,,," ",,,,
"2016","27","Education","10","Technology Upgrades for P.S./M.S. 147","Laptops and laptop carts for P.S./M.S. 147.","218-01 116 Avenue, Cambria Heights","387","0","70000","0","4","40.697309","-73.740948","11411","13","598","4243743","4113000001","Cambria Heights                                                            "
"2016","27","Education","7","Tennis Court at I.S 238 - Susan B. Anthony Academy","The project would construct one tennis court in the school yard","I.S. 238, 88-15 182 Street, Hollis","411","0","250000","0","4",,,," ",,,,
"2016","27","Parks & Recreation","13","Haggerty Park Greenery","This project will remove tree stumps and plant new trees in the park","Jamaica Avenue, between 201 St. & 204 St.","149","0","300000","0","4",,,," ",,,,
"2016","27","Public Safety","5","Security Cameras in District 27","The project will fund two NYPD security cameras to provide safety for residents of the district.","St. Albans & Jamaica","543","1","70000","0","4",,,," ",,,,
"2016","29","Arts, Culture & Community","9","Outdoor Reading Room","Utilize outdoor space for a reading room and renovate the meeting room in the library. This would add reading space in a natural environment that will encourage returning visits and customer usage.","Forest Hills Library","772","1","275000","0","4",,,," ",,,,
"2016","29","Education","4","Lights, Camera, Action","Audio Video upgrades for each auditorium in four public schools. The audio video systems are old and broken. This project will address the out dated technology in the auditoriums within our schools.","P.S. 139, P.S. 174, P.S. 175, and J.H.S. 157","597","0","300000","0","4",,,," ",,,,
"2016","29","Education","5","More Cool at School","This project will fund wiring to install air conditioning systems in common areas like cafeterias and auditoriums. Large sections of these schools cannot be used comfortably during spring and summer.","P.S. 196Q, J.H.S. 157, and P.S. 174","714","0","800000","0","4",,,," ",,,,
"2016","29","Education","6","Power Up","Providing new computers for three schools that have outdated desktops and not enough laptops to service the students. Having new computers will educate and enhance the student's abilities.","P.S. 99, P.S. 139, and J.H.S. 157","601","0","550000","0","4",,,," ",,,,
"2016","29","Education","3","Proper Pupil Potties","The complete renovation of select bathrooms at three public schools which are a persistent problem. This will reduce the amount of time and money used to maintain the aging bathrooms.","P.S. 144, P.S. 174, and P.S. 101","869","1","350000","0","4",,,," ",,,,
"2016","29","Parks & Recreation","7","Adult Workout Stations in Russell Sage Playground","Installing fitness equipment that can be utilized by individuals or small groups. The equipment will be placed at easily accessible areas, making it hassle free to exercise.","Booth St. Btwn 68 Ave. & 68 Dr.","458","0","250000","0","4",,,," ",,,,
"2016","29","Transit","8","A Safer Intersection at 71st Ave and Austin St","Installing a single curb extension at the Northeast corner of 71st Avenue and Austin Street. This would help calm traffic along both streets and improve safety for pedestrians on those streets.","71st Avenue and Austin Street","928","1","400000","0","4",,,," ",,,,
"2016","29","Transit","2","Bus Pads","Bus Pads are the concrete pavement at bus stops. New bus pads will promote safety & accessibility for a variety of bus riders at the Q23 stops at Queens Blvd and 71st Avenue.","Locations to be Verified by DOT.","290","0","520000","0","4",,,," ",,,,
"2016","44","Education","11","Greenhouse Renovations at Murrow High School","Thousands of students use the greenhouse each year. This project would upgrade and improve the deteriorating greenhouse.","Midwood","832","0","300000","0","3",,,," ",,,,
"2016","29","Transit","1","Bus Trackers","This project will implement electronic countdown clocks indicating when the next bus will arrive at multiple bus stops in the district.","Q60, Q64, Q23, and Q46 (District- wide)","646","0","160000","0","4",,,," ",,,,
"2016","30","Arts, Culture & Community","9","Computers, Equipment and Furniture","Fulfilling a community need by adding more desktop computers along with equipment and furniture to the Ridgewood and Maspeth Public Libraries.","Ridgewood Library & Maspeth Public Library","1381","1","36000","0","4",,,," ",,,,
"2016","30","Education","6","Air Conditioning Renovation at I.S. 73","Purchase and install an air conditioning system to cool the auditorium in the school building.","Maspeth","998","0","350000","0","4",,,," ",,,,
"2016","30","Education","8","Auditorium Seat Replacement","Create a safer experience for students by replacing and repairing the auditorium seats in our schools.","P.S. 71 and P.S. 153","991","0","786750","0","4",,,," ",,,,
"2016","30","Education","5","Laptop Carts for Classrooms","Providing laptop carts for schools to make the latest technology more accessible for students in the classroom!","P.S/I.S 49, P.S 87, P.S/I.S 119, P.S 153","1546","1","280000","0","4",,,," ",,,,
"2016","30","Education","7","Operation Restroom Renovation","Working and updating bathrooms are essential for the health and hygiene of the students. These renovations are to bathrooms which require and have not received recent repairs or renovations.","P.S./I.S. 49, P.S. 09, P.S. 88","1223","1","420000","0","4",,,," ",,,,
"2016","30","Education","4","Smart Boards for Schools","Fifteen SMART Boards for each of the listed schools will allow for the integration of various technologies within the classroom to improve the learning experiences of students!","Grover Cleveland H.S & P.S/IS 87","1146","1","250000","0","4",,,," ",,,,
"2016","30","Parks & Recreation","2","Basketball Court Renovations at Little Bush Park","Renovate the basketball courts for better usage and safety! This includes new backboards, basketball hoops, a sports coating and a new fence to enclose it.","Nathan Weidenbaum (Little Bush) Playground","657","0","250000","0","4",,,," ",,,,
"2016","30","Parks & Recreation","1","Children's Swing Area Renovation","Renovating the children's swing area to make it a safer environment. The children's swing sets need new metal bars, a new safety surface installation and fencing repairs.","Reiff & Nathan Weidenbaum Playgrounds","774","0","200000","0","4",,,," ",,,,
"2016","30","Parks & Recreation","3","Playground Beautification at Little Bush Park","Horticultural renovations to beautify the playground and create a noise barrier between the playground and residential homes.","Nathan Weidenbaum (Little Bush) Playground","655","0","100000","0","4",,,," ",,,,
"2016","31","Arts, Culture & Community","13","Rockaway Institute for a Sustainable Environment","The project with fit out RISE, new community center for local exhibits, film screenings, lectures, public events and youth programs, with furniture and equipment.","58-03 Rockaway Beach Blvd","319","0","273732","0","4","40.592098","-73.78784","11692","14","97202","4302052","4159260044","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","11","Auditorium Upgrade in P.S. 183Q","The auditorium is in need of stage curtains, a new projector screen, new speaks on stage and new fans to keep the auditorium cool.","2-45 Beach 79th Street, Rockaway Beach","1024","0","500000","0","4","40.589508","-73.805361","11693","14","94202","4303354","4161120001","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","12","Classroom Upgrade in P.S. 183Q","The classrooms are in need of electrical outlets and approximately 35 smart boards in each of the classrooms to help our students further their educations.","2-45 Beach 79th Street, Rockaway Beach","1145","1","250000","0","4","40.589508","-73.805361","11693","14","94202","4303354","4161120001","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","4","Designing a Track in the School Yard","P.S.106 is in need of a track in the school yard. A track in the school yard would not only help beautify the school but also provide an activity that would promote an healthy lifestyle for the students.","180 Beach 35th St., Far Rockaway","436","0","500000","0","4","40.593779","-73.767199","11691","14","992","4441244","4158610035","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","1","Far Rockaway High School Library Upgrade","The Far Rockaway High School library is very important to the school. It has resources that the students can rely on. But now the library is need of new computers and also an electrical upgrade.","821 Bay 25th Street, Far Rockaway","1300","1","250000","0","4","40.60201","-73.762795","11691","14","100802","4300730","4157360001","Far Rockaway-Bayswater                                                     "
"2016","31","Education","10","Gymnasium Upgrade in P.S. 183Q","The gymnasium is in need of basketball hoops for our kids. The gym is also in need of bleachers so the school can invite parents and the community to school activities.","2-45 Beach 79th Street, Rockaway Beach","1133","0","300000","0","4","40.589508","-73.805361","11693","14","94202","4303354","4161120001","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","8","Locker Room Renovations","Far Rockaway Educational Campus is made up of other schools and is in need of a better locker room. It reminds people of a dungeon. The lighting is terrible and can be dangerous","821 Bay 25th St., Far Rockaway","1151","1","500000","0","4","40.60201","-73.762795","11691","14","100802","4300730","4157360001","Far Rockaway-Bayswater                                                     "
"2016","31","Education","2","M.S.53 Technology Upgrade","Needs new smart boards, computers and better electricity and wiring to utilize multiple devices.","10-45 Nameoke St., Far Rockaway","302","0","75000","0","4","40.603622","-73.749097","11691","14","103202","4298234","4155570025","Far Rockaway-Bayswater                                                     "
"2016","31","Education","5","New Smart Boards","P.S. 253 is in need of six new smart boards to further education for students","1307 Central Avenue, Far Rockway","376","0","75000","0","4","40.60729","-73.7494","11691","14","103202","4297972","4155410001","Far Rockaway-Bayswater                                                     "
"2016","31","Education","7","New Weight Room","The Far Rockaway High School weight room needs new equipment so students do not get injured; it also needs new lockers.","821 Bay 25th St., Far Rockaway","1172","1","200000","0","4","40.60201","-73.762795","11691","14","100802","4300730","4157360001","Far Rockaway-Bayswater                                                     "
"2014","23","Libraries",,"Security Upgrades for Bellerose, Fresh Meadows, Hollis, and Windsor Park Libraries",,,,"1","265000",,"4",,,," ",,,,
"2016","31","Education","3","P.S.106 Technology Upgrade","The school is in need of 6 new smart boards to further the education for students.","180 Beach 35th St., Far Rockaway","400","0","75000","0","4","40.593779","-73.767199","11691","14","992","4441244","4158610035","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","6","Security Cameras","P.S 106 is a building that's isolated from other properties, a camera surveillance system would help ensure the safety of the school community","180 Beach 35th St., Far Rockaway","530","0","250000","0","4","40.593779","-73.767199","11691","14","992","4441244","4158610035","Hammels-Arverne-Edgemere                                                   "
"2016","31","Education","9","Village Academy Middle School Technology Upgrades",,,"1011","0","250000","0","4",,,," ",,,,
"2016","31","Transit","14","Train Countdown Clocks","The Rockaway train stations should have countdown clocks so residents can know when the train and the bus coming.","District- Wide","518","0","150000","0","4",,,," ",,,,
"2016","32","Education","1","Upgrades to 5 Schools","P.S. 47 - Tech equipment ($45,000) // P.S. 317 - Tech equipment ($45,000) // P.S. 114 - Auditorium upgrades ($75,000) // Beach Channel Campus - mobile earth science lab cart RCHS ($60,000) // Beach Channel Campus - New exercise room with updated equipment ($150,000) // Scholar's Academy - Bathroom updates ($60,000)",,"744","1","435000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","2","Upgrades to All-American Park and Sunset Cove","Upgrades to All-American Park/Sunset Cove in Broad Channel",,"443","1","200000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","3","Equipment Upgrades to 17th Road Park","equipment upgrades and amenities to 17th Road Park in Broad Channel",,"426","1","250000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","4","Boardwalk Amenities","Boardwalk amenities including mile markers, storyboards, and information boards along Rockaway Boardwalk",,"371","1","50000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","5","Adult Exercise Equipment along Shore Front Parkway","Adult exercise equipment installed along Shore Front Parkway adjacent to new boardwalk in Rockaway Beach",,"353","0","200000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","6","Bathroom Repair at Beach 106th Street","Winterization/upgrades to bathrooms at Beach 106th Street Parks Department facility",,"323","0","200000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","8","Rock Climbing Wall at Boardwalk","Rock climbing wall constructed in Rockaway Beach adjacent to new boardwalk",,"276","0","200000","0","4",,,," ",,,,
"2016","32","Parks & Recreation","9","Badminton Courts along Shore Front Parkway","Installation of badminton courts for badminton or Pickle ball along Shore Front Parkway in Rockaway Beach adjacent to new boardwalk",,"239","0","350000","0","4",,,," ",,,,
"2016","32","Transit","7","Median Repair on Rockaway Beach Boulevard","Repair center medians along Rockaway Beach Boulevard between Beach 102-105 Streets",,"300","0","200000","0","4",,,," ",,,,
"2016","33","Education","2","Essential STEM Labs at I.S 318 and P.S 34","Let's bridge the technology gap and invest in the future for 2,000+ students at two amazing but underserved schools by funding essential STEM (Science, Tech, Engineering & Math) labs at both schools!","IS 318, East Williamsburg; PS 34, Greenpoint","711","1","500000","0","3",,,," ",,,,
"2016","33","Education","4","Finish the Upgrades with P.S. 261 Computer Carts","P.S. 261 is a K-5 school with 800 students. Their wiring was upgraded but to utilize the improvements the students need new computers; four new carts will give them what they need!","314 Pacific Street, Boerum Hill","431","1","140000","1","3","40.687466","-73.988288","11201","2","43","3001070","3001880014","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2016","33","Education","5","Let There Be Air! Juan Morel Campos School","Our school is used by D14, D75 and the community. We need AC in our auditorium. The auditorium gets used for many events such as performances, assemblies, and graduation and it is very hot!","215 Heyward Street, Williamsburg","227","0","350000","0","3","40.703624","-73.953146","11206","1","529","3061064","3022270001","Williamsburg                                                               "
"2016","33","Education","3","Make Our School Cool! M.S. 126","Our building serves 3 schools and 1200 kids and needs wiring for AC in the classrooms and Auditorium! It's hard to concentrate and be good students when you're too hot! Give them a chance to succeed!","424 Leonard Street, Williamsburg","449","1","400000","0","3","40.719819","-73.948625","11222","1","499","3067788","3027120001","Greenpoint                                                                 "
"2016","34","Education","2","Technology Upgrades at P.S. 239 and P.S. 18","Includes two new laptop carts, two smart tables, a 3-D printers, six smart boards, and forty-two desktops.","15-17 Weirfield Street /101 Maujer Street","1970","1","400000","0","3",,,," ",,,,
"2016","33","Education","1","Sweating Should Be Fun! K293, Int'l Studies","The gym at this campus with 4 schools, PK-12 (with 1200 mostly Title I students) needs AC! The only large activity space in this growing school also hosts community programs and can get really hot!","284 Baltic Street, Cobble Hill","296","0","350000","0","3","40.685419","-73.993351","11201","6","69","3006401","3004020001","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2016","33","Housing","10","Hear the Beat! Community Sound Studio","This project will outfit an existing computer lab as a recording studio, so youth/adults could be trained for music/audio professions. Includes upgrades to the space and all needed audio equipment.","114 Taylor St., Independence Towers, W'burg","530","1","100000","0","3","40.705508","-73.963702","11249","1","545","3059905","3021760001","Williamsburg                                                               "
"2016","33","Housing","9","NYCHA Grounds Renovations Focused on Seating","Gowanus & Wyckoff residents will help determine grounds improvements, to be installed at two NYCHA developments, resulting in more pleasant 
areas for enjoying time outdoors and talking with friends.","Wyckoff Gardens and Gowanus Houses, Gowanus","389","0","550000","0","3",,,," ",,,,
"2016","33","Parks & Recreation","6","Fix Taaffe Park: Community Seating Area","Create a moment of peace for area residents. Support a renovated seating area where all local residents can meet under the park's historic oak trees and plan their community's future; together.","390 Park Avenue, Bedford-Stuyvesant","352","0","500000","0","3","40.696257","-73.961103","11205","3","191","3392783","3018960030","Clinton Hill                                                               "
"2016","33","Parks & Recreation","7","Make Msgr. McGolrick Park Safer","This project focuses on repaving some of the sidewalks along the park and replacing fencing. Current sidewalks are cracked, unsafe for children, and hazardous for wheelchair and stroller access.","Driggs Avenue, Greenpoint","483","1","500000","0","3",,,," ",,,,
"2016","33","Parks & Recreation","8","Safe to Play, Green Playground at M.S. 126","Transform a cement lot into a safe and colorful playground with interactive play structures. Additional funding through Trust for Public Land will make this a sustainable space for kids and community.","Ericsson Playground, Greenpoint","426","0","500000","0","3",,,," ",,,,
"2016","33","Transit","14","Pedestrian Safety Improvements - Meeker Avenue","Continuing safety improvements along this high-speed corridor to decrease crossing distances and improve pedestrian safety.","Meeker Avenue in District 33 - Williamsburg","420","0","400000","0","3",,,," ",,,,
"2016","33","Transit","13","Real Time Arrival Signage for B44 Bus Route","Add signage that shows real-time, updated arrival times for up to 15 bus stops along Bedford and Nostrand Avenues.","Along B44 Bus Route in District 33","407","0","300000","0","3",,,," ",,,,
"2016","33","Transit","11","Safer Crossings for Hoyt Street at Gowanus Houses","Make street crossings safer between this housing development and the nearby subway. Add pedestrian safety enhancements to this four-block stretch of Hoyt Street that has no existing crossings.","Hoyt St., Butler St. to Degraw St., Gowanus","387","0","400000","0","3",,,," ",,,,
"2016","33","Transit","12","Street Safety Improvements near P.S.16","Install a curb extension at this much-used intersection between P.S. 16 and Independence Towers. Improve other street safety features between the housing development and the local school.","Corner of Bedford Ave. and Wilson St., W'burg","237","0","400000","0","3",,,," ",,,,
"2016","33","Transit","15","Additional Turnstiles at York St. Subway (F Train)","Install additional turnstiles for York Street Station in 2017 which will reduce congestion and long lines for the 9,000 weekday riders now limited to only two turnstiles.","York St. Subway Station, DUMBO","264","0","250000","0","3",,,," ",,,,
"2016","34","Arts, Culture & Community","9","Electrify our Libraries in District 34","This proposal will provide four electric charging tables at each one of our libraries: Leonard Street, Bushwick Avenue and Dekalb Avenue. Residents will be able to work and re-charge from the same place.","Bushwick, Leonard, and Dekalb Libraries","1281","0","360000","0","3",,,," ",,,,
"2016","34","Arts, Culture & Community","10","Upgrade to Activity Rooms","This proposal will upgrade the activity room in the Leonard Street Library and will include collapsible tables, folding chairs, rugs, freshly painted walls and new book bins.","81 Devoe Street","655","0","200000","0","3","40.713456","-73.947916","11211","1","503","3068818","3027620021","East Williamsburg                                                          "
"2016","34","Arts, Culture & Community","11","Upgrade to Activity Rooms in District 34","This proposal will include collapsible tables, folding chairs, rugs, freshly painted walls and new book bins for all three district libraries: Leonard Street, Bushwick Avenue and DeKalb Avenue.","Bushwick and Dekalb Libraries","742","0","600000","0","3",,,," ",,,,
"2016","34","Education","1","21st Century Technology at P.S. 120 and P.S. 132","Includes smart boards, laptops, smart tables, a 3-D Printer, a green wall, and solar & weather panels.","18 Beaver Street /320 Manhattan Avenue","1869","1","285000","0","3",,,," ",,,,
"2016","34","Education","4","A Cool Gym at P.S. 257*","An air conditioner in the school gym, which is used throughout the school year and summer programming.","60 Cook Street","1467","1","250000","1","3","40.702392","-73.941801","11206","1","491","3071571","3031140011","East Williamsburg                                                          "
"2014","44","Environmental Protection",,"Beautify the blocks of Midwood","Beautify the blocks of Midwood by planting 100 new trees in front of homes, businesses and parks",,,"0","170000",,"3",,,," ",,,,
"2016","34","Education","3","Auditorium Facelift at P.S. 147","Includes 300 new chairs, a new stage, and re-wiring for better sound equipment.","325 Bushwick Avenue","1228","0","400000","0","3","40.705204","-73.939407","11206","1","485","3071418","3030910001","Bushwick South                                                             "
"2016","44","Parks & Recreation","8","Beautify Midwood","Plant 100 trees throughout the Midwood area.","Midwood","856","0","170000","0","3",,,," ",,,,
"2016","34","Education","5","Visual Arts Classroom Upgrade","This upgrade at MS 50/El Puente Community School calls for upgrades to lighting for accurate color work, ceiling tracks to hang 3-D art work, and new floors for an all around visual arts experience.","183 S. 3rd Street","1148","0","200000","0","3","40.711704","-73.960275","11211","1","523","3063128","3024190001","North Side-South Side                                                      "
"2016","34","Housing","7","Grounds Renovation at Bushwick Houses","This grounds renovation will focus on installing fence around an existing garden located behind the community center. It will be designed to budget and may include installing walkways and seating.","50 Humboldt Street, Bushwick Houses","1047","0","200000","0","3","40.703179","-73.940761","11206","1","489","3338434","3031290001","Bushwick South                                                             "
"2016","34","Housing","6","Playground Upgrade at Williamsburg Houses","This playground will get new benches, play equipment, and a sprinkler system.","176 Maujer Street - Block 1","1847","1","350000","0","3",,,," ",,,,
"2016","34","Parks & Recreation","8","Repaving our Bushwick Parks","Maria Hernandez Park and Fermi Playground can expect ground pavement, landscaping, and modern benches.","50 Humboldt Street, Bushwick Houses","1273","0","500000","0","3","40.703179","-73.940761","11206","1","489","3338434","3031290001","Bushwick South                                                             "
"2016","34","Transit","12","Real Time Passenger Boards","Real Time Passenger Information in Council District 34. DOT will choose site locations with the City Council office post budget adoption.","Ridgewood, Bushwick, and Williamsburg","853","1","60000","0","3",,,," ",,,,
"2016","35","Education","18","Learning Walls for P.S. 20","Install pin-able writable walls in 20 classrooms for students and teachers to actively co-create learning. 5 temporary walls already increasing learning, initiation, critical thinking and cooperation.","PS 20 The Clinton Hill School 225 Adelphi Street","495","1","36500","0","3",,,," ",,,,
"2016","35","Education","16","New Technology for High-Need Schools: PS 375 & 532","Creating a new computer lab at PS 375 and upgrading ancient AV technology in the auditorium at PS 532 will enable students at these two Title I schools to thrive in the 21st century.","46 McKeever Pl &1025 Eastern Pkwy","651","1","310000","0","3","40.665035","-73.959031","11225","9","325","3034356","3013010001","Crown Heights South                                                        "
