"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"138828","Staten Island","215","HOWARD AVENUE","Street",,"0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Empty","POINT (959666.99479189515 167074.01187518239)","F305EEC9-929E-461F-8552-A4262ABADFB4","2015-03-16T04:00:00.000","2018-02-26T10:51:41.000",,"0",,"40.625041","-74.088615","33","5095197","5006140024","Grymes Hill-Clifton-Fox Hills","
,  
(40.62522196500084, -74.08855811267337)"
"138829","Staten Island","215","HOWARD AVENUE","Street","3F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Empty","POINT (959652.50312523544 167134.94854184985)","E6848AB7-64DA-49C9-AED5-03D5D0AE0F52","2015-03-16T04:00:00.000","2019-01-18T18:45:03.000",,"0",,"40.625041","-74.088615","33","5095197","5006140024","Grymes Hill-Clifton-Fox Hills","
,  
(40.62538918306249, -74.08861053964974)"
"138830","Staten Island","215","HOWARD AVENUE","Street","1F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959649.03083355725 167179.87041684985)","F012F57D-4D6E-40B0-89A9-A993B1A30444","2015-03-16T04:00:00.000","2017-02-21T10:03:57.000",,"0",,"40.625041","-74.088615","33","5095197","5006140024","Grymes Hill-Clifton-Fox Hills","
,  
(40.62551247448291, -74.08862321202056)"
"138831","Staten Island","222","HOWARD AVENUE","Street","3F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959640.86583356559 166846.01104184985)","7AF2C4E7-7657-48F0-9F1C-6131A82DFBC6","2015-03-16T04:00:00.000","2017-02-21T09:48:30.000",,"0",,"40.624767","-74.088604","39","5129298","5005920064","Grymes Hill-Clifton-Fox Hills","
,  
(40.62459607827424, -74.08865140864474)"
"138832","Staten Island","222","HOWARD AVENUE","Street","1F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959634.34687523544 166924.28062517941)","70294ECD-9BBA-4A98-9006-F43E28B4CE1E","2015-03-16T04:00:00.000","2017-02-21T09:47:41.000",,"0",,"40.624767","-74.088604","39","5129298","5005920064","Grymes Hill-Clifton-Fox Hills","
,  
(40.62481089366052, -74.08867517780834)"
"138833","Queens","131-042","131 STREET","Street",,"0.00000000","0.00000000",,,"133 AVENUE","131 AVENUE","410",,"11420","28","10","31","5","0097296","Empty","POINT (1037578.7797918916 183285.35291685164)","3EF43D90-0C7A-451C-B77B-1ED51EB237DF","2015-03-16T04:00:00.000","2016-10-25T15:05:26.000",,"0",,"40.669668","-73.807658","818","4255491","4117690021","South Ozone Park","
,  
(40.66959207826258, -73.80775984327306)"
"138834","Staten Island","232","HOWARD AVENUE","Street","1F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959645.80187523365 166803.57416684926)","F060D29F-1AE4-4064-AE5C-A43C28EFEB3E","2015-03-16T04:00:00.000","2017-02-21T09:49:02.000",,"0",,"40.624492","-74.088575","39","5110572","5005920073","Grymes Hill-Clifton-Fox Hills","
,  
(40.62447961171137, -74.08863347248588)"
"138835","Staten Island","232","HOWARD AVENUE","Street","3F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959649.14229188859 166752.78020851314)","D8FBEDDD-625B-42D6-9C64-55115D547C1C","2015-03-16T04:00:00.000","2017-02-21T09:49:56.000",,"0",,"40.624492","-74.088575","39","5110572","5005920073","Grymes Hill-Clifton-Fox Hills","
,  
(40.624340202281665, -74.0886212539532)"
"138836","Brooklyn","7511","COLONIAL ROAD","Street",,"0.00000000","0.00000000",,,"76 STREET","BAY RIDGE PARKWAY","310",,"11209","43","22","64","11","0037208","Populated","POINT (975027.3772919029 169651.82895851135)","DBE0640F-C125-4782-B048-F1B6D57B16D5","2015-03-16T04:00:00.000","2016-10-07T15:11:05.000",,"0",,"40.632577","-74.033211","44","3148646","3059380005","Bay Ridge","
,  
(40.632326836339644, -74.03322721881959)"
"138837","Queens","131-042","131 STREET","Street",,"0.00000000","0.00000000",,,"133 AVENUE","131 AVENUE","410",,"11420","28","10","31","5","0097296","Empty","POINT (1037578.5583335608 183285.13208352029)","7C544FE5-1337-45A4-BBB1-7451855D0041","2015-03-16T04:00:00.000",,,"0",,"40.669668","-73.807658","818","4255491","4117690021","South Ozone Park","
,  
(40.66959147345986, -73.80776064333291)"
"138838","Staten Island","17","EDDY STREET","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","VICTORY BOULEVARD","501",,"10301","49","23","61","11","0053924","Populated","POINT (958994.37166689336 167456.18166685104)","23B6AB31-3FFD-48F5-8A77-49613D080944","2015-03-16T04:00:00.000",,,"0",,"40.626296","-74.091142","33","5015139","5005890025","Grymes Hill-Clifton-Fox Hills","
,  
(40.62626904833071, -74.09098260650238)"
"138839","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Empty","POINT (959021.54104189575 167311.69291685522)","01B7A122-F718-4291-892A-F100140AA7A7","2015-03-16T04:00:00.000","2017-12-01T12:58:35.000",,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.62587253467054, -74.09088418970639)"
"138840","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (959000.73333355784 167272.43479184806)","88BBC6D6-41A1-475A-9F86-31EA89C3DA1F","2015-03-16T04:00:00.000",,,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.62576472013323, -74.090959001469)"
"138841","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958988.82312522829 167250.9247918427)","82519EB8-845E-4B75-9D7A-1B70B6F455B2","2015-03-16T04:00:00.000",,,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.625705645774644, -74.09100182676453)"
"138842","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958995.82291689515 167360.925416857)","FA9155F6-BD35-432A-9C98-69AFF5D138C3","2015-03-16T04:00:00.000",,,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.62600759420037, -74.090977022026)"
"138843","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958976.57666689157 167324.46270851791)","8C5D069D-AC27-4293-A7F0-08991AEBE111","2015-03-16T04:00:00.000",,,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.625907456886864, -74.09104621918752)"
"138844","Staten Island","20","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958912.25416690111 167199.48625017703)","BF4246AA-8409-49E6-8302-D4ED9D325AAB","2015-03-16T04:00:00.000","2016-10-17T15:26:37.000",,"0",,"40.625569","-74.0913","39","5015147","5005900060","Grymes Hill-Clifton-Fox Hills","
,  
(40.62556423918068, -74.09127746841085)"
"138845","Staten Island","26","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958886.78229188919 167183.980000183)","D00BAA4F-B7B8-45C9-9625-6CCC4D74E17A","2015-03-16T04:00:00.000",,,"0",,"40.625484","-74.091372","39","5015148","5005900063","Grymes Hill-Clifton-Fox Hills","
,  
(40.62552160491132, -74.09136917073828)"
"138846","Staten Island","42","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958796.15166689456 167034.98958352208)","642DF520-DD7A-4A4A-80A3-80EEE8808DF6","2015-03-16T04:00:00.000","2016-10-17T15:24:54.000",,"0",,"40.625264","-74.091563","39","5015151","5005900072","Grymes Hill-Clifton-Fox Hills","
,  
(40.62511239774719, -74.09169509898393)"
"138847","Staten Island","47","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958798.25270856917 166981.49125018716)","E243157C-6742-4AF4-8C68-4CC8D2A61BBD","2015-03-16T04:00:00.000","2016-10-17T14:29:48.000",,"0",,"40.625187","-74.091602","39","5015163","5005910013","Grymes Hill-Clifton-Fox Hills","
,  
(40.624965562153164, -74.0916873284628)"
"138848","Staten Island","61","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958661.05375023186 166774.67041684687)","79AB098A-D157-416E-9DCA-3E496E522725","2015-03-16T04:00:00.000",,,"0",,"40.624997","-74.091768","39","5015160","5005910001","Grymes Hill-Clifton-Fox Hills","
,  
(40.62439748738352, -74.09218078934276)"
"138849","Staten Island","76","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Empty","POINT (958596.3622919023 166766.45375017822)","2731188E-0B82-4064-B86A-F294BEEC5994","2015-03-16T04:00:00.000",,,"0",,"40.624797","-74.091969","39","5015157","5005900089","Grymes Hill-Clifton-Fox Hills","
,  
(40.624374747275056, -74.09241380035266)"
"138851","Staten Island","22","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","63","11","0070010","Populated","POINT (958385.04062522948 166645.2895835191)","8A504682-C945-43D8-B80E-233CEFF8063F","2015-03-16T04:00:00.000","2016-10-17T16:25:25.000",,"0",,"40.624079","-74.093186","39","5015201","5005930034","Grymes Hill-Clifton-Fox Hills","
,  
(40.62404156274719, -74.09317459356629)"
"138852","Brooklyn","1529","DEAN STREET","Street",,"0.00000000","0.00000000",,,"TROY AVENUE","ALBANY AVENUE","308",,"11213","36","25","56","8","0039685","Empty","POINT (1001659.6802085638 185662.73062518239)","B38465BF-4CDC-4085-BE46-8CB8726B68B2","2015-03-16T04:00:00.000",,,"0",,"40.676196","-73.937227","311","3035660","3013400056","Crown Heights North","
,  
(40.676260944208984, -73.93723516770253)"
"138853","Staten Island","30","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","63","11","0070010","Populated","POINT (958467.73645856977 166658.2895835191)","EE90733F-168B-414C-8B04-CBD96B205E6C","2015-03-16T04:00:00.000",,,"0",,"40.62414","-74.092829","39","5015203","5005930038","Grymes Hill-Clifton-Fox Hills","
,  
(40.62407748605465, -74.09287674424463)"
"138854","Staten Island","33","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","61","11","0070010","Populated","POINT (958498.53979189694 166709.23687517643)","F8975519-237C-4093-AA9A-9D9169B88324","2015-03-16T04:00:00.000",,,"0",,"40.624181","-74.092685","39","5015158","5005900093","Grymes Hill-Clifton-Fox Hills","
,  
(40.62421741521652, -74.09276597429051)"
"138855","Staten Island","38","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","63","11","0070010","Populated","POINT (958551.9241669029 166678.92687518895)","C1A101D2-A6A1-4A7B-AD3C-9F7615D91AE6","2015-03-16T04:00:00.000","2016-10-17T16:22:36.000",,"0",,"40.624173","-74.092627","39","5015205","5005930042","Grymes Hill-Clifton-Fox Hills","
,  
(40.624134375673016, -74.09257354942233)"
"138856","Staten Island","38","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","63","11","0070010","Populated","POINT (958568.89041689038 166677.48041684926)","DDEE8070-2ECC-4A06-9C3A-86AAACEFA934","2015-03-16T04:00:00.000",,,"0",,"40.624173","-74.092627","39","5015205","5005930042","Grymes Hill-Clifton-Fox Hills","
,  
(40.624130454648, -74.0925124255374)"
"138859","Staten Island","50","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Populated","POINT (958644.17291688919 166733.87833352387)","88B47D50-905A-4403-B0B1-B44748F98EFA","2015-03-16T04:00:00.000","2016-10-17T14:26:44.000",,"0",,"40.624256","-74.092058","39","5015207","5005930050","Grymes Hill-Clifton-Fox Hills","
,  
(40.62428547294442, -74.09224144552502)"
"138860","Staten Island","56","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Empty","POINT (958721.92791689932 166709.14750018716)","D35DAE09-832E-4427-AAF3-5190A134EAC1","2015-03-16T04:00:00.000","2015-06-30T11:53:00.000",,"0",,"40.624278","-74.091893","39","5015208","5005930053","Grymes Hill-Clifton-Fox Hills","
,  
(40.62421781641774, -74.09196125058534)"
"138861","Staten Island","68","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Populated","POINT (958841.42083355784 166737.0864585191)","12FC5B90-8B12-4AB3-ABEE-2554857B7025","2015-03-16T04:00:00.000","2016-10-17T16:17:59.000",,"0",,"40.624325","-74.091568","39","5015210","5005930058","Grymes Hill-Clifton-Fox Hills","
,  
(40.62429484648332, -74.0915308998201)"
"138862","Staten Island","78","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Populated","POINT (958934.08562523127 166756.40083351731)","D79A2C04-1227-4FC5-B1E3-652C14D9E417","2015-03-16T04:00:00.000","2018-11-23T16:14:52.000",,"0",,"40.624361","-74.091298","39","5015212","5005930064","Grymes Hill-Clifton-Fox Hills","
,  
(40.62434812565185, -74.09119716037509)"
"138863","Brooklyn","1033","47 STREET","Street",,"0.00000000","0.00000000",,,"FT HAMILTON PARKWAY","10 AVENUE","312",,"11219","39","17","48","10","0054897","Populated","POINT (985192.35166689754 172305.79833351076)","E5E11DFE-3591-46EF-B881-0851DCD5569B","2015-03-16T04:00:00.000","2016-10-25T14:58:53.000",,"0",,"40.639699","-73.996818","114","3136877","3056200040","Borough Park","
,  
(40.63961616834173, -73.99660452934762)"
"138864","Staten Island","74","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (959035.57000023127 166638.25625018775)","179F6EFF-55F9-452A-839C-906B48E682F8","2015-03-16T04:00:00.000","2016-10-17T15:29:42.000",,"0",,"40.623908","-74.090801","39","5015214","5005930070","Grymes Hill-Clifton-Fox Hills","
,  
(40.62402413310042, -74.09083113557921)"
"138865","Staten Island","74","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (959024.71937522292 166591.38125018775)","3A1FD06D-E23A-4610-9B51-E2F357A6EC98","2015-03-16T04:00:00.000","2016-10-17T15:30:41.000",,"0",,"40.623908","-74.090801","39","5015214","5005930070","Grymes Hill-Clifton-Fox Hills","
,  
(40.62389544021694, -74.0908700481027)"
"138866","Queens","13-18","CAFFREY AVENUE","Street",,"0.00000000","0.00000000",,,"GRANDVIEW TERRACE","MOTT AVENUE","414",,"11691","31","10","23","5","0016187","Populated","POINT (1054199.3189585656 158252.31937518716)","9FFF927A-5640-43FA-B6A2-F2C8A126860A","2015-03-16T04:00:00.000","2017-08-23T10:33:44.000",,"0",,"40.600673","-73.748165","101001","4298513","4155740056","Far Rockaway-Bayswater","
,  
(40.60076629357658, -73.74810572818855)"
"138867","Staten Island","75","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","61","11","0053926","Populated","POINT (959070.488333568 166568.20875018835)","CE3812EC-73EC-4BB2-B3AF-A76EB036251B","2015-03-16T04:00:00.000",,,"0",,"40.623906","-74.090779","39","5015177","5005920002","Grymes Hill-Clifton-Fox Hills","
,  
(40.62383196678965, -74.09070508641504)"
"138868","Staten Island","88","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (959003.3460419029 166518.14229184389)","DDDEABE0-7808-489E-B7F1-D4FD927277D0","2015-03-16T04:00:00.000",,,"0",,"40.623648","-74.090876","39","5015215","5005930075","Grymes Hill-Clifton-Fox Hills","
,  
(40.623694353827425, -74.09094676815008)"
"138869","Staten Island","87","DUNCAN ROAD","Street","1 S","0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","61","11","0053926","Populated","POINT (959044.97979189456 166482.74625018239)","6C95820D-9FC5-48C6-B5FC-887A82A2ABB4","2015-03-16T04:00:00.000","2019-06-30T16:46:34.000",,"0",,"40.623683","-74.090847","39","5015195","5005920340","Grymes Hill-Clifton-Fox Hills","
,  
(40.62359731769835, -74.09079665760346)"
"138870","Staten Island","104","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRETA PLACE","GRYMES HILL ROAD","501",,"10301","49","23","63","11","0053929","Populated","POINT (958918.0233335644 166381.87458351254)","33C65754-C69F-446A-8C57-AEE0B130271F","2015-03-16T04:00:00.000",,,"0",,"40.623134","-74.09103","39","5015239","5005930240","Grymes Hill-Clifton-Fox Hills","
,  
(40.62332008411573, -74.09125361707267)"
"138871","Staten Island","87","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","61","11","0053926","Populated","POINT (959048.52958355844 166476.00333352387)","854F8D23-AC1A-4F83-806A-0E4C76F60656","2015-03-16T04:00:00.000",,,"0",,"40.623683","-74.090847","39","5015195","5005920340","Grymes Hill-Clifton-Fox Hills","
,  
(40.62357881991124, -74.09078384493795)"
"138872","Staten Island","88","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (958993.24625022709 166472.63750018179)","86383399-1F17-480F-8C47-D102E7EF5510","2015-03-16T04:00:00.000","2019-06-30T17:03:10.000",,"0",,"40.623648","-74.090876","39","5015215","5005930075","Grymes Hill-Clifton-Fox Hills","
,  
(40.62356942397413, -74.09098298064308)"
"138873","Staten Island","121","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958519.63041689992 166439.29812517762)","65ED05B7-CB67-4DE6-90BD-556AED323D90","2015-03-16T04:00:00.000",,,"0",,"40.623385","-74.092731","39","5015220","5005930100","Grymes Hill-Clifton-Fox Hills","
,  
(40.623476551533166, -74.09268896943021)"
"138874","Staten Island","120","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958455.653958559 166371.09208351374)","E2DB097F-52F3-42FD-BF3E-61DB5F13D5D7","2015-03-16T04:00:00.000",,,"0",,"40.623369","-74.092727","39","5015225","5005930159","Grymes Hill-Clifton-Fox Hills","
,  
(40.62328915427844, -74.09291917216774)"
