"objectid","boroughcode","buildingnumber","streetname","pssite","plantingspaceonstreet","width","length","parkname","parkzone","crossstreet1","crossstreet2","communityboard","sanitationzone","zipcode","citycouncil","statesenate","stateassembly","congressional","physicalid","psstatus","geometry","globalid","createddate","updateddate","jurisdiction","overheadutilities","treeguard","latitude","longitude","census_tract","bin","bbl","nta","location"
"138058","Queens","65-077","PARSONS BOULEVARD","Street",,"0.00000000","0.00000000",,,,,"408",,"0","0","0","0","0",,"Empty","POINT (1036771.2666668892 207022.32833351195)","C78C9597-DCAF-4716-857A-3131603E48CF","2015-03-16T04:00:00.000","2020-03-11T14:54:43.000",,"0",,,,,,,,"
,  
(40.73474918244544, -73.81048564372007)"
"138059","Staten Island","87","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","61","11","0053926","Populated","POINT (959059.592916891 166521.89958351851)","958480A5-76A7-4574-8BB4-0ED17AB5E22F","2015-03-16T04:00:00.000",,,"0",,"40.623683","-74.090847","39","5015195","5005920340","Grymes Hill-Clifton-Fox Hills","
,  
(40.623704826912096, -74.09074416253533)"
"138060","Staten Island","93","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","DUNCAN ROAD","501",,"10301","49","23","63","13",,"Populated","POINT (958649.52375023067 166561.75312517583)","4DDF9526-C262-43BF-8262-31471F3E1817","2015-03-16T04:00:00.000","2019-09-10T14:31:10.000",,"0",,"40.623485","-74.091841","39","5015218","5005930090","Grymes Hill-Clifton-Fox Hills","
,  
(40.62381304100431, -74.09222151711326)"
"138061","Staten Island","121","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958504.2522919029 166424.72312518954)","D12FA245-4D3C-48E9-88D9-4D15BEC5D537","2015-03-16T04:00:00.000","2016-10-17T14:47:26.000",,"0",,"40.623385","-74.092731","39","5015220","5005930100","Grymes Hill-Clifton-Fox Hills","
,  
(40.62343650155251, -74.09274431069407)"
"138062","Staten Island","122","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958375.78020855784 166357.8827085197)","64B4E0D0-5C0A-46C3-B8C8-6B011BD1070A","2015-03-16T04:00:00.000","2016-10-17T14:43:11.000",,"0",,"40.623363","-74.092763","39","5015224","5005930155","Grymes Hill-Clifton-Fox Hills","
,  
(40.623252664410344, -74.0932068511466)"
"138063","Staten Island","132","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958318.75437523425 166324.47666685283)","A1E8F285-B8A4-482D-9121-B26A7FD4D325","2015-03-16T04:00:00.000",,,"0",,"40.623339","-74.092936","39","5015223","5005930140","Grymes Hill-Clifton-Fox Hills","
,  
(40.623160805131775, -74.09341214715212)"
"138422","Staten Island","34","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962911.80687522888 166808.51458351314)","2E5E7B9F-131F-4F9B-B528-6D42112F9A4B","2015-03-16T04:00:00.000","2016-10-12T19:50:49.000",,"0",,"40.624588","-74.076777","27","5013882","5005300017","Stapleton-Rosebank","
,  
(40.624501640640254, -74.07686812989651)"
"138423","Staten Island","48","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962770.74791689217 166753.61000017822)","AF862ACF-05FF-4E0C-995A-DDE773ABF373","2015-03-16T04:00:00.000","2016-10-12T19:54:14.000",,"0",,"40.624495","-74.077098","27","5108840","5005300007","Stapleton-Rosebank","
,  
(40.62435059823903, -74.07737610190178)"
"138424","Staten Island","51","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962727.30979189277 166781.03791685402)","2985E708-DD94-4DF4-8E07-7CA1CC16D198","2015-03-16T04:00:00.000","2016-10-17T19:33:55.000",,"0",,"40.624492","-74.077166","27","5013865","5005290057","Stapleton-Rosebank","
,  
(40.62442577667357, -74.07753266924617)"
"138425","Staten Island","63","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962606.8670835644 166733.9458335191)","75EBE66E-CD5E-4D05-8682-642A703C2F23","2015-03-16T04:00:00.000","2016-10-17T19:32:43.000",,"0",,"40.624415","-74.077433","27","5013870","5005290062","Stapleton-Rosebank","
,  
(40.624296225392804, -74.0779663970893)"
"138426","Staten Island","65","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962586.46770855784 166725.91625018418)","5A0E8348-B117-493C-ABFB-C014C9CAD2EE","2015-03-16T04:00:00.000","2016-10-17T19:29:41.000",,"0",,"40.624401","-74.077476","27","5013871","5005290063","Stapleton-Rosebank","
,  
(40.62427413601718, -74.07803985721192)"
"138427","Staten Island","85","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"TOMPKINS AVENUE","QUINN STREET","501",,"10304","49","23","61","11","0057197","Empty","POINT (962506.66291689873 166700.02229185402)","0CB142C3-12BD-44C8-AA76-B272C97BB788","2015-03-16T04:00:00.000","2019-11-15T18:25:18.000",,"0",,"40.624121","-74.078427","27","5013931","5005320018","Stapleton-Rosebank","
,  
(40.6242028670443, -74.07832725929552)"
"138428","Staten Island","91","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"TOMPKINS AVENUE","QUINN STREET","501",,"10304","49","23","61","11","0057197","Empty","POINT (962410.30875022709 166656.61937518418)","4CC6367C-3F04-4DC9-971A-AF10F5BC6A39","2015-03-16T04:00:00.000","2016-10-17T19:05:37.000",,"0",,"40.624074","-74.078585","27","5013933","5005320021","Stapleton-Rosebank","
,  
(40.62408349816456, -74.07867422077564)"
"138429","Staten Island","95","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"TOMPKINS AVENUE","QUINN STREET","501",,"10304","49","23","61","11","0057197","Populated","POINT (962365.603958562 166638.39020851254)","8807C991-C306-4113-B2E5-0897EB183DEF","2015-03-16T04:00:00.000","2016-10-17T19:00:17.000",,"0",,"40.624041","-74.078693","27","5013935","5005320023","Stapleton-Rosebank","
,  
(40.62403335261944, -74.07883520391414)"
"138430","Manhattan","1804","3 AVENUE","Street","3 AV","0.00000000","0.00000000",,,"EAST 101 STREET","EAST 100 STREET","111",,"10029","8","30","68","13","0003696","Empty","POINT (998861.5443752259 226321.59041684866)","CAE6C16D-4FA9-4177-975E-E113379BCE99","2015-03-16T04:00:00.000","2018-07-18T16:49:13.000",,"0",,"40.787852","-73.947403","166","1051804","1016280034","East Harlem South","
,  
(40.78786455999258, -73.9472346207867)"
"138431","Staten Island","714","BAY STREET","Street",,"0.00000000","0.00000000",,,"UNNAMED STREET","DOCK STREET","501",,"10304","49","23","61","11","0055644","Populated","POINT (963527.935208559 166861.00375019014)","62D1FC63-0FB2-4367-9777-4FE495EF3E8E","2015-03-16T04:00:00.000",,,"0",,"40.624716","-74.074559","27","5113099","5005280053","Stapleton-Rosebank","
,  
(40.62464717493809, -74.07464876807529)"
"138432","Staten Island","294","HOWARD AVENUE","Street",,"0.00000000","0.00000000",,,"GRETA PLACE","GRYMES HILL ROAD","501",,"10301","49","23","61","11","0049964","Populated","POINT (959655.52916689217 166199.69250018895)","554A8D7C-11A8-4F4C-8627-6A7D52A59FAB","2015-03-16T04:00:00.000",,,"0",,"40.622793","-74.088544","39","5015256","5005930355","Grymes Hill-Clifton-Fox Hills","
,  
(40.6228221107353, -74.08859623097243)"
"138433","Staten Island","215","HOWARD AVENUE","Street","4F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Empty","POINT (959654.67333355546 167111.72791685164)","F0A73B6F-8E61-480D-85B4-010A84E4BED3","2015-03-16T04:00:00.000","2021-07-06T14:50:04.000",,"0",,"40.625041","-74.088615","33","5095197","5006140024","Grymes Hill-Clifton-Fox Hills","
,  
(40.62532545337444, -74.08860263704047)"
"138434","Staten Island","232","HOWARD AVENUE","Street","2F","0.00000000","0.00000000",,,"ADA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0049966","Populated","POINT (959646.36354190111 166777.75375019014)","BE722A62-500E-410D-81B7-FF72E78B2D94","2015-03-16T04:00:00.000","2017-02-21T09:49:29.000",,"0",,"40.624492","-74.088575","39","5110572","5005920073","Grymes Hill-Clifton-Fox Hills","
,  
(40.62440874167174, -74.08863135504224)"
"138435","Staten Island","17","EDDY STREET","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","VICTORY BOULEVARD","501",,"10301","49","23","61","11","0053924","Empty","POINT (959045.599375233 167403.52270852029)","59783A9D-4919-4E8D-841E-C4FA06D90ECE","2015-03-16T04:00:00.000","2017-04-26T12:50:00.000",,"0",,"40.626296","-74.091142","33","5015139","5005890025","Grymes Hill-Clifton-Fox Hills","
,  
(40.62612465651893, -74.09079786379355)"
"138436","Staten Island","11","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (959019.389791891 167326.3262501806)","CDD7374E-948E-47D1-B140-6F330159FEA8","2015-03-16T04:00:00.000","2016-10-17T14:33:07.000",,"0",,"40.62567","-74.091181","39","5015169","5005910032","Grymes Hill-Clifton-Fox Hills","
,  
(40.62591269395132, -74.09089199416383)"
"138437","Staten Island","20","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958964.12041689456 167286.07479184866)","B51EB95F-DC94-4410-8B5E-89CA649EE742","2015-03-16T04:00:00.000","2016-10-17T15:27:38.000",,"0",,"40.625569","-74.0913","39","5015147","5005900060","Grymes Hill-Clifton-Fox Hills","
,  
(40.62580205462371, -74.09109094835479)"
"138438","Staten Island","15","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958957.32395856082 167216.51729184389)","1ED391F8-51EE-4DDC-BA59-BA6BD4BE825B","2015-03-16T04:00:00.000","2016-10-17T14:32:11.000",,"0",,"40.625618","-74.091228","39","5015168","5005910028","Grymes Hill-Clifton-Fox Hills","
,  
(40.62561111458184, -74.09111517155301)"
"138439","Brooklyn","8678","15 AVENUE","Street",,"0.00000000","0.00000000",,,"BENSON AVENUE","86 STREET","311",,"11228","43","22","47","11","0051241","Populated","POINT (981162.62125022709 161498.9866668433)","D2782DF4-3D74-465C-A8A3-F7DC16F689D8","2015-03-16T04:00:00.000","2022-02-02T17:38:18.000",,"0",,"40.609868","-74.011125","170","3166132","3063590068","Bath Beach","
,  
(40.60995324741491, -74.01111946457456)"
"138440","Staten Island","20","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958919.19812522829 167228.57416684926)","B8487A88-9D98-46CA-9020-A69004A2EF53","2015-03-16T04:00:00.000",,,"0",,"40.625569","-74.0913","39","5015147","5005900060","Grymes Hill-Clifton-Fox Hills","
,  
(40.62564409922429, -74.09125256246149)"
"138441","Staten Island","30","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958848.69083356857 167125.4458335191)","D39AE3FC-FFCC-4E0E-AB55-ADE7FBBB5DF4","2015-03-16T04:00:00.000","2016-10-14T13:10:09.000",,"0",,"40.625429","-74.091419","39","5015149","5005900066","Grymes Hill-Clifton-Fox Hills","
,  
(40.62536083185103, -74.09150617210749)"
"138442","Staten Island","56","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958710.57916688919 166913.34875018895)","F6649F43-627D-46E0-8DB8-3970F0F86265","2015-03-16T04:00:00.000","2016-10-17T14:28:09.000",,"0",,"40.625072","-74.091728","39","5015154","5005900079","Grymes Hill-Clifton-Fox Hills","
,  
(40.62477827305882, -74.0920029054166)"
"138443","Staten Island","61","BERTHA PLACE","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0098342","Populated","POINT (958701.030416891 166840.64916685224)","33DE3A6B-8CDC-4059-93BC-A9E849875403","2015-03-16T04:00:00.000","2016-10-17T14:28:43.000",,"0",,"40.624997","-74.091768","39","5015160","5005910001","Grymes Hill-Clifton-Fox Hills","
,  
(40.6245787005115, -74.09203702852875)"
"138444","Staten Island","73","EVERTON AVENUE","Street","1S","0.00000000","0.00000000",,,"EVERTON PLACE","SPERRY PLACE","503",,"10312","51","24","62","11","0085820","Populated","POINT (930218.03583356738 138993.09250018)","3E7026A3-B6C0-40E1-9BD3-7D89685526DA","2015-03-16T04:00:00.000","2018-08-17T13:47:39.000",,"0",,"40.547845","-74.194471","17010","5077723","5060160071","Arden Heights","
,  
(40.54801496335212, -74.19442062125545)"
"138445","Staten Island","8","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BEND","VICTORY BOULEVARD","501",,"10301","49","23","63","11","0070010","Populated","POINT (958270.52750022709 166721.23270851374)","6F961745-6FDA-4BD7-B974-E145E5637E0B","2015-03-16T04:00:00.000","2016-10-17T15:16:27.000",,"0",,"40.624233","-74.093687","39","5015198","5005930026","Grymes Hill-Clifton-Fox Hills","
,  
(40.62424967553988, -74.09358740170055)"
"138446","Staten Island","26","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","BEND","501",,"10301","49","23","63","11","0070010","Populated","POINT (958426.68250022829 166650.96645851433)","933332AA-D4FD-4450-AD3A-B70913DAB891","2015-03-16T04:00:00.000",,,"0",,"40.624107","-74.093027","39","5015202","5005930036","Grymes Hill-Clifton-Fox Hills","
,  
(40.62405726604971, -74.09302460685686)"
"138448","Staten Island","50","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Empty","POINT (958656.77041690052 166695.39062517881)","3E89D68F-D846-4342-BF29-13C2B6DFFA10","2015-03-16T04:00:00.000",,,"0",,"40.624256","-74.092058","39","5015207","5005930050","Grymes Hill-Clifton-Fox Hills","
,  
(40.62417986870397, -74.0921959188843)"
"138449","Staten Island","56","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Empty","POINT (958721.88312523067 166708.84104184806)","6F76565D-66AB-4C7F-871E-FE1E4F37F165","2015-03-16T04:00:00.000",,,"0",,"40.624278","-74.091893","39","5015208","5005930053","Grymes Hill-Clifton-Fox Hills","
,  
(40.62421697512518, -74.09196141078186)"
"138450","Staten Island","64","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Populated","POINT (958760.558541894 166715.77708351612)","218FF016-366A-4368-BA73-56F0AE0C30F0","2015-03-16T04:00:00.000",,,"0",,"40.624309","-74.091677","39","5015209","5005930055","Grymes Hill-Clifton-Fox Hills","
,  
(40.624236124457084, -74.09182211438657)"
"138451","Staten Island","64","THERESA PLACE","Street",,"0.00000000","0.00000000",,,"DUNCAN ROAD","BERTHA PLACE","501",,"10301","49","23","63","11","0070011","Populated","POINT (958752.24583356082 166751.89041684568)","22A20EF6-DA57-4D84-93DE-667A32B1F542","2015-03-16T04:00:00.000","2016-10-17T14:25:51.000",,"0",,"40.624309","-74.091677","39","5015209","5005930055","Grymes Hill-Clifton-Fox Hills","
,  
(40.6243352240195, -74.09185219613514)"
"138452","Staten Island","78","THERESA PLACE","Street",,"0.00000000","0.00000000",,,,,"501",,"10301","49","23","63","11","0070011","Populated","POINT (958916.50750023127 166752.27750018239)","64512DC4-2838-4274-8AFE-4242EDD160F4","2015-03-16T04:00:00.000","2018-11-23T16:16:09.000",,"0",,"40.624361","-74.091298","39","5015212","5005930064","Grymes Hill-Clifton-Fox Hills","
,  
(40.62433675772295, -74.0912604676742)"
"138453","Staten Island","34","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"THERESA PLACE","EDDY STREET","501",,"10301","49","23","61","11","0053928","Empty","POINT (959014.22208356857 167001.2012501806)","2BA218D8-DAAE-4307-8543-BED2DA448C3B","2015-03-16T04:00:00.000","2017-12-01T13:06:43.000",,"0",,"40.625006","-74.090791","39","5015170","5005910052","Grymes Hill-Clifton-Fox Hills","
,  
(40.62502027977947, -74.09090939502545)"
"138454","Staten Island","74","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (959022.17083355784 166603.51395851374)","F2050712-C976-4FD2-8DC5-35A0E778DDBD","2015-03-16T04:00:00.000",,,"0",,"40.623908","-74.090801","39","5015214","5005930070","Grymes Hill-Clifton-Fox Hills","
,  
(40.62392873468717, -74.09087927415446)"
"138455","Staten Island","88","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","63","11","0053926","Populated","POINT (959013.02187523246 166541.5708335191)","5203F53E-DC22-4D53-BB0F-B04F6362D5E0","2015-03-16T04:00:00.000","2016-10-17T15:31:52.000",,"0",,"40.623648","-74.090876","39","5015215","5005930075","Grymes Hill-Clifton-Fox Hills","
,  
(40.62375868780593, -74.09091200022554)"
"138456","Staten Island","75","DUNCAN ROAD","Street",,"0.00000000","0.00000000",,,"GRYMES HILL ROAD","BEND","501",,"10301","49","23","61","11","0053926","Populated","POINT (959067.18854188919 166552.69000017643)","DAC57B38-472F-426D-BC3F-4BD90FE2CD60","2015-03-16T04:00:00.000",,,"0",,"40.623906","-74.090779","39","5015177","5005920002","Grymes Hill-Clifton-Fox Hills","
,  
(40.62378936171195, -74.09071691547348)"
"138458","Queens","158-011","JEWEL AVENUE","Street","PARSONS BOULEVARD","0.00000000","0.00000000",,,"161 STREET","PARSONS BOULEVARD","408",,"11365","24","16","27","6",,"Populated","POINT (1036734.5418752283 206196.47458352149)","65D2A951-2294-4EFE-AC7A-291BF850579B","2015-03-16T04:00:00.000","2020-03-11T16:30:00.000",,"0",,"40.732291","-73.810097","122701","4438296","4067900022","Pomonok-Flushing Heights-Hillcrest","
,  
(40.73248264034539, -73.81062460100442)"
"138459","Staten Island","93","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","DUNCAN ROAD","501",,"10301","49","23","63","11","0085841","Populated","POINT (958665.69875022769 166482.25604185462)","9C469FD7-4763-489D-BFC8-5726F86949E1","2015-03-16T04:00:00.000","2016-05-20T13:09:48.000",,"0",,"40.623485","-74.091841","39","5015218","5005930090","Grymes Hill-Clifton-Fox Hills","
,  
(40.62359488499052, -74.0921629480701)"
"138460","Staten Island","93","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"BERTHA PLACE","DUNCAN ROAD","501",,"10301","49","23","63","11","0085841","Populated","POINT (958661.02541689575 166510.97187517583)","9368C89D-C636-4E5B-A99B-028C1E760553","2015-03-16T04:00:00.000","2016-10-17T15:33:01.000",,"0",,"40.623485","-74.091841","39","5015218","5005930090","Grymes Hill-Clifton-Fox Hills","
,  
(40.623673690404544, -74.09217989177489)"
"138461","Staten Island","107","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958620.77687522769 166474.00958351791)","894338B5-E8A4-40BB-9273-4D9B17B220D3","2015-03-16T04:00:00.000","2016-05-20T13:11:23.000",,"0",,"40.623424","-74.092489","39","5015219","5005930095","Grymes Hill-Clifton-Fox Hills","
,  
(40.62357212035839, -74.0923247397991)"
"138462","Staten Island","121","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958475.63625022769 166430.63458351791)","57A7CEA3-FF0F-4774-9CDD-7740F414FBF9","2015-03-16T04:00:00.000",,,"0",,"40.623385","-74.092731","39","5015220","5005930100","Grymes Hill-Clifton-Fox Hills","
,  
(40.623452644053664, -74.09284741720383)"
"138463","Staten Island","121","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958456.94333356619 166415.39145851135)","3977212F-57DE-437A-90E3-8309555A01A5","2015-03-16T04:00:00.000","2016-10-17T14:46:36.000",,"0",,"40.623385","-74.092731","39","5015220","5005930100","Grymes Hill-Clifton-Fox Hills","
,  
(40.62341075048414, -74.09291469671265)"
"138464","Staten Island","122","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958432.86750023067 166366.35166685283)","78858A79-C7E6-4434-871C-398D6BEB9695","2015-03-16T04:00:00.000",,,"0",,"40.623363","-74.092763","39","5015224","5005930155","Grymes Hill-Clifton-Fox Hills","
,  
(40.62327607646011, -74.09300123781118)"
"138465","Staten Island","122","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958413.27229189873 166362.21562518179)","0572D883-0E86-4CB3-BBB4-A156C8BD9CE8","2015-03-16T04:00:00.000",,,"0",,"40.623363","-74.092763","39","5015224","5005930155","Grymes Hill-Clifton-Fox Hills","
,  
(40.62326466677252, -74.09307180988431)"
"138466","Staten Island","132","GRYMES HILL ROAD","Street",,"0.00000000","0.00000000",,,"DEAD END","BERTHA PLACE","501",,"10301","49","23","63","11","0085840","Populated","POINT (958304.55479189754 166326.11479185522)","8E671AA3-B8E5-41CF-B249-C927C25CE691","2015-03-16T04:00:00.000",,,"0",,"40.623339","-74.092936","39","5015223","5005930140","Grymes Hill-Clifton-Fox Hills","
,  
(40.623165259866354, -74.09346330458008)"
"138467","Brooklyn","1559","49 STREET","Street",,"0.00000000","0.00000000",,,"16 AVENUE","15 AVENUE","312",,"11219","44","17","48","10","0042833","Populated","POINT (988085.936666891 169351.10437518358)","7172C558-AAA5-4035-A19C-76C87328E0AD","2015-03-16T04:00:00.000","2016-06-30T17:56:32.000",,"0",,"40.631623","-73.986464","234","3327495","3054470051","Borough Park","
,  
(40.63150538150849, -73.98618007700676)"
"138468","Bronx","761","TRINITY AVENUE","Street",,"0.00000000","0.00000000",,,"EAST  158 STREET","EAST  156 STREET","201",,"10456","17","32","79","15","0035959","Empty","POINT (1009821.6137502342 237735.43604184687)","06041913-1AAA-4D9E-B497-61DE753B7E52","2015-03-16T04:00:00.000",,,"0",,"40.819128","-73.907585","75","2097007","2026290132","Melrose South-Mott Haven North","
,  
(40.819167497695496, -73.90761204165436)"
"138469","Queens","60-012","69 AVENUE","Street",,"0.00000000","0.00000000",,,"60 LANE","60 STREET","405",,"11385","30","15","37","6","0101593","Populated","POINT (1012334.3918752223 195152.88375018537)","F47E38DA-DB57-4F47-9025-456F2336447F","2015-03-16T04:00:00.000","2016-10-24T17:36:45.000",,"0",,"40.702367","-73.898601","583","4084377","4035160006","Ridgewood","
,  
(40.702281784966004, -73.89871149913677)"
"138470","Queens","84-27","DORAN AVENUE","Street",,"0.00000000","0.00000000",,,"88 STREET","84 STREET","405",,"11385","30","15","28","6","0070065","Populated","POINT (1021873.4708335698 197821.07437518239)","DF0041AC-F606-46EB-8587-BFBC2630EDC0","2015-03-16T04:00:00.000","2017-10-10T13:05:55.000",,"0",,"40.70928","-73.864782","637","4092481","4038090103","Glendale","
,  
(40.709569914037786, -73.86429322342092)"
"138471","Queens","29-21","BELL BOULEVARD","Street",,"0.00000000","0.00000000",,,"32 AVENUE","29 AVENUE","411",,"11360","19","11","26","6","0022265","Populated","POINT (1046591.694583565 221604.19270852208)","EA812E96-76E2-46E4-96DC-5230A1DF2663","2015-03-16T04:00:00.000","2020-01-24T18:49:59.000",,"0",,"40.774747","-73.775051","1093","4134679","4060540021","Bayside-Bayside Hills","
,  
(40.77470879332808, -73.77491518824063)"
"138472","Brooklyn","646","PARK PLACE","Street",,"0.00000000","0.00000000",,,"BEDFORD AVENUE","FRANKLIN AVENUE","308",,"11216","35","20","57","9","0060183","Populated","POINT (996344.68395856023 184851.53166684508)","4CFA723B-1334-4148-BC24-7516D137A3F5","2015-03-16T04:00:00.000","2019-06-10T14:03:18.000",,"0",,"40.674064","-73.956206","219","3031402","3012380014","Crown Heights North","
,  
(40.67404324330505, -73.95639807708068)"
"138822","Staten Island","38","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962884.46312522888 166797.88083352149)","972F18E4-F461-486D-94F9-E9C9AA04BA2C","2015-03-16T04:00:00.000","2016-10-12T19:51:13.000",,"0",,"40.624564","-74.076868","27","5013881","5005300015","Stapleton-Rosebank","
,  
(40.624472387332695, -74.07696659857353)"
"138823","Staten Island","33","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962887.14854189754 166856.14854185283)","123144C0-A3B3-4FCF-B52A-5BA902F05A08","2015-03-16T04:00:00.000",,,"0",,"40.62461","-74.076767","27","5013858","5005290050","Stapleton-Rosebank","
,  
(40.62463232640065, -74.07695710911621)"
"138824","Staten Island","43","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962801.52854189277 166808.81562517583)","47421A1F-203A-4D54-BD99-149C29CBD11B","2015-03-16T04:00:00.000","2016-10-17T19:36:09.000",,"0",,"40.624544","-74.07699","27","5013862","5005290054","Stapleton-Rosebank","
,  
(40.624502200633216, -74.07726539433347)"
"138825","Staten Island","50","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"QUINN STREET","BROWNELL STREET","501",,"10304","49","23","61","11","0057196","Populated","POINT (962751.21666689217 166746.66562518477)","3EDD9242-1615-4423-92DB-E91673BDB406","2015-03-16T04:00:00.000","2016-10-12T19:56:17.000",,"0",,"40.624484","-74.077141","27","5108839","5005300007","Stapleton-Rosebank","
,  
(40.624331490015955, -74.0774464384356)"
"138826","Staten Island","89","TOMPKINS STREET","Street",,"0.00000000","0.00000000",,,"TOMPKINS AVENUE","QUINN STREET","501",,"10304","49","23","61","11","0057197","Empty","POINT (962451.38437522948 166636.66270852089)","4C0F1AA7-2984-487A-9CFC-1FDADD2195AA","2015-03-16T04:00:00.000","2016-10-12T16:43:26.000",,"0",,"40.624088","-74.078531","27","5013932","5005320020","Stapleton-Rosebank","
,  
(40.624028822478344, -74.07852618761403)"
"138827","Staten Island","692","BAY STREET","Street",,"0.00000000","0.00000000",,,"UNNAMED STREET","DOCK STREET","501",,"10304","49","23","61","11","0055644","Populated","POINT (963462.35812522471 167039.003541857)","08323020-BBC3-4AA6-9D6E-27A12C094C09","2015-03-16T04:00:00.000","2016-10-12T19:31:53.000",,"0",,"40.625108","-74.074782","27","5013823","5005280042","Stapleton-Rosebank","
,  
(40.62513559325216, -74.07488554975725)"
