"manhattan_cooperatives_comparable_properties_boro_block_lot","manhattan_cooperatives_comparable_properties_address","borough","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta","manhattan_cooperatives_comparable_properties_neighborhood","manhattan_cooperatives_comparable_properties_building_classification","manhattan_cooperatives_comparable_properties_total_units","manhattan_cooperatives_comparable_properties_year_built","manhattan_cooperatives_comparable_properties_gross_sqft","manhattan_cooperatives_comparable_properties_est_gross_income","manhattan_cooperatives_comparable_properties_gross_income_per_sqft","manhattan_cooperatives_comparable_properties_full_market_value","manhattan_cooperatives_comparable_properties_market_value_per_sqft","comparable_rental_1_boro_block_lot","comparable_rental_1_address","comparable_rental_1_neighborhood","comparable_rental_1_building_classification","comparable_rental_1_total_units","comparable_rental_1_year_built","comparable_rental_1_gross_sqft","comparable_rental_1_est_gross_income","comparable_rental_1_gross_income_per_sqft","comparable_rental_1_full_market_value","comparable_rental_1_market_value_per_sqft","comparable_rental_1_dist_from_coop_in_miles","comparable_rental_2_boro_block_lot","comparable_rental_2_address","comparable_rental_2_neighborhood","comparable_rental_2_building_classification","comparable_rental_2_total_units","comparable_rental_2_year_built","comparable_rental_2_gross_sqft","comparable_rental_2_est_gross_income","comparable_rental_2_gross_income_per_sqft","comparable_rental_2_full_market_value","comparable_rental_2_market_value_per_sqft","comparable_rental_2_dist_from_coop_in_miles"
"1-01323-0036","230 50 STREET
New York, NY 
(40.648655911773, -74.016259621121)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","43","1927","53694","1932984","36","9000000","168","1-01253-0035","310 95 STREET
New York, NY 
(40.617057645564, -74.033321331102)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","45","1925","37674","1466490","38.9","7200000","191","2.75","1-01210-0012","147 79 STREET
New York, NY 
(40.629612150649, -74.033321842043)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","61","1926","76193","2581011","33.9","12000000","157","1.95"
"1-01294-0033","480 PARK AVENUE
New York, NY 
(40.762528939566, -73.970223633118)","1","10022","40.762485","-73.970125","5","4","11202","1036083","1012940033","Midtown-Midtown South                                                      ","MIDTOWN CBD","D4-ELEVATOR","142","1929","375239","12382887","33","57700000","154","1-01302-0033","760 3 AVENUE
New York, NY 
(40.754255176897, -73.971905365313)","MIDTOWN CBD","D7-ELEVATOR","310","1929","297703","10353518","34.8","48200000","162","0.6","1-01336-0040","310 44 STREET
New York, NY 
(40.650784354714, -74.010724413262)","MIDTOWN EAST","D9-ELEVATOR","328","1929","206598","7527089","36.4","35100000","170","0.85"
"1-01210-0037","102 80 STREET
New York, NY 
(40.629332932717, -74.035751870824)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","65","1901","40916","1063816","26","4410000","108","1-01154-0202","236 64 STREET
New York, NY 
(40.640312685422, -74.023721247359)","UPPER WEST SIDE (59-79)","D1-ELEVATOR","63","1911","42102","1085574","25.8","4500000","107","0.9","1-01162-0141","220 71 STREET
New York, NY 
(40.634686325938, -74.028835016985)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","37","1920","38463","846153","22","3500000","91","0.5"
"1-01487-0039","520 76 STREET
New York, NY 
(40.628357133773, -74.022461609041)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","102","1964","81000","2673000","33","12500000","154","1-01431-0016","231 76 STREET
New York, NY 
(40.631221459132, -74.029897000109)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","90","1938","82065","1892995","23.07","7840000","96","0.45",,,,,,,,,,,,
"1-01562-0010","415 82 STREET
New York, NY 
(40.625553407463, -74.026705109074)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","16","1910","8020","232580","29","1080000","135","1-01562-0013","421 82 STREET
New York, NY 
(40.625471913887, -74.026567588665)","UPPER EAST SIDE (79-96)","C1-WALK-UP","21","1910","8020","258186","32.2","1200000","150","0","1-01582-0104","509 85 STREET
New York, NY 
(40.6220414787, -74.025420947304)","UPPER EAST SIDE (79-96)","C1-WALK-UP","15","1920","8180","213854","26.1","886000","108","0.2"
"1-01043-0002","786 9 AVENUE
New York, NY 
(40.764930129385, -73.987877324553)","1","10019","40.764937","-73.987874","4","3","133","1025233","1010430002","Clinton                                                                    ","MIDTOWN WEST","C6-WALK-UP","15","1920","9336","429456","46","910000","97","1-01039-0063","712 9 AVENUE
New York, NY 
(40.762672831091, -73.989532077087)","MIDTOWN WEST","C7-WALK-UP","20","1920","9805","505623","52","2480000","253","0.2",,,,,,,,,,,,
"1-01391-0054","987 MADISON AVENUE
New York, NY 
(40.774804685266, -73.96322690773)","1","10075","40.774791","-73.963227","8","4","130","1041804","1013910054","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","46","1930","142110","4753579","33.4","22100000","156","1-01511-0033","1450 3 AVENUE
New York, NY 
(40.776576349664, -73.955609650142)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","94","1961","147534","3908339","26.5","16200000","110","0.35",,,,,,,,,,,,
"1-01207-0034","336 CENTRAL PARK
New York, NY 
(40.790241503809, -73.965787457505)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","97","1929","202485","4657155","23","19300000","95","1-01186-0083","393 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","114","1927","134183","2573018","19.18","9620000","72","0.9","1-01200-0015","27 86 STREET
New York, NY 
(40.625478610078, -74.039434266715)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","64","1926","126045","3285925","26.1","13600000","108","0.35"
"1-01427-0030","230 73 STREET
New York, NY 
(40.633233418579, -74.029044232643)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","92","1937","89281","2946273","33","13700000","153","1-01490-0122","555 78 STREET
New York, NY 
(40.626474707903, -74.022244986526)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","87","1940","75854","2827503","37.3","13200000","174","0.5","1-01431-0016","231 76 STREET
New York, NY 
(40.631221459132, -74.029897000109)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","90","1938","82065","1892995","23.07","7840000","96","0.2"
"1-01121-0029","80 CENTRAL PARK
New York, NY 
(40.765384404457, -73.975585542566)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (59-79)","D4-ELEVATOR","175","1968","201052","6835768","34","31800000","158","1-01272-0001","1380 AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","MIDTOWN WEST","D6-ELEVATOR","252","1963","303642","12588334","41.5","61800000","204","0.8","1-01309-0050","136 55 STREET
New York, NY 
(40.646696794034, -74.020555585681)","MIDTOWN CBD","D6-ELEVATOR","200","1957","204269","7495751","36.7","34900000","171","1.15"
"1-01963-0025","414 121 STREET
New York, NY 
(40.793445882859, -73.846517551788)","1",,,,,,,,,,"MORNINGSIDE HEIGHTS","D4-ELEVATOR","55","1912","50220","1054117","20.99","4360000","87","1-01962-0044","421 119 STREET
New York, NY 
(40.808229046887, -73.958305036706)","MORNINGSIDE HEIGHTS","D9-ELEVATOR","80","1920","56423","1184589","20.99","4910000","87","0.05","1-01994-0081","549 RIVERSIDE DRIVE
New York, NY 
(40.815606925736, -73.960717799268)","MORNINGSIDE HEIGHTS","D7-ELEVATOR","61","1925","50886","872344","17.14","3260000","64","0.35"
"1-01447-0009","315 72 STREET
New York, NY 
(40.633430464422, -74.026483515755)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","219","1958","276481","8570911","31","39900000","144","1-01455-0013","421 60 STREET
New York, NY 
(40.640533833379, -74.017849976499)","UPPER EAST SIDE (59-79)","D8-ELEVATOR","234","2001","307000","12764673","41.6","62700000","204","0.6","1-01417-0028","1191 2 AVENUE
New York, NY 
(40.762924641259, -73.962633355191)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","191","1964","207284","5897593","28.5","24400000","118","0.5"
"1-01549-0018","345 86 STREET
New York, NY 
(40.623254050183, -74.030031583812)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","D4-ELEVATOR","122","1971","154185","4933920","32","23000000","149","1-01584-0001","1658 YORK AVENUE
New York, NY 
(40.776873125934, -73.946436565443)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","180","1963","202322","7435550","36.8","34600000","171","0.3","1-01516-0013","1290 LEXINGTON AVENUE
New York, NY 
(40.780344508967, -73.95493515862)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","123","1962","151184","4670380","30.9","21800000","144","0.35"
"1-00520-0029","185 HOUSTON STREET
New York, NY 
(40.722616696334, -73.98795849975)","1",,,,,,,,,,"SOHO","D4-ELEVATOR","63","1962","47100","1695600","36","7900000","168","1-00506-0016","30 CHARLTON STREET
New York, NY 
(40.727057891887, -74.004897077844)","SOHO","D1-ELEVATOR","86","1920","44256","1604052","36.2","7470000","169","0.1","1-00504-0031","112 SULLIVAN STREET
New York, NY 
(40.725890560093, -74.00282405668)","SOHO","D1-ELEVATOR","60","1920","38880","1182870","30.4","5510000","142","0.15"
"1-00608-0074","169 12 STREET
New York, NY 
(40.669482381414, -73.992098242538)","1",,,,,,,,,,"GREENWICH VILLAGE-WEST","D4-ELEVATOR","25","1922","31750","1060000","33.4","4940000","156","1-00585-0001","464 HUDSON STREET
New York, NY 
(40.73193400413, -74.006565236322)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","137","1900","97290","3471000","35.7","16200000","167","0.5","1-00590-0016","22 JONES STREET
New York, NY 
(40.731969977011, -74.002662178715)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","38","1940","28656","1494000","52","7330000","256","0.4"
"1-01451-0041","328 77 STREET
New York, NY 
(40.62979765841, -74.02757589908)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","C6-WALK-UP","16","1910","7585","333740","44","1640000","216","1-01472-0043","410 78 STREET
New York, NY 
(40.628483279057, -74.025655286843)","UPPER EAST SIDE (59-79)","C5-WALK-UP","18","1910","7505","433486","58","2130000","284","0.15","1-01450-0017","329 75 STREET
New York, NY 
(40.631299508976, -74.026966475511)","UPPER EAST SIDE (59-79)","C4-WALK-UP","16","1910","7612","265576","34.9","1240000","163","0.05"
"1-00416-0022","167 ALLEN STREET
New York, NY 
(40.721250058422, -73.989469124545)","1","10002","40.721199","-73.989365","3","1","3601","1076868","1004160022","Chinatown                                                                  ","LOWER EAST SIDE","C6-WALK-UP","16","1900","9000","302850","33.7","642000","71","1-00350-0028","23 CLINTON STREET
New York, NY 
(40.72060254656, -73.984280036436)","LOWER EAST SIDE","C7-WALK-UP","18","1920","8675","300000","34.6","1400000","161","0.3","1-00206-0022","115 MULBERRY STREET
New York, NY 
(40.717616797423, -73.998255500771)","CHINATOWN","C7-WALK-UP","19","1910","8422","275000","32.7","1280000","152","0.5"
"1-02115-0040","501 156 STREET
New York, NY 
(40.832302888152, -73.94256225023)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","35","1930","30134","421876","14","894000","29.7","1-02127-0046","2228 AMSTERDAM AVENUE
New York, NY 
(40.841444447638, -73.935770606175)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","36","1910","22956","331273","14.43","1120000","48.8","0.7","1-02128-0051","2236 AMSTERDAM AVENUE
New York, NY 
(40.841858135771, -73.935473829906)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","38","1909","32092","425000","13.24","1320000","41.1","0.75"
"1-02139-0316","720 173 STREET
New York, NY 
(40.845546414146, -73.940995358196)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","48","1922","40720","488640","12","1370000","33.6","1-02139-0196","707 171 STREET
New York, NY 
(40.844116342508, -73.941236040987)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","42","1926","34338","414334","12.07","1160000","33.8","0.05","1-02139-0343","285 FT WASHINGTON AVENUE
New York, NY 
(40.845014756094, -73.940662918015)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","62","1920","37170","458967","12.35","1290000","34.7","0"
"1-00573-0062","35 9 STREET
New York, NY 
(40.572459401141, -74.115525877934)","1",,,,,,,,,,"GREENWICH VILLAGE-CENTRAL","D4-ELEVATOR","36","1926","41412","1370000","33.1","6380000","154","1-00585-0001","464 HUDSON STREET
New York, NY 
(40.73193400413, -74.006565236322)","GREENWICH VILLAGE-WEST","D7-ELEVATOR","137","1900","97290","3471000","35.7","16200000","167","0.45","1-00548-0001","1 UNIVERSITY PLACE
New York, NY 
(40.730881797355, -73.995413643159)","GREENWICH VILLAGE-CENTRAL","D6-ELEVATOR","272","1930","218985","7882000","36","36700000","168","0.25"
"1-00467-0022","226 12 STREET
New York, NY 
(40.6682923387, -73.989769115685)","1",,,,,,,,,,"EAST VILLAGE","D4-ELEVATOR","84","1928","56845","2117476","37.2","9860000","173","1-00469-0030","223 2 AVENUE
New York, NY 
(40.732140848196, -73.985125399143)","EAST VILLAGE","D9-ELEVATOR","75","1925","63158","2489000","39.4","12200000","193","0.1",,,,,,,,,,,,
"1-01217-0054","160 87 STREET
New York, NY 
(40.623441661941, -74.034478935443)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","40","1914","59408","1663424","28","6890000","116","1-01252-0001","200 RIVERSIDE DRIVE
New York, NY 
(40.793438637714, -73.976491907662)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","59","1906","63794","1880141","29.5","8760000","137","0.45","1-01200-0005","51 86 STREET
New York, NY 
(40.625222163224, -74.038357910149)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","83","1927","70144","2064827","29.4","9620000","137","0.15"
"1-01603-0014","17 97 STREET
New York, NY 
(40.615307641998, -74.037428772049)","1",,,,,,,,,,"UPPER EAST SIDE (96-110)","D4-ELEVATOR","34","1904","46014","1426434","31","6640000","144","1-01602-0033","1240 PARK AVENUE
New York, NY 
(40.786837614018, -73.952515982361)","UPPER EAST SIDE (96-110)","D7-ELEVATOR","39","1920","47822","1631163","34.1","7600000","159","0.1","1-01602-0050","1391 MADISON AVENUE
New York, NY 
(40.787673983506, -73.953846978964)","UPPER EAST SIDE (96-110)","D7-ELEVATOR","48","1920","44184","1156342","26.2","4790000","108","0.1"
"1-00528-0035","40 DOWNING STREET
New York, NY 
(40.72919107194, -74.004119080402)","1","10014","40.729204","-74.004092","2","3","67","1066791","1005280035","West Village                                                               ","GREENWICH VILLAGE-WEST","C6-WALK-UP","20","1900","36850","1252900","34","2660000","72","1-00528-0065","72 CARMINE STREET
New York, NY 
(40.729640732955, -74.004613707518)","GREENWICH VILLAGE-WEST","C1-WALK-UP","16","1910","6954","254424","36.6","1190000","171","0.03","1-00528-0091","65 DOWNING STREET
New York, NY 
(40.728975234653, -74.004838538026)","GREENWICH VILLAGE-WEST","C5-WALK-UP","23","1910","11460","445249","38.9","2190000","191","0.03"
"1-02162-0052","145 WADSWORTH AVENUE
New York, NY 
(40.849475393359, -73.935240006178)","1","10033","40.849427","-73.935252","12","10","271","1063908","1021620052","Washington Heights North                                                   ","WASHINGTON HEIGHTS UPPER","C6-WALK-UP","15","1907","13035","182490","14","387000","29.7","1-02174-0086","114 NAGLE AVENUE
New York, NY 
(40.860824837369, -73.926849331645)","WASHINGTON HEIGHTS UPPER","C7-WALK-UP","27","1914","15960","218360","13.68","680000","42.6","0.95","1-02139-0164","79 HAVEN AVENUE
New York, NY 
(40.844160400166, -73.942596460378)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","26","1920","19180","278210","14.51","866000","45.2","0.55"
"1-01062-0026","411 52 STREET
New York, NY 
(40.64516637667, -74.013386941768)","1",,,,,,,,,,"CLINTON","C6-WALK-UP","20","1901","7500","232500","31","1080000","144","1-01053-0012","447 43 STREET
New York, NY 
(40.649745745118, -74.007375750848)","CLINTON","C1-WALK-UP","20","1920","9855","406485","41.2","2000000","203","0.45","1-01056-0012","449 46 STREET
New York, NY 
(40.648043321837, -74.009081727805)","CLINTON","C4-WALK-UP","18","1910","7300","240600","33","1120000","153","0.3"
"1-01200-0031","261 CENTRAL PARK
New York, NY 
(40.767542060096, -73.980571312796)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","UPPER WEST SIDE (79-96)","D4-ELEVATOR","91","1927","238548","6679344","28","27700000","116","1-01170-0012","2200 BROADWAY
New York, NY 
(40.783411197087, -73.980152148321)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","117","1905","202586","6619892","32.7","30800000","152","0.5","1-01164-0005","253 72 STREET
New York, NY 
(40.633839715308, -74.028206090454)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","265","1926","218851","6112988","27.9","25300000","116","0.8"
"1-02110-0076","438 164 STREET
New York, NY 
(40.836742549305, -73.937759604506)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","20","1920","19270","260145","13.5","552000","28.6","1-02108-0027","535 EDGECOMBE AVENUE
New York, NY 
(40.833062766324, -73.939421853614)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1925","17545","245944","14.02","766000","43.7","0.25","1-02118-0042","2002 AMSTERDAM AVENUE
New York, NY 
(40.834249871403, -73.941022646826)","WASHINGTON HEIGHTS LOWER","C7-WALK-UP","23","1910","19208","259595","13.51","808000","42.1","0.25"
"1-02119-0062","539 160 STREET
New York, NY 
(40.835431611986, -73.942222021503)","1",,,,,,,,,,"WASHINGTON HEIGHTS LOWER","C6-WALK-UP","20","1910","15175","227625","15","483000","31.8","1-02110-0073","446 164 STREET
New York, NY 
(40.836810851858, -73.937922222737)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","20","1906","14625","225661","15.43","763000","52","0.2","1-02119-0054","523 160 STREET
New York, NY 
(40.835308811931, -73.941923030064)","WASHINGTON HEIGHTS LOWER","C1-WALK-UP","21","1910","15370","228557","14.87","773000","50","0"
"1-01836-0036","410 CENTRAL PARK
New York, NY 
(40.79470085387, -73.962530074975)","1","10000","40.782295","-73.965126","64","6","143","1000000","1011110001","park-cemetery-etc-Manhattan                                                ","MANHATTAN VALLEY","D4-ELEVATOR","99","1929","100530","1939223","19.29","7250000","72","1-01839-0029","431 CENTRAL PARK
New York, NY 
(40.796251200206, -73.9613929558)","MANHATTAN VALLEY","D3-ELEVATOR","124","1930","115776","1822819","15.74","6160000","53","0.15","1-01843-0020","152 MANHATTAN AVENUE
New York, NY 
(40.799643959716, -73.960744778929)","MANHATTAN VALLEY","D3-ELEVATOR","81","1900","75164","1715657","22.83","3640000","48.4","0.35"
"1-01399-0013","844 LEXINGTON AVENUE
New York, NY 
(40.765559654805, -73.965745009412)","1","10065","40.765457","-73.965842","8","4","120","1042355","1013990013","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (59-79)","D4-ELEVATOR","28","1927","83036","2736866","33","12700000","153","1-01531-0035","228 86 STREET
New York, NY 
(40.623891527058, -74.032986803275)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","111","1986","81100","3323455","41","16300000","201","1.1","1-01517-0050","1329 LEXINGTON AVENUE
New York, NY 
(40.781207858115, -73.95431462642)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","98","1929","80351","3305454","41.1","16200000","202","1.2"
"1-01491-0037","908 PARK AVENUE
New York, NY 
(40.776216620852, -73.960223172152)","1","10075","40.776063","-73.960212","8","4","142","1046443","1014910037","Upper East Side-Carnegie Hill                                              ","UPPER EAST SIDE (79-96)","D4-ELEVATOR","25","1925","70322","2246084","31.9","10500000","149","1-01409-0021","1033 LEXINGTON AVENUE
New York, NY 
(40.771908868332, -73.961122494181)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","35","1923","71189","2240974","31.5","10400000","146","0.3","1-01530-0019","245 84 STREET
New York, NY 
(40.786972274391, -73.977307938787)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","83","1986","69000","2309430","33.5","10800000","157","0.4"
"1-00393-0051","367 10 STREET
New York, NY 
(40.668687169574, -73.986960215192)","1",,,,,,,,,,"ALPHABET CITY","C6-WALK-UP","16","1900","10728","278928","26","591000","55","1-00398-0032","30 AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","ALPHABET CITY","C7-WALK-UP","18","1900","8700","258000","29.7","1200000","138","0.4","1-00405-0015","514 12 STREET
New York, NY 
(40.663489494399, -73.979843312045)","ALPHABET CITY","C4-WALK-UP","20","1920","9730","254000","26.1","1050000","108","0.15"
"1-01394-0007","118 60 STREET
New York, NY 
(40.642926634963, -74.02193348898)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","239","1963","325173","10080363","31","47000000","145","1-01422-0021","1283 2 AVENUE
New York, NY 
(40.765919383617, -73.960439009439)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","176","1973","348130","11902047","34.2","55400000","159","0.45",,,,,,,,,,,,
"1-01350-0011","317 57 STREET
New York, NY 
(40.643489361493, -74.018158700609)","1",,,,,,,,,,"MIDTOWN EAST","D4-ELEVATOR","62","1929","92593","2870383","31","13400000","145","1-01490-0122","555 78 STREET
New York, NY 
(40.626474707903, -74.022244986526)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","87","1940","75854","2827503","37.3","13200000","174","1.1","1-01431-0016","231 76 STREET
New York, NY 
(40.631221459132, -74.029897000109)","UPPER EAST SIDE (59-79)","D3-ELEVATOR","90","1938","82065","1892995","23.07","7840000","96","0.95"
"1-01236-0003","584 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","67","1922","64865","1816220","28","7520000","116","1-01210-0012","147 79 STREET
New York, NY 
(40.629612150649, -74.033321842043)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","61","1926","76193","2581011","33.9","12000000","157","0.5","1-01216-0048","140 86 STREET
New York, NY 
(40.624315962641, -74.034755704441)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","47","1925","66614","1592813","23.91","6600000","99","0.25"
"1-01603-0060","16 98 STREET
New York, NY 
(40.614731911507, -74.036623202386)","1",,,,,,,,,,"UPPER EAST SIDE (96-110)","D4-ELEVATOR","53","1925","52000","1768000","34","8240000","158","1-01518-0009","115 89 STREET
New York, NY 
(40.622523196482, -74.036716247475)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","45","1924","52848","1801660","34.1","8390000","159","0.45","1-01509-0006","107 80 STREET
New York, NY 
(40.629333012145, -74.035511629588)","UPPER EAST SIDE (79-96)","D3-ELEVATOR","33","1925","52272","2328852","44.6","11400000","218","0.9"
"1-01387-0021","31 72 STREET
New York, NY 
(40.635673460552, -74.035902058731)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","34","1917","61437","2592641","42.2","12700000","207","1-01509-0020","151 80 STREET
New York, NY 
(40.62892422247, -74.033804332886)","UPPER EAST SIDE (79-96)","D6-ELEVATOR","52","1922","57666","3786579","66","18600000","323","0.45","1-01448-0001","1404 2 AVENUE
New York, NY 
(40.769606603937, -73.957750036571)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","66","1966","56980","1633157","28.7","6760000","119","0.45"
"1-01185-0019","325 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (59-79)","D4-ELEVATOR","54","1916","160203","5767308","36","26900000","168","1-01158-0033","212 AMSTERDAM AVENUE
New York, NY 
(40.777026010679, -73.982796155087)","UPPER WEST SIDE (59-79)","D6-ELEVATOR","233","1926","160049","6399443","40","31400000","196","0.4","1-01200-0019","21 86 STREET
New York, NY 
(40.62554597167, -74.039711864195)","UPPER WEST SIDE (79-96)","D7-ELEVATOR","157","1927","141498","4756889","33.6","22200000","157","0.75"
"1-01250-0094","607 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","1",,,,,,,,,,"UPPER WEST SIDE (79-96)","D4-ELEVATOR","31","1925","73987","1849675","25","7660000","104","1-01143-0015","145 71 STREET
New York, NY 
(40.635279683424, -74.031101468547)","UPPER WEST SIDE (59-79)","D3-ELEVATOR","68","1923","75144","1946274","25.9","8060000","107","0.95","1-01252-0001","200 RIVERSIDE DRIVE
New York, NY 
(40.793438637714, -73.976491907662)","UPPER WEST SIDE (79-96)","D3-ELEVATOR","59","1906","63794","1880141","29.5","8760000","137","0.15"
"1-01054-0002","463 44 STREET
New York, NY 
(40.648988936086, -74.007624900655)","1",,,,,,,,,,"CLINTON","D4-ELEVATOR","43","1940","17484","507036","29","2360000","135","1-01054-0036","637 9 AVENUE
New York, NY 
(40.760217681951, -73.991321727925)","CLINTON","D9-ELEVATOR","52","1940","21840","789979","36.2","3680000","168","0",,,,,,,,,,,,
"1-01393-0043","66 79 STREET
New York, NY 
(40.630403870955, -74.036138455808)","1",,,,,,,,,,"UPPER EAST SIDE (59-79)","D4-ELEVATOR","21","1926","55760","2353072","42.2","11600000","208","1-01448-0001","1404 2 AVENUE
New York, NY 
(40.769606603937, -73.957750036571)","UPPER EAST SIDE (59-79)","D6-ELEVATOR","66","1966","56980","1633157","28.7","6760000","119","0.5","1-01531-0028","244 86 STREET
New York, NY 
(40.623785539247, -74.032539487879)","UPPER EAST SIDE (79-96)","D7-ELEVATOR","40","1920","54763","2285177","41.7","11200000","205","0.5"
"1-01535-0012","217 89 STREET
New York, NY 
(40.621936712779, -74.034162045557)","1",,,,,,,,,,"UPPER EAST SIDE (79-96)","C6-WALK-UP","20","1920","8589","352149","41","1730000","201","1-01444-0007","309 69 STREET
New York, NY 
(40.635659345034, -74.025741102113)","UPPER EAST SIDE (59-79)","C4-WALK-UP","18","1910","8560","306507","35.8","1430000","167","1.05","1-01468-0034","484 74 STREET
New York, NY 
(40.630383565462, -74.022512187576)","UPPER EAST SIDE (59-79)","C4-WALK-UP","20","1910","8395","396930","47.3","1950000","232","0.85"
"1-01882-0008","535 CATHEDRAL PARKWAY
New York, NY 
(40.803417539063, -73.96481883597)","1","10025","40.803754","-73.965696","9","7","199","1056904","1018820008","Morningside Heights                                                        ","UPPER WEST SIDE (96-116)","D4-ELEVATOR","140","1923","150429","2933365","19.5","11000000","73","1-01874-0052","2689 BROADWAY
New York, NY 
(40.798942488533, -73.968784717871)","UPPER WEST SIDE (96-116)","D9-ELEVATOR","140","1910","168140","2889345","17.18","10800000","64","0.4","1-01876-0001","900 END AVENUE
New York, NY 
(40.756053999992, -73.986951000288)","UPPER WEST SIDE (96-116)","D3-ELEVATOR","128","1927","172176","3551321","20.63","13300000","77","0.3"
"1-02177-0028","5 PINEHURST AVENUE
New York, NY 
(40.848728956075, -73.94019527056)","1","10033","40.848425","-73.940292","12","10","265","1079967","1021770028","Washington Heights South                                                   ","WASHINGTON HEIGHTS UPPER","C6-WALK-UP","38","1950","47550","546825","11.5","1540000","32.4","1-02167-0063","258 WADSWORTH AVENUE
New York, NY 
(40.852937783172, -73.932703918055)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","49","1923","43575","500730","11.49","1410000","32.4","0.5","1-02174-0115","87 ELLWOOD STREET
New York, NY 
(40.861337450926, -73.929124616379)","WASHINGTON HEIGHTS UPPER","C1-WALK-UP","51","1929","41045","481403","11.73","1350000","32.9","1.1"
