"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"55","EAST 74 STREET","Manhattan","1389","33","1041657",,"true","994416.423400878","220802.565002441","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10021","40.772856","-73.963871","8","4","130","1013890033","Upper East Side-Carnegie Hill                                              "
"1269","LEXINGTON AVENUE","Manhattan","1514","7502","1088463",,"true","996469.682434082","223037.434387207","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10028","40.779092","-73.95587","8","5","14801","1015147502","Upper East Side-Carnegie Hill                                              "
"2143","FREDERICK DOUGLASS BOULEVARD","Manhattan","1848","7503",,,"false","996549.0","232254.0","Successfully geocoded","Application","New/Permanent","2013-11-22T00:00:00.000","2013-11-22T00:00:00.000","10026","40.804151","-73.955575","10","9","20102","1018487503","Central Harlem South                                                       "
"170","EAST 112 STREET","Manhattan","1639","43",,,"true","1000164.0","229165.0","Successfully geocoded","Application","New/Permanent","2013-11-22T00:00:00.000","2013-11-22T00:00:00.000","10029","40.795667","-73.942524","11","8","172","1016390043","East Harlem South                                                          "
"311","WEST 39 STREET","Manhattan","763","28","1088523",,"true","986503.743591308","214608.583618164","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10018","40.755602","-73.991803","4","3","115","1007630028","Clinton                                                                    "
"301","WEST 125 STREET","Manhattan","1952","29","1089315",,"true","997690.414794921","234550.842407226","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10027","40.81027","-73.951377","10","9","257","1019520029","Central Harlem South                                                       "
"299","WEST 125 STREET","Manhattan","1952","29",,,"false","997828.0","234419.0","Successfully geocoded","Application","New/Permanent","2013-11-22T00:00:00.000","2013-11-22T00:00:00.000","10027","40.810092","-73.950951","10","9","222","1019310001","Central Harlem South                                                       "
"2329","FREDERICK DOUGLASS BOULEVARD","Manhattan","1952","29","1089314",,"false","997763.618408203","234559.357421875","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10027","40.810278","-73.951102","10","9","257","1019520029","Central Harlem South                                                       "
"2349","FREDERICK DOUGLASS BOULEVARD","Manhattan","1952","29","1089317",,"false","997799.200622558","234667.09020996","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10027","40.810748","-73.950762","10","9","257","1019520029","Central Harlem South                                                       "
"302","WEST 126 STREET","Manhattan","1952","29","1089316",,"false","997765.153808593","234720.299987792","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10027","40.810943","-73.950939","10","9","257","1019520029","Central Harlem South                                                       "
"522","WEST 37 STREET","Manhattan","708","48","1012498",,"true","984514.660217285","215043.277221679","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10018","40.756989","-73.99895","4","3","99","1007080048","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"22","WEST 32 STREET","Manhattan","833","57","1015828",,"true","987890.885009765","211656.089599609","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10001","40.747634","-73.986654","5","4","76","1008330057","Midtown-Midtown South                                                      "
"530","EAST 5 STREET","Manhattan","400","21","1088695",,"true","988936.653808593","203121.500427246","Successfully geocoded","Completed","New/Permanent","2013-11-22T00:00:00.000","2017-05-16T00:00:00.000","10009","40.724498","-73.983563","3","2","32","1004000021","East Village                                                               "
"133","WEST 22 STREET","Manhattan","798","7506","1087723",,"true","985761.442016601","209927.114196777","Successfully geocoded","Completed","New/Permanent","2013-11-26T00:00:00.000","2017-05-16T00:00:00.000","10011","40.742694","-73.99436","4","3","91","1007987506","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"418","WEST 14 STREET","Manhattan","646","32","1088856",,"true","982441.046386718","209340.460815429","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10014","40.741311","-74.006243","2","3","79","1006460032","West Village                                                               "
"416","WEST 14 STREET","Manhattan","646","32","1088856",,"false","982461.454589843","209329.109436035","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10014","40.741283","-74.006178","2","3","79","1006460032","West Village                                                               "
"414","WEST 14 STREET","Manhattan","646","32","1088856",,"false","982485.358398437","209316.187011718","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10014","40.741256","-74.006117","2","3","79","1006460032","West Village                                                               "
"8","STONE STREET","Manhattan","10","33","1087618",,"true","980837.78741455","195740.885620117","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10004","40.704025","-74.012569","1","1","9","1000100033","Battery Park City-Lower Manhattan                                          "
"1951","PARK AVENUE","Manhattan","1780","1",,,"true","1001965.0","234099.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10037","40.809206","-73.936007","11","9","242","1017807501","East Harlem North                                                          "
"1947","PARK AVENUE","Manhattan","1780","1",,,"false","1001948.0","234066.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10037","40.809115","-73.936068","11","9","242","1017807501","East Harlem North                                                          "
"1945","PARK AVENUE","Manhattan","1780","1",,,"false","1001940.0","234050.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10037","40.809072","-73.936097","11","9","242","1017807501","East Harlem North                                                          "
"121","EAST 131 STREET","Manhattan","1780","1",,,"true","1002026.0","233902.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10037","40.808665","-73.935787","11","9","242","1017807501","East Harlem North                                                          "
"400","WEST 63 STREET","Manhattan","1171","148","1088271",,"true","986955.000793457","221518.606994628","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10069","40.774664","-73.989952","7","6","151","1011710148","Lincoln Square                                                             "
"445","FREEDOM PLACE SOUTH","Manhattan","1171","148","1088271",,"false","986951.630432128","221338.739624023","Street name not recognized","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10069","40.77422","-73.989959","7","6","151","1011710148","Lincoln Square                                                             "
"425","FREEDOM PLACE SOUTH","Manhattan","1171","148",,,"false","0.0","0.0","Street name not recognized","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10069","40.774143","-73.990075","7","6","151","1011710148","Lincoln Square                                                             "
"405","FREEDOM PLACE SOUTH","Manhattan","1171","148",,,"false","0.0","0.0","Street name not recognized","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10069","40.774055","-73.99018","7","6","151","1011710148","Lincoln Square                                                             "
"245","GREENWICH STREET","Manhattan","127","1","1088292",,"true","981081.6116333","199363.959228515","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10007","40.714066","-74.011586","1","1","21","1001270001","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"81","BARCLAY STREET","Manhattan","127","1","1088292",,"false","981130.705993652","199248.604614257","Successfully geocoded","Completed","New/Permanent","2013-11-27T00:00:00.000","2017-05-16T00:00:00.000","10007","40.71338","-74.011085","1","1","21","1001270001","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"30","WEST BROADWAY","Manhattan","127","1",,,"false","981280.0","199291.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10007","40.713684","-74.010713","1","1","21","1001270001","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"157","WEST 57 STREET","Manhattan","1010","7506",,,"true","989990.0","218062.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10019","40.765205","-73.979279","5","4","137","1010107506","Midtown-Midtown South                                                      "
"155","WEST 57 STREET","Manhattan","1010","7506",,,"false","989998.0","218058.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10019","40.765194","-73.97925","5","4","137","1010107506","Midtown-Midtown South                                                      "
"153","WEST 57 STREET","Manhattan","1010","7506",,,"false","990006.0","218053.0","Successfully geocoded","Application","New/Permanent","2013-11-27T00:00:00.000","2013-11-27T00:00:00.000","10019","40.76518","-73.979221","5","4","137","1010107506","Midtown-Midtown South                                                      "
