"number","street","borough","block","lot","bin","saf_type","primary","x","y","geocode_status","construction_status","assignment_type","created_date","last_modified_date","postcode","latitude","longitude","community_board","council_district","census_tract","bbl","nta"
"512","WEST 42 STREET","Manhattan","1070","20","1026907",,"false","985229.912597656","216117.873596191","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760085","-73.996582","4","3","117","1010700020","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"303","EAST 33 STREET","Manhattan","939","7501","1087841",,"true","990989.2131958","210312.180786132","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10016","40.743803","-73.97564","6","2","70","1009397501","Murray Hill-Kips Bay                                                       "
"305","EAST 33 STREET","Manhattan","939","7501","1087841",,"false","991032.232788085","210288.317993164","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10016","40.743792","-73.975615","6","2","70","1009397501","Murray Hill-Kips Bay                                                       "
"307","EAST 33 STREET","Manhattan","939","7501","1087841",,"false","991068.404785156","210268.253784179","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10016","40.743778","-73.975586","6","2","70","1009397501","Murray Hill-Kips Bay                                                       "
"330","WEST 39 STREET","Manhattan","762","60","1088826",,"true","986233.843383789","214678.713989257","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10018","40.755759","-73.992218","4","3","115","1007620060","Clinton                                                                    "
"250","EAST 68 STREET","Manhattan","1422","30","1043885",,"true","995078.351196289","218498.450988769","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10065","40.766556","-73.961001","8","4","118","1014220030","Lenox Hill-Roosevelt Island                                                "
"525","WEST END AVENUE","Manhattan","1247","29","1033916",,"true","990241.89880371","226542.501037597","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10024","40.788365","-73.97825","7","6","171","1012470029","Upper West Side                                                            "
"67","CARMINE STREET","Manhattan","582","43","1009771",,"true","982941.434387207","205138.055419921","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10014","40.729736","-74.004413","2","3","67","1005820043","West Village                                                               "
"1","7 AVENUE SOUTH","Manhattan","582","43","1009771",,"false","982920.569396972","205144.990234375","Successfully geocoded","Completed","New/Permanent","2012-07-12T00:00:00.000","2017-05-16T00:00:00.000","10014","40.729637","-74.005058","2","3","67","1005820043","West Village                                                               "
"8","RIVINGTON STREET","Manhattan","426","44","1005726",,"true","986256.894836425","202134.734436035","Successfully geocoded","Completed","Verification","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10002","40.721474","-73.992965","3","1","3601","1004260044","Chinatown                                                                  "
"2205","3 AVENUE","Manhattan","1785","7502","1088601",,"true","1001480.30023193","231007.386596679","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10035","40.800649","-73.938031","11","8","194","1017857502","East Harlem North                                                          "
"2","ALLEN STREET","Manhattan","294","7502","1088837",,"true","986355.547790527","199593.154418945","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10002","40.714406","-73.992793","3","1","16","1002947502","Chinatown                                                                  "
"461","WEST 150 STREET","Manhattan","2065","1","1061573",,"true","999678.876220703","240972.966186523","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10031","40.82808","-73.944513","9","7","23501","1020657501","Hamilton Heights                                                           "
"2054","ADAM C POWELL BOULEVARD","Manhattan","1928","34","1058566",,"true","998172.402221679","233488.128784179","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10027","40.807431","-73.949464","10","9","222","1019280034","Central Harlem South                                                       "
"25","COOPER SQUARE","Manhattan","461","1","1087921",,"true","986768.389221191","204447.034240722","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10003","40.727793","-73.991225","3","2","38","1004610003","East Village                                                               "
"33","COOPER SQUARE","Manhattan","461","3","1087921",,"true","986802.552185058","204479.591613769","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10003","40.728116","-73.990958","3","2","38","1004610003","East Village                                                               "
"255","GREENWICH STREET","Manhattan","127","18","1001415",,"true","981127.0803833","199598.481384277","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10007","40.71445","-74.011475","1","1","21","1001270018","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"70","MURRAY STREET","Manhattan","127","18","1001415",,"false","981257.416625976","199601.927429199","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10007","40.714568","-74.01058","1","1","21","1001270018","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"524","WEST 19 STREET","Manhattan","690","7502","1088203",,"true","982231.550598144","210949.026611328","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10011","40.74562","-74.0069","4","3","99","1006907502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"238","THOMPSON STREET","Manhattan","538","27","1088844",,"true","984700.677185058","205162.531799316","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10012","40.729772","-73.998513","2","1","65","1005387501","West Village                                                               "
"73","WEST 3 STREET","Manhattan","538","27",,,"false","984708.0","205076.0","Successfully geocoded","Application","New/Permanent","2012-07-17T00:00:00.000","2012-07-17T00:00:00.000","10012","40.729563","-73.998348","2","1","65","1005387501","West Village                                                               "
"58","WASHINGTON SQUARE SOUTH","Manhattan","538","27","1088844",,"false","984804.188415527","205285.162597656","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10012","40.73023","-73.997972","2","1","65","1005387501","West Village                                                               "
"57","READE STREET","Manhattan","149","31","1087951",,"true","982470.16418457","199690.671813964","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10007","40.714879","-74.006345","1","1","21","1001497502","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"80","WEST 3 STREET","Manhattan","539","20","1008675",,"true","984566.483398437","205129.395996093","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10012","40.729764","-73.998784","2","1","65","1005390020","West Village                                                               "
"212","WEST 18 STREET","Manhattan","767","7505",,,"true","984656.0","209363.0","Successfully geocoded","Application","New/Permanent","2012-07-17T00:00:00.000","2012-07-17T00:00:00.000","10011","40.74133","-73.998535","4","3","81","1007677505","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"458","BROOME STREET","Manhattan","485","36","1007276",,"true","984014.370422363","202466.950012207","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10013","40.72232","-74.000913","2","1","49","1004850036","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"333","EAST 38 STREET","Manhattan","944","22","1021925",,"true","991918.144409179","211315.887207031","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10016","40.746756","-73.972727","6","4","78","1009447502","Murray Hill-Kips Bay                                                       "
"339","EAST 38 STREET","Manhattan","944","22","1021925",,"false","992017.453186035","211260.625610351","Successfully geocoded","Completed","New/Permanent","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10016","40.746723","-73.972651","6","4","78","1009447502","Murray Hill-Kips Bay                                                       "
"126 Rear","UNIVERSITY PLACE","Manhattan","571","27",,,"true","986452.0","206989.0","Successfully geocoded","Application","New/Permanent","2012-07-17T00:00:00.000","2012-10-19T00:00:00.000",,,,,,,,
"1","PETER MINUIT PLAZA","Manhattan","3","3",,,"true","0.0","0.0","Street name not recognized","Application","New/Permanent","2012-07-17T00:00:00.000","2012-07-17T00:00:00.000","10004","40.702153","-74.013146","1","1","9","1000030003","Battery Park City-Lower Manhattan                                          "
"501","WEST 30 STREET","Manhattan","702","10","1089323",,"false","983828.112792968","213401.098205566","Successfully geocoded","Completed","Tentative","2012-07-17T00:00:00.000","2017-05-16T00:00:00.000","10001","40.752139","-74.001148","4","3","99","1007020010","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"530","WEST 175 STREET","Manhattan","2131","36","1063165",,"true","1002246.80200195","246984.062988281","Successfully geocoded","Completed","New/Permanent","2012-07-18T00:00:00.000","2017-05-16T00:00:00.000","10033","40.844629","-73.934672","12","10","261","1021310036","Washington Heights South                                                   "
"143","WEST 30 STREET","Manhattan","806","12","1088526",,"true","986608.489990234","211856.116821289","Successfully geocoded","Completed","New/Permanent","2012-07-18T00:00:00.000","2017-05-16T00:00:00.000","10001","40.747821","-73.990891","5","3","101","1008067501","Midtown-Midtown South                                                      "
"156","WEST 132 STREET","Manhattan","1916","154",,,"true","999807.0","235420.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10027","40.812836","-73.943799","10","9","226","1019160154","Central Harlem North-Polo Grounds                                          "
"247","WEST 4 STREET","Manhattan","611","8","1010823",,"true","983412.152221679","206968.972839355","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10014","40.734745","-74.0031","2","3","73","1006110008","West Village                                                               "
"367","WEST 46 STREET","Manhattan","1037","5","1025042",,"true","986962.578002929","216479.206787109","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760545","-73.98968","4","3","127","1010370005","Clinton                                                                    "
"406","WEST 45 STREET","Manhattan","1054","7502","1026421",,"true","986510.136413574","216349.587036132","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10036","40.760543","-73.991701","4","3","121","1010547502","Clinton                                                                    "
"120","EAST 71 STREET","Manhattan","1405","64","1042757",,"true","994355.92779541","219793.257995605","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10021","40.770051","-73.963461","8","4","128","1014050064","Upper East Side-Carnegie Hill                                              "
"50","GROVE STREET","Manhattan","591","9","1010182",,"true","983216.73260498","206295.232788085","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10014","40.732953","-74.003832","2","3","73","1005910009","West Village                                                               "
"315","BLEECKER STREET","Manhattan","591","9","1010182",,"false","983188.055419921","206280.116394042","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10014","40.732829","-74.003911","2","3","73","1005910009","West Village                                                               "
"1","SOUTH STREET","Manhattan","3","10","1000004",,"true","980259.567016601","194705.387817382","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.701302","-74.014574","1","1","319","1000030010","park-cemetery-etc-Manhattan                                                "
"6","WATER STREET","Manhattan","8","51","1000017",,"true","980842.218811035","195358.988830566","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.702744","-74.012201","1","1","9","1000080051","Battery Park City-Lower Manhattan                                          "
"17","BATTERY PLACE","Manhattan","15","7501","1082634",,"true","979810.817016601","196179.267395019","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.704884","-74.015927","1","1","13","1000157501","Battery Park City-Lower Manhattan                                          "
"1","WEST STREET","Manhattan","15","7501","1082634",,"true","979771.155822753","196345.166992187","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.705949","-74.016288","1","1","13","1000157501","Battery Park City-Lower Manhattan                                          "
"36","BATTERY PLACE","Manhattan","16","10","1084594",,"true","979181.454589843","196535.045593261","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10280","40.705806","-74.018019","1","1","31704","1000160010","Battery Park City-Lower Manhattan                                          "
"55","BATTERY PLACE","Manhattan","16","40","1087945",,"true","979355.515197753","196625.690795898","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10280","40.70644","-74.017818","1","1","31704","1000160040","Battery Park City-Lower Manhattan                                          "
"39","BATTERY PLACE","Manhattan","16","7513","1085789",,"false","979315.561218261","196394.563781738","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10280","40.705869","-74.017994","1","1","31704","1000167513","Battery Park City-Lower Manhattan                                          "
"2","WEST STREET","Manhattan","16","7513","1085789",,"false","979465.109008789","196323.874206542","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.705523","-74.01711","1","1","31704","1000167513","Battery Park City-Lower Manhattan                                          "
"10","WEST STREET","Manhattan","16","7513","1085789",,"true","979493.324401855","196394.788635253","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.70574","-74.017172","1","1","31704","1000167513","Battery Park City-Lower Manhattan                                          "
"25","BATTERY PLACE","Manhattan","16","7513",,,"false","979344.0","196178.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10280","40.705581","-74.017969","1","1","31704","1000167513","Battery Park City-Lower Manhattan                                          "
"22","RIVER TERRACE","Manhattan","16","190","1085929",,"false","979832.878417968","200615.712402343","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.717375","-74.016035","1","1","31703","1000167521","Battery Park City-Lower Manhattan                                          "
"22","BATTERY PLACE","Manhattan","16","1","1085492",,"true","979415.319396972","195950.34979248","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10004","40.705136","-74.01772","1","1","31704","1000160001","Battery Park City-Lower Manhattan                                          "
"8","RIVER TERRACE","Manhattan","16","7516",,,"false","979682.0","200100.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10282","40.715904","-74.016478","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"10","RIVER TERRACE","Manhattan","16","7516","1087518",,"false","979733.684204101","200168.146606445","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.716033","-74.016446","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"300","MURRAY STREET","Manhattan","16","7516","1087518",,"false","979766.522216796","199965.262817382","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.716217","-74.016273","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"175","NORTH END AVENUE","Manhattan","16","7516","1087518",,"false","979855.845031738","199965.78338623","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.715654","-74.015529","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"2","RIVER TERRACE","Manhattan","16","7516",,,"true","979636.0","199967.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10282","40.715539","-74.016644","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"4","RIVER TERRACE","Manhattan","16","7516",,,"false","979655.0","200010.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10282","40.715657","-74.016576","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"6","RIVER TERRACE","Manhattan","16","7516","1087518",,"false","979679.43359375","199953.198608398","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.715781","-74.016518","1","1","31703","1000167516","Battery Park City-Lower Manhattan                                          "
"375","RECTOR PLACE","Manhattan","16","7501",,,"true","979268.0","197767.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10280","40.7095","-74.01797","1","1","31704","1000167501","Battery Park City-Lower Manhattan                                          "
"345","CHAMBERS STREET","Manhattan","16","215","1084587",,"true","980341.330810546","200818.501220703","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.71759","-74.013748","1","1","31703","1000160215","Battery Park City-Lower Manhattan                                          "
"380","RECTOR PLACE","Manhattan","16","7505","1000544",,"true","979284.28741455","197673.809204101","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10280","40.709311","-74.017764","1","1","31704","1000167505","Battery Park City-Lower Manhattan                                          "
"400","CHAMBERS STREET","Manhattan","16","200","1085774",,"true","980160.505615234","200831.713989257","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.717774","-74.014206","1","1","31703","1000160200","Battery Park City-Lower Manhattan                                          "
"104","WARREN STREET","Manhattan","16","200",,,"false","981038.0","200070.0","Successfully geocoded","Application","New/Permanent","2012-07-25T00:00:00.000","2012-07-25T00:00:00.000","10007","40.715825","-74.01159","1","1","21","1001420001","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"455","NORTH END AVENUE","Manhattan","16","205","1085815",,"true","980256.321411132","200666.092590332","Successfully geocoded","Completed","New/Permanent","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10282","40.717384","-74.014166","1","1","31703","1000160205","Battery Park City-Lower Manhattan                                          "
"21","SOUTH END AVENUE","Manhattan","16","7509","1075698",,"false","979318.545837402","197289.900817871","Successfully geocoded","Completed","Tentative","2012-07-25T00:00:00.000","2017-05-16T00:00:00.000","10280","40.708114","-74.01763","1","1","31704","1000167509","Battery Park City-Lower Manhattan                                          "
"517","WEST 37 STREET","Manhattan","709","31","1088724",,"false","984620.912597656","215072.669799804","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10018","40.757002","-73.998939","4","3","99","1007090031","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"518","WEST 38 STREET","Manhattan","709","31","1088724",,"false","984863.86340332","215128.165588378","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10018","40.757458","-73.998137","4","3","99","1007090031","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"505","WEST 37 STREET","Manhattan","709","31","1088724",,"true","984726.996826171","215015.470825195","Successfully geocoded","Completed","Tentative","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10018","40.756665","-73.998145","4","3","99","1007090031","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"700","WEST 186 STREET","Manhattan","2180","133","1064426",,"true","1002332.55682373","250128.452026367","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10033","40.853233","-73.934338","12","10","271","1021800133","Washington Heights North                                                   "
"17","MINETTA STREET","Manhattan","542","40","1008727",,"true","983944.381591796","205257.085998535","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10012","40.729967","-74.001259","2","1","65","1005420040","West Village                                                               "
"31","HOWARD STREET","Manhattan","209","34","1002695",,"true","984031.315185546","201425.356811523","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10013","40.719649","-74.000841","2","1","45","1002090034","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"273","CANAL STREET","Manhattan","209","34","1002695",,"false","983905.618408203","201274.621398925","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10013","40.719048","-74.001374","2","1","45","1002090034","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"260","WEST 26 STREET","Manhattan","775","7502","1088709",,"true","985147.147033691","211408.628601074","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10001","40.746693","-73.995907","4","3","91","1007757502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"308","8 AVENUE","Manhattan","775","7502","1088709",,"false","985037.262634277","211357.238220214","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10001","40.746869","-73.997329","4","3","91","1007757502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"312","8 AVENUE","Manhattan","775","7502","1088709",,"false","985058.283813476","211395.194641113","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10001","40.746948","-73.997272","4","3","91","1007757502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"318","8 AVENUE","Manhattan","775","7502","1088709",,"false","985078.035217285","211430.858032226","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10001","40.747066","-73.997185","4","3","91","1007757502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"600","EAST 6 STREET","Manhattan","387","1","1004627",,"true","989409.194396972","203134.531188964","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10009","40.72438","-73.98138","3","2","2601","1003870001","Lower East Side                                                            "
"137","WEST 33 STREET","Manhattan","809","17","1015197",,"true","987033.739990234","212503.747802734","Successfully geocoded","Completed","Tentative","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10001","40.749621","-73.989404","5","3","101","1008090017","Midtown-Midtown South                                                      "
"450","WEST 126 STREET","Manhattan","1966","95",,,"false","996739.0","235541.0","Successfully geocoded","Application","Tentative","2013-06-27T00:00:00.000","2013-06-27T00:00:00.000","10027","40.813173","-73.954882","9","7","20901","1019660095","Morningside Heights                                                        "
"2494","AMSTERDAM AVENUE","Manhattan","2155","89","1063580",,"true","1003740.0234375","248809.259399414","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10033","40.849712","-73.929773","12","10","269","1021550089","Washington Heights North                                                   "
"505","WEST 218 STREET","Manhattan","2244","1","1082067",,"true","1007840.32763671","256848.121398925","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10034","40.87136","-73.914462","12","10","297","1022440001","park-cemetery-etc-Manhattan                                                "
"50","WEST 47 STREET","Manhattan","1262","7502","1088580",,"true","989572.323608398","215244.324829101","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10036","40.757333","-73.980187","5","4","96","1012627502","Midtown-Midtown South                                                      "
"55","WEST 46 STREET","Manhattan","1262","7502","1088580",,"true","989485.456787109","215077.629211425","Successfully geocoded","Completed","New/Permanent","2013-06-27T00:00:00.000","2017-05-16T00:00:00.000","10036","40.756765","-73.98075","5","4","96","1012627502","Midtown-Midtown South                                                      "
"66","WHITE STREET","Manhattan","193","1","1079363",,"true","983298.140625","200971.053588867","Successfully geocoded","Completed","Verification","2013-07-03T00:00:00.000","2017-05-16T00:00:00.000","10013","40.718129","-74.003243","1","1","33","1001930001","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"60","WHITE STREET","Manhattan","193","4","1002193",,"true","983249.15258789","201000.531005859","Successfully geocoded","Completed","Verification","2013-07-03T00:00:00.000","2017-05-16T00:00:00.000","10013","40.718282","-74.003575","1","1","33","1001937511","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"439","WEST 54 STREET","Manhattan","1064","9","1026785",,"false","987310.172790527","218670.593627929","Successfully geocoded","Completed","Tentative","2013-07-03T00:00:00.000","2017-05-16T00:00:00.000","10019","40.766501","-73.988314","4","3","139","1010640010","Clinton                                                                    "
"11","STONE STREET","Manhattan","11","29","1000041",,"false","980856.651000976","195803.749023437","Successfully geocoded","Completed","Tentative","2013-07-10T00:00:00.000","2017-05-16T00:00:00.000","10004","40.704039","-74.012317","1","1","9","1000110029","Battery Park City-Lower Manhattan                                          "
"161","CANAL STREET","Manhattan","203","2","1002602",,"false","985176.300598144","200348.91821289","Successfully geocoded","Completed","Tentative","2013-07-11T00:00:00.000","2017-05-16T00:00:00.000","10013","40.71643","-73.996624","2","1","41","1002030002","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"340","EAST 24 STREET","Manhattan","929","38","1020597",,"false","990142.587036132","208054.309997558","Successfully geocoded","Completed","Tentative","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10010","40.737826","-73.978717","6","2","64","1009290038","Gramercy                                                                   "
"44","WEST 29 STREET","Manhattan","830","73","1015743",,"false","987165.875610351","211175.970397949","Successfully geocoded","Completed","Tentative","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10001","40.746223","-73.989054","5","3","76","1008300073","Midtown-Midtown South                                                      "
"521","WEST 23 STREET","Manhattan","695","7502","1012349",,"false","982880.28161621","211860.31060791","Successfully geocoded","Completed","Tentative","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10011","40.748129","-74.005186","4","3","99","1006957502","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"80","CANAL STREET","Manhattan","293","11","1003784",,"true","986116.206604003","199841.447387695","Successfully geocoded","Completed","Verification","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10002","40.715268","-73.993143","3","1","16","1002930011","Chinatown                                                                  "
"226","EAST 3 STREET","Manhattan","385","18","1077450",,"true","989201.744812011","202399.097412109","Successfully geocoded","Completed","New/Permanent","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10009","40.722371","-73.982268","3","2","2202","1003850018","Lower East Side                                                            "
"62","WOOSTER STREET","Manhattan","486","36","1007300",,"false","983750.166015625","202768.78161621","Successfully geocoded","Completed","Tentative","2013-07-17T00:00:00.000","2017-05-16T00:00:00.000","10012","40.723256","-74.001883","2","1","49","1004860036","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"223","GRAND STREET","Manhattan","239","15","1003122",,"false","985484.940185546","201080.92401123","Successfully geocoded","Completed","Tentative","2013-07-18T00:00:00.000","2017-05-16T00:00:00.000","10013","40.718721","-73.99557","2","1","41","1002390014","SoHo-TriBeCa-Civic Center-Little Italy                                     "
"50","TRINITY PLACE","Manhattan","19","24",,,"false","980627.0","197086.0","Successfully geocoded","Application","Tentative","2013-07-30T00:00:00.000","2013-07-30T00:00:00.000","10006","40.707632","-74.013068","1","1","13","1000190024","Battery Park City-Lower Manhattan                                          "
"401","EAST 34 STREET","Manhattan","966","1","1022057",,"false","991646.0","210232.0","Successfully geocoded","Completed","Verification","2013-07-30T00:00:00.000","2017-05-17T00:00:00.000","10016","40.743712","-73.973309","6","4","8601","1009660001","Turtle Bay-East Midtown                                                    "
"332","WEST 84 STREET","Manhattan","1245","92","1033829",,"false","989765.346801757","226358.101989746","Successfully geocoded","Completed","Tentative","2013-07-30T00:00:00.000","2017-05-16T00:00:00.000","10024","40.787915","-73.979669","7","6","171","1012450092","Upper West Side                                                            "
"115","WEST 111 STREET","Manhattan","1821","120","1054972",,"false","997237.943603515","230527.680603027","Successfully geocoded","Completed","Tentative","2013-07-30T00:00:00.000","2017-05-16T00:00:00.000","10026","40.799218","-73.952902","10","9","216","1018210120","Central Harlem South                                                       "
"330","WEST 40 STREET","Manhattan","763","56",,,"true","986531.0","214846.0","Successfully geocoded","Application","New/Permanent","2013-08-06T00:00:00.000","2013-08-06T00:00:00.000","10018","40.756379","-73.991767","4","3","115","1007630056","Clinton                                                                    "
