CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
qu-01-143435,Queens,401,22,40.75859125,-73.91801561,Live,41-01 BROADWAY,11103,qu-01-143435,07/10/2017 12:00:00 AM,05/12/2017 12:00:00 AM,Astoria,4011161,4006790007,4015500,41 STREET,42 STREET,NE,"(40.75859125, -73.91801561)",16860,39,3,4,72
mn-11-120214,Manhattan,111,8,40.789608,-73.946262,Live,1888 3 AVENUE,10029,mn-11-120214,03/28/2016 12:00:00 AM,03/19/2016 12:00:00 AM,East Harlem South,1080656,1016300038,1016600,EAST 103 STREET,EAST 102 STREET,SW,"(40.789608, -73.946262)",12426,7,4,35,14
,Bronx,202,17,40.8264432,-73.8985543,Installed,1190 PROSPECT AVENUE,10459,bx-02-GF22618,,07/07/2022 12:00:00 AM,Longwood,,2026930001,,REV JAMES A POLITE AVENUE,PROSPECT AVENUE,NW,"(40.8264432, -73.8985543)",10937,8,5,43,24
mn-06-121358,Manhattan,106,4,40.75266482,-73.97284287,Live,203 EAST 45 STREET,10017,mn-06-121358,01/27/2016 12:00:00 AM,01/08/2016 12:00:00 AM,Turtle Bay-East Midtown,1037598,1013190104,1009000,3 AVENUE,2 AVENUE,NE,"(40.75266482, -73.97284287)",12079,71,4,51,9
mn-09-142953,Manhattan,109,7,40.810378,-73.958321,Live,1253 AMSTERDAM AVENUE,10027,mn-09-142953,09/28/2016 12:00:00 AM,08/05/2016 12:00:00 AM,Morningside Heights,1087900,1019630060,1020701,WEST 122 STREET,WEST 121 STREET,SE,"(40.810378, -73.958321)",12424,37,4,23,17
mn-05-134283,Manhattan,105,4,40.76052662,-73.9835375,Live,745 7 AVENUE,10019,mn-05-134283,05/31/2017 12:00:00 AM,04/15/2017 12:00:00 AM,Midtown-Midtown South,1084667,1010020001,1012500,WEST 49 STREET,WEST 50 STREET,NE,"(40.76052662, -73.9835375)",12082,11,4,51,10
LINK-020927,Queens,401,26,40.75234817,-73.92659983,Live,37-1 37 STREET,11101,qu-01-146067,04/23/2018 12:00:00 AM,03/09/2018 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4004571,4003780001,4005500,37 AVENUE,NORTHERN BOULEVARD,SW,"(40.75234817, -73.92659983)",16858,39,3,33,72
bx-05-123185,Bronx,205,14,40.853881,-73.908662,Live,23 WEST BURNSIDE AVENUE,10453,bx-05-123185,01/12/2017 12:00:00 AM,12/06/2016 12:00:00 AM,University Heights-Morris Heights,2014160,2031930033,2025100,DAVIDSON AVENUE,GRAND AVENUE,NW,"(40.853881, -73.908662)",10931,6,5,29,29
mn-08-134746,Manhattan,108,5,40.77814082,-73.9525944,Live,238 EAST 86 STREET,10028,mn-08-134746,02/01/2017 12:00:00 AM,11/04/2016 12:00:00 AM,Yorkville,1000000,1015310029,1014601,2 AVENUE,3 AVENUE,MIDBLOCK,"(40.77814082, -73.9525944)",12425,23,4,1,11
mn-06-136356,Manhattan,106,5,40.75694399,-73.96407038,Live,1001 1 AVENUE,10022,mn-06-136356,03/08/2018 12:00:00 AM,10/20/2017 12:00:00 AM,Turtle Bay-East Midtown,1039951,1013470030,1010800,EAST 55 STREET,EAST 54 STREET,NW,"(40.75694399, -73.96407038)",12419,71,4,1,9
mn-05-122096,Manhattan,105,3,40.75786907,-73.98570283,Live,1515 BROADWAY,10036,mn-05-122096,04/16/2018 12:00:00 AM,12/18/2016 12:00:00 AM,Midtown-Midtown South,1024714,1010160036,1011900,WEST 45 STREET,WEST 44 STREET,SW,"(40.75786907, -73.98570283)",13094,11,4,10,8
mn-07-120936,Manhattan,107,6,40.77426628,-73.98094971,Live,157 COLUMBUS AVENUE,10023,mn-07-120936,10/07/2016 12:00:00 AM,08/19/2016 12:00:00 AM,Lincoln Square,1028260,1011207501,1015300,WEST 67 STREET,WEST 68 STREET,NE,"(40.77426628, -73.98094971)",12420,20,4,19,12
qu-04-111010,Queens,404,25,40.74667176,-73.89253173,Live,72-30 ROOSEVELT AVENUE,11377,qu-04-111010,08/24/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst-Maspeth,4030419,4013040043,4026500,73 STREET,72 STREET,SW,"(40.74667176, -73.89253173)",14787,66,3,5,68
bx-05-119648,Bronx,205,15,40.86117438,-73.89644355,Live,2463 VALENTINE AVENUE,10458,bx-05-119648,04/18/2017 12:00:00 AM,01/25/2017 12:00:00 AM,Bedford Park-Fordham North,2013605,2031530037,2023702,EAST 188 STREET,EAST FORDHAM ROAD,NW,"(40.86117438, -73.89644355)",10936,6,5,22,29
mn-07-120535,Manhattan,107,7,40.79782619,-73.96774773,Live,856 AMSTERDAM AVENUE,10025,mn-07-120535,10/10/2016 12:00:00 AM,08/01/2016 12:00:00 AM,Upper West Side,1056513,1018730036,1018700,WEST 102 STREET,WEST 101 STREET,SW,"(40.79782619, -73.96774773)",12422,20,4,23,15
bk-09-126569,Brooklyn,309,40,40.660852,-73.960581,Live,535 FLATBUSH AVENUE,11225,bk-09-126569,03/07/2017 12:00:00 AM,02/17/2017 12:00:00 AM,Prospect Lefferts Gardens-Wingate,3114678,3050280006,3079801,LINCOLN ROAD,BEEKMAN PLACE,SE,"(40.660852, -73.960581)",13509,17,2,11,44
mn-05-122095,Manhattan,105,3,40.75663815,-73.98663358,Live,699 7 AVENUE,10036,mn-05-122095,12/30/2016 12:00:00 AM,12/18/2016 12:00:00 AM,Midtown-Midtown South,1024686,1010140033,1011900,WEST 43 STREET,WEST 42 STREET,SW,"(40.75663815, -73.98663358)",13094,11,4,10,8
mn-01-123041,Manhattan,101,1,40.71420865,-74.0065117,Live,70 CHAMBERS STREET,10007,mn-01-123041,10/09/2020 12:00:00 AM,05/24/2018 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1079153,1001357504,1002100,BROADWAY,CHURCH STREET,SW,"(40.71420865, -74.0065117)",11728,56,4,32,1
LINK-005582,Bronx,207,14,40.86658827,-73.89565372,Live,60 EAST KINGSBRIDGE ROAD,10468,bx-07-145689,11/11/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Bedford Park-Fordham North,2094669,2031770031,2040100,CRESTON AVENUE,MORRIS AVENUE,SW,"(40.86658827, -73.89565372)",11606,24,5,29,34
mn-05-122615,Manhattan,105,3,40.76464619,-73.98422945,Live,908 8 AVENUE,10019,mn-05-122615,04/01/2016 12:00:00 AM,03/18/2016 12:00:00 AM,Midtown-Midtown South,1024832,1010257502,1013100,WEST 54 STREET,WEST 53 STREET,SE,"(40.76464619, -73.98422945)",12081,11,4,10,10
LINK-002133,Manhattan,112,10,40.849035,-73.936803,Live,4220 BROADWAY,10033,mn-12-134446,04/25/2022 12:00:00 AM,11/13/2021 12:00:00 AM,Washington Heights South,1063916,1021630025,1026300,WEST 179 STREET,WEST 180 STREET,NE,"(40.849035, -73.936803)",13091,47,4,39,22
LINK-018047,Brooklyn,302,33,40.69828038,-73.9925546,Live,79 HENRY STREET,11201,bk-02-145810,06/05/2017 12:00:00 AM,03/24/2017 12:00:00 AM,Brooklyn Heights-Cobble Hill,3339176,3002170001,3000100,PINEAPPLE STREET,ORANGE STREET,NE,"(40.69828038, -73.9925546)",16865,68,2,38,54
mn-09-131062,Manhattan,109,7,40.83033563,-73.94375597,Live,1881 AMSTERDAM AVENUE,10032,mn-09-131062,08/08/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Hamilton Heights,1061650,1020680001,1023501,WEST 153 STREET,WEST 154 STREET,NE,"(40.83033563, -73.94375597)",13090,37,4,23,19
bk-06-126514,Brooklyn,306,39,40.67963858,-73.97437146,Live,248 FLATBUSH AVENUE,11217,bk-06-126514,01/16/2018 12:00:00 AM,11/03/2017 12:00:00 AM,Prospect Heights,3018773,3009360012,3016100,ST MARKS AVENUE,PROSPECT PLACE,SW,"(40.67963858, -73.97437146)",17619,14,2,27,50
mn-01-138618,Manhattan,101,1,40.72340371,-74.00808439,Live,201 HUDSON STREET,10013,mn-01-138618,11/15/2017 12:00:00 AM,08/05/2017 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1002933,1002250008,1003900,DESBROSSES STREET,CANAL STREET,SW,"(40.72340371, -74.00808439)",12076,56,4,32,1
mn-08-119825,Manhattan,108,5,40.779535,-73.953715,Live,184 EAST 87 STREET,10128,mn-08-119825,03/23/2016 12:00:00 AM,02/26/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1047961,1015157503,1014802,3 AVENUE,LEXINGTON AVENUE,SW,"(40.779535, -73.953715)",10099,23,4,1,11
mn-04-137007,Manhattan,104,3,40.741123,-74.00137,Live,126 8 AVENUE,10011,mn-04-137007,05/30/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1076135,1007667502,1008100,WEST 16 STREET,WEST 17 STREET,NE,"(40.741123, -74.00137)",12074,12,4,10,6
bk-09-127022,Brooklyn,309,40,40.65773965,-73.95040697,Live,1208 NOSTRAND AVENUE,11225,bk-09-127022,03/07/2017 12:00:00 AM,02/17/2017 12:00:00 AM,Prospect Lefferts Gardens-Wingate,3115751,3050470039,3080200,HAWTHORNE STREET,WINTHROP STREET,SW,"(40.65773965, -73.95040697)",13509,17,2,11,44
qu-03-125399,Queens,403,25,40.755835,-73.881778,Live,85-10 NORTHERN BOULEVARD,11372,qu-03-125399,06/28/2018 12:00:00 AM,04/28/2018 12:00:00 AM,Jackson Heights,4035201,4014330003,4028100,86 STREET,85 STREET,SW,"(40.755835, -73.881778)",14783,65,3,5,73
mn-05-121998,Manhattan,105,3,40.75127386,-73.99106942,Live,207 WEST 34 STREET,10001,mn-05-121998,03/27/2018 12:00:00 AM,11/12/2016 12:00:00 AM,Midtown-Midtown South,1014408,1007840041,1010900,7 AVENUE,8 AVENUE,NW,"(40.75127386, -73.99106942)",11722,11,4,10,8
mn-07-107864,Manhattan,107,6,40.77657343,-73.97905068,Live,70 WEST 71 STREET,10023,mn-07-107864,01/23/2019 12:00:00 AM,02/21/2018 12:00:00 AM,Lincoln Square,1028585,1011230061,1015700,COLUMBUS AVENUE,CENTRAL PARK WEST,SE,"(40.77657343, -73.97905068)",12420,20,4,19,12
mn-09-111651,Manhattan,109,7,40.82609,-73.950482,Live,3536 BROADWAY,10031,mn-09-111651,07/14/2016 12:00:00 AM,06/24/2016 12:00:00 AM,Hamilton Heights,1061922,1020760061,1022900,WEST 145 STREET,WEST 144 STREET,SE,"(40.82609, -73.950482)",12428,37,4,23,19
mn-01-123002,Manhattan,101,1,40.70331108,-74.00998457,Live,55 WATER STREET,10004,mn-01-123002,02/27/2018 12:00:00 AM,11/11/2017 12:00:00 AM,Battery Park City-Lower Manhattan,1083346,1000327501,1000900,COENTIES SLIP,OLD SLIP,SE,"(40.70331108, -74.00998457)",11725,56,4,32,1
mn-06-121692,Manhattan,106,5,40.75770122,-73.96321332,Live,1026 1 AVENUE,10022,mn-06-121692,03/06/2018 12:00:00 AM,10/25/2017 12:00:00 AM,Turtle Bay-East Midtown,1040466,1013680001,1010601,EAST 56 STREET,EAST 57 STREET,NE,"(40.75770122, -73.96321332)",12419,71,4,1,9
mn-04-136065,Manhattan,104,3,40.76956734,-73.98809867,Live,886 10 AVENUE,10019,mn-04-136065,02/08/2018 12:00:00 AM,11/04/2017 12:00:00 AM,Clinton,1026899,1010670062,1013900,WEST 58 STREET,WEST 57 STREET,SE,"(40.76956734, -73.98809867)",12081,12,4,10,10
mn-06-121780,Manhattan,106,4,40.7579749,-73.96642136,Live,1043 2 AVENUE,10022,mn-06-121780,12/15/2017 12:00:00 AM,10/07/2017 12:00:00 AM,Turtle Bay-East Midtown,1038575,1013280021,1010800,EAST 55 STREET,EAST 54 STREET,SW,"(40.7579749, -73.96642136)",12419,71,4,51,9
mn-12-120664,Manhattan,112,10,40.85312181,-73.9308176,Live,1540 ST. NICHOLAS AVENUE,10040,mn-12-120664,02/06/2018 12:00:00 AM,12/01/2017 12:00:00 AM,Washington Heights North,1063806,1021580001,1026900,WEST 187 STREET,WEST 188 STREET,NE,"(40.85312181, -73.9308176)",13098,47,4,39,22
mn-06-135879,Manhattan,106,4,40.7585484,-73.96895056,Live,900 3 AVENUE,10022,mn-06-135879,04/15/2016 12:00:00 AM,02/15/2016 12:00:00 AM,Turtle Bay-East Midtown,1081162,1013090032,1010000,EAST 54 STREET,EAST 55 STREET,NW,"(40.7585484, -73.96895056)",12419,71,4,51,9
mn-07-121238,Manhattan,107,6,40.78575329,-73.97878535,Live,2275 BROADWAY,10024,mn-07-121238,02/27/2017 12:00:00 AM,09/08/2016 12:00:00 AM,Upper West Side,1078223,1012290054,1016700,WEST 82 STREET,WEST 81 STREET,NW,"(40.78575329, -73.97878535)",12421,20,4,19,12
LINK-018157,Queens,402,26,40.74254629,-73.91534245,Live,49-18 QUEENS BOULEVARD,11377,qu-02-145741,03/20/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Hunters Point-Sunnyside-West Maspeth,4052837,4022820030,4023500,50 STREET,49 STREET,SW,"(40.74254629, -73.91534245)",14787,53,3,33,66
LINK-022138,Brooklyn,317,40,40.650962,-73.947834,Live,3121 CHURCH AVENUE,11226,bk-17-145927,10/30/2017 12:00:00 AM,09/17/2017 12:00:00 AM,Erasmus,3327743,3048690053,3081800,RALEIGH PLACE,FAIRVIEW PLACE,NW,"(40.650962, -73.947834)",13510,61,2,11,40
mn-09-120573,Manhattan,109,7,40.827195,-73.946043,Live,1781 AMSTERDAM AVENUE,10031,mn-09-120573,08/10/2016 12:00:00 AM,07/19/2016 12:00:00 AM,Hamilton Heights,1061484,1020630001,1023100,WEST 148 STREET,WEST 149 STREET,NE,"(40.827195, -73.946043)",12428,37,4,23,19
mn-05-133508,Manhattan,105,4,40.76088277,-73.98427739,Live,1626 BROADWAY,10019,mn-05-133508,07/18/2016 12:00:00 AM,05/26/2016 12:00:00 AM,Midtown-Midtown South,1024795,1010210026,1012500,WEST 49 STREET,WEST 50 STREET,SW,"(40.76088277, -73.98427739)",12081,11,4,51,10
mn-05-135169,Manhattan,105,3,40.75459325,-73.98813678,Live,552 7 AVENUE,10018,mn-05-135169,02/15/2018 12:00:00 AM,08/19/2017 12:00:00 AM,Midtown-Midtown South,1014502,1007890040,1011300,WEST 40 STREET,WEST 39 STREET,SW,"(40.75459325, -73.98813678)",12080,11,4,10,8
qu-12-141550,Queens,412,27,40.70599343,-73.79375474,Live,166-01 JAMAICA AVENUE,11432,qu-12-141550,09/23/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Jamaica,4209622,4097960019,4046000,MERRICK BOULEVARD,168 STREET,NE,"(40.70599343, -73.79375474)",24340,41,3,6,61
qu-04-142877,Queens,404,25,40.734923,-73.87546,Live,88-02 QUEENS BOULEVARD,11373,qu-04-142877,11/08/2017 12:00:00 AM,10/14/2017 12:00:00 AM,Elmhurst,4064725,4028540009,4047500,55 ROAD,56 AVENUE,SE,"(40.734923, -73.87546)",14784,66,3,5,68
mn-12-131063,Manhattan,112,10,40.85291726,-73.93082739,Live,590 WEST 187 STREET,10033,mn-12-131063,03/01/2018 12:00:00 AM,12/01/2017 12:00:00 AM,Washington Heights North,1063791,1021570075,1026900,ST NICHOLAS AVENUE,AUDUBON AVENUE,SE,"(40.85291726, -73.93082739)",13098,47,4,39,22
mn-11-120224,Manhattan,111,8,40.79148064,-73.94489482,Live,1918 3 AVENUE,10029,mn-11-120224,03/23/2016 12:00:00 AM,02/22/2016 12:00:00 AM,East Harlem South,1052005,1016330040,1017200,EAST 106 STREET,EAST 105 STREET,SW,"(40.79148064, -73.94489482)",12426,7,4,35,14
bk-07-125841,Brooklyn,307,38,40.656011,-74.002446,Live,875 4 AVENUE,11232,bk-07-125841,04/13/2017 12:00:00 AM,02/24/2017 12:00:00 AM,Sunset Park West,3010083,3006800045,3010100,33 STREET,32 STREET,NE,"(40.656011, -74.002446)",13515,9,2,7,45
mn-07-111894,Manhattan,107,7,40.795005,-73.96981,Live,764 AMSTERDAM AVENUE,10025,mn-07-111894,06/29/2017 12:00:00 AM,05/10/2017 12:00:00 AM,Upper West Side,1056377,1018690029,1018300,WEST 97 STREET,WEST 98 STREET,NW,"(40.795005, -73.96981)",12422,20,4,23,15
qu-04-137796,Queens,404,25,40.74705911,-73.8888199,Live,76-22 ROOSEVELT AVENUE,11372,qu-04-137796,08/30/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst,4036751,4014870006,4026700,77 STREET,76 STREET,SW,"(40.74705911, -73.8888199)",14784,66,3,5,68
qu-06-124227,Queens,406,29,40.72024516,-73.8446443,Live,107-02 71 AVENUE,11375,qu-06-124227,03/09/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Forest Hills,4078001,4032560035,4073700,AUSTIN STREET,QUEENS BOULEVARD,NE,"(40.72024516, -73.8446443)",14786,40,3,28,70
mn-06-120627,Manhattan,106,4,40.75694469,-73.971614,Live,132 EAST 51 STREET,10022,mn-06-120627,10/20/2017 12:00:00 AM,07/18/2017 12:00:00 AM,Turtle Bay-East Midtown,1036458,1013057501,1010000,LEXINGTON AVENUE,3 AVENUE,MIDBLOCK,"(40.75694469, -73.971614)",12419,71,4,51,9
mn-04-107977,Manhattan,104,3,40.74426003,-73.99939787,Live,221 8 AVENUE,10011,mn-04-107977,04/06/2016 12:00:00 AM,03/16/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1087948,1007457503,1008900,WEST 21 STREET,WEST 22 STREET,NW,"(40.74426003, -73.99939787)",12074,12,4,10,6
mn-11-120235,Manhattan,111,8,40.80189861,-73.93728907,Live,2246 3 AVENUE,10035,mn-11-120235,04/11/2016 12:00:00 AM,02/22/2016 12:00:00 AM,East Harlem North,1054415,1017710033,1019600,EAST 122 STREET,EAST 123 STREET,NW,"(40.80189861, -73.93728907)",13093,7,4,35,16
mn-08-119821,Manhattan,108,5,40.781503,-73.952279,Live,181 EAST 90 STREET,10128,mn-08-119821,03/23/2016 12:00:00 AM,02/26/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1048263,1015197501,1014802,3 AVENUE,LEXINGTON AVENUE,NW,"(40.781503, -73.952279)",10099,23,4,1,11
mn-08-121031,Manhattan,108,4,40.77237316,-73.96483887,Live,34 EAST 73 STREET,10021,mn-08-121031,11/24/2020 12:00:00 AM,02/17/2018 12:00:00 AM,Upper East Side-Carnegie Hill,1041472,1013870050,1013000,MADISON AVENUE,PARK AVENUE,SE,"(40.77237316, -73.96483887)",12083,23,4,51,11
LINK-021229,Brooklyn,301,34,40.71226766,-73.95561039,Live,364 GRAND STREET,11211,bk-01-146007,04/10/2018 12:00:00 AM,12/02/2017 12:00:00 AM,North Side-South Side,3062845,3023960019,3052300,HAVEMEYER STREET,MARCY AVENUE,NE,"(40.71226766, -73.95561039)",17613,36,2,30,56
qu-03-136366,Queens,403,21,40.7491117,-73.87062416,Live,95-31 ROOSEVELT AVENUE,11372,qu-03-136366,09/08/2017 12:00:00 AM,07/22/2017 12:00:00 AM,Jackson Heights,4036618,4014830044,4027300,WARREN STREET,95 STREET,NW,"(40.7491117, -73.87062416)",14783,65,3,21,73
mn-08-119829,Manhattan,108,5,40.78466254,-73.94987392,Live,1700 3 AVENUE,10128,mn-08-119829,04/01/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1048492,1015240023,1015801,EAST 95 STREET,EAST 96 STREET,NE,"(40.78466254, -73.94987392)",10099,23,4,1,11
mn-08-120986,Manhattan,108,4,40.76733135,-73.96252262,Live,1172 3 AVENUE,10065,mn-08-120986,04/15/2016 12:00:00 AM,03/19/2016 12:00:00 AM,Upper East Side-Carnegie Hill,1042479,1014030033,1012000,EAST 68 STREET,EAST 69 STREET,NW,"(40.76733135, -73.96252262)",10090,23,4,51,11
mn-03-123792,Manhattan,103,2,40.72862184,-73.98441867,Live,162 1 AVENUE,10009,mn-03-123792,08/30/2017 12:00:00 AM,07/29/2017 12:00:00 AM,East Village,1005898,1004370008,1003400,EAST 9 STREET,EAST 10 STREET,SE,"(40.72862184, -73.98441867)",11729,70,4,50,5
mn-05-134222,Manhattan,105,4,40.76151071,-73.97274462,Live,50 EAST 56 STREET,10022,mn-05-134222,06/14/2017 12:00:00 AM,04/02/2017 12:00:00 AM,Midtown-Midtown South,1035775,1012910051,1010200,MADISON AVENUE,PARK AVENUE,SE,"(40.76151071, -73.97274462)",12419,11,4,51,10
mn-03-115304,Manhattan,103,2,40.72357993,-73.9883901,Live,19 1 AVENUE,10003,mn-03-115304,06/19/2017 12:00:00 AM,04/02/2017 12:00:00 AM,East Village,1006096,1004430036,1003602,EAST 1 STREET,EAST 2 STREET,NW,"(40.72357993, -73.9883901)",11724,70,4,50,5
mn-08-120942,Manhattan,108,4,40.768093,-73.968364,Live,21 EAST 66 STREET,10065,mn-08-120942,04/17/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Upper East Side-Carnegie Hill,1041167,1013817504,1012200,MADISON AVENUE,5 AVENUE,NW,"(40.768093, -73.968364)",10090,23,4,51,11
mn-05-136386,Manhattan,105,3,40.73727988,-73.99282602,Live,108 5 AVENUE,10011,mn-05-136386,08/30/2017 12:00:00 AM,08/05/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015318,1008177501,1005400,EAST 16 STREET,EAST 15 STREET,SW,"(40.73727988, -73.99282602)",12074,11,4,10,7
mn-05-118228,Manhattan,105,3,40.76534122,-73.98212946,Live,1745 BROADWAY,10019,mn-05-118228,02/07/2018 12:00:00 AM,08/31/2017 12:00:00 AM,Midtown-Midtown South,1086135,1010277504,1013700,WEST 56 STREET,WEST 55 STREET,NE,"(40.76534122, -73.98212946)",12081,11,4,10,10
mn-10-119980,Manhattan,110,9,40.80302425,-73.95648813,Live,2109 FREDERICK DOUGLASS BOULEVARD,10026,mn-10-119980,10/19/2016 12:00:00 AM,09/17/2016 12:00:00 AM,Central Harlem South,1055816,1018470060,1019702,WEST 114 STREET,WEST 113 STREET,SW,"(40.80302425, -73.95648813)",12423,18,4,36,18
mn-06-121511,Manhattan,106,4,40.74705,-73.977005,Live,543 3 AVENUE,10016,mn-06-121511,03/23/2017 12:00:00 AM,02/04/2017 12:00:00 AM,Murray Hill-Kips Bay,1020214,1009177501,1007800,EAST 36 STREET,EAST 37 STREET,NE,"(40.74705, -73.977005)",12078,71,4,51,9
LINK-021919,Brooklyn,305,37,40.683506,-73.872079,Live,241 CRESCENT STREET,11208,bk-05-145943,11/21/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Cypress Hills-City Line,3092798,3041470030,3118400,FULTON STREET,ATLANTIC AVENUE,SE,"(40.683506, -73.872079)",17215,45,2,37,47
LINK-021137,Brooklyn,301,34,40.71166636,-73.95102615,Live,2 POWERS STREET,11211,bk-01-146050,03/30/2018 12:00:00 AM,12/19/2017 12:00:00 AM,North Side-South Side,3323015,3027790004,3051300,UNION AVENUE,LORIMER STREET,SE,"(40.71166636, -73.95102615)",17613,36,2,30,56
mn-06-121488,Manhattan,106,2,40.739528,-73.982489,Live,323 3 AVENUE,10010,mn-06-121488,12/05/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Murray Hill-Kips Bay,1082137,1009050001,1006600,EAST 24 STREET,EAST 25 STREET,NE,"(40.739528, -73.982489)",12073,71,4,50,7
mn-11-120225,Manhattan,111,8,40.790862,-73.945348,Live,1896 3 AVENUE,10029,mn-11-120225,06/15/2016 12:00:00 AM,05/21/2016 12:00:00 AM,East Harlem South,1051969,1016320040,1016600,EAST 105 STREET,EAST 104 STREET,SW,"(40.790862, -73.945348)",12426,7,4,35,14
LINK-021921,Brooklyn,305,37,40.68406084,-73.87053741,Live,3386 FULTON STREET,11208,bk-05-145941,11/21/2017 12:00:00 AM,09/29/2017 12:00:00 AM,Cypress Hills-City Line,3327234,3041480037,3118400,CRESCENT STREET,HEMLOCK STREET,MIDBLOCK,"(40.68406084, -73.87053741)",17215,45,2,37,47
mn-06-107988,Manhattan,106,4,40.755193,-73.968444,Live,949 2 AVENUE,10022,mn-06-107988,02/15/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Turtle Bay-East Midtown,1038459,1013240124,1009800,EAST 50 STREET,EAST 51 STREET,W,"(40.755193, -73.968444)",12419,71,4,51,9
LINK-005579,Bronx,207,14,40.867038,-73.896537,Live,30 EAST KINGSBRIDGE ROAD,10468,bx-07-145690,11/08/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Bedford Park-Fordham North,2014144,2031910043,2040100,MORRIS AVENUE,JEROME AVENUE,SW,"(40.867038, -73.896537)",11606,24,5,29,34
mn-07-107919,Manhattan,107,6,40.79342581,-73.97304342,Live,250 WEST 94 STREET,10025,mn-07-107919,02/06/2018 12:00:00 AM,10/06/2017 12:00:00 AM,Upper West Side,1033653,1012410052,1017900,BROADWAY,POMANDER WALK,SW,"(40.79342581, -73.97304342)",12422,20,4,19,15
mn-10-119988,Manhattan,110,9,40.80579247,-73.95426274,Live,2190 FREDERICK DOUGLASS BOULEVARD,10026,mn-10-119988,08/18/2017 12:00:00 AM,06/17/2017 12:00:00 AM,Central Harlem South,1058408,1019240001,1022000,WEST 118 STREET,WEST 119 STREET,NE,"(40.80579247, -73.95426274)",12423,18,4,36,18
mn-03-123149,Manhattan,103,2,40.73414056,-73.98941209,Live,92 EAST 14 STREET,10003,mn-03-123149,11/10/2016 12:00:00 AM,10/22/2016 12:00:00 AM,East Village,1077569,1005590009,1004200,4 AVENUE,IRVING PLACE,SE,"(40.73414056, -73.98941209)",11724,70,4,50,5
mn-12-111616,Manhattan,112,7,40.835546,-73.944011,Live,3823 BROADWAY,10032,mn-12-111616,05/21/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Washington Heights South,1063349,1021370001,1024500,WEST 159 STREET,WEST 160 STREET,NW,"(40.835546, -73.944011)",13090,47,4,23,21
mn-10-120049,Manhattan,110,9,40.80879309,-73.94812464,Live,166 WEST 125 STREET,10027,mn-10-120049,01/09/2017 12:00:00 AM,11/14/2016 12:00:00 AM,Central Harlem South,1057837,1019090063,1022200,ADAM CLAYTON POWELL JR BOULEVARD,LENOX AVENUE,SE,"(40.80879309, -73.94812464)",12424,18,4,36,18
mn-07-133626,Manhattan,107,7,40.79728379,-73.96965239,Live,2640 BROADWAY,10025,mn-07-133626,03/14/2018 12:00:00 AM,10/15/2017 12:00:00 AM,Upper West Side,1056481,1018720019,1018700,WEST 100 STREET,WEST 101 STREET,NE,"(40.79728379, -73.96965239)",12422,20,4,23,15
LINK-020768,Brooklyn,301,33,40.719511,-73.946853,Live,434 MANHATTAN AVENUE,11222,bk-01-145858,08/15/2017 12:00:00 AM,06/30/2017 12:00:00 AM,Greenpoint,3067915,3027240007,3049900,BAYARD STREET,MEEKER AVENUE,SE,"(40.719511, -73.946853)",18182,36,2,38,57
mn-05-122369,Manhattan,105,3,40.74972091,-73.98808378,Live,1293 BROADWAY,10001,mn-05-122369,07/19/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1015199,1008090045,1010100,WEST 34 STREET,WEST 33 STREET,NW,"(40.74972091, -73.98808378)",11722,11,4,10,8
mn-07-133628,Manhattan,107,7,40.79642525,-73.97027901,Live,2618 BROADWAY,10025,mn-07-133628,08/18/2017 12:00:00 AM,07/07/2017 12:00:00 AM,Upper West Side,1056408,1018700043,1018700,WEST 99 STREET,WEST 98 STREET,SE,"(40.79642525, -73.97027901)",12422,20,4,23,15
