CB Link ID,Borough,Community Board,Council District,Latitude,Longitude,Project Status,Street Address,Postcode,Link Site ID,Link Smoke Tested and Activated (A),Link Installation (A),Neighborhood Tabulation Area (NTA),Building Identification Number (BIN),Borough-Block-Lot (BBL),Census Tract (CT),Cross Street 1,Cross Street 2,IxN Corner,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts
mn-04-134100,Manhattan,104,3,40.74282792,-73.99300348,Live,711 6 AVENUE,10011,mn-04-134100,07/06/2018 12:00:00 AM,02/12/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014803,1007980049,1009100,WEST 23 STREET,WEST 22 STREET,SW,"(40.74282792, -73.99300348)",12074,12,4,10,7
mn-07-121323,Manhattan,107,6,40.77544328,-73.98236687,Live,1995 BROADWAY,10023,mn-07-121323,10/06/2017 12:00:00 AM,06/17/2017 12:00:00 AM,Lincoln Square,1070358,1011397502,1015300,WEST 68 STREET,WEST 67 STREET,NW,"(40.77544328, -73.98236687)",12420,20,4,19,12
mn-06-121816,Manhattan,106,4,40.753899,-73.972326,Live,754 3 AVENUE,10017,mn-06-121816,02/22/2016 12:00:00 AM,02/07/2016 12:00:00 AM,Turtle Bay-East Midtown,1036207,1013010033,1009200,EAST 47 STREET,EAST 46 STREET,SW,"(40.753899, -73.972326)",12079,71,4,51,9
mn-05-135892,Manhattan,105,4,40.75254482,-73.9795852,Live,300 MADISON AVENUE,10017,mn-05-135892,07/19/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Murray Hill-Kips Bay,1085972,1012760058,1008200,EAST 42 STREET,EAST 41 STREET,MIDBLOCK,"(40.75254482, -73.9795852)",12079,11,4,51,8
mn-06-133664,Manhattan,106,2,40.74582381,-73.98003507,Live,221 LEXINGTON AVENUE,10016,mn-06-133664,05/31/2018 12:00:00 AM,04/07/2018 12:00:00 AM,Murray Hill-Kips Bay,1018494,1008890022,1007200,EAST 33 STREET,EAST 34 STREET,NE,"(40.74582381, -73.98003507)",12078,71,4,50,9
bx-01-117230,Bronx,201,8,40.80737752,-73.91700042,Live,256 ST. ANN'S AVENUE,10454,bx-01-117230,07/02/2018 12:00:00 AM,02/25/2018 12:00:00 AM,Mott Haven-Port Morris,2003623,2025510003,2002702,EAST 139 STREET,MONSIGNOR GERALD J RYAN BOULEVAR,SE,"(40.80737752, -73.91700042)",10932,49,5,35,23
bx-05-119606,Bronx,205,14,40.86063,-73.902369,Live,2374 JEROME AVENUE,10468,bx-05-119606,07/01/2016 12:00:00 AM,06/09/2016 12:00:00 AM,Fordham South,2014093,2031880001,2023900,EAST 184 STREET,EAST FORDHAM ROAD,NE,"(40.86063, -73.902369)",11606,6,5,29,29
mn-08-135119,Manhattan,108,5,40.76258315803982,-73.95945972744822,Live,400 EAST 64 STREET,10065,mn-08-135119,03/30/2021 12:00:00 AM,03/23/2018 12:00:00 AM,Lenox Hill-Roosevelt Island,1045387,1014580045,1010602,1 AVENUE,EAST 63 STREET,SE,"(40.76258315803982, -73.95945972744822)",10090,23,4,1,11
mn-06-121527,Manhattan,106,4,40.750156,-73.974741,Live,639 3 AVENUE,10017,mn-06-121527,07/01/2016 12:00:00 AM,06/11/2016 12:00:00 AM,Turtle Bay-East Midtown,1037545,1013150001,1008800,EAST 41 STREET,EAST 42 STREET,SE,"(40.750156, -73.974741)",12079,71,4,51,9
mn-05-133695,Manhattan,105,2,40.74417468,-73.98754894,Live,233 5 AVENUE,10016,mn-05-133695,04/04/2018 12:00:00 AM,08/12/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1016882,1008570001,1005600,EAST 27 STREET,EAST 28 STREET,NE,"(40.74417468, -73.98754894)",12078,11,4,50,7
mn-09-136852,Manhattan,109,7,40.829424,-73.948046,Live,3632 BROADWAY,10031,mn-09-136852,03/13/2018 12:00:00 AM,10/28/2017 12:00:00 AM,Hamilton Heights,1062124,1020810061,1023300,WEST 149 STREET,WEST 150 STREET,SE,"(40.829424, -73.948046)",12428,37,4,23,19
mn-05-122657,Manhattan,105,4,40.763036,-73.981711,Live,821 7 AVENUE,10019,mn-05-122657,06/29/2017 12:00:00 AM,04/01/2017 12:00:00 AM,Midtown-Midtown South,1023166,1010067501,1013100,WEST 53 STREET,WEST 54 STREET,NE,"(40.763036, -73.981711)",12081,11,4,51,10
mn-10-119886,Manhattan,110,9,40.82079611,-73.94328498,Live,2660 FREDERICK DOUGLASS BOULEVARD,10030,mn-10-119886,12/16/2016 12:00:00 AM,11/14/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1086080,1020270001,1023000,WEST 142 STREET,WEST 141 STREET,SE,"(40.82079611, -73.94328498)",12427,18,4,36,20
LINK-018224,Bronx,201,8,40.81359474,-73.93040028,Live,250 WALTON AVENUE,10451,bx-01-145821,05/16/2017 12:00:00 AM,04/15/2017 12:00:00 AM,West Concourse,2001020,2023440001,2006300,EAST 138 STREET,EAST 140 STREET,NE,"(40.81359474, -73.93040028)",10929,49,5,35,23
LINK-021403,Queens,409,29,40.70063483,-73.82709687,Live,123-08 JAMAICA AVENUE,11418,qu-09-145912,09/25/2017 12:00:00 AM,08/19/2017 12:00:00 AM,Richmond Hill,4196009,4093320005,4014201,123 STREET,124 STREET,SE,"(40.70063483, -73.82709687)",24014,46,3,28,60
LINK-018064,Brooklyn,302,35,40.68454905,-73.97022462,Live,770 FULTON STREET,11238,bk-02-145753,03/24/2017 12:00:00 AM,03/02/2017 12:00:00 AM,Fort Greene,3321980,3020070014,3017900,ADELPHI STREET,CARLTON AVENUE,SW,"(40.68454905, -73.97022462)",13829,68,2,48,55
LINK-021397,Queens,409,32,40.697047,-73.837293,Live,86-56 111 STREET,11418,qu-09-145878,08/23/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Richmond Hill,4192617,4092240031,4012800,JAMAICA AVENUE,86 AVENUE,NW,"(40.697047, -73.837293)",24014,46,3,41,60
mn-04-115165,Manhattan,104,3,40.74267426,-73.996549,Live,183 7 AVENUE,10011,mn-04-115165,05/11/2018 12:00:00 AM,03/18/2018 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1014761,1007960073,1008700,WEST 21 STREET,WEST 20 STREET,SE,"(40.74267426, -73.996549)",12074,12,4,10,7
LINK-018146,Queens,402,30,40.739393,-73.892498,Live,70-50 QUEENS BOULEVARD,11377,qu-02-145740,03/20/2017 12:00:00 AM,02/25/2017 12:00:00 AM,Elmhurst-Maspeth,4056418,4024440040,4048900,72 STREET,70 STREET,SW,"(40.739393, -73.892498)",14787,53,3,34,66
bk-17-126292,Brooklyn,317,41,40.651341,-73.940166,Live,3923 CHURCH AVENUE,11203,bk-17-126292,07/24/2018 12:00:00 AM,02/26/2018 12:00:00 AM,East Flatbush-Farragut,3108908,3048760033,3081400,EAST 40 STREET,EAST 39 STREET,NW,"(40.651341, -73.940166)",16866,61,2,17,40
mn-05-122453,Manhattan,105,3,40.747904,-73.992745,Live,341 7 AVENUE,10001,mn-05-122453,12/16/2016 12:00:00 AM,10/22/2016 12:00:00 AM,Midtown-Midtown South,1015135,1008050001,1009500,WEST 29 STREET,WEST 30 STREET,SE,"(40.747904, -73.992745)",11722,11,4,10,8
mn-10-120062,Manhattan,110,9,40.821828,-73.939286,Live,201 WEST 145 STREET,10039,mn-10-120062,09/12/2017 12:00:00 AM,07/19/2017 12:00:00 AM,Central Harlem North-Polo Grounds,1060482,1020310029,1023200,ADAM CLAYTON POWELL JR BOULEVARD,FREDERICK DOUGLASS BOULEVARD,NW,"(40.821828, -73.939286)",13097,18,4,36,20
mn-07-121209,Manhattan,107,6,40.78186119,-73.97913747,Live,355 AMSTERDAM AVENUE,10024,mn-07-121209,05/17/2018 12:00:00 AM,02/17/2018 12:00:00 AM,Upper West Side,1030188,1011480061,1016100,WEST 77 STREET,WEST 78 STREET,NE,"(40.78186119, -73.97913747)",12421,20,4,19,12
bx-04-113552,Bronx,204,8,40.82782471,-73.9248328,Live,875 GERARD AVENUE,10452,bx-04-113552,07/15/2016 12:00:00 AM,07/01/2016 12:00:00 AM,West Concourse,2002991,2024840035,2019500,EAST 161 STREET,EAST 162 STREET,NW,"(40.82782471, -73.9248328)",10930,50,5,35,27
bk-03-126647,Brooklyn,303,41,40.678654,-73.916507,Live,1961 FULTON STREET,11233,bk-03-126647,02/24/2017 12:00:00 AM,11/11/2016 12:00:00 AM,Stuyvesant Heights,3041785,3015360001,3037900,SARATOGA AVENUE,HULL STREET,NW,"(40.678654, -73.916507)",13516,69,2,17,52
mn-02-133831,Manhattan,102,2,40.734036,-73.991208,Live,62 EAST 13 STREET,10003,mn-02-133831,11/10/2016 12:00:00 AM,10/15/2016 12:00:00 AM,West Village,1080130,1005647501,1006100,BROADWAY,UNION SQUARE WEST,SW,"(40.734036, -73.991208)",11724,57,4,50,3
mn-07-107743,Manhattan,107,7,40.80050433,-73.96610661,Live,200 WEST 106 STREET,10025,mn-07-107743,06/05/2018 12:00:00 AM,12/12/2017 12:00:00 AM,Upper West Side,1056619,1018770036,1019100,AMSTERDAM AVENUE,BROADWAY,SW,"(40.80050433, -73.96610661)",12422,20,4,23,15
mn-08-134750,Manhattan,108,4,40.762896,-73.965443,Live,1031 3 AVENUE,10065,mn-08-134750,03/29/2016 12:00:00 AM,03/05/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043779,1014160001,1011000,EAST 61 STREET,EAST 62 STREET,NE,"(40.762896, -73.965443)",10090,23,4,51,11
mn-12-120772,Manhattan,112,10,40.84727016,-73.93536211,Live,1359 ST. NICHOLAS AVENUE,10033,mn-12-120772,02/06/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063550,1021440042,1026300,WEST 178 STREET,WEST 177 STREET,SW,"(40.84727016, -73.93536211)",13091,47,4,39,21
mn-01-145538,Manhattan,101,1,40.72287042,-74.00797977,Live,200 HUDSON STREET,10013,mn-01-145538,10/10/2017 12:00:00 AM,08/05/2017 12:00:00 AM,SoHo-TriBeCa-Civic Center-Little Italy,1002854,1002210030,1003300,DESBROSSES STREET,VESTRY STREET,NE,"(40.72287042, -74.00797977)",12076,56,4,32,1
mn-03-123820,Manhattan,103,2,40.725641,-73.989698,Live,54 2 AVENUE,10003,mn-03-123820,09/15/2016 12:00:00 AM,09/02/2016 12:00:00 AM,East Village,1006162,1004450001,1003800,EAST 3 STREET,EAST 4 STREET,NE,"(40.725641, -73.989698)",11724,70,4,50,5
bx-04-119146,Bronx,204,8,40.818942,-73.92837,Live,135 EAST 149 STREET,10451,bx-04-119146,06/15/2016 12:00:00 AM,05/12/2016 12:00:00 AM,West Concourse,2001114,2023520053,2006300,WALTON AVENUE,GERARD AVENUE,NW,"(40.818942, -73.92837)",10929,50,5,35,27
mn-06-133521,Manhattan,106,2,40.73534819,-73.98584567,Live,188 3 AVENUE,10003,mn-06-133521,01/19/2016 12:00:00 AM,12/28/2015 12:00:00 AM,Gramercy,1017853,1008730033,1005000,EAST 17 STREET,EAST 18 STREET,NW,"(40.73534819, -73.98584567)",11724,71,4,50,7
mn-05-121959,Manhattan,105,4,40.75863294,-73.97534075,Live,23 EAST 51 STREET,10022,mn-05-121959,05/26/2017 12:00:00 AM,04/30/2017 12:00:00 AM,Midtown-Midtown South,1035470,1012870014,1010200,MADISON AVENUE,5 AVENUE,NW,"(40.75863294, -73.97534075)",12419,11,4,51,10
LINK-018149,Queens,402,26,40.740962,-73.901886,Live,63-14 QUEENS BOULEVARD,11377,qu-02-145778,03/28/2017 12:00:00 AM,03/04/2017 12:00:00 AM,Woodside,4053628,4023247501,4024500,64 STREET,61 STREET,SW,"(40.740962, -73.901886)",14787,53,3,33,66
LINK-020655,Brooklyn,302,33,40.686177,-73.991014,Live,71 WYCKOFF STREET,11201,bk-02-145904,09/18/2017 12:00:00 AM,07/31/2017 12:00:00 AM,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3005750,3003840049,3006900,SMITH STREET,COURT STREET,NW,"(40.686177, -73.991014)",16865,68,2,38,54
qu-06-124182,Queens,406,29,40.717664,-73.836262,Live,112-28 QUEENS BOULEVARD,11375,qu-06-124182,07/29/2016 12:00:00 AM,07/20/2016 12:00:00 AM,Forest Hills,4449594,4033397501,4076901,76 AVENUE,75 ROAD,SW,"(40.717664, -73.836262)",14786,40,3,28,70
mn-03-138537,Manhattan,103,2,40.73023165,-73.98926217,Live,35 3 AVENUE,10003,mn-03-138537,10/21/2016 12:00:00 AM,09/18/2016 12:00:00 AM,East Village,1006764,1004650001,1004000,EAST 9 STREET,EAST 10 STREET,NE,"(40.73023165, -73.98926217)",11724,70,4,50,5
mn-09-140440,Manhattan,109,7,40.81559377,-73.95450726,Live,1417 AMSTERDAM AVENUE,10027,mn-09-140440,06/14/2017 12:00:00 AM,11/19/2016 12:00:00 AM,Manhattanville,1059619,1019690079,1021303,WEST 129 STREET,WEST 130 STREET,SE,"(40.81559377, -73.95450726)",12424,37,4,23,17
qu-04-125340,Queens,404,25,40.74754337,-73.88409786,Live,81-18 ROOSEVELT AVENUE,11372,qu-04-125340,09/07/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Elmhurst,4036867,4014920009,4026901,82 STREET,81 STREET,SW,"(40.74754337, -73.88409786)",14784,66,3,5,68
mn-06-121529,Manhattan,106,4,40.74960493,-73.9755338,Live,155 EAST 40 STREET,10017,mn-06-121529,12/05/2016 12:00:00 AM,11/13/2016 12:00:00 AM,Murray Hill-Kips Bay,1036148,1012950033,1008000,3 AVENUE,LEXINGTON AVENUE,NW,"(40.74960493, -73.9755338)",12079,71,4,51,9
mn-05-136688,Manhattan,105,4,40.74671976,-73.98593572,Live,302 5 AVENUE,10001,mn-05-136688,05/10/2017 12:00:00 AM,03/18/2017 12:00:00 AM,Midtown-Midtown South,1015816,1008330038,1007600,WEST 31 STREET,WEST 32 STREET,NW,"(40.74671976, -73.98593572)",11722,11,4,51,8
mn-07-107927,Manhattan,107,6,40.784128,-73.979996,Live,2227 BROADWAY,10024,mn-07-107927,01/03/2018 12:00:00 AM,10/11/2017 12:00:00 AM,Upper West Side,1032623,1012270006,1016700,WEST 79 STREET,WEST 80 STREET,NW,"(40.784128, -73.979996)",12421,20,4,19,12
qu-12-144028,Queens,412,24,40.70376856,-73.79934332,Live,159-29 JAMAICA AVENUE,11432,qu-12-144028,09/28/2016 12:00:00 AM,08/18/2016 12:00:00 AM,Jamaica,4208839,4097560056,4044601,160 STREET,PARSONS BOULEVARD,NW,"(40.70376856, -73.79934332)",24340,41,3,24,61
mn-12-134789,Manhattan,112,10,40.84687477,-73.93565287,Live,1341 ST. NICHOLAS AVENUE,10033,mn-12-134789,10/14/2020 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063551,1021440045,1026300,WEST 177 STREET,WEST 178 STREET,NW,"(40.84687477, -73.93565287)",13091,47,4,39,21
mn-07-121191,Manhattan,107,6,40.77653006,-73.98301515,Live,197 AMSTERDAM AVENUE,10023,mn-07-121191,10/07/2016 12:00:00 AM,08/19/2016 12:00:00 AM,Lincoln Square,1028950,1011407501,1015300,WEST 69 STREET,WEST 68 STREET,SE,"(40.77653006, -73.98301515)",12420,20,4,19,12
mn-06-133531,Manhattan,106,2,40.73476963,-73.98625935,Live,180 3 AVENUE,10003,mn-06-133531,01/27/2016 12:00:00 AM,01/08/2016 12:00:00 AM,Gramercy,1017822,1008720035,1005000,EAST 16 STREET,EAST 17 STREET,NW,"(40.73476963, -73.98625935)",11724,71,4,50,7
LINK-021522,Brooklyn,307,38,40.662189,-73.996017,Live,691 4 AVENUE,11232,bk-07-145867,08/22/2017 12:00:00 AM,07/15/2017 12:00:00 AM,Sunset Park West,3000000,3006430001,3014500,22 STREET,21 STREET,NE,"(40.662189, -73.996017)",13515,9,2,7,45
mn-05-133511,Manhattan,105,4,40.76063217,-73.98428289,Live,208 WEST 49 STREET,10019,mn-05-133511,07/19/2016 12:00:00 AM,04/30/2016 12:00:00 AM,Midtown-Midtown South,1024779,1010200038,1012500,BROADWAY,7 AVENUE,NW,"(40.76063217, -73.98428289)",12081,11,4,51,10
mn-04-123541,Manhattan,104,3,40.73971856,-74.00221656,Live,265 WEST 14 STREET,10011,mn-04-123541,04/07/2016 12:00:00 AM,03/11/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1013711,1007640001,1008100,8 AVENUE,7 AVENUE,NE,"(40.73971856, -74.00221656)",12074,12,4,10,6
mn-04-122406,Manhattan,104,3,40.76065999,-73.99820283,Live,560 WEST 42 STREET,10036,mn-04-122406,01/17/2019 12:00:00 AM,05/19/2018 12:00:00 AM,Murray Hill-Kips Bay,1018483,1008880044,1007200,11 AVENUE,10 AVENUE,SE,"(40.76065999, -73.99820283)",13094,12,4,10,6
mn-04-138190,Manhattan,104,3,40.74077246,-73.9982041,Live,120 7 AVENUE,10011,mn-04-138190,03/20/2018 12:00:00 AM,11/11/2017 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1086067,1007677503,1008100,WEST 18 STREET,WEST 17 STREET,MIDBLOCK,"(40.74077246, -73.9982041)",12074,12,4,10,6
mn-05-123647,Manhattan,105,3,40.74320284,-73.98920582,Live,1123 BROADWAY,10010,mn-05-123647,12/05/2016 12:00:00 AM,10/29/2016 12:00:00 AM,Hudson Yards-Chelsea-Flatiron-Union Square,1015618,1008270028,1005800,WEST 25 STREET,WEST 26 STREET,SW,"(40.74320284, -73.98920582)",12073,11,4,10,7
mn-04-144139,Manhattan,104,3,40.76735759,-73.98256354,Live,989 8 AVENUE,10019,mn-04-144139,08/03/2016 12:00:00 AM,07/20/2016 12:00:00 AM,Clinton,1026054,1010480033,1013900,WEST 57 STREET,WEST 58 STREET,SW,"(40.76735759, -73.98256354)",12081,12,4,10,10
mn-10-111709,Manhattan,110,9,40.81265566,-73.94948944,Live,2407 FREDERICK DOUGLASS BOULEVARD,10027,mn-10-111709,11/16/2016 12:00:00 AM,10/14/2016 12:00:00 AM,Central Harlem North-Polo Grounds,1059403,1019550017,1021500,WEST 129 STREET,WEST 128 STREET,SW,"(40.81265566, -73.94948944)",12424,18,4,36,20
mn-07-121346,Manhattan,107,6,40.777921,-73.981853,Live,2060 BROADWAY,10023,mn-07-121346,02/27/2017 12:00:00 AM,01/27/2017 12:00:00 AM,Lincoln Square,1029873,1011430001,1015700,WEST 71 STREET,WEST 72 STREET,NE,"(40.777921, -73.981853)",12420,20,4,19,12
LINK-018384,Staten Island,502,50,40.57346599,-74.10691685,Live,2361 HYLAN BOULEVARD,10306,si-02-145737,02/28/2017 12:00:00 AM,02/19/2017 12:00:00 AM,New Dorp-Midland Beach,5052769,5036440001,5012200,OTIS AVENUE,BRYANT AVENUE,NW,"(40.57346599, -74.10691685)",10693,30,1,14,76
mn-06-137072,Manhattan,106,4,40.75071654,-73.97408803,Live,201 EAST 42 STREET,10017,mn-06-137072,03/09/2016 12:00:00 AM,02/07/2016 12:00:00 AM,Turtle Bay-East Midtown,1037549,1013160001,1008800,3 AVENUE,2 AVENUE,NE,"(40.75071654, -73.97408803)",12079,71,4,51,9
mn-07-121239,Manhattan,107,6,40.78502125,-73.97880715,Live,236 WEST 81 STREET,10024,mn-07-121239,05/23/2016 12:00:00 AM,04/22/2016 12:00:00 AM,Upper West Side,1070992,1012287501,1016700,BROADWAY,AMSTERDAM AVENUE,SE,"(40.78502125, -73.97880715)",12421,20,4,19,12
25088,Queens,412,27,40.7078366,-73.7859064,Installed,173-20 JAMAICA AVENUE,11433,qu-12-114989,,04/28/2022 12:00:00 AM,Jamaica,4217495,4102120018,4044400,175th Street,173rd Street,,"(40.7078366, -73.7859064)",24668,41,3,6,61
mn-05-122591,Manhattan,105,3,40.760283,-73.987313,Live,270 WEST 47 STREET,10036,mn-05-122591,10/02/2017 12:00:00 AM,07/29/2017 12:00:00 AM,Midtown-Midtown South,1024748,1010180061,1012500,8 AVENUE,BROADWAY,SE,"(40.760283, -73.987313)",13094,11,4,10,10
mn-08-135983,Manhattan,108,4,40.764097,-73.970823,Live,20 EAST 60 STREET,10022,mn-08-135983,05/19/2017 12:00:00 AM,01/29/2017 12:00:00 AM,Upper East Side-Carnegie Hill,1040761,1013740047,1011401,MADISON AVENUE,PARK AVENUE,SE,"(40.764097, -73.970823)",12419,23,4,51,11
mn-12-135041,Manhattan,112,10,40.84844385,-73.934241,Live,1398 ST. NICHOLAS AVENUE,10033,mn-12-135041,03/01/2018 12:00:00 AM,12/06/2017 12:00:00 AM,Washington Heights South,1063625,1021530036,1026100,WEST 180 STREET,WEST 179 STREET,SE,"(40.84844385, -73.934241)",13091,47,4,39,22
qu-12-141541,Queens,412,27,40.70460911,-73.79680056,Live,163-02 JAMAICA AVENUE,11433,qu-12-141541,09/23/2016 12:00:00 AM,08/27/2016 12:00:00 AM,Jamaica,4216196,4101510001,4044601,163 STREET,GUY R BREWER BOULEVARD,SE,"(40.70460911, -73.79680056)",24340,41,3,6,61
mn-08-135082,Manhattan,108,5,40.76695173,-73.95646462,Live,1320 1 AVENUE,10021,mn-08-135082,03/06/2018 12:00:00 AM,12/07/2017 12:00:00 AM,Lenox Hill-Roosevelt Island,1045808,1014650001,1012400,EAST 71 STREET,EAST 70 STREET,SE,"(40.76695173, -73.95646462)",12083,23,4,1,11
mn-07-133393,Manhattan,107,6,40.784712,-73.979564,Live,2245 BROADWAY,10024,mn-07-133393,11/21/2016 12:00:00 AM,11/05/2016 12:00:00 AM,Upper West Side,1081047,1012280008,1016700,WEST 80 STREET,WEST 81 STREET,NW,"(40.784712, -73.979564)",12421,20,4,19,12
LINK-014507,Bronx,202,17,40.8089283,-73.8820867,Installed,1360 EAST BAY AVENUE,10474,bx-02-145582,,07/01/2022 12:00:00 AM,Hunts Point,2006920,2027720213,2009300,EAST BAY AVENUE,VIELE AVENUE,,"(40.8089283, -73.8820867)",12343,8,5,43,24
mn-08-121048,Manhattan,108,4,40.77956091,-73.9599541,Live,26 EAST 84 STREET,10028,mn-08-121048,11/24/2020 12:00:00 AM,04/10/2018 12:00:00 AM,Upper East Side-Carnegie Hill,1046790,1014950057,1014200,MADISON AVENUE,5 AVENUE,SW,"(40.77956091, -73.9599541)",12425,23,4,51,11
qu-03-139602,Queens,403,25,40.74741228,-73.88761509,Live,37-69 78 STREET,11372,qu-03-139602,08/25/2017 12:00:00 AM,07/08/2017 12:00:00 AM,Jackson Heights,4029944,4012890043,4028500,ROOSEVELT AVENUE,37 AVENUE,NE,"(40.74741228, -73.88761509)",14783,65,3,5,73
mn-08-121734,Manhattan,108,4,40.76160412,-73.9663883,Live,991 3 AVENUE,10022,mn-08-121734,03/29/2016 12:00:00 AM,02/27/2016 12:00:00 AM,Lenox Hill-Roosevelt Island,1043336,1014140001,1011000,EAST 59 STREET,EAST 60 STREET,NE,"(40.76160412, -73.9663883)",12419,23,4,51,11
mn-12-131047,Manhattan,112,10,40.85487571,-73.9293896,Live,599 WEST 190 STREET,10040,mn-12-131047,06/05/2018 12:00:00 AM,04/19/2018 12:00:00 AM,Washington Heights North,1063863,1021610001,1027700,ST NICHOLAS AVENUE,AUDUBON AVENUE,NE,"(40.85487571, -73.9293896)",13098,47,4,39,22
mn-05-122608,Manhattan,105,3,40.76399635,-73.98471931,Live,888 8 AVENUE,10019,mn-05-122608,11/21/2016 12:00:00 AM,10/15/2016 12:00:00 AM,Midtown-Midtown South,1024825,1010240001,1013100,WEST 53 STREET,WEST 52 STREET,SE,"(40.76399635, -73.98471931)",12081,11,4,10,10
LINK-019891,Queens,401,26,40.758221,-73.91723,Repair Pending,42-01 BROADWAY,11103,qu-01-145951,01/09/2018 12:00:00 AM,09/30/2017 12:00:00 AM,Astoria,4436925,4006920008,4015500,42 STREET,43 STREET,NE,"(40.758221, -73.91723)",16860,39,3,33,72
mn-06-134536,Manhattan,106,2,40.737597,-73.98389,Live,201 3 AVENUE,10010,mn-06-134536,05/22/2017 12:00:00 AM,04/29/2017 12:00:00 AM,Gramercy,1019633,1009020001,1006400,EAST 21 STREET,EAST 22 STREET,NE,"(40.737597, -73.98389)",12073,71,4,50,7
mn-09-120493,Manhattan,109,9,40.81120483,-73.95384878,Live,380 WEST 125 STREET,10027,mn-09-120493,08/30/2018 12:00:00 AM,04/07/2018 12:00:00 AM,Morningside Heights,1087468,1019510004,1020901,MORNINGSIDE AVENUE,ST NICHOLAS AVENUE,SE,"(40.81120483, -73.95384878)",12424,37,4,36,17
LINK-019782,Queens,401,26,40.75149813,-73.93415739,Live,30-25 NORTHERN BOULEVARD,11101,qu-01-145946,01/09/2018 12:00:00 AM,09/16/2017 12:00:00 AM,Queensbridge-Ravenswood-Long Island City,4000000,4004020001,4003100,40 AVENUE,40 ROAD,NE,"(40.75149813, -73.93415739)",16858,39,3,33,72
35066,Queens,412,27,40.6999807,-73.7632759,Installed,112-55 FARMERS BOULEVARD,11412,qu-12-101876,,07/19/2022 12:00:00 AM,St. Albans,4235050,4109680105,4052400,Farmers Boulevard,113th Avenue,,"(40.6999807, -73.7632759)",15312,41,3,6,71
mn-12-100263,Manhattan,112,7,40.83386084,-73.94144661,Live,1988 AMSTERDAM AVENUE,10032,mn-12-100263,07/21/2016 12:00:00 AM,07/15/2016 12:00:00 AM,Washington Heights South,1062765,1021170037,1024500,WEST 159 STREET,WEST 158 STREET,MIDBLOCK,"(40.83386084, -73.94144661)",13090,47,4,23,21
LINK-019365,Brooklyn,303,36,40.678818,-73.949579,Live,545 NOSTRAND AVENUE,11216,bk-03-145843,05/31/2017 12:00:00 AM,05/06/2017 12:00:00 AM,Crown Heights North,3329718,3018670005,3024700,HERKIMER PLACE,ATLANTIC AVENUE,NE,"(40.678818, -73.949579)",17618,69,2,49,51
mn-07-144086,Manhattan,107,6,40.77724121,-73.9786294,Live,58 WEST 72 STREET,10023,mn-07-144086,12/02/2020 12:00:00 AM,05/31/2018 12:00:00 AM,Lincoln Square,1028626,1011240062,1015700,COLUMBUS AVENUE,CENTRAL PARK WEST,SE,"(40.77724121, -73.9786294)",12420,20,4,19,12
mn-06-137315,Manhattan,106,4,40.75711322,-73.97008839,Live,190 EAST 52 STREET,10022,mn-06-137315,02/05/2019 12:00:00 AM,03/10/2018 12:00:00 AM,Turtle Bay-East Midtown,1036462,1013060033,1010000,3 AVENUE,LEXINGTON AVENUE,SW,"(40.75711322, -73.97008839)",12419,71,4,51,9
mn-07-133415,Manhattan,107,6,40.78622273,-73.97799347,Live,2298 BROADWAY,10024,mn-07-133415,04/27/2016 12:00:00 AM,04/06/2016 12:00:00 AM,Upper West Side,1032769,1012300043,1017100,WEST 83 STREET,WEST 82 STREET,SE,"(40.78622273, -73.97799347)",12421,20,4,19,12
LINK-021234,Brooklyn,301,33,40.71851349,-73.95723131,Live,153 NORTH 8 STREET,11249,bk-01-146073,08/02/2018 12:00:00 AM,02/26/2018 12:00:00 AM,North Side-South Side,3061793,3023110030,3051700,BEDFORD AVENUE,BERRY STREET,NE,"(40.71851349, -73.95723131)",17613,36,2,38,57
mn-05-122814,Manhattan,105,4,40.75495098,-73.98389868,Live,1100 6 AVENUE,10036,mn-05-122814,04/03/2018 12:00:00 AM,07/29/2017 12:00:00 AM,Midtown-Midtown South,1034195,1012580001,1009600,WEST 42 STREET,WEST 43 STREET,NE,"(40.75495098, -73.98389868)",10094,11,4,51,8
mn-06-121842,Manhattan,106,4,40.758993,-73.968727,Live,162 EAST 55 STREET,10022,mn-06-121842,07/01/2016 12:00:00 AM,06/04/2016 12:00:00 AM,Turtle Bay-East Midtown,1036483,1013090039,1010000,3 AVENUE,LEXINGTON AVENUE,SW,"(40.758993, -73.968727)",12419,71,4,51,9
