"school_year","building_code","dbn","location_name","location_code","address","borough","geographical_district_code","register","building_name","schools","schools_in_building","major_n","oth_n","nocrim_n","prop_n","vio_n","engroupa","rangea","avgofmajor_n","avgofoth_n","avgofnocrim_n","avgofprop_n","avgofvio_n","borough_name","postcode","latitude","longitude","community_board","community_council","census_tract","bin","bbl","nta"
"2015-16","K650","14K488","Brooklyn Preparatory High School","K488","257 NORTH  6 STREET","K","14","513","257 NORTH  6 STREET CONSOLIDATED LOCATION","3","Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.715073","-73.954754","1","33","519","3062135","3023300011","North Side-South Side                                                      "
"2015-16","K650","14K558","Williamsburg High School for Architecture and Desi","K558","257 NORTH  6 STREET","K","14","573","257 NORTH  6 STREET CONSOLIDATED LOCATION","3","Brooklyn Preparatory High School |  Williamsburg High School for Architecture and Desi |  Williamsburg Preparatory School |  257 NORTH  6 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11211","40.715073","-73.954754","1","33","519","3062135","3023300011","North Side-South Side                                                      "
"2015-16","K655","15K656","Brooklyn High School of the Arts","K656","345 DEAN STREET","K","15","924","345 DEAN STREET CONSOLIDATED LOCATION","2","The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11217","40.683559","-73.98027","2","33","39","3001190","3001920013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K655",,"345 DEAN STREET CONSOLIDATED LOCATION",,"345 DEAN STREET","K","15","1449","345 DEAN STREET CONSOLIDATED LOCATION","2","The Math & Science Exploratory School |  Brooklyn High School of the Arts |  345 DEAN STREET CONSOLIDATED LOCATION","1","5","11","3","2","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","BROOKLYN ","11217","40.683559","-73.98027","2","33","39","3001190","3001920013","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K721","21K690","Brooklyn Studio Secondary School","K690","8310 21ST AVENUE","K","21","917",,"1","Brooklyn Studio Secondary School","0","2","3","0","1","5C","751-1000","0.38","1.71","2.38","0.98","0.82","BROOKLYN ","11214","40.604879","-73.994404","11","47","288","3165232","3063290032","Bensonhurst West                                                           "
"2015-16","K722","75K721","P.S. K721 - Brooklyn Occupational Training Center","K721","64 AVENUE X","K","21","527",,"1","P.S. K721 - Brooklyn Occupational Training Center","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11223","40.589317","-73.98131","13","47","308","3385667","3071850020","Gravesend                                                                  "
"2015-16","K798","19K065","P.S. 065","K065","696 JAMAICA AVENUE","K","19","660",,"1","P.S. 065","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11208","40.687145","-73.878547","5","37","117601","3397004","3041020019","Cypress Hills-City Line                                                    "
"2015-16","K804","15K519","Cobble Hill School of American Studies","K519","347 BALTIC STREET","K","15","589",,"1","Cobble Hill School of American Studies","0","4","16","0","4","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11201","40.684524","-73.990993","6","33","69","3006356","3003970011","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K805","13K419","Science Skills Center High School for Science, Tec","K419","49 FLATBUSH AVENUE EXTENSION","K","13","549","49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","3","Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11201","40.697339","-73.985016","2","33","15","3000216","3001200020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K805","13K439","Brooklyn International High School","K439","49 FLATBUSH AVENUE EXTENSION","K","13","362","49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","3","Urban Assembly High School of Music and Art |  Science Skills Center High School for Science, Tec |  Brooklyn International High School |  49 FLATBUSH AVENUE EXTENSION CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11201","40.697339","-73.985016","2","33","15","3000216","3001200020","DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           "
"2015-16","K824","17K489","W.E.B. Dubois Academic High School","K489","402 EASTERN PARKWAY","K","17","113",,"2","W.E.B. Dubois Academic High School I W.E.B. Dubois YABC","0","2","4","0","1","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11225","40.6701","-73.954972","9","35","323","3032886","3012670001","Crown Heights South                                                        "
"2015-16","K825","15K698","South Brooklyn Community High School","K698","173 CONOVER STREET","K","15","180",,"1","South Brooklyn Community High School","0","2","1","1","1","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11231","40.677969","-74.014363","6","38","53","3398190","3005750003","Carroll Gardens-Columbia Street-Red Hook                                   "
"2015-16","K834","75K372","P.S. 372 -The Children's School","K372","512 CARROLL STREET","K","15","208","512 CARROLL STREET CONSOLIDATED LOCATION","2","P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11215","40.676668","-73.985258","6","39","119","3007707","3004550001","Park Slope-Gowanus                                                         "
"2015-16","K834",,"512 CARROLL STREET CONSOLIDATED LOCATION",,"512 CARROLL STREET","K","15","208","512 CARROLL STREET CONSOLIDATED LOCATION","2","P.S. 372 -The Children's School | The Children's School | 512 CARROLL STREET CONSOLIDATED LOCATION","0","2","0","2","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11215","40.676668","-73.985258","6","39","119","3007707","3004550001","Park Slope-Gowanus                                                         "
"2015-16","K845","15K443","New Voices School of Academic & Creative Arts","K443","330 18 STREET","K","15","541","330 18 STREET CONSOLIDATED LOCATION","2","P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11215","40.660976","-73.988297","7","38","147","3331274","3008800001","Sunset Park West                                                           "
"2015-16","K845",,"330 18 STREET CONSOLIDATED LOCATION",,"330 18 STREET","K","15","1030","330 18 STREET CONSOLIDATED LOCATION","2","P.S. 295 |  New Voices School of Academic & Creative Arts |  330 18 STREET CONSOLIDATED LOCATION","0","1","0","1","0","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","BROOKLYN ","11215","40.660976","-73.988297","7","38","147","3331274","3008800001","Sunset Park West                                                           "
"2015-16","K860","18K673","East Brooklyn Community High School","K673","9517 KINGS HIGHWAY","K","18","181",,"2","East Brooklyn Community High School I PS 219 Annex","0","0","5","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11212","40.65911","-73.920368","17","41","886","3101218","3046500015","Rugby-Remsen Village                                                       "
"2015-16","M005","06M005","P.S. 005 Ellen Lurie","M005","3703 TENTH AVENUE","M",,"631",,"1","P.S. 005 Ellen Lurie","1","0","0","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10034","40.85899","-73.922894","12","10","299","1084201","1021500030","Marble Hill-Inwood                                                         "
"2015-16","K902","13K266","M.S. K266 - Park Place Community Middle School","K266","62 PARK PLACE","K","13","130","62 PARK PLACE CONSOLIDATED LOCATION","2","P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11217","40.678983","-73.976497","6","39","12902","3259250","3009410050","Park Slope-Gowanus                                                         "
"2015-16","K902","75K077","P.S. K077","K077","62 PARK PLACE","K","13","289","62 PARK PLACE CONSOLIDATED LOCATION","2","P.S. K077 |  M.S. K266 - Park Place Community Middle School |  M.S. K266 - Park Place Community Middle School","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","BROOKLYN ","11217","40.678983","-73.976497","6","39","12902","3259250","3009410050","Park Slope-Gowanus                                                         "
"2015-16","K907","17K568","Brownsville Academy High School","K568","1150 EAST NEW YORK AVENUE","K","17","163",,"1","Brownsville Academy High School","0","3","9","2","1","2C","1-250","0.24","0.71","1.71","0.51","0.32","BROOKLYN ","11212","40.666518","-73.924057","16","41","900","3080779","3035080012","Brownsville                                                                "
"2015-16","K909","13K499","ACORN Community High School","K499","561 GRAND AVENUE","K","13","373",,"1","ACORN Community High School","1","2","3","2","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11238","40.678488","-73.962105","8","35","305","3027982","3011410005","Crown Heights North                                                        "
"2015-16","K917","22K555","Brooklyn College Academy","K555","350 CONEY ISLAND AVENUE","K","15","596",,"1","Brooklyn College Academy","0","1","0","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11218","40.649404","-73.971736","7","39","504","3328370","3053220069","Windsor Terrace                                                            "
"2015-16","K932","79X695","PASSAGES ACADEMY AT BELMONT(BN)","X695","560 BROOK AVENUE","K","7","254",,"1","PASSAGES ACADEMY AT BELMONT(BN)","2","3","0","0","5","3C","251-500","0.27","0.9","1.67","0.63","0.44",,,,,,,,,,
"2015-16","K987","16K498","Brooklyn High School for Law and Technology","K498","1396 BROADWAY","K","16","650",,"1","Brooklyn High School for Law and Technology","0","2","12","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11221","40.688831","-73.920906","3","41","375","3039676","3014820001","Stuyvesant Heights                                                         "
"2015-16","K994","13K595","Bedford Academy High School","K595","1119 BEDFORD AVENUE","K","13","361",,"1","Bedford Academy High School","0","2","1","2","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","BROOKLYN ","11216","40.68538","-73.954302","3","36","243","3329679","3018120001","Bedford                                                                    "
"2015-16","KBZT","22K746","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL (BS)","K746","2186 MILL AVENUE","K","22","571",,"1","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL (BS)","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","BROOKLYN ","11234","40.613881","-73.912167","18","46","698","3332530","3084701091","Georgetown-Marine Park-Bergen Beach-Mill Basin                             "
"2015-16","L001","75Q256","P.S. Q256","Q256","525 CONVENT ROAD","O","0","501",,"1","P.S. Q256","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53",,,,,,,,,,
"2015-16","M002","02M002","P.S. 002 Meyer London","M002","122 HENRY STREET","M","2","672",,"1","P.S. 002 Meyer London","0","1","0","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10002","40.713273","-73.991339","3","1","6","1003248","1002730001","Lower East Side                                                            "
"2015-16","M003","02M003","P.S. 003 Charrette School","M003","490 HUDSON STREET","M","2","789",,"1","P.S. 003 Charrette School","0","2","1","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10014","40.732593","-74.006466","2","3","73","1009872","1005850041","West Village                                                               "
"2015-16","M007","04M007","P.S. 007 Samuel Stern","M007","160 EAST 120 STREET","M","4","372","160 EAST 120 STREET CONSOLIDATED LOCATION","2","P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.801007","-73.939349","11","8","196","1083501","1017680021","East Harlem North                                                          "
"2015-16","M007","04M406","Global Technology Preparatory","M406","160 EAST 120 STREET","M","4","156","160 EAST 120 STREET CONSOLIDATED LOCATION","2","P.S. 007 Samuel Stern |  Global Technology Preparatory |  160 EAST 120 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.801007","-73.939349","11","8","196","1083501","1017680021","East Harlem North                                                          "
"2015-16","M008","06M008","P.S. 008 Luis Belliard","M008","465 WEST 167 STREET","M","6","558",,"1","P.S. 008 Luis Belliard","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10032","40.838954","-73.936838","12","10","249","1081842","1021120001","Washington Heights South                                                   "
"2015-16","M009","03M009","P.S. 009 Sarah Anderson","M009","100 WEST  84 STREET","M","3","611","100 WEST  84 STREET CONSOLIDATED LOCATION","2","P.S. 009 Sarah Anderson |  M.S. 243 Center School |  100 WEST  84 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.785287","-73.97343","7","6","169","1032119","1012140029","Upper West Side                                                            "
"2015-16","M011","02M011","P.S. 011 William T. Harris","M011","320 WEST  21 STREET","M","2","921",,"1","P.S. 011 William T. Harris","0","0","0","0","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10011","40.744349","-74.000253","4","3","89","1013260","1007440024","Hudson Yards-Chelsea-Flatiron-Union Square                                 "
"2015-16","M013","04M013","J.H.S. 013 Jackie Robinson","M013","1573 MADISON AVENUE","M","4","N/A","1573 MADISON AVENUE CONSOLIDATED LOCATION","5","J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"2015-16","M013","84M518","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL(MN)","M518","1573 MADISON AVENUE","M","4","320","1573 MADISON AVENUE CONSOLIDATED LOCATION","5","J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"2015-16","M013","04M555","Central Park East High School","M555","1573 MADISON AVENUE","M","4","470","1573 MADISON AVENUE CONSOLIDATED LOCATION","5","J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"2015-16","M013",,"1573 MADISON AVENUE CONSOLIDATED LOCATION",,"1573 MADISON AVENUE","M","4","1239","1573 MADISON AVENUE CONSOLIDATED LOCATION","5","J.H.S. 013 Jackie Robinson|  Central Park East I|  Central Park East High School|  East Harlem Scholars Academy Charter School II|  East Harlem Scholars Academy Charter School|  1573 MADISON AVENUE CONSOLIDATED LOCATION","0","1","3","1","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10029","40.793763","-73.949381","11","8","17401","1051515","1016120050","East Harlem South                                                          "
"2015-16","M015","01M015","P.S. 015 Roberto Clemente","M015","333 EAST  4 STREET","M","1","176",,"1","P.S. 015 Roberto Clemente","0","0","0","0","0","2C","1-250","0.24","0.71","1.71","0.51","0.32","MANHATTAN","10009","40.721807","-73.979022","3","2","2601","1004415","1003740020","Lower East Side                                                            "
"2015-16","M017","02M408","Professional Performing Arts High School","M408","328 WEST  48 STREET","M","2","546","328 WEST  48 STREET CONSOLIDATED LOCATION","2","P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","4C","501-750","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10036","40.761448","-73.988019","4","3","127","1025092","1010380014","Clinton                                                                    "
"2015-16","M017",,"328 WEST  48 STREET CONSOLIDATED LOCATION",,"328 WEST  48 STREET","M","2","924","328 WEST  48 STREET CONSOLIDATED LOCATION","2","P.S. 212 Midtown West |  Professional Performing Arts High School |  328 WEST  48 STREET CONSOLIDATED LOCATION","0","1","2","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10036","40.761448","-73.988019","4","3","127","1025092","1010380014","Clinton                                                                    "
"2015-16","M025","01M378","School for Global Leaders","M378","145 STANTON STREET","M","1","264","145 STANTON STREET CONSOLIDATED LOCATION","3","Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.720581","-73.985645","3","1","3001","1004323","1003540080","Chinatown                                                                  "
"2015-16","M025","01M509","Marta Valle High School","M509","145 STANTON STREET","M","1","272","145 STANTON STREET CONSOLIDATED LOCATION","3","Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.720581","-73.985645","3","1","3001","1004323","1003540080","Chinatown                                                                  "
"2015-16","M025",,"145 STANTON STREET CONSOLIDATED LOCATION",,"145 STANTON STREET","M","1","1100","145 STANTON STREET CONSOLIDATED LOCATION","3","Marta Valle High School |  Lower East Side Preparatory High School |  145 STANTON STREET CONSOLIDATED LOCATION","1","9","12","7","1","6C","1001-1250","0.57","2.12","3.64","1.39","1.05","MANHATTAN","10002","40.720581","-73.985645","3","1","3001","1004323","1003540080","Chinatown                                                                  "
"2015-16","M028","06M028","P.S. 028 Wright Brothers","M028","475 WEST 155 STREET","M","6","704",,"1","P.S. 028 Wright Brothers","0","3","0","3","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10032","40.831227","-73.942143","12","7","239","1076739","1021070026","Washington Heights South                                                   "
"2015-16","M030","84M384      ","Success Academy Charter School - Harlem 2","M384","144-176 EAST 128 STREET","M","5","821","144-176 EAST 128 STREET CONSOLIDATED LOCATION","3","P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","5C","751-1000","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10035","40.805953","-73.935179","11","9","242","1054502","1017760020","East Harlem North                                                          "
"2015-16","M030",,"144-176 EAST 128 STREET CONSOLIDATED LOCATION",,"144-176 EAST 128 STREET","M","5","1712","144-176 EAST 128 STREET CONSOLIDATED LOCATION","3","P.S. 030 Hernandez/Hughes|  P.S. 138|  Success Academy Charter School - Harlem 2|  144-176 EAST 128 STREET CONSOLIDATED LOCATION","1","1","1","1","1","8C","1501-1750","0.54","2.15","4.33","1.29","1.06","MANHATTAN","10035","40.805953","-73.935179","11","9","242","1054502","1017760020","East Harlem North                                                          "
"2015-16","M034","01M034","P.S. 034 Franklin D. Roosevelt","M034","730 EAST  12 STREET","M","1","394",,"1","P.S. 034 Franklin D. Roosevelt","0","1","2","0","1","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10009","40.726473","-73.975181","3","2","28","1004564","1003810038","Lower East Side                                                            "
"2015-16","M036","05M036","P.S. 036 Margaret Douglas","M036","123 MORNINGSIDE DRIVE","M","5","447",,"1","P.S. 036 Margaret Douglas","0","0","2","0","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10027","40.81027","-73.957482","9","7","19701","1055890","1018500002","Morningside Heights                                                        "
"2015-16","M041","02M041","P.S. 041 Greenwich Village","M041","116 WEST  11 STREET","M","2","721",,"1","P.S. 041 Greenwich Village","0","0","1","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10011","40.735692","-73.999026","2","3","71","1010543","1006060049","West Village                                                               "
"2015-16","M042","02M042","P.S. 042 Benjamin Altman","M042","71 HESTER STREET","M","2","737",,"1","P.S. 042 Benjamin Altman","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10002","40.715905","-73.990895","3","1","16","1003998","1003090001","Chinatown                                                                  "
"2015-16","M043","05M367","Academy for Social Action: A College Board School","M367","509 WEST 129 STREET","M","5","170","509 WEST 129 STREET CONSOLIDATED LOCATION","4","I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies |  509 WEST 129 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10027","40.815256","-73.955325","9","7","219","1059723","1019840033","Manhattanville                                                             "
"2015-16","M043","05M369","THE URBAN ASSEMBLY SCHOOL FOR THE PERFORMING ARTS (MANHATTAN)","M369","509 WEST 129 STREET","M","5","350","509 WEST 129 STREET CONSOLIDATED LOCATION","4","I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies |  509 WEST 129 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10027","40.815256","-73.955325","9","7","219","1059723","1019840033","Manhattanville                                                             "
"2015-16","M043",,"509 WEST 129 STREET CONSOLIDATED LOCATION",,"509 WEST 129 STREET","M","5","782","509 WEST 129 STREET CONSOLIDATED LOCATION","5","I.S. M286 Renaissance Leadership Academy |  Academy for Social Action: A College Board School |  Urban Assembly School for the Performing Arts |  The Urban Assembly Institute for New Technologies |  Success Academy Charter School - Harlem 2 I 509 WEST 129 STREET CONSOLIDATED LOCATION","2","6","16","3","4","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10027","40.815256","-73.955325","9","7","219","1059723","1019840033","Manhattanville                                                             "
"2015-16","M044","03M245","M.S. M245 The Computer School","M245","100 WEST  77 STREET","M","3","405","100 WEST  77 STREET CONSOLIDATED LOCATION","3","M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.780822","-73.976855","7","6","161","1030178","1011480014","Upper West Side                                                            "
"2015-16","M044","03M452","P.S. 452","M452","100 WEST  77 STREET","M","3","325","100 WEST  77 STREET CONSOLIDATED LOCATION","3","M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","3C","251-500","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10024","40.780822","-73.976855","7","6","161","1030178","1011480014","Upper West Side                                                            "
"2015-16","M044",,"100 WEST  77 STREET CONSOLIDATED LOCATION",,"100 WEST  77 STREET","M","3","1289","100 WEST  77 STREET CONSOLIDATED LOCATION","3","M.S. M245 The Computer School |  The Anderson School |  P.S. 452 |  100 WEST  77 STREET CONSOLIDATED LOCATION","0","0","1","0","0","7C","1251-1500","0.64","3.02","5.77","1.72","1.54","MANHATTAN","10024","40.780822","-73.976855","7","6","161","1030178","1011480014","Upper West Side                                                            "
"2015-16","M047","02M047","47 The American Sign Language and English Secondar","M047","223 EAST 23 STREET","M","2","186","223 EAST 23 STREET CONSOLIDATED LOCATION","2","47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10010","40.738548","-73.982455","6","2","64",,,"Gramercy                                                                   "
"2015-16","M047","02M347","The 47 American Sign Language & English Lower Scho","M347","223 EAST 23 STREET","M","2","189","223 EAST 23 STREET CONSOLIDATED LOCATION","2","47 The American Sign Language and English Secondar |  The 47 American Sign Language & English Lower Scho |  223 EAST 23 STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10010","40.738548","-73.982455","6","2","64",,,"Gramercy                                                                   "
"2015-16","M048","06M048","P.S. 048 P.O. Michael J. Buczek","M048","4360-78 BROADWAY","M","6","599",,"1","P.S. 048 P.O. Michael J. Buczek","0","0","0","0","0","4C","501-750","0.28","1.11","1.74","0.75","0.53","MANHATTAN","10033","40.853466","-73.934048","12","10","271","1076752","1021670029","Washington Heights North                                                   "
"2015-16","M050","04M050","P.S. 050 Vito Marcantonio","M050","433 EAST 100 STREET","M","4","288",,"2","P.S. 050 Vito Marcantonio I NY Center for Autism Charter School","1","1","7","2","0","3C","251-500","0.27","0.9","1.67","0.63","0.44","MANHATTAN","10029","40.785258","-73.941526","11","8","162","1083933","1016940001","East Harlem South                                                          "
"2015-16","M052",,"650 ACADEMY STREET CONSOLIDATED LOCATION",,"650 ACADEMY STREET","M","6","822","650 ACADEMY STREET CONSOLIDATED LOCATION","3","J.H.S. 052 Inwood |  High School for Excellence and Innovation | INWOOD EARLY COLLEGE FOR HEALTH AND INFORMATION TE|   650 ACADEMY STREET CONSOLIDATED LOCATION","1","5","1","3","1","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10034","40.866053","-73.924835","12","10","291","1076776","1022330020","Marble Hill-Inwood                                                         "
"2015-16","M054","03M054","J.H.S. 054 Booker T. Washington","M054","103 WEST 107 STREET","M","3","850","220 HENRY STREET CONSOLIDATED LOCATION","1","J.H.S. 054 Booker T. Washington","0","2","1","1","0","5C","751-1000","0.38","1.71","2.38","0.98","0.82","MANHATTAN","10025","40.800119","-73.962837","7","7","193","1055990","1018620011","Morningside Heights                                                        "
"2015-16","M056","01M332","University Neighborhood Middle School","M332","220 HENRY STREET","M","1","110","220 HENRY STREET CONSOLIDATED LOCATION","4","Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.713684","-73.986336","3","1","201","1003223","1002690041","Lower East Side                                                            "
"2015-16","M056","01M345","Collaborative Academy of Science, Technology, & La","M345","220 HENRY STREET","M","1","105","220 HENRY STREET CONSOLIDATED LOCATION","4","Henry Street School for International Studies |  University Neighborhood Middle School |  Collaborative Academy of Science, Technology, & La | Manhattan Charter School II  |220 HENRY STREET CONSOLIDATED LOCATION","N/A","N/A","N/A","N/A","N/A","2C","1-250","N/A","N/A","N/A","N/A","N/A","MANHATTAN","10002","40.713684","-73.986336","3","1","201","1003223","1002690041","Lower East Side                                                            "
