FID,NITG,INTERN_NR,MV_TOV_NAP,LENGTE_BORING,DIEPTE_TOV_NAP,DATUM_BORING,BOORSTAAT_TNO_LINK,META_DATA_TNO_LINK,PDF_BOORSTAAT_AANWEZIG_JANEE,PDF_BESTAND_LINK,KLASSE,GEOMETRIE
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d3f,B46A0081,-,18.4,53.76,-35.36,01-01-1935,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0081"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187390 424850)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d40,B46A0082,-,21.2,59.8,-38.6,01-01-1935,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0082"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187442 424839)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d41,B46A0083,-,23,56.8,-33.8,01-01-1947,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0083"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187732 424745)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d42,B46A0084,-,21.6,55,-33.4,01-01-1971,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0084"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187758 424702)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d43,B46A0096,-,20,65,-45,01-01-1962,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0096"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187477 424606)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d44,B46A0098,-,20,58,-38,01-01-1962,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0098"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187573 424639)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d45,B46A0099,-,20,55,-35,01-01-1962,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0099"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187615 424650)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d46,B46A0101,-,20,62.5,-42.5,01-01-1962,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0101"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187713 424678)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d47,B46A0103,-,13.5,37.5,-24,31-05-1963,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0103"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten30_40,POINT (185955 424820)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d48,B46A0107,-,20,60,-40,01-01-1965,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0107"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187217 424742)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d49,B46A0108,-,20,63,-43,01-01-1965,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0108"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187210 424695)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4a,B46A0109,-,20,59.5,-39.5,01-01-1965,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0109"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187202 424645)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4b,B46A0114,-,19.5,60,-40.5,01-01-1966,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0114"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187311 424590)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4c,B46A0116,-,20,60.5,-40.5,25-04-1966,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0116"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187310 424600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4d,B46A0117,-,19.6,58,-38.4,01-05-1966,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0117"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187260 424600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4e,B46A0118,-,20.5,59,-38.5,01-06-1966,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0118"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187210 424600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d4f,B46A0150,-,7.2,25,-17.8,11-03-1974,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0150"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (182190 424870)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d50,B46A0247,-,20,59,-39,01-12-1983,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0247"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187500 424800)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d51,B46A0248,-,20,56,-36,01-12-1983,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0248"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187600 424750)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d52,B46A0258,-,24.5,60,-35.5,03-06-1986,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0258"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187685 424805)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d53,B46A0283,-,20.8,60,-39.2,01-01-1988,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0283"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187450 424840)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d54,B46A0284,-,20.8,55,-34.2,08-11-1988,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0284"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187420 424840)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d55,B46A0291,-,20.8,54,-33.2,01-01-1990,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0291"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187230 424690)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d56,B40D2144,-,9.52,10,-0.48,15-05-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2144"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (193923 435420)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d57,B40D2145,-,12.58,25,-12.42,22-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2145"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (195305 437362)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d58,B40D2146,-,10.94,10,0.94,01-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2146"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (195308 437081)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d59,B40D2147,-,11.37,10,1.37,02-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2147"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (195326 437172)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5a,B40D2148,-,10.43,25,-14.57,05-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2148"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (195061 435904)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5b,B40D2149,-,11.19,21,-9.81,25-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2149"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (195083 436087)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5c,B40D2150,-,11.25,25,-13.75,26-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2150"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (195102 436234)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5d,B40D2151,-,12.43,25,-12.57,27-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2151"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (195122 436360)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5e,B40D2152,-,9.96,10,-0.04,23-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2152"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (195033 435610)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d5f,B40D2153,-,10.51,10,0.51,04-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2153"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (195070 435724)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d60,B40D2154,-,9.69,7,2.69,05-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2154"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (194238 435423)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d61,B40D2155,-,9.42,12,-2.58,04-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2155"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (193125 435335)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d62,B40D2156,-,9.58,20,-10.42,03-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2156"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (192114 435300)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d63,B40D2157,-,9.12,20,-10.88,31-08-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2157"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (192267 435294)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d64,B40D2158,-,9.49,20,-10.51,28-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2158"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (192267 435294)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d65,B40D2159,-,9.48,20,-10.52,08-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2159"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (192574 435299)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d66,B40D2160,-,9.41,25,-15.59,23-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2160"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (191705 435333)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d67,B40D2161,-,9.45,25.3,-15.85,24-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2161"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (191869 435311)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d68,B40D2162,-,9.48,10,-0.52,04-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2162"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (191006 435421)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d69,B40D2163,-,9.27,10,-0.73,05-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2163"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (191052 435395)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6a,B40D2164,-,9.33,10,-0.67,17-04-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40D2164"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (190589 435531)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6b,B46A0500,-,21.5,56,-34.5,25-11-1993,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0500"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187500 424600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6c,B46A0501,-,19.8,55,-35.2,09-03-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0501"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187260 424750)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6d,B46A0513,-,20.2,53,-32.8,22-03-1995,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0513"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (187240 424610)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6e,B46A0870,-,9.15,15,-5.85,17-07-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0870"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (183396 424885)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d6f,B46A0871,-,9.01,4,5.01,14-07-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0871"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (183704 424922)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d70,B46A0872,-,9.05,8,1.05,10-07-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0872"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (183394 424884)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_2d71,B46A0873,-,9.11,4,5.11,04-08-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B46A0873"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,-,"<A HREF=""http://145.11.60.41/imap/multimedia/"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten0_10,POINT (184024 423773)
