FID,NITG,INTERN_NR,MV_TOV_NAP,LENGTE_BORING,DIEPTE_TOV_NAP,DATUM_BORING,BOORSTAAT_TNO_LINK,META_DATA_TNO_LINK,PDF_BOORSTAAT_AANWEZIG_JANEE,PDF_BESTAND_LINK,KLASSE,GEOMETRIE
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_305b,B40C3242,618,12.35,70,-57.65,25-08-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3242"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4333.pdf#page=93"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (184726 426205)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_305c,B40C3243,619,13.12,60,-46.88,04-09-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3243"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4333.pdf#page=94"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (184981 426170)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_305d,B40C3244,620,13.61,14.5,-0.89,12-09-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3244"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4333.pdf#page=95"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (184905 426118)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_305e,B40C3245,301,13.3,50.5,-37.2,01-07-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3245"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/1575.pdf#page=29"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (185043 426088)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_305f,B40C3246,302,13.5,50.5,-37,01-07-1994,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3246"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/1575.pdf#page=32"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (184988 426119)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3060,B40C3247,1,23.5,22,1.5,13-02-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3247"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2776.pdf#page=34"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (185990 426963)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3061,B40C3248,2,23.5,25,-1.5,13-02-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3248"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2776.pdf#page=34"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten20_30,POINT (185956 426959)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3062,B40C3249,3,23.5,19,4.5,13-02-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3249"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2776.pdf#page=35"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (185986 426972)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3063,B40C3250,4,23.5,19,4.5,13-02-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3250"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2776.pdf#page=35"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (185994 426952)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3064,B40C3251,5,23.5,19,4.5,13-02-2003,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3251"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/2776.pdf#page=36"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten10_20,POINT (186005 426979)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3065,B40C3252,527,15,33,-18,09-11-1993,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3252"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/702.pdf#page=78"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten30_40,POINT (187233 428801)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3066,B40C0053,-,8.5,73.5,-65,14-09-2005,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0053"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (180593 433452)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3067,B40C0165,-,14,74,-60,14-10-2005,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0165"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187364 428830)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3068,B40C0505,-,15.37,74,-58.63,13-11-2005,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0505"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187220 428725)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3069,B40C0406,-,8.93,74.2,-65.27,13-12-2005,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0406"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (184500 437120)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306a,B40C0167,-,14,75,-61,12-01-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0167"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187364 428858)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306b,B40C0149,-,15,75,-60,11-02-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0149"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187290 428730)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306c,B40C0210,-,14.59,75.5,-60.91,13-03-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0210"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187200 428836)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306d,B40C0464,-,30.64,75.6,-44.96,12-04-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0464"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187340 427570)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306e,B40C0100,-,14.25,76,-61.75,12-05-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0100"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186217 429850)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_306f,B40C0213,-,17,76,-59,11-06-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0213"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187171 428640)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3070,B40C0001,-,24,76,-52,11-07-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0001"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187720 428700)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3071,B40C0002,-,22,76.7,-54.7,10-08-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0002"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (185962 426935)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3072,B40C0160,-,13.32,77.5,-64.18,09-09-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0160"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187361 428949)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3073,B40C0101,-,14.25,78,-63.75,09-10-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0101"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186217 429850)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3074,B40C0353,-,26.3,78,-51.7,08-11-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0353"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188328 426220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3075,B40C0552,-,14.2,80,-65.8,08-12-2006,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0552"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187240 428960)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3076,B40C0420,-,16.95,80,-63.05,07-01-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0420"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187330 428800)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3077,B40C0227,-,25.6,80,-54.4,06-02-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0227"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186022 427018)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3078,B40C3076,108,36.5,80.5,-44,08-03-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C3076"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,ja,"<A HREF=""http://145.11.60.41/imap/multimedia/bodemonderz/4757.pdf#page=53"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",Boorstaten40_200,POINT (188524 427977)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3079,B40C0502,-,14.1,81,-66.9,07-04-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0502"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187224 428880)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307a,B40C0431,-,27.4,81.5,-54.1,07-05-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0431"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186885 427620)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307b,B40C0477,-,13.09,82.5,-69.41,06-06-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0477"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187370 429020)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307c,B40C0501,-,12,83,-71,06-07-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0501"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187205 428795)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307d,B40C0270,-,31.71,83.6,-51.89,05-08-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0270"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188330 426140)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307e,B40C0414,-,8.47,84,-75.53,04-09-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0414"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (184710 435500)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_307f,B40C0435,-,28,84.5,-56.5,04-10-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0435"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186980 427550)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3080,B40C0474,-,12.17,85,-72.83,03-11-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0474"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187020 428730)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3081,B40C0166,-,14,85,-71,03-12-2007,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0166"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187364 428900)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3082,B40C0476,-,14.69,85,-70.31,02-01-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0476"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187200 428990)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3083,B40C0458,-,25,87,-62,01-02-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0458"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188000 428410)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3084,B40C0306,-,32.5,87,-54.5,02-03-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0306"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188328 426220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3085,B40C0103,-,9,87.21,-78.21,01-04-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0103"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (185735 429757)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3086,B40C0163,-,13.13,90,-76.87,01-05-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0163"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187373 428783)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3087,B40C0639,-,20,90,-70,31-05-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0639"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187426 428719)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3088,B40C0269,-,32,90,-58,30-06-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0269"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188328 426220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3089,B40C0305,-,32.5,90,-57.5,30-07-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0305"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188328 426220)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308a,B40C0403,-,9.4,91.5,-82.1,29-08-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0403"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (185400 436110)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308b,B40C0226,-,30.8,92,-61.2,28-09-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0226"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188125 428484)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308c,B40C0479,-,28.47,95,-66.53,28-10-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0479"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187579 428520)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308d,B40C0181,-,10,97,-87,27-11-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0181"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (184562 428316)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308e,B40C0473,-,17.28,99.5,-82.22,27-12-2008,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0473"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187356 428745)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_308f,B40C0469,-,25.41,99.5,-74.09,26-01-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0469"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187462 428685)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3090,B40C0235,-,7.47,100,-92.53,25-02-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0235"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (180110 428210)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3091,B40C0099,-,14,100,-86,27-03-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0099"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186110 429919)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3092,B40C0651,-,14.7,100,-85.3,26-04-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0651"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (185166 426278)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3093,B40C0008,-,23.75,100,-76.25,26-05-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0008"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (186110 426930)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3094,B40C0471,-,24.36,100,-75.64,25-06-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0471"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187405 428600)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3095,B40C0328,-,9.9,102,-92.1,25-07-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0328"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188920 431020)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3096,B40C0324,-,10,102,-92,24-08-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0324"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188920 431020)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3097,B40C0325,-,10.4,102,-91.6,23-09-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0325"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188980 431020)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3098,B40C0500,-,13.29,102,-88.71,23-10-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0500"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187416 428673)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_3099,B40C0232,-,10,102.65,-92.65,22-11-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0232"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (188878 430934)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_309a,B40C0503,-,13.09,104,-90.91,22-12-2009,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0503"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187375 428872)
MIL_BOD_BOOR.fid-36cc8544_1861f90ef02_309b,B40C0207,-,29,104,-75,21-01-2010,"<A HREF=""http://www2.dinoloket.nl//dinoLks/minisite/borlithology?hideButtons=false&nitgNumber=B40C0207"" TARGET= ""_blank"" STYLE=""font-style:bold; text-decoration: underline; color: blue"">Klik hier</A>",,Nee,,Boorstaten40_200,POINT (187860 426320)
