BOOMSOORT,LATIJNSENA,STATUS,PLANTJAAR,HOOGTE,DIAMETER,EINDBEELD,VITALITEIT,LEVENSVERW,BEHEERDER,KORTETERM,OPPERVLAK,RANDLENGTE,LANGETERM,VTACONTROL,WEGTYPE,STANDPLAAT,GEOID,longitude,latitude
Eik,Quercus palustris,Basis,1975,15-18,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,24469,5.52767950191,51.4453910959
Eik,Quercus robur,Waardevol,1950,18-24,65 t/m 70,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,62731,5.51076184376,51.459383801100003
Iep,Ulmus hollandica Commelin,Basis,1985,15-18,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Gazon,85086,5.44459451909,51.424400991100001
Iep,Ulmus hollandica Commelin,Basis,1970,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,23259,5.52122160894,51.443585414700003
Berk,Betula pendula,Waardevol,1990,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,48036,5.45371599126,51.484507802300001
Esdoorn,Acer pseudoplatanus,Waardevol,1955,15-18,45 t/m 50,TR 4.20,,,Particulier,OhsA,0,0,Geen actie,C 1 x 3jr,NVT,Berm,27353,5.50801917765,51.437320573199997
Esdoorn,Acer platanoides Schwedleri,Basis,1975,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,26086,5.49358376934,51.4426256052
Eik,Quercus robur,Waardevol,1970,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,44171,5.45140427233,51.490365511
Lijsterbes,Sorbus intermedia,Basis,1973,< 6,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,10180,5.49225589803,51.425732799999999
Esdoorn,Acer platanoides Globosum,Basis,1985,< 6,25 t/m 30,Bol,Basis,10-15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,28630,5.52400241883,51.450117099700002
Valse Christusdoorn,Gleditsia triacanthos,Basis,1995,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Voetpad,Verharding,54602,5.47145682924,51.487916917100002
Berk,Betula pendula,Basis,1980,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,NVT,Beplanting,121405,5.48850413948,51.432635526600002
Linde,Tilia europaea Pallida,Basis,1966,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,28113,5.46060573372,51.450181909100003
Plataan,Platanus hispanica,Waardevol,1970,12-15,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,Fietspad,Verharding,123781,5.45826722973,51.429448445799999
Plataan,Platanus hispanica,Basis,1980,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,3541,5.46434603087,51.4235186485
Wilg,Salix alba,Basis,1970,18-24,65 t/m 70,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x jr,Fietspad,Gazon,58036,5.47350591866,51.481389474799997
Eik,Quercus robur,Monumentaal,1910,18-24,65 t/m 70,TR 3.00,Laag,10-15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,7296,5.48095880994,51.426953004799998
Plataan,Platanus hispanica,Waardevol,1975,15-18,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,85628,5.44803028788,51.420869764800003
Kers,Prunus sargentii Rancho,Basis,2010,< 6,,TR 4.20,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,20530,5.4973004167,51.425332404099997
Hartjesboom,Cercidiphyllum japonicum,Basis,1992,< 6,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,22542,5.49892751312,51.438267688899998
Hemelboom,Ailanthus altissima,Basis,2008,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,109562,5.47682043421,51.468740439999998
Esdoorn,Acer platanoides Schwedleri,Basis,1974,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,22998,5.48849203302,51.439412636599997
Eik,Quercus robur,Waardevol,1960,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,50832,5.45229912071,51.488431663699998
,,Basis,1975,< 6,25 t/m 30,Vrij uitgroei,,,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,44272,5.43802584359,51.476296071100002
Esdoorn,Acer platanoides Emerald Queen,Basis,1990,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,12317,5.48608751961,51.420895795900002
Es,Fraxinus excelsior Westhofs Glorie,Waardevol,1945,> 24,75 t/m 80,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,NVT,Gazon,25230,5.49514780562,51.457998830999998
Populier,Populus euramericana,Basis,1970,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,130823,5.43703663303,51.412554327199999
Linde,Tilia tomentosa,Basis,1975,15-18,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,97306,5.51813950837,51.440187924
Esdoorn,Acer platanoides,Basis,2005,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,80719,5.45204244488,51.427957145900002
Es,Fraxinus excelsior,Basis,1995,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,109510,5.4397112958,51.413715926999998
Eik,Quercus robur,Waardevol,1960,15-18,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Gazon,31418,5.49724752279,51.4601373753
Duivelswandelstok,Aralia elata,Basis,1990,< 6,10 t/m 15,Vrij uitgroei,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,50125,5.43028410093,51.478656381100002
Japanse Noteboom,Ginkgo biloba,Basis,1990,9-12,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,84955,5.47405962019,51.431953567100003
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1985,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,34865,5.46390331131,51.455383802100002
Es,Fraxinus excelsior Diversifolia,Basis,1995,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,69801,5.46024761169,51.4868858277
Es,Fraxinus excelsior,Basis,1970,< 6,0 t/m 5,TR 3.00,Geen,Geen,REB Stedelijk,BgsA,0,0,Boomspiegel verwijderen,C 1 x 3jr,Voetpad,Gazon,63773,5.47459527181,51.481081718200002
Cypress,Metasequoia glyptostroboides,Basis,1980,12-15,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,103648,5.43305401095,51.416056891300002
Berk,Betula pendula,Waardevol,1970,15-18,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Gazon,111846,5.42905183241,51.4474541501
Berk,Betula pendula,Waardevol,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,65267,5.43681722165,51.474015145800003
Esdoorn,Acer pseudoplatanus,Basis,1990,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,58801,5.43854669368,51.485643556600003
Es,Fraxinus americana Microcarpa,Basis,1980,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,132176,5.43236377023,51.416962520399998
Plataan,Platanus hispanica,Basis,1965,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,116415,5.44483478495,51.437588465799998
Linde,Tilia vulgaris europaea,Waardevol,1960,18-24,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,>5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,108025,5.45909594261,51.460980823900002
Valse acasia,Robinia pseudoacacia Sandraudiga,Basis,1960,12-15,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,26453,5.48939913653,51.440411448600003
Haagbeuk,Carpinus betulus,Basis,1980,15-18,30 t/m 35,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Beplanting,34801,5.48856764028,51.462066622999998
Berk,Betula pendula,Basis,1985,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,100203,5.44181286257,51.418649893900003
Eik,Quercus robur Fastigiata Koster,Basis,1989,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,8409,5.49193881854,51.433868423699998
Eik,Quercus rubra,Waardevol,1950,15-18,65 t/m 70,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,127876,5.50978630923,51.456841710500001
Linde,Tilia europaea Euchlora,Waardevol,1990,6-9,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,9969,5.49038472179,51.4312116137
Linde,Tilia europaea Euchlora,Waardevol,1960,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Gazon,31228,5.47073640144,51.475914650500002
Plataan,Platanus hispanica,Waardevol,1997,9-12,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,6486,5.47827000868,51.444503754499998
Plataan,Platanus hispanica,Basis,1950,18-24,>100,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,8728,5.49326881544,51.429152527699998
Eik,Quercus robur,Basis,1950,15-18,50 t/m 55,TR 4.20,Laag,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,27299,5.51232813892,51.449426496000001
Peer,Pyrus calleryana Redspire,Waardevol,2002,< 6,0 t/m 5,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,115754,5.45384203772,51.4446877313
Eik,Quercus robur,Waardevol,1960,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,124257,5.44526409192,51.454363752900001
Plataan,Platanus hispanica,Basis,1970,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsA,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,129104,5.52616222899,51.440871057800003
Wilg,Salix alba,Basis,1990,15-18,30 t/m 35,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,63520,5.50703915634,51.4792901263
Esdoorn,Acer campestre Elsrijk,Basis,2000,< 6,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,3997,5.45346420902,51.417870470499999
Populier,Populus euramericana,Waardevol,1950,> 24,>100,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Berm,61978,5.53597716642,51.436847332900001
Valse Christusdoorn,Gleditsia triacanthos Sunburst,Basis,1999,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,103534,5.50136519138,51.425086083499998
Berk,Betula pendula,Waardevol,1970,9-12,20 t/m 25,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,64897,5.42907810051,51.447595586399999
Iep,Ulmus hollandica Dampieri,Basis,2001,6-9,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,120402,5.4551968851,51.4263543434
Eik,Quercus rubra,Basis,1965,15-18,65 t/m 70,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,10658,5.49646106917,51.413148551799999
Populier,Populus canescens,Waardevol,1970,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Berm,130588,5.52688131505,51.4552793804
Populier,Populus canescens,Basis,1980,> 24,60 t/m 65,TR 3.00,Basis,>15 jr,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,NVT,Berm,94135,5.50029268792,51.4896067938
Japanse Noteboom,Ginkgo biloba,Basis,1980,15-18,20 t/m 25,TR 4.20,Hoog,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,11266,5.49489460808,51.416380126299998
Esdoorn,Acer platanoides,Basis,1970,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,21234,5.50300604086,51.422867663200002
Valse Tulpenboom,Magnolia kobus,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,45111,5.44525179701,51.488843367199998
Es,Fraxinus angustifolia,Basis,1990,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,123453,5.46498135701,51.482949957899997
Valse acasia,Robinia pseudoacacia Sandraudiga,Waardevol,1960,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,119764,5.48492270153,51.467930743700002
Eik,Quercus robur,Basis,1970,15-18,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Beplanting,131571,5.44054630796,51.414993990399999
Linde,Tilia europaea Euchlora,Basis,1970,< 6,0 t/m 5,TR 4.20,Geen,Geen,REB Stedelijk,BgsA,0,0,Advies rooien,C 1 x 3jr,EB 1 rijstr./rr,Verharding,79916,5.49667653127,51.429017591200001
Esdoorn,Acer rubrum,Basis,1990,12-15,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,>2.5-5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,63770,5.47525194806,51.482175691499997
Esdoorn,Acer saccharinum Elegant,Waardevol,1965,15-18,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,100055,5.46550400225,51.432837830499999
Eik,Quercus mauri,Basis,2011,,,,,,REB Stedelijk,BgsB,,0,Geen actie,C 1 x 3jr,,Beplanting,102646,5.47803886101,51.483316396900001
Eik,Quercus robur,Basis,1980,12-15,25 t/m 30,TR 3.00,Basis,10-15 jr,Sportparken,OhsB,0,0,Geen actie,C 1 x 3jr,NVT,Berm,594,5.47185752342,51.412057905399998
Peer,Pyrus calleryana Redspire,Basis,2002,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,83280,5.46084218925,51.428041697700003
Cypress,Taxodium distichum,Basis,1960,18-24,80 t/m 85,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,9061,5.48040727856,51.4253180097
Plataan,Platanus hispanica,Basis,1970,18-24,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,127624,5.5270877154,51.441100600200002
Es,Fraxinus ornus,Basis,1980,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.> 1 rijstr,Verharding,62767,5.50082832255,51.484609946699997
Berk,Betula utilis,Basis,1980,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,18553,5.51509017125,51.427425053299999
Kers,Prunus gondouinii Schnee,Basis,1995,< 6,15 t/m 20,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,>2.5-5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,66402,5.50984285801,51.4280583854
Iep,Ulmus hollandica,Waardevol,1960,18-24,60 t/m 65,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Berm,38681,5.46485354583,51.4702269032
Wilg,Salix alba,Waardevol,1960,< 6,85 t/m 90,Knot,Basis,>15 jr,REB Buitengebied,Altijd,0,0,Geen actie,C 1 x 5jr,NVT,Berm,93448,5.50794484911,51.490949854
Eik,Quercus robur,Basis,1965,15-18,25 t/m 30,TR 4.20,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,NVT,Beplanting,72995,5.50405759079,51.487767705300001
Paardenkastanje,Aesculus carnea Briotii,Basis,1995,6-9,15 t/m 20,TR 4.20,Zeer laag,<5 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,80743,5.45337314376,51.427912361099999
Es,Fraxinus ornus Arie Peters,Basis,1992,< 6,10 t/m 15,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,7671,5.49705554939,51.433305332899998
Eik,Quercus robur,Basis,1980,9-12,30 t/m 35,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Beplanting,52681,5.44687241687,51.4912289711
Wilg,Salix alba,Basis,1990,9-12,10 t/m 15,TR 3.00,Basis,>15 jr,REB Buitengebied,BgsA,0,0,Geen actie,C 1 x 5jr,Voetpad,Berm,92881,5.50700525434,51.479551677300002
Japanse Noteboom,Ginkgo biloba,Basis,1985,9-12,20 t/m 25,TR 4.20,Basis,10-15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,65066,5.50982224143,51.441531578300001
,,,0,,,,,,Particulier,,,0,,,,,25550,5.49271309527,51.455091068199998
Linde,Tilia vulgaris europaea,Waardevol,1990,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x jr,DB> 1 rijstr./rr,Gazon,98010,5.44899657507,51.421222627699997
Japanse Noteboom,Ginkgo biloba,Basis,1980,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,Eenrw.1 rijstr,Verharding,21017,5.50339097231,51.419305311899997
Peer,Pyrus calleryana Chanticleer,Basis,2006,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,109355,5.45013731216,51.418750522099998
Esdoorn,Acer rubrum,Basis,1990,6-9,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,DB 1 rijstr./rr,Verharding,51329,5.45933895054,51.477158225099998
Eik,Quercus robur,Basis,1950,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,15009,5.51210761159,51.417641560500002
Wilg,Salix alba,Waardevol,1950,6-9,45 t/m 50,Knot,Basis,>15 jr,REB Stedelijk,Altijd,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,40178,5.42938380378,51.479199715699998
Eik,Quercus robur,Basis,1970,12-15,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Beplanting,61766,5.43107804969,51.412304579000001
Berk,Betula pendula Tristis,Basis,1985,12-15,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,66070,5.43577186036,51.421239303599997
Eik,Quercus robur,Waardevol,1955,15-18,55 t/m 60,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,0,0,Geen actie,C 1 x 3jr,Fietspad,Gazon,2611,5.44996126905,51.416222826499997
Eik,Quercus robur,Waardevol,1950,18-24,45 t/m 50,TR 4.20,Basis,>15 jr,REB Buitengebied,OhsA,0,0,Geen actie,C 1 x 5jr,EB geen rijstr.ind,Berm,62730,5.51080429274,51.459336898099998
Eik,Quercus robur,Basis,1980,9-12,35 t/m 40,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Berm,81440,5.47349524123,51.408633051999999
Haagbeuk,Carpinus betulus Fastigiata,Basis,1970,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,30354,5.4898122223,51.465563797500003
Eik,Quercus robur,Waardevol,1970,18-24,50 t/m 55,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Gazon,36401,5.47603520825,51.461909205799998
Eik,Quercus palustris,Basis,1979,9-12,25 t/m 30,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,4,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,75837,5.46435939675,51.437967572799998
Linde,Tilia cordata,Basis,1960,18-24,50 t/m 55,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,NVT,Verharding,26015,5.50065230018,51.421473649200003
Haagbeuk,Carpinus betulus Fastigiata,Basis,2005,< 6,5 t/m 10,TR 4.20,Basis,>15 jr,REB Stedelijk,BgsB,2.5,0,Geen actie,C 1 x 3jr,EB 1 rijstr./rr,Verharding,104094,5.43005058475,51.422237850999998
Plataan,Platanus hispanica,Basis,1980,9-12,25 t/m 30,TR 3.00,Basis,>15 jr,REB Stedelijk,BgsB,2.5,3,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Gazon,83029,5.47507417388,51.416062115199999
Populier,Populus euramericana,Basis,1960,> 24,90 t/m 95,Vrij uitgroei,Zeer laag,<5 jr,REB Buitengebied,OhsA,0,0,Boom verwijderd,C 1 x jr,Voetpad,Beplanting,67948,5.47078951668,51.422161212900001
Valse acasia,Robinia pseudoacacia,Basis,1965,15-18,40 t/m 45,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,DB> 1 rijstr./rr,Beplanting,51144,5.44860464186,51.477139266199998
Linde,Tilia cordata Greenspire,Waardevol,1980,12-15,20 t/m 25,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,2.5,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Verharding,121404,5.48818538531,51.433115286899998
Paardenkastanje,Aesculus hippocastanum Baumannii,Basis,1950,15-18,90 t/m 95,TR 4.20,Basis,5-10 jr,REB Stedelijk,OhsA,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,24072,5.5206993694,51.437998610900003
Sierappel,Malus Liset,Basis,1990,6-9,15 t/m 20,TR 4.20,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,EB geen rijstr.ind,Beplanting,56303,5.45272938529,51.481527175899998
Westerse Levensboom,Thuja occidentalis,Basis,1970,12-15,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Anders,78658,5.44316687736,51.457183564300003
Es,Fraxinus excelsior Westhofs Glorie,Basis,1970,12-15,40 t/m 45,TR 3.00,Basis,>15 jr,REB Stedelijk,OhsB,0,0,Geen actie,C 1 x 3jr,Voetpad,Berm,63010,5.47965014358,51.423335492600003
Eik,Quercus robur,Basis,1970,12-15,45 t/m 50,TR 3.00,,,REB Buitengebied,OhsB,0,0,Geen actie,C 1 x 5jr,Fietspad,Berm,62153,5.51962328343,51.458532747299998
