FID,vrt_code,vrtnaam,haven_vaar,meetpunt_b,meetpunt_e,trajectlen,trajectnr,traject_v_,ysc_naam,ysc_nr,ysc_tel_nr,kenmerk_id,id,se_anno_cad_data,gdb_geomattr_data,shape
ijstraject.211,244,Vaarweg Stolpen-Schagen-Kolhorn-Medemblik-IJsselmeer,,12.1,28.6,,04 - 05,Westfriesche Vaart,Prov. Noord-Holland,,0235-143295,,46510,,,"LINESTRING (52.792399999 4.902199998000015, 52.79109999899998 4.910399998999992, 52.79109999899998 4.9109999980000225, 52.791000000999986 4.914000000999977, 52.79120000099999 4.916099998999982, 52.79120000099999 4.917300001000001, 52.79140000000001 4.919599999000013, 52.79190000099999 4.921799998999973, 52.79439999900001 4.931299998999975, 52.796899999999994 4.940900001999978, 52.79940000200003 4.950599997999973, 52.801800001000004 4.960099999000022, 52.80530000099998 4.973700001999987, 52.807999998000014 4.984299998999973, 52.80939999999998 4.989700001000017, 52.8048 4.99509999899999, 52.80220000100002 4.998199999000008, 52.80169999999998 4.998699999999985, 52.799800000999994 5.0009999979999975, 52.79599999999999 5.005499999999984, 52.79140000000001 5.010699998999996, 52.783300000999986 5.020199998999999, 52.780400000999975 5.023499999000023, 52.778399999999976 5.025899998999989, 52.776900001 5.027600001999986, 52.77420000000001 5.030799999999999, 52.77360000099998 5.0315000009999835, 52.773300000000006 5.031900000000007, 52.7731 5.032299998999974, 52.77299999799999 5.032699997999998, 52.77299999799999 5.033100002000026, 52.77299999799999 5.035300001999985, 52.7731 5.059900001000017, 52.7731 5.087200000999985, 52.771000001999994 5.091200001999994, 52.76999999999998 5.092999997999982, 52.76880000199998 5.095300000000009, 52.76790000099999 5.097199998999997, 52.76740000000001 5.098000001000003, 52.76720000099999 5.098799999999983, 52.76709999899998 5.099699999999984, 52.76720000099999 5.1004999990000215, 52.76729999899999 5.10110000100002, 52.767600000000016 5.101699999999994, 52.76780000000002 5.102000002000011, 52.76810000099999 5.102200001000028, 52.769200001 5.103200000000015, 52.76999999999998 5.103700000999993)"
ijstraject.212,096,Haven van Urk,,0,4.7,,12 - 13,Val van Urk - Urk,RWS Midden-Nederland Noord,,0320-261111,,51618,,,"LINESTRING (52.652899999 5.543000000999996, 52.64999999899999 5.578899997999997, 52.65150000199998 5.588500001, 52.652600001999986 5.595699998999976, 52.65300000100001 5.598599999999976, 52.653399999999976 5.599199999000007, 52.65590000200001 5.599199999000007, 52.65700000200002 5.5984000000000265, 52.657400000999985 5.598200001000009, 52.65790000200002 5.597899998999992, 52.65920000199998 5.596400000000017, 52.659600001 5.59620000000001, 52.659699999 5.59620000000001, 52.66010000199998 5.596099998999989, 52.660500001 5.596099998999989)"
ijstraject.213,405b2,Gat van Schiermonnikoog en de Groote Siege,,3.3,6.7,,03 - 04,Groote Siege,RWS Noord-Nederland Waddenzee,,0562-443100,,37389,,,"LINESTRING (53.433600001 6.126800000999992, 53.434599999 6.1279999989999965, 53.43549999999999 6.129599999999982, 53.436199999999985 6.131799999999998, 53.436900001000026 6.133800000000008, 53.43829999899998 6.136900000000026, 53.43990000000002 6.139600001000019, 53.44319999999999 6.1442000010000015, 53.443899999999985 6.145899999999983, 53.44469999900002 6.148400001000027, 53.44579999899997 6.1515000019999775, 53.44660000099998 6.1541000010000175, 53.447400000000016 6.157299998999974, 53.44839999800001 6.161899999000013, 53.44860000199998 6.164000000999977, 53.448800000999995 6.166099998999982, 53.44889999899999 6.168000000999996, 53.449099999 6.170200001000012, 53.449400000000026 6.171500001000027, 53.449700001999986 6.172499999000024, 53.45039999900001 6.173700000999986, 53.45089999999999 6.1746000009999875, 53.45179999999999 6.175400000000025, 53.45369999899998 6.1766999999999825, 53.455899998999996 6.178300001000025, 53.45690000100001 6.178899999999999, 53.458000001000016 6.180000000000007, 53.45829999799997 6.180399998999974, 53.458999999000014 6.181200000999979, 53.459899999000015 6.182399998999983, 53.46090000100003 6.184000000000026, 53.4615 6.1854999999999905, 53.461900000000014 6.1865999999999985, 53.46229999899998 6.188700002000019, 53.46310000099999 6.192000001999986, 53.46339999899999 6.192899997999973, 53.46370000000002 6.193799999000021, 53.464200000999995 6.194699999000022, 53.46579999800002 6.196899998999982, 53.466200001999994 6.197900000999994, 53.46649999900001 6.198600001999978, 53.46719999999999 6.200499999999977, 53.467300002 6.201000001000011, 53.46819999799999 6.203499998999973, 53.46869999900002 6.204000000000008)"
ijstraject.214,094,Lemster- en Zwolsevaart,,0.3,15.9,,00 - 01,Lemstervaart,Prov. Flevoland,,0320-265761,,37483,,,"LINESTRING (52.837699998000005 5.708999999000014, 52.83810000099999 5.71139999899998, 52.83800000000002 5.712600000000009, 52.837099998999975 5.717399999000008, 52.83619999899997 5.721999998999991, 52.83610000099998 5.722600001999979, 52.83570000200001 5.723799999999983, 52.83509999900002 5.725599999999986, 52.8347 5.726300001000027, 52.83439999799998 5.7269000000000005, 52.833500001999994 5.728500000999986, 52.83190000100001 5.730200000000025, 52.82449999800002 5.737500001000001, 52.82339999800001 5.738600001000009, 52.822400000000016 5.739399999, 52.821199998 5.740099999999984, 52.81999999999999 5.740600001000018, 52.81769999900001 5.7417000010000265, 52.81329999899998 5.743700000999979, 52.81060000100001 5.745000000999994, 52.806899998000006 5.746599998000022, 52.80220000100002 5.748799997999981, 52.793499999000005 5.75279999899999, 52.787199999999984 5.755600001999994, 52.77079999799997 5.760600001, 52.765000000999976 5.762400001000003, 52.761900000000026 5.7631999999999834, 52.761000000000024 5.763599999000007, 52.75749999999999 5.764699999000015, 52.74859999900002 5.767400000000009, 52.74819999900001 5.767499998000005, 52.747799999999984 5.767600000000016, 52.742699999000024 5.767900000999987, 52.73979999900001 5.767999998999983, 52.733899999000016 5.7681999989999895, 52.72859999899998 5.768500000000017, 52.725599999999986 5.768599998000013, 52.72489999999999 5.768599998000013, 52.720699998999976 5.7681999989999895, 52.713500001 5.767200000999992, 52.71300000000002 5.767299998999988, 52.71049999799999 5.767299998999988, 52.707699999 5.767299998999988, 52.70809999900001 5.78929999799999, 52.708500001999994 5.80970000100001, 52.70809999900001 5.822200000000009)"
ijstraject.220,121,"Gekan. Dieze, Zuid-Willemsvaart, Verbindingskanaal in het Bossche Veld",,48.9,60.5,,27 - 29,Nederweert - Lozen(Z.W.vaart),RWS Zuid-Nederland Noord-Brabant,,013-5811881,,34714,,,"LINESTRING (51.22659999899997 5.612500001000001, 51.22969999899999 5.621699999999976, 51.236099998999975 5.640299997999989, 51.24109999799998 5.654800002000002, 51.243799998999975 5.662599999000008, 51.24460000200003 5.665300000000002, 51.24509999899999 5.667500000000018, 51.245600000000024 5.669199999, 51.246399999000005 5.670600001000025, 51.247299999000006 5.673000000000002, 51.247799999999984 5.6743000000000166, 51.25010000200001 5.681200000999979, 51.25310000000002 5.690000000999987, 51.25569999999999 5.697799998999983, 51.260699998999996 5.712099998999975, 51.261500001 5.714699998000015, 51.26509999899997 5.725099999000008, 51.26850000000002 5.735199998999974, 51.27069999999998 5.741799999000023, 51.27140000100002 5.743900000999986, 51.27279999899997 5.750100002000011, 51.2731 5.751300000000015, 51.274700000999985 5.757499999999993, 51.275199998000005 5.759799998000005)"
ijstraject.221,229f,Toegangsgeul en Lorentzhaven te Harderwijk,,0,1.7,,01 - 02,Lorentzhaven Harderwijk,Gem. Harderwijk,,0341-411339,,34908,,,"LINESTRING (52.36980000099999 5.621599998000022, 52.36679999900002 5.626600000999986, 52.364599999000006 5.630199999000013, 52.362599999 5.633200000999977, 52.362500001 5.634700000000009, 52.362900000000025 5.638500001000011, 52.363699999000005 5.640000000999976)"
ijstraject.215,227,Vecht,,28.7,38.2,,02 - 03,Weesp - Nigtevecht(Vecht),Waternet,,020-6082652,,36208,,,"LINESTRING (52.2731 5.022799998999972, 52.27320000200001 5.023699998999973, 52.2731 5.024099997999997, 52.2731 5.024900000999992, 52.27289999999999 5.025600000999987, 52.27259999900002 5.0265999999999735, 52.272100002 5.027899998999999, 52.27199999999999 5.028700001999994, 52.27199999999999 5.029399997999974, 52.27199999999999 5.030099999000015, 52.272500001000026 5.03090000200001, 52.27389999899998 5.032000002000018, 52.27479999899998 5.032600000999992, 52.27499999899999 5.032900002000019, 52.275300000000016 5.033100002000026, 52.27560000099999 5.0340000020000275, 52.276000001 5.034899998000014, 52.276400000000024 5.036499999, 52.27659999999997 5.037099997999974, 52.276700000999995 5.037700001000019, 52.27739999800002 5.039799999000024, 52.277800001 5.041200000999993, 52.277899999 5.041999998999984, 52.27800000100001 5.042399998999997, 52.27800000100001 5.043000000999996, 52.277899999 5.043799999999976, 52.277800001 5.044599999000013, 52.276999999 5.04699999799999, 52.276900001 5.047499999000024, 52.276900001 5.047899998999981, 52.276900001 5.048500000999979, 52.277199998000015 5.049199998000006, 52.277499999999975 5.0496000009999875, 52.277800001 5.049699998999984, 52.27899999900001 5.049699998999984, 52.279199999000014 5.049699998999984, 52.279800002 5.0496000009999875, 52.28049999799998 5.0496000009999875, 52.28090000200001 5.049800000999994, 52.28130000099998 5.050200000000018, 52.28180000200001 5.050599999999974, 52.282099999000025 5.051300000000026, 52.282299998999974 5.05200000100001, 52.282699998 5.053899999999999, 52.28290000200002 5.054900002000011, 52.283100002000026 5.0555999989999805, 52.28350000099999 5.056400000999986, 52.28350000099999 5.057100002000027, 52.28339999899998 5.05759999899999, 52.283199998999976 5.058800001000009, 52.282699998 5.060099999999977, 52.282400000999985 5.061199999999985, 52.282099999000025 5.062600002000011, 52.2817 5.0634000000000015, 52.28110000100003 5.063999998999975, 52.2808 5.0645000000000095, 52.28059999999999 5.064900000000023, 52.28059999999999 5.065900001999978, 52.28099999900002 5.067000001999986, 52.28139999899997 5.067799999999977, 52.28190000000001 5.068799999000021, 52.28249999899998 5.0694000010000195, 52.28290000200002 5.069800000999976, 52.28350000099999 5.069999999999993, 52.284400000999995 5.069699999000022, 52.285199999999975 5.069200002000002, 52.28590000000003 5.069299999999998, 52.28629999999998 5.0694000010000195, 52.28660000100001 5.069800000999976, 52.287300001999995 5.070599999000024, 52.2885 5.072099998999988, 52.289999998999974 5.073100001, 52.291499998000006 5.073699999999974, 52.292100000999994 5.074099998999998, 52.292700000000025 5.074900001000003, 52.293000000999996 5.075499999999977, 52.29309999899999 5.076200001000018, 52.293299999 5.077500000999976, 52.29369999800002 5.079599998999981, 52.29390000199999 5.080200002000026, 52.294100001000004 5.080800001, 52.29450000100002 5.080899998999996, 52.295000001999995 5.081099998000013, 52.29540000100002 5.081099998000013, 52.2962 5.080600000999993, 52.29659999900002 5.080100000000016, 52.29730000000001 5.079300000999979, 52.297800000999985 5.078100000000006, 52.298 5.077500000999976, 52.298 5.076599999999985, 52.297800000999985 5.07589999999999, 52.29740000100003 5.074900001000003, 52.29699999799999 5.074000001000002, 52.29659999900002 5.072600000000023, 52.29659999900002 5.071300000000008, 52.29659999900002 5.067799999999977, 52.29630000100002 5.066700000000026, 52.29589999799998 5.063800000000015, 52.29589999799998 5.063099998999974, 52.29599999999999 5.0625, 52.29630000100002 5.061900001000026, 52.29670000099998 5.061399999999992, 52.297699998999974 5.060699999000008, 52.298400000000015 5.059900001000017, 52.29910000000001 5.058699998999998, 52.29950000000002 5.057100002000027, 52.299699998999984 5.055700000000002, 52.30020000000002 5.054499998999972, 52.30079999899999 5.053899999999999, 52.301499999999976 5.053699999999992, 52.30290000100001 5.053100001000018, 52.303300001000025 5.052599999999984, 52.30369999999999 5.051800001000004, 52.30500000000001 5.0493000000000166, 52.306100000000015 5.0471, 52.306400000999986 5.046199999999999, 52.30710000200003 5.045000001999995, 52.30759999899999 5.044399999000007, 52.307999998000014 5.043900001999987, 52.308400000999995 5.043699998000022, 52.308699999 5.043400001000009, 52.30909999800002 5.0432999989999985)"
ijstraject.216,101,"Boven-Rijn, Waal, Boven-Merwede, Beneden-Merwede en Noord",,94,101.9,,09 - 10,Boven-Merwede,RWS West-Nederland Zuid,,0800-0236200,,36345,,,"LINESTRING (51.82099999899998 5.001800000999992, 51.820900000999984 5.000700000999984, 51.820900000999984 5.000300001000028, 51.82079999899997 4.99920000100002, 51.82079999899997 4.997799999999984, 51.82079999899997 4.996300001000009, 51.82079999899997 4.995900000999995, 51.820900000999984 4.992600001000028, 51.820900000999984 4.9909999999999854, 51.82099999899998 4.989399999, 51.821199998 4.987799998000014, 51.82140000200002 4.985599997999998, 51.821699998999975 4.983100001000025, 51.82189999899998 4.981400001999987, 51.822299998000005 4.978599998999982, 51.82260000000002 4.976599998999973, 51.822900000999994 4.974499999999978, 51.823800000999995 4.96909999799999, 51.82420000100001 4.966400001000011, 51.824900001 4.9617000000000075, 51.825300001000016 4.958399999999983, 51.82549999999998 4.956799998999998, 51.82559999799997 4.956200000000024, 51.82569999999998 4.9556999989999895, 51.82569999999998 4.9553000000000225, 51.825800001999994 4.954700000999992, 51.82589999999999 4.954100002000018, 51.82600000100001 4.9532999990000235, 51.82609999900001 4.952799997999989, 51.82620000100002 4.951999999999998, 51.82620000100002 4.951699997999981, 51.826299999000014 4.951299999000014, 51.826900002 4.9464000020000185, 51.827500000999976 4.942499999000006, 51.82800000200001 4.938200000999984, 51.82820000100003 4.936799999000016, 51.82829999900002 4.936099999000021, 51.82840000099998 4.935099999999977, 51.82840000099998 4.933600001000002, 51.82849999899997 4.931299998999975, 51.82849999899997 4.930000000000007, 51.82849999899997 4.927799999999991, 51.82829999900002 4.924699998999984, 51.82800000200001 4.921799998999973, 51.827500000999976 4.918499999000005, 51.82600000100001 4.911400001000004, 51.824000001 4.904399997999974, 51.82189999899998 4.898300000000006, 51.81940000100002 4.891800000999979, 51.8193 4.891700000000014)"
ijstraject.217,076,Hoogeveensche Vaart en Verlengde Hoogeveensche Vaart,,28.1,54.1,,08 - 10,Hoogeveen - Stieltjeskanaal,Prov. Drenthe,,0592-365345,,36405,,,"LINESTRING (52.72579999999999 6.519299998999998, 52.727499998999974 6.519299998999998, 52.72740000099998 6.520100001000003, 52.7269 6.533900000000017, 52.72679999799999 6.534299998999984, 52.726699999999994 6.534600001000001, 52.72579999999999 6.536200001999987, 52.72579999999999 6.536400001000004, 52.72579999999999 6.536699999000007, 52.72549999900002 6.544399999000007, 52.725400001000025 6.545499999000015, 52.725400001000025 6.546199999999999, 52.725400001000025 6.5482000000000085, 52.72489999999999 6.559599999, 52.724699999999984 6.564800002000027, 52.72449999999998 6.5714000020000185, 52.72379999999998 6.588700000000017, 52.723599999999976 6.596600000000024, 52.723599999999976 6.5969000009999945, 52.723599999999976 6.597199998999997, 52.724699999999984 6.603100002000019, 52.725400001000025 6.607000001000017, 52.72579999999999 6.609399999999994, 52.726699999999994 6.6141000019999865, 52.72720000100003 6.616599999000016, 52.727600000999985 6.618999998999982, 52.728999998000006 6.626100000000008, 52.728999998000006 6.626699998999982, 52.72879999899999 6.633400000999984, 52.72879999899999 6.634199998999975, 52.72870000099999 6.637999999999977, 52.728200000000015 6.655699997999989, 52.72800000000001 6.664999998999974, 52.727899998 6.670299999000008, 52.7278 6.673300002000019, 52.72769999899998 6.675500001999978, 52.72769999899998 6.676300000000026, 52.72769999899998 6.6766000019999865, 52.7278 6.676800001000004, 52.73000000000002 6.679900002000011, 52.73030000199998 6.680500000999984, 52.730399999999975 6.681100000000015, 52.730500000999996 6.681699998999989, 52.730399999999975 6.682300000999987, 52.729600000999994 6.69319999999999, 52.72940000099999 6.695500001000028, 52.72940000099999 6.696199997999997, 52.729499998999984 6.6968000009999855, 52.73219999999998 6.707600001000003, 52.73429999899997 6.715899999999976, 52.735199998999974 6.719700000999978, 52.73680000000002 6.727899997999998, 52.737799998000014 6.732900001000019, 52.738800000000026 6.737900000000025, 52.740099999999984 6.744399998000006, 52.74250000000001 6.755800001000011, 52.74260000100003 6.756399999999985, 52.742699999000024 6.757100001000026, 52.742699999000024 6.757599997999989, 52.7423 6.761900000000026, 52.74209999999999 6.7639000010000245, 52.74209999999999 6.764499999999998, 52.741900000999976 6.765000000999976, 52.73889999800002 6.772799998999972, 52.738800000000026 6.773300000000006, 52.738699999000005 6.77389999899998, 52.73860000100001 6.778700001999994, 52.738499999 6.7833999989999825, 52.738400001 6.783799998000006, 52.73829999899999 6.784200001999977, 52.73770000000002 6.785300001999985, 52.733899999000016 6.792500000000018, 52.73200000100002 6.795999999999992, 52.730700001 6.798300002000019, 52.725599999999986 6.807799998999997, 52.724599997999974 6.80970000100001, 52.723599999999976 6.8115999999999985, 52.723000001 6.812700000000007, 52.72289999899999 6.813099998999974, 52.722699999999975 6.8134999979999975, 52.721600000000024 6.819899998999972, 52.71999999899998 6.828800000000001, 52.71709999799998 6.844900000999985, 52.71629999999999 6.849899999999991, 52.716200001999994 6.850400001000025, 52.715700001000016 6.856299999999976, 52.715599999000005 6.857900001000019, 52.715399999 6.860300000999985, 52.71379999800001 6.878300000000024, 52.71370000000002 6.879799998999999, 52.713599998999996 6.881000001000018)"
ijstraject.218,111,Oude Maas,,3.8,19.3,,15 - 16,Dordtsche Kil - Spui(Oude Maas),RWS West-Nederland Zuid,,0800-0236200,,34277,,,"LINESTRING (51.800999999 4.628699998999991, 51.800000001 4.621300001000009, 51.80139999800002 4.616799999000023, 51.80200000100001 4.615600001000018, 51.80290000100001 4.612000000000023, 51.80339999900002 4.610399998999981, 51.80339999900002 4.610300000999985, 51.80459999999999 4.605200000000025, 51.8048 4.605000000000018, 51.8048 4.604300000000023, 51.805500000999984 4.6019000000000005, 51.80600000200002 4.599599997999974, 51.80620000099998 4.598799999999983, 51.806299998999975 4.598299999000005, 51.806299998999975 4.597899998999992, 51.806400000999986 4.597899998999992, 51.806400000999986 4.597800001999985, 51.806400000999986 4.597300000000018, 51.80660000099999 4.5955000000000155, 51.807000000000016 4.589800000000025, 51.80730000099999 4.58639999899998, 51.80730000099999 4.583900001000018, 51.807500000999994 4.581200000000024, 51.807700001 4.579200000000014, 51.80820000199998 4.576599999999985, 51.809000000000026 4.574099998999998, 51.80970000100001 4.571600000999979, 51.810899999000014 4.569200002000002, 51.811799999000016 4.56740000100001, 51.8125 4.566199998999991, 51.813999998999975 4.564100000999986, 51.815800000000024 4.5625, 51.81779999999998 4.560899999000014, 51.81940000100002 4.559799999000006, 51.822299998000005 4.5584999989999915, 51.825199999000006 4.558200001999978, 51.826900002 4.557100002000027, 51.828600000999984 4.555500000999984, 51.829399998999975 4.554499998999972, 51.82970000099999 4.55400000100002, 51.830200002000026 4.5531999990000145, 51.830899998999996 4.5516999999999825, 51.831799999 4.5485999989999755, 51.831999999000004 4.545699999000021, 51.83219999800002 4.542800001999979, 51.831999999000004 4.539099998999973, 51.83130000199998 4.535100001999979, 51.830800001 4.5309999990000165, 51.83030000000002 4.527600001999986, 51.830200002000026 4.525600000999987, 51.83049999899998 4.522199999999998, 51.831500000999995 4.516500000000008, 51.832699999 4.511500001000002, 51.83439999799998 4.504999999000006, 51.83509999900002 4.502400000000023, 51.83549999799999 4.499699998999972, 51.83590000100003 4.496699999999976, 51.83599999900002 4.4941000009999925, 51.83590000100003 4.490899999000021, 51.835800000000006 4.488899998000022, 51.83570000200001 4.4871000009999875, 51.835200000999976 4.482999999000015, 51.8347 4.479100000000017, 51.834100001000024 4.4757999999999925, 51.83370000100001 4.472699999999975, 51.83329999799997 4.470300000000009, 51.83280000100001 4.467199999999991, 51.832400001999986 4.463799998000013, 51.831799999 4.458299997999973, 51.83159999899999 4.45369999899998, 51.83190000100001 4.449900001000003, 51.832600001 4.445500001000028, 51.83419999900002 4.439800002000027, 51.83670000000001 4.432000000000016)"
ijstraject.219,135,Zandkreek en Veerse Meer,,0,22.2,,10 - 11,Veerse Meer,RWS Zee en Delta Noord,,0113-622110,,34713,,,"LINESTRING (51.544100001000004 3.8693000000000097, 51.54430000100001 3.867600001000028, 51.543799999999976 3.862599998999997, 51.54340000100001 3.8593999999999937, 51.543299999 3.855200000000025, 51.54369999800002 3.852400000999978, 51.54540000100002 3.849800001999995, 51.54670000099998 3.847899998999992, 51.547800000999985 3.846099998999989, 51.54830000200002 3.8454000020000194, 51.549699998999984 3.8434999990000165, 51.55050000199998 3.8423000020000018, 51.55110000100001 3.8412000019999937, 51.55200000100001 3.8394999989999974, 51.55239999999998 3.8381000009999866, 51.55279999999999 3.8370000009999785, 51.55299999900001 3.8359000010000273, 51.553199999000014 3.834600002000002, 51.55339999900002 3.833500001999994, 51.55339999900002 3.831500000999995, 51.553300001000025 3.8290000000000077, 51.55249999799997 3.8256999999999834, 51.55160000199999 3.8229000009999936, 51.55079999899999 3.8202, 51.550000001 3.817499999000006, 51.54930000000002 3.8141000009999857, 51.54879999899998 3.8125, 51.548 3.8108000010000183, 51.54760000099998 3.809900001000017, 51.5471 3.8084000009999954, 51.546100002 3.805100001000028, 51.545499999000015 3.8038000020000027, 51.54509999999999 3.802900001000012, 51.544799997999974 3.8018999989999998, 51.54469999999998 3.8004000000000246, 51.54469999999998 3.798799998999982, 51.54469999999998 3.797400001000028, 51.545000001999995 3.794899999999984, 51.54599999999999 3.793000000999996, 51.54659999900002 3.79140000000001, 51.548 3.7879999990000215, 51.55050000199998 3.7815000009999835, 51.55169999999998 3.7776999999999816, 51.55299999900001 3.7730999999999995, 51.553300001000025 3.7705999990000123, 51.55339999900002 3.767999998999983, 51.553499999999985 3.7659999989999733, 51.553499999999985 3.763700001000018, 51.553499999999985 3.762499998999999, 51.55239999999998 3.7567999999999984, 51.550900001 3.7520999980000056, 51.54820000000001 3.745700001999978, 51.53750000100001 3.7243000010000173, 51.535599999 3.7204000020000194, 51.53339999899998 3.7173999990000084, 51.53090000200001 3.7146999980000146, 51.52800000100001 3.711800002000018, 51.525199998000005 3.7089999990000138, 51.52299999799999 3.7063999999999737, 51.521600001000024 3.7028999999999996, 51.52120000100001 3.7021000010000193, 51.52109999999999 3.70089999999999, 51.521000001999994 3.698800000999995, 51.521000001999994 3.6981999989999963, 51.52109999999999 3.697400000000016, 51.52140000100002 3.6954000000000065, 51.521799999999985 3.693899999999985, 51.52259999900002 3.692000001999986, 51.523800000999984 3.6904000010000004, 51.52479999899998 3.6893000009999923, 51.52899999900001 3.6854999999999905, 51.53739999999999 3.682900000000018, 51.545799999999986 3.678300001000025, 51.54960000099999 3.67489999899999, 51.55849999899999 3.6610999999999763, 51.56019999799997 3.6583999989999825, 51.56080000100002 3.657400000999985, 51.56839999900001 3.6453000010000096, 51.57449999800002 3.6409000009999772, 51.5865 3.6336000000000013)"
ijstraject.222,229,Vaarweg vanaf het IJmeer via de Randmeren naar het Ketelmeer,,15,25.7,,02 - 03,Toegang Eem - Nijkerkersluis,RWS Midden-Nederland Noord,,0320-261111,,35183,,,"LINESTRING (52.287900001000025 5.339899998000021, 52.26709999899998 5.374899997999989, 52.26229999999998 5.383000001000028, 52.25539999799997 5.394000000999995, 52.25310000000002 5.398400001000027, 52.252099998000006 5.401299998000013, 52.25140000099998 5.404800002000002, 52.250999998 5.408500000999993, 52.25110000000001 5.413099999999986, 52.253600000999995 5.426800001000004, 52.257100001000026 5.446699998999975, 52.258699998 5.454900000000009, 52.260699998999996 5.464699998000015, 52.26110000199998 5.467099997999981, 52.261599999 5.469999998999981, 52.261799999000004 5.4708999989999825, 52.261900000000026 5.471600000000024)"
ijstraject.223,233,"Noordzeekanaal, Afgesloten-IJ en Buiten-IJ",,7.9,17.2,,02 - 03,Zijkanaal G - Zijkanaal C,Gem. Amsterdam CNB,,020-6221515,,35246,,,"LINESTRING (52.433600001 4.721600000000024, 52.43030000099998 4.746500000000026, 52.4298 4.750300001000028, 52.42790000100001 4.764499999999998, 52.42729999900001 4.769099998999991, 52.426499999999976 4.775100000000009, 52.42550000199998 4.783300000999986, 52.42260000099998 4.806200000999979, 52.42179999899997 4.812399997999989, 52.41809999899999 4.8405999990000055, 52.416000000999986 4.856600001000004)"
ijstraject.224,150,"Maas, Julianakanaal, Bergsche Maas en Amer",,44.7,53.2,,03 - 04,Lateraalkanaal Linne-Buggenum,RWS Zuid-Nederland Nijmegen,,0653-472774,,35502,,,"LINESTRING (51.16950000100002 5.914600000000007, 51.171899999999994 5.916600000000017, 51.174199998000006 5.918499999000005, 51.17610000100001 5.919799997999974, 51.17839999900002 5.92130000100002, 51.178499999999985 5.92130000100002, 51.179400000999976 5.921899999999994, 51.180399998999974 5.922600000999978, 51.18100000200002 5.923000000000002, 51.183699999 5.925000001000001, 51.18549999999999 5.9266999999999825, 51.18760000200001 5.928899999999999, 51.189599998000006 5.931400000999986, 51.191100000999995 5.933400000999995, 51.19289999799997 5.936299997999981, 51.198199998999996 5.94599999899998, 51.20269999999999 5.954300000999979, 51.20479999899999 5.958199999999977, 51.20870000100001 5.965300001000003, 51.210800000000006 5.96840000200001, 51.212699998000005 5.971000000999993, 51.215899999999976 5.974199999000007, 51.217700001000026 5.975900002000003, 51.220600002000026 5.97830000099998, 51.222199999 5.979400000999988, 51.222500000000025 5.97969999899999, 51.223299999000005 5.980399999999975, 51.22419999900001 5.981400001999987, 51.22489999999999 5.982399999999984, 51.22639999900002 5.984700002000011, 51.2269 5.9857000000000085, 51.227299999000024 5.986699998000006, 51.22769999899998 5.988200000999996, 51.228200000000015 5.990800001000025, 51.22879999899999 5.993299997999998, 51.229800001 5.995700001999978, 51.230799999 5.997799999999984, 51.23219999999998 5.999899997999989, 51.234399999999994 6.002599998999983, 51.23570000000001 6.003899998999998, 51.237199998999984 6.004999999000006, 51.238699999000005 6.006000001000018, 51.24060000100002 6.006700002000002, 51.24399999899998 6.007399998999972, 51.24830000100002 6.008699997999997, 51.24949999900002 6.0089000020000185, 51.250399999000024 6.0089000020000185, 51.251499998999975 6.008800000000008, 51.25279999899999 6.00849999899998, 51.25400000100001 6.00780000200001, 51.25569999999999 6.006700002000002, 51.25659999999999 6.006099999000014, 51.25739999899997 6.00569999999999, 51.25800000100003 6.005399997999973, 51.25890000200002 6.005199999000013, 51.259900000000016 6.005299999999977, 51.26110000199998 6.005499999999984, 51.262800001000016 6.006399999999985, 51.264400002 6.0077, 51.26550000200001 6.0093000009999855, 51.266399998 6.011700001000008, 51.26650000000001 6.0131999999999834, 51.266399998 6.0154, 51.266100000999984 6.0181999989999895, 51.26590000099998 6.019999999999982, 51.26590000099998 6.021400001000018, 51.26599999899997 6.022799998999972, 51.266399998 6.024900000999992, 51.266899998999975 6.026400000000024, 51.26780000000002 6.027800001000003, 51.26909999899999 6.028900001000011, 51.27069999999998 6.029399997999974, 51.2722 6.029699999999991, 51.27320000200001 6.030000001000019, 51.27389999899998 6.030599999999993, 51.274700000999985 6.03159999799999, 51.27710000100001 6.035100001999979, 51.28339999899998 6.0432999989999985, 51.284100000000024 6.0443000010000105, 51.28570000100001 6.0467000009999765, 51.28699999999998 6.0493000000000166, 51.288099999999986 6.051800001000004, 51.28909999899997 6.05469999799999, 51.29019999899998 6.058699998999998, 51.29340000100001 6.069899998999972, 51.29450000100002 6.074200001000008, 51.295799999999986 6.079799998999988, 51.29679999899997 6.083199999999977, 51.297800000999985 6.086300000999984, 51.299199998000006 6.0890999999999735, 51.300700000999996 6.091499999000007, 51.30220000100002 6.093600001000027, 51.30359999799998 6.095100000999992, 51.30559999899998 6.097399998000014, 51.308299999999974 6.102299999000024, 51.309300001999986 6.103500000999986, 51.31060000100001 6.104600000999994, 51.31109999900002 6.105099998000014, 51.311799999000016 6.105599998999992, 51.3125 6.105999999000005)"
