OBJECTID,PUIC,NAAM,LEVENSCYCLUS_STATUS,FUNCTIE,REF_DIENSTREGELPUNT_PUIC,REF_STUURSPOOR_PUIC,PERRON_NUMMER,REF_PERRONWAND_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,OFFSETBEGIN,OFFSETBEGIN_T,OFFSETEIND,OFFSETEIND_T,BEHEERDER,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LENGTE,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,REF_DIENSTREGELPUNT_NAAM,KM_GEOCODE_TOT,KM_GEOCODE_VAN
302,29c5b12e-7aa3-434e-9919-1428a5a7a03a,851,Onbekend,R Restspoor,d43acad4-2cbc-4a8c-81a3-b02fcaa29a59,a2c6de10-d182-4b62-aa2c-3297cd2c2326,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"0,557526","0,510874",14.587986,"14,587986",7.035673,"7,035673",ProRail,61858.13374927,438914.63905874,61876.97299999,438877.134,42.01174575,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93089082,4.03290497,51.93055696,4.03318899,Mvtw,0.510874,0.557526
303,3477cec9-0021-4332-944e-f3ae662fa6c7,855,Onbekend,R Restspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,4b526fae-59cd-40c5-9694-36cb4c12fc19,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"0,534826","0,501387",-73.173242,"-73,173242",-61.769513,"-61,769513",ProRail,61799.82468177,438845.79134508,61827.951,438828.047,33.30561904,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93026238,4.03207604,51.93010764,4.0324897,Mvtww,0.501387,0.534826
304,1a6aa09b-2596-4fd4-a131-23cedfa691d2,859,Onbekend,R Restspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,e00f6a2c-a338-4d84-9467-67bdbf89d5ca,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"0,787237","0,855359",-119.27807,"-119,278070",-118.037095,"-118,037095",ProRail,61649.00012196,439075.75972488,61626.76099999,439138.678,66.7326595,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93230358,4.02982116,51.93286523,4.02948078,Mvtww,0.855359,0.787237
305,84954743-ef72-4456-b326-9db9d5887750,810,Onbekend,R Restspoor,26c6bdb6-8933-4586-9657-3032531a9d0a,c514a4dc-4584-4972-85d5-c7737211cc36,,,Asd-Zp,Amsterdam Centraal - Zutphen ,509,a,509,509_a,Baarn,"35,775660","36,411084",6.827264,"6,827264",3.912339,"3,912339",ProRail,147871.38980998,468834.50995471,148309.07,468377.41899999,634.61983056,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.20756704,5.28291391,52.20346426,5.28932608,Brn,36.411084,35.77566
306,3d90721d-e5a3-479a-b842-81d0c92dcafa,KA3,Onbekend,IU In-/uitrijspoor,541a84e3-1691-48fc-ba25-9acb61879322,a5788e28-d614-4fcf-a518-efe0df9e2c98,,,,,,,,,,,,,,,,,102191.91215796,426642.74378864,102200.967,426648.826,10.90802579,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Kfhz,,
307,3eb31d34-2776-4005-b00e-87a8901ff1a4,ZA3,Onbekend,IU In-/uitrijspoor,541a84e3-1691-48fc-ba25-9acb61879322,be7ad5b5-dccb-4d16-8221-d6a35701ef5c,,,,,,,,,,,,,,,,,102200.82416425,426641.99560434,102209.02899999,426647.65,9.96442376,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Kfhz,,
308,eea48c39-6d6d-4a3e-a44b-419b3dcd0b3a,1,Onbekend,P Perronspoor,92428a84-7c1e-40fb-8f38-6bd9bbbaa33c,d0b7487b-3c62-4bb6-ab32-1909e3af670c,,,Skn-Zb,Stadskanaal Hoofdstation - Zuidbroek ,305,,305,305__,Stadskanaal Hoofdstation - Zuidbroek,"8,860870","3,180000",0.082645,"0,082645",0.052685,"0,052685",Derden - Overig - STAR,253134.82,564045.84199999,256670.481,559938.162,5691.23100534,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,53.05432605,6.85086195,53.01676819,6.90229106,Brv,3.18,8.86087
309,b2fdff5f-0c76-4063-ba42-308088a8b16a,558,Onbekend,R Restspoor,f53fede2-4734-42cf-af23-06511b49806d,6ee186d4-e01c-4d76-aa26-d63ab54b2c63,,,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,"87,131006","87,860453",-0.702468,"-0,702468",-0.673866,"-0,673866",ProRail,184241.97182545,434123.37489417,184965.573,434110.00599999,727.35224272,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.89485684,5.81202879,51.89469816,5.82253979,Brvalo,87.860453,87.131006
310,b011d532-71f2-4b9a-8221-97da2c87d6ae,KG4,Onbekend,R Restspoor,5bd7146c-feb7-48ca-bfb1-a83a531d40f2,24d36422-e7b5-4d94-9b5c-0de09c982d3c,,,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,"79,600124","80,969555",-1.801886,"-1,801886",-1.956598,"-1,956598",ProRail,177360.91773329,436502.42811608,178728.84599999,436504.852,1369.16265214,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.91655941,5.7122178,51.91652445,5.73210036,Brvalw,80.969555,79.600124
311,46e77a74-7cd0-482d-9f28-d9e942d9be02,ZG3,Onbekend,IU In-/uitrijspoor,5bd7146c-feb7-48ca-bfb1-a83a531d40f2,ebfd3bf0-4d95-4273-9910-aa1d0b18fa15,,,Brech-Brzv,Betuweroute Echteld - Betuweroute Zevenaar ,155,b,155,155_b,Meteren Aansl. - Ressen = Bemmel,"78,689994","79,600118",2.419125,"2,419125",2.398387,"2,398387",ProRail,176452.57667445,436560.07514726,177360.639,436498.237,910.16511553,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.91711338,5.69901893,51.91652175,5.71221348,Brvalw,79.600118,78.689994
312,fa46a925-18e4-4699-b7d7-9b2b83c79c0e,870,Onbekend,R Restspoor,d43acad4-2cbc-4a8c-81a3-b02fcaa29a59,a4a576fc-c2a3-4206-8906-6400c51ae630,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"1,853786","1,964680",31.032274,"31,032274",65.564045,"65,564045",ProRail,61426.95009713,440129.98873068,61409.10899999,440252.178,123.57706928,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.9417396,4.02630614,51.94283459,4.02601343,Mvtw,1.96468,1.853786
313,c365c660-1e67-4aae-a95a-a814ffa57d28,874,Onbekend,R Restspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,ef21d9b9-678b-4ee6-afd5-298672a1454f,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"1,938623","1,869957",-40.745318,"-40,745318",-45.747368,"-45,747368",ProRail,61327.94019306,440178.75490264,61349.038,440120.193,62.25058574,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94216113,4.02485325,51.94163845,4.02517598,Mvtww,1.869957,1.938623
314,23af00e4-2050-40db-be6c-f02bb074da81,878,Onbekend,R Restspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,73d80993-3666-4ebf-a2cf-20d6ebad37c9,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"1,996034","2,061597",-51.866088,"-51,866088",-45.904665,"-45,904665",ProRail,61290.90040722,440223.93568203,61268.542,440292.423,72.08730046,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94256088,4.02430236,51.94317254,4.02395858,Mvtww,2.061597,1.996034
315,2a77f1e3-3016-46c5-8200-204a461da019,932,Onbekend,O Opstelspoor,d43acad4-2cbc-4a8c-81a3-b02fcaa29a59,74f69d7e-9c14-476f-bb06-be9932be3878,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"2,255007","3,002507",-30.256023,"-30,256023",-13.931194,"-13,931194",ProRail,61216.3926512,440480.55154696,60961.89899999,441197.94199999,761.19355502,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94485427,4.02314894,51.95125775,4.01925193,Mvtw,3.002507,2.255007
316,297fc3a3-e642-43e5-8a9c-ce522a0cdd18,FF,Onbekend,IU In-/uitrijspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,dbaf2da2-0905-4a01-9ab1-ff743a9a23e6,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"0,611744","0,498719",-82.163952,"-82,163952",-52.637777,"-52,637777",ProRail,61745.59599279,438923.59714221,61841.71899999,438826.27799999,138.49424231,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93095245,4.03126665,51.93009405,4.03269031,Mvtww,0.498719,0.611744
317,9f0418df-f6e4-47b9-9459-1516f361045a,HH,Onbekend,IU In-/uitrijspoor,e132ac04-68a1-443f-a513-c0ee161e8f17,c613426a-dfc5-401c-9f5b-6d267864d801,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"0,538351","0,586609",-92.053982,"-92,053982",-114.917512,"-114,917512",ProRail,61782.87158415,438836.85062766,61731.599,438876.12199999,64.76004951,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93017919,4.03183203,51.93052349,4.03107607,Mvtww,0.586609,0.538351
318,aa58cc6a-9bb8-4463-b202-618bcf07ee2e,923,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,2f37736a-9112-4917-8cca-30e1344447c9,322a5895-1483-4ce7-8872-051738f7242a,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"312,596955","312,699002",-8.975837,"-8,975837",-8.961772,"-8,961772",Derden - Overig - Euromax Terminal,61775.68338528,444441.53051438,61868.872,444404.498,100.27777824,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.98054211,4.03020551,51.98022498,4.03157169,Mvtyn,312.699002,312.596955
319,681b86fb-1370-4432-8ce8-c1bb51d46b72,927,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,2f37736a-9112-4917-8cca-30e1344447c9,54d4d58e-9247-4656-bfc9-a5c20d121859,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"312,597056","312,698974",9.013368,"9,013368",9.017239,"9,017239",Derden - Overig - Euromax Terminal,61769.05002665,444424.80932628,61862.212,444387.798,100.24468867,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.98039074,4.03011353,51.98007379,4.03147931,Mvtyn,312.698974,312.597056
320,1cb800b0-dfc5-4285-b7a3-93bc84af61a5,21,Onbekend,O Opstelspoor,023503fd-188b-44e4-a802-a8f222e78d48,f5ebd66b-2970-4913-be0b-5c319a48c317,,,Mvtah-Mvtahw,Maasvlakte Prinses Amaliahaven - Maasvlakte Prinses Amaliahaven west ,479,b,479,479_b,Maasvlakte 2,"502,528611","502,609522",0.044379,"0,044379",-0.054657,"-0,054657",Derden - Overig - RWG,59157.194,442494.363,59195.481,442565.65899999,80.92598001,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.96259895,3.99264457,51.96324622,3.9931816,Mvtahw,502.609522,502.528611
321,968849b3-5caf-4bfa-b6ac-f5fe602f423f,912,Onbekend,IU In-/uitrijspoor,8b4edd41-95e8-4210-8a9e-3984f4ceeed3,a369b63d-914f-44ad-a327-2809cc9882cf,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"2,183977","2,300082",17.432877,"17,432877",17.508108,"17,508108",ProRail,61285.1292779,440429.44276991,61246.25499999,440539.226,116.46244175,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.9444066,4.02416237,51.94538656,4.02356715,Mvtwz,2.300082,2.183977
322,a02ef83a-6b34-497e-846c-4f4160110b60,914,Onbekend,IU In-/uitrijspoor,8b4edd41-95e8-4210-8a9e-3984f4ceeed3,539d4240-2478-4607-8dbd-e0b3109809b2,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"2,184084","2,300041",8.999868,"8,999868",9.008967,"9,008967",ProRail,61277.14559999,440426.7234,61238.245,440536.384,116.35649295,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94438082,4.02404703,51.94535967,4.02345145,Mvtwz,2.300041,2.184084
323,bb0302f6-3d8a-4a46-95e8-658497c4a586,916,Onbekend,IU In-/uitrijspoor,8b4edd41-95e8-4210-8a9e-3984f4ceeed3,ee2adc90-68e7-4bcf-b4e4-c2aea4e1cd17,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"2,184000","2,300002",0.552534,"0,552534",0.500669,"0,500669",ProRail,61269.21190945,440423.82186097,61230.226,440533.53999999,116.43866679,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94435341,4.02393246,51.94533276,4.02333562,Mvtwz,2.300002,2.184
324,f14d6607-14e8-4dcf-a508-e34c2619f8b8,930,Onbekend,IU In-/uitrijspoor,d43acad4-2cbc-4a8c-81a3-b02fcaa29a59,c283c3c9-06ea-47d5-9fef-9009713ed21a,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"2,376915","2,327916",-19.50885,"-19,508850",-19.29293,"-19,292930",ProRail,61185.90550861,440599.71574934,61202.311,440553.423,49.11380533,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94591994,4.02267308,51.94550672,4.02292428,Mvtw,2.327916,2.376915
325,66308f1a-2586-4147-8017-488965812997,935,Onbekend,R Restspoor,137a2b37-79d6-4023-87f4-af396af793e2,8ed092fd-3c87-41c6-a603-c58b472a8200,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"300,414922","300,425031",3.019424,"3,019424",3.050806,"3,050806",ProRail,60487.25472741,441388.7187757,60478.67199999,441383.607,9.99152655,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.95289153,4.01229673,51.95284413,4.01217332,Mvtnwa,300.425031,300.414922
326,a9003d2a-3cb3-4190-88bf-dd894f463d84,937,Onbekend,R Restspoor,37b972cf-3116-41ad-a0a2-49ee19c08c59,fdee6548-a3c9-45b8-816f-a86a2a7c9a0f,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"300,879999","301,800058",2.164509,"2,164509",3.471351,"3,471351",ProRail,60184.35741073,441035.68899876,59614.79499999,440313.607,919.6756439,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94966759,4.00798907,51.94308149,3.9999069,Mvtahz,301.800058,300.879999
327,dc5ce5ea-8350-4811-b2c4-ef16de60ad55,942,Onbekend,R Restspoor,37b972cf-3116-41ad-a0a2-49ee19c08c59,3ac45dd5-3e33-49cc-b6a5-1d2df0164e06,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"302,824986","303,230000",-2.283214,"-2,283214",-2.448771,"-2,448771",ProRail,58931.2098145,439610.04162105,58526.665,439595.753,405.53074857,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.93664154,3.99016429,51.93644308,3.98428705,Mvtahz,303.23,302.824986
328,920ca08d-740f-42a1-9920-0a6bb7f4f74e,959,Onbekend,R Restspoor,21b77b14-c78e-4dce-af11-6b2796d15d96,3c863baf-1ff7-4a37-805f-4b238e807bd9,,,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,"301,864236","301,912199",10.29818,"10,298180",9.50168,"9,501680",Derden - Overig - APMT,59568.93180721,440267.93671832,59539.66799999,440229.818,48.05795884,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.94266322,3.99925274,51.94231566,3.99883784,Mvtaho,301.912199,301.864236
329,e71e6f78-1b49-4e6b-9e9c-b0f97b4857a7,SA,Onbekend,R Restspoor,137a2b37-79d6-4023-87f4-af396af793e2,2b45bf07-c04c-4231-9d32-f9159578b303,,,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,"3,695000","3,247997",-0.005162,"-0,005162",-0.033703,"-0,033703",ProRail,61016.27626645,441864.56817626,60987.625,441439.69699999,467.42693894,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.95725728,4.01986023,51.95343452,4.01955986,Mvtnwa,3.247997,3.695
330,00264657-44e2-4130-86ee-258be120ddc3,B25,Onbekend,R Restspoor,439a9d24-488e-4f02-9131-116c6bae6bc3,cd894dd7-3ec2-4219-8461-a55a37ce9e3e,,,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),"61,485751","48,800000",-58.33191,"-58,331910",-109.045299,"-109,045299",Derden - Overig - Infrabel,98355.30382827,370134.14304361,88079.51799999,363985.99699999,12796.98279381,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.31762227,4.57466829,51.26124282,4.42844547,Ndkp,48.8,61.485751
331,e77b4eb6-37f4-41c2-b405-3db964c48699,510b,Onbekend,O Opstelspoor,8f776461-881c-455c-9031-644e78fd9ac1,7f0264d3-e099-43ec-83eb-cc82e18f083a,,,Bd-Ehv,Breda - Eindhoven ,617,a,617,617_a,Boxtel,"39,360581","39,397572",28.769472,"28,769472",28.065903,"28,065903",ProRail,150383.78462682,399342.24466541,150408.60999999,399316.259,35.93818054,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.58297877,5.32059802,51.5827454,5.32095654,Btl,39.397572,39.360581
332,ad501093-8360-4d06-aa01-74151da5e408,11g,Onbekend,O Opstelspoor,fd1cd58c-36c6-4904-9068-e7532eb12d39,378136a4-615e-416e-aeb8-c245027d3797,,,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,"11,421470","11,143189",-18.004944,"-18,004944",-10.345759,"-10,345759",ProRail,105189.974,499042.11499999,105048.993,498799.44199999,280.93372103,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.47684077,4.65405212,52.47464707,4.65201346,Bv,11.143189,11.42147
333,daf50477-90bf-45fb-8e59-f392108cf768,71,Onbekend,R Restspoor,fd1cd58c-36c6-4904-9068-e7532eb12d39,f14468df-7a73-4ee0-8321-f0bc3130e456,,,Bv-Bvhg,Beverwijk - Beverwijk Hoogovens ,804,a,804,804_a,"Beverwijk Hoogovens, Van Gelder","0,160889","0,250000",1.837985,"1,837985",1.97999,"1,979990",Strukton Rail Short Line,105183.7120857,499085.35751738,105099.072,499059.477,88.79449723,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.47722881,4.65395351,52.47698852,4.65271165,Bv,0.25,0.160889
334,de390fee-d0dd-4baf-bc5c-da6384c98afa,13a,Onbekend,O Opstelspoor,9460de59-e854-41dd-a6d2-652d20f179f3,ea40d836-1654-477f-b386-0a3a48c3f0bf,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,912592","202,182585",43.548825,"43,548825",54.102471,"54,102471",Strukton Rail Short Line,103620.895,499606.36099999,103360.209,499674.77899999,269.98422975,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.48176644,4.63087201,52.48235675,4.62702429,Bvhc,202.182585,201.912592
335,f705a3e4-d3d3-4f3f-8b9b-c474299ee101,15a,Onbekend,O Opstelspoor,9460de59-e854-41dd-a6d2-652d20f179f3,886d0b4f-ba7e-4627-ac7f-60f7b944e8f4,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,530192","201,863698",57.501399,"57,501399",53.927077,"53,927077",Strukton Rail Short Line,103998.867,499535.25799999,103670.96799999,499605.96,335.6427804,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.48116281,4.63644639,52.48176754,4.63160912,Bvhc,201.863698,201.530192
336,e0469e2d-a296-4185-a12f-edfb3886b736,24,Onbekend,O Opstelspoor,9460de59-e854-41dd-a6d2-652d20f179f3,e19ef5a2-6147-4e70-84d0-340815a9532d,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,040034","201,013247",10.681059,"10,681059",10.742939,"10,742939",Strukton Rail Short Line,104395.39933957,499213.97798144,104416.557,499197.481,26.82931809,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.47831236,4.64233171,52.47816606,4.64264561,Bvhc,201.013247,201.040034
337,6556a476-0678-4a96-811a-57bca49e8a2b,55,Onbekend,R Restspoor,9460de59-e854-41dd-a6d2-652d20f179f3,7501acab-6f8a-4211-b5b0-62e87def47b5,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,210143","201,869936",11.454682,"11,454682",13.902636,"13,902636",Strukton Rail Short Line,104260.4223826,499320.50749635,103656.251,499568.215,665.57230559,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.47925722,4.6403289,52.48142695,4.63139829,Bvhc,201.869936,201.210143
338,eec4d486-3f88-46b8-861b-6361488492d1,70,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,9460de59-e854-41dd-a6d2-652d20f179f3,ff0fd24a-de49-4b38-9dbd-55ea2053034d,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,123991","201,182501",-0.131746,"-0,131746",-10.752495,"-10,752495",,104322.17854476,499257.50327267,104268.65399999,499285.69699999,60.59802912,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.47869674,4.64124742,52.47894515,4.64045534,Bvhc,201.182501,201.123991
339,297805ca-34c8-4b96-bd67-fd7a2ccabd92,a7,Onbekend,O Opstelspoor,9460de59-e854-41dd-a6d2-652d20f179f3,6842dc0f-dd64-4539-8260-0d6dba25020c,,,Bvhca-Bvhc,Beverwijk Hoogovens Centraal Aansl. - Beverwijk Hoogovens Centraal ,804,b,804,804_b,"Beverwijk Hoogovens, Van Gelder","201,657804","201,972514",21.931794,"21,931794",22.81453,"22,814530",Strukton Rail Short Line,103865.231,499530.26799999,103558.023,499599.049,314.98965825,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.4811055,4.63448014,52.48169482,4.6299477,Bvhc,201.972514,201.657804
340,fc1efe35-cab6-429a-85e6-a634b494359a,GG,Onbekend,R Restspoor,913df335-43a9-414f-8742-7fc56fb9c9d8,8d71fb87-864d-49e8-ac8d-6813f6cecf1a,,,Ut-Btl,Utrecht Centraal - Boxtel ,117,,117,117__,Lunetten - Geldermalsen,"16,012024","16,304022",-1.680575,"-1,680575",-2.377966,"-2,377966",ProRail,142968.66498113,441523.71179964,143117.614,441272.77899999,291.8101712,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.962012,5.21215037,51.95975977,5.21432619,Lek,16.304022,16.012024
341,bcb2d6d9-feb0-46bf-8149-8271bb0a80a3,1304,Onbekend,R Restspoor,3ee922b7-db21-4acd-9615-c92e4d980ca4,3af9c353-fde6-4544-a351-8a29dab613bb,,,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,"24,654989","25,319996",-2.483818,"-2,483818",-2.256827,"-2,256827",ProRail,139887.36731453,474494.08324222,140038.885,473846.52799999,665.04524848,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.25827277,5.16585739,52.2524569,5.16810521,Crao,25.319996,24.654989
342,db0b2b78-6806-4272-befd-779c4fae1df8,110,Onbekend,R Restspoor,7850da4b-3ff5-414d-9226-83a4abe33430,55067749-e7ce-44a1-a829-a6dd647d9bc8,,,,,,,,,,,,,,,,,187280.05758267,429186.8606122,187550.52299999,430420.71899999,1272.82658782,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Nm,,
343,151efd9e-3137-4d5a-a41e-5ae94014882d,8r,Onbekend,R Restspoor,7850da4b-3ff5-414d-9226-83a4abe33430,ead404a7-1dbb-4f1e-8ed6-ac2cf645689c,,,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,"18,068835","18,375000",53.506372,"53,506372",55.614741,"55,614741",ProRail,187202.78899999,427431.591,187420.318,427213.569,308.02400292,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.83454702,5.85441685,51.8325748,5.8575523,Nm,18.375,18.068835
344,80e0b7ef-3784-47db-97ee-3ecb5563bcf5,MJ,Onbekend,R Restspoor,3aba6887-93c6-48e1-9aa6-94a180acaa26,34f40eee-aa90-441f-8e78-7e8ebfeae21c,,,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,"9,344999","8,872012",1.981633,"1,981633",2.382253,"2,382253",ProRail,107078.1963201,406362.52065006,107282.507,405935.537,473.51388079,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.64405302,4.69484863,51.6402327,4.69785862,Zha,8.872012,9.344999
345,a3daf8ff-240d-4d21-afa7-c965ff519b02,NJ,Onbekend,R Restspoor,3aba6887-93c6-48e1-9aa6-94a180acaa26,8b423406-7e68-46ab-9811-6416dc789e17,,,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,"9,345001","8,871987",-2.166262,"-2,166262",-1.753436,"-1,753436",ProRail,107074.37450721,406360.90695145,107278.75599999,405933.79499999,473.6607521,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.64403819,4.69479364,51.64021673,4.69780467,Zha,8.871987,9.345001
346,df60eb2a-53a2-4a59-b058-22082307b698,11,Onbekend,R Restspoor,546afe57-c38c-4c92-8186-1a9139074f1c,c987dfc6-b706-4cc8-b33e-d54d23a583ef,,,,,,,,,,,,,,,,,246340.77799999,517639.499,246321.958,518366.179,728.22673281,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Cog,,
