OBJECTID,PUIC,NAAM,LEVENSCYCLUS_STATUS,FUNCTIE,REF_DIENSTREGELPUNT_PUIC,REF_STUURSPOOR_PUIC,PERRON_NUMMER,REF_PERRONWAND_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE_VAN_T,KM_GEOCODE_TOT_T,OFFSETBEGIN,OFFSETBEGIN_T,OFFSETEIND,OFFSETEIND_T,BEHEERDER,X_BEGIN,Y_BEGIN,X_EIND,Y_EIND,LENGTE,GELDIG_VANAF,PUBLICATIEDATUM,LATITUDE_BEGIN,LONGITUDE_BEGIN,LATITUDE_EIND,LONGITUDE_EIND,REF_DIENSTREGELPUNT_NAAM,KM_GEOCODE_TOT,KM_GEOCODE_VAN
1458,b3bd19dd-cec7-45bb-b86a-167dc94d54c7,39,Onbekend,R Restspoor,dd754b77-d73c-4c48-b474-0a8cc2742386,e2033e02-1a60-41f0-ae8b-cf853a2b1911,,,,,,,,,,,,,,,,,160808.42663675,383703.30939216,160380.82399999,383971.15299999,515.30646406,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Ehs,,
1459,02abd366-56e0-48a1-9896-e78d8d81ccf8,1104,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,a271750b-0f5a-4cb5-b369-2e0812a07a40,,,,,,,,,,,,,,,,,117922.908,490710.64,118007.61,490650.29499999,103.99974919,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Awhv,,
1460,5e7c3f37-674a-4a21-b3a1-0517f9ed48b3,184,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,17824d71-03f9-496c-b899-f64980426368,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),"76,717081","76,643686",3.031205,"3,031205",3.236849,"3,236849",ProRail,118555.78719539,490306.71056692,118495.663,490348.65299999,73.31974012,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39938775,4.85172354,52.3997607,4.8508356,Awhv,76.643686,76.717081
1461,c582207e-02e0-48bc-a920-a07479f9d0a9,2166,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,497d3e58-a479-47ad-a4f2-6a12fe0124ad,,,,,,,,,,,,,,,,,117205.923,491260.45199999,116969.637,491482.75699999,324.62983804,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Awhv,,
1462,41919057-cc04-48fe-a261-f633a93ea7b0,2170,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,77ea0376-c201-4b60-b96d-4ee7258e0cc1,,,,,,,,,,,,,,,,,117090.729,491389.652,116824.499,491714.498,422.21134135,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,,,,,Awhv,,
1463,73682e9e-421c-4289-a37e-b0bc07c8bcf4,2266,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,4baeb69d-2084-4a53-8acb-4ed9fdb2afb3,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,"74,742469","74,470360",9.450428,"9,450428",3.799729,"3,799729",ProRail,116969.637,491482.75699999,116812.27,491704.94099999,273.59299398,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40984944,4.82828577,52.41183531,4.82594782,Awhv,74.47036,74.742469
1464,38300952-b916-4ce8-8529-b1c535bf9e88,2365,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,be030ca8-ea5a-4cb6-a096-949bd6cf0d24,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,081,,81,081__,Zaandam - Amsterdam Singelgracht Aansl.,"74,537161","74,365438",14.194291,"14,194291",5.765143,"5,765143",ProRail,116838.855,491642.308,116760.268,491796.407,173.07507984,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.41127427,4.82634566,52.41265371,4.82517314,Awhv,74.365438,74.537161
1465,428f737d-98ff-48e9-aec9-48593dbc1c58,4346,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,2fb93e1e-cf72-4f86-aeec-8b668c855757,,,Awhv-Awhvm,Amsterdam Westhaven (gebied) - Amsterdam Westhaven Maltaweg ,486,e,486,486_e,Amsterdam Westhaven (gebied),"300,373416","300,374097",-0.107509,"-0,107509",-0.098382,"-0,098382",Strukton Rail Short Line,115620.144,490961.657,115620.82399999,490961.641,0.6801882,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40507102,4.80851489,52.40507092,4.80852488,Awhv,300.374097,300.373416
1466,be92ad2e-9ecb-4f3a-9656-97a40251f5e6,212,Onbekend,O Opstelspoor,e3b73dbd-6269-4da9-9c11-93b07267df4f,b67a94c9-7694-40f8-8701-78913f1ac0bc,,,Wd-Ledn,Woerden - Leiden Centraal ,102,,102,102__,Woerden - Alphen a/d Rijn,"1,913992","2,216521",3.882978,"3,882978",4.147932,"4,147932",ProRail,118264.60091998,453849.05439955,117964.027,453883.071,302.4927863,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.07170648,4.85140301,52.0719922,4.84701552,Wdmv,2.216521,1.913992
1467,e0d66836-de42-4bcd-9b72-2afaadfe5b58,TB,Onbekend,R Restspoor,fa6cb638-c593-4fbb-84be-51055c00f18f,13b51819-b9a8-4b01-9c7b-1be7cf002bb9,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,"16,434957","17,140182",-9.466359,"-9,466359",-9.250803,"-9,250803",ProRail,120619.11321388,454875.356825,120223.406,454296.473,702.66840505,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.08108173,4.88563962,52.07585416,4.87992614,Wd,17.140182,16.434957
1468,1e78b87e-6beb-4473-afdd-3380e03527f8,TD,Onbekend,R Restspoor,fa6cb638-c593-4fbb-84be-51055c00f18f,475b237f-1409-4f14-ba4e-1f05ee13e667,,,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,533,,533,533__,Woerden,"16,435008","17,139911",1.367733,"1,367733",4.551615,"4,551615",ProRail,120611.02790026,454882.56866774,120211.52,454303.495,705.03530997,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.08114605,4.88552094,52.07591653,4.87975205,Wd,17.139911,16.435008
1469,743390cf-2857-4ddb-89b2-25c7de1be53e,WD,Onbekend,R Restspoor,e3b73dbd-6269-4da9-9c11-93b07267df4f,5953d9a6-fb51-472f-9d12-10329fa9b349,,,Wd-Ledn,Woerden - Leiden Centraal ,102,,102,102__,Woerden - Alphen a/d Rijn,"0,935027","1,010018",2.01032,"2,010320",2.577801,"2,577801",ProRail,119239.10008904,453736.34333761,119164.577,453742.764,74.80465918,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.0707572,4.86562767,52.07081009,4.86454012,Wdmv,1.010018,0.935027
1470,9b5b991d-c9f5-449a-bb86-4bc4262d917f,3206,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,0cd9bb7f-2b9d-4084-902d-389d0a481e21,4b521361-42b4-4aca-b5c8-d94caca54c4f,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"904,823173","904,860843",9.630941,"9,630941",10.161964,"10,161964",Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),124891.01178,485422.50942815,124921.417,485401.42499999,37.00003858,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35587591,4.94524241,52.35568808,4.94569059,Wgm,904.860843,904.823173
1471,4271882e-15de-4b89-8989-17109fb56548,3208,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,0cd9bb7f-2b9d-4084-902d-389d0a481e21,3c198552-2ed1-41c7-a677-304782b5e7a1,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"904,822927","904,860586",26.595037,"26,595037",27.148294,"27,148294",Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),124881.3461687,485408.56612046,124911.729,485387.46999999,36.98875376,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35575007,4.94510178,52.35556213,4.94554963,Wgm,904.860586,904.822927
1472,606876e7-03cd-4ffc-a3cf-14df5d8ca15d,3211,Onbekend,R Restspoor,1ae61aab-5f9d-43e9-8a29-cf09554798c8,d1c339a6-e40c-4079-9250-9d3d084da7c8,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"905,261512","905,077294",-5.804658,"-5,804658",-6.03354,"-6,033540",Derden - Overig - NS Onderhoud & Service (vastgesteld op 03-04-2018),125232.114,485161.134,125105.618,485287.21799999,180.52957547,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35354542,4.95027232,52.35467171,4.94840447,Wgmhsa,905.077294,905.261512
1473,e428ec64-bc7a-4f21-9405-80b9cb16f5ca,325,Onbekend,R Restspoor,0cd9bb7f-2b9d-4084-902d-389d0a481e21,4b302d73-a689-4164-a28b-53550c57ba83,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"906,046983","905,589129",41.216623,"41,216623",13.815626,"13,815626",ProRail,125825.609,484640.065,125471.926,484932.435,461.96595214,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.34889421,4.95902851,52.35150296,4.95381223,Wgm,905.589129,906.046983
1474,fc06da97-537b-479d-836d-0c02d63e6aa7,6201,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,16ae3de2-faad-46dc-ba41-f20323cc6eb9,,,Vhw-Kmbw,Vlothavenweg - Kombuisweg ,485,f,485,485_f,Amsterdam Hemhaven (gebied),"200,445004","200,473005",0.116165,"0,116165",0.116665,"0,116665",ProRail,118379.03567892,490550.58119732,118356.456,490567.31599999,28.10545804,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.4015677,4.84910001,52.40171659,4.84876641,Awhv,200.473005,200.445004
1475,9358a699-142b-4c02-a66f-0353a987be63,6501,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,118498bb-fede-4b4a-b575-a7677cc194c4,,,Vhw-Kmbw,Vlothavenweg - Kombuisweg ,485,f,485,485_f,Amsterdam Hemhaven (gebied),"201,970020","202,619788",0.595623,"0,595623",0.012611,"0,012611",ProRail,117159.53599999,491465.277,116823.86199999,491983.818,640.12769973,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40970548,4.83107849,52.41434243,4.82608645,Awhv,202.619788,201.97002
1476,44ec022c-5305-433a-b55e-132f4d61cee6,7316,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,3008a8aa-f76d-4c2b-ab22-8b65236aa63b,,,Chw-Vhv,Coenhavenweg - Vlothaven ,485,h,485,485_h,Amsterdam Hemhaven (gebied),"325,136908","325,198582",-2.187805,"-2,187805",-0.768914,"-0,768914",Strukton Rail Short Line,118797.45884222,490865.45897963,118858.905,490858.869,62.79754417,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40442534,4.85521404,52.40437016,4.85611765,Awhv,325.198582,325.136908
1477,49005448-223f-40b7-abd9-67210ea8c443,83,Onbekend,R Restspoor,e7716721-f717-4ff5-8bca-2d39831a9201,0d41a0df-3c90-42d6-826e-e01ed2fd8520,,,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),"77,523165","77,418001",3.221463,"3,221463",2.019251,"2,019251",ProRail,119157.71469526,489859.61601242,119074.336,489923.00199999,104.73857101,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.39540926,4.86061512,52.39597347,4.8593834,Asdta,77.418001,77.523165
1478,ef3b0d0b-5629-4d4c-a307-24831974b93f,8815,Onbekend,R Restspoor,b6ac43ec-688a-4652-bb16-5fb9f1d2ec41,27426257-39ad-4570-90d8-6ea8865ba041,,,Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,485,d,485,485_d,Amsterdam Hemhaven (gebied),"100,944009","100,832008",9.004424,"9,004424",3.24419,"3,244190",ProRail,119076.304,490840.54599999,118987.034,490908.456,112.20952911,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.40421977,4.85931411,52.40482424,4.85799508,Awhv,100.832008,100.944009
1479,1bcba68b-41b1-43a0-a135-532f8b33abf6,22,Onbekend,R Restspoor,7e7e6a6d-b85b-4fcb-a52c-09404f86b5c1,575740f6-6126-4981-a562-6ca33a8b48ac,,,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,"15,604749","15,296877",2.223581,"2,223581",3.897642,"3,897642",Derden - Overig - VSM Apeldoorn- Dieren,196149.14499999,463581.48499999,196355.765,463354.112,307.23212862,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.15886551,5.9885536,52.15680656,5.99154528,Bbg,15.296877,15.604749
1480,0c900a45-772b-4c14-8466-7c0e7576dc39,LB,Onbekend,R Restspoor,71b823c9-3bc2-4a1b-8a2e-b3b974c3314e,72773c3e-602c-4f5d-93c0-cd12c61ef62b,,,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,"11,687001","13,976999",-0.154418,"-0,154418",-0.11433,"-0,114330",Derden - Overig - VSM Apeldoorn- Dieren,198708.41408761,460621.76313551,197238.874,462375.19799999,2288.86306082,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.13206832,6.0255717,52.14794171,6.00432795,Lnn,13.976999,11.687001
1481,397422e7-002c-40b1-8553-03530f13a541,852,Onbekend,O Opstelspoor,d9033a92-ff06-4d54-a165-5d741355910a,db1840e9-72bd-4e09-916c-2fd1a58b96a0,,,Bd-Ehv,Breda - Eindhoven ,544,a,544,544_a,Breda,"1,432000","1,818263",2.739682,"2,739682",3.252955,"3,252955",ProRail,113698.90558731,400931.4275343,114085.28999999,400955.27799999,387.13751949,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.59576415,4.79113816,51.59600681,4.79671141,Bd,1.818263,1.432
1482,5cf70b03-cdb6-4965-b3a4-55d81ce45c49,330,Onbekend,R Restspoor,0cd9bb7f-2b9d-4084-902d-389d0a481e21,f65c6395-19f4-44a6-b2c1-822cd7eec2a1,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"906,100000","905,746443",35.885984,"35,885984",21.724932,"21,724932",ProRail,125872.39,484613.446,125590.507,484828.46999999,356.00231847,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.34865745,4.95971737,52.35057494,4.9555617,Wgm,905.746443,906.1
1483,560104f9-be45-4027-8746-34ba950f973b,3305,Onbekend,R Restspoor,0cd9bb7f-2b9d-4084-902d-389d0a481e21,1b073c28-8160-4b3f-a78b-834be59e0325,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"904,578263","904,812938",-7.34575,"-7,345750",-12.284246,"-12,284246",ProRail,124687.399,485532.124,124894.899,485446.304,229.94458465,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35684986,4.94224386,52.35608997,4.94529734,Wgm,904.812938,904.578263
1484,d730db22-d57e-4fcc-b2b9-3795d0e22315,C15,Onbekend,R Restspoor,0cd9bb7f-2b9d-4084-902d-389d0a481e21,85cdc197-35eb-45bc-bdbc-3a987b1fb74b,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"904,388603","904,964507",21.017703,"21,017703",149.760623,"149,760623",ProRail,124485.04943653,485526.4222157,124919.011,485230.552,525.33435399,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35678741,4.93927418,52.35415225,4.94567056,Wgm,904.964507,904.388603
1485,b880174b-fc3a-440f-ba40-1eaadfef49d3,C26,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,0cd9bb7f-2b9d-4084-902d-389d0a481e21,8057f061-a4aa-4e72-8893-332bc7d5fd95,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"905,184235","905,223464",88.158682,"88,158682",75.88079,"75,880790",ProRail,125108.21657457,485160.86762856,125144.774,485136.81199999,43.78858156,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.3535363,4.94845384,52.35332209,4.94899255,Wgm,905.223464,905.184235
1486,d9ee0c41-b062-4f47-b161-06348c3dffbc,C33,Onbekend,OV Overgangsspoor PPLG naar onbeveiligd gebied,0cd9bb7f-2b9d-4084-902d-389d0a481e21,2c895721-0bd4-4166-a87a-ad88da4e8632,,,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,"905,038939","905,112477",135.872739,"135,872739",128.721543,"128,721543",ProRail,124991.15978169,485194.61190866,125046.716,485163.054,63.92090956,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.35383319,4.94673274,52.3535526,4.94755098,Wgm,905.112477,905.038939
1487,00ccc383-831e-4d89-9a00-ee27bd19dd91,HA1,Onbekend,IU In-/uitrijspoor,8ed8133c-4904-4a7e-9f54-b61ba3668af1,a6291c80-62cb-494c-bdcb-7ea342d8219d,,,Hsbda-Bda,HSL Breda Aansluiting - Breda Aansluiting ,667,b,667,667_b,Prinsenbeek,"401,767984","401,749998",0.936242,"0,936242",0.738964,"0,738964",ProRail,109591.24464534,400721.60165723,109573.898,400716.984,17.95232155,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.5935611,4.73188693,51.59351819,4.73163721,Hsbda,401.749998,401.767984
1488,eccd35d2-467b-48d8-a256-012a28360c6d,LA,Onbekend,BR Brug-spoor,d9e22e10-5960-4bf5-ba44-80afa87ff4d7,ba31a993-60bf-4cfc-9546-e251175e566f,,,Wd-Ledn,Woerden - Leiden Centraal ,102,,102,102__,Woerden - Alphen a/d Rijn,"5,082997","4,578999",-0.448801,"-0,448801",0.49664,"0,496640",ProRail,115115.87153646,454200.41316133,115616.628,454143.96899999,503.92729928,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.07464667,4.80543856,52.0741752,4.81274898,Dwb,4.578999,5.082997
1489,17f58c53-d4fe-446d-8c3c-dd61b655ad57,B5,Onbekend,R Restspoor,06cf618d-47fd-4991-8e2a-a8d9f696ff4b,124b773c-1345-48ba-b5ee-7f4b680fd75d,,,Bdla-Bdlz,Budel Aansl. - Budel Zinkfabriek ,862,,862,862__,Budel Zinkfabriek,"100,096048","100,537643",0.11461,"0,114610",-0.023342,"-0,023342",Derden - Overig - Nyrstar (ex Budelco),168376.978,362035.93599999,168789.07,361877.64199999,441.8903716,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.24750453,5.57878663,51.24607179,5.58468254,Bdl,100.537643,100.096048
1490,a287d871-1a81-4aca-a755-dd22934f9cc8,423,Onbekend,R Restspoor,8fd90e39-b2b0-46fc-908b-c0ea5fd91b39,9d528899-c61a-4854-b319-3d2236245c16,,,Bd-Ehv,Breda - Eindhoven ,054,a,54,054_a,Boxtel - Eindhoven,"47,019990","46,729931",9.398991,"9,398991",9.517561,"9,517561",ProRail,154242.08373009,392739.80109334,154098.89,392992.157,290.15180918,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.52365034,5.37627898,51.52591846,5.37421506,Beto,46.729931,47.01999
1491,a2eb2555-a09c-4ffe-96e0-bb3dad6d0dd8,11,Onbekend,R Restspoor,b9a33e0a-404c-4e0f-8267-98a1d8fa4cbc,468d1d36-88a4-4ff7-b1f7-e7597bc50d61,,,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),"13,438447","13,391348",-6.958478,"-6,958478",-7.503113,"-7,503113",Derden - Overig - DB Netz,275988.01335723,481732.57305411,276033.96399999,481742.92099999,47.10938843,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.31022371,7.16144416,52.31030657,7.16212141,Bh,13.391348,13.438447
1492,b67cbec4-2d0c-4e0c-8036-15a1fd4313b1,25,Onbekend,R Restspoor,b9a33e0a-404c-4e0f-8267-98a1d8fa4cbc,be5e8844-0ad8-45c4-9d74-232eb7f39a7b,,,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),"14,479730","14,648469",8.973155,"8,973155",11.327774,"11,327774",Derden - Overig - DB Netz,274971.20281947,481507.57779026,274806.47999999,481471.014,168.73386401,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.30842505,7.14645976,52.30813246,7.14403237,Bh,14.648469,14.47973
1493,e0d25ece-b21d-42c6-8dc0-769c559a2a55,30a,Onbekend,R Restspoor,b9a33e0a-404c-4e0f-8267-98a1d8fa4cbc,5acba4b9-60d1-49e1-9e11-20cd177e6006,,,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),"14,382999","14,464153",-7.590675,"-7,590675",-9.269928,"-9,269928",Derden - Overig - DB Netz,275069.14399999,481513.803,274990.57299999,481493.42599999,81.17227034,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.30845961,7.14789753,52.30829368,7.14673864,Bh,14.464153,14.382999
1494,f2bfb5de-afd6-49c4-8d02-28b1e198f220,D1,Onbekend,R Restspoor,b9a33e0a-404c-4e0f-8267-98a1d8fa4cbc,bfd735b4-9c53-43cb-aa02-8ac3fe118398,,,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),"12,951998","12,557453",-2.507212,"-2,507212",-2.066673,"-2,066673",Derden - Overig - DB Netz,276460.2533835,481849.36993217,276849.00799999,481907.825,394.0958375,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.31116894,7.16840824,52.31160811,7.17412776,Bh,12.557453,12.951998
1495,4fadc16d-92f5-4b96-996d-6ec0bd25b726,CA,Onbekend,R Restspoor,462d1da0-8551-4b51-bd9e-7f06a8a38058,981012dd-79a5-4fcf-94b2-69b54e385629,,,Ut-Amf,Utrecht - Amersfoort ,093,,93,093__,Blauwkapel - Den Dolder,"9,265001","10,334008",-0.516441,"-0,516441",-0.711273,"-0,711273",ProRail,142813.16139477,460365.47198616,143795.595,460789.696,1070.11409223,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.13135932,5.20921668,52.13519307,5.22355095,Bhv,10.334008,9.265001
1496,576bd427-9cc7-46a5-b9a1-4132c6707db2,103c,Onbekend,IU In-/uitrijspoor,d4cb321c-5af9-4f94-93b2-842810a22901,199305c0-66e2-49a8-a704-2524b6bc13fc,,,Gd-Gvc,Gouda - Den Haag Centraal ,564,b,564,564_b,Den Haag Binckhorst,"24,220301","23,941277",-9.507326,"-9,507326",-24.085894,"-24,085894",ProRail,82931.36732386,454537.36940607,83174.04499999,454398.526,279.5898669,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,52.07442205,4.33597046,52.07320581,4.33953894,Bkh,23.941277,24.220301
1497,4d194709-87f9-42f6-8e5a-3fb5eb58681c,256,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,fcf9c1cd-6d43-4ea5-bcd0-42ddefe953ac,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,200488","7,310035",-31.623405,"-31,623405",-40.199289,"-40,199289",Derden - Overig - Shunter,89712.75199999,431746.446,89603.304,431750.433,109.58681729,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.8704369,4.43921112,51.8704599,4.43762135,Whz,7.310035,7.200488
1498,166f2f7b-89cc-4561-87c7-0be8c005a84d,259c,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,5c01ad67-e1ed-457d-8dcf-c67f593fdade,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,378844","7,608547",-16.381183,"-16,381183",-11.324579,"-11,324579",Derden - Overig - Shunter,89537.125,431781.146,89307.52899999,431816.25799999,232.49438694,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.87072816,4.4366547,51.87101671,4.43331461,Whz,7.608547,7.378844
1499,9f7c09cb-2aba-4622-9dc4-edce6a189714,309,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,725aa049-8ebb-4073-8e56-54bc14f5cb19,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,023586","6,397987",42.583088,"42,583088",41.549911,"41,549911",ProRail,89896.54099999,431801.83299999,90514.27499999,431875.406,627.15919121,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.87095618,4.44186899,51.87168922,4.4508239,Whz,6.397987,7.023586
1500,17c4dddf-b1ea-400d-b515-8165dea1d421,314,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,b9030b7c-51f2-4cb9-91d1-7bf13f127d0e,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,051790","6,581255",58.793446,"58,793446",87.373285,"87,373285",ProRail,89869.90799999,431820.516,90336.47299999,431864.57299999,472.03476521,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.87112098,4.44147879,51.87157126,4.44824444,Whz,6.581255,7.05179
1501,3c311744-b493-4538-a2d4-0261a7faf23a,318,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,258ad372-5d07-4404-9c89-3a6d46148594,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,195356","6,662833",80.111758,"80,111758",82.376184,"82,376184",ProRail,89730.71,431856.84999999,90257.539,431850.303,528.65491992,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.87143125,4.43945094,51.87143385,4.44710109,Whz,6.662833,7.195356
1502,8643b4a0-feb5-4851-be83-e7043cfecb51,322,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,0ceebc28-2d0a-44d4-a056-e981930318c2,,,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,"7,093662","6,684708",90.972592,"90,972592",101.466196,"101,466196",ProRail,89831.1,431856.33299999,90230.05199999,431868.059,399.20721939,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.87143835,4.44090858,51.87159024,4.44669868,Whz,6.684708,7.093662
1503,0eca2195-e830-41df-80ef-02eb66b8fe90,3505,Onbekend,R Restspoor,c8281b83-4301-4596-aec2-612ddb40bf0e,35fd702b-bdba-4a78-8f48-a90a0435296e,,,Whz-Who,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Emplacement Waalhaven Oost ",467,c,467,467_c,Rotterdam Waalhaven Oost,"101,891754","101,106434",4.947771,"4,947771",6.527331,"6,527331",ProRail,91148.735,433729.80699999,90877.399,432995.922,783.13187874,2022/01/10 23:00:00+00,2022/01/10 18:00:28+00,51.88842848,4.45969197,51.88180162,4.45588759,Whz,101.106434,101.891754
