opkoopbesc;buurtcode;buurtnaam;wijkcode;wijknaam;stadsdeelc;stadsdeeln;geo_shape;geo_point_2d
Opkoopbescherming van toepassing;234;Tivoli;23;Wijk Putten;2;Stadsdeel Stratum;"{""coordinates"": [[[5.505055895747764, 51.421835510597724], [5.505102204059719, 51.42205430697161], [5.505272225144069, 51.42248668597158], [5.50530533129163, 51.42257087916367], [5.505791578222776, 51.423460873386816], [5.506048588869624, 51.423804782193926], [5.506306077942696, 51.42367776780434], [5.506489432070158, 51.423602208167836], [5.506727933994438, 51.42350392037812], [5.508238092578386, 51.422969929028575], [5.508765892898389, 51.42281196933843], [5.508828449548227, 51.42281350311906], [5.508907326713813, 51.42248891717338], [5.50955895688675, 51.42253926685782], [5.509869992223813, 51.42095435861172], [5.509820427175135, 51.42089775505646], [5.510114863016455, 51.4192476235041], [5.50960145282416, 51.41920010163616], [5.509666266430779, 51.41893564897639], [5.509801811893372, 51.418133040475084], [5.509866771135909, 51.417864407787754], [5.509808940386078, 51.41779065350232], [5.509520682428022, 51.41777035451255], [5.509479548072221, 51.41777898191298], [5.508933263553951, 51.417748651044946], [5.508726871046715, 51.41764909025575], [5.508329821418251, 51.41745755835123], [5.507275535843729, 51.41816172528938], [5.504768505320569, 51.419831993585156], [5.504644439618893, 51.41991464577062], [5.504319926614262, 51.420130834280556], [5.505005327689744, 51.42159658743174], [5.505055895747764, 51.421835510597724]]], ""type"": ""Polygon""}";51.42062755064188, 5.507463342270103
Opkoopbescherming van toepassing;215;Joriskwartier;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;"{""coordinates"": [[[5.486761311783842, 51.42874124627319], [5.486596571026415, 51.42902863671205], [5.486465110401173, 51.42925796488275], [5.486142470053935, 51.42990167579099], [5.48782315434769, 51.430245050739664], [5.487882131839081, 51.43025851335796], [5.488460284019121, 51.4303904864579], [5.488901328364002, 51.43049116014709], [5.489168331359947, 51.43021642383686], [5.48918136040124, 51.42969784154591], [5.489190229214363, 51.42934478238239], [5.489201969309227, 51.42887748435407], [5.489316925812943, 51.42877918218704], [5.490245913928521, 51.42827682830782], [5.490465530574004, 51.42815806667501], [5.49121850613808, 51.42778420416139], [5.491736091581364, 51.42749239032049], [5.491998540925727, 51.427312647614954], [5.492393182949054, 51.42704236505759], [5.492685829218415, 51.42685331988595], [5.492849516192704, 51.426747579566914], [5.493638478751027, 51.42634810218741], [5.494154236806345, 51.42606801307736], [5.494630204553555, 51.42582406506185], [5.49491118330061, 51.42568005299229], [5.49511511706216, 51.42558656428456], [5.495372800898574, 51.42543250804512], [5.494913693446163, 51.425224866955794], [5.49449079793965, 51.42503360135688], [5.493745102813909, 51.4246503367261], [5.493583246935659, 51.42456714604453], [5.493235552694361, 51.42439366140994], [5.492794306419092, 51.42417349424118], [5.49241037931924, 51.42458093416902], [5.492278328273708, 51.42475490277145], [5.492173339607271, 51.424925681912434], [5.492117354885391, 51.42501675094961], [5.49197632146695, 51.42513972366714], [5.491761424738646, 51.42520208709682], [5.490195699212781, 51.42565644770286], [5.490066690356872, 51.425703743368814], [5.489793778740122, 51.425831425773936], [5.489465115972146, 51.426065582601225], [5.488916048690605, 51.426662049574524], [5.488659675912547, 51.42695464832814], [5.488417801281613, 51.42723069472229], [5.4883644925484, 51.42729153424699], [5.488142425802367, 51.42746664234703], [5.488119623647208, 51.42748462330871], [5.486887220609711, 51.428509316691674], [5.486813523603887, 51.42864853633645], [5.486802268178129, 51.428669798818405], [5.486761311783842, 51.42874124627319]]], ""type"": ""Polygon""}";51.42724689451132, 5.490380974699514
Opkoopbescherming van toepassing;216;Bloemenplein;21;Wijk Oud-Stratum;2;Stadsdeel Stratum;"{""coordinates"": [[[5.487914477880618, 51.42373887940184], [5.486197213548974, 51.423884591777515], [5.485859896556962, 51.42388851579751], [5.485521417505605, 51.42389762809538], [5.485656580947439, 51.42419058564825], [5.485974708382084, 51.42515628852085], [5.486177240125454, 51.425869207288706], [5.486578405990986, 51.4271383813564], [5.486657293292107, 51.427387949673744], [5.48689626541442, 51.42820626610533], [5.486887220609711, 51.428509316691674], [5.488119623647208, 51.42748462330871], [5.488142425802367, 51.42746664234703], [5.4883644925484, 51.42729153424699], [5.488417801281613, 51.42723069472229], [5.488659675912547, 51.42695464832814], [5.488916048690605, 51.426662049574524], [5.489465115972146, 51.426065582601225], [5.489793778740122, 51.425831425773936], [5.490066690356872, 51.425703743368814], [5.490195699212781, 51.42565644770286], [5.491761424738646, 51.42520208709682], [5.49197632146695, 51.42513972366714], [5.492117354885391, 51.42501675094961], [5.492173339607271, 51.424925681912434], [5.492278328273708, 51.42475490277145], [5.49241037931924, 51.42458093416902], [5.492794306419092, 51.42417349424118], [5.492453521499518, 51.424045041544666], [5.491968124391752, 51.423920996663036], [5.491523745810247, 51.42380743158891], [5.490921599169716, 51.42370652130731], [5.490291822792521, 51.423652455374196], [5.488758637690938, 51.423667241623406], [5.487914477880618, 51.42373887940184]]], ""type"": ""Polygon""}";51.425271724012234, 5.488571924912454
Opkoopbescherming van toepassing;531;Woenselse Heide;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;"{""coordinates"": [[[5.459705560958014, 51.48347032578235], [5.460876701261397, 51.483673552423], [5.461122134651752, 51.48370421182552], [5.461769393419944, 51.483785063885534], [5.464951333915862, 51.483900722333786], [5.465877829769944, 51.48393438302018], [5.466671818368711, 51.48396322261049], [5.469557018621148, 51.484067977038045], [5.469717810388282, 51.48407381375709], [5.469848223335822, 51.482773125946586], [5.469977587545169, 51.481525094159664], [5.469991583181214, 51.48138611690202], [5.470084284872989, 51.48046560632451], [5.470216727327811, 51.47912890776458], [5.470332731121232, 51.477969485981866], [5.470476167633697, 51.476727723550816], [5.470485718591783, 51.47639187616443], [5.469930346668596, 51.47642250074408], [5.468925175762214, 51.47644027071497], [5.466845686456631, 51.47650302267767], [5.466552792058109, 51.476489152622484], [5.466348512917789, 51.476479478683586], [5.46444701489551, 51.47630898553513], [5.464313238431537, 51.47629698982378], [5.463872281435736, 51.476241647415605], [5.463772278733898, 51.47622909582031], [5.463466260623131, 51.47617810618587], [5.463247635513881, 51.47611341393944], [5.460847836022397, 51.47516965486091], [5.460272233779313, 51.47494012349099], [5.458953488890677, 51.47623788998742], [5.458029580915536, 51.47714137969282], [5.457493774409336, 51.47766532506721], [5.456583244445375, 51.478579034115064], [5.456256926989679, 51.47903400822889], [5.455780147431674, 51.47987851799797], [5.455484004522786, 51.48054146421341], [5.455350468749731, 51.48084039363612], [5.454573499199443, 51.4825796029024], [5.45718970666036, 51.48303370566213], [5.459705560958014, 51.48347032578235]]], ""type"": ""Polygon""}";51.48000680575483, 5.463208229626385
Opkoopbescherming van toepassing;732;Hanevoet;73;Wijk Gestelse Ontginning;7;Stadsdeel Gestel;"{""coordinates"": [[[5.444810143011965, 51.41998013180011], [5.445461143502358, 51.42003667803429], [5.445615736480542, 51.41934262423797], [5.446143581472135, 51.41815071831795], [5.44656961497452, 51.41718865870973], [5.447006837164482, 51.416201290362864], [5.44713935253615, 51.41590202546298], [5.447148415512245, 51.41588201735793], [5.448085312198865, 51.41381366049535], [5.448198662282629, 51.41356340803229], [5.448065136398403, 51.413153198092125], [5.447239881297557, 51.41297075209879], [5.446803929186895, 51.41253733842488], [5.446502685688832, 51.412461026516326], [5.44522877809724, 51.41252349340642], [5.444866848219683, 51.41249419323697], [5.444626564161198, 51.41243172567731], [5.442875329307412, 51.41116662779481], [5.442803249860134, 51.41103590735641], [5.442384283006161, 51.41083927974119], [5.441886883688167, 51.410662630753315], [5.441707317537397, 51.410548261140306], [5.441307615636811, 51.41021982569283], [5.441075906589677, 51.410081200899015], [5.440870676603494, 51.410055283444414], [5.440634998646736, 51.41007706914401], [5.44027745166614, 51.41018908554978], [5.439627370422305, 51.410378403790126], [5.439290751232711, 51.41040197066547], [5.438699750817142, 51.41033026152934], [5.438226831395833, 51.410218617484254], [5.4379731107848, 51.41022566516312], [5.437773523576627, 51.41028644742985], [5.43753275957326, 51.41028398296868], [5.437449694448994, 51.410360305952665], [5.437370805338201, 51.41036576021368], [5.43730636823719, 51.410390461973925], [5.437138457458513, 51.410493679497414], [5.436835587352991, 51.41068280550294], [5.436754754512749, 51.41067261086157], [5.436691293423575, 51.41070994996816], [5.437074291103526, 51.41097502461868], [5.436876494874657, 51.41105177389015], [5.436719775487936, 51.41115296356604], [5.437299915684942, 51.41153906696062], [5.437284727725829, 51.41172626303825], [5.437239564918091, 51.41177803938406], [5.43697251794926, 51.41192532591321], [5.436899485278969, 51.41200479923148], [5.436619454237926, 51.41217665659772], [5.436467468011012, 51.41221945336653], [5.436301118438909, 51.412312215159524], [5.436260854964727, 51.41244344010763], [5.436151061575772, 51.4125322317622], [5.43555973196059, 51.41279113792527], [5.435920983504782, 51.41313504362735], [5.436116524785726, 51.41332119281255], [5.436422131651006, 51.413612117638856], [5.436297465652331, 51.41449147025521], [5.436225434818767, 51.414999533403375], [5.436205181049004, 51.415053129824614], [5.436024395779795, 51.41553153550398], [5.435546972158106, 51.41679486811582], [5.435199017474893, 51.41755749593731], [5.432136141260471, 51.41712017411937], [5.430787164468934, 51.41705348943867], [5.430767682936272, 51.41717943997439], [5.431994489198477, 51.417256485664026], [5.432885097445918, 51.417445881187746], [5.433112964299615, 51.41751703573757], [5.433582152677379, 51.417712694993575], [5.434733734636326, 51.418367108763526], [5.435341596257255, 51.41871252850915], [5.436367188557119, 51.41914892253426], [5.437259144391331, 51.41932397408612], [5.438215538652052, 51.41940710997624], [5.43969607029508, 51.419535790923625], [5.441996746208569, 51.41973571651197], [5.442936039484815, 51.41981732603399], [5.444810143011965, 51.41998013180011]]], ""type"": ""Polygon""}";51.41535080523948, 5.441148513344398
Opkoopbescherming van toepassing;533;Blixembosch-West;53;Wijk Aanschot;5;Stadsdeel Woensel-Noord;"{""coordinates"": [[[5.459705560958014, 51.48347032578235], [5.45718970666036, 51.48303370566213], [5.454573499199443, 51.4825796029024], [5.454304145885961, 51.48330199222381], [5.453804919933821, 51.484640819538036], [5.45451087899103, 51.484688619785175], [5.454717480920329, 51.48469401023469], [5.454996857676145, 51.48489153536107], [5.455023907095663, 51.485015293351516], [5.455471294400615, 51.4854199707227], [5.455466006782194, 51.48553226006127], [5.455341011602138, 51.485743314894485], [5.455211109289525, 51.486321864480956], [5.455244259486318, 51.486624699743324], [5.455353416113425, 51.48708204140122], [5.455495579288264, 51.487408623670156], [5.456029855963787, 51.48843042656504], [5.456291890953466, 51.48874673481939], [5.456482878886318, 51.488933774047645], [5.456826440667966, 51.489117324147166], [5.457857010209965, 51.48958288188682], [5.458509363120085, 51.489825941919726], [5.459648666160311, 51.49011447565975], [5.460787950557488, 51.490382585071586], [5.46216045942375, 51.49097946415614], [5.463660491945664, 51.49188363727993], [5.464035377572054, 51.49213388630284], [5.46430830885619, 51.492402529494], [5.464646836764603, 51.49280043914951], [5.465629353927059, 51.49374576518921], [5.466024699300013, 51.493730801963274], [5.466230160517725, 51.49341467766198], [5.465930591714876, 51.49307889020402], [5.467281278820998, 51.492217833365345], [5.467993684033419, 51.49135460294171], [5.468143885575095, 51.49126865889179], [5.468188800570349, 51.49121086662043], [5.467622362078224, 51.490588644874705], [5.467371465318875, 51.49022973021088], [5.467172437315244, 51.48994533127425], [5.466970394046521, 51.489598723609866], [5.466888786553882, 51.48946056996733], [5.466826792822192, 51.489365089964515], [5.466608168073927, 51.48903494222334], [5.466337445825974, 51.48869166109184], [5.465995552541979, 51.48836977552836], [5.465842272071983, 51.4881869690351], [5.465744000176262, 51.48805017412661], [5.465896497964182, 51.48801447615928], [5.466544904838642, 51.48784970585356], [5.466726349975245, 51.4877789268488], [5.466811743765302, 51.4877456150131], [5.467082074330306, 51.487612860852096], [5.467275921388983, 51.48750538980014], [5.467381786815309, 51.48743159207046], [5.467646985596342, 51.48726561357702], [5.46799761610418, 51.48700982357436], [5.468395224579047, 51.48665910658158], [5.468523680883489, 51.48651582775939], [5.468631805665767, 51.48641978039725], [5.468690029995535, 51.486354820045015], [5.46896299904649, 51.48605026763564], [5.469157582474497, 51.48577380175796], [5.469305472143538, 51.48552820853271], [5.469377627106582, 51.485391242498736], [5.469483685616336, 51.48517432537501], [5.46955747694214, 51.484828848276365], [5.46959678020248, 51.484376466492435], [5.469586564279295, 51.48429232193971], [5.469564282464701, 51.484199386023874], [5.469557018621148, 51.484067977038045], [5.466671818368711, 51.48396322261049], [5.465877829769944, 51.48393438302018], [5.464951333915862, 51.483900722333786], [5.461769393419944, 51.483785063885534], [5.461122134651752, 51.48370421182552], [5.460876701261397, 51.483673552423], [5.459705560958014, 51.48347032578235]]], ""type"": ""Polygon""}";51.48717007503341, 5.462011719213447
Opkoopbescherming van toepassing;321;Doornakkers-West;32;Wijk Doornakkers;3;Stadsdeel Tongelre;"{""coordinates"": [[[5.51292782691181, 51.44387315886699], [5.51267949185419, 51.443545111318656], [5.512991586631292, 51.44344971048103], [5.51327085617283, 51.44334954886588], [5.513738883414348, 51.443181685713746], [5.514104064645381, 51.442962899487114], [5.514411421047048, 51.44264139864486], [5.514514792301951, 51.44229947304458], [5.514545813490349, 51.442196860278344], [5.514534544550338, 51.44198524300786], [5.514518864110417, 51.44169076476939], [5.514500468012108, 51.44134526791783], [5.514333801622828, 51.44081678937627], [5.514004361481985, 51.439855020176175], [5.51394216288583, 51.43967343280823], [5.513773825220014, 51.43933949107631], [5.513558667769317, 51.43891266046544], [5.513273968971883, 51.43836217815097], [5.513046063442501, 51.43791123203852], [5.512993168541231, 51.43771897711056], [5.512926161812665, 51.43747542996206], [5.512802719238969, 51.437026752579065], [5.512689601676518, 51.436512684716845], [5.51267925827554, 51.43646567693311], [5.512495853136201, 51.43572077325374], [5.512463548191261, 51.43558955876987], [5.512456529329469, 51.43556105240097], [5.51207093262911, 51.43403357811331], [5.510048092623649, 51.4342221092453], [5.504053349995266, 51.43491396443281], [5.504389785412527, 51.43577917048079], [5.504650278296725, 51.43651332875439], [5.504685010836758, 51.436611216478035], [5.504799750653449, 51.43697091780641], [5.50484496504091, 51.43711265968525], [5.504915856745994, 51.437631253214796], [5.504942200185074, 51.43821324397249], [5.504941248642996, 51.438246808684845], [5.504934372203344, 51.43848959282965], [5.504923987368088, 51.4388561601002], [5.504914535344213, 51.43889509065684], [5.504781436863119, 51.43944329214094], [5.50472364320466, 51.43966808824301], [5.50462931558518, 51.440034981905136], [5.50447498078946, 51.440491483869295], [5.504451639885729, 51.44056052157904], [5.504387728954494, 51.44074955588312], [5.504225738084766, 51.44122136932714], [5.504157789180897, 51.441419275787126], [5.504119991307499, 51.441529362176645], [5.504085075660051, 51.44163105652332], [5.504048593728596, 51.441740111464625], [5.503809995992188, 51.4424533445422], [5.503753022158421, 51.4426236499006], [5.503591057009476, 51.443028031974634], [5.50349458887803, 51.443268882074655], [5.503219648415332, 51.44374429792991], [5.50284548401388, 51.4442858416095], [5.502720638320465, 51.44446277373124], [5.50238877455834, 51.44487297899449], [5.503750621531869, 51.44484772188089], [5.5042398285991, 51.444831042848314], [5.504838189113806, 51.44478907430607], [5.505946128437927, 51.44472631946275], [5.506107275840716, 51.44471151164901], [5.507574448955814, 51.44457668133081], [5.508330643593793, 51.44450746497756], [5.50844912096834, 51.44449662004355], [5.510162592289044, 51.444293467053804], [5.510741064140472, 51.44422487552302], [5.51119561784716, 51.44416322468599], [5.511886024883912, 51.444054542817796], [5.512038687843565, 51.444027380941904], [5.512759105140947, 51.44389919765088], [5.512797053888877, 51.443895435436005], [5.51292782691181, 51.44387315886699]]], ""type"": ""Polygon""}";51.43975600709131, 5.508807240136786
Opkoopbescherming van toepassing;421;Woensel-West;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;"{""coordinates"": [[[5.46418570527447, 51.45172164069813], [5.463683603545116, 51.45161037632769], [5.462945865656626, 51.45139916277232], [5.462648165756034, 51.45131388547047], [5.461425471562572, 51.450963854265055], [5.461354216867913, 51.45094345223726], [5.460228871315716, 51.45060337870627], [5.459009220916338, 51.45023478742524], [5.457877315762746, 51.44995194142381], [5.457515201175736, 51.449842662493715], [5.453806622283353, 51.452553641198286], [5.450856438113284, 51.45478182085908], [5.448764808921471, 51.456361384289586], [5.449197692394203, 51.45659093184102], [5.44932221622313, 51.45671463042258], [5.449506310597174, 51.45693537461742], [5.449626576197466, 51.45730950844574], [5.450042034652296, 51.45796556551958], [5.450239310600859, 51.45822291227022], [5.450935760826157, 51.45888457534155], [5.452262599304666, 51.46029480136017], [5.45354034685963, 51.461534686977046], [5.454086333935828, 51.46190822667058], [5.454318744226907, 51.46204247616409], [5.456169830402109, 51.46019521381158], [5.457379366633129, 51.458970450184026], [5.457693779816411, 51.45865290991193], [5.457869049216463, 51.458475894978676], [5.458339586148438, 51.45800066424944], [5.459130691667154, 51.45720407873206], [5.4594663171235, 51.45686571715327], [5.459691841100132, 51.45663894832499], [5.460395987905457, 51.45593089901057], [5.46104270977539, 51.455281346848906], [5.461323167820574, 51.455018336315455], [5.461582189635779, 51.4547754266801], [5.461656581088458, 51.45470448278765], [5.462088466959355, 51.4542926028699], [5.462285782249456, 51.45404058266051], [5.462637849250624, 51.45369402157435], [5.463054278199293, 51.45328562847399], [5.463464354378588, 51.45286049393603], [5.46362298049187, 51.45272585197756], [5.463910684070195, 51.452560522000304], [5.464198154255438, 51.45227648256127], [5.464401499128046, 51.45207556164126], [5.464558746389002, 51.451804303173404], [5.46418570527447, 51.45172164069813]]], ""type"": ""Polygon""}";51.45535437980594, 5.4561854614832646
Opkoopbescherming van toepassing;541;Eckart;54;Wijk Dommelbeemd;5;Stadsdeel Woensel-Noord;"{""coordinates"": [[[5.498409864471963, 51.47109531658791], [5.495347136830386, 51.468910799081634], [5.494938153467231, 51.46851855206649], [5.493636825247442, 51.46727784137531], [5.490506472491133, 51.46748874082227], [5.488855457404186, 51.46760586170836], [5.488641527249357, 51.46762103494888], [5.4876902755708, 51.46768849847732], [5.486900403300697, 51.467705868059404], [5.487008482126576, 51.468421239158964], [5.487056586247864, 51.468739633997956], [5.487089173997547, 51.46895532414304], [5.487365938906669, 51.47051364370848], [5.487773717907666, 51.472774619099056], [5.487908767210752, 51.47351814441421], [5.488112824839232, 51.47464155334819], [5.488335138781515, 51.4758654068756], [5.489137344850064, 51.47581384379795], [5.489996637399647, 51.475757350314254], [5.490193350617242, 51.475744417228306], [5.490872207442249, 51.475698988854255], [5.491369459440373, 51.475665710770485], [5.493003569853003, 51.475549234171815], [5.493449138059894, 51.475517470972335], [5.494485500788059, 51.47543005333437], [5.494698523495066, 51.47541208376358], [5.495293930268158, 51.4753710966699], [5.496255071840933, 51.475304926523734], [5.496897712771936, 51.47526067898689], [5.499471892840765, 51.47506450411275], [5.500253782284255, 51.475016746612035], [5.501305721105516, 51.47495248628813], [5.502005055232368, 51.47486340684632], [5.502025282399294, 51.47477782473319], [5.502350329358405, 51.474787173169176], [5.502771113501542, 51.474792734168915], [5.502885843490852, 51.47478066543182], [5.503368115274474, 51.474695287846366], [5.50267766241679, 51.474132582473786], [5.502255534588214, 51.47394118993029], [5.501172237680763, 51.47345000894508], [5.498529273136867, 51.471180479849316], [5.498409864471963, 51.47109531658791]]], ""type"": ""Polygon""}";51.47193931011003, 5.493307137550325
Opkoopbescherming van toepassing;422;Kronehoef;42;Wijk Erp;4;Stadsdeel Woensel-Zuid;"{""coordinates"": [[[5.473819480744521, 51.45295133541926], [5.473286229551812, 51.45293753678597], [5.473116481071686, 51.45292046770237], [5.472224778063103, 51.45283079853643], [5.471451339573297, 51.452729223246486], [5.470737106198568, 51.45262795812576], [5.470510020006849, 51.452595759778774], [5.469702325420519, 51.45249534705009], [5.468809262623286, 51.45238431454003], [5.467969582668255, 51.45230976724927], [5.466976526382479, 51.45228196851003], [5.466351728668709, 51.45219764428497], [5.466141635746108, 51.45215160669996], [5.464558746389002, 51.451804303173404], [5.464401499128046, 51.45207556164126], [5.464198154255438, 51.45227648256127], [5.463910684070195, 51.452560522000304], [5.46362298049187, 51.45272585197756], [5.463464354378588, 51.45286049393603], [5.463054278199293, 51.45328562847399], [5.462637849250624, 51.45369402157435], [5.462285782249456, 51.45404058266051], [5.462088466959355, 51.4542926028699], [5.461656581088458, 51.45470448278765], [5.461582189635779, 51.4547754266801], [5.461323167820574, 51.455018336315455], [5.46104270977539, 51.455281346848906], [5.460395987905457, 51.45593089901057], [5.459691841100132, 51.45663894832499], [5.4594663171235, 51.45686571715327], [5.45987258977649, 51.45723479252355], [5.460691761598942, 51.45797893925107], [5.461826130167594, 51.45900936456558], [5.462500238170265, 51.45962167552322], [5.462884824221621, 51.45997099729096], [5.4637964697217, 51.460408286855504], [5.464599420970154, 51.459739968015555], [5.464695046260874, 51.45966037447961], [5.465317642865376, 51.45914890774972], [5.466624232116296, 51.45807548697269], [5.467528059358254, 51.457332915279174], [5.468780594979765, 51.457134331601914], [5.469522467269584, 51.45701670426046], [5.469982127874442, 51.45696933982505], [5.471213107369513, 51.457006093906706], [5.47276018117286, 51.45705495995014], [5.475818448289576, 51.45715149827417], [5.47589464508782, 51.45715390227423], [5.477091221204076, 51.45723443312392], [5.477255870646347, 51.456286839769156], [5.47761347404615, 51.45422861253943], [5.477748997042308, 51.453448549319155], [5.477868145621328, 51.45294448508441], [5.475926235370213, 51.45286771979355], [5.475211212113665, 51.45287378134847], [5.473839985763592, 51.452951865779575], [5.473819480744521, 51.45295133541926]]], ""type"": ""Polygon""}";51.45545246061699, 5.4683281131346995
