OBJECTID,REF_FUNCTIONELE_SPOORTAK_PUIC,REF_FYSIEKE_SPOORTAK_PUIC,REF_WISSEL_KRUISINGBEEN_PUIC,KMLINT,KMLINT_OMSCHRIJVING,GEOCODE,SUBCODE,GEOCODE_NR,GEOSUBCODE,GEOCODE_NAAM,KM_GEOCODE,KM_GEOCODE_T,OFFSET,OFFSET_T,KM_SPOORTAK,KM_SPOORTAK_T,LATITUDE,LONGITUDE,X,Y,Z
1477,1e036068-f728-4ff5-adb9-5ab71d3af682,82ce8cb3-babc-4688-9c7e-10c693883927,,Bd-Ehv,Breda - Eindhoven ,125,,125,125__,Tilburg - Boxtel,25.197012,"25,197012",2.178583,"2,178583",1.620566,"1,620566",51.56639986,5.12573178,136871.02568228,397528.19530537,13.79502228
1478,e324f671-13e8-41c2-9d50-70107ec4b1e4,c8bc6eb8-5d3a-40e4-8d2e-11d04ef80b7e,,Bd-Rtd,Breda - Rotterdam Centraal ,664,b,664,664_b,Rotterdam Lombardijen,41.29977,"41,299770",-15.813665,"-15,813665",0.158496,"0,158496",51.87261937,4.53717904,96462.29249083,431905.87348578,6.88994598
1479,e3f5961b-783f-4f22-8c23-2bbfa7a4e132,,1e0f12aa-c09f-4aca-b748-b1da5c9b7b54,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,027,,27,027__,Diemen - Duivendrecht,149.480573,"149,480573",0.641155,"0,641155",0,"0,000000",52.32734718,4.94695535,124988.423,482247.608,6.364
1480,3cf0e7b2-c08e-4e49-8fb8-b1ce87832536,,250375b4-a96a-456e-907e-3a27035a8a1f,Hwd-Hn,Heerhugowaard - Hoorn ,216,,216,216__,Heerhugowaard - Hoorn,9.334039,"9,334039",-0.259577,"-0,259577",3.2,"3,200000",52.67906648,4.85753721,119179.20564151,521422.7463832,-1.98830548
1481,d760267f-0174-4401-9ff3-3712fd745641,949a6a1f-790f-45aa-b794-2c00fd89b0cf,,Rsd-Bd,Roosendaal - Breda ,545,a,545,545_a,Roosendaal,1.5,"1,500000",-1.150651,"-1,150651",1.290792,"1,290792",51.54552737,4.46708771,91175.632,395576.462,4.409
1482,6b7f1eec-cd9e-430a-9e51-9fe1deffaf4e,,8096a675-a755-49ac-a190-71580e33812c,Bh-Odzg,Bad Bentheim (D) - Oldenzaal Grens ,777,,777,777__,Oldenzaal Grens - Bad Bentheim (D),19.778015,"19,778015",1.890421,"1,890421",8.464885,"8,464885",52.31015518,7.06939229,269711.8385176,481575.25567285,33.51874596
1483,c19aa708-76df-4961-80e9-bb8a9901879c,b8ba2875-f0a6-4525-9f9e-8fd711d20f4d,,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,119,b,119,119_b,Lage Zwaluwe - Dordrecht,227.109585,"227,109585",-2.744385,"-2,744385",17.304296,"17,304296",51.71983487,4.64332183,103597.96105465,414828.36419542,22.5633981
1484,47aafdd7-a4a0-4d53-b620-70411d61c395,ab4ed88d-1a70-46a8-bbc9-4910da492756,,Dr-Apd,Dieren - Apeldoorn ,209,,209,209__,Dieren - Apeldoorn,7.40574,"7,405740",19.562163,"19,562163",0.1,"0,100000",52.10304498,6.06610449,201513.82098094,457417.9567327,19.63685084
1485,2e3ff174-1797-46d1-8924-540415d82b65,,ca12f893-e214-4819-bbd7-1f5206101db5,Llsoa-Zl,Lelystad Opstelterrein Aansl. - Zwolle ,161,,161,161__,Lelystad Industrieterrein - Hattemerbroek,32.749972,"32,749972",2.956267,"2,956267",0.9,"0,900000",52.53660845,5.89409146,189391.18265789,505560.77662476,1.30690263
1486,3bac64c9-3efe-4df7-921d-6a5c538b454c,,d6ecaad3-c0f2-4de0-90b0-e66a6fd2bf3a,Est-Gdm,Elst - Geldermalsen ,043,,43,043__,Kesteren - Geldermalsen,39.603297,"39,603297",-1.310463,"-1,310463",2.6,"2,600000",51.86980381,5.33630543,151494.67771338,431251.72534512,4.38948535
1487,a456cae0-4928-4319-a4f3-7774e0448bbe,,d2bc55b4-5325-4174-8116-0d46d1f14b67,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,31.843343,"31,843343",1.800704,"1,800704",2.2,"2,200000",51.46214708,5.7524689,180384.04231134,385961.0851645,22.9307181
1488,d648f062-186f-4cc3-9883-f3dc252c0986,05f135c1-0feb-45d3-ba41-7e42a0ea7e64,,Bdl-Rm,Budel - Roermond ,059,,59,059__,Weert - Roermond,81.908744,"81,908744",-2.601423,"-2,601423",5.570936,"5,570936",51.22748431,5.95274417,194504.35913935,359944.16991988,26.9932219
1489,f9c23fe0-0c26-4cb0-8b0e-2cca83f6e7fb,,9af07691-8018-490a-a05d-01fb2370d672,Ldvn-Ldvwpl,Leidschenveen - Leidschendam werkplaats ,922,,922,922__,Leidschendam Lijnwerkplaats,18.170823,"18,170823",-47.344584,"-47,344584",0.1,"0,100000",52.07352695,4.38568788,86338.2903019,454389.61139888,-0.55624982
1490,7bf8ac10-fadd-4d0e-8de3-9236545a5594,,62ec2df0-78ed-43e1-8760-96a89d2fe291,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,24.814491,"24,814491",-30.497757,"-30,497757",0.4,"0,400000",52.25693161,5.16679768,139951.11318942,474344.66626574,3.85
1491,eee4a60d-e8f9-47be-9d64-b76ca6aa119d,,2dbc9711-e597-4737-8791-c43537f84406,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,16.238955,"16,238955",1.776224,"1,776224",0.5,"0,500000",51.70133564,4.65624752,104470.43480401,412761.2772324,1.72065529
1492,f51828d3-6ec0-4d48-a440-4988c5de2ddf,,d6e7bd4f-d641-4255-a579-f58134a2f8c0,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.229328,"905,229328",4.053159,"4,053159",0.7,"0,700000",52.35371014,4.94983977,125202.7552476,485179.6387092,2.4433397
1493,d5cd7bf8-f64e-4a55-939b-1e6d70c25d90,,a80f53a4-eabe-426b-bd55-c3a5df7fad43,Vl-Ehv,Venlo - Eindhoven ,055,,55,055__,Blerick - Eindhoven,5.89924,"5,899240",-2.464873,"-2,464873",3.430362,"3,430362",51.39689586,6.10310066,204821.86591313,378882.84743097,26.11390337
1494,92d10a0d-ef32-4426-b5f0-fa5619c6db84,,b4e1c46d-b73e-45c4-8236-334fb920427f,Bot-Mvt,"Rotterdam, Botlek - Rotterdam, Emplacement Maasvlakte",950,e,950,950_e,Barendrecht Vork - Rotterdam Maasvlakte,27.424938,"27,424938",11.812918,"11,812918",0.5,"0,500000",51.91402135,4.19086321,72690.02460541,436847.30418919,5.33440811
1495,fa64b1e4-ac18-4d6e-9500-cc8b0db9a03c,c9a4fe6f-5601-4cf0-8db2-8c5487b2b39d,,Asd-Zp,Amsterdam Centraal - Zutphen ,088,,88,088__,Hilversum - Baarn,32.290807,"32,290807",-1.796757,"-1,796757",3.329307,"3,329307",52.21367452,5.2333115,144482.32777428,469520.0670169,3.9777409
1496,a89f6d47-14f7-4f18-bcd6-4d1bb0e0ee9a,,a4119468-e968-49ce-8f49-8788af92ca1c,Brda-Bdgr,Barendrecht Aansl. - Breda Grens ,164,,164,164__,Prinsenbeek - Hazeldonk Grens,245.599951,"245,599951",2.207578,"2,207578",1.792398,"1,792398",51.56433184,4.73361376,109681.73387655,397468.79893914,10.82775358
1497,bb642256-82b5-4a6e-a3ed-213fa087aeb6,,97e6e12b-1a47-456c-a658-a36b21fcbad1,Bkl-Hmla,Breukelen - Harmelen Aansl. ,099,,99,099__,Breukelen - Harmelen Aansl.,6.867138,"6,867138",-10.676281,"-10,676281",0.7,"0,700000",52.10886791,4.96163575,125846.54211695,457933.5443736,0.38856578
1498,a5370e4e-d891-4c82-8e23-8b2124e20394,,6095c910-9b6e-4f09-bdc3-406ffc9f2d45,Phv-Chv,Amsterdam Petroleumhaven - Amsterdam Coenhaven ,485,e,485,485_e,Amsterdam Hemhaven (gebied),150.012317,"150,012317",1.741315,"1,741315",0.295029,"0,295029",52.40503684,4.85785824,118977.895,490932.179,0.985
1499,8ff889e8-d74d-4173-ba93-21325a1ae097,6a04b7c2-0e6d-48c1-a914-86f0ba2f2847,,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),80.57999,"80,579990",24.83401,"24,834010",4.06628,"4,066280",51.45798393,4.72253008,108805.38209348,385644.7057948,11.22917089
1500,890f93f7-2294-4355-b5b6-d8eef7b59537,,8762d0af-0996-4d7a-9169-2bc16489c6da,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,1.050551,"1,050551",47.978386,"47,978386",0.3,"0,300000",51.93505229,4.03072311,61716.73479654,439380.38001989,5.71689291
1501,dc3e18c5-38e2-48e4-942d-c178712efe7b,,d7aaa6c8-2264-4ea1-bd60-777457d8bcd0,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,924,a,924,924_a,Kijfhoek,35.803338,"35,803338",-3.082585,"-3,082585",0.061554,"0,061554",51.8355158,4.58817087,99928.44,427738.246,3.695
1502,b1070de5-bb45-4e66-a307-a1cca54dfb7e,ec1b0aa1-889f-4988-86f3-bc16ff426107,,Andd-Bdgr,Antwerpen Noorderdokken - Breda Grens  ,787,,787,787__,Hazeldonk Grens - Noorderkempen (B),76.484837,"76,484837",11.537377,"11,537377",8.386908,"8,386908",51.42254936,4.70658093,107660.14320329,381712.90457495,12.841
1503,bf7ff4ed-83f4-438b-b0b3-74a0da4324de,,632e3ae3-ea12-4657-a932-b7cb50e888e7,Bd-Rtd,Breda - Rotterdam Centraal ,121,a,121,121_a,Breda - Lage Zwaluwe,7.869403,"7,869403",1.543426,"1,543426",0.4,"0,400000",51.63189944,4.70340983,107658.05731025,405004.84528858,3.16749133
1504,9122722f-2da3-4d71-8acb-e8894cf42e73,,e48012da-603c-47da-8561-21f3af2a5295,Asd-Zp,Amsterdam Centraal - Zutphen ,506,b,506,506_b,Amersfoort,44.05812,"44,058120",12.32885,"12,328850",0.141295,"0,141295",52.15331837,5.36577393,153533.418,462793.879,5.381
1505,428bb3d6-5800-42d3-924b-3ffbf52f1782,,e007c97b-c576-4969-9491-4e7b93008be9,Bdl-Rm,Budel - Roermond ,518,,518,518__,Weert,63.20431,"63,204310",-6.121661,"-6,121661",0,"0,000000",51.24974669,5.6873616,175956.802,362310.933,38.488
1506,3af3d0bc-30b2-473a-b4c1-e9af7f3ac7cc,,80430500-38ae-43c6-b8dd-3824c9cdb093,Mt-Vl,Maastricht - Venlo ,060,,60,060__,Roermond - Venlo,61.040737,"61,040737",-0.258581,"-0,258581",2.8,"2,800000",51.30475273,6.10337059,204941.30635872,368632.35841151,25.77917292
1507,10415d1f-8891-4293-943b-1b7c19ec389a,,e62d9cb8-8086-4b23-ac56-2042d7b89ddb,Ut-Rtd,Utrecht Centraal - Rotterdam Centraal ,624,a,624,624_a,Gouda,31.775246,"31,775246",-0.511011,"-0,511011",0.073916,"0,073916",52.01698018,4.71107236,108586.828,447840.768,0.257
1508,a4f56f97-f72c-4a4f-b644-3b22c2082be0,,374a5921-7868-480d-93c0-b37237513c7a,Zd-Sgra,Zaandam - Amsterdam Singelgracht Aansl. ,139,,139,139__,Zaandam - Amsterdam Sloterdijk,176.227001,"176,227001",10.690146,"10,690146",1,"1,000000",52.39499073,4.80557101,115410.81340593,489841.6990014,6.24512385
1509,2446e96c-59ef-4e05-8884-a34f6b18cd05,,1459c68c-9ed9-4a7d-bcb0-00416bdf9a37,Mvtnwa-Mvtyn,Maasvlakte Noordwesthoek Aansl. - Maasvlakte Yangtzehaven Noord ,479,a,479,479_a,Maasvlakte 2,312.422372,"312,422372",0.657879,"0,657879",0,"0,000000",51.98102512,4.02775654,61608.462,444498.41,4.961
1510,37127eab-41f7-4f4d-b0c9-28f998f5389f,,5a234ade-f89f-4e81-8c1c-278c2d8a40ba,Mt-Vl,Maastricht - Venlo ,553,c,553,553_c,Sittard,21.8579,"21,857900",-13.735037,"-13,735037",0.061625,"0,061625",51.00216887,5.85878678,188103.187,334831.561,49.148
1511,8144fa59-596e-4482-a00f-68492c76465f,,8d1ed304-33b2-4bf5-a21e-91231bbbcb41,Zlw-Np,Lage Zwaluwe - Nispen ,120,a,120,120_a,Lage Zwaluwe - Roosendaal,3.471106,"3,471106",-2.231687,"-2,231687",4.2,"4,200000",51.66348431,4.65520531,104356.04292511,408551.06613905,1.12428602
1512,a92a6616-9abf-42b4-9a0e-7bbd38532520,,ce185c6d-3608-481c-94a5-2e80590bb6d6,Asd-Zp,Amsterdam Centraal - Zutphen ,087,,87,087__,Weesp Aansl. - Hilversum,25.057976,"25,057976",-49.354679,"-49,354679",0.149196,"0,149196",52.25483194,5.16789063,140025.031,474110.825,3.675
1513,cf6f1c3e-44fc-4926-9eaf-bd96f4b24461,,992643b0-d949-4dc0-b404-1b5a52934c8c,Ut-Btl,Utrecht Centraal - Boxtel ,614,c,614,614_c,s Hertogenbosch,47.353638,"47,353638",-13.501947,"-13,501947",0.054036,"0,054036",51.69542608,5.29573477,148676.185,411854.187,6.855
1514,5e2922ee-186d-451e-9ea9-813e06703367,1aa45910-a737-4ba7-a5fe-3079cb0ed637,,Mp-Gn,Meppel - Groningen ,011,,11,011__,Assen - Haren,62.862816,"62,862816",2.028907,"2,028907",12.357023,"12,357023",53.10270548,6.62650575,238000.8175546,569147.2614453,3.54954384
1515,02f56e40-f737-4e8d-a0c3-34926f7594d3,,45a9d9d3-72a6-4079-a7d8-43ed1ac59427,Asd-Zp,Amsterdam Centraal - Zutphen ,588,,588,588__,Amsterdam Dijksgracht,2.497333,"2,497333",-22.807148,"-22,807148",1.3,"1,300000",52.37132928,4.93337655,124093.41240496,487146.89530521,7.65518966
1516,749dcc2f-4417-4ea2-bb63-7a78d9034e79,,fa0f67e0-c6f5-4bfc-8d81-137dc6046637,Zvg-Em,Zevenaar Grens - Emmerich (D) ,779,,779,779__,Emmerich (D) - Zevenaar Grens,68.711586,"68,711586",15.95711,"15,957110",4.987301,"4,987301",51.86853684,6.15709057,208023.99433245,431390.46188058,18.43232285
1517,91084d11-b9d8-4df8-854e-5530159fa7fe,,571d040d-9f4c-4b79-9313-62fcbad70017,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,539,,539,539__,Schiedam Centrum,80.050702,"80,050702",2.279497,"2,279497",0.8,"0,800000",51.92088036,4.4143142,88073.32407454,437380.88778425,3.8981733
1518,6f3aee9e-e6c3-45cd-a8de-57b20d1d2adf,,34c8c203-e2fe-419b-93ba-c673fbb3ed5e,Bd-Rtd,Breda - Rotterdam Centraal ,625,b,625,625_b,Lage Zwaluwe,14.291866,"14,291866",4.138889,"4,138889",0.20828,"0,208280",51.68508183,4.66706062,105200.019,410945.595,1.025
1519,bfe0b2d8-791e-4774-8bf4-c4835e91ad75,,1f3e1918-0b4f-4748-bb23-dd2b723a73ef,Hlg-Nscg,Harlingen - Nieuweschans Grens ,003,,3,003__,Groningen Losplaats - Waterhuizen Aansl.,84.6231,"84,623100",62.030319,"62,030319",0.2,"0,200000",53.19232066,6.61753991,237230.08571242,579108.97024939,2.72
1520,fdb95581-fb29-4fe7-a03b-2a4f50a569d7,,3e55299d-c10e-4003-8ceb-f6996860c765,Kfhz-Kfhn,Kijfhoek Zuid - Kijfhoek Noord ,924,a,924,924_a,Kijfhoek,35.329507,"35,329507",18.360003,"18,360003",0,"0,000000",51.8333493,4.59399197,100327.009,427492.827,0.019
1521,ae44d206-16c8-4d58-80aa-9c06e27dc250,,e961a634-eb01-457a-8edb-fb79fc1960b4,Ahg-Va,Arnhem Goederenstation - Velperpoort Aansl. ,437,a,437,437_a,Arnhem Goederenstation - Velperbroek Aansl.,0.301537,"0,301537",-16.229055,"-16,229055",0.1,"0,100000",51.97595455,5.92624473,192036.70302041,443197.9712781,14.04450581
1522,86636fde-0724-4578-b747-5f4015fd0446,,117ab251-6814-4e81-bc54-72365b42f5de,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,101.986432,"101,986432",-1.543048,"-1,543048",12.1,"12,100000",52.7024225,6.2015666,210044.56199124,524200.65576261,2.90967733
1523,1b3d44a0-db36-4de9-8e79-9123c015e566,,47787d51-c1f1-454b-9419-fca8b24b0169,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,038,,38,038__,Velperbroek Aansl. - Zevenaar,103.807172,"103,807172",1.852959,"1,852959",7.8,"7,800000",51.93117621,6.04519607,200254.63162889,438283.58891111,11.00733572
1524,dd143ca2-6aed-45d7-b78d-56a8c019effc,,4428467b-40a9-4d89-b663-028588c3c258,Brvalw-Brvalo,Betuweroute Valburg West - Betuweroute Valburg Oost ,938,,938,938__,CUP Valburg,0.190337,"0,190337",0.054716,"0,054716",0.040549,"0,040549",51.90551961,5.7785128,181928.594,435296.699,8.936
1525,8e25cf54-6a48-4100-aaa4-c0440da6c475,,f229dc62-1e46-41f5-96a7-6d723e8cfb5d,Skn-Mkv,Stadskanaal Hoofdstation - Musselkanaal-Valthermond ,463,,463,463__,Stadskanaal Hoofdstation - Musselkanaal=Valthermond,9.156484,"9,156484",-0.061438,"-0,061438",0.6,"0,600000",52.92852457,7.01170958,264233.28359031,550279.92796072,10.566
1526,94d9fe80-27c6-4891-bc5a-fc78601206c1,,7df9a487-0db4-4df3-9c01-19d67d1081fa,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,097,,97,097__,Nieuwersluis=Loenen - Breukelen,21.065887,"21,065887",-0.075989,"-0,075989",0.2,"0,200000",52.18487683,4.9939475,128105.85332711,466377.72859848,0.73230336
1527,a2119e83-0517-4760-b654-edb3a9d948ab,,d6844116-9043-40d4-a761-1c41f65d1147,Awhv-Chv,Amsterdam Westhaven (gebied) - Amsterdam Coenhaven ,485,d,485,485_d,Amsterdam Hemhaven (gebied),100.089249,"100,089249",-0.757989,"-0,757989",0.2,"0,200000",52.4007128,4.85139582,118534.57312476,490454.30454345,1.05120977
1528,d816d892-5c3d-44fc-add1-f4b11fd12a0a,,fef7e5c5-4842-4a74-a780-2cbf9ed8de12,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,036,,36,036__,Ede=Wageningen - Arnhem,86.040483,"86,040483",2.154366,"2,154366",1.4,"1,400000",52.00028325,5.82096806,184787.20770633,445856.2472195,36.71458175
1529,8ce27507-90a4-4d45-86c0-8eafc0da61e1,,e2c6b59f-f2ab-4571-8e79-389e7dfcce25,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,084,,84,084__,Amsterdam Sloterdijk - Haarlem,9.9151,"9,915100",-7.076072,"-7,076072",0.5,"0,500000",52.38731271,4.73714448,110745.74186429,489027.01550801,0.60683747
1530,bd7c7102-3d16-4d3c-b2b6-81e01ec9ba1b,,e6580563-2bbf-470e-9967-808ab6d57a01,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),75.945732,"75,945732",-1.305556,"-1,305556",0,"0,000000",52.40323176,4.84229332,117917.201,490739.192,0.834
1531,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,a2e74f53-8cb2-4527-a46b-1f2ffcf879ae,,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,61.700779,"61,700779",2.316478,"2,316478",3.540281,"3,540281",51.82516032,5.80477381,183787.17104994,426366.44198547,17.61721584
1532,e8b40800-9f20-49de-9ce7-0fb90852fcd9,,dfb90d9e-7555-4e5f-9f34-49f7acc3b9ab,Sloe-Vck,Sloehaven Emplacement - Van Citterskanaal ,817,a,817,817_a,Vlissingen Sloehaven,121.644849,"121,644849",-0.795914,"-0,795914",0,"0,000000",51.45536456,3.69119569,37126.852,386513.755,4.831
1533,d480d6a8-c6f6-465d-8064-ae33a26b9480,,26ddf6d4-385f-41c5-b731-9364f3ef9d9c,Sludow-Tnzdn3,SluiskilRacc. DOW CHEMICAL - Terneuzen Nieuw Neuzenweg 3 ,818,d,818,818_d,Terneuzen Dow Chemical,401.308733,"401,308733",0.048179,"0,048179",0,"0,000000",51.34641256,3.78359036,43281.159,374249.413,2.109
1534,40fa1415-e1ae-42ec-847f-00b6f550a265,,390efffa-4ed7-4ccc-8774-53c3bb429749,Ww-Zv,Winterswijk-Zevenaar ,212,,212,212__,Winterswijk - Zevenaar,42.979831,"42,979831",-0.156623,"-0,156623",3.3,"3,300000",51.94282586,6.16473922,208462.30566258,439660.82279367,14.49867028
1535,043a6495-094c-4d58-9fce-05ceb773d35f,,0b2ffce1-de0b-4e25-8c02-d44869a7572c,Hlm-Utg,Haarlem - Uitgeest ,076,,76,076__,Santpoort Noord - Uitgeest,12.187799,"12,187799",1.132824,"1,132824",0,"0,000000",52.48105255,4.66325851,105820.123,499504.437,1.848
1536,9ec15bff-8726-4812-b930-63f80840cf76,,a70aa321-3a87-44f5-a8ba-51efa984fd96,Asd-Zp,Amsterdam Centraal - Zutphen ,128,,128,128__,Diemen Aansl. - Weesp Aansl.,10.536212,"10,536212",5.793299,"5,793299",1.7,"1,700000",52.32608657,5.01398238,129556.89676955,482081.70878144,9.28365521
1537,3e1aeee2-abd1-4265-a325-1297b1c80778,,04172242-4f5a-4a56-8517-0d57de6f4c43,Rhn-Har,Rhenen - De Haar Aansl. ,109,,109,109__,Rhenen - De Haar Aansl.,26.331667,"26,331667",0.116736,"0,116736",4.7,"4,700000",51.97841386,5.57462699,167876.98840372,443350.72594775,12.49503808
1538,6c5c7ecb-a7c3-48ac-90bd-856bf095f2b1,,7fcee045-f338-41f6-a925-ff4a31661f7e,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,586,,586,586__,Amsterdam Centraal,80.610856,"80,610856",12.119304,"12,119304",0.1,"0,100000",52.37967182,4.89801176,121691.27579018,488090.77896328,5.36001582
1539,247b7aee-7ccc-415f-a8c3-8bfea7ddceaf,,e4b116ee-4bf8-4246-84ab-3b0c2bd51432,Asa-Zvg,Amsterdam Amstel - Zevenaar Grens ,531,c,531,531_c,Utrecht Centraal,33.790835,"33,790835",9.053296,"9,053296",0.1,"0,100000",52.09803049,5.09754539,135152.17758001,456681.97440631,2.2867865
1540,86ecf3b8-1fe2-4f19-82ec-f01f37c9e1ae,,81e59c83-b24f-44c6-b47b-fde73f60e2d4,Ass-Rtd,Amsterdam Sloterdijk - Rotterdam ,084,,84,084__,Amsterdam Sloterdijk - Haarlem,5.411739,"5,411739",1.992853,"1,992853",3.9,"3,900000",52.38598445,4.80211909,115167.76922802,488841.52754005,0.68251768
1541,431b8853-a554-41b0-b600-b2d793726777,,d945c897-886e-4cc6-b25d-1d9f1c59d44c,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,65.988859,"65,988859",-2.378619,"-2,378619",1.7,"1,700000",51.49962333,3.6483589,34267.51475259,391506.76595805,2.89141195
1542,96aeba36-6f5e-475b-814b-455d176322c2,,918620e4-5301-4e1b-a89a-817d69cf4dbb,Wgm-Dmn,Watergraafsmeer - Diemen ,927,,927,927__,Watergraafsmeer,905.564817,"905,564817",63.417884,"63,417884",0.058488,"0,058488",52.35127446,4.95309504,125422.91,484907.304,2.504
1543,898e1fb6-8071-41d3-919a-6fe26b2b4bbd,,e6c69f6d-1ae2-45b7-b8e9-3e1b0acb4c7d,Rsd-Vs,Roosendaal - Vlissingen ,127,a,127,127_a,Roosendaal - Vlissingen,53.656089,"53,656089",-1.506491,"-1,506491",4.1,"4,100000",51.49950331,3.82586928,46590.88389733,391214.38803054,0.98043039
1544,cacc1ad1-53de-4bc1-9069-58613a7d2fc3,,d337bbe4-b484-4eb8-b745-b50faa022ec6,Mvt-Mvtm,"Rotterdam, Emplacement Maasvlakte - Maasvlakte Missouriweg ",475,a,475,475_a,Rotterdam Maasvlakte,1.180035,"1,180035",2.187494,"2,187494",0.91126,"0,911260",51.94453457,4.03547223,62062.927,440429.144,5.18
1545,628b8337-4865-4e09-b142-9155eded1eb0,,76562111-9938-4356-a13c-f3116d8b3711,Brppd-Brgnd,Betuweroute Papendrecht - Betuweroute Giessendam ,152,a,152,152_a,Kijfhoek - Meteren Aansl.,7.236756,"7,236756",2.122254,"2,122254",0.3,"0,300000",51.83961854,4.71433366,108628.00900565,428106.67899942,-3.15411288
1546,d7d7332b-609a-4dba-bf0f-8a3b8455febf,,5cd00062-2d63-4167-a685-0e62d97adb4b,Ah-Vl,Arnhem - Venlo ,514,a,514,514_a,Nijmegen,17.934859,"17,934859",42.19685,"42,196850",0.024077,"0,024077",51.83550569,5.85321083,187118.981,427537.712,23.71
1547,cf3e4fd0-ddb8-4cb7-b96e-74823a28e7ca,2f0a245b-28e5-494a-8585-270a5e937726,,Aml-Hgl,Almelo - Hengelo ,025,,25,025__,Almelo - Hengelo,8.977321,"8,977321",1.898281,"1,898281",7.983557,"7,983557",52.30589247,6.73785386,247114.51002872,480627.93662514,16.66412993
1548,61ab302a-0b03-439c-abde-185e8769e11f,,24a47e35-ef22-49a0-b4db-76bba406675a,Mvta-Mvtn,Maasvlakte Aansl. - Maasvlakte Noordwesthoek ,478,a,478,478_a,Rotterdam Europoort 4,4.251466,"4,251466",0.030084,"0,030084",0.1,"0,100000",51.96219533,4.0168598,60820.42528722,442417.78512514,5.15539756
1549,04037d34-fc0e-412f-a1df-be028c7c2cc9,,132a65bf-0b01-4bc2-8287-1517f822fa64,Gpda-Asra,Gaasperdammerweg Aansl. - Amsterdam Riekerpolder Aansl. ,144,a,144,144_a,Duivendrecht - Amsterdam Riekerpolder,154.084659,"154,084659",-27.445677,"-27,445677",4.634412,"4,634412",52.33720349,4.88918939,121058.09239734,483369.72791828,7.90695496
1550,c95bc0f4-6a92-4ee7-a3fe-744321b9be3c,a2e74f53-8cb2-4527-a46b-1f2ffcf879ae,,Ht-Nm,s-Hertogenbosch - Nijmegen ,047,,47,047__,s Hertogenbosch - Nijmegen,62.701462,"62,701462",2.410619,"2,410619",2.540281,"2,540281",51.82684989,5.81902082,184768.22719802,426560.15636728,16.93284849
1551,5783068b-9b6e-4c2f-a988-613a558edcca,,92fe180a-8e92-4ffa-a1b5-de193e16e3fd,Whz-Bot,"Rotterdam, Emplacement Waalhaven Zuid - Rotterdam, Botlek",950,a,950,950_a,Barendrecht Vork - Rotterdam Maasvlakte,9.941478,"9,941478",8.454787,"8,454787",0.2,"0,200000",51.87725519,4.40097237,87089.6942812,432539.98556499,3.82647285
1552,4f6f4bd4-8c3b-4af2-86bf-0b0b5a9064a9,,b05205ee-4064-4aa4-94e6-feb840d76eef,Awhv-Asd,Amsterdam Westhaven (gebied) - Amsterdam Centraal ,486,b,486,486_b,Amsterdam Westhaven (gebied),76.031719,"76,031719",6.511185,"6,511185",0,"0,000000",52.40271637,4.84325032,117981.896,490681.358,0.785
1553,cd35a402-7751-41e6-91c5-c3807d77220a,,d9b17591-764d-427c-bbff-3d472409ad09,Mdk-Ostlrw,Moerdijk (Racc.) - Oostelijke Randweg ,801,b,801,801_b,Moerdijk Industrieterrein,102.828046,"102,828046",-2.25539,"-2,255390",0.1,"0,100000",51.69391923,4.60636234,101013.19393962,411972.03961652,3.286727
1554,5fca2173-80e7-4805-9df1-2095e20b79b7,,d0272d27-6be0-4209-9564-7f93cd5027d7,Zl-Lw,Zwolle - Leeuwarden ,009,,9,009__,Meppel - Leeuwarden,137.923197,"137,923197",5.847912,"5,847912",0.2,"0,200000",52.96056582,5.91561323,190506.42942678,552746.01709541,1.812
