FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.566,1977,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((178287.893 503586.142, 178282.78 503592.437, 178282.495 503589.54, 178286.24 503585.164, 178287.893 503586.142)))"
O10002_GBI_Wegen_en_bruggen.567,1973,wegdeel vlak,Parkeren,Parkeerstrook,gebakken keiformaat,"MULTIPOLYGON (((177742.299 504775.032, 177741.714 504774.641, 177737.804 504775.534, 177737.184 504775.155, 177732.768 504754.532, 177733.156 504753.937, 177737.633 504753.01, 177742.299 504775.032)))"
O10002_GBI_Wegen_en_bruggen.568,1988,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177424.259 502463.21, 177425.819 502462.55, 177442.409 502502.75, 177440.889 502503.4, 177424.259 502463.21)))"
O10002_GBI_Wegen_en_bruggen.570,1966,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((177703.684 504395.416, 177652.546 504406.213, 177652.175 504403.89, 177653.545 504403.576, 177703.216 504393.212, 177703.684 504395.416)))"
O10002_GBI_Wegen_en_bruggen.571,1985,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177523.055 502724.721, 177522.985 502724.731, 177522.895 502724.726, 177522.8 502724.7, 177522.707 502724.647, 177522.646 502724.591, 177522.602 502724.535, 177522.573 502724.481, 177522.548 502724.409, 177513.189 502702.16, 177513.176 502702.107, 177513.167 502702.042, 177513.166 502701.974, 177513.172 502701.913, 177513.189 502701.839, 177513.214 502701.77, 177513.244 502701.712, 177513.288 502701.647, 177513.34 502701.59, 177513.394 502701.545, 177513.465 502701.499, 177513.529 502701.47, 177517.269 502699.91, 177526.909 502723.16, 177523.055 502724.721)))"
O10002_GBI_Wegen_en_bruggen.572,1990,wegdeel vlak,Voetpad,Aanliggend voetpad,beton keiformaat,"MULTIPOLYGON (((177377.238 503018.978, 177376.966 503019.029, 177376.799 503019.06, 177367.919 503021.25, 177367.459 503019.3, 177373.051 503017.923, 177376.719 503017.02, 177377.238 503018.978)))"
O10002_GBI_Wegen_en_bruggen.573,1998,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((176756.895 504902.166, 176756.573 504901.654, 176755.97 504900.77, 176754.429 504899.123, 176757.788 504896.027, 176759.674 504898.05, 176759.906 504898.36, 176760.305 504898.957, 176760.671 504899.596, 176761.007 504900.295, 176761.282 504900.99, 176761.627 504902.185, 176764.549 504916.217, 176760.07 504917.119, 176757.241 504903.582, 176756.989 504902.582, 176756.895 504902.166)))"
O10002_GBI_Wegen_en_bruggen.574,1995,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((175818.418 503218.042, 175815.571 503214.503, 175818.757 503211.99, 175836.521 503197.912, 175839.367 503201.433, 175818.418 503218.042)))"
O10002_GBI_Wegen_en_bruggen.575,1971,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((175780.869 495955.01, 175780.935 495955.06, 175780.999 495955.134, 175781.038 495955.201, 175781.064 495955.27, 175781.08 495955.352, 175781.076 495955.468, 175781.059 495955.538, 175781.03 495955.606, 175780.959 495955.71, 175778.939 495957.96, 175778.397 495957.48, 175778.18 495957.298, 175777.82 495957.088, 175777.612 495957.007, 175777.315 495956.932, 175777.059 495956.903, 175776.712 495956.916, 175776.343 495956.994, 175776.074 495957.099, 175775.843 495957.226, 175775.683 495957.339, 175775.539 495957.46, 175770.369 495963.24, 175754.059 495981.54, 175753.249 495982.44, 175752.84 495982.985, 175752.429 495983.705, 175752.071 495984.639, 175751.915 495985.319, 175751.844 495985.914, 175751.852 495986.83, 175751.962 495987.577, 175752.16 495988.289, 175752.467 495989.02, 175753.016 495989.913, 175753.488 495990.475, 175753.809 495990.788, 175754.899 495991.74, 175771.729 496006.68, 175788.549 496021.63, 175791.519 496024.27, 175791.762 496024.479, 175792.149 496024.749, 175792.613 496024.991, 175793.052 496025.152, 175793.53 496025.263, 175793.893 496025.306, 175794.459 496025.303, 175795.006 496025.22, 175795.246 496025.157, 175795.584 496025.04, 175796.097 496024.79, 175796.375 496024.611, 175796.583 496024.453, 175796.697 496024.357, 175790.839 496031.697, 175784.279 496025.869, 175768.189 496011.6, 175750.609 495996.01, 175737.529 495984.4, 175730.619 495978.218, 175730.586 495978.183, 175730.546 495978.13, 175730.519 495978.083, 175730.49 495978.008, 175730.473 495977.929, 175730.474 495977.798, 175730.51 495977.673, 175730.552 495977.598, 175730.629 495977.51, 175738.829 495968.34, 175755.229 495950.12, 175756.749 495948.48, 175757.345 495947.717, 175757.66 495947.184, 175757.927 495946.597, 175758.12 495946.021, 175758.273 495945.307, 175758.334 495944.704, 175758.335 495944.147, 175758.263 495943.448, 175758.179 495943.029, 175757.983 495942.371, 175757.757 495941.831, 175757.374 495941.148, 175756.938 495940.559, 175756.337 495939.94, 175754.659 495938.48, 175738.055 495923.523, 175735.189 495920.97, 175719.469 495906.98, 175717.047 495904.86, 175716.747 495904.58, 175716.538 495904.415, 175716.269 495904.223, 175715.983 495904.042, 175715.591 495903.828, 175715.176 495903.641, 175714.571 495903.431, 175713.947 495903.286, 175713.381 495903.213, 175712.673 495903.197, 175712.021 495903.256, 175711.128 495903.455, 175710.457 495903.704, 175709.745 495904.075, 175709.077 495904.546, 175708.519 495905.06, 175708.586 495904.979, 175715.376 495896.67, 175722.929 495903.4, 175738.579 495917.34, 175757.789 495934.43, 175772.039 495947.1, 175780.869 495955.01), (175765.269 495947.88, 175764.579 495947.23, 175758.979 495953.41, 175742.669 495971.55, 175737.929 495976.74, 175738.829 495977.48, 175741.429 495979.81, 175742.299 495980.58, 175744.899 495982.87, 175745.629 495983.54, 175750.349 495978.2, 175766.589 495959.96, 175772.069 495953.86, 175771.349 495953.28, 175768.749 495950.95, 175767.849 495950.15, 175765.269 495947.88)))"
O10002_GBI_Wegen_en_bruggen.576,2005,wegdeel vlak,Voetpad,Plein,beton keiformaat,"MULTIPOLYGON (((177451.479 504080.826, 177448.716 504054.618, 177449.362 504054.585, 177452.174 504080.753, 177451.479 504080.826)))"
O10002_GBI_Wegen_en_bruggen.577,2005,wegdeel vlak,Voetpad,Plein,beton keiformaat,"MULTIPOLYGON (((177478.811 504077.976, 177471.969 504052.25, 177472.605 504052.178, 177479.444 504077.905, 177478.811 504077.976)))"
O10002_GBI_Wegen_en_bruggen.578,2005,wegdeel vlak,Voetpad,Plein,beton keiformaat,"MULTIPOLYGON (((177490.326 504076.796, 177489.481 504050.434, 177490.179 504050.359, 177490.998 504076.721, 177490.326 504076.796)))"
O10002_GBI_Wegen_en_bruggen.579,1992,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177111.781 502883.038, 177111.789 502883.06, 177103.549 502863.2, 177096.139 502845.33, 177088.119 502825.96, 177084.364 502816.904, 177082.951 502813.495, 177077.849 502801.19, 177068.139 502777.77, 177059.069 502755.87, 177059.133 502755.949, 177059.227 502755.989, 177059.329 502755.98, 177060.889 502755.32, 177113.469 502882.15, 177111.859 502882.84, 177111.786 502882.926, 177111.781 502883.038)))"
O10002_GBI_Wegen_en_bruggen.580,2007,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((175717.156 495894.923, 175715.376 495896.67, 175708.339 495890.4, 175707.779 495889.94, 175707.405 495889.499, 175707.123 495889.099, 175706.897 495888.72, 175706.62 495888.139, 175706.472 495887.74, 175706.276 495886.988, 175706.182 495886.249, 175706.174 495885.618, 175706.23 495885.008, 175706.366 495884.34, 175706.546 495883.775, 175706.803 495883.184, 175707.199 495882.51, 175707.505 495882.152, 175707.959 495881.62, 175718.949 495869.31, 175725.089 495862.38, 175726.989 495859.954, 175728.977 495861.723, 175727.529 495863.35, 175709.689 495883.44, 175709.869 495888.48, 175710.859 495889.32, 175717.156 495894.923)))"
O10002_GBI_Wegen_en_bruggen.581,1978,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177956.545 503456.036, 177962.534 503456.211, 177962.483 503458.346, 177956.481 503458.399, 177956.545 503456.036)))"
O10002_GBI_Wegen_en_bruggen.582,2004,wegdeel vlak,Parkeren,Parkeerstrook,dicht asfaltbeton,"MULTIPOLYGON (((186441.3 507229.014, 186433.047 507243.843, 186406.079 507277.923, 186398.787 507283.728, 186441.3 507229.014)))"
O10002_GBI_Wegen_en_bruggen.583,1995,wegdeel vlak,Rijbaan,verkeersdrempel,beton keiformaat,"MULTIPOLYGON (((175803.448 503518.128, 175800.364 503519.027, 175799.188 503522.844, 175794.03 503521.255, 175795.149 503517.572, 175793.062 503514.943, 175803.448 503518.128)))"
O10002_GBI_Wegen_en_bruggen.584,1998,wegdeel vlak,Parkeren,Parkeervak,beton keiformaat,"MULTIPOLYGON (((172113.34 508271.394, 172109.471 508273.953, 172102.497 508263.564, 172106.313 508261.013, 172113.34 508271.394)))"
O10002_GBI_Wegen_en_bruggen.585,1970,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((178111.217 504631.034, 178093.528 504634.765, 178093.707 504634.618, 178094.037 504634.135, 178093.361 504630.592, 178093.315 504630.411, 178093.313 504630.325, 178093.324 504630.242, 178093.347 504630.16, 178093.379 504630.086, 178093.44 504629.991, 178093.492 504629.934, 178093.576 504629.867, 178109.458 504626.577, 178109.713 504626.793, 178109.98 504627.199, 178110.732 504630.806, 178110.922 504631.034, 178111.217 504631.034)))"
O10002_GBI_Wegen_en_bruggen.586,1998,wegdeel vlak,Rijbaan,Rijbaan,tegels overig,"MULTIPOLYGON (((172096.407 508341.769, 172094.082 508338.526, 172098.149 508335.799, 172100.359 508339.09, 172096.407 508341.769)))"
O10002_GBI_Wegen_en_bruggen.587,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((172208.45 508298.47, 172204.283 508301.284, 172211.658 508312.245, 172209.823 508313.507, 172200.331 508299.447, 172202.171 508298.164, 172206.295 508295.322, 172208.45 508298.47)))"
O10002_GBI_Wegen_en_bruggen.588,2005,wegdeel vlak,Voetpad,Voetpad,gebakken keiformaat,"MULTIPOLYGON (((177283.231 504286.11, 177287.673 504285.67, 177287.983 504288.646, 177283.538 504289.08, 177283.231 504286.11)))"
O10002_GBI_Wegen_en_bruggen.589,1992,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177182.325 503022.342, 177184.21 503021.543, 177198.979 503056.39, 177205.149 503070.97, 177205.269 503071.27, 177205.399 503076.65, 177203.129 503071.31, 177202.769 503070.35, 177197.249 503057.3, 177182.325 503022.342)))"
O10002_GBI_Wegen_en_bruggen.590,1977,wegdeel vlak,Parkeren,Parkeerstrook,betonstraatstenen overig,"MULTIPOLYGON (((172613.086 508588.322, 172613.289 508586.906, 172610.499 508582.866, 172614.804 508580.055, 172617.673 508584.182, 172618.96 508584.338, 172613.086 508588.322)))"
O10002_GBI_Wegen_en_bruggen.591,1998,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((176558.252 504575.516, 176558.125 504576.897, 176592.473 504614.054, 176593.826 504614.121, 176590.771 504616.923, 176590.806 504615.563, 176559.516 504581.723, 176557.25 504583.793, 176556.127 504582.563, 176558.383 504580.478, 176556.445 504578.425, 176555.068 504578.474, 176558.252 504575.516)))"
O10002_GBI_Wegen_en_bruggen.592,1966,wegdeel vlak,Parkeren,Parkeerstrook,gebakken keiformaat,"MULTIPOLYGON (((175502.536 496304.589, 175582.182 496375.172, 175582.111 496375.113, 175581.997 496375.043, 175581.881 496374.999, 175581.787 496374.979, 175581.695 496374.971, 175581.6 496374.976, 175579.492 496375.151, 175503.092 496306.969, 175502.536 496304.589)))"
O10002_GBI_Wegen_en_bruggen.593,2006,wegdeel vlak,Parkeren,Parkeerstrook,gebakken dikformaat,"MULTIPOLYGON (((175797.053 496394.54, 175801.306 496398.376, 175774.48 496428.629, 175770.24 496424.78, 175770.812 496424.13, 175773.561 496421.005, 175783.618 496409.7, 175794.044 496397.907, 175797.053 496394.54)))"
O10002_GBI_Wegen_en_bruggen.594,1970,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177780.138 503518.12, 177780.464 503521.457, 177777.773 503521.72, 177775.872 503502.057, 177775.642 503499.945, 177774.877 503492.145, 177777.514 503491.894, 177780.065 503516.306, 177780.138 503518.12)))"
O10002_GBI_Wegen_en_bruggen.595,1965,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177833.567 503648.309, 177833.602 503647.883, 177832.866 503645.886, 177832.802 503645.636, 177841.371 503622.134, 177841.62 503621.795, 177841.756 503621.681, 177843.091 503621.124, 177843.365 503620.885, 177843.675 503620.408, 177833.567 503648.309)))"
O10002_GBI_Wegen_en_bruggen.596,1991,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176879.019 503030.13, 176874.809 503031.92, 176874.039 503030.13, 176867.119 503013.39, 176866.929 503012.88, 176867.029 503012.85, 176871.149 503011.15, 176879.019 503030.13)))"
O10002_GBI_Wegen_en_bruggen.597,2004,wegdeel vlak,Fietspad,Vrijliggend fietspad,dicht asfaltbeton,"MULTIPOLYGON (((185994.822 507732.211, 186063.745 507657.429, 186061.948 507655.864, 186059.75 507653.9, 186062.156 507651.256, 186064.324 507653.29, 186065.996 507654.952, 186101.769 507615.976, 186188.198 507522.086, 186242.435 507463.168, 186277.058 507425.555, 186312.372 507387.194, 186361.793 507333.506, 186369.02 507325.733, 186374.769 507319.434, 186380.782 507312.733, 186385.513 507307.377, 186395.038 507296.365, 186402.437 507287.589, 186408.102 507280.735, 186416.062 507270.898, 186424.028 507260.803, 186430.872 507251.919, 186436.233 507244.818, 186439.464 507240.477, 186469.937 507196.775, 186491.643 507162.887, 186497.071 507153.953, 186502.909 507144.101, 186508.428 507134.542, 186514.814 507123.166, 186519.565 507114.467, 186524.124 507105.92, 186529.006 507096.541, 186534.535 507085.612, 186539.844 507074.79, 186544.37 507065.291, 186547.746 507058.185, 186552.154 507048.499, 186555.973 507039.905, 186557.428 507036.58, 186560.94 507028.427, 186561.418 507027.297, 186564.705 507028.966, 186560.472 507038.742, 186550.624 507060.56, 186539.262 507084.241, 186526.892 507108.408, 186520.453 507120.407, 186511.456 507136.568, 186504.054 507149.377, 186495.556 507163.584, 186472.567 507199.366, 186443.097 507241.665, 186440.624 507245.004, 186434.049 507253.747, 186426.727 507263.261, 186418.458 507273.736, 186409.808 507284.401, 186406.045 507288.953, 186399.328 507296.948, 186388.34 507309.679, 186377.508 507321.829, 186366.301 507334.003, 186246.577 507464.04, 186104.833 507617.994, 185997.404 507734.687, 185994.822 507732.211)))"
O10002_GBI_Wegen_en_bruggen.598,1970,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178353.359 504791.349, 178358.305 504790.465, 178352.274 504756.062, 178351.905 504753.958, 178347.293 504727.647, 178346.58 504724.218, 178346.695 504724.236, 178346.993 504724.309, 178347.301 504724.413, 178347.664 504724.575, 178347.976 504724.753, 178348.26 504724.952, 178348.505 504725.158, 178348.703 504725.352, 178348.888 504725.563, 178349.137 504725.906, 178349.291 504726.166, 178349.421 504726.434, 178349.562 504726.804, 178349.623 504727.015, 178349.673 504727.232, 178349.718 504727.518, 178361.187 504793.994, 178361.146 504794.09, 178361.113 504794.134, 178361.084 504794.162, 178361.047 504794.19, 178361.014 504794.208, 178360.956 504794.23, 178360.897 504794.239, 178360.848 504794.244, 178356.804 504794.953, 178356.6 504795.041, 178356.422 504795.192, 178359.721 504814.165, 178359.763 504814.274, 178359.825 504814.386, 178359.886 504814.469, 178359.951 504814.54, 178360.038 504814.616, 178360.137 504814.682, 178360.235 504814.731, 178360.341 504814.768, 178360.378 504814.78, 178364.629 504813.945, 178364.955 504815.838, 178365.024 504816.284, 178365.061 504816.859, 178365.039 504817.453, 178364.965 504817.99, 178364.796 504818.669, 178364.483 504819.456, 178364.206 504819.96, 178363.697 504820.663, 178363.176 504821.202, 178362.619 504821.648, 178362.227 504821.901, 178361.789 504822.135, 178361.12 504822.405, 178360.733 504822.519, 178360.584 504822.556, 178358.701 504822.958, 178358.335 504820.624, 178353.674 504793.201, 178353.359 504791.349)))"
O10002_GBI_Wegen_en_bruggen.599,1992,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176784.939 502915.05, 176783.309 502915.74, 176769.209 502881.67, 176770.749 502881.02, 176771.079 502881.79, 176778.539 502899.77, 176784.939 502915.05)))"
O10002_GBI_Wegen_en_bruggen.600,1996,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((176148.209 496161.234, 176152.666 496165.195, 176160.972 496172.617, 176157.913 496176.119, 176145.989 496165.494, 176145.1 496164.674, 176148.209 496161.234)))"
O10002_GBI_Wegen_en_bruggen.601,1998,wegdeel vlak,Rijbaan,verkeersdrempel,betonstraatstenen overig,"MULTIPOLYGON (((176215.022 504757.139, 176211.118 504757.96, 176210.036 504752.807, 176214.043 504751.963, 176215.022 504757.139)))"
O10002_GBI_Wegen_en_bruggen.602,2004,wegdeel vlak,Fietspad,Vrijliggend fietspad,dicht asfaltbeton,"MULTIPOLYGON (((185860.923 507877.492, 185994.822 507732.211, 185997.404 507734.687, 185869.828 507873.264, 185777.72 507973.315, 185728.514 508026.765, 185017.297 508798.264, 185014.623 508795.837, 185725.797 508024.319, 185774.989 507970.883, 185781.817 507963.544, 185854.431 507884.735, 185860.923 507877.492)))"
O10002_GBI_Wegen_en_bruggen.603,1980,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((177957.839 502373.24, 177957.099 502371.94, 177956.924 502371.714, 177956.753 502371.523, 177956.537 502371.32, 177956.27 502371.112, 177956.055 502370.973, 177955.805 502370.838, 177955.498 502370.707, 177955.163 502370.603, 177954.817 502370.533, 177954.488 502370.501, 177954.214 502370.499, 177954.015 502370.512, 177953.859 502370.53, 177953.189 502370.742, 177952.456 502370.999, 177951.85 502371.232, 177950.849 502371.66, 177911.919 502387.72, 177911.694 502387.826, 177911.402 502387.996, 177911.121 502388.203, 177910.895 502388.408, 177910.713 502388.604, 177910.512 502388.866, 177910.301 502389.217, 177910.154 502389.547, 177910.058 502389.841, 177909.988 502390.151, 177909.95 502390.471, 177909.943 502390.792, 177909.949 502390.92, 177907.83 502391.81, 177907.689 502391.858, 177907.678 502391.746, 177907.661 502391.539, 177907.65 502391.329, 177907.644 502391.073, 177907.648 502390.742, 177907.675 502390.296, 177907.717 502389.92, 177907.782 502389.516, 177907.857 502389.16, 177907.965 502388.752, 177908.152 502388.186, 177908.394 502387.607, 177908.632 502387.135, 177908.923 502386.646, 177909.26 502386.16, 177909.425 502385.948, 177909.696 502385.628, 177909.903 502385.406, 177910.19 502385.123, 177910.511 502384.837, 177910.89 502384.537, 177911.174 502384.335, 177911.613 502384.056, 177911.838 502383.928, 177912.012 502383.836, 177912.74 502383.535, 177912.785 502383.528, 177912.843 502383.522, 177912.895 502383.519, 177912.981 502383.52, 177913.038 502383.525, 177913.097 502383.534, 177913.147 502383.545, 177913.237 502383.57, 177915.159 502384.19, 177915.22 502384.209, 177915.305 502384.23, 177915.391 502384.244, 177915.483 502384.249, 177915.568 502384.246, 177915.633 502384.239, 177915.721 502384.221, 177915.787 502384.202, 177915.849 502384.179, 177915.919 502384.15, 177927.038 502379.56, 177927.097 502379.538, 177927.157 502379.511, 177927.206 502379.485, 177927.255 502379.456, 177927.309 502379.419, 177927.369 502379.371, 177927.423 502379.32, 177927.469 502379.27, 177927.512 502379.218, 177927.556 502379.154, 177927.597 502379.083, 177927.619 502379.039, 177928.549 502377.26, 177928.58 502377.202, 177928.629 502377.126, 177928.673 502377.067, 177928.725 502377.009, 177928.81 502376.929, 177928.902 502376.86, 177928.955 502376.827, 177929.196 502376.728, 177929.281 502376.709, 177929.366 502376.697, 177929.422 502376.693, 177929.516 502376.694, 177929.586 502376.701, 177929.634 502376.708, 177929.69 502376.72, 177929.767 502376.741, 177931.679 502377.35, 177931.763 502377.375, 177931.83 502377.39, 177931.893 502377.401, 177931.969 502377.408, 177932.081 502377.409, 177932.174 502377.402, 177932.268 502377.385, 177932.321 502377.372, 177932.394 502377.349, 177932.449 502377.33, 177947.019 502371.31, 177947.062 502371.293, 177947.137 502371.259, 177947.203 502371.224, 177947.29 502371.166, 177947.365 502371.105, 177947.448 502371.022, 177947.499 502370.959, 177947.564 502370.861, 177947.599 502370.8, 177948.489 502369.01, 177948.522 502368.944, 177948.558 502368.883, 177948.599 502368.826, 177948.636 502368.78, 177948.675 502368.737, 177948.718 502368.697, 177948.774 502368.651, 177948.847 502368.6, 177948.878 502368.581, 177948.936 502368.551, 177949.269 502368.43, 177950.298 502368.028, 177950.792 502367.865, 177951.371 502367.722, 177952.209 502367.599, 177953.175 502367.576, 177953.573 502367.604, 177954.272 502367.705, 177955.158 502367.933, 177955.626 502368.103, 177956.046 502368.287, 177956.649 502368.608, 177957.061 502368.872, 177957.612 502369.289, 177958.05 502369.685, 177958.404 502370.055, 177958.684 502370.389, 177958.967 502370.772, 177959.152 502371.053, 177959.341 502371.374, 177959.508 502371.69, 177959.638 502371.967, 177959.807 502372.379, 177957.839 502373.24)))"
O10002_GBI_Wegen_en_bruggen.604,2003,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((176190.084 504985.007, 176137.886 504995.988, 176137.366 504994.099, 176189.576 504983.185, 176190.084 504985.007)))"
O10002_GBI_Wegen_en_bruggen.623,2005,wegdeel vlak,Parkeren,Parkeerterrein,waterdoorlatende verharding,"MULTIPOLYGON (((177283.538 504289.08, 177287.983 504288.646, 177292.86 504336.269, 177288.388 504336.682, 177283.538 504289.08)))"
O10002_GBI_Wegen_en_bruggen.638,2005,wegdeel vlak,Voetpad,Plein,gebakken dikformaat,"MULTIPOLYGON (((177389.477 504227.8, 177388.128 504214.547, 177395.641 504213.782, 177402.376 504213.09, 177409.879 504212.307, 177411.715 504230.31, 177410.202 504230.463, 177410.623 504234.691, 177412.144 504234.536, 177413.615 504249.044, 177414.636 504259.12, 177411.324 504264.143, 177405.341 504264.749, 177393.424 504265.961, 177391.96 504251.684, 177390.355 504236.115, 177389.477 504227.8), (177396.193 504249.91, 177399.77 504249.555, 177398.761 504239.676, 177395.156 504240.057, 177396.193 504249.91)))"
O10002_GBI_Wegen_en_bruggen.605,1993,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((175992.634 496494.785, 176000.959 496485.913, 175997.329 496482.31, 175997.359 496482.271, 175997.387 496482.23, 175997.413 496482.179, 175997.436 496482.12, 175997.448 496482.071, 175997.458 496481.984, 175997.454 496481.906, 175997.445 496481.854, 175997.428 496481.799, 175997.406 496481.746, 175997.357 496481.667, 175997.299 496481.6, 175996.369 496480.8, 175983.019 496469, 175979.299 496465.73, 175979.286 496465.719, 175967.308 496455.16, 175966.991 496454.887, 175966.538 496454.5, 175966.02 496454.109, 175965.481 496453.786, 175965.053 496453.579, 175964.492 496453.368, 175963.979 496453.228, 175963.285 496453.114, 175962.714 496453.08, 175962.249 496453.093, 175962.095 496453.112, 175963.879 496447.13, 175976.079 496457.93, 175990.769 496470.92, 176004.909 496483.36, 176008.259 496486.3, 176006.599 496500.59, 175994.442 496499.135, 175994.609 496497.71, 175994.605 496497.629, 175994.593 496497.472, 175994.556 496497.226, 175994.483 496496.941, 175994.368 496496.639, 175994.25 496496.408, 175994.13 496496.216, 175993.959 496495.992, 175993.758 496495.78, 175992.634 496494.785)))"
O10002_GBI_Wegen_en_bruggen.606,1968,wegdeel vlak,Rijbaan,Rijbaan,gebakken keiformaat,"MULTIPOLYGON (((177583.526 503544.684, 177600.036 503542.924, 177600.513 503548.469, 177580.833 503550.453, 177578.427 503551.567, 177581.296 503543.821, 177581.286 503544.209, 177581.464 503544.796, 177582.704 503545.252, 177583.091 503545.124, 177583.228 503544.961, 177583.526 503544.684)))"
O10002_GBI_Wegen_en_bruggen.607,1977,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178374.209 503437.284, 178372.616 503430.161, 178369.933 503418.254, 178372.128 503417.787, 178377.688 503442.062, 178379.112 503448.278, 178376.743 503448.811, 178376.779 503448.369, 178374.209 503437.284)))"
O10002_GBI_Wegen_en_bruggen.608,1988,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((177480.309 502437.3, 177481.799 502436.63, 177484.979 502435.28, 177491.529 502438.03, 177492.539 502440.52, 177493.489 502442.83, 177490.809 502449.3, 177492.599 502453.65, 177501.269 502474.75, 177502.669 502478.06, 177502.798 502478.341, 177502.95 502478.613, 177503.104 502478.845, 177503.298 502479.093, 177503.495 502479.308, 177503.757 502479.55, 177504.047 502479.772, 177504.382 502479.979, 177504.652 502480.114, 177504.896 502480.215, 177505.14 502480.296, 177505.458 502480.377, 177505.694 502480.418, 177505.872 502480.44, 177506.194 502480.458, 177506.522 502480.448, 177506.739 502480.426, 177506.937 502480.396, 177507.22 502480.333, 177507.513 502480.244, 177495.959 502484.77, 177496.046 502484.726, 177496.19 502484.652, 177496.365 502484.551, 177496.589 502484.403, 177496.818 502484.227, 177496.998 502484.069, 177497.157 502483.912, 177497.358 502483.685, 177497.561 502483.414, 177497.689 502483.214, 177497.84 502482.937, 177497.984 502482.609, 177498.08 502482.331, 177498.155 502482.041, 177498.206 502481.765, 177498.241 502481.425, 177498.247 502481.087, 177498.226 502480.767, 177498.171 502480.411, 177498.091 502480.086, 177497.968 502479.73, 177496.649 502476.57, 177487.899 502455.37, 177486.189 502451.26, 177479.529 502448.48, 177477.669 502443.87, 177480.309 502437.3)))"
O10002_GBI_Wegen_en_bruggen.609,2007,wegdeel vlak,Parkeren,Inrit,tegels grijs,"MULTIPOLYGON (((171877.652 508668.14, 171879.759 508664.988, 171885.225 508671.693, 171887.542 508671.982, 171889.9 508674.778, 171887.178 508676.921, 171885.252 508678.502, 171884.513 508679.125, 171882.246 508676.266, 171882.442 508673.952, 171877.652 508668.14)))"
O10002_GBI_Wegen_en_bruggen.610,1972,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177741.136 503873.111, 177737.89 503873.821, 177735.546 503871.71, 177732.341 503840.581, 177732.448 503840.98, 177732.715 503841.263, 177733.144 503841.493, 177738.031 503842.888, 177740.956 503872.814, 177741.136 503873.111)))"
O10002_GBI_Wegen_en_bruggen.611,2007,wegdeel vlak,Rijbaan,Verkeersplateau,betonstraatstenen overig,"MULTIPOLYGON (((171839.516 508875.856, 171839.872 508878.59, 171840.206 508878.889, 171831.403 508880.79, 171825.744 508877.153, 171823.927 508868.597, 171825.965 508867.27, 171827.56 508867.289, 171830.804 508869.328, 171836.413 508872.879, 171839.239 508874.663, 171839.516 508875.856)))"
O10002_GBI_Wegen_en_bruggen.612,1973,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((175465.427 496239.868, 175468.399 496236.493, 175477.667 496244.746, 175474.691 496248.127, 175465.427 496239.868)))"
O10002_GBI_Wegen_en_bruggen.613,1995,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((172248.339 508498.885, 172249.842 508497.873, 172258.855 508511.245, 172257.34 508512.244, 172256.328 508510.761, 172248.339 508498.885)))"
