FID,aanlegjaar,omschrijving,thema,verhardingsfunctie,verhardingssoort,geometrie
O10002_GBI_Wegen_en_bruggen.61,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((180943.892 494556.037, 180928.832 494545.382, 180930.808 494542.588, 180945.869 494553.243, 180943.892 494556.037)))"
O10002_GBI_Wegen_en_bruggen.62,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((180589.878 494981.802, 180586.463 494981.062, 180586.761 494979.955, 180589.128 494971.14, 180592.25 494971.868, 180591.728 494974.054, 180589.878 494981.802)))"
O10002_GBI_Wegen_en_bruggen.63,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((180859.769 494664.241, 180857.732 494666.858, 180857.361 494666.596, 180851.941 494662.756, 180851.486 494662.434, 180852.95 494659.447, 180859.769 494664.241)))"
O10002_GBI_Wegen_en_bruggen.64,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175292.069 505730.962, 175291.219 505729.277, 175288.423 505723.729, 175288.239 505723.366, 175288.114 505723.042, 175288.364 505722.893, 175291.066 505721.275, 175297.996 505717.127, 175298.402 505716.883, 175301.656 505716.125, 175302.111 505715.907, 175302.29 505716.263, 175302.485 505716.651, 175305.27 505722.202, 175306.135 505723.926, 175306.332 505724.318, 175305.889 505724.557, 175303.338 505726.683, 175292.536 505731.164, 175292.267 505731.276, 175292.069 505730.962)))"
O10002_GBI_Wegen_en_bruggen.65,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((168261.097 509619.976, 168261.053 509620.122, 168246.53 509616.22, 168246.85 509615.05, 168261.409 509618.944, 168261.097 509619.976)))"
O10002_GBI_Wegen_en_bruggen.66,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((169219.746 509891.653, 169219.665 509891.941, 169218.813 509895.068, 169213.626 509913.89, 169212.756 509917.048, 169212.676 509917.337, 169212.47 509917.28, 169211.975 509917.18, 169206.193 509915.555, 169205.76 509915.45, 169205.58 509915.4, 169205.66 509915.112, 169206.511 509911.995, 169211.663 509893.086, 169212.506 509889.998, 169212.585 509889.709, 169212.81 509889.77, 169213.294 509889.877, 169219.107 509891.456, 169219.52 509891.59, 169219.746 509891.653)))"
O10002_GBI_Wegen_en_bruggen.67,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((176412.349 492840.985, 176418.394 492828.902, 176422.037 492830.725, 176415.992 492842.808, 176412.349 492840.985)))"
O10002_GBI_Wegen_en_bruggen.68,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175330.965 505808.43, 175330.77 505808.05, 175331.221 505807.815, 175333.753 505805.654, 175344.855 505801.042, 175345.041 505801.364, 175345.915 505803.111, 175346.072 505803.488, 175335.736 505809.672, 175332.482 505810.379, 175332.021 505810.601, 175331.831 505810.211, 175330.965 505808.43)))"
O10002_GBI_Wegen_en_bruggen.69,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((177433.962 506126.627, 177433.776 506126.301, 177433.708 506126.183, 177471.234 506104.799, 177471.688 506104.54, 177471.784 506104.708, 177471.939 506104.98, 177473.24 506107.33, 177476.7 506113.44, 177478.19 506116.07, 177478.276 506116.222, 177477.855 506116.461, 177440.785 506137.521, 177440.34 506137.774, 177440.23 506137.58, 177438.77 506135.02, 177435.23 506128.91, 177433.962 506126.627)))"
O10002_GBI_Wegen_en_bruggen.70,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175968.895 505375.99, 175951.654 505391.975, 175949.518 505389.688, 175948.448 505388.523, 175965.71 505372.554, 175966.794 505373.728, 175968.895 505375.99)))"
O10002_GBI_Wegen_en_bruggen.71,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175769.034 505438.484, 175769.288 505438.457, 175776.536 505437.67, 175776.785 505437.642, 175776.97 505437.622, 175776.996 505437.861, 175778.491 505453.025, 175778.517 505453.264, 175778.412 505453.275, 175778.151 505453.304, 175770.938 505454.092, 175770.652 505454.123, 175770.553 505454.134, 175770.527 505453.895, 175768.959 505438.734, 175768.933 505438.495, 175769.034 505438.484)))"
O10002_GBI_Wegen_en_bruggen.72,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((171038.745 490728.208, 171041.817 490727.77, 171042.105 490727.729, 171042.272 490728.868, 171043.84 490739.601, 171043.534 490739.643, 171040.446 490740.069, 171040.128 490740.113, 171038.424 490728.254, 171038.745 490728.208)))"
O10002_GBI_Wegen_en_bruggen.73,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((170328.914 498816.652, 170329.034 498816.492, 170329.25 498816.194, 170332.639 498811.536, 170333.053 498810.967, 170333.173 498810.807, 170333.411 498810.985, 170354.229 498826.615, 170354.468 498826.795, 170354.349 498826.956, 170354.093 498827.304, 170350.695 498831.908, 170350.306 498832.435, 170350.185 498832.597, 170349.946 498832.418, 170329.156 498816.834, 170328.914 498816.652)))"
O10002_GBI_Wegen_en_bruggen.74,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((177587.829 504596.433, 177582.286 504570.516, 177582.223 504570.223, 177582.626 504570.136, 177584.032 504569.835, 177586.658 504569.271, 177588.572 504568.86, 177596.295 504567.202, 177598.629 504566.701, 177600.043 504566.397, 177600.446 504566.311, 177600.509 504566.604, 177606.299 504593.721, 177606.876 504596.426, 177608.419 504603.652, 177608.482 504603.945, 177608.058 504604.036, 177607.075 504604.247, 177604.585 504604.781, 177600.818 504605.59, 177598.374 504606.114, 177594.115 504607.028, 177591.818 504607.521, 177590.673 504607.767, 177590.272 504607.853, 177590.249 504607.745, 177590.209 504607.56, 177587.829 504596.433)))"
O10002_GBI_Wegen_en_bruggen.75,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((177619.82 497067.76, 177621.23 497065.82, 177621.349 497065.657, 177646.807 497083.852, 177646.86 497083.89, 177647.077 497084.044, 177646.94 497084.23, 177645.53 497086.15, 177641.41 497091.93, 177639.97 497093.94, 177639.843 497094.118, 177639.599 497093.943, 177614.376 497075.893, 177614.33 497075.86, 177614.132 497075.718, 177614.26 497075.54, 177615.7 497073.53, 177619.82 497067.76)))"
O10002_GBI_Wegen_en_bruggen.76,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((184265.46 496687.187, 184266.731 496689.474, 184266.242 496689.784, 184266.335 496689.95, 184250.852 496698.695, 184251.086 496699.106, 184251.078 496699.139, 184250.553 496699.437, 184250.515 496699.43, 184250.281 496699.016, 184234.11 496708.138, 184234.346 496708.557, 184234.329 496708.596, 184233.797 496708.897, 184233.763 496708.888, 184233.528 496708.471, 184217.995 496717.239, 184214.443 496719.12, 184213.774 496717.931, 184214.588 496717.484, 184213.923 496716.275, 184213.095 496716.743, 184209.667 496710.643, 184210.478 496710.187, 184209.785 496708.97, 184208.98 496709.424, 184208.979 496709.425, 184208.339 496708.289, 184211.735 496706.18, 184227.28 496697.41, 184227.044 496696.991, 184227.056 496696.968, 184227.576 496696.668, 184227.605 496696.674, 184227.842 496697.092, 184244.035 496687.948, 184243.809 496687.548, 184243.818 496687.514, 184244.343 496687.219, 184244.37 496687.226, 184244.583 496687.605, 184244.602 496687.63, 184260.068 496678.911, 184260.182 496679.088, 184260.715 496678.785, 184262.016 496681.088, 184263.741 496684.143, 184265.46 496687.187)))"
O10002_GBI_Wegen_en_bruggen.77,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((184147.498 496745.743, 184146.203 496743.441, 184146.732 496743.172, 184146.608 496742.951, 184162.085 496734.243, 184161.832 496733.796, 184162.408 496733.472, 184162.661 496733.919, 184178.839 496724.761, 184178.604 496724.344, 184179.167 496724.026, 184179.415 496724.464, 184194.854 496715.752, 184197.181 496714.465, 184197.228 496714.547, 184198.573 496716.923, 184202.018 496723.002, 184203.34 496725.359, 184203.408 496725.481, 184201.096 496726.788, 184185.673 496735.508, 184185.919 496735.944, 184185.335 496736.274, 184185.088 496735.838, 184168.892 496744.986, 184169.133 496745.412, 184168.57 496745.73, 184168.329 496745.303, 184152.857 496754.028, 184152.763 496753.861, 184152.212 496754.148, 184150.929 496751.843, 184147.498 496745.743)))"
O10002_GBI_Wegen_en_bruggen.78,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((184213.923 496716.275, 184214.588 496717.484, 184213.774 496717.931, 184214.443 496719.12, 184203.34 496725.359, 184202.018 496723.002, 184198.573 496716.923, 184197.228 496714.547, 184208.339 496708.289, 184208.979 496709.425, 184208.98 496709.424, 184209.785 496708.97, 184210.478 496710.187, 184209.667 496710.643, 184213.095 496716.743, 184213.923 496716.275)))"
O10002_GBI_Wegen_en_bruggen.79,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((177489.496 506136.691, 177488.916 506137.015, 177452.737 506157.296, 177452.148 506157.681, 177451.932 506157.855, 177451.66 506157.381, 177451.278 506156.715, 177446.408 506148.23, 177446.071 506147.642, 177445.787 506147.147, 177446.072 506147.048, 177446.628 506146.699, 177451.078 506144.211, 177454.068 506142.539, 177476.172 506130.18, 177478.237 506129.025, 177482.881 506126.428, 177483.47 506126.099, 177483.728 506125.955, 177483.97 506126.382, 177484.317 506126.993, 177489.058 506135.336, 177489.492 506136.1, 177489.74 506136.552, 177489.496 506136.691)))"
O10002_GBI_Wegen_en_bruggen.80,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((176383.863 496179.134, 176384.664 496177.647, 176384.801 496177.393, 176385.778 496177.936, 176388.443 496179.452, 176394.55 496182.824, 176397.045 496184.155, 176397.973 496184.666, 176397.832 496184.926, 176397.05 496186.364, 176396.909 496186.623, 176395.957 496186.113, 176395.614 496185.964, 176393.462 496184.767, 176387.385 496181.386, 176384.71 496179.91, 176383.737 496179.368, 176383.863 496179.134)))"
O10002_GBI_Wegen_en_bruggen.81,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((171524.316 488620.842, 171524.137 488620.979, 171523.501 488620.127, 171521.133 488616.951, 171519.971 488615.392, 171521.536 488614.225, 171525.686 488619.79, 171525.457 488619.966, 171524.316 488620.842)))"
O10002_GBI_Wegen_en_bruggen.82,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175141.45 505706.695, 175138.079 505708.42, 175137.312 505705.467, 175137.253 505697.55, 175136.523 505694.593, 175139.88 505692.811, 175140.938 505697.032, 175141.013 505704.957, 175141.45 505706.695)))"
O10002_GBI_Wegen_en_bruggen.83,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175268.516 505651.411, 175269.38 505653.171, 175270.053 505652.833, 175270.242 505653.207, 175259.907 505659.336, 175256.641 505660.098, 175256.202 505660.308, 175256.052 505660.057, 175255.966 505659.921, 175256.676 505659.557, 175255.794 505657.809, 175254.376 505654.991, 175253.71 505655.332, 175253.642 505655.22, 175253.538 505654.943, 175254.018 505654.745, 175256.506 505652.539, 175267.601 505647.93, 175267.769 505648.297, 175267.143 505648.616, 175268.516 505651.411)))"
O10002_GBI_Wegen_en_bruggen.85,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((175031.436 505762.079, 175028.6 505763.501, 175025.417 505760.596, 175023.823 505755.632, 175020.714 505752.936, 175023.596 505751.495, 175026.363 505753.829, 175027.973 505758.9, 175031.436 505762.079)))"
O10002_GBI_Wegen_en_bruggen.86,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((177514.46 508308.71, 177514.334 508308.488, 177514.61 508308.328, 177514.867 508308.178, 177520.084 508305.143, 177520.55 508304.87, 177520.81 508304.719, 177520.91 508304.96, 177540.184 508338.864, 177540.34 508339.12, 177540.387 508339.178, 177540.07 508339.34, 177539.556 508339.603, 177534.199 508342.343, 177533.678 508342.605, 177533.39 508342.75, 177533.338 508342.635, 177533.265 508342.477, 177514.46 508308.71)))"
O10002_GBI_Wegen_en_bruggen.87,Niet ingevuld,overbrugging vlak,Brug,Niet ingevuld,Niet ingevuld,"MULTIPOLYGON (((174174.748 510355.745, 174174.164 510356.082, 174169.374 510359.178, 174169.105 510359.352, 174168.817 510359.538, 174168.601 510359.677, 174168.332 510359.125, 174167.585 510357.937, 174167.14 510357.231, 174165.785 510355.077, 174165.19 510354.132, 174151.364 510332.241, 174150.834 510331.393, 174149.363 510329.043, 174148.403 510327.508, 174147.95 510326.733, 174147.665 510326.28, 174147.568 510326.174, 174147.535 510326.121, 174148.025 510325.808, 174153.065 510322.598, 174153.807 510322.148, 174154.074 510322.604, 174154.321 510322.995, 174155.516 510324.891, 174157.131 510327.452, 174157.664 510328.298, 174171.508 510350.254, 174172.113 510351.213, 174173.609 510353.585, 174173.861 510353.985, 174174.615 510355.181, 174174.906 510355.643, 174174.748 510355.745)))"
O10002_GBI_Wegen_en_bruggen.88,1973,wegdeel vlak,Parkeren,Parkeerstrook,beton keiformaat,"MULTIPOLYGON (((177776.661 504921.849, 177766.727 504873.795, 177766.756 504873.9, 177766.811 504874.022, 177766.867 504874.108, 177766.963 504874.215, 177767.038 504874.276, 177769.088 504875.759, 177769.198 504875.854, 177769.282 504875.959, 177769.318 504876.018, 177769.371 504876.138, 177769.399 504876.239, 177778.145 504918.464, 177778.165 504918.536, 177778.186 504918.669, 177778.189 504918.75, 177778.181 504918.862, 177778.159 504918.974, 177778.13 504919.066, 177778.083 504919.171, 177778.043 504919.239, 177776.766 504921.257, 177776.723 504921.333, 177776.681 504921.435, 177776.659 504921.517, 177776.643 504921.643, 177776.646 504921.752, 177776.661 504921.849)))"
O10002_GBI_Wegen_en_bruggen.89,1971,wegdeel vlak,Parkeren,Parkeerstrook,gebakken keiformaat,"MULTIPOLYGON (((175616.049 495989.9, 175615.972 495989.843, 175615.924 495989.817, 175615.838 495989.786, 175615.768 495989.773, 175615.69 495989.77, 175615.616 495989.779, 175615.548 495989.798, 175615.465 495989.836, 175615.388 495989.892, 175615.349 495989.93, 175612.359 495993.3, 175600.999 495983.12, 175604.019 495979.75, 175604.104 495979.626, 175604.134 495979.547, 175604.147 495979.476, 175604.15 495979.404, 175604.141 495979.333, 175604.119 495979.256, 175604.071 495979.164, 175604.032 495979.115, 175616.049 495989.9)))"
O10002_GBI_Wegen_en_bruggen.90,1982,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((178210.638 502818.022, 178204.341 502820.595, 178183.35 502829.478, 178180.229 502822.09, 178182.649 502821.09, 178184.459 502825.48, 178199.117 502819.369, 178215.257 502812.682, 178218.879 502811.24, 178220.139 502814.28, 178210.638 502818.022)))"
O10002_GBI_Wegen_en_bruggen.91,1999,wegdeel vlak,Rijbaan,Rijbaan,beton keiformaat,"MULTIPOLYGON (((172257.531 508091.218, 172264.889 508092.648, 172264.055 508097.153, 172258.255 508096.028, 172256.714 508095.73, 172257.531 508091.218)))"
O10002_GBI_Wegen_en_bruggen.92,2003,wegdeel vlak,Voetpad,Aanliggend voetpad,tegels grijs,"MULTIPOLYGON (((176250.949 505066.742, 176252.023 505067.916, 176259.78 505076.276, 176266.237 505083.246, 176262.338 505083.317, 176262.491 505082.645, 176262.367 505081.93, 176261.916 505081.267, 176244.337 505062.154, 176241.66 505059.134, 176239.059 505055.969, 176236.926 505053.18, 176235.704 505051.495, 176234.234 505049.375, 176232.417 505046.596, 176231.376 505044.91, 176229.745 505042.127, 176228.447 505039.774, 176226.506 505035.983, 176225.394 505033.638, 176224.354 505031.309, 176223.402 505029.045, 176222.07 505025.617, 176221.07 505022.802, 176220.229 505020.227, 176219.578 505018.077, 176218.9 505015.655, 176218.12 505012.472, 176217.545 505010.026, 176212.359 504985.251, 176212.334 504984.139, 176212.43 504983.251, 176212.678 504982.213, 176212.862 504981.693, 176213.256 504980.847, 176213.824 504979.952, 176214.23 504979.446, 176215.137 504978.566, 176216.193 504977.836, 176216.748 504977.546, 176217.411 504977.271, 176217.036 504979.308, 176213.931 504984.105, 176216.411 504995.91, 176218.987 505008.222, 176220.022 505012.798, 176221.939 505019.644, 176223.317 505023.778, 176224.884 505027.949, 176226.142 505030.987, 176227.795 505034.577, 176228.766 505036.539, 176230.37 505039.586, 176231.887 505042.271, 176233.287 505044.603, 176234.941 505047.202, 176236.596 505049.652, 176238.445 505052.24, 176239.577 505053.744, 176241.258 505055.879, 176242.666 505057.58, 176244.79 505060.01, 176247.44 505062.909, 176250.949 505066.742)))"
O10002_GBI_Wegen_en_bruggen.93,1982,wegdeel vlak,Rijbaan,Rijbaan,beton dikformaat,"MULTIPOLYGON (((178090.659 502887.12, 178091.809 502884.29, 178094.683 502885.513, 178094.826 502885.559, 178094.911 502885.576, 178095.032 502885.59, 178095.146 502885.59, 178095.257 502885.579, 178095.343 502885.562, 178095.445 502885.532, 178095.559 502885.487, 178095.672 502885.425, 178095.779 502885.349, 178095.922 502885.213, 178096.01 502885.096, 178096.065 502885.003, 178096.579 502883.77, 178107.969 502888.53, 178108.149 502888.604, 178108.455 502888.768, 178108.823 502889.019, 178109.237 502889.388, 178109.527 502889.724, 178109.734 502890.024, 178109.928 502890.375, 178110.041 502890.63, 178110.147 502890.931, 178110.234 502891.272, 178110.297 502891.696, 178110.316 502892.103, 178110.263 502892.704, 178110.144 502893.274, 178109.919 502893.821, 178109.704 502894.219, 178109.349 502894.627, 178109.021 502894.906, 178108.754 502895.12, 178108.206 502895.456, 178107.87 502895.604, 178107.245 502895.786, 178106.83 502895.845, 178106.36 502895.857, 178105.861 502895.807, 178105.465 502895.718, 178105.021 502895.563, 178098.459 502892.86, 178093.659 502890.91, 178094.155 502889.683, 178094.193 502889.585, 178094.221 502889.482, 178094.234 502889.403, 178094.242 502889.292, 178094.239 502889.203, 178094.229 502889.117, 178094.203 502889.006, 178094.17 502888.91, 178094.12 502888.805, 178094.07 502888.724, 178094.011 502888.647, 178093.892 502888.529, 178093.81 502888.468, 178093.743 502888.427, 178093.649 502888.38, 178090.659 502887.12)))"
O10002_GBI_Wegen_en_bruggen.94,2006,wegdeel vlak,Voetpad,Voetpad,tegels grijs,"MULTIPOLYGON (((171891.013 508790.939, 171888.572 508789.49, 171889.138 508788.599, 171891.505 508790.124, 171891.013 508790.939)))"
O10002_GBI_Wegen_en_bruggen.95,1975,wegdeel vlak,Parkeren,Parkeervak,betonstraatstenen overig,"MULTIPOLYGON (((177539.93 503411.588, 177517.415 503413.84, 177517.127 503410.479, 177539.609 503408.376, 177539.93 503411.588)))"
O10002_GBI_Wegen_en_bruggen.96,1998,wegdeel vlak,Rijbaan,verkeersdrempel,beton keiformaat,"MULTIPOLYGON (((172267.009 508029.781, 172269.263 508030.219, 172268.328 508035.167, 172259.918 508033.535, 172260.808 508028.593, 172264.867 508029.365, 172267.009 508029.781)))"
O10002_GBI_Wegen_en_bruggen.97,2010,wegdeel vlak,Parkeren,Parkeervak,waterdoorlatende verharding,"MULTIPOLYGON (((175575.189 505109.912, 175539.602 505111.975, 175539.283 505107.472, 175574.938 505105.363, 175575.189 505109.912)))"
