Leverancier;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiën;Eindtotaal
Fotografie Kees Stuip;1;;;;;;;1
Fotografie Richard van Hoek;1;;;;;;;1
Fotografie Siebe Swart;1;;;;;;;1
Fotografie van de Biezen;;;1;;;;;1
Fox-IT;6;4;2;;;;;6
FraSi;1;;;;;;;1
Free Mind Event Support & Productions;1;;;;;;;1
Freek van den Bergh Fotografie;1;;;;;;;1
Frephitophe;;1;2;;;;;2
Frisse Blikken ondernemen met talent B.V.;2;2;;;;;;2
Fritjof Brave;2;;;;;;;2
Frits Lintmeijer;;;1;;;;;1
Fronteer B.V.;2;;;;;;;2
FTW advocaten B.V.;2;;;;;;;2
Fujitsu Technology Solutions B.V.;;7;;;;7;;8
Funcke;2;;;;;;;2
FunGeert;;;3;;;;;3
Future Communication Consultants B.V.;2;2;;;;;;2
Future House Music;;;1;;;;;1
Futureconsult Holding B.V.;2;;;;;;;2
Future-Proof B.V.;;;1;;;;;1
Fysergo B.V.;;;3;;;;;3
G.W.A. Visuals;2;;;;;;;2
Ganspoort B.V.;1;;;;;;;1
Ganto B.V.;;;;;;2;;2
Gartner Nederland B.V.;;4;6;;;4;;6
Geen Laken maar DEKEN;;;1;;;;;1
Gemax B.V.;2;;;;;;;2
Geodan B.V.;7;;;;;;;7
GeoFort Exploitatie B.V.;1;;;;;;;1
Geofox-Lexmond - TTE V.O.F.;5;;;;;;;5
Geonius Infra;;3;;;;;;3
Geovusie;2;;;;;;;2
Gerard Zwetsloot Research & Consultancy;2;;;;;;;2
Gertjan Mulder Advies & Begeleiding;;;1;;;;;1
GESELLSCHAFT FÜR ANLAGEN- UND;7;;;;;;;7
Getting the picture B.V.;1;;2;;;;;2
Gewoon aan de slag;;2;;;;;;2
Gezelschap Leeghwater;;;1;;;;;1
GezondVerkeer;4;;;;;;;4
GFK Panel Services Benelux;2;;;;;;;2
Gilde coaching en implementaties;1;;;;;;;1
GIS Specialisten B.V.;2;;;;;;;2
Gist B.V.;;2;;;;;;2
GJJ Produkties;1;;;;;;;1
Global Center on Adaptation;7;;;;;;;7
Gloudemans Beheer;1;;;;;;;1
GMI Groep B.V.;;;;2;;;;2
gofoto.nl;;;;1;;;;1
Gogogo.To;;;1;;;;;1
Gotcha Monitoring Systems;2;;;;;;;2
Goudappel Coffeng B.V.;7;;3;;;;;7
Gouds Kaashuis;1;;;;;;;1
Governance & Integrity Nederland B.V.;;;1;;;;;1
GovernanceQ B.V.;;;1;1;;;;1
GOVERNMENT OF ST. MAARTEN;1;;;;;;;1
Grab a Web;1;;;;;;;1
Grabowsky B.V.;;;3;;;;;3
Gran Mercado B.V.;1;;;;;;;1
Grand Café Brasserie De Verdraagzaamheid B.V.;1;;;;;;;1
Grand-Cafe Restaurant Groeskamp;1;;;;;;;1
Granny's Corner;1;;;;;;;1
Graphic Invention B.V.;2;;;;;;;2
Green Dino B.V.;2;;;;;;;2
Green Wave;1;;;;;;;1
Greenberry B.V.;2;;;;;;;2
Grenspaal 12 B.V.;;;1;;;;;1
Grey Matter Matters B.V.;;1;2;;;;;2
Griffioen Agenturen;;1;;;;;;1
GRM Expertises B.V.;;;;;2;;;2
Groenendijk Notulistenservice;;;;;1;;;1
Guerilla Ltd;;2;;;;;;2
Gustav-Stresemann-lnstitut e.V.;1;;;;;;;1
H. Wijnands B.V.;1;;;;;;;1
H2O Job B.V.;2;;;;;;;2
Haagse Beek organisatieadvies B.V.;;;1;;;;;1
Haans Consultancy B.V.;;;;;;;1;1
Hanenberg Consulting;2;;;;;;;2
Hans Alders Procesregie & Advies B.V.;;1;;;;;;1
Hans Roggen Fotografie;1;;;;;;;1
Harbour Club Den Haag B.V.;1;;;;;;;1
HaskoningDHV Nederland B.V.;7;3;2;;;;7;7
HAYMARKET MEDIA GROUP LTD;;;1;;;;;1
HE Den Haag B.V.;1;;;;;;;1
HeadFirst B.V.;;2;;;;;;2
Heijmans Infra B.V.;;1;;;;;;1
Helder en Duidelijk;4;;;;;;;4
Helder in woord;;1;;;;;;1
HELIOS;3;;;;;;;3
Helvetic Payroll SA;3;;;;;;;3
Héman Verhuurservice B.V.;1;;;;;;;1
Herbig-IT;1;;;;;;;1
Het Berlage Huis v.o.f.;1;;;;;;;1
Het Communicatiebureau B.V.;2;;;;;;;2
Het Inzichtenlab;;;4;;;;;4
Het Kantoor van nU B.V.;1;;;;;;;1
Het Kookplein;1;;;;;;;1
Het Nationaal Automobielmuseum;2;;;;;;;2
Het NIC B.V.;;;;;;;1;1
Het Notuleercentrum B.V.;;;;;1;;;1
Het Nutshuis;1;;;;;;;1
HettyOntdekt;2;;;;;;;2
Hiemstra & De Vries B.V.;2;;;;;;;2
High Security International B.V.;;;;;;3;;3
HilgersomDeen duurzaam;2;;;;;;;2
Hilton International Nederland B.V.;2;;;;;;;2
HiP Alexandrium B.V.;1;;;;;;;1
hjvanengelen consultancy B.V.;2;;;;;;;2
HKV Lijn in Water B.V.;2;;2;;;;;3
Hof ter Meije;1;;;;;;;1
Holding Beheermaatschappij Ropeni B.V.;1;;;;;;;1
Holland Promotion B.V.;1;;;;;;;1
Hollandse Hoogte B.V.;2;1;;;;;;2
Hoogcarspel Management & Consultancy;2;;;;;;;2
Hoogland Consulting B.V.;;1;;;;;;1
Hoogteyling BNO;2;;;;;;;2
Hörchner Advocaten;1;;;;1;;;1
Hortus Horeca en Catering B.V.;1;;;;;;;1
Horvat & Partners B.V.;2;7;2;;;;;7
Hospitality Consultants B.V.;;;1;;;;;1
Hospitality Interim B.V.;;;3;;;;;3
Hosted.nl B.V.;;;;;;2;;2
Hostnet B.V.;1;;;;;;;1
Hotel Des Indes B.V.;1;;;;;;;1
Hotel Indigo Paris – Opera;1;;;;;;;1
Hotel New York B.V.;1;;;;;;;1
Hotel-Café-Restaurant De Gouden Leeuw;1;;;;;;;1
House of Lords B.V.;1;;;;;;;1
House of Performance B.V.;;;2;;;;;2
HR Groep Streetcare B.V.;6;1;;;;;;6
Hrd Groep Business;;;;1;;;;1
Hub Creations;;2;;;;;;2
Hudson Global Consulting;1;;;;;;;1
Hugo van der Steenhoven;2;;;;;;;2
huibertvanwijngaarden.com;;4;;;;;;4
Huis voor Beweging;2;;;;;;;2
Huis voor Wanderlust;2;;;;;;;2
Hulp bij energiebeleid;2;;;;;;;2
Human Capital Group B.V.;;;4;;;;;4
Humans@Work;;;1;;;;;1
Humor werkt producties;;;1;;;;;1
Hunfeld Training & Advies;;;;;1;;;1
Hurts Support;2;;;;;;;2
Hypercube Business Innovation B.V.;2;;;;;;;2
I & O Research B.V.;1;1;;;;;;1
I&F Websolutions;2;;;;;;;2
iBabs B.V.;;;1;;;;;1
IBM Nederland B.V.;;;3;;;5;;5
I-Controlcompany;2;;;;;;;2
ID Consultancy B.V.;1;;;;;;;1
IDDRI;2;;;;;;;2
Idea Industry;3;;;;;;;3
Ideate;1;;;;;;;1
Ieder-In;1;;;;;;;1
Igluu B.V.;1;;;;;;;1
ILUMY Prototyping B.V.;;;1;;;;;1
Imageselect B.V.;1;;;;;;;1
Imagro B.V.;3;;;;;;;3
Imergis Organisatiebloei;2;;;;;;;2
IN Consulting;;;;;;1;;1
In De Ruimte;1;;;;;;;1
In2Documents B.V.;;;;;;1;;1
In2Flow Consulting B.V.;2;;;;;;;2
In2Nova;2;;;;;;;2
in60seconds B.V.;2;;2;;;;;2
Inaction4U;;;;1;;;;1
Indisch Restaurant Garoeda;1;;;;;;;1
Infoplaza B.V.;;;;1;;;;1
Infram B.V.;6;;1;;;;;6
Infram Participatie B.V.;;;2;;;;;2
Infraspeed B.V.;13;;;;;;;13
Inno-V B.V.;3;;;;;;;3
Innovam;1;;;;;;;1
Innovatie en Duurzaamheid B.V.;2;;;;;;;2
Innovation/Change/Participation;1;1;;;;;;1
Innovention Change Management B.V.;2;;;;;;;2
Innovero Software Solutions B.V.;1;;1;;;;;2
Insight Enterprises Netherlands B.V.;;;;;;3;;3
Inst. for Hous. and Urban Devel. Stud. B.V.;2;;1;;;;;2
INSTITUT D'AÉRONOMIE SPATIALE DE;;6;;;;;;6
Integraal Procesmanagement & Advies;1;;;;;;;1
INTER;;;;;;1;;1
Intercontinental Paris Le Grand;1;;;;;;;1
Intergo B.V.;2;;2;;;;;3
International Consultancy Delft;;;1;;;;;1
Intertek Polychemlab B.V.;;;1;;;;1;1
Intervias;;;;2;;;;2
Intrafin Systems;4;;;;;;;4
Involve B.V.;;;1;1;;;;1
IPM Integraal Project Management;;2;;;;;;2
Ipsos B.V.;;;1;;;;;1
Irene's Catering B.V.;1;;;;;;;1
ISAC CNR;;2;;;;;;2
ISIN _ Ispettorato nazionale per la;1;;;;;;;1
Island Communication Services NV.;;;;;1;;;1
ISS Integrated Facility Services B.V.;1;;;;;;;1
IT Management Group;;;1;;;;;1
ItaQ;;4;;;;;;4
IUCN Nederlands Comité;1;;;;;;;1
J5;2;;;;;;;2
Jaarbeurs Catering Services B.V.;1;;;;;;;1
Jager Media;1;;;;;;;1
Jaggerz;1;;;;;;;1
Jak Management&Advies;4;;;;;;;4
JAM visueel denken B.V.;2;;;;;;;2
JanRutten.com;2;;;;;;;2
Janzzen & Janzzen B.V.;1;;;;;;;1
Jargon Aviation Consultancy B.V.;;;3;;;;;3
Jazeker productie & communicatie;1;;;;;;;1
Jenneke Drupsteen Grafische Vormgeving;;2;2;;;;;2
Jinke van Dam Consulting;1;;;;;;;1
JK Translate;;;;1;;;;1
Johan de Boer Bur. voor Commun. en Organis.;1;;;;;;;1
John Boss Consulting B.V.;2;;;;;;;2
Jonge Honden 100 C.V.;2;;;;;;;2
Joris Fiselier Infographics;1;;;;;;;1
Joseph Kessels B.V.;;;1;;;;;1
JS Consultancy Detachering B.V.;5;;;;;;;5
Jumbo Supermarkt;1;;;;;;;1
Juncto Advocaten;1;;;;;;;1
Juridische Raadgeving LNG B.V.;2;;;;;;;2
Just Dengerink;;;2;;;;;2
Juuve Carsharing;1;;;;;;;1
JVDT B.V.;2;;;;;;;2
Kaily Beach B.V.;1;;;;;;;1
Kameryck B.V.;1;;;;;;;1
Kanaal30 Beheer;1;;;;;;;1
Kantar Netherlands B.V.;4;;;;;;;4
Karsten en Kuiper B.V.;1;;;;;;;1
KBenP;;3;;;;;4;4
KCM Survey B.V.;;;;;;1;;1
Keiretsu Europe B.V.;1;;;;;;;1
Keke Beheer B.V.;2;;;;;;;2
Kennis- en Adviescentrum Dierplagen;1;;;;;;;1
Kenniscentrum Natuur & Economie;2;;;;;;;2
Kern Konsult B.V.;1;2;;;;;;2
Kessels & Smit, the Learning Company B.V.;;1;1;;;;;1
Keycontrols;2;;;;;;;2
Keypoint Consultancy;4;;;;;;;4
Kick Smeets Fotografie;1;;;;;;;1
Kiwa Register B.V.;2;;;;;;;2
Klanttaal B.V.;1;;;;;;;1
Klikkesbaus;2;;;;;;;2
Klimaatverbond Nederland;2;;;;;;;2
Klinkhamer Group B.V.;2;;;;;;;2
KLM Health Services B.V.;;;1;;;;;1
Kloosterhof Neer B.V.;1;;;;;;;1
Kloppenburg Beheer B.V.;3;;;;;;;3
Knowledge Infrastructure S.L.;2;;;;;;;2
Kodiac;;1;;;;;;1
Koenders Instruments B.V.;;2;;;;;;2
Koks After Sales B.V.;1;;;;;;;1
KokxDeVoogd B.V.;;;;2;;;;2
Konijnco;2;;;;;;;2
Koninklijk Instituut van Ingenieurs;1;;;;;;;1
Koninklijk Nederlands Waternetwerk;1;;;;;;;1
Koninklijk NIOZ;1;;;;;;;1
Koninklijke Roeiers Vereeniging Eendracht;;1;;;;;;1
Korte Poten 1-3 B.V.;1;;;;;;;1
KplusV B.V.;3;;;;;;;3
KPMG Advisory N.V.;4;3;;;;;;4
KPMG Columbus B.V.;1;;1;;;;;2
KPMG CT INFORMATION TECHNOLOGY;;;;1;;;;1
KPN B.V.;2;1;;;;5;;6
KPN Consulting B.V.;1;;;;;;;1
KPN Corporate Market;4;1;;;;;;4
Kraakman Coaching;1;;;;;;;1
Kris Kras Design B.V.;3;;2;;;;;4
Kronenburg Promotie & Begeleiding B.V.;;;1;;;;;1
KSG Trainers & Consultants;1;;;;;;;1
KVS & PARTNERS;1;;;;;;;1
Kwaraat B.V.;7;;;;;;;7
Kwikkers Design;1;;;;;;;1
Kwink Groep B.V.;4;3;;;;;;4
KWR Water B.V.;4;;;;;;;4
La Cocotte;1;;;;;;;1
Laanbroek Schoeman Adviseurs B.V.;;;1;;;;;1
Labor Redimo;;2;;;;;;2
Labyrinth onderzoek & advies;2;;;;;;;2
Lagerweij & Partner Consultants B.V.;1;;1;;;;;2
Lambda Advisering B.V.;2;;;;;;;2
Langenhuizen & Portier Adviesbureau V.O.F.;;1;2;;;;;2
Larssen Advies;;2;2;2;;;;3
Latijnhouwers Media en Communicatie;1;;;;;;;1
LBOMS Consulting;2;;;;;;;2
LBP Sight B.V.;3;;;;;;;3
Leene Communicatie;;;1;;;;;1
Leeuwendaal Advies B.V.;;;2;;;;;2
Legis Advies;2;;;;;;;2
Len Middelbeek Communicatie Support;1;;;;;;;1
Leren Filosoferen;;;;1;;;;1
Leukeleu Beheer B.V.;;1;;;;;;1
Leusink Advies B.V.;1;;;;;;;1
Lexenzo;2;;;;;;;2
LEXXION DER JURISTISCHE VERLAG;;1;;;;;;1
Libau;;1;1;;;;;2
Lievense Infra B.V.;1;;;;;;;1
Lievense Milieu B.V.;4;;;;;;;4
Life Impact Company;2;;;;;;;2
LiveOnlineEvents B.V.;;2;2;;;;;3
Livewords;2;;1;;;;;2
Lloyd's Register Nederland B.V.;1;;;;;;1;1
Lo&3Co;2;;;;;;;2
LocalFocus B.V.;1;;;;;;;1
Locatienet B.V.;4;;;;;;;4
Locatus;2;;;;;;;2
Loek Weijts Illustrator;1;;;;;;;1
Loesje Praktijken Fotografie;1;;;;;;;1
Logeion;;1;;;;;;1
Logilabel Nederland;;;;;;1;;1
Lois New Media;;;1;;;;;1
Lolkema Advies en Projecten;;;2;;;;;2
Louis Meulstee Photography;1;;;;;;;1
Louwenaar Communicatie Management B.V.;1;;;;;;;1
LTC, secretariele ondersteuning;;;;;1;;;1
Lumbricus;1;;;;;;;1
Lumen Lichtletters;1;;;;;;;1
Luuk Jacobs Communicatieadvies;1;;;;;;;1
Luxury Airport Services;1;;;;;;;1
Lyreco Nederland B.V.;1;;;;;;;1
Lysias Advies B.V.;2;;;;;;;2
M. Reidinga O.O.P. B.V.;;;2;;;;;2
M.B. Veenswijk Holding B.V.;;2;;;;;;2
M.L. Blokland Advisory B.V.;2;;;;;;;2
M+P, raadgevende ingenieurs B.V.;4;;;;;;;4
MAAN consultancy;;1;;;;;;1
Maarten Ducrot B.V.;2;;;;;;;2
Maarten Paauwe;;;;1;;;;1
MAAS ALLIANCE AISBL SECRETARIAT;2;;;;;;;2
Maatschap voor Communicatie;1;2;;2;;;;2
Machteld Kooij Media- en Presentatietraining;2;;;;;;;2
Mackworth Associates Ltd;1;;;;;;;1
Madenco B.V.;1;;;;;;;1
Madras Terrace Works Pvt Ltd;1;;;;;;;1
Madurodam B.V.;;1;;;;;;1
Mainnovation B.V.;3;;;;;;;3
Makelaarskantoor Leonard;1;;;;;;;1
ManEngenius B.V.;;;;;;;5;5
Mannen met plannen;2;;;;;;;2
ManpowerGroup Solutions B.V.;;;2;;;;;2
Manta Beach;1;;;;;;;1
MAP traffic management B.V.;2;;;;;;;2
Mapsup;1;;;;;;;1
Maqutos B.V.;;1;;;;;;1
Mara Verduin communicatie, onderz. en advies;;1;;;;;;1
Mare Holland B.V.;2;;;;;;;2
Marieke Bos Tekstproducties;2;;;;;;;2
Marine Science & Communication;1;;;;;;;1
MarktOnderzoekAssociatie.nl;1;;;;;;;1
Marleen Holthaus-Plug Tekstverwerkingsbureau;;;1;;;;;1
Marstrat B.V.;4;;;;;;;4
Martel GmbH;2;;;;;;;2
Martijn Beekman Fotografie;1;;;;;;;1
Martijn de Loor - Organisatiecoaching;;1;;;;;;1
Martijn Griessler - User Experience Design;;;1;;;;;1
Martijn Vet Text & Translation;2;;;;;;;2
Martine Maes Interventures;;;1;;;;;1
Masvasta B.V.;2;1;;;;;;2
Matrixian Group B.V.;2;;;;;;;2
MatZwart;;;1;;;;;1
MAX PLANCK GESELLSCHAFT ZUR FORDERU;;3;;;;;;3
Max.co;;1;;1;;;;1
MAX-PLANCK-SOCIETY FOR ADVANCEMENT;;3;;;;;;3
Maykin Media;1;;;;;;;1
McGILL;2;;;;;;;2
McKinsey & Company Netherlands;7;;;;;;;7
MCMULLIN-SOKOLOV GROUP EOOD;1;;;;;;;1
MdL-Coaching;;1;;;;;;1
MDPI AG;;;1;;;;;1
Meauve advies;1;;;;;;;1
Media Playground;1;;;;;;;1
Medilingua;2;;;;;;;2
Meet & Connect 's-Hertogenbosch B.V.;1;;;;;;;1
Meet & Connect Tilburg B.V.;1;;;;;;;1
Meeting Plaza Utrecht B.V.;1;;;;;;;1
MEETINGONE SA;;;1;;;;;1
Meetingselect B.V.;5;2;1;;;;1;5
Mega 1;1;;;;;;;1
Melgarejo B.V.;1;;;;;;;1
Meltwater The Netherlands B.V.;1;;;;;;;1
Mennens Dongen B.V.;;;;;1;;;1
Mensely B.V.;;;2;;;;;2
Mensen in Bedrijf;;;2;;;;;2
Mensys B.V.;;;;;;1;;1
Mercure Den Haag Central;1;;;;;;;1
MET OFFICE;;;2;;;;;2
Metabolic B.V.;2;;;;;;;2
METEO FRANCE AGENCE COMPTABLE SECON;;3;;;;;;3
Météo France DCSC;;2;;;;;;2
Meteovista B.V.;;;;2;;;;2
metricsforthefuture.com;1;;;;;;;1
Metris Roovers;1;;;;;;;1
MetrixLab B.V.;2;;;;;;;2
Mett;2;;2;;;;;3
MH Design Marco Haas;2;;;;;;;2
Midas Consultancy B.V.;1;;;;;;;1
Mieke Moor Vrij Werk;;;1;;;;;1
Mijs Cartografie en Vormgeving;1;;;;;;;1
Miljura;2;;;;;;;2
Millers;1;;;;;;;1
MiM communicatie;;1;;;;;;1
Mindful Matters;;1;;;;;;1
Mirjam Boone Advies;1;;;;;;;1
MJA Advies;1;;;;;;;1
MOBILLION DEUTSCHLAND GMBH;2;;;;;;;2
Möbius Business Redesign NV;2;;;;;;;2
Mobycon B.V.;4;;;;;;;4
MODINT Ond.org. mode, inter, tapijt & textiel;1;;;;;;;1
Moduli Print B.V.;1;;;;;;;1
Molster Stedenbouw;2;;;;;;;2
Monotch B.V.;4;;;;;;;4
Monumenten Advies Bureau;;2;;;;;;2
Moodfactory B.V.;2;;;;;;;2
Moon HRM B.V.;;;;1;;;;1
Moondance B.V.;2;;;;;;;2
More Sophisticated Control (M.S.C.) Beheer B.;;1;;;;;;1
Motivaction International B.V.;3;;;;;;;3
Movares Nederland B.V.;6;;2;;;1;;6
Move advies;1;;;;;;;1
MoveFit B.V.;2;;;;;;;2
Movida Transport Solutions;2;;;;;;;2
Moving It B.V.;2;;;;;;;2
MS Business and Technical English Training;1;;;;;;;1
Muconsult B.V.;6;;1;;;;;6
Multicom B.V.;1;;;;;;;1
Musiphor B.V.;;;;2;;;;2
Must Stedebouw B.V.;6;;2;;;;;6
MVM Business Producties;1;;;;;;;1
Mwee beeld licht geluid;;1;1;;;;;1
MWM2 B.V.;;;2;;;;;2
MyGuard B.V.;1;;;;;;;1
Myrthe Veeneman en Marjolein Vermeulen/M.V.;;1;1;;;;;1
N.V. Elektr. Produktiemij. Zuidnederland EPZ;3;;;;;;;3
Naeff Consult B.V.;2;;;;;;;2
nai010 uitgevers/publishers;1;;;;;;;1
Natural English;;;1;;;;;1
Nature in Balance (NiB);1;;;;;;;1
Natuurlijk in je kracht;;;1;1;;;;2
Navcom Inspection & Consultancy B.V;;;1;;;;;1
Nazza N.V.;2;;;;;;;2
NBTC-NIPO Research B.V.;1;;;;;;;1
NECTAR TREASURY;1;;;;;;;1
Ned.Org.voor toegepast-nat.wetensch. o.z. TNO;7;1;4;;;;;7
Nederlandse School voor Openbaar Bestuur B.V.;1;;;;;;;1
Nederlandse Stichting Geluidshinder;2;;;;;;;2
Nederlandse Vereniging voor Psychiatrie;3;;;;;;;3
Nel Sangers Advies;;2;;;;;;2
NEMO Science Museum;2;;;;;;;2
NEP ENG Services B.V.;5;;;;;;;5
Netherlands Maritime Technology B.V.;2;;;;;;;2
Nevi B.V.;;1;;;;;;1
New Babylon Meeting Center B.V.;2;;;;;;;2
New Energy Printing B.V.;1;;;;;;;1
NewForesight Consultancy B.V.;2;;;;;;;2
NewForesight Holding B.V.;;;;1;;;;1
Next Step Management B.V.;2;;;;;;;2
NextGreen B.V.;1;;;;;;;1
Nexxia;;;;;;1;;1
NFGD Zoetermeer B.V.;;;2;;;;;2
NIBE B.V.;2;;;;;;;2
Niels de Vries Design;2;;;;;;;2
Nieuw Script;2;;;;;;;2
Nieuwe of Litteraire Sociëteit De Witte;1;;;;;;;1
Nieuwenhuis Maatschappelijk Advies;2;;;;;;;2
Nieuwenweg;2;;;;;;;2
Nij sicht;1;;;;;;;1
NIRA Dynamics AB;4;;;;;;;4
NLMTD B.V.;2;;;;;;;2
Nobla B.V.;1;;;;;;;1
Noblis Salesconnections B.V.;;;;;;1;;1
Noise B.V.;6;;;;;;;6
Nonverbaalcoach;1;;;;;;;1
Norton Rose Fulbright LLP;2;;;;;;;2
NOSCERE;;1;;;;;;1
Notuleerservice Nederland B.V.;1;1;1;;;;;2
Novagraaf Nederland;1;;;;;;;1
Novi Mores;2;;;;;;;2
Novotel Den Haag;1;;;;;;;1
NS Reizigers B.V.;1;;;;;;;1
N-Sign Special Event Planning B.V.;;;1;;;;;1
Nsob;3;;;;;;;3
NSX BV;;;2;;;;;2
Nuala Burns creatieve procesbegeleiding;;;1;;;;;1
Nudge;1;;;;;;;1
Nysingh Advocaten-Notarissen N.V.;2;;;;;;;2
Oant Moarn;;;;1;;;;1
Object Vision B.V.;1;;;;;;;1
OBT B.V.;1;1;2;;;;;2
OchtendMensen B.V.;4;;2;;;;;4
OECD;2;;;;;;;2
Off the Map;2;;;;;;;2
Office Depot International;1;;;;;;;1
Omega Consultancy B.V.;2;;;;;;;2
Omnius Juristen B.V.;;;1;;;;;1
Onderzoek en Adviesgr.Quest.,Answers en More;3;;;;;;;3
OneForMany;;1;;;;;;1
Onemeeting.com B.V.;1;;;;;;;1
Ontwerpwerk B.V.;2;;1;;;;;2
Oostenrijk Touringcars B.V.;1;;;;;;;1
Oosterhof Organizing;2;;;;;;;2
Ooxo.nl;;;1;;;;;1
Opera Grafisch Ontwerpers;;;1;;;;;1
Operator Groep Delft B.V.;;;;;;2;;2
OpMaat Vergaderen B.V.;1;;;;;;;1
Optima Forma B.V.;2;;;;;;;2
OR Consultancy B.V.;;2;;;;;;2
Oracle Corporation UK Limited;3;;;;;;;3
Ordina Nederland B.V.;;;;;;7;;7
Ordina Technologie & Competenties B.V.;;;;;;2;;2
ORG-ID B.V.;4;;;;;;;4
Origame B.V.;;;;1;;;;1
Oupro Media;2;1;1;;;;;2
Outflank B.V.;;;2;;;;;2
Outing Holland B.V.;;;2;;;;;2
O-Utrecht;1;;;;;;;1
Over Morgen;3;;;;;;;3
Overall Design;1;;;;;;;1
P.Kattestaart thod Het Nederlands Tekstbureau;1;;;;;;;1
P2 Proces- en Projectmanagers B.V.;4;;;;;;;4
PA Consulting Group B.V.;6;;;;;;;6
Paagman B.V.;;1;;;;;;1
Palladio Groep B.V.;;1;2;;;;2;3
Panteia B.V.;5;;;;;;;5
Participator B.V.;2;;;;;;;2
Partners for Innovation B.V.;1;;;;;;;1
Partners in Projectbeheersing;;;1;;;;4;4
Paul de Graaf Ontwerp & Onderzoek;;;1;;;;;1
Paul Rocchi HSE Consultant;1;;;;;;;1
PBLQ B.V.;3;;;;;;;3
Pe Beleids- en Organisatie Advies;3;;;;;;;3
Pecten Aquatic;2;;;;;;;2
Peking Productions;1;;;;;;;1
Pelagia Communications;1;;;;;;;1
Pels Rijcken & Droogleever Fortuijn N.V.;7;;;;2;;;7
Pernosco;;;;;;1;;1
Peutz B.V.;4;;3;;;;;4
Phaos Advies B.V.;1;;;;;;;1
PHI Factory B.V.;2;;;;;;2;3
Phil Nijhuis Fotografie;1;;;;;;;1
Pieter van Geel Consultancy;1;;;;;;;1
Pii B.V.;;;;2;;;;2
Pink Elephant Education B.V.;;;2;;;;;2
Pino Evenementen & Congressen B.V.;6;;;2;;;;6
Pizzeria La Fontana B.V.;;1;;;;;;1
PKF Wallast Accountants & Belastingadviseurs;4;;;;;;;4
Plato, Product Consultants;2;;;;;;;2
Plein 20 Den Haag B.V.;1;;;;;;;1
Plein 9 A B.V.;1;;;;;;;1
Ploos Consult B.V.;1;;;;;;;1
POLIS AISBL;1;;;;;;;1
POLITICO Sprl;;;1;;;;;1
PolTekst;;;1;;;;;1
Port Health Centre;;;1;;;;;1
Portraxx B.V.;2;;;;;;;2
PORTS & LOGISTICS ADVISORY, SL;2;;;;;;;2
POSEC Consultancy;2;;;;;;;2
Pouderoyen B.V.;2;;;;;;;2
PPS Construct;;;1;;;;;1
Praktijk Intervisie;;;1;;;;;1
Precise Media Monitoring Limited;1;;;;;;;1
Presence Communication SA;;;1;;;;;1
Presence Translate & Interact B.V.;;;;1;;;;1
PricewaterhouseCoopers Advisory N.V.;7;3;6;;;2;;7
Pricewaterhousecoopers N.V.;;;;;;;3;3
Prime International Co., Ltd;;;1;;;;;1
Printed Copy en Printservice;1;;;;;;;1
Prisma-IT B.V.;;;;;;1;;1
Pro Facto B.V.;;;2;;1;;;2
Proef Soest B.V.;1;;;;;;;1
Professional Outsider Consultancy;1;;;;;;;1
Profit4Cloud B.V.;;;2;;;;;2
Profource B.V.;;2;2;;;;;2
Profundo B.V.;2;;;;;;;2
Project Gijs;2;;;;;;;2
Project On Time B.V.;;2;;;;;;2
ProMedia Events & Conferences B.V.;1;;;;;;;1
Promotess B.V.;;;1;;;;;1
ProRail B.V.;5;;;;;;;5
Protinus IT B.V.;4;;1;;;7;;7
Pry visie;;;2;;;;;2
PTOLEMUS SPRL;2;;;;;;;2
Public Cinema B.V.;1;;;;;;;1
Public Mediation (PM);1;;1;;;;;1
Publiek Denken;1;;;;;;;1
Publieksfilosofie;;;1;;;;;1
Purple Polar Bear B.V.;3;;;;;;;3
Puur Amsterdam;1;;;;;;;1
Quadient Finance Netherlands B.V.;1;;;;;;;1
Quant Base B.V.;2;;;;;;;2
Questionmarkgroup B.V.;;2;;;;;;2
Quizzzit;2;;;;;;;2
QuoVadis Trustlink B.V.;;1;1;;;1;;1
R.A.B.;;;1;;;;;1
R.J. Brandt Holding B.V.;5;;;;;;;5
Raadskelder;1;;;;;;;1
RAI Amsterdam B.V.;2;;;;;;;2
RailConnect B.V.;2;;;;;;;2
RAS Catering B.V.;1;;;;;;;1
Rasul Sarwary t.h.o.d.n. Simon Levelt;1;;;;;;;1
RAVON;2;;;;;;;2
Ready for take-off;1;1;;;;;;1
Rebel Economics & Transactions B.V.;7;;;;;;;7
Rebel Infrastructure Assets & Operations B.V.;6;;;;;;;6
Rebel Next Economy B.V.;3;;;;;;;3
Rebel Transitiemanagement B.V.;4;;;;;;;4
RebelGroup Executives B.V.;5;;1;;;;;5
Reclamestudio Guthschmidt B.V.;1;;;;;;;1
Redeborn Consulting AB;1;;;;;;;1
Rederij de Nederlanden B.V.;1;;;;;;;1
Redstack B.V.;2;;;;;;;2
Reeleaf B.V.;;;2;;;;;2
Reflection Graphics Ltd;;;1;;;;;1
