FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE

Monumentale_bomen.142565,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Willem III,Gemeente Amersfoort,219013FE-FE27-48CC-B8EA-EBE268260D13,Buurt- en blokgroen,POINT (52.15632981857564 5.398306284317999),B93C0651-806D-4B01-8CDC-08CF0557C777,33,gewone beuk,,<1930,Bomenrij,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Hoefsmidpad,Randenbroek,52.156326338056,5.39830631907884,Monumentale boom APV 2017,219013FE-FE27-48CC-B8EA-EBE268260D13,0

Monumentale_bomen.142566,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Willem III,Gemeente Amersfoort,73CB1176-A3D0-4DBC-97FC-A6DEB80293FF,Buurt- en blokgroen,POINT (52.1562243748785 5.3983489449353526),516F37FC-1511-448F-BF65-A47F5E844F4A,24,gewone beuk,,1932,Groep,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Hoefsmidpad,Randenbroek,52.156220895023,5.39834898099987,Monumentale boom APV 2017,73CB1176-A3D0-4DBC-97FC-A6DEB80293FF,0

Monumentale_bomen.142567,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Noord,Gemeente Amersfoort,D0F0216F-A99B-440E-B03C-B3254BC3F661,Buurt- en blokgroen,POINT (52.15157647684098 5.399816131332373),3221BFCD-526A-4756-A8AA-79F462E7FDD7,15,zomereik,,<1930,Bomenrij,Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Heiligenbergerweg,Randenbroek,52.151573023463,5.39981622699636,,D0F0216F-A99B-440E-B03C-B3254BC3F661,0

Monumentale_bomen.142568,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Zuid,Gemeente Amersfoort,63A33F64-841A-4B52-B187-591C44B03582,Stadsdeel- en wijkgroen,POINT (52.14568345642705 5.404007363687766),9A86BBE6-A9D8-4C4D-B690-EB3C21276962,12,zomereik,,1931,Bomenrij,Cultuurhistorische waarde,51-75 cm,Ruw gras,Monumentaal,Heiligenbergerweg,Randenbroek,52.1456800475623,5.40400752755967,,63A33F64-841A-4B52-B187-591C44B03582,0

Monumentale_bomen.142569,2023-02-03,12-15 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Zuid,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.14562772257374 5.404067241250903),65FCB8F4-6A2A-491E-AF29-9260618F5C34,12,zomereik,,1931,Bomenrij,Cultuurhistorische waarde,26-50 cm,Ruw gras,Monumentaal,Heiligenbergerweg,Randenbroek,52.1456243142326,5.40406740570788,,,0

Monumentale_bomen.142570,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Zuid,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.1455710898773 5.404127118415425),5DEC83E4-1EBA-439C-A201-9F268D868F4C,27,zomereik,,1931,Bomenrij,Cultuurhistorische waarde,51-75 cm,Ruw gras,Monumentaal,Heiligenbergerweg,Randenbroek,52.1455676820629,5.40412728347079,,,0

Monumentale_bomen.142571,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Zuid,Gemeente Amersfoort,050235FD-EA3F-4039-B86B-9D946ABF8C76,Stadsdeel- en wijkgroen,POINT (52.145112612155295 5.404755142222573),87DB192E-A8BC-4C12-8C27-F69BD9B6E13D,12,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Heiligenbergerweg,Randenbroek,52.1451092093833,5.40475531162182,,050235FD-EA3F-4039-B86B-9D946ABF8C76,0

Monumentale_bomen.142572,2023-02-03,15-18 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,3DD66B59-0FF3-4BE6-B7BF-018EAB7D3BB1,Bos- en natuurgebieden,POINT (52.13455754251605 5.367735846346774),5E3AAF78-1512-41B8-BBF2-1E457E829E5E,15,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Laan 1914,Bosgebied,52.134553986221,5.3677362789025,,3DD66B59-0FF3-4BE6-B7BF-018EAB7D3BB1,0

Monumentale_bomen.142573,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica Atropunicea,Zon en Schild,Gemeente Amersfoort,3463D9F5-3243-4C7D-9C9F-9CB3514A041F,Bos- en natuurgebieden,POINT (52.1341481152526 5.368701002932577),3BFCD8F1-37AF-4046-B389-CFA95A173153,18,bruine beuk,,1930*,Groep,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1341445646617,5.36870143766229,,3463D9F5-3243-4C7D-9C9F-9CB3514A041F,0

Monumentale_bomen.142574,2023-02-03,15-18 m,Vrije uitgroei,Quercus robur,Staatsliedenbuurt-West,Gemeente Amersfoort,73A414A2-B150-4579-8D43-88413BC5AEFC,Bos- en natuurgebieden,POINT (52.14895211794403 5.365265336984406),550A441F-37AF-4946-AAF9-62DB327426BA,24,zomereik,,1940*,Solitair,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Dr. Abraham Kuyperlaan,De Berg-Noord,52.1489485023177,5.36526560149313,Monumentale boom APV 2017,73A414A2-B150-4579-8D43-88413BC5AEFC,0

Monumentale_bomen.142575,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,De Lichtenberg,Gemeente Amersfoort,04091DCA-F144-42A3-B917-8C53218B13C1,Buurt- en blokgroen,POINT (52.143863024403004 5.37423231654522),E8631A70-104B-496C-8426-C3891910E675,27,Amerikaanse eik,,1930,Solitair,Beeldbepalendheid,100-125 cm,Halfverharding,Monumentaal,Brederolaan,De Berg-Zuid,52.1438594692776,5.37423261148797,Monumentale boom APV 2017,04091DCA-F144-42A3-B917-8C53218B13C1,0

Monumentale_bomen.142576,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Zon en Schild,Gemeente Amersfoort,FA34283F-2FC9-4417-AD5A-7F71D4A2E108,Bos- en natuurgebieden,POINT (52.13627430111606 5.3618526513026525),31FC8C96-9402-448B-9D0D-727B6C61F593,24,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Open grond,Monumentaal,Laan 1914,Bosgebied,52.1362707126431,5.36185308091659,,FA34283F-2FC9-4417-AD5A-7F71D4A2E108,0

Monumentale_bomen.142577,2023-02-03,18-24 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,DB1D8EE5-722D-4C96-A1B1-B70D0E734D1D,Bos- en natuurgebieden,POINT (52.13618089021351 5.362153595144166),558C5A31-4525-4C28-BAE5-8C953C6CB7B6,15,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Laan 1914,Bosgebied,52.1361773033894,5.36215402494791,,DB1D8EE5-722D-4C96-A1B1-B70D0E734D1D,0

Monumentale_bomen.142578,2023-02-03,18-24 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,32694A0B-1215-49CE-AFC4-BB95AC5930AB,Bos- en natuurgebieden,POINT (52.13609107074966 5.362439929427316),F5AA1390-098F-4F9D-BEA9-C616303BDC07,15,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1360874854986,5.36244035942595,,32694A0B-1215-49CE-AFC4-BB95AC5930AB,0

Monumentale_bomen.142579,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Birkhoven / Bokkeduinen,Gemeente Amersfoort,BB956493-7D60-4A1F-BF2C-D621F4F6F62E,,POINT (52.158500323398464 5.348588546084153),8192F789-AF03-485F-A96E-5BEE95E07B37,,zomereik,,1930*,Bomenrij,Beeldbepalendheid,51-100 cm,Gazon,Monumentaal,Sportpark Bokkeduinen,Bosgebied,52.1584965955716,5.34858876679174,,BB956493-7D60-4A1F-BF2C-D621F4F6F62E,0

Monumentale_bomen.142580,2023-02-03,15-18 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,110B2B5C-3D81-4E16-893D-C4765A6F9B5E,Bos- en natuurgebieden,POINT (52.13528715443175 5.364997895652742),AAEEFE24-3EC5-4509-AD04-85D166D58283,12,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1352835832954,5.3649983275405,,110B2B5C-3D81-4E16-893D-C4765A6F9B5E,0

Monumentale_bomen.142581,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Staatsliedenbuurt-West,Gemeente Amersfoort,81138E90-73AC-4E13-8CE6-0FF0B739610A,Buurt- en blokgroen,POINT (52.1514037013618 5.361816352621366),5E9E9F76-1C5E-4855-9477-0178B8F43B56,21,gewone beuk,,<1930,Bomenrij,Beeldbepalendheid,100-125 cm,Asfalt,Monumentaal,Dr. Abraham Kuyperlaan,De Berg-Noord,52.1514000606264,5.36181660087001,Categorie 1,81138E90-73AC-4E13-8CE6-0FF0B739610A,0

Monumentale_bomen.142582,2023-02-03,15-18 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,FF078766-A0E4-4DA1-9E40-758F1F388EAF,Bos- en natuurgebieden,POINT (52.134742795751585 5.3667333446642225),513026FB-D20A-4AD1-83C3-93080A05AAB6,12,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1347392342472,5.36673377795365,,FF078766-A0E4-4DA1-9E40-758F1F388EAF,0

Monumentale_bomen.142583,2023-02-03,15-18 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,F3D93B52-8FDE-4F2D-AD9A-D15053E814D1,Bos- en natuurgebieden,POINT (52.1346520660834 5.367018200294643),7D358EE6-B563-42F3-9646-B2F50A86A3E5,12,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1346485061687,5.36701863384133,,F3D93B52-8FDE-4F2D-AD9A-D15053E814D1,0

Monumentale_bomen.142584,2023-02-03,15-18 m,Gekandelaberde boom,Quercus rubra,Zon en Schild,Gemeente Amersfoort,CE3B6EDC-6F4D-46BA-8B31-A8939319DAB0,Bos- en natuurgebieden,POINT (52.1344759969537 5.3675849845945764),8CCFC810-5DEA-40D7-85D6-73A81E0031D0,12,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Laan 1914,Bosgebied,52.1344724401926,5.36758541860696,,CE3B6EDC-6F4D-46BA-8B31-A8939319DAB0,0

Monumentale_bomen.142585,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,De Driehoek,Gemeente Amersfoort,C832AEBB-B581-45AC-8F15-A7D2417162DA,Buurt- en blokgroen,POINT (52.14804540044527 5.384230944553492),BEC548B6-4453-414D-A1F8-CDD1CA051F83,30,gewone beuk,,1900,Solitair,Beeldbepalendheid,100-125 cm,Elementverharding,Monumentaal,Woestijgerweg,Leusderkwartier,52.1480418795531,5.38423114877529,,C832AEBB-B581-45AC-8F15-A7D2417162DA,0

Monumentale_bomen.142586,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,4A05BDF4-A934-47E2-B35D-E5EE2315E4C2,Buurt- en blokgroen,POINT (52.149515380914806 5.401237165230727),322B1857-CE50-40CC-8521-7FA11F8CBEF3,12,zomereik,,1900,Bomenrij,Cultuurhistorische waarde,51-75 cm,Elementverharding,Monumentaal,Heiligenbergerweg,Randenbroek,52.1495119430446,5.40123728460719,Categorie 1,4A05BDF4-A934-47E2-B35D-E5EE2315E4C2,0

Monumentale_bomen.142587,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,4A05BDF4-A934-47E2-B35D-E5EE2315E4C2,Buurt- en blokgroen,POINT (52.14958009883115 5.401197736756405),FBDC4B35-343A-4E27-8C1C-D49B7C43D468,12,zomereik,,1900,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Elementverharding,Monumentaal,Heiligenbergerweg,Randenbroek,52.149576660505,5.40119785536334,Categorie 1,4A05BDF4-A934-47E2-B35D-E5EE2315E4C2,0

Monumentale_bomen.142501,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,7D717955-C6CA-4716-9763-D4B9686DC74C,Bos- en natuurgebieden,POINT (52.14390427736533 5.354888670300689),044CB11B-F44A-442E-94F2-7E9A6F320289,6,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1439006331334,5.35488903297665,,7D717955-C6CA-4716-9763-D4B9686DC74C,0

Monumentale_bomen.142502,2023-02-03,>24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,E3E86FFA-F156-4BE1-B9D2-4A8D0414B66B,Bos- en natuurgebieden,POINT (52.14405984685248 5.355176354433075),92EC88E7-023F-4AC2-80A9-6222C57C7DFF,24,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1440562033479,5.35517671428592,,E3E86FFA-F156-4BE1-B9D2-4A8D0414B66B,0

Monumentale_bomen.142503,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,29593703-92F5-43BD-BC8E-B42CE4A32992,Bos- en natuurgebieden,POINT (52.140778925558315 5.354011527091623),36A1EA36-0E2B-4965-B3C6-04CCEC49D835,21,Amerikaanse eik,,1930,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Stichtse Rotonde,Bosgebied,52.1407752879811,5.35401192896766,,29593703-92F5-43BD-BC8E-B42CE4A32992,0

Monumentale_bomen.142504,2023-02-03,18-24 m,Geen vrije uitgroei,Robinia pseudoacacia,Vlasakkers,Gemeente Amersfoort,5B2A0B7F-DDDD-4262-AE3B-8FF5C3152052,Bos- en natuurgebieden,POINT (52.14067195259577 5.353953174942997),137BA62E-479F-4917-A191-7C7368C52476,18,valse acacia,,1930,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Stichtse Rotonde,Bosgebied,52.1406683151129,5.35395357824997,,5B2A0B7F-DDDD-4262-AE3B-8FF5C3152052,0

Monumentale_bomen.142505,2023-02-03,18-24 m,Geen vrije uitgroei,Robinia pseudoacacia,Vlasakkers,Gemeente Amersfoort,,Bos- en natuurgebieden,POINT (52.14446627379262 5.355818863747138),2E5F7207-370D-499A-B82F-615DE684C5B8,12,valse acacia,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1444626317087,5.35581921658911,,,0

Monumentale_bomen.142506,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia europaea,Kruiskamp-Noord,Gemeente Amersfoort,2CCB6694-136F-44B4-ABA2-307949484858,Buurt- en blokgroen,POINT (52.16106301289945 5.388779047213898),38470ADA-DC8D-444C-BDBB-F3E23E0D9BC4,12,Hollandse linde,,1905,Bomenrij,Cultuurhistorische waarde,51-75 cm,Haag,Monumentaal,Hooglandseweg-Zuid,Kruiskamp,52.1610594623648,5.38877905820191,Categorie 1,2CCB6694-136F-44B4-ABA2-307949484858,0

Monumentale_bomen.142507,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia europaea,Kruiskamp-Noord,Gemeente Amersfoort,2D9505AE-3422-4F60-B41E-BEA9663CE5B4,Buurt- en blokgroen,POINT (52.16110975173281 5.3886621328600635),F38148CD-5D2B-4BCD-AB23-3379250C6159,15,Hollandse linde,,1905,Bomenrij,Cultuurhistorische waarde,51-75 cm,Haag,Monumentaal,Hooglandseweg-Zuid,Kruiskamp,52.1611062003933,5.38866214374157,Categorie 1,2D9505AE-3422-4F60-B41E-BEA9663CE5B4,0

Monumentale_bomen.142508,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia europaea,Kruiskamp-Noord,Gemeente Amersfoort,2D9505AE-3422-4F60-B41E-BEA9663CE5B4,Buurt- en blokgroen,POINT (52.16115828802528 5.38854375683137),1BD44879-4AC7-40DF-84CA-D65792C10BE7,12,Hollandse linde,,1905,Bomenrij,Cultuurhistorische waarde,51-75 cm,Heesters,Monumentaal,Hooglandseweg-Zuid,Kruiskamp,52.1611547358657,5.38854376758926,Categorie 1,2D9505AE-3422-4F60-B41E-BEA9663CE5B4,0

Monumentale_bomen.142509,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Oranjebuurt,Gemeente Amersfoort,856BE679-EEDA-4BD7-97A6-8D6950F9AB31,Buurt- en blokgroen,POINT (52.14490606380359 5.359387775698504),4B62636A-474E-4931-86E2-47C2649291F8,18,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Prins Willem-Alexanderlaan,De Berg-Noord,52.1449024360658,5.35938811061451,Categorie 2,856BE679-EEDA-4BD7-97A6-8D6950F9AB31,0

Monumentale_bomen.142510,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Oranjebuurt,Gemeente Amersfoort,,Buurt- en blokgroen,POINT (52.144970501327315 5.359621656053248),633AF9AA-78C6-489B-B9AD-CFBC548F7090,15,gewone beuk,,1930,Groep,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Prins Willem-Alexanderlaan,De Berg-Noord,52.1449668744139,5.35962198936555,,,0

Monumentale_bomen.142511,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,7295A506-8E81-41DC-90D4-409717AD67B2,Bos- en natuurgebieden,POINT (52.140534379450926 5.353748767843978),FEA43B6A-C68B-4B7E-AC2D-52C0902440AA,24,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Stichtse Rotonde,Bosgebied,52.1405307415236,5.35374917342216,,7295A506-8E81-41DC-90D4-409717AD67B2,0

Monumentale_bomen.142512,2023-02-03,>24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,,Bos- en natuurgebieden,POINT (52.1418324195482 5.354393483043352),5B118C26-5D0C-4F82-B81B-59949E29C247,27,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1418287801656,5.35439387144675,,,0

Monumentale_bomen.142513,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,A53E02A0-34FD-45D7-B2C2-E956ADCFFA9A,Bos- en natuurgebieden,POINT (52.142062513412014 5.354402079699933),B17E5653-9FC2-4DD6-9144-E84075F66901,27,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1420588732993,5.35440246541096,,A53E02A0-34FD-45D7-B2C2-E956ADCFFA9A,0

Monumentale_bomen.142514,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,1B71449C-0B2B-4588-BD8C-0D37324D2A0A,Bos- en natuurgebieden,POINT (52.14228989390106 5.354349323376772),4783BB99-FE9C-4DFD-BC20-9B8D235685C9,27,Amerikaanse eik,,1930,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1422862527956,5.35434970663754,,1B71449C-0B2B-4588-BD8C-0D37324D2A0A,0

Monumentale_bomen.142515,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,,Bos- en natuurgebieden,POINT (52.14293788418386 5.354202763177801),615F17A8-A06C-46B2-BC08-7B7CB7FBC12E,27,Amerikaanse eik,,1930,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.14293424025,5.35420313944994,,,0

Monumentale_bomen.142516,2023-02-03,>24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,9D917FDC-B50A-4A39-B543-7E67DE7F35D4,Bos- en natuurgebieden,POINT (52.14331900106746 5.354303282850751),47F992E8-FD2B-432E-AF01-D962EC805388,27,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1433153562764,5.35430365436443,,9D917FDC-B50A-4A39-B543-7E67DE7F35D4,0

Monumentale_bomen.142517,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Noord,Gemeente Amersfoort,C508B21E-368C-48B4-9866-29A7248507D9,Buurt- en blokgroen,POINT (52.15201654041561 5.399533978820264),49D99C04-AD9E-4DC6-BDB0-4B2170EC3E79,15,zomereik,,<1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Elementverharding,Monumentaal,Heiligenbergerweg,Randenbroek,52.1520130838147,5.3995340693794,Categorie 3,C508B21E-368C-48B4-9866-29A7248507D9,0

Monumentale_bomen.142518,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Zuid,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.145170144580234 5.404690884113868),A0286429-010E-436F-A50D-8876278F357F,30,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Heiligenbergerweg,Randenbroek,52.1451667412551,5.40469105291395,,,0

Monumentale_bomen.142638,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,6BB17EB5-F1B7-4416-9F56-8D4BDC1DEE71,Pareltjes,POINT (52.150187778062424 5.3972180221298744),1FA8CB69-C8AC-4DCD-A5FD-52FDADEB1126,15,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,Bisschopsweg,Randenbroek,52.1501843161756,5.39721814752738,,6BB17EB5-F1B7-4416-9F56-8D4BDC1DEE71,0

Monumentale_bomen.142639,2023-02-03,>24 m,Geen vrije uitgroei,Aesculus hippocastanum,Componistenbuurt-Midden,Gemeente Amersfoort,CAC5A675-DDF7-46CC-87CF-686BCEFA4A91,Pareltjes,POINT (52.14938304556841 5.397811051315331),9D6A1B9F-9741-4419-86E1-83E3027A6B16,15,witte paardenkastanje,,1930,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1493795898688,5.39781118570962,,CAC5A675-DDF7-46CC-87CF-686BCEFA4A91,0

Monumentale_bomen.142640,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Nimmerdor,Gemeente Amersfoort,0CF1440A-A90D-4F7F-906E-7AB692526BF4,Bos- en natuurgebieden,POINT (52.13449721314524 5.385561631278444),A3CBE311-F2BE-4E16-A3F6-543E671949D3,18,gewone beuk,,1930*,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Hagedispad,Leusderkwartier,52.1344937436229,5.38556201120945,,0CF1440A-A90D-4F7F-906E-7AB692526BF4,0

Monumentale_bomen.142641,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,396ABA9C-4A49-444C-B06E-5BB8CB8A49A1,Pareltjes,POINT (52.15114737593158 5.399257139995608),C3ACAE63-EB32-4B08-A362-D69D56497EA2,18,gewone beuk,,1930*,Groep,Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1511439212227,5.39925724393173,,396ABA9C-4A49-444C-B06E-5BB8CB8A49A1,0

Monumentale_bomen.142642,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Componistenbuurt-Midden,Gemeente Amersfoort,0DB4B636-28BF-46F8-9FE9-A46B1F67A8FF,Pareltjes,POINT (52.15117802174424 5.3965837427175325),CF09A902-823D-4132-80A7-AEC9F2030D7A,12,gewone beuk,,1930*,Groep,Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1511745527085,5.39658385674222,,0DB4B636-28BF-46F8-9FE9-A46B1F67A8FF,0

Monumentale_bomen.142643,2023-02-03,9-12 m,Vrije uitgroei,Quercus robur,Componistenbuurt-Midden,Gemeente Amersfoort,,Pareltjes,POINT (52.14961657897143 5.397735566866872),A0D8A9CA-6B10-4934-99D1-90168AA9CC8F,24,zomereik,,<1930,Solitair,Cultuurhistorische waarde,126-150 cm,Bosplantsoen,Monumentaal,Bisschopsweg,Randenbroek,52.1496131219923,5.39773569827309,,,0

Monumentale_bomen.142644,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia europaea,Stoutenburg-Noord,Gemeente Amersfoort,FC83CA3E-CCF0-494E-A4AD-D050BCEAFEC7,Agrarische bestemming,POINT (52.15466224841987 5.455719701061221),7E395249-DB19-4555-9D18-F9B9370E7968,21,Hollandse linde,,1931,Solitair,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Stoutenburgerlaan,Buitengebied-Oost,52.154659115706,5.4557195222663,Monumentale boom APV 2017,FC83CA3E-CCF0-494E-A4AD-D050BCEAFEC7,0

Monumentale_bomen.142645,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,66D51D86-1B11-4770-A417-8F9F40CCBBB7,Agrarische bestemming,POINT (52.16234801873034 5.449854007154925),C511991F-5420-47C8-9996-F0F5F6063062,12,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1623448151215,5.44985372193057,Categorie 1,66D51D86-1B11-4770-A417-8F9F40CCBBB7,0

Monumentale_bomen.142646,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,De Hoef-Oost,Gemeente Amersfoort,,Stadsdeel- en wijkgroen,POINT (52.17818730863774 5.417641296428131),B9F136EF-6E81-4ED5-BF50-34B688907E19,12,zomereik,,1931,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Hoefseweg,De Hoef,52.1781838308756,5.41764091777235,,,0

Monumentale_bomen.142647,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Muziekbuurt-Zuid,Gemeente Amersfoort,96FD405A-E0FD-45CA-A559-11A1047B541A,Buurt- en blokgroen,POINT (52.17864701953953 5.403894911264599),C7420BE9-6E34-4289-914D-3BE8B79F2A03,15,zomereik,,1930,Groep,Cultuurhistorische waarde; Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Dwarsfluitpad,Zielhorst,52.1786434624357,5.40389460110648,Monumentale boom APV 2017,96FD405A-E0FD-45CA-A559-11A1047B541A,0

