FID,OVW_STARTDATUM,BOOMHOOGTE,BOOMKLASSE,BOOMSOORT,BUURT,EIGENAAR,FOTO,FUNCTIE,GEOMETRIE,GEOVISIA_ID,KROONDIAMETER,NEDERLANDSE_NAAM,OBJECT_EINDDATUM,PLANTJAAR,PLANTWIJZE,REDEN_WAARDEVOL,STAMDIAMETER,STANDPLAATS,STATUS,STRAATNAAM,WIJKNAAM,LATITUDE,LONGITUDE,STATUS_AFVALLIJST,FOTO_ORG,OVW_MAX_SIZE
Monumentale_bomen.142463,2023-02-03,15-18 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,2B1B2CCB-07DB-4470-B1AF-80106CDEEF9A,Pareltjes,POINT (52.14700662986626 5.380645163998238),9CCBFC90-B040-4C4F-BF54-47081E6114E1,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Hendriklaan,De Berg-Zuid,52.1470030948997,5.38064539527533,Monumentale boom APV 2017,2B1B2CCB-07DB-4470-B1AF-80106CDEEF9A,0

Monumentale_bomen.142464,2023-02-03,18-24 m,Geen vrije uitgroei,Castanea sativa,Juliana van Stolberg,Gemeente Amersfoort,766DA9FF-091B-4BBB-8851-96BC57AB04A1,Pareltjes,POINT (52.14762520737424 5.382739209629198),48218EEC-85B0-46CE-92D7-11FAB2BA3A58,21,tamme kastanje,,1920,Bomenrij,Beeldbepalendheid,126-150 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1476216805571,5.38273942499996,Monumentale boom APV 2017,766DA9FF-091B-4BBB-8851-96BC57AB04A1,0

Monumentale_bomen.142465,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Huijgenslaan e.o.,Gemeente Amersfoort,3C158893-AE8B-4380-9915-A67B9400693F,Buurt- en blokgroen,POINT (52.14748983493174 5.372457099822169),D074FF22-32F2-425A-9DAC-51C580AE12A9,21,Amerikaanse eik,,1930*,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Bilderdijklaan,De Berg-Zuid,52.1474862584435,5.37245735532763,Categorie 2,3C158893-AE8B-4380-9915-A67B9400693F,0

Monumentale_bomen.142466,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,A0B343C0-48A4-49B0-AF05-3E96AD603273,Bos- en natuurgebieden,POINT (52.144372596591445 5.355707323423668),7D0EE185-770E-4C60-966B-CBB221B86CF7,27,Amerikaanse eik,,1930,Groep,Beeldbepalendheid,100-125 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1443689543413,5.35570767775421,,A0B343C0-48A4-49B0-AF05-3E96AD603273,0

Monumentale_bomen.142467,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,66D51D86-1B11-4770-A417-8F9F40CCBBB7,Agrarische bestemming,POINT (52.1624157514231 5.450039360026059),B694D438-BFD7-470F-A1E1-6D757D6A5425,12,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1624125487021,5.45003907280441,Categorie 1,66D51D86-1B11-4770-A417-8F9F40CCBBB7,0

Monumentale_bomen.142468,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,C93118A1-60C8-41D2-863E-7B443BB1415B,Agrarische bestemming,POINT (52.15482183259237 5.45688489074138),8D1562E7-8B1C-46C3-B1AB-2D18CC4BDF65,18,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Bosplantsoen,Monumentaal,Stoutenburgerlaan,Buitengebied-Oost,52.1548187068827,5.4568847043666,Monumentale boom APV 2017,C93118A1-60C8-41D2-863E-7B443BB1415B,0

Monumentale_bomen.142469,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,C93118A1-60C8-41D2-863E-7B443BB1415B,Agrarische bestemming,POINT (52.15488954479259 5.457719526439823),95D073E1-859F-43BC-8A60-6A250D794E87,18,zomereik,,1930,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,51-75 cm,Bosplantsoen,Monumentaal,Stoutenburgerlaan,Buitengebied-Oost,52.1548864243066,5.45771933543529,Monumentale boom APV 2017,C93118A1-60C8-41D2-863E-7B443BB1415B,0

Monumentale_bomen.142470,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Willem III,Gemeente Amersfoort,F75EB534-6544-47D3-B147-41ED4B97C64B,Buurt- en blokgroen,POINT (52.15571256091686 5.4013946106850295),35F7C97C-BD0A-417D-88C1-2AD1A55F0A1F,36,zomereik,,<1930,Solitair,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Matthijs Vermeulenstraat,Randenbroek,52.1557090994895,5.40139464118455,,F75EB534-6544-47D3-B147-41ED4B97C64B,0

Monumentale_bomen.142471,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Vermeerkwartier-Oost,Gemeente Amersfoort,3F738C85-59A0-4748-9036-69C7C3A67A24,Stadsdeel- en wijkgroen,POINT (52.1511545683579 5.395606576236797),C3EFCA1E-E994-46D1-AA29-8A45036C3556,27,zomereik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Rubensstraat,Vermeerkwartier,52.1511510942574,5.39560669443383,Categorie 2,3F738C85-59A0-4748-9036-69C7C3A67A24,0

Monumentale_bomen.142472,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,Agrarische bestemming,POINT (52.16393877589851 5.469503332838763),F23A0A02-32DC-48AB-8AA9-94AD65FFA636,18,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1639356955388,5.46950292922927,Categorie 1,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,0

Monumentale_bomen.142473,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,Agrarische bestemming,POINT (52.16393302594791 5.469458202785087),7F66E6C6-380E-48B2-9D44-8D8AC8189DDF,18,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1639299453055,5.46945779948946,Categorie 1,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,0

Monumentale_bomen.142474,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,Agrarische bestemming,POINT (52.16401147916749 5.469689583621566),39E6BB8E-2967-4698-BCFB-171EA3E43399,24,zomereik,,1931,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1640083997511,5.46968917782889,Categorie 1,9A616FA6-5D22-49FE-BEC3-2847671DAFFD,0

Monumentale_bomen.142475,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Willem III,Gemeente Amersfoort,5C34A2AD-A9C2-430D-BF48-48C94D321DF3,Buurt- en blokgroen,POINT (52.15636153526903 5.400838947933524),4F3013D1-4ACF-4F3F-B28E-019A3FB6FC45,33,Amerikaanse eik,,1930,Solitair,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Hogeweg,Randenbroek,52.1563580681687,5.40083897153724,Monumentale boom APV 2017,5C34A2AD-A9C2-430D-BF48-48C94D321DF3,0

Monumentale_bomen.142476,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Leusderkwartier-Oost,Gemeente Amersfoort,6FD0B919-49F7-4B00-981D-E4EDE6C69AF1,Buurt- en blokgroen,POINT (52.1408023141001 5.392924120597446),ACC3E4FA-060F-4A8F-9BB1-211197D0B5A1,24,gewone beuk,,<1930,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Zandbergenlaan,Leusderkwartier,52.1407988628386,5.39292439178672,,6FD0B919-49F7-4B00-981D-E4EDE6C69AF1,0

Monumentale_bomen.142477,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Leusderkwartier-Oost,Gemeente Amersfoort,36D53BC0-6DC9-47A7-9148-9CEC69AC498F,Buurt- en blokgroen,POINT (52.1407396298079 5.392742010811349),E5264B07-3F7A-4FDE-998B-445970EFDEB0,24,gewone beuk,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Gazon,Monumentaal,Zandbergenlaan,Leusderkwartier,52.1407361778034,5.392742283472,,36D53BC0-6DC9-47A7-9148-9CEC69AC498F,0

Monumentale_bomen.142478,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,E21E055A-5E2F-419F-90D3-17078EC5B3D7,Agrarische bestemming,POINT (52.16305913262385 5.459931191456162),94D58DC6-2EC7-4B76-BD3B-539CB30F6B37,18,zomereik,,1931,Bomenrij,Cultuurhistorische waarde; Beeldbepalendheid,76-100 cm,Halfverharding,Monumentaal,Koedijkerweg,Buitengebied-Oost,52.1630559916816,5.45993084779239,Monumentale boom APV 2017,E21E055A-5E2F-419F-90D3-17078EC5B3D7,0

Monumentale_bomen.142479,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Stoutenburg-Noord,Gemeente Amersfoort,,Agrarische bestemming,POINT (52.16009337537048 5.459166374714354),8F6D32A4-5E96-4361-952C-28D7C5F716B5,15,zomereik,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Stoutenburgerlaan,Buitengebied-Oost,52.1600902425311,5.45916608654409,,,0

Monumentale_bomen.142480,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus robur,Vermeerkwartier-Oost,Gemeente Amersfoort,24AD30F0-5EEC-41A5-BADA-59DC171D4A5A,Pareltjes,POINT (52.15074292263958 5.393296406360044),3A226371-2960-44B3-8524-C16E528CF446,18,zomereik,,1930*,Solitair,Beeldbepalendheid,76-100 cm,Heesters,Monumentaal,Bisschopsweg,Vermeerkwartier,52.1507394380151,5.39329653932115,,24AD30F0-5EEC-41A5-BADA-59DC171D4A5A,0

Monumentale_bomen.142481,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Regentesselaan e.o.,Gemeente Amersfoort,FE0B6B0B-694B-4DA5-8917-27E9BE025876,Buurt- en blokgroen,POINT (52.1502935711126 5.371017206848405),E131035B-3923-48DB-9BAC-63A18CA0B532,24,Amerikaanse eik,,<1930,Groep,Beeldbepalendheid,100-125 cm,Asfalt,Monumentaal,Koningin Sophialaan,De Berg-Noord,52.1502899773255,5.37101743262337,Monumentale boom APV 2017,FE0B6B0B-694B-4DA5-8917-27E9BE025876,0

Monumentale_bomen.142482,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Huijgenslaan e.o.,Gemeente Amersfoort,7AE38486-B5F3-4B1A-B253-169F36977604,Buurt- en blokgroen,POINT (52.146725628899716 5.373733300557072),1261D314-1BA1-4BB3-9F50-A77106AC49C0,21,Amerikaanse eik,,1930*,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Bilderdijklaan,De Berg-Zuid,52.1467220612872,5.37373356098608,Monumentale boom APV 2017,7AE38486-B5F3-4B1A-B253-169F36977604,0

Monumentale_bomen.142483,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Componistenbuurt-Noord,Gemeente Amersfoort,70B4D8D1-1DF7-4238-BAD6-2249DA22D1EC,Buurt- en blokgroen,POINT (52.1559640659242 5.402476924383078),483DCF9B-F5C3-48EB-904F-DC518F18D020,36,zomereik,,<1930,Solitair,Cultuurhistorische waarde; Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Matthijs Vermeulenstraat,Randenbroek,52.1559606093062,5.40247694674718,Monumentale boom APV 2017,70B4D8D1-1DF7-4238-BAD6-2249DA22D1EC,0

Monumentale_bomen.142399,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Huijgenslaan e.o.,Gemeente Amersfoort,FD35EC58-E578-41B0-BAE0-438625EE9EE7,Buurt- en blokgroen,POINT (52.148131723598496 5.377702493290843),0A7D6382-B2DC-4925-AD08-6A96F0942313,27,zomereik,,1900,Groep,Beeldbepalendheid,100-125 cm,Heesters,Monumentaal,Appelweg,De Berg-Zuid,52.1481281700648,5.37770272095103,Monumentale boom APV 2017,FD35EC58-E578-41B0-BAE0-438625EE9EE7,0

Monumentale_bomen.142400,2023-02-03,>24 m,Geen vrije uitgroei,Quercus rubra,Huijgenslaan e.o.,Gemeente Amersfoort,C1443F41-4766-4994-84CA-99BBBC3EBEC2,Buurt- en blokgroen,POINT (52.14729898450983 5.37308444553579),298BD21D-96B9-4938-A5CD-C3F44F87E899,21,Amerikaanse eik,,1930*,Bomenrij,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Bilderdijklaan,De Berg-Zuid,52.1472954117129,5.37308470111248,Monumentale boom APV 2017,C1443F41-4766-4994-84CA-99BBBC3EBEC2,0

Monumentale_bomen.142401,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Huijgenslaan e.o.,Gemeente Amersfoort,ED6A9B93-8B13-4B64-9FAB-FAC3EA2A33D6,Buurt- en blokgroen,POINT (52.14746162453846 5.372736675394832),7D61664B-9E7E-4FF6-BF77-1A249AB154C9,21,Amerikaanse eik,,1930*,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Bilderdijklaan,De Berg-Zuid,52.1474580494872,5.37273693021323,Categorie 2,ED6A9B93-8B13-4B64-9FAB-FAC3EA2A33D6,0

Monumentale_bomen.142402,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Oranjebuurt,Gemeente Amersfoort,98516100-049C-4301-89C3-78E047ECC8F9,Buurt- en blokgroen,POINT (52.14529841476586 5.367743893128502),B09B8157-CED0-42F8-A4C2-FA0902E11633,30,Amerikaanse eik,,<1930,Bomenrij,Beeldbepalendheid,100-125 cm,Asfalt,Monumentaal,Dillenburglaan,De Berg-Noord,52.1452948239023,5.3677441932447,,98516100-049C-4301-89C3-78E047ECC8F9,0

Monumentale_bomen.142403,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus frainetto,Vermeerkwartier-Oost,Gemeente Amersfoort,A25A447E-528A-4603-8095-6832599C3C9F,Pareltjes,POINT (52.15098724679303 5.392658557540544),E0922672-C74B-4295-ACC3-418F6D622EC8,27,Hongaarse eik,,1930,Solitair,Beeldbepalendheid,126-150 cm,Heesters,Monumentaal,Bisschopsweg,Vermeerkwartier,52.150983757908,5.39265868963786,Monumentale boom APV 2017,A25A447E-528A-4603-8095-6832599C3C9F,0

Monumentale_bomen.142404,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus robur,Klein Zwitserland-Laag,Gemeente Amersfoort,918211E9-BBB1-4015-9B87-479CC8631F15,Bos- en natuurgebieden,POINT (52.139650818617845 5.370578728173933),861DEC75-76F0-461D-8885-5FB0D2C96381,18,zomereik,,1930*,Groep,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Hugo de Grootlaan,De Berg-Zuid,52.1396472600809,5.37057908860657,,918211E9-BBB1-4015-9B87-479CC8631F15,0

Monumentale_bomen.142405,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Vermeerkwartier-Oost,Gemeente Amersfoort,9C5A5E00-3F1A-4157-9834-23949612BA80,Buurt- en blokgroen,POINT (52.144870016729456 5.39616044883919),EE078D6D-DCF2-4790-B1FA-6397A791F483,24,gewone beuk,,1931,Solitair,Beeldbepalendheid,76-100 cm,Open grond,Monumentaal,De Ganskuijl,Vermeerkwartier,52.1448665686631,5.39616065248828,Monumentale boom APV 2017,9C5A5E00-3F1A-4157-9834-23949612BA80,0

Monumentale_bomen.142406,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Oranjebuurt,Gemeente Amersfoort,0D9DB2BC-66BA-4D8C-90C9-BD8A62142989,Buurt- en blokgroen,POINT (52.14541611376143 5.3674823342417195),E7762739-6064-46AA-AB89-C861880600F1,24,Amerikaanse eik,,<1930,Bomenrij,Beeldbepalendheid,76-100 cm,Asfalt,Monumentaal,Dillenburglaan,De Berg-Noord,52.1454125212624,5.36748263385169,Categorie 2,0D9DB2BC-66BA-4D8C-90C9-BD8A62142989,0

Monumentale_bomen.142407,2023-02-03,>24 m,Geen vrije uitgroei,Fagus sylvatica,Huijgenslaan e.o.,Gemeente Amersfoort,526629E9-F058-4217-9B97-7059C36FCD32,Buurt- en blokgroen,POINT (52.14764600749473 5.373854290167153),96AC3FD1-A470-4E7B-A017-2E72DBD51FF6,27,gewone beuk,,1930*,Bomenrij,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Utrechtseweg,De Berg-Zuid,52.1476424371195,5.37385453848021,Monumentale boom APV 2017,526629E9-F058-4217-9B97-7059C36FCD32,0

Monumentale_bomen.142408,2023-02-03,18-24 m,Geen vrije uitgroei,Fagus sylvatica,Huijgenslaan e.o.,Gemeente Amersfoort,AEEF65EB-B4FE-401E-A1A9-6AAE03AF2358,Buurt- en blokgroen,POINT (52.14644682029197 5.37220374557153),A9245CE5-DD95-4BCB-8ABE-CA4FD89BFE05,24,gewone beuk,,1920,Bomenrij,Beeldbepalendheid,100-125 cm,Asfalt,Monumentaal,Huijgenslaan,De Berg-Zuid,52.146443246372,5.37220401514925,Monumentale boom APV 2017,AEEF65EB-B4FE-401E-A1A9-6AAE03AF2358,0

Monumentale_bomen.142409,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,6CB881D4-8B16-4F68-B7A8-4632E5E641FE,Bos- en natuurgebieden,POINT (52.143722694535455 5.354792382734806),4E6D9F4A-74BC-4E69-B29F-AA7264E1E7C4,27,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1437190505059,5.35479274785651,,6CB881D4-8B16-4F68-B7A8-4632E5E641FE,0

Monumentale_bomen.142410,2023-02-03,>24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,573A3639-ABE0-42DC-B210-D94F7D565E12,Bos- en natuurgebieden,POINT (52.14353389362516 5.354595300700512),BE0FE572-DF2A-410A-B18C-DE2F3BA327A4,27,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1435302493788,5.35459566870332,,573A3639-ABE0-42DC-B210-D94F7D565E12,0

Monumentale_bomen.142411,2023-02-03,15-18 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,CB02F4D4-3842-4C83-9176-FB83B7448F72,Bos- en natuurgebieden,POINT (52.14336038890411 5.354459565766318),6E6D64EC-4E9B-4880-8E3B-B0B6FF4CC16D,27,Amerikaanse eik,,1930,Bomenrij,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1433567446564,5.35445993625428,,CB02F4D4-3842-4C83-9176-FB83B7448F72,0

Monumentale_bomen.142412,2023-02-03,18-24 m,Geen vrije uitgroei,Quercus rubra,Vlasakkers,Gemeente Amersfoort,A53E02A0-34FD-45D7-B2C2-E956ADCFFA9A,Bos- en natuurgebieden,POINT (52.14212995652705 5.354523279381108),88D58A44-1A71-469F-ADF6-E231F560D46A,27,Amerikaanse eik,,1930*,Groep,Beeldbepalendheid,76-100 cm,Ruw gras,Monumentaal,Daam Fockemalaan,Bosgebied,52.1421263167199,5.35452366389588,,A53E02A0-34FD-45D7-B2C2-E956ADCFFA9A,0

Monumentale_bomen.142413,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus x hispanica,Juliana van Stolberg,Gemeente Amersfoort,89F84A2D-66CC-4903-B93A-B1ACC4602784,Pareltjes,POINT (52.148002481905344 5.380434633956462),BEA9CD77-32C5-40A4-8BDC-E9EBA55C4F80,24,gewone plataan,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Graaf Hendriklaan,De Berg-Zuid,52.1479989422636,5.38043485301458,Monumentale boom APV 2017,89F84A2D-66CC-4903-B93A-B1ACC4602784,0

Monumentale_bomen.142414,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus x hispanica,Juliana van Stolberg,Gemeente Amersfoort,EFCC45B2-708D-4B1A-AB97-DB363D50F0B2,Pareltjes,POINT (52.148169663329114 5.380538342293842),0FB325F6-33DC-4F52-891D-3DEAF5E20DFF,24,gewone plataan,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Graaf Hendriklaan,De Berg-Zuid,52.1481661235841,5.380538558779,Monumentale boom APV 2017,EFCC45B2-708D-4B1A-AB97-DB363D50F0B2,0

Monumentale_bomen.142415,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Koningslinde,De Lichtenberg,Gemeente Amersfoort,F50625D1-2C4E-4BD8-9941-7B9E0181028C,Buurt- en blokgroen,POINT (52.14526607002147 5.374489038347246),6D4A1773-4522-42DD-9DB6-25A6B6105086,21,koningslinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Asfalt,Monumentaal,Van Marnixlaan,De Berg-Zuid,52.1452625112427,5.37448931454743,Monumentale boom APV 2017,F50625D1-2C4E-4BD8-9941-7B9E0181028C,0

Monumentale_bomen.142484,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,193337AE-D02C-4F2F-A87B-DC6A4ADAFE45,Pareltjes,POINT (52.14693027018733 5.381385895965654),9678DB6C-8B32-4ACB-97A0-AF28C4CBEA8C,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1469267391655,5.38138612550143,Monumentale boom APV 2017,193337AE-D02C-4F2F-A87B-DC6A4ADAFE45,0

Monumentale_bomen.142485,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,E9D8BB5F-E332-4C76-A827-053173557664,Pareltjes,POINT (52.14696172124331 5.381247097952361),B714D526-AA22-46DB-AAC3-0AF405B93581,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Ruw gras,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1469581894194,5.38124732758939,Monumentale boom APV 2017,E9D8BB5F-E332-4C76-A827-053173557664,0

Monumentale_bomen.142486,2023-02-03,15-18 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,35DC3460-56AD-4604-9A0E-D08D0EE80F67,Pareltjes,POINT (52.146803565263596 5.381935241988311),66459AD7-141F-4B29-BDAD-DB0BCE839940,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1468000374277,5.38193547115744,Monumentale boom APV 2017,35DC3460-56AD-4604-9A0E-D08D0EE80F67,0

Monumentale_bomen.142487,2023-02-03,15-18 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,,Pareltjes,POINT (52.14683501696675 5.381796444850993),2F7DDBA8-B2CA-44AD-A28A-FA08B5B2D37B,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Open grond,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1468314883273,5.38179667411938,Monumentale boom APV 2017,,0

Monumentale_bomen.142488,2023-02-03,18-24 m,Geen vrije uitgroei,Platanus acerifolia,Juliana van Stolberg,Gemeente Amersfoort,2B678BD3-C494-47CF-AA5E-2DB1CF26AF01,Pareltjes,POINT (52.14799716357106 5.381933644452868),2B0BE49E-1B18-4F97-B081-219FBFE87AE3,27,gewone plataan,,1930,Bomenrij,Beeldbepalendheid,100-125 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1479936313777,5.38193385794717,Monumentale boom APV 2017,2B678BD3-C494-47CF-AA5E-2DB1CF26AF01,0

Monumentale_bomen.142489,2023-02-03,18-24 m,Geen vrije uitgroei,Acer saccharinum,Vlasakkers,Gemeente Amersfoort,3062881D-6531-4998-9E89-F4815B9EFDE8,Bos- en natuurgebieden,POINT (52.14277517918328 5.354119614179187),2DB1832E-B75F-431F-AB9B-15964B00806D,27,zilveresdoorn,,1930,Groep,Beeldbepalendheid,100-125 cm,Elementverharding,Monumentaal,Daam Fockemalaan,Bosgebied,52.1427715354368,5.3541199926209,,3062881D-6531-4998-9E89-F4815B9EFDE8,0

Monumentale_bomen.142490,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,92E5D5D7-5826-4A06-A4ED-853C86FE1B12,Pareltjes,POINT (52.147126259677115 5.382611645617016),45D2A800-EDC8-4B41-9B23-02C904308C15,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1471227340411,5.38261186803845,Monumentale boom APV 2017,92E5D5D7-5826-4A06-A4ED-853C86FE1B12,0

Monumentale_bomen.142491,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,5A7F4A6E-3FDA-4882-A058-F0430229D3BF,Pareltjes,POINT (52.14681792498472 5.381470647231368),B7C2472B-1838-4CD0-9B28-AA8D09DED583,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1468143947893,5.3814708779267,Monumentale boom APV 2017,5A7F4A6E-3FDA-4882-A058-F0430229D3BF,0

Monumentale_bomen.142492,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,C7DB3396-523C-4F19-A303-697FC3B80C27,Pareltjes,POINT (52.146787372409605 5.381607983510653),CBE0EE8E-EFE9-46FA-8357-050313C0DA71,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1467838430062,5.38160821409987,Monumentale boom APV 2017,C7DB3396-523C-4F19-A303-697FC3B80C27,0

Monumentale_bomen.142493,2023-02-03,18-24 m,Geen vrije uitgroei,Tilia x europaea Euchlora,Juliana van Stolberg,Gemeente Amersfoort,3249FCAC-BD43-41C2-B497-00B2B331EBC2,Pareltjes,POINT (52.14675681967711 5.381746780621013),89628B4B-F5E7-4892-98EA-15BA9DC0FBAE,15,Krimlinde,,1930,Bomenrij,Beeldbepalendheid,51-75 cm,Gazon,Monumentaal,Graaf Engelbertpad,De Berg-Zuid,52.1467532910733,5.3817470110992,Monumentale boom APV 2017,3249FCAC-BD43-41C2-B497-00B2B331EBC2,0

