id;omschrijving;guid;punt_geometrie
543025;Kervelstraat;{D55BAED9-E035-4C5A-A3A8-ADE1C2646BD3};POINT (112387.397 502126.429)
543027;Ranonkellaan (A-2);{14A5F1E0-6C0B-462B-A4D8-324134E6C376};POINT (112264.00022076313 502365.762414682)
543028;Lisdoddelaan;{BE0C7F79-4004-4828-9969-D0EDD58C12D3};POINT (112549.70211361807 502463.3031456356)
543029;Whitestraat;{FED00ABC-145D-486F-A392-982BE2556469};POINT (112190.85625139183 502223.0511477272)
543030;Tuinhommel;{AE5D472B-37A2-4201-815B-5722883BB93A};POINT (113376.23109768947 502735.1122578296)
543031;Vijverloper;{E6556BBB-7118-4A6B-BE1A-A50C880613EA};POINT (113385.36744732932 502904.19470450265)
543032;Schaatsenrijder/ Blankenvoorn;{90AB2DB9-1F02-47DF-9740-88E3C795A545};POINT (113296.16821024426 502626.73282157595)
543033;Bladhaantje;{1EFE2801-65B3-41FF-B408-622EC09FEA3D};POINT (113475.81497469761 502939.9625519236)
543034;Atalanta bij 455;{5CBB8E4B-F059-401A-AB90-B37DB494B4FB};POINT (113223.30727507311 502254.2864932612)
543035;Atalanta bij 482;{5E5D65A3-9348-4C3F-9864-BB81ACB8A483};POINT (113143.86101731514 502311.81688887044)
543036;Atalanta bij 471;{EA82DEBE-4E95-4B71-A9A3-E190AB16E23D};POINT (113170.92843144122 502249.26376339904)
543037;Regenboogforel;{37E2B1AB-D261-4F63-9AB2-4CEB83D73E38};POINT (113370.12540462292 502231.0456893548)
543038;Graskarper;{2356420F-0367-47A7-AFE7-D2479C9E70DA};POINT (113380.60802091006 502611.9504423825)
543039;Zonnebaars;{4C5C4FFE-1878-449C-ADD1-2C025CEB0898};POINT (113366.00916291558 502555.64142297243)
543040;Ruisvoorn;{B0FBEFF0-A050-4913-9F23-9AF93CBF78AF};POINT (113468.23397226895 502291.89046467416)
543041;Nauerna;{4E6F04D1-9B43-45B7-8C60-558D76BDE4B3};POINT (111922.68444240793 494901.0414945434)
543042;Burg de Boerpark/Dorpstraat;{CE24774F-76F4-4E90-8BFE-BE3A5F33F51E};POINT (111092.62309343863 497188.65945855784)
543043;Smeeke-Ven;{589F5D65-2B0A-4263-8740-6A74E5741D6D};POINT (110803.65985046669 497767.29889886244)
543044;Joke Smitsingel 31;{4092AFAB-9797-47F4-8BF2-C2C13756003A};POINT (111121.31684248483 497401.691471811)
543045;Delftsingel/Scheibeekstraat (J-12);{598D3B46-E03F-4E3F-A465-E7A211AC69C0};POINT (111253.94703002562 497482.0846402596)
543046;Adoptie;{547CF879-BBB5-43C7-BB17-A7AEBCF55747};POINT (111419.17551610354 498013.1028305146)
543047;Rialen (J-7);{168D0AB1-4B44-421A-A3FA-6131BFBF843B};POINT (111369.04005615148 498078.48909479316)
543048;Boksland;{4AFCF8B7-91FC-4CE7-A716-E5C8949269A5};POINT (111547.51726298442 498257.38119419036)
543049;Kaasmaker;{813CC247-C381-42CB-AA3A-8EEC79B26E9D};POINT (110237.95789897571 496567.12656857324)
543050;Pastoor Botsstraat Naast nr. 22;{5FC8CF22-3099-4C0F-B8DB-DA991C086429};POINT (111619.56746434211 498357.8889529279)
543051;Kilschans;{EE917061-95C0-46B5-874D-D4AC1C832BE4};POINT (111516.42578821955 497926.4349340458)
543052;Deutzhof;{70459637-748F-46F1-8A44-133350F61017};POINT (110794.16421628412 496807.5200049971)
543053;Blijdschapstraat;{C9627174-694D-45DD-B3D5-FCBFADECB3B8};POINT (111392.60081317248 498882.15285747155)
543054;Karmelietenstraat;{7EBFCF85-89A0-4562-9797-15C8B77D5C4B};POINT (111890.7851898317 498399.4930659707)
543055;Heidestraat 2Ú;{87A7A4DF-276E-4DEC-99B1-0CF4485A313D};POINT (111277.66180968232 497994.5429996267)
543056;Alletta Jacobsstraat;{0BFF4481-2C0E-45C5-A13A-58B8E2C747AF};POINT (111177.74566082822 497328.74633354176)
543057;Dr.Bonstraat;{A22A1C33-D816-4EC3-896A-5DDBFA1B9713};POINT (112429.73343682908 500465.7407453112)
543058;Saenredamstraat (J-1);{9502969B-B552-4EC5-8831-BBEC5589EB32};POINT (112298.34010518664 500813.15996182075)
543059;Vroedschap (1a);{AB74CC12-944E-47B9-82DA-B0511F702CEE};POINT (112501.73342802025 499965.82629853155)
543060;Korenmeter (1b);{A40D31D4-3BEB-49AE-A8F8-A3318C1A2F03};POINT (112561.32211292781 499908.15422194067)
543061;Poldermeester (2);{16861E96-28C1-4A33-BF04-62F7816D0071};POINT (112717.40963630364 499734.7808418932)
543062;Steffens Weer (3);{244FE9D7-30F4-4E5C-812C-9ABB38A83ACA};POINT (112246.94848487464 499813.3091722365)
543063;Blauwe Ring (4a);{633B9B86-03B8-42BA-B975-437AABB96F4F};POINT (112312.389204871 499746.952488413)
543064;Blauwe Ring (4b);{F6768C75-B756-4B8C-80F7-6273DE5CCB7D};POINT (112357.85748000359 499704.44344644)
543065;Duijves Weer (5);{F7FCCAAA-403E-4EC1-B08F-25F24D0A5492};POINT (112527.286875487 499523.06249249086)
543066;Waterrijklaan (6);{CA62399F-8720-454C-85C4-CC90E23F87CE};POINT (112188.19147756945 499673.22940819984)
543067;Zomerzon (8);{DC552F94-23E1-4041-A26D-E3324A3BD9E2};POINT (112123.73787067027 499733.8726811456)
543068;Park Skatebaan;{4113D9BE-96EA-4B46-B8D2-FB19236161C1};POINT (112369.16843067473 499842.13113123254)
543069;Vogezen;{42575867-F14B-4F3F-A381-689CE0DD1FA7};POINT (112054.29049221276 500550.20930408844)
543070;Dammersven;{0308AABA-782E-498D-8638-5F23AFCA4F09};POINT (111922.97697942644 500084.0053476807)
543071;Moerasland;{5655711F-A97C-4F79-8598-EBC21A929EFA};POINT (111606.206 499980.0165)
543072;Kievitstraat;{3733CEE1-A7CB-4C83-AC40-B3C2CFF5F0D7};POINT (113427.2455428648 494589.6267375261)
543073;Palmboomstraat/Kersenboomstraat (H-6);{BACBB305-3154-4965-9CD5-E96CFFD7010C};POINT (112696.3396445733 497271.41960422735)
543074;Parkstraat;{107E6735-6676-40F4-A2BF-3E6EAD72F18D};POINT (113245.15804662998 497715.4484732003)
543075;Burg. Verstegenstraat;{C327369F-95FF-468C-B03B-3EED0A888EF5};POINT (113382.03804815824 497436.18417849176)
543076;Veldweg;{E57F10DC-1285-4ECA-8AF5-D533D9068C00};POINT (113874.61163603945 493739.53288386186)
543077;Veldweg Skatebaan;{056B09C6-19F3-4644-9F1F-60F279D854E4};POINT (113867.49743048241 493678.4854150647)
543078;Groene Jagerstraat;{A7BDC741-5DFC-4368-B822-EC0703066605};POINT (113709.14840355587 494100.58949307277)
543079;Slachthuisstraat;{A2D5B167-E882-44BA-A95D-DD41831AC6C0};POINT (116119.15812184304 497234.50245042465)
543080;Valkhofpark;{4154FD09-AD73-4B69-A483-F80B22CC792E};POINT (111529.28790709037 500669.06983905734)
543081;IJsbloem;{15BB8114-DA31-4E78-ABE8-A9F845BEAD2E};POINT (111836.62887864978 499860.016661489)
543082;Elzenhaantje;{EA2BC40A-4188-4CEB-B389-2D47A502ACCC};POINT (113207.2301675396 502908.16727725416)
543083;Zwanenrecht;{D183055B-FD2F-4EB0-B609-8C475EDAFDD8};POINT (112072.55468916167 500294.71972352447)
543084;Maidera;{07E8DC35-8029-453F-940A-BBF3FBEFE92D};POINT (117737.43438946977 493774.7496655801)
543085;Madegaskar;{4E3F08AB-C427-4FC2-926D-CB94038775BC};POINT (117670.6095751379 493771.84421537)
543086;Dolomieten;{276CE80A-75EC-4E29-84F5-E76B42BB4F56};POINT (112037.81201868858 500412.4164599639)
543088;Kervelstraat;{B1783E17-6ADA-4841-BBFF-92F663660840};POINT (112235.67766681535 502007.4318888621)
543089;Fortuinweg JOB;{80B0361F-1654-457C-9519-44BB665CDE54};POINT (114843.08568170175 498279.0964796132)
543090;Kronenburgpark;{1BD4978A-455B-48A5-8ABC-D4B2AB3218D7};POINT (111490.40532423645 500644.89006742754)
543091;Loggerstraat;{35399B74-7F74-4200-AD0C-893C3ABF2E0C};POINT (117638.66073410104 495623.6868694453)
543092;Marhathon;{9A70E7C0-CE32-457D-8DF2-E259F0918757};POINT (111894.43497738824 500515.18154263817)
543093;Adoptie;{8383298A-5A3B-4F50-BC32-299AAA97A229};POINT (117487.04748230476 493864.19624443434)
543094;Popelstraat;{176987F6-327B-4A88-B468-35A354094C66};POINT (112368.97192189709 501149.64266759576)
543095;Smeeke-Ven;{129B2199-0F51-4C32-A8D0-49BC02F40CBD};POINT (110837.38167175768 497639.08409418573)
543096;Roerdompstraat;{CAA4E68D-FD07-419F-9BA4-F1204C8DA979};POINT (113526.45390855103 494459.90575668536)
543097;Parkrijklaan bij school;{FAAB3431-3C7B-4CB3-B89A-B36A82A23B44};POINT (111729.17552006229 500246.8191421337)
543098;Tolstraat  bij school;{303B003B-AD99-41AB-BA2B-D5FAF43A6397};POINT (116749.15162605548 496073.81674957625)
543099;Nieuwendamstraat;{14CB77D2-C9FB-428A-BF75-9FED2C9CA820};POINT (115531.54619217703 495703.4914219308)
543100;Mauritsstraat;{B000EB9F-1AC4-4CDC-A488-A685B6AA69DC};POINT (116032.47197713102 495203.44351948827)
543103;Veldbloemweg Sport;{95CB0C71-C947-4898-9E7C-94917AA3AEC9};POINT (116581.80462520703 496814.36814996065)
543104;Tribune de, bij de school;{AA758885-350D-4B73-80F6-63D6A5B4FF81};POINT (115656.9628565359 494129.55470170005)
543105;Genieweg;{5BC8083C-D502-440C-AC77-348406119DFE};POINT (110569.45103750676 497836.22100853705)
543106;Fortuinlaan sport;{35F49EE9-275B-4D32-BF5A-89B5059EE966};POINT (112375.05099239036 501384.1221162548)
543107;Lagedijk to Show Boat;{08E9219D-63E3-484D-99AE-B7ABC4B10263};POINT (115666.0585 499291.87350000005)
543108;Verzetstraat bij AH;{EF1A060D-6712-4924-85D3-ED7567D0C253};POINT (115795.11407495564 497499.1656012223)
543109;Behoudehaven bij Fluitschip;{D126C5F6-9F84-4806-AAB5-01B5883778C5};POINT (116297.25969065496 495146.69947847206)
543110;Elsbroekplantsoen;{C7B49554-4529-4596-A8B7-01E04A876A56};POINT (115249.89951168606 495852.7727471145)
543111;Laan der Vrijheid / D de Kortestraat;{6157B059-9185-442F-8852-71683082D17C};POINT (117795.66900538137 494607.86885323224)
543112;Allanstraat J.J. bij school;{14FFA3A9-9C63-4B3C-87A6-7F2CE0581454};POINT (113428.89894872958 495922.36833056575)
543113;Dorpstraat;{78936366-ED4C-4C25-8B4A-6076E5DF9BC0};POINT (109622.42837776677 495193.50927801256)
543114;Ostadestraat van;{264D2E3D-C706-4603-89EE-0628A48FDB61};POINT (115634.63736592208 496031.2555322775)
543115;Dunantstraat Henrie;{E12FCEAE-4EEE-4021-9E49-2E45DA2A2B87};POINT (112769.63604099324 500965.98356511793)
543116;School Dorpsakker KDV;{177E1A3B-7383-4CF4-A877-AB4180CEBF7F};POINT (111433.0697236524 498121.8894451145)
543117;Schaarsven bij school;{7899C9B3-30AD-429B-904D-19901DD8C7D4};POINT (118165.3562838792 494197.5396643996)
543118;Veldbloemweg bij buurtboot;{FC270C24-0889-44EA-9172-5654C8DFBFC5};POINT (116646.49702152394 496839.92681466934)
543119;Rietland;{EBBAFEF4-3556-49FB-A920-3C09D0D4DABB};POINT (111321.48430838795 500499.33407776535)
543120;Eendrachtstraat;{A0FDA737-6374-4C9A-91B0-E45226BB2C1E};POINT (116820.73792186768 495404.01088531665)
543121;Stukadoor;{3C527B00-A183-44F4-ADD1-EB5D39530471};POINT (112205.20845807079 500461.3543304553)
543122;Tulpenburch;{850626D5-3A82-4281-B4D1-D13CB7388F4F};POINT (111306.18932863718 500135.383429234)
543123;Veldpark WEST;{D1DE9A0D-2489-4389-BBBA-8EE51F414354};POINT (117143.37624147839 495967.6248924734)
543124;Horststraat Dr.v.  Kinderboerderij;{82D044ED-CA02-4332-9B70-85BF8FFEF040};POINT (115383.42231188265 498619.95100736065)
543125;Kaukasus thv nr 2;{88B6DB9C-9C9E-4DE2-89DB-F4D637698957};POINT (111698.63700000003 500853.93900000106)
543126;Kaukasus thv nr. 65;{EB5EC019-411B-49DA-945D-C4765582D494};POINT (111817.22707588656 500741.8797342377)
543127;Veldpark OOST;{7282AA10-18D0-4A49-906B-34D0B2778943};POINT (117278.54220307934 495774.64808964654)
543128;Olympus;{B4943414-8FFC-4B30-8464-D61ED9642233};POINT (111614.74831001904 500854.4331048355)
543130;Mauverstraat;{FC7CA051-F6CA-4AF8-9A9B-CBA791560215};POINT (115721.73335452475 495836.5525647634)
543131;Brasemermeer;{B947320F-09B4-4BB7-AA3D-472C222BF61D};POINT (117754.2936358643 498122.3899166544)
543132;Jagersveld;{B78543D3-2B8F-48F1-93C9-7AD2E50706F1};POINT (116920.30873383532 497342.0126645991)
543133;Marathon to nr 80;{B540E64B-4061-43C6-8F22-2679E516B327};POINT (111762.23932983837 500595.36040398636)
543134;Parkflow;{302C6D9B-A43A-4AEF-B572-71951C11D8C8};POINT (111721.55820571595 500345.217302811)
543135;Harz;{E152EA20-DBE4-401A-A3E6-7C86C1D1BE80};POINT (112154.72411443827 500614.9856839035)
543137;Kreekrijklaan bij school;{ACD935F0-D8C8-4C65-AB11-8B3E8C11FD6C};POINT (111718.89243500627 501037.0871731571)
543138;Weiver;{FD86DC80-5D2B-4093-BE72-E54A4A05E713};POINT (113198.51298201525 501131.567250586)
543139;Jeroen Boschstraat;{4432AC39-122C-497E-9794-9459D1E3C932};POINT (116123.96528042761 496175.15259440127)
543140;Grote Beer Sport;{03E99776-E9E2-408B-8552-32B259A4653F};POINT (111976.14502903735 501781.25190825906)
543141;Allenstraat van;{C92CB723-4CB4-4CBA-9FA4-83A52FCC4C8B};POINT (111965.19273434117 502405.28150705947)
543142;Schoolkade;{33A43588-5CBD-44A3-A2EC-B35FF23EB1AA};POINT (112548.8953847135 500795.70035995904)
543143;Wachtspoor;{A86BF9BD-0200-4484-AD1B-E6892144731F};POINT (111836.92871832583 500964.5780841939)
543144;Rosariumpark Struintuin;{EADB3976-638A-4B64-9ECA-6594A7E78DAE};POINT (112518.42527720012 501967.47327773325)
543145;Brandakkerstraat bij school DE RANK;{F78CDAD5-5DCE-42C3-BA8C-D562C974B4A3};POINT (111290.8979167893 497818.36926355085)
543146;Veldpark Midden Sport;{628BF2B1-5A7C-434C-AEB4-6FD6609F65F5};POINT (117121.46053555209 495851.7456511705)
543147;Dr Schaepmanstraat thv 31;{EDF88328-AA16-4B25-BE2E-67439814ED22};POINT (116842.75362569965 495699.27183928585)
543148;Roggeplein;{55B3FE4C-4253-4A0F-ABA7-E6AEE31D3D51};POINT (116919.33178581239 495252.41188829276)
543151;Veldweg;{50080A5D-8821-453D-96DA-D70AAF8805E2};POINT (112066.06375292227 494820.80002459965)
543153;Veldvliegerweg;{7743E1D5-B5F2-4525-BF0F-4C9D301A8413};POINT (117122.81288066419 495380.9688774835)
543154;Zuideinde  bij V V Westzaan;{8DAD226C-5535-4758-8E06-8BDBEA09BE01};POINT (113845.13891107049 494412.1240079568)
543155;Bonte Ruiter de;{0CE7AEBD-CF51-4BB5-8F3E-ED786FE8D726};POINT (113733.33828706358 501273.05150934804)
543156;Groene Oase bij molen Held Jozua;{451AE7B8-AC73-45E1-9056-308C3B71BC68};POINT (115543.57688438726 495225.25921786495)
543157;Jacob Rekstraat;{B0485808-52C6-4824-A40E-3EDC1E21287F};POINT (117899.76359457315 494412.60384869046)
543158;Burg. Ter Laanplantsoen;{FD190AAD-1A98-484E-A816-C55CBFB2095E};POINT (117558.15751944983 494404.9822816959)
543159;Wetstraat de / Krugerstraat;{C2753F42-5863-4979-A36E-085ECA2174E9};POINT (117257.35496359284 494795.1309835726)
543160;Kattegat;{0D2A7A18-EFB4-462B-B43F-E0B62B26AE5B};POINT (117162.38422035123 494378.0450676655)
543163;Lijnbaanstraat;{89FAA2E7-5DF7-4119-9029-2CD80B569160};POINT (117168.88670853115 494883.5713046721)
543167;A.Kloosterstraat;{E261D088-C033-4176-BCF0-AF84CD103B72};POINT (118724.17430097412 494247.4897073856)
543168;Lobeliusstraat;{632E7263-3E97-4596-A503-30168B48D3F0};POINT (118641.72643841358 494376.97708903416)
543169;Jaspers/Clusiusstraat;{F021818D-FDE1-4A78-A54E-FCE5BFB3649E};POINT (118648.82071848473 494550.4420467224)
543171;Straat Poelenburg Sportvelden;{54B5C30B-0E23-4E97-A581-5A7FB7774A26};POINT (118703.51356184762 494945.3790731634)
543172;Thijssestraat;{9AF56244-B9C5-4F9F-904C-0910A4617D30};POINT (118591.34340893863 494990.84236252244)
543173;De Watering achter de  Brandaris;{0997BF18-F097-401D-8932-9774608DDB59};POINT (118494.0183174843 495255.0930074234)
543176;Brigantijnstraat achter de Pharus;{DE8B532F-9B6E-4D1C-B5BD-E6E5FD0BD03F};POINT (118277.9805484495 495599.47681901394)
543177;De Watering achter de Perim;{C9A85EF3-601A-42DA-A6E5-221EA3A5F71F};POINT (118012.36273502534 496020.25318690954)
543178;De Watering achter Noordwachter;{F184B283-33EF-4A78-BC3F-AE23DF5C09BA};POINT (117833.1165393287 496306.97982398863)
543179;Indigostraat;{44CB3732-ED23-4645-9A76-825D21A4027B};POINT (117591.3189688999 495087.93339981756)
543180;Panneroodstraat;{62AFCB85-5CB1-4822-BEE5-255C0711BB3F};POINT (117489.1813106919 495291.98191216635)
543181;Panneroodstraat;{FF54A983-E296-40E4-BC20-903CD3468FBE};POINT (117491.60839144365 495271.7501520382)
543182;Boeg de;{38339240-FD06-4E61-9CDF-68D0E211FF61};POINT (116731.31046726144 495151.38532746275)
543183;Perzikkruidweg bij school;{FD88E759-A68E-4E1B-BC01-9A77DB0DCCEF};POINT (117148.12597405245 496820.9222682194)
543184;Fluitekruidweg naast Wijde Blik;{49369BB6-B197-43D4-8E79-9AC9A78863C3};POINT (117435.59683519547 496866.4633578358)
543185;Hondsdrafweg;{E62B6D1D-B03C-4607-B8E8-2233C14FB2AB};POINT (116653.26246985194 496959.6830010336)
543186;Hof v. Zaenen;{969F3232-A5E6-4D62-A227-47C133C036F8};POINT (116454.2999694117 496478.2726674513)
543187;Hoendiep;{C754FB9E-A5EC-40DF-82AD-2E64E6CF3020};POINT (117200.36257731961 497788.45270357607)
543188;Scholtenstraat dr. /Oude Zwan;{502681B6-E480-4D74-B403-54A98E7C62B8};POINT (116804.90789184372 497786.83112633496)
543189;Scholtenstraat dr. /Oude Zwan;{CAD3387C-4A44-4A53-9858-288D6B29BF02};POINT (116824.67616489888 497787.8863890619)
543190;Veersemeer-Amstelmeer;{0A7F50A8-3524-4E20-B0CD-79DC0C8A1840};POINT (117803.81120449232 498032.4049150738)
543191;Hallingen;{FFEB1DDE-6180-4BA5-B0EE-9EEE959EABCD};POINT (116909.62722155798 494264.3025840058)
543192;Statenhoek/Groenland 3;{2102A970-C3C5-481E-BB3C-8460F9DB6EB3};POINT (116221.01539617656 495117.1959106628)
543193;Terschellingstraat;{7145055C-09E0-4DA1-BADB-47F9E9F9CAB1};POINT (115716.842935517 496378.46773083135)
543196;Houtveldweg;{2B317DDF-F510-4724-8AE2-F04E31479A5A};POINT (114865.45022731429 496134.15101166215)
543198;Geerteveld;{EDA7F319-3170-496A-A8FD-237CB65EB83C};POINT (115172.20983787264 497336.4587505189)
543199;Legerland;{A34DDBAC-BB63-4948-A1C0-D0A2428A0692};POINT (115319.80560683244 496746.9615430961)
543200;Molenwerf bij school;{21A637CF-EEEA-4B61-A196-9C04E0B33D3C};POINT (115040.34073380199 496880.4861693913)
543201;Vijfpootveld;{6208A3A4-7D7C-4746-B0DA-E62967E24C7C};POINT (115271.17248917036 497329.7141016793)
543202;Woldeveld 26;{01A5E56F-F340-4F57-87D8-5E5B75638CC7};POINT (115094.22405575802 497441.0186148531)
543204;Jan Steynstraat;{2A6D6375-4D00-4646-9457-DEA80A885F7C};POINT (114980.56719595277 498432.85669725446)
543208;Hendrik Andriessenstraat;{693561D0-0985-4F78-8660-8E8084BF0EE2};POINT (114391.80169233108 498510.54784489685)
543209;Merelstraat/Westerstraat;{BF77650D-D143-4EAD-B00F-76BDD04C771C};POINT (114084.99367817382 501397.0542657703)
543211;Noorderstraat bij school;{6B712B0A-B286-4ACE-AF12-DF640AFC0C5E};POINT (114251.45395427699 501104.38866917044)
543213;Saturnusstraat;{EEC4CF1F-EE93-4D0A-8C25-12AFCE1EAFFA};POINT (111850.17586855886 501834.0145916622)
543214;Ranonkellaan;{E129E0B9-E122-4C52-B766-BDBE4DF346D9};POINT (112253.02758250083 502340.17298724165)
543215;Regenboogforel;{FBD76B10-CC22-4DF1-8E63-8CC1E5819C6F};POINT (113378.87880969634 502231.23648034246)
543218;Ruisvoorn;{11533C2F-E39E-48A5-92EA-5797F4216D54};POINT (113457.72878648515 502297.5851777398)
543219;Burg de Boerpark/Dorpstraat;{64C019ED-DCAB-433B-AB27-3C370FD95F87};POINT (111063.89499622029 497240.8083885705)
543220;Rialen;{EDB26018-2842-4C30-903C-0D93742D2A7C};POINT (111353.9197111431 498095.95601728465)
543221;Karmelietenstraat;{9830F095-73FA-4654-96D5-C9137824C05E};POINT (111867.64629321093 498361.5672373702)
543222;Palmboomstraat/Kersenboomstraat;{5CDC223E-2239-4478-8302-D2EF0B979E12};POINT (112712.38651950206 497275.96116765606)
543223;Burg. Verstegenstraat;{8173BAEA-9BD5-4EB0-87F6-256C6961425D};POINT (113380.11584677245 497480.020337643)
543226;Dorpstraat;{4EE19548-F31F-4A24-847C-A1F5318B5B51};POINT (109644.1741299458 495167.0690442028)
543227;Dunantstraat Henrie;{607CC573-B591-4565-9F6F-A2C1338B9617};POINT (112771.76075469189 500980.7417119137)
543228;Grote Beer Sport;{910DF791-E478-44F4-B37A-635637706652};POINT (111992.4103500687 501769.74106452445)
543229;Wachtspoor;{0F2B4391-5656-4077-848B-1C519E8EBF8D};POINT (111827.58338608043 500972.0432131557)
543230;Troelstraplein;{89A22FFE-1DE5-4545-8E14-1FF762CF8C19};POINT (115734.53347686902 497015.77744230453)
543231;Henneland;{D508F70F-BAB4-4BC6-851B-9323951DD5C0};POINT (115101.51064889146 496674.3923170899)
543232;Triangelhof;{8E8EC10F-1260-4AFA-B5D6-CD9E092A4E63};POINT (114705.8450770503 498481.57183354354)
543233;Komarowlaan;{1A2DAEDD-EACF-4266-8135-BD66067EBA58};POINT (111874.74366668385 502233.59695899236)
543234;Kievitstraat;{8CDA3E6A-13AC-4793-A4FE-690521E09B66};POINT (113428.69447437674 494578.9942407199)
543236;Jagersveld Trimbaan;{9766A17D-8AD4-42E8-835E-C2BA3D5EEE47};POINT (117337.58121466544 497447.81477574544)
543237;Vergiliusstraat / de Vechterstraat;{8E80DE2B-3471-483D-9812-D6D6F29C64C9};POINT (116483.20940808032 496217.7443408945)
543240;Vennenenland;{A5C47EEE-1B79-4010-A49B-96E995B5CECB};POINT (111089.93120988294 500529.26353452686)
543241;Westzijderveld;{17C714AE-8117-483A-B602-E79E04D6814D};POINT (115345.08212246484 496362.0821953991)
543242;Beemsterstraat Festinalente;{19AE7F74-E52F-4590-A51D-8A1C7044DB74};POINT (111355.97262681762 497866.4570403075)
543243;Prof Struijckenstraat;{5D4012E8-9E7D-4671-B68B-AF8D9E6360AF};POINT (116677.79976960199 495706.2149225816)
543250;Noordsterweg;{B6062371-A235-41E3-8E28-258B3DD288B9};POINT (113864.38109462296 501170.43035144947)
543254;Rosariumpark sport;{71018062-F9FF-42BD-BA7B-ED3041E2AB1B};POINT (112404.85163288619 501992.1443679602)
543348;;{DC51F117-F950-474B-BB3A-4EDEBFA20D58};POINT (118588.62023575483 494791.2525901294)
543349;;{4BBE95EA-77F4-4F05-BAF0-0465DF5F9E69};POINT (117985.02666439337 495199.0478734991)
543350;;{20F78510-5301-4B7F-85B7-529DE5A26F08};POINT (116405.75992271116 496507.7892675272)
543351;;{2AE2CD30-3BAB-41B4-BD71-11DF87267C94};POINT (115900.18481471002 494399.39999317325)
543352;;{07E01F88-CFC5-4499-AB48-3A1297D3C103};POINT (115651.38310537377 494769.78779358475)
543353;;{E761E85A-0A44-4B1F-894E-E4646AB227EB};POINT (115166.52593518863 495503.6605272096)
543354;;{4F29E37A-2B61-43F4-A0F0-6D90951941BE};POINT (115735.80890313059 496983.6411315678)
543355;;{FBB6EEBB-E268-4F00-8C7E-3F8DF3D417FD};POINT (115767.85661253076 497854.41983037314)
543356;;{1C22E275-BF0F-46DC-998E-37A257206D5D};POINT (114553.56682617254 497240.4475264792)
543357;;{AACBD1B8-F2A0-4E54-BADE-35DC3F3CBE5B};POINT (114793.66872215368 496546.3285404461)
543358;;{A41556D7-B433-45D3-BCEF-20899F849A82};POINT (115146.8540633933 497339.7462007984)
543359;;{8F4AD972-8AD1-41A0-ABDE-0893F959DA3C};POINT (115612.44560603864 498434.30532218574)
543360;;{F28E94E3-DBE2-4DA2-B18E-C037615A35F0};POINT (114755.3184032544 498441.4625654394)
543361;;{B0FF68D2-484B-4D32-B56A-5EA62E08C8AA};POINT (114855.60648302826 498558.4402063627)
543362;;{E51792E9-B2DD-4558-A555-95D20FADCCF8};POINT (114703.62303478835 498770.8464402584)
543363;;{1C1D6437-28F4-4882-8633-046A8B93E956};POINT (114080.55998687449 503294.6340524759)
543364;;{69CE2854-685D-4522-A587-7BF74E1CC339};POINT (114184.9426522325 500899.47700185137)
543365;;{32483CA5-5506-4160-8314-425C82322217};POINT (113085.700273638 501974.43642559997)
543366;;{2A6B49C5-00D5-43C5-BB38-105866F3A4F1};POINT (111630.08830825573 501491.0280669772)
543367;;{97D62965-C331-4B6D-98C6-2011EF1F3917};POINT (111483.28048850322 501553.8841421853)
543368;;{E4E69B2F-F078-4EC2-9D7D-B9410990BAD3};POINT (112076.52977826627 502241.4335743278)
543369;;{A4C10E59-9BA2-4FBB-9951-A7A5DB1386A6};POINT (111267.42154596088 500594.92466810293)
543370;;{81E07DA7-56B0-4CC1-AD54-722583724020};POINT (113881.20846758415 493744.1596492822)
