Rijlabels;7110 - Gebruik en onderhoud gebouw en terreinen;7210 - Verbruik van energie en water;7310 - Verhuizen;7410 - Verwerven en afstoten;Eindtotaal
B.V. Bouwbedrijf J. A. Van Niftrik;6;;;;6
B.V. Technisch Bureau 'Massier';6;;;;6
Baggerbedrijf De Boer;6;;;;6
Bernadottelaan C.V.;;2;;6;6
Bierman Henket architecten B.V.;6;;;;6
Bouwbedrijf Kreeft B.V.;6;;;;6
Bouwonderneming Stout B.V.;6;;;;6
Bright Property Management B.V.;;;;6;6
Brinkel & Janssen Vastgoed Holding B.V.;;3;;6;6
C.V. Vastgoed Paterswoldseweg 814;;2;;6;6
CBRE B.V.;;;;6;6
Chalet V B.V.;;1;;6;6
Chalet X B.V.;;4;;6;6
C-Mark B.V.;6;;;;6
Coöperatie Univé UA;;4;;6;6
Cor Buist Schilders;6;;;;6
Crown Point B.V.;;2;;6;6
Dela Vastgoed B.V.;;4;;6;6
DKC Installatietechniek B.V.;6;;;;6
Dok Architecten B.V.;6;;;;6
Doornebal Interieurs B.V.;6;;;;6
Endenburg Elektrotechniek B.V.;6;;;;6
Fewiro Wijchen B.V.;6;;;;6
Formabouw B.V.;6;;;;6
Gate2 Vastgoed B.V.;;5;;4;6
