FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183d,Groesbeekseweg 374,Onbekend,3000,1996-06-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_374.pdf,,POINT (188802 426453),D151894042
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183e,Groesbeekseweg 382,Onbekend,3000,1996-09-16,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_382.pdf,,POINT (188832 426403),D151894044
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_183f,Groesbeekseweg 364,Onbekend,3000,1997-12-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_364.pdf,,POINT (188759 426530),D151894045
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1840,Groesbeekseweg 370,Onbekend,4000,1993-03-18,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_370.pdf,,POINT (188780 426488),D151894046
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1841,Groesbeekseweg 414,Onbekend,4000,1998-01-30,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_414.pdf,,POINT (188904 426277),D151894047
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1842,Groesbeekseweg 408,Onbekend,5000,1999-10-07,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_408.pdf,,POINT (188891 426319),D151894048
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1843,Groesbeekseweg 428,Onbekend,9,,?,"Er is gezocht naar een tank, geen tank gevonden",nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 4,POINT (188959 426162),D151894049
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1844,Groesbeekseweg 424,"Oprit, nabij voordeur",3000,1999-10-21,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_424.pdf,,POINT (188949 426224),D151894050
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1845,Groesbeekseweg 444,Onbekend,3000,1991-08-28,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_444.pdf,,POINT (188967 426087),D151894051
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1846,Groesbeekseweg 446,Onbekend,3000,2001-10-18,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_446.pdf,,POINT (188972 426068),D151894052
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1847,Groesbeekseweg 466,Onbekend,3000,1981-04-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_466.pdf,,POINT (188993 425938),D151894053
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1848,Groesbeekseweg 462,Onbekend,3000,1999-06-29,Laura/Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_462.pdf,,POINT (188989 425965),D151894054
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1849,Groesbeekseweg 470,Achtertuin.,3000,1997-02-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_470.pdf,,POINT (188996 425912),D151894055
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184a,Groesbeekseweg 460,Onbekend,3000,1998-01-06,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_460.pdf,,POINT (188987 425977),D151894056
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184b,Groesbeekseweg 456,Onbekend,3000,1998-01-08,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_456.pdf,,POINT (188982 426002),D151894057
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184c,Groesbeekseweg 452,Onbekend,3000,1998-01-16,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_452.pdf,,POINT (188978 426030),D151894058
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184d,Groesbeekseweg 458,Onbekend,3000,1998-01-16,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_458.pdf,,POINT (188985 425988),D151894059
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184e,Groesbeekseweg 464,Onbekend,3000,1998-02-26,Laura/ Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_464.pdf,,POINT (188991 425953),D151894060
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_184f,Groesbeekseweg 454,Onbekend,3000,1998-04-17,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_454.pdf,,POINT (188980 426018),D151894061
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1850,Groesbeekseweg 468,Onbekend,5000,1998-03-05,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_468.pdf,,POINT (188994 425923),D151894063
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1851,Groesbeekseweg 366,Onbekend,6000,1998-01-20,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_366.pdf,,POINT (188763 426520),D151894064
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1852,Peltlaan 315 v.,Onbekend,3000,1998-01-26,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Peltlaan_315_v.pdf,,POINT (186758 424595),D151894065
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1853,Groenewoudseweg 324,Zijtuin. Links,3000,1994-02-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groenewoudseweg_324.pdf,,POINT (187589 426980),D151894066
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1854,Hoogersstr. 005 H.,Onbekend,3000,1999-06-29,Laura/Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hoogersstr_005_H.pdf,,POINT (187922 428250),D151894067
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1855,Hoogersstr. 006 H.,Onbekend,2000,1993-12-15,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Hoogersstr_006_H.pdf,,POINT (187899 428232),D151894068
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1856,Bijleveldsingel 147,Onbekend,10000,1997-07-03,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_147.pdf,,POINT (187925.203793074 428155.6831767),D151894069
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1857,Bijleveldsingel 038,Onbekend,3000,1999-09-16,Laura/Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_038.pdf,,POINT (187979.82499365 428222.677080688),D151894070
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1858,Bijleveldsingel 042,Voortuin.,3000,1994-03-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_042.pdf,,POINT (187966 428217),D151894071
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1859,Bijleveldsingel 034,Onbekend,5000,1997-10-31,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_034.pdf,,POINT (187994.459359919 428228.295825925),D151894072
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185a,Bijleveldsingel 078,Voortuin.,3000,1994-03-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bijleveldsingel_078.pdf,,POINT (187831 428184),D151894074
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185b,Julianaplein 001,links voor gebouw,15000,2000-06-22,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Julianaplein_001.pdf,,POINT (188124.747523495 428204.061214122),D151894075
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185c,Wilhelminasingel 007,Onbekend,3000,1993-12-08,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_007.pdf,,POINT (187812 428198),D151894076
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185d,Wilhelminasingel 008,Onbekend,5000,1998-05-20,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_008.pdf,Wilhelminasingel,POINT (187779 428194),D151894077
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185e,Wilhelminasingel 015,Onbekend,5000,1998-05-18,Laura/Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_015.pdf,,POINT (187892 428089),D151894078
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_185f,Wilhelminasingel 013,Onbekend,10000,1993-10-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_013.pdf,,POINT (187866 428119),D151894079
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1860,Wilhelminasingel 004,Voortuin,3000,1997-11-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_004.pdf,,POINT (187777 428214),D151894081
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1861,Wilhelminasingel 006,Voortuin,5000,1997-11-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_006.pdf,,POINT (187778 428204),D151894082
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1862,Wilhelminasingel 012,Onbekend,5000,1998-11-26,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_012.pdf,,POINT (187781 428178),D151894084
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1863,Wilhelminasingel 026,Onbekend,3000,1999-05-26,Laura/Milieutec,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_026.pdf,,POINT (187832.788671577 428103.973837948),D151894085
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1864,Wilhelminasingel 024,Onbekend,9,,?,"Er is gezocht naar een tank, er is geen tank aangetroffen",Nvt,Ja,GeenCertificaat.pdf,Wilhelminasingel,POINT (187828.741173482 428109.767589535),D151894086
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1865,Wilhelminasingel 036,Onbekend,3000,1998-07-09,Laura/Adico,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_036.pdf,,POINT (187851.17500635 428082.856235713),D151894087
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1866,Wilhelminasingel 042,Onbekend,4000,1993-10-20,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Wilhelminasingel_042.pdf,,POINT (187868.618745237 428062.81000762),D151894088
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1867,Sloetstr. 004,Onbekend,3000,1997-12-24,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Sloetstr_004.pdf,,POINT (187769 428164),D151894089
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1868,Nijhoffstr. 006,Voortuin,3000,,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Nijhoffstr_006.pdf,,POINT (187748.696215392 428083.727457455),D151894090
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1869,Nijhoffstr. 002-004,Oprit.,5000,1994-04-07,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Nijhoffstr_002_004.pdf,,POINT (187772 428112),D151894091
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186a,Nijhoffstr. 001,In kelder,9,,?,Het betreft een bovengrondse tank,Nvt,Ja,GeenCertificaat.pdf,Nijhoffstr. 001.,POINT (187794 428103),D151894092
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186b,Guyotstr. 011 (024 op KIWA),Onbekend,1000,1996-07-02,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Guyotstr_011__024_op_KIWA.pdf,,POINT (187858 428003),D151894093
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186c,Guyotstr. 003,"In kelder, goed toegankelij",2000,1993-10-01,Chemclean,De tank is verwijderd,,Ja,Guyotstr_003.pdf,,POINT (187877 428024),D151894094
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186d,Guyotstr. 008,Onbekend,3000,1998-02-04,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Guyotstr_008.pdf,,POINT (187856 428034),D151894095
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186e,Pyrmontsingel 091 Wald.,Voortuin.,3000,1993-01-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Pyrmontsingel_091_Wald.pdf,,POINT (187918 428049),D151894097
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_186f,Pyrmontsingel 087 Wald.,Voortuin.,3000,1996-12-16,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Pyrmontsingel_087_Wald.pdf,,POINT (187933 428056),D151894098
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1870,Pyrmontsingel 085 Wald.,Voortuin,9,1996-05-03,Chemclean,De tanks zijn verwijderd,"Wel volgens richtlijnen, geen certificaten",Ja,GeenCertificaat.pdf,Pyrmontsingel 08,POINT (187939 428059),D151894099
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1871,Gentstr. 056 van,Onbekend,3000,1996-07-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Gentstr_056_van.pdf,,POINT (188084 427948),D151894100
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1872,Athlonestr. 006,Naast het huis.,2000,1993-04-27,Chemclean,De tank is verwijderd,,Ja,Athlonestr_006.pdf,,POINT (188005 427970),D151894101
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1873,Vijghstr. 047 Joh.,Voortuin.,2000,1993-06-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Vijghstr_047_Joh.pdf,,POINT (188002 427940),D151894102
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1874,Vijghstr. 002 Joh.,Zijtuin.,3000,1997-11-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Vijghstr_002_Joh.pdf,,POINT (187892.148930979 428035.733442857),D151894103
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1875,Groesbeekseweg 015-019,Onbekend,25000,1999-03-18,Gelder/Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_015_019.pdf,,POINT (187807 428035),D151894104
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1876,Groesbeekseweg 023,Onbekend,3000,1998-03-27,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_023.pdf,,POINT (187823.015621031 428022.984378969),D151894105
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1877,Groesbeekseweg 025,Onbekend,3000,1998-07-16,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_025.pdf,,POINT (187829 428017),D151894106
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1878,Groesbeekseweg 037,Voortuin.,3000,1991-09-06,Chemclean,De tank is verwijderd,,Ja,Groesbeekseweg_037.pdf,,POINT (187885 427967),D151894107
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1879,Groesbeekseweg 041,Voortuin.,3000,1993-07-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_041.pdf,,POINT (187894.007810516 427958.785941072),D151894108
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187a,Groesbeekseweg 045,Voortuin.,3000,1993-09-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_045.pdf,,POINT (187903 427950),D151894109
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187b,Groesbeekseweg 053,Onbekend,3000,1996-06-27,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_053.pdf,Groesbeekseweg 0,POINT (187923 427934),D151894110
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187c,Groesbeekseweg 073,Voortuin.,3000,1992-10-21,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_073.pdf,,POINT (187989.214058928 427865.984378969),D151894111
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187d,Groesbeekseweg 055,Onbekend,3000,1993-04-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_055.pdf,,POINT (187941 427914),D151894112
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187e,Groesbeekseweg 065,Voortuin.,3000,1993-07-15,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_065.pdf,,POINT (187969 427885),D151894113
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_187f,Groesbeekseweg 083,Achtertuin.,3000,1993-04-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_083.pdf,,POINT (188031.626555753 427820.762509525),D151894114
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1880,Groesbeekseweg 075,Onbekend,5000,1996-03-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_075.pdf,,POINT (188016.552915717 427839.242322736),D151894115
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1881,Groesbeekseweg 143,Oprit.,3000,1993-02-18,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_143.pdf,,POINT (188179 427670),D151894116
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1882,Groesbeekseweg 147,Voortuin.,5000,1997-11-25,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_147.pdf,,POINT (188245 427621),D151894117
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1883,Groesbeekseweg 145,Zijtuin.,5000,1993-02-18,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_145.pdf,,POINT (188203 427653),D151894118
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1884,Groesbeekseweg 006,Onbekend,3000,1999-04-08,Laura/Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_006.pdf,,POINT (187663 428091),D151894119
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1885,Groesbeekseweg 088,Voortuin.,3000,1993-07-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_088.pdf,,POINT (187966 427843),D151894120
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1886,Groesbeekseweg 012,Onbekend,3000,1996-04-11,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_012.pdf,,POINT (187680 428082),D151894121
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1887,Groesbeekseweg 008,Onbekend,3000,1998-01-09,Laura/ Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_008.pdf,,POINT (187668 428088),D151894122
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1888,Groesbeekseweg 032,Onbekend,8000,1999-11-25,Laura/Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_032.pdf,,POINT (187764 428027),D151894123
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1889,Groesbeekseweg 034,Onbekend,3000,1984-01-01,?,De tank is in het verleden waarschijnlijk verwijderd. De kwaliteit van de bodem is onbekend,Nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 0,POINT (187775.303451829 428018.131032114),D151894124
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188a,Groesbeekseweg 044,Onbekend,3000,1998-03-12,Laura/Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_044.pdf,,POINT (187805 427994),D151894125
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188b,Groesbeekseweg 050,Voortuin.,3000,1994-05-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_050.pdf,,POINT (187835 427967),D151894126
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188c,Groesbeekseweg 058,Voortuin.,3000,1993-04-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_058.pdf,,POINT (187859.4869097 427945.715208757),D151894127
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188d,Groesbeekseweg 064,Voortuin.,3000,1993-07-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_064.pdf,,POINT (187875.349810221 427931.119445671),D151894128
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188e,Groesbeekseweg 060,Onbekend,3000,1994-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_060.pdf,,POINT (187864.55545944 427941.180933887),D151894129
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_188f,Groesbeekseweg 070,Achtertuin.,3000,1995-11-01,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_070.pdf,,POINT (187888 427918),D151894131
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1890,Groesbeekseweg 068,Onbekend,9,,?,"Tank gezocht, niets aangetroffen",nvt,Ja,GeenCertificaat.pdf,Groesbeekseweg 0,POINT (187884.407767676 427921.794350781),D151894132
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1891,Groesbeekseweg 076,Onbekend,3000,1992-09-30,ECC,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_076.pdf,,POINT (187937.565516057 427871.42069248),D151894133
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1892,Groesbeekseweg 074,Onbekend,3000,1992-10-01,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_074.pdf,,POINT (187933 427874),D151894134
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1893,Groesbeekseweg 072,Voortuin.,3000,1993-07-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_072.pdf,,POINT (187927.182816866 427880.015621031),D151894135
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1894,Groesbeekseweg 078,Onbekend,3000,1994-09-27,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_078.pdf,,POINT (187941.903446545 427866.965521342),D151894136
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1895,Groesbeekseweg 096 (pastorie),Kerkplein.,3000,1993-08-18,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_096_pastorie.pdf,,POINT (187993 427809),D151894137
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1896,Groesbeekseweg 094 (kerk),"Onder kerkplein, naast de p",8000,1998-12-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_094_kerk.pdf,,POINT (187970 427812),D151894138
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1897,Groesbeekseweg 114,Voortuin.,3000,1993-01-08,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_114.pdf,,POINT (188027.92413374 427772.400005285),D151894139
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1898,Groesbeekseweg 136,Zijtuin.,5000,1993-04-23,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_136.pdf,,POINT (188094 427689),D151894140
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1899,Groesbeekseweg 146,Voortuin.,5000,1994-04-07,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Groesbeekseweg_146.pdf,,POINT (188152 427640),D151894141
