FID,ADRES,LIGGING_TANK,VOLUME_TANK,DATUM_BEHANDELING,BEHANDELD_DOOR,IMAPCONCL,CERTIFICERING,TANK_AFGEDAAN,TANK_PDF,GEENCERT,GEOMETRIE,DOCUMENTNR
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16c6,Apostelenweg 015 Twaalf,Onbekend,10000,1998-02-17,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_015_Twaalf.pdf,,POINT (190636 426832),D151893888
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16c7,Apostelenweg 006 Twaalf,Achtertuin.,3000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_006_Twaalf.pdf,,POINT (190684 426965),D151893889
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16c8,Apostelenweg 010 Twaalf,Onbekend,3000,1993-01-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_010_Twaalf.pdf,,POINT (190629 426908),D151893890
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16c9,Apostelenweg 020 Twaalf,Hoek Eversweg.,3000,1993-10-12,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_020_Twaalf.pdf,,POINT (190557 426832),D151893891
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ca,Apostelenweg 004 Twaalf,Onbekend,3000,1996-04-22,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_004_Twaalf.pdf,,POINT (190721 426990),D151893892
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16cb,Apostelenweg 008 Twaalf,Oprit.,5000,1997-09-10,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Apostelenweg_008_Twaalf.pdf,,POINT (190647 426935),D151893893
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16cc,Apostelenweg 012 Twaalf,Onbekend,9,,?,Adres bestaat niet meer. Situatie tank onbekend,Niet van toepassing,Ja,GeenCertificaat.pdf,Apostelenweg 012,POINT (190622.096414359 426874.914084328),D151893894
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16cd,Koningenweg 005 Drie,Onbekend,5000,1993-01-05,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningenweg_005_Drie.pdf,,POINT (190858 426896),D151893895
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ce,Koningenweg 001 Drie,Voortuin.,5000,1993-03-24,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningenweg_001_Drie.pdf,,POINT (190776 426931),D151893896
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16cf,Koningenweg 002 Drie,Onbekend,3000,2000-01-28,Milieutec,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningenweg_002_Drie.pdf,,POINT (190738 426900),D151893897
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d0,Koningenweg 004 Drie,Voortuin.,5000,1993-05-14,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningenweg_004_Drie.pdf,,POINT (190760 426875),D151893898
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d1,Koningenweg 006 Drie,Voortuin.,5000,1993-05-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Koningenweg_006_Drie.pdf,,POINT (190789 426844),D151893899
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d2,Johannaweg 010,Oprit.,3000,1993-03-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Johannaweg_010.pdf,,POINT (190396 426590),D151893900
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d3,Payensweg 005,Achtertuin.,3000,1993-04-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_005.pdf,,POINT (190360 426805),D151893901
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d4,Payensweg 007,Voortuin.,3000,1994-05-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_007.pdf,,POINT (190325 426784),D151893902
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d5,Payensweg 011,Voortuin.,5000,1993-01-13,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_011.pdf,,POINT (190279 426734),D151893903
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d6,Payensweg 003,Voortuin/oprit,6000,1997-08-01,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_003.pdf,,POINT (190393 426801),D151893904
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d7,Payensweg 002,Onbekend,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_002.pdf,,POINT (190405 426838),D151893905
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d8,Payensweg 004,Zijtuin.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_004.pdf,,POINT (190364 426838),D151893906
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16d9,Payensweg 006,Oprit.,5000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Payensweg_006.pdf,,POINT (190351 426834),D151893907
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16da,Payensweg 010,tuin (zuid),9,1987-01-01,?,De tank is in eigen beheer verwijderd. De kwaliteit van de bodem is onbekend,Geen,Ja,GeenCertificaat.pdf,Payensweg 010.pd,POINT (190241 426760),D151893908
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16db,Bergweg 006,Oprit.,3000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bergweg_006.pdf,,POINT (190250 426989),D151893909
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16dc,Bergweg 009,Zijtuin.,3000,1993-05-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Bergweg_009.pdf,,POINT (190340 426876),D151893910
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16dd,Torenweg 017,"Zijtuin, (2 Tanks).",15000,1992-11-24,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Torenweg_017.pdf,,POINT (190110 426942),D151893911
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16de,Lindenlaan 004,Onbekend,3000,1996-04-11,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Lindenlaan_004.pdf,,POINT (190008 426891),D151893912
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16df,Lindenlaan 010,Voortuin.,5000,1993-01-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Lindenlaan_010.pdf,,POINT (190061 426886),D151893913
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e0,Torenweg 030 Korte,Onbekend,3000,1992-10-29,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Torenweg_030_Korte.pdf,,POINT (190076 426807),D151893914
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e1,Kwakkenbergweg 021,Oprit.,2000,1994-11-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_021.pdf,,POINT (189457 426942),D151893915
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e2,Kwakkenbergweg 019,Voortuin.,3000,1997-09-25,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_019.pdf,,POINT (189448 426950),D151893916
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e3,Kwakkenbergweg 013,Oprit.,3000,1993-01-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_013.pdf,,POINT (189414 426957),D151893917
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e4,Kwakkenbergweg 009,Oprit.,3000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_009.pdf,,POINT (189392 426962),D151893918
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e5,Kwakkenbergweg 023,Oprit.,3000,1997-03-21,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_023.pdf,,POINT (189469 426939),D151893919
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e6,Kwakkenbergweg 011,Oprit.,3000,1997-05-02,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_011.pdf,,POINT (189403 426960),D151893920
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e7,Kwakkenbergweg 031-033,Bij gymzaal en bij lokaal 6,5000,1993-02-08,Chemclean,"E‚n tank is gevuld met zand, ‚‚n tank is verwijderd, beiden  5.000 L",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_031_033.pdf,,POINT (189661.438658877 426904.87503175),D151893921
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e8,Kwakkenbergweg 043,Oprit.,5000,1993-05-17,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_043.pdf,,POINT (190125 426779),D151893922
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16e9,Kwakkenbergweg 045,Voor- en achtertuin.,10000,1993-01-04,Chemclean,"De tanks zijn gevuld met zand, 10.000 L en 3.000 L",Tanks zijn conform de richtlijnen (KIWA) gesaneerd,Ja,Kwakkenbergweg_045.pdf,,POINT (190156 426764),D151893923
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ea,Berg en dalseweg 142,Voortuin.,3000,1997-04-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_142.pdf,,POINT (188984 427920),D151893650
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16eb,Berg en dalseweg 146,Oprit.,5000,1993-06-25,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_146.pdf,,POINT (189002 427902),D151893651
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ec,Berg en dalseweg 148,Oprit.,8000,1993-06-25,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_148.pdf,,POINT (189012 427897),D151893652
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ed,Berg en dalseweg 144,Voortuin.,9,1993-06-21,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_144.pdf,,POINT (188993 427918),D151893653
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ee,Berg en dalseweg 158,Zijtuin.,3000,1992-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_158.pdf,,POINT (189078 427846),D151893654
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ef,Berg en dalseweg 160,Oprit.,3000,1992-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_160.pdf,,POINT (189087 427840),D151893655
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f0,Berg en dalseweg 164,Oprit.,3000,1992-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_164.pdf,,POINT (189114 427826),D151893656
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f1,Berg en dalseweg 154,Oprit.,3000,1993-05-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_154.pdf,,POINT (189061 427857),D151893657
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f2,Berg en dalseweg 156,Voortuin.,4000,1993-05-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_156.pdf,,POINT (189069 427851),D151893658
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f3,Berg en dalseweg 152,Oprit.,5000,1993-06-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_152.pdf,,POINT (189046 427860),D151893659
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f4,Berg en dalseweg 170,Zijtuin.,3000,1992-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_170.pdf,,POINT (189135 427813),D151893660
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f5,Berg en dalseweg 192,Voortuin.,3000,1994-01-21,?,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_192.pdf,,POINT (189247 427746),D151893661
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f6,Berg en dalseweg 182,Onbekend,3000,1998-07-27,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_182.pdf,,POINT (189213.003724763 427767.919148897),D151893662
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f7,Berg en dalseweg 194,Voortuin,9,,?,"Ooit tank gemeld, de tank is gezocht en niet aangetroffen",,Ja,GeenCertificaat.pdf,Berg en dalseweg,POINT (189254 427740),D151893663
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f8,Berg en dalseweg 216,Voortuin.,3000,1992-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_216.pdf,,POINT (189315 427659),D151893664
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16f9,Berg en dalseweg 273,Voortuin.,3000,1997-05-29,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_273.pdf,,POINT (189482 427564),D151893665
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16fa,Berg en dalseweg 275,Achtertuin,9,,?,De tank was bovengronds en is verwijderd,,Ja,GeenCertificaat.pdf,Berg en dalseweg,POINT (189496 427559),D151893666
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16fb,Berg en dalseweg 295,Speelplaats bij keuken,2000,1997-12-11,Chemclean,De tanks zijn verwijderd,"E‚n tank is conform de richtlijnen (KIWA) gesaneerd. De ander niet, kwaliteit bodem onbekend",Ja,Berg_en_dalseweg_295.pdf,,POINT (189707.882355431 427495.517695369),D151893667
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16fc,Berg en dalseweg 287,,6000,1993-06-16,Chemclean,De tank is leeg,"Tank is conform de richtlijnen (KIWA) gesaneerd, deelcertificaat",Ja,Berg_en_dalseweg_287.pdf,,POINT (189597 427569),D151893668
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16fd,Berg en dalseweg 335,"Waarschijnlijk oprit, daar",3000,1997-09-10,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_335.pdf,,POINT (189953 427315),D151893669
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16fe,Berg en dalseweg 337,Achtertuin.,3000,1993-07-06,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_337.pdf,,POINT (189961 427310),D151893670
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_16ff,Berg en dalseweg 311,Oprit.,3000,1993-10-04,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_311.pdf,,POINT (189841 427390),D151893671
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1700,Berg en dalseweg 329,Onbekend,3000,1993-10-25,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_329.pdf,,POINT (189928 427331),D151893672
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1701,Berg en dalseweg 315,Zijtuin.,3000,1994-06-15,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_315.pdf,,POINT (189849 427383),D151893673
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1702,Berg en dalseweg 272,Voortuin.,3000,1997-12-24,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_272.pdf,,POINT (189525 427518),D151893674
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1703,Berg en dalseweg 280,Voortuin.,3000,1997-10-16,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_280.pdf,,POINT (189552 427511),D151893675
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1704,Berg en dalseweg 262,Onbekend,3000,1996-07-04,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_262.pdf,,POINT (189493.309378903 427527.297860952),D151893676
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1705,Berg en dalseweg 264,Onbekend,3000,1996-07-04,Chemclean,De tank is gevuld met lichtbeton,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_264.pdf,,POINT (189499.409214361 427525.497531868),D151893677
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1706,Berg en dalseweg 282,Achtertuin,5000,1997-10-30,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_282.pdf,,POINT (189561 427508),D151893678
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1707,Berg en dalseweg 292,Voortuin.,3000,1992-12-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_292.pdf,,POINT (189614.910422488 427486.677080688),D151893679
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1708,Berg en dalseweg 314,Voortuin.,2000,1993-01-26,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_314.pdf,,POINT (189679 427450),D151893680
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1709,Berg en dalseweg 326,Achtertuin.,3000,1997-10-07,Chemclean,De tank is gevuld met zand en puin,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_326.pdf,,POINT (189712 427432),D151893681
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170a,Berg en dalseweg 324,Voortuin.,3000,1993-06-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_324.pdf,,POINT (189708.439590213 427434.809372619),D151893682
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170b,Berg en dalseweg 316,Voortuin.,3000,1993-12-08,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_316.pdf,,POINT (189684 427447),D151893683
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170c,Berg en dalseweg 328a,Oprit.,3000,1992-12-10,ECC,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_328a.pdf,,POINT (189765.610447888 427386.548937431),D151893684
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170d,Berg en dalseweg 346,Tussen tuin en garage.,5000,1993-06-21,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Berg_en_dalseweg_346.pdf,,POINT (189852 427347),D151893685
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170e,Grootstr. 043 Hugo de,Onbekend,10000,1993-03-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Grootstr_043_Hugo_de.pdf,,POINT (188783 428429),D151893686
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_170f,Grootstr. 041 Hugo de,Onbekend,9,,?,"Er is gezocht naar een tank, geen tank aangetroffen",,Ja,GeenCertificaat.pdf,Grootstr. 041 Hu,POINT (188741 428365),D151893687
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1710,Grootstr. 042 Hugo de,Onbekend,9,,?,"Er is gezocht naar een tank, geen tank aangetroffen",,Ja,GeenCertificaat.pdf,Grootstr. 042 Hu,POINT (188738 428317),D151893688
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1711,Grootstr. 118 Hugo de,Onbekend,3000,1990-11-01,Chemclean,De tank is gevuld met zand,,Ja,Grootstr_118_Hugo_de.pdf,,POINT (188845 428476),D151893689
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1712,Barbarossastr. 035,Onbekend,3000,1997-07-11,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_035.pdf,,POINT (188755 428541),D151893690
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1713,Barbarossastr. 018,Achtertuin.,4000,1993-10-12,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_018.pdf,,POINT (188689 428517),D151893691
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1714,Barbarossastr. 030a,Voortuin.,3000,1992-12-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_030a.pdf,,POINT (188751 428506),D151893692
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1715,Barbarossastr. 036,Voortuin.,3000,1992-12-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_036.pdf,,POINT (188771 428502),D151893693
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1716,Barbarossastr. 054,Onbekend,3000,1994-08-11,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_054.pdf,,POINT (188813 428490),D151893694
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1717,Barbarossastr. 052,Voortuin.,3000,1994-12-13,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_052.pdf,,POINT (188805.146 428495.474),D151893696
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1718,Barbarossastr. 060,Oprit.,3000,1993-09-03,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_060.pdf,,POINT (188862 428465),D151893697
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1719,Barbarossastr. 064,Voortuin.,4000,1992-12-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_064.pdf,,POINT (188879 428453),D151893698
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171a,Barbarossastr. 066,Voortuin.,4000,1992-12-10,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_066.pdf,,POINT (188890 428446),D151893699
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171b,Barbarossastr. 068,Voortuin.,3000,1993-03-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_068.pdf,,POINT (188914 428431),D151893700
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171c,Barbarossastr. 070,Voortuin.,3000,1993-06-28,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_070.pdf,,POINT (188922 428426),D151893701
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171d,Barbarossastr. 076,Oprit.,5000,1993-11-10,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Barbarossastr_076.pdf,,POINT (188937 428399),D151893702
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171e,Noodtstr. 129 G.,Onbekend,5000,1997-09-05,Isotank,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Noodtstr_129_G.pdf,,POINT (188270 428547),D151893703
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_171f,Batavierenweg 344,Achtertuin.,3000,1993-02-25,Chemclean,De tank is verwijderd,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Batavierenweg_344.pdf,,POINT (189012 428400),D151893705
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1720,Batavierenweg 342,Oprit.,3000,1993-03-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Batavierenweg_342.pdf,,POINT (188997 428419),D151893706
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1721,Batavierenweg 346,Voortuin.,3000,1993-03-09,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Batavierenweg_346.pdf,,POINT (189024 428387),D151893707
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1722,Brugmanstr. 001 Pater,Onbekend,5000,1992-10-30,Chemclean,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_001_Pater.pdf,,POINT (188720 428221),D151893708
MIL_BOD_OLIETANKS.fid-36cc8544_1861f8fe6be_1723,Brugmanstr. 071 Pater,Voortuin,2000,1997-06-03,Adico,De tank is gevuld met zand,Tank is conform de richtlijnen (KIWA) gesaneerd,Ja,Brugmanstr_071_Pater.pdf,,POINT (188861.865217236 428405.806070392),D151893709
