Rijlabels;3000 - Uitbesteden overig;3110 - Uitbesteden organisatie- en formatieadviesopdrachten;3120 - Uitbesteden beleidsadvies- en onderzoeksopdrachten;3130 - Uitbesteden communicatie adviesopdrachten;3140 - Uitbesteden juridische adviesopdrachten;3150 - Uitbesteden ICT-adviesopdrachten;3160 - Uitbesteden accountancy en financiÎn;Eindtotaal
Stg. Integr. Milieu Taakstelling Glastuinbouw;2;;;;;;;2
Stg. Kenniscentrum Center People & Buildings;;;2;;;;;2
Stg. Knowledge/Developm. Ctr. Mainp. Schiphol;6;;;;;;;6
Stg. Maritiem Research Instituut Nederland;3;2;;;;;;4
Stg. Nat. en Int. Wegvervoer Org. (NIWO);2;;;;;;;2
Stg. Nat. Lucht- en Ruimtevaartlaboratorium;6;2;3;;;;;6
Stg. Nat. Nautische Verkeersdienst Opleiding;2;;;;;;;2
Stg. Ned. Inst. voor Int. Betr. 'Clingend.';1;;;;;;;1
Stg. Partnersh. on Sust., Low Carbon Tr. Fnd.;2;;;;;;;2
Stg. RIONED, Platf. Buitenriolering Nederland;1;;;;;;;1
Stg. Talent naar de Top, Charter voor vrouwen;;;2;;;;;2
Stg. Veiligheid en Vakmanschap Rail Vervoer;2;;;;;;;2
Stg. Wet. Ond. Verkeersveiligh. Swov;2;;;;;;;2
Sticht. Breda University of Applied Sciences;1;;;;;;;1
Sticht. Coast to Coast E-Mobility Connection;1;;;;;;;1
Sticht. Delta All. International Foundation;1;;;;;;;1
Sticht. Hogesch. voor de Kunsten Utrecht/HKU;2;;;;;;;2
Sticht. IHE Delft Instit. for Water Education;2;;;;;;;2
Sticht. Kwaliteit voor Installaties Nederland;3;;;;;;;3
Sticht. Women Engage for a Common Fut. - Int.;2;;;;;;;2
Stichting 0.0;;;2;;;;;2
Stichting Accessibility;;;;;;1;;1
Stichting Adviesbureau Onroerende Zaken;2;;;;;;;2
Stichting ANP Foundation;1;;;;;;;1
Stichting Ark;2;;;;;;;2
Stichting Bodembeheer Nederland;3;;;;;;;3
Stichting Bouwkwaliteit;3;;;;;;;3
'Stichting Centrum Ondergronds Bouwen';4;;;;;;;4
Stichting Climate Adaptation Services;5;;;;;;;5
Stichting Codarts, Hogeschool voor de Kunsten;1;;;;;;;1
Stichting Connekt;9;;;;;;;9
Stichting De Groene Garage;2;;;;;;;2
Stichting De Kargadoor;1;;;;;;;1
Stichting De Nieuwe Kaart van Nederland;1;;;;;;;1
Stichting De Nieuwe Kanselarij;1;;;;;;;1
Stichting De Ooievaart;1;;;;;;;1
Stichting de Reisbeweging;2;;;;;;;2
Stichting De Verkeersgedragdag;1;;;;;;;1
Stichting deelnemersgelden congresbureau;1;;;;;;;1
Stichting Deltares;3;;;;;;;3
Stichting Derdengelden Vlietlaan;1;;;;;;;1
Stichting DSFW Foundation;2;;;;;;;2
Stichting Dutch Cycling Embassy;2;;;;;;;2
Stichting Duurzaamheidcentrum De Papaver;1;;;;;;;1
Stichting Ecoshape, Building with Nature;4;;;;;;;4
Stichting Energy Expo;1;;;;;;;1
Stichting Entente Florale Nederland;2;;;;;;;2
Stichting Europees Instituut;1;;;;;;;1
Stichting Europees Jeugdparlement Nederland;2;;;;;;;2
Stichting Exploitatie DLV-Gebouw;1;;;;;;;1
Stichting Fietsersbond;2;;;;;;;2
Stichting Flevo Zakenfestival;1;;;;;;;1
Stichting Geonovum;1;;;;;;;1
Stichting GGZ Noord-Holland-Noord;1;;;;;;;1
Stichting Gilde Den Haag;;;1;;;;;1
Stichting Green Village;2;;;;;;;2
Stichting HAS Opleidingen;1;;;;;;;1
Stichting Het Groene Brein;2;;;;;;;2
Stichting Het Huis;1;;;;;;;1
Stichting Het Lindenberg Theater;1;;;;;;;1
Stichting Het Wereld Natuur Fonds-Nederland;1;;;;;;;1
Stichting Hogeschool van Arnhem en Nijmegen;2;;;;;;;2
Stichting Holland Circular Hotspot;3;;;;;;;3
Stichting Humanity House;1;;;;;;;1
Stichting iabr/UP;2;;;;;;;2
Stichting Infrastr. Kwaliteitsborg. Bodembeh.;1;;;;;;;1
Stichting Internat. Perscentrum 'Nieuwspoort';1;;;;;;;1
Stichting International Water Conferences;2;;;;;;;2
Stichting IVN;2;;;;;;;2
Stichting KC Studentenfonds;;;1;1;;;;1
Stichting Kennis Gebiedsontwikkeling (SKG);1;;;;;;;1
Stichting Kennislab voor Urbanisme;4;;;;;;;4
Stichting Klimaatverbond Nederland;2;;;;;;;2
Stichting Lunet aan de Snel;1;;;;;;;1
Stichting Marketing Scheveningen;1;;;;;;;1
Stichting MEE Veluwe;1;;;;;;;1
Stichting Mens en Onderneming;;;2;2;;;;2
Stichting Milieu Centraal;3;;;;;;;3
Stichting Milieukeur;2;;;;;;;2
Stichting MuzeRijk;1;;;;;;;1
Stichting MVO Nederland;1;;;;;;;1
Stichting Nationaal Monument Watersnood 1953;2;;;;;;;2
Stichting Natuur en Milieu;3;;;;;;;3
Stichting Ned. Bureau Keuringen Binnenvaart;1;;;1;;;;1
Stichting Netherlands eScience Center;;;3;;;;;3
Stichting Netherlands Water Partnership (Nwp);2;;;;;;;2
Stichting Next Generation Infrastructures 2;;;1;;;;;1
Stichting Plastic Soup Foundation;1;;;;;;;1
Stichting Pleio;1;;;;;;;1
Stichting Postfilter;1;;;;;;;1
Stichting Probos;1;;;;;;;1
Stichting Projecten Binnenvaart;3;;;;;;;3
Stichting Rail Cargo Information Netherlands;1;;1;;;;;1
Stichting RE LOVE;2;;;;;;;2
Stichting Saxion;2;;;;;;;2
Stichting SBRCURnet;2;;;;;;;2
Stichting SCIOS;3;;;;;;;3
Stichting SEO Economisch Onderzoek;4;;1;;;;;4
Stichting Springtij Festival Terschelling;1;;;;;;;1
Stichting Subp, Marketing en Commun;2;;;;;;;2
Stichting Toegepast Onderzoek Waterbeheer;6;;;;;;;6
Stichting Urgenda;2;;;;;;;2
STICHTING VAKEXAMENS VOOR DE PARTIC;1;;;;;;;1
Stichting VeiligheidNL;4;;;;;;;4
Stichting voor de Technische Wetenschappen;6;;;;;;;6
Stichting Wandelnet;1;;;;;;;1
Stichting Waterlanders;2;;;;;;;2
Stichting Waterrecreatie Nederland;3;;;;;;;3
Stichting Wereld Vismigratie;1;;;;;;;1
Stichting Wetskills;1;;;;;;;1
Stichting Zuiderzeemuseum;1;;;;;;;1
Stiftelsen The Stockholm Environmen;;;;2;;;;2
Stockholm Int. Water Institute;1;;;;;;;1
Story Studio;1;;;;;;;1
Story2tell;2;;;;;;;2
Straecos B.V.;1;;;;;;;1
Strand Zuid;1;;;;;;;1
Strandpaviljoen De Kwartel B.V.;1;;;;;;;1
Strategy Development Partners;2;;;;;;;2
Stratelligence B.V.;3;;;;;;;3
Strootman Landschapsarchitecten B.V.;1;;;;;;;1
Studio Bavinck;1;;;;;;;1
studio Gear Up;2;;;;;;;2
Studio Lammert Jonkman;2;;;;;;;2
Studio Makkink & Bey B.V.;1;;;;;;;1
Successupport;2;;;;;;;2
Sustainable Change B.V.;;;2;1;;;;2
SustainableMotion;3;;;;;;;3
Sustainalize B.V. .;1;;;;;;;1
Sustainalytics B.V.;2;;;;;;;2
Swaak & Crooijmans B.V.;2;;;;;;;2
Swarco Nederland B.V.;2;;;;;;;2
Sweco Holdco B.V.;2;;;;;;;2
Sweco Nederland;2;;2;;;;;3
Syconomy;2;;;;;;;2
Synergos Communicatie B.V.;4;;;;;;;4
T. Fast Advies;2;;;;;;;2
T. Nooteboom Consultancy;2;;;;;;;2
T.M.A. (T. Miedema Aviation);;1;;;;;;1
Take2Media;1;;;;;;;1
TalentOn B.V.;;;1;;;;;1
T√úV Nederland QA B.V.;;;1;;;;;1
TAPE.CC. B.V.;2;;;;;;;2
Tauw B.V.;6;2;;;;;;6
Tauw Group B.V.;1;;;;;;;1
TB Events;1;;;;;;;1
TBD Jobboards;1;;;;;;;1
Techniplan Adviseurs B.V.;2;;;;;;;2
TeeuwenGroep Sprekersbureau B.V.;;;1;;;;;1
Tek Tok;1;;;;;;;1
Teka Groep B.V.;1;;;;;;;1
Tekom Vertalers B.V.;1;;;;;;;1
Tekstbureau Leo van Marrewijk;1;;;;;;;1
Tekstbureau Met Andere Woorden;2;;;;;;;2
Tekstburo Gort B.V.;;;1;;;;;1
Tekstkantoor Van As;;;2;;;;;2
Tele2 Nederland B.V.;1;;;;;;;1
Telecom Service Leek B.V.;;;;1;;;;1
Tessa Haan Projectbegeleiding;2;;;;;;;2
Textcetera B.V.;1;;;;;;;1
THALES ELECTRONIC SYSTEMS GMBH;2;;;;;;;2
The Boston Consulting Group B.V.;2;;;;;;;2
The Brand Hotel B.V.;2;;;;;;;2
The Broadcaster B.V.;1;;;;;;;1
the endurance company;1;;;;;;;1
The Fieldwork Company B.V.;1;;;;;;;1
The Flea Market;1;;;;;;;1
The Future Mobility Network B.V.;3;;;;;;;3
The International Rail Technology Institute;1;;;;;;;1
The Myers-Briggs Company Limited;;1;;;;;;1
The Next Speaker;1;;;;;;;1
The Oddshop B.V.;1;;;;;;;1
The Signature of Thai Food;1;;;;;;;1
Things To Make And Do B.V.;2;1;2;;;;;2
Thissen Systems and Policy Analysis;1;;;;;;;1
Thuramedia;2;;;;;;;2
Tibs Verkeersadvies;1;;;;;;;1
Time2c B.V.;2;;;;;;;2
Tineke Dijkstra Fotografie;2;;;;;;;2
Tinqwise B.V.;2;;;;;;;2
Tint, Buro voor Grafische Vormgeving;;;2;;;;;2
Tizio B.V.;2;;;;;;;2
Tjalle de Haan Adv. voor de Natte Waterstaat;1;;;;;;;1
TNO Caribbean;2;;;;;;;2
TNO International Holding B.V.;4;4;4;;;;;6
To70 B.V.;7;;;;;;;7
Today Designers B.V.;3;;;1;;;;3
Top Holland Events;1;;;;;;;1
Topgeschenken Nederland B.V.;1;;;;;;;1
Total Design B.V.;2;;;;;;;2
totzo!;1;;;;;;;1
Touringcarbedrijf Betuwe Express B.V.;1;;;;;;;1
Tower Leisure B.V.;1;;;;;;;1
Townsville;1;;;;;;;1
TRAINING FOR TRANSPORTATION PROFESS;1;;;;;;;1
Trans Link Systems B.V.;2;;;;;;;2
Transavia Airlines;2;;;;;;;2
Transcriptie Online;1;;;;;;;1
Translation Office B.V.;1;;;;;;;1
TRANSPORT & MOBILITY LEUVEN N.V.;2;;;;;;;2
Transport en Logistiek Nederland;2;;;;;;;2
TRConsult B.V.;1;;1;;;;;1
Treasury for Conference;1;;;;;;;1
TriamFloat B.V.;;1;1;;;;;2
TRIBES Holding B.V.;1;;;;;;;1
TRID√âE adviseurs in duurzame mobiliteit B.V.;1;;;;;;;1
Trifolium B.V.;3;;;;;;;3
TriOpSys B.V.;;6;;;;;;6
trocon Troelstra Consulting;2;;;;;;;2
Trois Cannetons B.V.;;;1;;;;;1
Tshikona;;;1;;;;;1
TU/e Innovation Experts B.V.;2;;;;;;;2
Twycer;1;;;;;;;1
Twynstra Gudde;3;;;;;;;3
Twynstra Gudde Adviseurs B.V.;2;;;;;;;2
Twynstra Gudde Contracteren/Risicomanag. B.V.;2;;;;;;;2
Twynstra Gudde Energie B.V.;2;;;;;;;2
Twynstra Gudde Mobiliteit & Infrastruct. B.V.;5;;3;;;;;6
Twynstra Gudde Overheid en Organisatie B.V.;4;;;;;;;4
Twynstra Gudde Water B.V.;4;;;;;;;4
Twynstra Gudde Zorg B.V.;1;;;;;;;1
Tygron B.V.;2;;;;;;;2
Tymlez B.V.;;;1;;;;;1
Typeform S.L;;;1;;;;;1
Tyrilo B.V.;2;;;;;;;2
Ubbels en Langerak V.O.F.;3;2;;;;;;3
Uitgeverij Luitingh-Sijthoff B.V.;;1;;;;;;1
UJG;2;;;;;;;2
Ulco van de Pol, juridisch advies;;;;1;;;;1
Umami Restaurant Den Haag B.V.;1;;;;;;;1
UMWELTBUNDESAMT GMBH;1;;;;;;;1
UNESCO;2;;;;;;;2
Uniresearch B.V.;2;;;;;;;2
UNITED NATIONS (CHUB 7);2;;;;;;;2
UNITED NATIONS ECONOMIC COMMISSION;4;;;;;;;4
United Nations Habitat and Human Se;3;;;;;;;3
UNIVERSITƒT Z‹RICH;2;;;;;;;2
Universiteit Twente;2;;;;;;;2
UNIVERSITY OF EAST ANGLIA;;2;;;;;;2
University of Reading;;;3;;;;;3
UNIVERSITY OF ST ANDREWS;1;;;;;;;1
UNIWATER B.V.;2;;;;;;;2
UP Events B.V.;1;;;;;;;1
Urhahn Urban Design B.V.;3;;;;;;;3
USG Finance Professionals B.V.;;1;;;;;;1
V.O.F. Nieuwe Gracht Stad Milieu Landschap;2;;;;;;;2
V+R;3;;;;;;;3
Vakmedianet Management B.V.;;;1;;;;;1
Valerie Kuypers Fotografie;1;;;;;;;1
Van der Kolk Advies;2;;;;;;;2
Van der Sijs Techniek en Automatisering B.V.;1;;;;;;;1
van der Werf Advies en Coaching;;;;1;;;;1
Van Deursen Consultancy;1;;;;;;;1
Van Dorst IT Ontwikkeling;;;2;;;;;2
Van Dunn?? Advies en Management;2;;;;;;;2
Van Engen Advies;2;;;;;;;2
van Hes Projectmanagement;1;;;;;;;1
Van Heugten Tours;2;;;;;;;2
Van Keep Development B.V.;;;1;;;;;1
Van Liefland Milieuadvies;;;1;;;;;1
Van Nelle Ontwerpfabriek Exploitatie B.V.;3;;;;;;;3
Van Steen project- en contractmanag;1;;;;;;;1
Van 't Hof Juridisch Advies B.V.;1;;;;;;;1
van Triest Twello Personenvervoer;1;;;;;;;1
Van Zeggeren Communicatie;4;;;;;;;4
Vanberkel Professionals B.V.;4;1;2;;;;;4
Vantilt Producties B.V.;1;;;;;;;1
Vascobelo V-Bars Den Haag B.V.;1;;;;;;;1
Vast Grafisch;1;;;;;;;1
VCK Travel B.V.;;;;1;;;;1
VECTOR CENTER LLC;1;;;;;;;1
Veldwerk Beheer B.V.;1;;;;;;;1
Velt vzw;1;;;;;;;1
Ver. Centr. Bur. voor de Rijn- en Binnenv.;1;;;;;;;1
Verdonck, Klooster & Associates B.V.;2;;;;;;;2
Vereniging Logistiek Management;1;;;;;;;1
Vereniging v. Nederlandse Proj.ontw. Mij.;1;;;;;;;1
Vereniging van Milieuprofessionals;2;;;;;;;2
Vereniging voor Bouwrecht;1;;;;;;;1
Vergulden Eenhoorn B.V.;1;;;;;;;1
Vermaat Leisure B.V.;1;;;;;;;1
Vermeegen Management Consultancy B.V.;5;;;;;;;5
ViaDW B.V.;;;1;;;;;1
Vialis B.V.;4;;;;;;;4
Vidiveni B.V.;1;;;;;;;1
ViNU Consult B.V.;2;;;;;;;2
Virtual Business Manager;1;;;;;;;1
Virtumedia B.V.;1;;;;;;;1
VISSER waterbeheer;4;;;;;;;4
Visserij-inn.centrum Zuidwest-Nederland B.V.;1;;;;;;;1
Vital Link Beleidsanalyse;1;;;;;;;1
Vivek Anand Voora;2;;;;;;;2
Vlaamsch Eetcaf√© Het Groote Genoegen;1;;;;;;;1
VMG Solutions B.V.;;;2;;;;;2
Voet Personenvervoer B.V.;;1;;;;;;1
Volda;1;;;;;;;1
Volvo Ocean Race, S.L.U.;1;;;;;;;1
Vorderman Consultancy;1;;;;;;;1
Vorm Vijf Grafisch Adviesteam B.V.;4;1;1;1;;;;4
Vorm Vijf Ontwerpteam B.V.;;2;;;;;;2
Vrije Universiteit Brussel;1;;;;;;;1
Vroeg B.V.;1;;;;;;;1
VVV Business B.V.;1;;;;;;;1
W20;1;;;;;;;1
WaardenBeleving;1;;;;;;;1
Water Experience;2;;;;;;;2
Water Stewardship Acad. & Inn. Centre B.V.;2;;;;;;;2
Waterkennisbank B.V.;1;;;;;;;1
Watermediair B.V.;2;;;;;;;2
Wateropleidingen;2;;;;;;;2
Waterwindow B.V.;2;;;;;;;2
WB de Ruimte B.V.;2;;;;;;;2
WCMC;2;;;;;;;2
We-all-wheel B.V.;1;;;;;;;1
WebElect;;;1;;;;;1
Weena B.V.;1;;;;;;;1
Welldra B.V.;2;;;;;;;2
Wepro Engineering B.V.;;;;;2;;;2
Werken met Taal;;1;;;;;;1
Wesselink Van Zijst B.V.;4;;;;;;;4
Wester strategische communicatie;1;;;;;;;1
Wetenschapsjournalist.nl;;;;1;;;;1
WhatELs;2;;;;;;;2
Wiebe Kiestra Fotografie;1;;;;;;;1
WIEMAN & WIEMAN;;;1;;;;;1
Wieneke Wolthuis Communicatie;1;;;;;;;1
Wijngd en zorghoeve de Reestlandhoeve V.O.F.;1;;;;;;;1
WIJNKOPERS;1;;;;;;;1
Wilderbrook;1;;;;;;;1
Winetwists;;;1;;;;;1
WING Process Consultancy B.V.;5;;2;;;;;5
Winston Consulting LLC;4;;;;;;;4
wiritaxi;;1;;;;;;1
Wirtz, Film & Experience Agency B.V.;3;;1;1;;;;3
Witteveen+Bos;6;;3;;;;;6
Wlrtschafts- und Verlagsgesellschaf;1;;;;;;;1
WM Innovatie;1;;;;;;;1
Woestwerk Mediadesign;2;;;;;;;2
Wolters Kluwer Nederland B.V.;1;;;;;;;1
Women for Water Partnership;2;;;;;;;2
WOOD ENVIRONMENT & INFRASTRUCTURE;3;;;;;;;3
Work21 B.V.;1;;;;;;;1
WORLD ANIMAL PROTECTION;1;;;;;;;1
WORLD HEALTH ORGANIZATION;2;;;;;;;2
Worldmeetings.com B.V.;3;;;;;;;3
www.richardengelfriet.nl;;;;1;;;;1
Xerox (Nederland) B.V.;;;1;;;;;1
Xsight-Thing;;;1;;;;;1
Xynthesis;;;1;;;;;1
Yacht;2;;;;;;;2
YM de Boer Advies;2;;;;;;;2
Yogacentrum Innerwork;1;;;;;;;1
Youfacilitate B.V.;1;;;;;;;1
YouHoo;1;;;;;;;1
Zaak van Interactie;2;;;;;;;2
zaak.acht;1;;;;;;;1
ZAESKE CONSULTING;2;;;;;;;2
Zalen Pakhuis de Zwijger B.V.;;;;1;;;;1
Zalencentrum Het Trefpunt;1;;;;;;;1
Zanzibar Beachclub B.V.;1;;;;;;;1
Zeewaardig;1;;;;;;;1
Zegge & Schrijve;2;;;;;;;2
Zeil- en Surfcentrum Brouwersdam B.V.;1;;;;;;;1
Zoom Media;2;;;;;;;2
Zuid-West 3 Communicatie;2;;;;;;;2
ZVU.NU B.V.;1;;1;;;;;1
Zwetsloot Bdr.arts en Luchtvaartgeneeskundige;;4;;;;;;4
anoniem 920;1;;;;;;;1
anoniem 921;1;;;;;;;1
anoniem 919;;;1;;;;;1
Eindtotaal;13;8;7;4;2;7;3;13
