FID,hoogte,mastcode,lichtmastnummer,omschrijving,aanlegjaar,geometrie
O10002_GBI_Lichtmasten.510,6,ri03,sri03,lichtmast,1996,MULTIPOINT ((172240.326 508363.275))
O10002_GBI_Lichtmasten.511,6,ri05,sri05,lichtmast,1996,MULTIPOINT ((172272.975 508332.242))
O10002_GBI_Lichtmasten.512,6,ri16,sri16,lichtmast,1996,MULTIPOINT ((172496.888 508433.177))
O10002_GBI_Lichtmasten.513,6,ri18,sri18,lichtmast,1996,MULTIPOINT ((172535.079 508490.128))
O10002_GBI_Lichtmasten.514,4,ro07,sro07,lichtmast,1996,MULTIPOINT ((172328.75 508385.681))
O10002_GBI_Lichtmasten.515,7,zu07,szu07,lichtmast,1988,MULTIPOINT ((172212.289 509029.37))
O10002_GBI_Lichtmasten.516,4,ke05,ske05,lichtmast,1988,MULTIPOINT ((172294.394 509038.331))
O10002_GBI_Lichtmasten.517,4,ro01,sro01,lichtmast,1996,MULTIPOINT ((172233.352 508374.737))
O10002_GBI_Lichtmasten.518,4,du01,sdu01,lichtmast,1996,MULTIPOINT ((172424.317 508445.403))
O10002_GBI_Lichtmasten.519,4,ma01,sma01,lichtmast,1996,MULTIPOINT ((172369.22 508476.854))
O10002_GBI_Lichtmasten.520,4,pt06,spt06,lichtmast,1996,MULTIPOINT ((172579.932 508425.972))
O10002_GBI_Lichtmasten.521,4,zb07,szb07,lichtmast,1998,MULTIPOINT ((172478.831 508293.659))
O10002_GBI_Lichtmasten.522,4,zb08,szb08,lichtmast,1996,MULTIPOINT ((172494.901 508320.685))
O10002_GBI_Lichtmasten.523,4,zb12,szb12,lichtmast,1996,MULTIPOINT ((172544.904 508389.71))
O10002_GBI_Lichtmasten.524,6,ri12,sri12,lichtmast,1996,MULTIPOINT ((172427.013 508329.565))
O10002_GBI_Lichtmasten.525,7,kf04,skf04,lichtmast,1996,MULTIPOINT ((172117.307 508370.887))
O10002_GBI_Lichtmasten.526,5,ht37,sht37,lichtmast,1987,MULTIPOINT ((172015.883 508440.043))
O10002_GBI_Lichtmasten.527,4,bo04,sbo04,lichtmast,1996,MULTIPOINT ((172020.64 508608.39))
O10002_GBI_Lichtmasten.528,4,bo12,sbo12,lichtmast,1996,MULTIPOINT ((172050.673 508464.674))
O10002_GBI_Lichtmasten.529,4,kb05,skb05,lichtmast,1996,MULTIPOINT ((172162.589 508569.67))
O10002_GBI_Lichtmasten.530,4,do02,sdo02,lichtmast,1997,MULTIPOINT ((172233.729 508850.67))
O10002_GBI_Lichtmasten.531,4,do03,sdo03,lichtmast,1997,MULTIPOINT ((172260.429 508867.04))
O10002_GBI_Lichtmasten.532,4,do10,sdo10,lichtmast,1997,MULTIPOINT ((172310.293 508981.288))
O10002_GBI_Lichtmasten.533,7,ko20,sko20,lichtmast,1989,MULTIPOINT ((172858.372 509665.162))
O10002_GBI_Lichtmasten.534,4,zw10a,szw10a,lichtmast,2001,MULTIPOINT ((172264.297 508048.035))
O10002_GBI_Lichtmasten.535,4,kkb03b,skkb03b,lichtmast,2001,MULTIPOINT ((172236.455 508192.771))
O10002_GBI_Lichtmasten.536,4,kkb03a,skkb03a,lichtmast,2001,MULTIPOINT ((172242.399 508161.801))
O10002_GBI_Lichtmasten.537,4,ri06a,sri06a,lichtmast,2001,MULTIPOINT ((172294.329 508299.134))
O10002_GBI_Lichtmasten.538,5,di02,bdi02,lichtmast,1974,MULTIPOINT ((176224.943 496649.686))
O10002_GBI_Lichtmasten.539,6,de09,bde09,lichtmast,1981,MULTIPOINT ((176140.379 496332.33))
O10002_GBI_Lichtmasten.540,6,de03,bde03,lichtmast,1981,MULTIPOINT ((176284.749 496409.99))
O10002_GBI_Lichtmasten.541,6,cu21,bcu21,lichtmast,1988,MULTIPOINT ((175741.519 496173.34))
O10002_GBI_Lichtmasten.542,6,cu19,bcu19,lichtmast,1988,MULTIPOINT ((175681.624 496110.467))
O10002_GBI_Lichtmasten.543,4,ls40b,sls40b,lichtmast,2001,MULTIPOINT ((172425.926 508516.865))
O10002_GBI_Lichtmasten.544,4,lv05a,slv05a,lichtmast,2001,MULTIPOINT ((172387.657 508438.449))
O10002_GBI_Lichtmasten.545,5,zb02,szb02,lichtmast,1999,MULTIPOINT ((172409.364 508249.164))
O10002_GBI_Lichtmasten.546,5,zb03,szb03,lichtmast,1999,MULTIPOINT ((172428.126 508236.586))
O10002_GBI_Lichtmasten.547,4,zw08,szw08,lichtmast,1999,MULTIPOINT ((172319.506 508045.811))
O10002_GBI_Lichtmasten.548,4,zw10,szw10,lichtmast,1999,MULTIPOINT ((172263.272 508034.79))
O10002_GBI_Lichtmasten.549,5,dk10,sdk10,lichtmast,1999,MULTIPOINT ((172155.135 508111.778))
O10002_GBI_Lichtmasten.550,5,dk06,sdk06,lichtmast,1999,MULTIPOINT ((172255.759 508088.82))
O10002_GBI_Lichtmasten.551,5,dk11,sdk11,lichtmast,1999,MULTIPOINT ((172139.839 508135.704))
O10002_GBI_Lichtmasten.552,4,bu12a,sbu12a,lichtmast,1988,MULTIPOINT ((171710.514 509212.605))
O10002_GBI_Lichtmasten.553,7,gr38,sgr38,lichtmast,2005,MULTIPOINT ((172152.35 509184.5))
O10002_GBI_Lichtmasten.554,7,vd10,dvd10,lichtmast,1991,MULTIPOINT ((180328.04 510169.114))
O10002_GBI_Lichtmasten.555,7,vd12,dvd12,lichtmast,1991,MULTIPOINT ((180404.099 510169.327))
O10002_GBI_Lichtmasten.556,7,vd13,dvd13,lichtmast,1991,MULTIPOINT ((180436.802 510175.079))
O10002_GBI_Lichtmasten.557,0,vd15,dvd15,lichtmast,1991,MULTIPOINT ((180491.556 510211.51))
O10002_GBI_Lichtmasten.558,4,vd26,dvd26,lichtmast,1991,MULTIPOINT ((180213.633 510216.304))
O10002_GBI_Lichtmasten.559,6,vd30,dvd30,lichtmast,2005,MULTIPOINT ((180331.343 510221.95))
O10002_GBI_Lichtmasten.560,5,hd13,shd13,lichtmast,1999,MULTIPOINT ((172046.643 508373.469))
O10002_GBI_Lichtmasten.561,6,ga03,sga03,lichtmast,1999,MULTIPOINT ((172204.833 508294.246))
O10002_GBI_Lichtmasten.562,4,do09,sdo09,lichtmast,1997,MULTIPOINT ((172327.054 508954.592))
O10002_GBI_Lichtmasten.563,7,ki05,ski05,lichtmast,2002,MULTIPOINT ((173304.062 509194.843))
O10002_GBI_Lichtmasten.564,4,kkb03c,skkb03c,lichtmast,2001,MULTIPOINT ((172247.612 508135.523))
O10002_GBI_Lichtmasten.565,4,ls40a,sls40a,lichtmast,2001,MULTIPOINT ((172438.023 508541.683))
O10002_GBI_Lichtmasten.566,5,zb01,szb01,lichtmast,1999,MULTIPOINT ((172388.352 508263.381))
O10002_GBI_Lichtmasten.567,4,zw04,szw04,lichtmast,1999,MULTIPOINT ((172394.973 508129.832))
O10002_GBI_Lichtmasten.568,5,zw02,szw02,lichtmast,1999,MULTIPOINT ((172424.147 508172.977))
O10002_GBI_Lichtmasten.569,4,zw13,szw13,lichtmast,1999,MULTIPOINT ((172176.759 508031.461))
O10002_GBI_Lichtmasten.570,5,da13,sda13,lichtmast,2006,MULTIPOINT ((171878.027 508821.109))
O10002_GBI_Lichtmasten.571,5,gr39,sgr39,lichtmast,2005,MULTIPOINT ((172128.336 509212.484))
O10002_GBI_Lichtmasten.572,7,zu27,szu27,lichtmast,2005,MULTIPOINT ((172365.712 509257.921))
O10002_GBI_Lichtmasten.573,7,no06,bno06,lichtmast,1977,MULTIPOINT ((176108.068 496830.733))
O10002_GBI_Lichtmasten.574,7,oo08,boo08,lichtmast,1979,MULTIPOINT ((176461.497 497298.772))
O10002_GBI_Lichtmasten.575,7,oo04,boo04,lichtmast,1979,MULTIPOINT ((176334.438 497208.05))
O10002_GBI_Lichtmasten.576,7,oo03,boo03,lichtmast,1979,MULTIPOINT ((176294.557 497179.517))
O10002_GBI_Lichtmasten.577,5,ve22,sve22,lichtmast,2009,MULTIPOINT ((172541.826 508877.953))
O10002_GBI_Lichtmasten.578,4,ve26,sve26,lichtmast,1977,MULTIPOINT ((172572.81 508928.471))
O10002_GBI_Lichtmasten.579,4,vo03,svo03,lichtmast,1974,MULTIPOINT ((172652.758 508652.056))
O10002_GBI_Lichtmasten.580,4,wu03,swu03,lichtmast,1987,MULTIPOINT ((171966.237 509078.469))
O10002_GBI_Lichtmasten.581,7,in03,sin03,lichtmast,2007,MULTIPOINT ((172833.413 508416.476))
O10002_GBI_Lichtmasten.582,7,in25,sin25,lichtmast,1971,MULTIPOINT ((172815.212 508584.565))
O10002_GBI_Lichtmasten.583,7,in29,sin29,lichtmast,1971,MULTIPOINT ((172766.086 508471.978))
O10002_GBI_Lichtmasten.584,7,ko18,sko18,lichtmast,2006,MULTIPOINT ((172819.309 509590.75))
O10002_GBI_Lichtmasten.585,7,ls13,sls13,lichtmast,1988,MULTIPOINT ((172031.799 509175.63))
O10002_GBI_Lichtmasten.586,7,ls17,sls17,lichtmast,1988,MULTIPOINT ((172090.886 509084.591))
O10002_GBI_Lichtmasten.587,7,ls22,sls22,lichtmast,1988,MULTIPOINT ((172156.891 508925.228))
O10002_GBI_Lichtmasten.588,7,ls26,sls26,lichtmast,1988,MULTIPOINT ((172201.364 508815.533))
O10002_GBI_Lichtmasten.589,7,ls30,sls30,lichtmast,2009,MULTIPOINT ((172254.69 508718.86))
O10002_GBI_Lichtmasten.590,7,ls38,sls38,lichtmast,1988,MULTIPOINT ((172379.812 508600.581))
O10002_GBI_Lichtmasten.591,7,ls39,sls39,lichtmast,1988,MULTIPOINT ((172412.149 508578.518))
O10002_GBI_Lichtmasten.592,6,zw24,szw24,lichtmast,1999,MULTIPOINT ((171931.372 508196.811))
O10002_GBI_Lichtmasten.593,5,hv04,shv04,lichtmast,1999,MULTIPOINT ((172293.67 508242.141))
O10002_GBI_Lichtmasten.594,5,hv09,shv09,lichtmast,1999,MULTIPOINT ((172408.049 508165.18))
O10002_GBI_Lichtmasten.595,5,dk07,sdk07,lichtmast,1999,MULTIPOINT ((172224.325 508082.744))
O10002_GBI_Lichtmasten.596,5,dk09,sdk09,lichtmast,1999,MULTIPOINT ((172175.283 508098.157))
O10002_GBI_Lichtmasten.597,4,bu03a,sbu03a,lichtmast,1988,MULTIPOINT ((171666.638 509090.79))
O10002_GBI_Lichtmasten.598,7,gr37,sgr37,lichtmast,2005,MULTIPOINT ((172135.933 509203.25))
O10002_GBI_Lichtmasten.599,7,vd11,dvd11,lichtmast,1991,MULTIPOINT ((180365.537 510169.327))
O10002_GBI_Lichtmasten.600,7,vd18,dvd18,lichtmast,1991,MULTIPOINT ((180585.617 510231.005))
O10002_GBI_Lichtmasten.601,5,vg08,svg08,lichtmast,1999,MULTIPOINT ((172190.709 508164.1))
O10002_GBI_Lichtmasten.602,5,vg10,svg10,lichtmast,1999,MULTIPOINT ((172167.055 508117.714))
O10002_GBI_Lichtmasten.603,5,hd26,shd26,lichtmast,1999,MULTIPOINT ((172011.565 508325.161))
O10002_GBI_Lichtmasten.604,6,ga06,sga06,lichtmast,1999,MULTIPOINT ((172162.102 508219.621))
O10002_GBI_Lichtmasten.605,6,hd03,shd03,lichtmast,1999,MULTIPOINT ((172168.914 508349.517))
O10002_GBI_Lichtmasten.606,6,hd61,shd61,lichtmast,1999,MULTIPOINT ((172148.124 508314.646))
O10002_GBI_Lichtmasten.607,5,hd34,shd34,lichtmast,1999,MULTIPOINT ((171990.858 508259.243))
O10002_GBI_Lichtmasten.608,4,hd19,shd19,lichtmast,1999,MULTIPOINT ((172109.537 508289.795))
O10002_GBI_Lichtmasten.609,4,hd51,shd51,lichtmast,1999,MULTIPOINT ((172122.67 508211.476))
O10002_GBI_Lichtmasten.610,5,hr15,shr15,lichtmast,1999,MULTIPOINT ((172396.526 509043.037))
O10002_GBI_Lichtmasten.611,5,blz35,sblz35,lichtmast,2013,MULTIPOINT ((172503.655 507944.459))
O10002_GBI_Lichtmasten.612,5,ba14a,sba14a,lichtmast,2012,MULTIPOINT ((172414.596 508857.16))
O10002_GBI_Lichtmasten.613,6,zw20,szw20,lichtmast,1999,MULTIPOINT ((172010.22 508143.673))
O10002_GBI_Lichtmasten.614,6,ri09,sri09,lichtmast,1996,MULTIPOINT ((172378.742 508264.189))
O10002_GBI_Lichtmasten.615,5,dk12,sdk12,lichtmast,1999,MULTIPOINT ((172117.293 508137.272))
O10002_GBI_Lichtmasten.616,7,bi09,sbi09,lichtmast,2000,MULTIPOINT ((171886.66 508199.604))
O10002_GBI_Lichtmasten.617,4,bu05a,sbu05a,lichtmast,1988,MULTIPOINT ((171608.099 509151.923))
O10002_GBI_Lichtmasten.618,7,vd07,dvd07,lichtmast,1991,MULTIPOINT ((180216.828 510187.329))
O10002_GBI_Lichtmasten.619,7,vd09,dvd09,lichtmast,1991,MULTIPOINT ((180289.904 510168.794))
O10002_GBI_Lichtmasten.620,4,vd47,dvd47,lichtmast,1975,MULTIPOINT ((180286.283 510266.69))
O10002_GBI_Lichtmasten.621,5,vg07,svg07,lichtmast,1999,MULTIPOINT ((172206.372 508187.416))
O10002_GBI_Lichtmasten.622,4,kkb01,skkb01,lichtmast,2009,MULTIPOINT ((172279.735 508166.705))
O10002_GBI_Lichtmasten.623,6,ga07,sga07,lichtmast,1999,MULTIPOINT ((172144.898 508194.416))
O10002_GBI_Lichtmasten.624,6,hd44,shd44,lichtmast,1999,MULTIPOINT ((172039.957 508196.112))
O10002_GBI_Lichtmasten.625,5,hd09,shd09,lichtmast,1999,MULTIPOINT ((172113.558 508330.321))
O10002_GBI_Lichtmasten.626,5,hd12,shd12,lichtmast,1999,MULTIPOINT ((172060.817 508365.805))
O10002_GBI_Lichtmasten.627,5,hd53,shd53,lichtmast,1999,MULTIPOINT ((172117.577 508248.478))
O10002_GBI_Lichtmasten.628,5,bz11,sbz11,lichtmast,1999,MULTIPOINT ((172378.489 509055.458))
O10002_GBI_Lichtmasten.629,4,bz21,sbz21,lichtmast,1999,MULTIPOINT ((172394.804 508960.147))
O10002_GBI_Lichtmasten.630,4,bz22,sbz22,lichtmast,1999,MULTIPOINT ((172415.247 508973.14))
O10002_GBI_Lichtmasten.631,7,bs08,sbs08,lichtmast,2011,MULTIPOINT ((173272.951 509241.841))
O10002_GBI_Lichtmasten.632,7,ko31,sko31,lichtmast,2011,MULTIPOINT ((173177.807 509508.815))
O10002_GBI_Lichtmasten.633,6,vd31a,dvd31a,lichtmast,2005,MULTIPOINT ((180317.281 510260.299))
O10002_GBI_Lichtmasten.634,5,ve10a,sve10a,lichtmast,2007,MULTIPOINT ((172458.142 508875.793))
O10002_GBI_Lichtmasten.635,4,ba02,sba02,lichtmast,1977,MULTIPOINT ((172377.422 508670.115))
O10002_GBI_Lichtmasten.636,5,ls17b,sls17b,lichtmast,2009,MULTIPOINT ((172088.303 509073.591))
O10002_GBI_Lichtmasten.637,5,tij06,stij06,lichtmast,2006,MULTIPOINT ((171899.222 508914.234))
O10002_GBI_Lichtmasten.638,5,tij05,stij05,lichtmast,2006,MULTIPOINT ((171875.243 508899.36))
O10002_GBI_Lichtmasten.639,5,ht26,sht26,lichtmast,2006,MULTIPOINT ((171831.461 508721.234))
O10002_GBI_Lichtmasten.640,5,ht23,sht23,lichtmast,2006,MULTIPOINT ((171789.382 508787.109))
O10002_GBI_Lichtmasten.641,5,ht20,sht20,lichtmast,2006,MULTIPOINT ((171751.171 508847.734))
O10002_GBI_Lichtmasten.642,5,ht14,sht14,lichtmast,2006,MULTIPOINT ((171664.537 508982.734))
O10002_GBI_Lichtmasten.643,5,da14,sda14,lichtmast,2006,MULTIPOINT ((171861.629 508823.609))
O10002_GBI_Lichtmasten.644,5,da19,sda19,lichtmast,2006,MULTIPOINT ((171835.174 508782.234))
O10002_GBI_Lichtmasten.645,5,pf05,spf05,lichtmast,2005,MULTIPOINT ((172134.06 509296.984))
O10002_GBI_Lichtmasten.646,4,an05,san05,lichtmast,1987,MULTIPOINT ((172050.506 508838.04))
O10002_GBI_Lichtmasten.647,5,ba11,sba11,lichtmast,1977,MULTIPOINT ((172398.452 508784.562))
O10002_GBI_Lichtmasten.648,4,bz05,sbz05,lichtmast,1987,MULTIPOINT ((172258.183 508966.551))
O10002_GBI_Lichtmasten.649,4,bl22,sbl22,lichtmast,1977,MULTIPOINT ((172741.868 508837.539))
O10002_GBI_Lichtmasten.650,5,lv04,slv04,lichtmast,1996,MULTIPOINT ((172365.59 508465.379))
O10002_GBI_Lichtmasten.651,5,lv08,slv08,lichtmast,1996,MULTIPOINT ((172454.578 508393.451))
O10002_GBI_Lichtmasten.652,4,dr19,bdr19,lichtmast,1990,MULTIPOINT ((175948.299 496185.64))
O10002_GBI_Lichtmasten.653,4,dr17,bdr17,lichtmast,1990,MULTIPOINT ((175921.519 496215.56))
O10002_GBI_Lichtmasten.654,6,de15,bde15,lichtmast,1981,MULTIPOINT ((175987.019 496345.93))
O10002_GBI_Lichtmasten.655,6,de04,bde04,lichtmast,1981,MULTIPOINT ((176258.409 496377.55))
O10002_GBI_Lichtmasten.656,5,de17,bde17,lichtmast,1981,MULTIPOINT ((175962.889 496378.03))
O10002_GBI_Lichtmasten.657,4,cu04,bcu04,lichtmast,1988,MULTIPOINT ((175494.097 496269.095))
O10002_GBI_Lichtmasten.658,4,bu09,bbu09,lichtmast,1987,MULTIPOINT ((175106.299 496281.3))
O10002_GBI_Lichtmasten.659,4,bu06,bbu06,lichtmast,1987,MULTIPOINT ((175160.433 496218.088))
O10002_GBI_Lichtmasten.660,4,bu04,bbu04,lichtmast,1987,MULTIPOINT ((175203.818 496169.454))
O10002_GBI_Lichtmasten.661,4,bu08,bbu08,lichtmast,1987,MULTIPOINT ((175122.049 496261.01))
O10002_GBI_Lichtmasten.662,4,ba05,bba05,lichtmast,2007,MULTIPOINT ((175833.773 496531.335))
O10002_GBI_Lichtmasten.663,4,ak13,bak13,lichtmast,1988,MULTIPOINT ((175591.566 496506.776))
O10002_GBI_Lichtmasten.664,5,ak03,bak03,lichtmast,2013,MULTIPOINT ((175673.239 496613.48))
O10002_GBI_Lichtmasten.665,7,no12,bno12,lichtmast,1977,MULTIPOINT ((175981.93 496900.171))
O10002_GBI_Lichtmasten.666,7,no07,bno07,lichtmast,1977,MULTIPOINT ((176088.355 496807.969))
O10002_GBI_Lichtmasten.667,7,oo20,boo20,lichtmast,1979,MULTIPOINT ((176326.949 497021.78))
O10002_GBI_Lichtmasten.668,7,oo18,boo18,lichtmast,1979,MULTIPOINT ((176405.439 497078.06))
O10002_GBI_Lichtmasten.669,7,no01,bno01,lichtmast,1977,MULTIPOINT ((176314.059 496978.13))
O10002_GBI_Lichtmasten.670,5,lu76,blu76,lichtmast,1990,MULTIPOINT ((175707.559 495907.22))
O10002_GBI_Lichtmasten.671,5,lu63,blu63,lichtmast,1990,MULTIPOINT ((175633.989 495978.86))
O10002_GBI_Lichtmasten.672,5,fu01,sfu01,lichtmast,2011,MULTIPOINT ((172064.779 509132.33))
O10002_GBI_Lichtmasten.673,4,fu07,sfu07,lichtmast,1987,MULTIPOINT ((171953.921 509043.614))
O10002_GBI_Lichtmasten.674,7,vd06,dvd06,lichtmast,1991,MULTIPOINT ((180180.29 510196.597))
O10002_GBI_Lichtmasten.675,7,vd17,dvd17,lichtmast,1991,MULTIPOINT ((180553.979 510229.833))
O10002_GBI_Lichtmasten.676,5,hd33,shd33,lichtmast,1999,MULTIPOINT ((171976.391 508272.831))
O10002_GBI_Lichtmasten.677,4,kkb04,skkb04,lichtmast,1999,MULTIPOINT ((172224.474 508145.121))
O10002_GBI_Lichtmasten.678,6,hd06,shd06,lichtmast,1999,MULTIPOINT ((172130.152 508355.704))
O10002_GBI_Lichtmasten.679,6,hd23,shd23,lichtmast,1999,MULTIPOINT ((172048.516 508282.736))
O10002_GBI_Lichtmasten.680,6,hd41,shd41,lichtmast,1999,MULTIPOINT ((172020.33 508196.29))
O10002_GBI_Lichtmasten.681,6,hd58,shd58,lichtmast,1999,MULTIPOINT ((172132.591 508291.548))
O10002_GBI_Lichtmasten.682,5,hd22,shd22,lichtmast,1999,MULTIPOINT ((172069.746 508280.005))
O10002_GBI_Lichtmasten.683,5,hd47,shd47,lichtmast,1999,MULTIPOINT ((172079.369 508199.567))
O10002_GBI_Lichtmasten.684,5,hd54,shd54,lichtmast,1999,MULTIPOINT ((172143.081 508227.808))
O10002_GBI_Lichtmasten.685,5,tij02,stij02,lichtmast,2006,MULTIPOINT ((171804.544 508854.61))
O10002_GBI_Lichtmasten.686,5,tij01,stij01,lichtmast,2006,MULTIPOINT ((171777.935 508837.859))
O10002_GBI_Lichtmasten.687,5,ht27,sht27,lichtmast,2006,MULTIPOINT ((171846.004 508698.234))
O10002_GBI_Lichtmasten.688,5,ht13,sht13,lichtmast,2006,MULTIPOINT ((171649.995 509005.359))
O10002_GBI_Lichtmasten.689,5,da08,sda08,lichtmast,2006,MULTIPOINT ((171965.589 508855.109))
O10002_GBI_Lichtmasten.690,5,ks06,sks06,lichtmast,2005,MULTIPOINT ((172093.064 509233.359))
O10002_GBI_Lichtmasten.691,4,bu48,sbu48,lichtmast,1987,MULTIPOINT ((171887.37 509219.034))
O10002_GBI_Lichtmasten.692,4,an02,san02,lichtmast,1987,MULTIPOINT ((172135.324 508864.675))
O10002_GBI_Lichtmasten.693,4,ba17,sba17,lichtmast,1977,MULTIPOINT ((172418.152 508722.059))
O10002_GBI_Lichtmasten.694,4,bz02,sbz02,lichtmast,1987,MULTIPOINT ((172210.996 508920.136))
O10002_GBI_Lichtmasten.695,4,bh02,sbh02,lichtmast,1988,MULTIPOINT ((171829.919 509319.72))
O10002_GBI_Lichtmasten.696,4,bu13,sbu13,lichtmast,1987,MULTIPOINT ((171698.71 509172.856))
O10002_GBI_Lichtmasten.697,5,bu47,sbu47,lichtmast,1987,MULTIPOINT ((171883.129 509288.88))
O10002_GBI_Lichtmasten.698,4,bl26,sbl26,lichtmast,1977,MULTIPOINT ((172733.519 508819.609))
O10002_GBI_Lichtmasten.699,5,gr01,sgr01,lichtmast,1988,MULTIPOINT ((172097.939 509120.69))
O10002_GBI_Lichtmasten.700,5,fu08,sfu08,lichtmast,1987,MULTIPOINT ((171928.816 509045.363))
O10002_GBI_Lichtmasten.701,4,gd03,sgd03,lichtmast,1988,MULTIPOINT ((172198.639 508738.69))
O10002_GBI_Lichtmasten.702,5,gl02,sgl02,lichtmast,1988,MULTIPOINT ((172313.771 509172.402))
O10002_GBI_Lichtmasten.703,5,gr08,sgr08,lichtmast,1988,MULTIPOINT ((172229.659 509181.24))
O10002_GBI_Lichtmasten.704,5,gr12,sgr12,lichtmast,1988,MULTIPOINT ((172291.589 509232.81))
O10002_GBI_Lichtmasten.705,5,gr13,sgr13,lichtmast,1988,MULTIPOINT ((172283.479 509265.03))
O10002_GBI_Lichtmasten.706,5,gr28,sgr28,lichtmast,2005,MULTIPOINT ((172232.452 509322.109))
O10002_GBI_Lichtmasten.707,6,hr01,shr01,lichtmast,1981,MULTIPOINT ((172416.089 509147.19))
O10002_GBI_Lichtmasten.708,6,he08,she08,lichtmast,1977,MULTIPOINT ((172639.664 508817.803))
O10002_GBI_Lichtmasten.709,6,he07,she07,lichtmast,1977,MULTIPOINT ((172650.365 508833.849))
O10002_GBI_Lichtmasten.710,4,ns09,sns09,lichtmast,1988,MULTIPOINT ((172119.089 509432.83))
O10002_GBI_Lichtmasten.711,4,rn03,srn03,lichtmast,1988,MULTIPOINT ((172141.421 508813.12))
O10002_GBI_Lichtmasten.712,4,ta01,sta01,lichtmast,1977,MULTIPOINT ((172643.172 508741.13))
O10002_GBI_Lichtmasten.713,4,tu01,stu01,lichtmast,1988,MULTIPOINT ((172157.235 508861.494))
O10002_GBI_Lichtmasten.714,4,zu02,szu02,lichtmast,1988,MULTIPOINT ((172170.06 508958.46))
O10002_GBI_Lichtmasten.715,5,pf01,spf01,lichtmast,2005,MULTIPOINT ((172063.361 509345.984))
O10002_GBI_Lichtmasten.716,5,sl02,ssl02,lichtmast,1988,MULTIPOINT ((172157.579 509528.22))
O10002_GBI_Lichtmasten.717,4,ja06,sja06,lichtmast,1977,MULTIPOINT ((172752.566 508741.061))
O10002_GBI_Lichtmasten.718,4,na01,sna01,lichtmast,1988,MULTIPOINT ((172055.903 508897.682))
O10002_GBI_Lichtmasten.719,4,na03,sna03,lichtmast,1988,MULTIPOINT ((172085.795 508850.566))
O10002_GBI_Lichtmasten.720,4,nh21,snh21,lichtmast,1987,MULTIPOINT ((171942.429 508940.514))
O10002_GBI_Lichtmasten.721,5,pf02,spf02,lichtmast,2005,MULTIPOINT ((172080.533 509343.109))
O10002_GBI_Lichtmasten.722,5,ra07,sra07,lichtmast,1993,MULTIPOINT ((171674.715 509298.665))
O10002_GBI_Lichtmasten.723,5,ra08,sra08,lichtmast,1993,MULTIPOINT ((171641.591 509282.001))
O10002_GBI_Lichtmasten.724,5,rn02,srn02,lichtmast,1988,MULTIPOINT ((172160.43 508805.061))
O10002_GBI_Lichtmasten.725,4,hd28,shd28,lichtmast,1999,MULTIPOINT ((172010.73 508286.953))
O10002_GBI_Lichtmasten.726,5,bz18,sbz18,lichtmast,2011,MULTIPOINT ((172357.087 508990.177))
O10002_GBI_Lichtmasten.727,7,bs05,sbs05,lichtmast,2011,MULTIPOINT ((173176.462 509302.553))
O10002_GBI_Lichtmasten.728,7,bs04,sbs04,lichtmast,2011,MULTIPOINT ((173154.229 509306.184))
O10002_GBI_Lichtmasten.729,5,ve16,sve16,lichtmast,2007,MULTIPOINT ((172519.558 508804.793))
O10002_GBI_Lichtmasten.730,5,ht25,sht25,lichtmast,2006,MULTIPOINT ((171816.61 508744.109))
O10002_GBI_Lichtmasten.731,5,gt06,sgt06,lichtmast,2005,MULTIPOINT ((172228.739 509337.734))
O10002_GBI_Lichtmasten.732,4,sk13,ssk13,lichtmast,1996,MULTIPOINT ((171925.665 508586.033))
O10002_GBI_Lichtmasten.733,5,ve10,sve10,lichtmast,1977,MULTIPOINT ((172457.238 508889.383))
O10002_GBI_Lichtmasten.734,5,ve11,sve11,lichtmast,1977,MULTIPOINT ((172482.634 508869.424))
O10002_GBI_Lichtmasten.735,4,zi16,szi16,lichtmast,1994,MULTIPOINT ((171930.439 509640.03))
O10002_GBI_Lichtmasten.736,4,zi19,szi19,lichtmast,1994,MULTIPOINT ((171859.419 509582.49))
O10002_GBI_Lichtmasten.737,4,zi20,szi20,lichtmast,1994,MULTIPOINT ((171864.995 509549.86))
O10002_GBI_Lichtmasten.738,4,lb11,slb11,lichtmast,1974,MULTIPOINT ((172564.34 508647.168))
O10002_GBI_Lichtmasten.739,6,lb04,slb04,lichtmast,1974,MULTIPOINT ((172594.324 508697.071))
O10002_GBI_Lichtmasten.740,7,in24,sin24,lichtmast,2009,MULTIPOINT ((172837.494 508617.268))
O10002_GBI_Lichtmasten.741,7,ls01,sls01,lichtmast,1988,MULTIPOINT ((171823.828 509614.42))
O10002_GBI_Lichtmasten.742,7,ls28,sls28,lichtmast,1988,MULTIPOINT ((172224.843 508757.405))
O10002_GBI_Lichtmasten.743,7,ls42,sls42,lichtmast,1988,MULTIPOINT ((172506.399 508557.672))
O10002_GBI_Lichtmasten.744,4,tm05,stm05,lichtmast,1971,MULTIPOINT ((172031.189 509405.02))
O10002_GBI_Lichtmasten.745,4,tm07,stm07,lichtmast,1971,MULTIPOINT ((172031.659 509431.32))
O10002_GBI_Lichtmasten.746,4,tm10,stm10,lichtmast,1971,MULTIPOINT ((172098.519 509473.88))
O10002_GBI_Lichtmasten.747,4,to04,sto04,lichtmast,1987,MULTIPOINT ((172066.866 509043.153))
O10002_GBI_Lichtmasten.748,4,fu09,sfu09,lichtmast,1987,MULTIPOINT ((171904.102 509040.395))
