FID,hoogte,mastcode,lichtmastnummer,omschrijving,aanlegjaar,geometrie
O10002_GBI_Lichtmasten.999,5,ko28,bko28,lichtmast,1990,MULTIPOINT ((175938.479 496083.27))
O10002_GBI_Lichtmasten.1000,5,ko12,bko12,lichtmast,1990,MULTIPOINT ((175786.329 496028.45))
O10002_GBI_Lichtmasten.1001,5,ko04,bko04,lichtmast,1990,MULTIPOINT ((175732.339 495974.69))
O10002_GBI_Lichtmasten.1002,5,ko01,bko01,lichtmast,1990,MULTIPOINT ((175734.839 495913.05))
O10002_GBI_Lichtmasten.1003,4,kh03,bkh03,lichtmast,1993,MULTIPOINT ((175413.569 495919.81))
O10002_GBI_Lichtmasten.1004,4,kh02,bkh02,lichtmast,1993,MULTIPOINT ((175439.049 495937.71))
O10002_GBI_Lichtmasten.1005,6,hu01,bhu01,lichtmast,1981,MULTIPOINT ((176488.699 496570.33))
O10002_GBI_Lichtmasten.1006,5,ho10,bho10,lichtmast,1989,MULTIPOINT ((176002.849 496478.57))
O10002_GBI_Lichtmasten.1007,5,ho08,bho08,lichtmast,1989,MULTIPOINT ((175958.959 496445.38))
O10002_GBI_Lichtmasten.1008,7,ha04,bha04,lichtmast,1990,MULTIPOINT ((175761.554 496706.202))
O10002_GBI_Lichtmasten.1009,4,th12,bth12,lichtmast,1995,MULTIPOINT ((175889.432 495751.097))
O10002_GBI_Lichtmasten.1010,4,th05,bth05,lichtmast,1995,MULTIPOINT ((175709.382 495652.151))
O10002_GBI_Lichtmasten.1011,6,pa21,bpa21,lichtmast,1993,MULTIPOINT ((175704.954 495735.079))
O10002_GBI_Lichtmasten.1012,6,cu08,bcu08,lichtmast,1988,MULTIPOINT ((175532.539 496199.34))
O10002_GBI_Lichtmasten.1013,4,bu18,bbu18,lichtmast,1987,MULTIPOINT ((175270.459 496403.11))
O10002_GBI_Lichtmasten.1014,4,bu05,bbu05,lichtmast,1987,MULTIPOINT ((175182.341 496193.483))
O10002_GBI_Lichtmasten.1015,4,bo08,bbo08,lichtmast,1988,MULTIPOINT ((175434.379 496259.05))
O10002_GBI_Lichtmasten.1016,4,bu01,bbu01,lichtmast,1987,MULTIPOINT ((175265.539 496120.24))
O10002_GBI_Lichtmasten.1017,4,ba04,bba04,lichtmast,2007,MULTIPOINT ((175816.828 496516.335))
O10002_GBI_Lichtmasten.1018,4,ba03,bba03,lichtmast,2007,MULTIPOINT ((175796.828 496498.557))
O10002_GBI_Lichtmasten.1019,7,ba24,bba24,lichtmast,2007,MULTIPOINT ((175850.549 496566.22))
O10002_GBI_Lichtmasten.1020,5,ak14,bak14,lichtmast,1988,MULTIPOINT ((175639.029 496543.8))
O10002_GBI_Lichtmasten.1021,4,ak10,bak10,lichtmast,1988,MULTIPOINT ((175595.259 496560.17))
O10002_GBI_Lichtmasten.1022,5,ac03,bac03,lichtmast,2007,MULTIPOINT ((175878.967 496514.385))
O10002_GBI_Lichtmasten.1023,5,wk03,bwk03,lichtmast,2005,MULTIPOINT ((175427.174 496518.57))
O10002_GBI_Lichtmasten.1024,5,wk04,bwk04,lichtmast,2005,MULTIPOINT ((175405.698 496542.554))
O10002_GBI_Lichtmasten.1025,5,vb07,bvb07,lichtmast,2007,MULTIPOINT ((175883.356 496405.779))
O10002_GBI_Lichtmasten.1026,5,vb15,bvb15,lichtmast,2007,MULTIPOINT ((175882.384 496471.613))
O10002_GBI_Lichtmasten.1027,4,vb14,bvb14,lichtmast,2007,MULTIPOINT ((175865.717 496457.168))
O10002_GBI_Lichtmasten.1028,7,bb01,bbb01,lichtmast,2007,MULTIPOINT ((175859.189 496409.668))
O10002_GBI_Lichtmasten.1029,5,hk13,bhk13,lichtmast,2007,MULTIPOINT ((175519.197 496591.593))
O10002_GBI_Lichtmasten.1030,5,hk14,bhk14,lichtmast,2007,MULTIPOINT ((175487.031 496661.759))
O10002_GBI_Lichtmasten.1031,5,cu20a,bcu20a,lichtmast,2010,MULTIPOINT ((175734.541 496143.801))
O10002_GBI_Lichtmasten.1032,8,ba61,bba61,lichtmast,2012,MULTIPOINT ((176636.286 496509.926))
O10002_GBI_Lichtmasten.1033,5,lv06,slv06,lichtmast,1996,MULTIPOINT ((172418.01 508431.13))
O10002_GBI_Lichtmasten.1034,4,ijs02,sijs02,lichtmast,1996,MULTIPOINT ((172329.654 508549.143))
O10002_GBI_Lichtmasten.1035,7,kf05,skf05,lichtmast,1996,MULTIPOINT ((172144.443 508366.541))
O10002_GBI_Lichtmasten.1036,4,gi12,sgi12,lichtmast,1977,MULTIPOINT ((172738.274 508729.486))
O10002_GBI_Lichtmasten.1037,4,bo01,sbo01,lichtmast,1996,MULTIPOINT ((171948.309 508553.235))
O10002_GBI_Lichtmasten.1038,4,kl02,skl02,lichtmast,2011,MULTIPOINT ((172258.127 508685.485))
O10002_GBI_Lichtmasten.1039,4,kl04,skl04,lichtmast,1996,MULTIPOINT ((172216.179 508678.197))
O10002_GBI_Lichtmasten.1040,4,kl07,skl07,lichtmast,1996,MULTIPOINT ((172150.877 508670.706))
O10002_GBI_Lichtmasten.1041,4,kl09,skl09,lichtmast,2012,MULTIPOINT ((172100.247 508631.925))
O10002_GBI_Lichtmasten.1042,5,ht33,sht33,lichtmast,1987,MULTIPOINT ((171937.598 508542.941))
O10002_GBI_Lichtmasten.1043,4,ja10,bja10,lichtmast,1997,MULTIPOINT ((176236.401 496252.006))
O10002_GBI_Lichtmasten.1044,5,ja05,bja05,lichtmast,1997,MULTIPOINT ((176134.842 496162.761))
O10002_GBI_Lichtmasten.1045,7,dr32,bdr32,lichtmast,1996,MULTIPOINT ((176143.97 495979.608))
O10002_GBI_Lichtmasten.1046,7,dr30,bdr30,lichtmast,1996,MULTIPOINT ((176099.994 496029.293))
O10002_GBI_Lichtmasten.1047,5,ka04,bka04,lichtmast,1996,MULTIPOINT ((176149.244 495888.492))
O10002_GBI_Lichtmasten.1048,5,wa08,bwa08,lichtmast,1996,MULTIPOINT ((176112.179 495895.018))
O10002_GBI_Lichtmasten.1049,5,wa07,bwa07,lichtmast,1996,MULTIPOINT ((176097.372 495872.022))
O10002_GBI_Lichtmasten.1050,6,pa37,bpa37,lichtmast,1993,MULTIPOINT ((176118.165 495996.001))
O10002_GBI_Lichtmasten.1051,4,tr06,btr06,lichtmast,1996,MULTIPOINT ((175907.515 495977.949))
O10002_GBI_Lichtmasten.1052,4,zo08,bzo08,lichtmast,1996,MULTIPOINT ((176023.056 495630.549))
O10002_GBI_Lichtmasten.1053,6,pa23,bpa23,lichtmast,1993,MULTIPOINT ((175768.7 495773.532))
O10002_GBI_Lichtmasten.1054,7,no18,bno18,lichtmast,1996,MULTIPOINT ((176062.262 496985.376))
O10002_GBI_Lichtmasten.1055,7,ps13,bps13,lichtmast,2003,MULTIPOINT ((176686.778 497067.181))
O10002_GBI_Lichtmasten.1056,5,hk07,bhk07,lichtmast,2007,MULTIPOINT ((175447.031 496615.259))
O10002_GBI_Lichtmasten.1057,5,sp05c,bsp05c,lichtmast,2008,MULTIPOINT ((175391.287 496156.261))
O10002_GBI_Lichtmasten.1058,8,ol03,bol03,lichtmast,2012,MULTIPOINT ((176243.657 495967.444))
O10002_GBI_Lichtmasten.1059,5,wk12,bwk12,lichtmast,2002,MULTIPOINT ((175306.304 496489.643))
O10002_GBI_Lichtmasten.1060,5,wk15,bwk15,lichtmast,2002,MULTIPOINT ((175339.679 496427.034))
O10002_GBI_Lichtmasten.1061,7,lk10,blk10,lichtmast,2002,MULTIPOINT ((176649.012 496684.818))
O10002_GBI_Lichtmasten.1062,7,lk12,blk12,lichtmast,2002,MULTIPOINT ((176685.36 496634.157))
O10002_GBI_Lichtmasten.1063,8,ba43,bba43,lichtmast,2003,MULTIPOINT ((176177.22 496731.013))
O10002_GBI_Lichtmasten.1064,8,ba57,bba57,lichtmast,2003,MULTIPOINT ((176589.498 496595.063))
O10002_GBI_Lichtmasten.1065,8,ba58,bba58,lichtmast,2003,MULTIPOINT ((176610.476 496565.924))
O10002_GBI_Lichtmasten.1066,8,sw04,bsw04,lichtmast,2000,MULTIPOINT ((175901.592 496785.141))
O10002_GBI_Lichtmasten.1067,5,we11,bwe11,lichtmast,2003,MULTIPOINT ((175605.99 496404.952))
O10002_GBI_Lichtmasten.1068,5,kp02a,bkp02a,lichtmast,2003,MULTIPOINT ((175501.575 496419.016))
O10002_GBI_Lichtmasten.1069,7,dr26,bdr26,lichtmast,1996,MULTIPOINT ((176025.111 496122.489))
O10002_GBI_Lichtmasten.1070,4,ka08,bka08,lichtmast,1996,MULTIPOINT ((176136.019 495824.977))
O10002_GBI_Lichtmasten.1071,5,wa06,bwa06,lichtmast,1996,MULTIPOINT ((176076.59 495853.392))
O10002_GBI_Lichtmasten.1072,6,pa35,bpa35,lichtmast,1993,MULTIPOINT ((176087.888 495959.261))
O10002_GBI_Lichtmasten.1073,4,tr07,btr07,lichtmast,1996,MULTIPOINT ((175928.497 495996.754))
O10002_GBI_Lichtmasten.1074,4,gh07,bgh07,lichtmast,1996,MULTIPOINT ((175772.029 495859.07))
O10002_GBI_Lichtmasten.1075,4,gh03,bgh03,lichtmast,1996,MULTIPOINT ((175691.435 495804.911))
O10002_GBI_Lichtmasten.1076,5,wa01,bwa01,lichtmast,1996,MULTIPOINT ((175947.507 495756.772))
O10002_GBI_Lichtmasten.1077,6,pa20,bpa20,lichtmast,1993,MULTIPOINT ((175687.393 495715.944))
O10002_GBI_Lichtmasten.1078,5,sp32,bsp32,lichtmast,2012,MULTIPOINT ((175024.991 495688.429))
O10002_GBI_Lichtmasten.1079,8,ol11,bol11,lichtmast,2012,MULTIPOINT ((176315.936 496255.263))
O10002_GBI_Lichtmasten.1080,8,ol19,bol19,lichtmast,2012,MULTIPOINT ((176549.828 496431.055))
O10002_GBI_Lichtmasten.1081,8,gr01,bgr01,lichtmast,2012,MULTIPOINT ((176671.453 496484.828))
O10002_GBI_Lichtmasten.1082,7,gr06,bgr06,lichtmast,2012,MULTIPOINT ((176763.535 496337.601))
O10002_GBI_Lichtmasten.1083,6,wi03,bwi03,lichtmast,2012,MULTIPOINT ((176772.35 496206.958))
O10002_GBI_Lichtmasten.1084,6,wi09,bwi09,lichtmast,2012,MULTIPOINT ((176613.795 496119.904))
O10002_GBI_Lichtmasten.1085,5,bh04,bbh04,lichtmast,2012,MULTIPOINT ((175598.807 496676.569))
O10002_GBI_Lichtmasten.1086,5,bh08,bbh08,lichtmast,2012,MULTIPOINT ((175553.434 496648.138))
O10002_GBI_Lichtmasten.1087,5,ak07a,bak07a,lichtmast,2012,MULTIPOINT ((175563.118 496590.396))
O10002_GBI_Lichtmasten.1088,5,bi05,bbi05,lichtmast,2002,MULTIPOINT ((175381.063 496470.514))
O10002_GBI_Lichtmasten.1089,5,wk14,bwk14,lichtmast,2002,MULTIPOINT ((175323.295 496444.547))
O10002_GBI_Lichtmasten.1090,7,lk13,blk13,lichtmast,2002,MULTIPOINT ((176706.563 496643.444))
O10002_GBI_Lichtmasten.1091,7,lk14,blk14,lichtmast,2002,MULTIPOINT ((176734.834 496664.059))
O10002_GBI_Lichtmasten.1092,7,lk17,blk17,lichtmast,2002,MULTIPOINT ((176817.256 496723.2))
O10002_GBI_Lichtmasten.1093,8,ba42,bba42,lichtmast,2000,MULTIPOINT ((176142.843 496733.619))
O10002_GBI_Lichtmasten.1094,8,sw05,bsw05,lichtmast,2000,MULTIPOINT ((175873.878 496805.634))
O10002_GBI_Lichtmasten.1095,5,we09,bwe09,lichtmast,2003,MULTIPOINT ((175577.073 496438.369))
O10002_GBI_Lichtmasten.1096,5,sp31,bsp31,lichtmast,2012,MULTIPOINT ((175043.14 495705.412))
O10002_GBI_Lichtmasten.1097,7,sp15,bsp15,lichtmast,2000,MULTIPOINT ((175242.745 495867.92))
O10002_GBI_Lichtmasten.1098,6,sp05,bsp05,lichtmast,1990,MULTIPOINT ((175426.205 496113.54))
O10002_GBI_Lichtmasten.1099,5,ro03,bro03,lichtmast,1982,MULTIPOINT ((176198.329 496469.11))
O10002_GBI_Lichtmasten.1100,5,ro02,bro02,lichtmast,1982,MULTIPOINT ((176219.949 496437.46))
O10002_GBI_Lichtmasten.1101,5,re07,bre07,lichtmast,1982,MULTIPOINT ((175980.079 496411.72))
O10002_GBI_Lichtmasten.1102,5,za15,bza15,lichtmast,1982,MULTIPOINT ((176068.659 496268.33))
O10002_GBI_Lichtmasten.1103,5,za14,bza14,lichtmast,1982,MULTIPOINT ((176087.469 496247.43))
O10002_GBI_Lichtmasten.1104,4,vo02,bvo02,lichtmast,1988,MULTIPOINT ((175497.957 496309.884))
O10002_GBI_Lichtmasten.1105,5,we02,bwe02,lichtmast,1988,MULTIPOINT ((175543.519 496525.84))
O10002_GBI_Lichtmasten.1106,4,wh05,bwh05,lichtmast,1988,MULTIPOINT ((175788.729 496261.99))
O10002_GBI_Lichtmasten.1107,5,we04,bwe04,lichtmast,2003,MULTIPOINT ((175491.509 496489.067))
O10002_GBI_Lichtmasten.1108,4,wh04,bwh04,lichtmast,1988,MULTIPOINT ((175790.919 496285.96))
O10002_GBI_Lichtmasten.1109,5,te02,bte02,lichtmast,1974,MULTIPOINT ((176155.577 496589.767))
O10002_GBI_Lichtmasten.1110,5,sp28,bsp28,lichtmast,2012,MULTIPOINT ((175104.616 495760.965))
O10002_GBI_Lichtmasten.1111,7,sp18,bsp18,lichtmast,1990,MULTIPOINT ((175302.056 495808.789))
O10002_GBI_Lichtmasten.1112,7,sp16,bsp16,lichtmast,1990,MULTIPOINT ((175263.553 495852.016))
O10002_GBI_Lichtmasten.1113,6,sp03,bsp03,lichtmast,1990,MULTIPOINT ((175463.299 496158.14))
O10002_GBI_Lichtmasten.1114,6,sp08,bsp08,lichtmast,2008,MULTIPOINT ((175360.164 496034.295))
O10002_GBI_Lichtmasten.1115,5,sj03,bsj03,lichtmast,1982,MULTIPOINT ((176388.689 496536.21))
O10002_GBI_Lichtmasten.1116,5,ro04,bro04,lichtmast,1982,MULTIPOINT ((176193.629 496413.14))
O10002_GBI_Lichtmasten.1117,5,ro01,bro01,lichtmast,1982,MULTIPOINT ((176244.909 496403.18))
O10002_GBI_Lichtmasten.1118,6,po03,bpo03,lichtmast,1982,MULTIPOINT ((176109.819 496480.26))
O10002_GBI_Lichtmasten.1119,4,pa16,bpa16,lichtmast,1993,MULTIPOINT ((175566.219 495751.02))
O10002_GBI_Lichtmasten.1120,6,pa11,bpa11,lichtmast,1993,MULTIPOINT ((175556.63 495868.525))
O10002_GBI_Lichtmasten.1121,6,pa03,bpa03,lichtmast,1993,MULTIPOINT ((175441.189 495997.74))
O10002_GBI_Lichtmasten.1122,7,no27,bno27,lichtmast,1977,MULTIPOINT ((176302.479 497017.56))
O10002_GBI_Lichtmasten.1123,6,cu26,bcu26,lichtmast,1988,MULTIPOINT ((175869.029 496286.96))
O10002_GBI_Lichtmasten.1124,5,cu11,bcu11,lichtmast,2009,MULTIPOINT ((175551.041 496204.717))
O10002_GBI_Lichtmasten.1125,4,bu13,bbu13,lichtmast,1987,MULTIPOINT ((175159.709 496371.51))
O10002_GBI_Lichtmasten.1126,4,bu12,bbu12,lichtmast,1987,MULTIPOINT ((175135.779 496352.72))
O10002_GBI_Lichtmasten.1127,4,bu02,bbu02,lichtmast,1987,MULTIPOINT ((175244.937 496138.39))
O10002_GBI_Lichtmasten.1128,5,ak16,bak16,lichtmast,1988,MULTIPOINT ((175689.599 496486.93))
O10002_GBI_Lichtmasten.1129,5,ak08,bak08,lichtmast,1988,MULTIPOINT ((175595.309 496581.57))
O10002_GBI_Lichtmasten.1130,5,wk05,bwk05,lichtmast,2005,MULTIPOINT ((175387.704 496554.814))
O10002_GBI_Lichtmasten.1131,5,vb11,bvb11,lichtmast,2007,MULTIPOINT ((175897.662 496443.696))
O10002_GBI_Lichtmasten.1132,4,vb08,bvb08,lichtmast,2007,MULTIPOINT ((175873.773 496420.779))
O10002_GBI_Lichtmasten.1133,4,dr01,bdr01,lichtmast,2007,MULTIPOINT ((175779.189 496425.918))
O10002_GBI_Lichtmasten.1134,4,dr05,bdr05,lichtmast,2007,MULTIPOINT ((175809.745 496390.779))
O10002_GBI_Lichtmasten.1135,7,pl19,bpl19,lichtmast,2007,MULTIPOINT ((175730.359 496468.34))
O10002_GBI_Lichtmasten.1136,5,sp36,bsp36,lichtmast,2008,MULTIPOINT ((174989.622 495716.719))
O10002_GBI_Lichtmasten.1137,7,ps12,bps12,lichtmast,2003,MULTIPOINT ((176655.52 497044.921))
O10002_GBI_Lichtmasten.1138,7,wp01,bwp01,lichtmast,2002,MULTIPOINT ((176613.556 496998.903))
O10002_GBI_Lichtmasten.1139,5,hk11,bhk11,lichtmast,2007,MULTIPOINT ((175492.031 496617.093))
O10002_GBI_Lichtmasten.1140,5,hk15,bhk15,lichtmast,2007,MULTIPOINT ((175543.197 496610.593))
O10002_GBI_Lichtmasten.1141,5,cu19a,bcu19a,lichtmast,2010,MULTIPOINT ((175667.791 496116.467))
O10002_GBI_Lichtmasten.1142,7,ak13a,bak13a,lichtmast,2010,MULTIPOINT ((175605.483 496499.609))
O10002_GBI_Lichtmasten.1143,8,sw10,bsw10,lichtmast,2000,MULTIPOINT ((175766.539 496937.893))
O10002_GBI_Lichtmasten.1144,5,tt02,btt02,lichtmast,1997,MULTIPOINT ((176161.059 496129.293))
O10002_GBI_Lichtmasten.1145,5,ka01,bka01,lichtmast,1996,MULTIPOINT ((176082.331 495946.146))
O10002_GBI_Lichtmasten.1146,4,ja07,bja07,lichtmast,1997,MULTIPOINT ((176184.182 496201.992))
O10002_GBI_Lichtmasten.1147,5,ja06,bja06,lichtmast,1997,MULTIPOINT ((176159.622 496177.522))
O10002_GBI_Lichtmasten.1148,5,tt03,btt03,lichtmast,1997,MULTIPOINT ((176185.823 496110.026))
O10002_GBI_Lichtmasten.1149,7,dr33,bdr33,lichtmast,1996,MULTIPOINT ((176171.22 495953.808))
O10002_GBI_Lichtmasten.1150,4,ka06,bka06,lichtmast,1996,MULTIPOINT ((176163.981 495878.919))
O10002_GBI_Lichtmasten.1151,4,vl07,bvl07,lichtmast,1996,MULTIPOINT ((176069.758 495678.984))
O10002_GBI_Lichtmasten.1152,4,vl05,bvl05,lichtmast,1996,MULTIPOINT ((176096.054 495726.923))
O10002_GBI_Lichtmasten.1153,4,tr04,btr04,lichtmast,1996,MULTIPOINT ((175881.765 495930.639))
O10002_GBI_Lichtmasten.1154,4,zo07,bzo07,lichtmast,1996,MULTIPOINT ((175997.896 495650.625))
O10002_GBI_Lichtmasten.1155,4,gh04,bgh04,lichtmast,1996,MULTIPOINT ((175708.666 495820.745))
O10002_GBI_Lichtmasten.1156,6,pa32,bpa32,lichtmast,1993,MULTIPOINT ((176012.234 495901.505))
O10002_GBI_Lichtmasten.1157,5,sp33,bsp33,lichtmast,2012,MULTIPOINT ((175006.965 495675.15))
O10002_GBI_Lichtmasten.1158,5,tr16,btr16,lichtmast,1996,MULTIPOINT ((176023.752 496011.075))
O10002_GBI_Lichtmasten.1159,4,tr09,btr09,lichtmast,1996,MULTIPOINT ((175978.559 496041.299))
O10002_GBI_Lichtmasten.1160,4,zo10,bzo10,lichtmast,2011,MULTIPOINT ((176054.038 495652.381))
O10002_GBI_Lichtmasten.1161,7,ha03,bha03,lichtmast,1990,MULTIPOINT ((175794.69 496669.019))
O10002_GBI_Lichtmasten.1162,5,ge04,bge04,lichtmast,1974,MULTIPOINT ((175989.898 496619.071))
O10002_GBI_Lichtmasten.1163,4,fr19,bfr19,lichtmast,1988,MULTIPOINT ((175660.124 496188.945))
O10002_GBI_Lichtmasten.1164,5,fr13,bfr13,lichtmast,1988,MULTIPOINT ((175705.169 496239.88))
O10002_GBI_Lichtmasten.1165,5,fr10,bfr10,lichtmast,1988,MULTIPOINT ((175641.529 496245.04))
O10002_GBI_Lichtmasten.1166,4,fr08,bfr08,lichtmast,1988,MULTIPOINT ((175665.399 496272.45))
O10002_GBI_Lichtmasten.1167,6,er36,ber36,lichtmast,1978,MULTIPOINT ((176408.189 496437.68))
O10002_GBI_Lichtmasten.1168,6,er20,ber20,lichtmast,1978,MULTIPOINT ((176234.725 496634.634))
O10002_GBI_Lichtmasten.1169,6,er13,ber13,lichtmast,1978,MULTIPOINT ((176159.878 496505.909))
O10002_GBI_Lichtmasten.1170,6,er01,ber01,lichtmast,1978,MULTIPOINT ((175909.786 496590.604))
O10002_GBI_Lichtmasten.1171,6,de19,bde19,lichtmast,1981,MULTIPOINT ((175950.549 496340.64))
O10002_GBI_Lichtmasten.1172,6,de13,bde13,lichtmast,1981,MULTIPOINT ((176039.299 496351.99))
O10002_GBI_Lichtmasten.1173,6,cu23,bcu23,lichtmast,1988,MULTIPOINT ((175787.059 496213.86))
O10002_GBI_Lichtmasten.1174,6,cu22,bcu22,lichtmast,1988,MULTIPOINT ((175779.349 496197.54))
O10002_GBI_Lichtmasten.1175,6,cu15,bcu15,lichtmast,1988,MULTIPOINT ((175604.129 496120.07))
O10002_GBI_Lichtmasten.1176,5,bo05,bbo05,lichtmast,1988,MULTIPOINT ((175447.859 496295.85))
O10002_GBI_Lichtmasten.1177,5,bo01,bbo01,lichtmast,1988,MULTIPOINT ((175425.099 496320.75))
O10002_GBI_Lichtmasten.1178,4,bu11,bbu11,lichtmast,1987,MULTIPOINT ((175114.749 496331.27))
O10002_GBI_Lichtmasten.1179,4,bu07,bbu07,lichtmast,1987,MULTIPOINT ((175138.269 496242.866))
O10002_GBI_Lichtmasten.1180,5,bk01,bbk01,lichtmast,1983,MULTIPOINT ((176306.269 496383.8))
O10002_GBI_Lichtmasten.1181,5,ak15,bak15,lichtmast,1988,MULTIPOINT ((175664.609 496515))
O10002_GBI_Lichtmasten.1182,4,ak12,bak12,lichtmast,1988,MULTIPOINT ((175613.566 496520.526))
O10002_GBI_Lichtmasten.1183,5,ak01,bak01,lichtmast,2013,MULTIPOINT ((175630.399 496570.29))
O10002_GBI_Lichtmasten.1184,7,dr02,bdr02,lichtmast,2007,MULTIPOINT ((175778.773 496404.39))
O10002_GBI_Lichtmasten.1185,5,sp37,bsp37,lichtmast,2008,MULTIPOINT ((174972.687 495653.85))
O10002_GBI_Lichtmasten.1186,7,ps14,bps14,lichtmast,2003,MULTIPOINT ((176717.718 497089.168))
O10002_GBI_Lichtmasten.1187,5,hk06,bhk06,lichtmast,2007,MULTIPOINT ((175479.864 496548.259))
O10002_GBI_Lichtmasten.1188,5,hk09,bhk09,lichtmast,2007,MULTIPOINT ((175468.031 496650.093))
O10002_GBI_Lichtmasten.1189,5,la07,bla07,lichtmast,2002,MULTIPOINT ((176289.697 496535.093))
O10002_GBI_Lichtmasten.1190,4,tr09a,btr09a,lichtmast,2011,MULTIPOINT ((175973.435 496072.715))
O10002_GBI_Lichtmasten.1191,7,ak13b,bak13b,lichtmast,2010,MULTIPOINT ((175624.566 496478.526))
O10002_GBI_Lichtmasten.1192,4,cu05,bcu05,lichtmast,1988,MULTIPOINT ((175510.791 496250.55))
O10002_GBI_Lichtmasten.1193,5,fr02a,bfr02a,lichtmast,2010,MULTIPOINT ((175553.124 496245.884))
O10002_GBI_Lichtmasten.1194,6,sp05a,bsp05a,lichtmast,2008,MULTIPOINT ((175399.692 496125.028))
O10002_GBI_Lichtmasten.1195,7,gr03,bgr03,lichtmast,2012,MULTIPOINT ((176692.65 496436.013))
O10002_GBI_Lichtmasten.1196,8,ol22,bol22,lichtmast,2012,MULTIPOINT ((176622.818 496486.764))
O10002_GBI_Lichtmasten.1197,6,wi07,bwi07,lichtmast,2012,MULTIPOINT ((176668.794 496150.045))
O10002_GBI_Lichtmasten.1198,5,vb01,bvb01,lichtmast,2007,MULTIPOINT ((175831.55 496362.724))
O10002_GBI_Lichtmasten.1199,4,vb02,bvb02,lichtmast,2007,MULTIPOINT ((175826.967 496379.807))
O10002_GBI_Lichtmasten.1200,5,vb09,bvb09,lichtmast,2007,MULTIPOINT ((175900.023 496420.779))
O10002_GBI_Lichtmasten.1201,5,vb13,bvb13,lichtmast,2007,MULTIPOINT ((175878.773 496457.307))
O10002_GBI_Lichtmasten.1202,0,dr03,bdr03,lichtmast,2007,MULTIPOINT ((175794.606 496408.001))
O10002_GBI_Lichtmasten.1203,5,ko55,bko55,lichtmast,2009,MULTIPOINT ((175774.541 496141.051))
O10002_GBI_Lichtmasten.1204,8,ol02,bol02,lichtmast,2012,MULTIPOINT ((176229.157 495956.194))
O10002_GBI_Lichtmasten.1205,8,ol12,bol12,lichtmast,2012,MULTIPOINT ((176335.991 496285.242))
O10002_GBI_Lichtmasten.1206,8,ol13,bol13,lichtmast,2012,MULTIPOINT ((176360.323 496311.86))
O10002_GBI_Lichtmasten.1207,7,gr08,bgr08,lichtmast,2012,MULTIPOINT ((176810.764 496271.698))
O10002_GBI_Lichtmasten.1208,7,gr09,bgr09,lichtmast,2012,MULTIPOINT ((176828.068 496247.576))
O10002_GBI_Lichtmasten.1209,6,wi04,bwi04,lichtmast,2012,MULTIPOINT ((176743.401 496191.054))
O10002_GBI_Lichtmasten.1210,6,wi11,bwi11,lichtmast,2012,MULTIPOINT ((176559.96 496090.368))
O10002_GBI_Lichtmasten.1211,6,wi12,bwi12,lichtmast,2012,MULTIPOINT ((176531.93 496075.029))
O10002_GBI_Lichtmasten.1212,5,bh03,bbh03,lichtmast,2012,MULTIPOINT ((175614.119 496690.264))
O10002_GBI_Lichtmasten.1213,7,pw11,bpw11,lichtmast,2000,MULTIPOINT ((176780.39 497391.942))
O10002_GBI_Lichtmasten.1214,7,oo13,boo13,lichtmast,1979,MULTIPOINT ((176488.439 497127.425))
O10002_GBI_Lichtmasten.1215,5,bi02,bbi02,lichtmast,2002,MULTIPOINT ((175430.587 496465.981))
O10002_GBI_Lichtmasten.1216,5,bi04,bbi04,lichtmast,2002,MULTIPOINT ((175396.768 496453.079))
O10002_GBI_Lichtmasten.1217,5,wk10,bwk10,lichtmast,2002,MULTIPOINT ((175326.154 496536.391))
O10002_GBI_Lichtmasten.1218,7,vo07,bvo07,lichtmast,1988,MULTIPOINT ((175563.639 496348.75))
O10002_GBI_Lichtmasten.1219,5,lu78,blu78,lichtmast,1990,MULTIPOINT ((175689.199 495892.79))
O10002_GBI_Lichtmasten.1220,5,lu75,blu75,lichtmast,1990,MULTIPOINT ((175678.039 495929.61))
O10002_GBI_Lichtmasten.1221,4,lu91,blu91,lichtmast,1990,MULTIPOINT ((175618.409 495943.63))
O10002_GBI_Lichtmasten.1222,4,lu70,blu70,lichtmast,1990,MULTIPOINT ((175704.079 495962.18))
O10002_GBI_Lichtmasten.1223,4,lu62,blu62,lichtmast,1990,MULTIPOINT ((175620.329 495986.26))
O10002_GBI_Lichtmasten.1224,5,lu50,blu50,lichtmast,1990,MULTIPOINT ((175524.769 496150.64))
O10002_GBI_Lichtmasten.1225,4,lu37,blu37,lichtmast,1990,MULTIPOINT ((175530.859 496019.45))
O10002_GBI_Lichtmasten.1226,4,lu30,blu30,lichtmast,1990,MULTIPOINT ((175600.049 495968.03))
O10002_GBI_Lichtmasten.1227,4,lu26,blu26,lichtmast,1990,MULTIPOINT ((175559.299 495907.94))
O10002_GBI_Lichtmasten.1228,4,lu21,blu21,lichtmast,1990,MULTIPOINT ((175508.919 495999.73))
O10002_GBI_Lichtmasten.1229,4,lu15,blu15,lichtmast,1990,MULTIPOINT ((175460.759 495992.2))
O10002_GBI_Lichtmasten.1230,5,kp19,bkp19,lichtmast,1990,MULTIPOINT ((175333.932 496259.586))
O10002_GBI_Lichtmasten.1231,5,lu32,blu32,lichtmast,1990,MULTIPOINT ((175616.369 495998.61))
O10002_GBI_Lichtmasten.1232,4,ko52,bko52,lichtmast,1971,MULTIPOINT ((175824.439 496115.03))
